,Postcentral_L,Frontal_Sup_2_L,Rectus_L,Hippocampus_R,Vermis_8,ParaHippocampal_L,SN_pr_R,Thal_VL_R,Putamen_L,Thal_IL_R,Cingulate_Post_R,Thal_PuI_R,Temporal_Pole_Mid_R,Temporal_Sup_L,Thal_LGN_R,ACC_pre_L,Precuneus_R,Vermis_7,Thal_LP_R,Parietal_Inf_R,Fusiform_R,Amygdala_L,Vermis_4_5,ParaHippocampal_R,Caudate_R,Paracentral_Lobule_L,Frontal_Sup_Medial_L,Cerebellum_8_R,OFClat_R,Thal_MDl_R,SN_pc_L,Cingulate_Post_L,SupraMarginal_L,Frontal_Inf_Oper_R,Thal_VA_R,Red_N_R,ACC_sup_L,Calcarine_L,Caudate_L,Thal_VL_L,Pallidum_R,Lingual_R,Occipital_Mid_L,Thal_AV_R,Temporal_Sup_R,Hippocampus_L,VTA_L,Occipital_Sup_R,Thal_PuA_R,Frontal_Mid_2_R,Precuneus_L,Red_N_L,Frontal_Inf_Tri_R,SN_pc_R,Rolandic_Oper_R,Frontal_Inf_Oper_L,Thal_VA_L,Precentral_L,Frontal_Sup_Medial_R,OFCpost_L,Lingual_L,Parietal_Sup_L,Occipital_Mid_R,Rectus_R,Frontal_Mid_2_L,OFCmed_R,Frontal_Med_Orb_R,Thal_LP_L,Raphe_D,Occipital_Sup_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus2_L,Thal_PuL_R,Cerebellum_7b_L,Thal_VPL_L,Thal_MDl_L,Olfactory_L,Cerebellum_3_R,OFClat_L,Vermis_6
Cingulate_Post_R,0.38767293007460146,0.635248070468244,0.1547080988463775,0.6434855882897916,0.3294482507755987,0.6630421016284456,0.2713066041336177,0.7460370701666947,0.6444692312625234,0.13649768163171846,1.0,0.2268198758760753,-0.08372207384152816,0.7856688449642156,0.22606391754817265,0.24631826929179138,0.6490572394238415,0.5407179244236695,0.46607269072464336,0.30328762727928227,0.7018736534339256,0.37489176885425,0.8315250224440838,0.705548187014905,0.7201935019868111,0.4057024124231013,0.617188340574252,0.22180290477838593,0.5186232293206445,0.512456500897954,0.2861330795700418,0.8109494830478259,0.6590885340623293,0.7680817908156965,0.6249373588417172,-0.017365944223857482,0.45199278083371913,0.5822246847661635,0.5546229584186615,0.6007810145909817,0.6475954668664501,0.5561690036874251,0.31223024085612444,0.16866057282249866,0.8741807840922231,0.7097811425336926,0.5965182844099368,0.38500928469856255,0.3350220057079897,0.7927771295488641,0.6963008363929934,0.4349266402351458,0.7781019131952855,0.4710390369152227,0.594128731129515,0.6026639565185405,0.6017438589709991,0.4481304857479222,0.48291099322353354,0.3437803156791146,0.4107234076038016,0.23338203531157242,0.3578748392879622,0.34093974605478755,0.728393205907089,0.21209603359319384,0.0215426600887897,0.19416277121724163,0.521106945734755,0.2923051200259643,0.3209036180567891,-0.06281724161536151,0.3914234227927419,0.06150387810788087,0.47354645986897936,0.5616640749870581,0.3650521650227475,0.5175142529829292,0.3113134364349521,0.5066380778992537
Thal_PuI_R,0.027161001709631306,0.11989109325213561,0.06451930636826922,0.159717297553715,0.33101092367560525,0.16854791751364895,0.01897467239409364,0.18847089914708434,0.25028472967763205,0.3557043600510621,0.2268198758760753,1.0,-0.07572053470202464,0.15334328767204722,-0.051100810043110546,-0.037668276255859535,0.08183838344873542,0.03885097863229381,0.3495301574701696,0.20856369204472047,-0.008983727859460819,0.06907965543885342,0.06564881576328227,0.13593443210015943,0.1392182909277084,0.029829017014310833,0.03113325467676345,0.13187681989760341,-0.09364463963457036,0.2512691532153773,0.24789830287335474,0.17806351782063248,0.1589441163779748,0.2066823230725588,-0.08149952352436336,0.1263274967635536,0.25261675690704466,-0.008543068059323753,0.19452459206005515,0.2076580362644446,0.1979596593113557,0.05932031235824231,0.24300411632117824,0.2047599843472571,0.23042849016421013,0.21772045237836374,0.14003605847643122,0.26852257587746514,0.1995675410737932,0.03887091566801711,0.10248976332576591,0.15252727364542665,0.15581901210292992,0.10770128073159256,0.3052367272511341,0.25215581186034725,-0.04586065704112312,-0.04027441244797546,0.03540894139097084,0.14862968487166026,0.18067657238473994,0.13648937920479115,0.2594236217589049,-0.14522669289762094,0.12836068784868235,0.17114505865503898,0.0381656123305507,0.3142498742789644,0.0458358980190989,0.20130026231888687,0.11686940590642327,-0.05688225564500463,0.28953328932191597,0.11776117601802459,0.1512312210375963,0.2344262743408849,-0.08843144464299955,0.0730166558595675,0.027472149686752476,-0.002038419886644811
Temporal_Pole_Mid_R,-0.27876972714362996,-0.14822664796854487,0.13383441348543504,0.17184954207391018,0.14952097218688276,-0.07637817462129014,0.28659892589548724,0.02822943345222238,0.010892671704804329,0.20144265738347075,-0.08372207384152816,-0.07572053470202464,1.0,-0.20277748119340722,0.5472525925239583,0.08780642785100364,-0.4096589881877636,-0.08111624997239154,0.18345878229157953,-0.43574437020049067,-0.129410795250459,-0.0135771907114255,-0.19555236863431075,-0.39086067957879905,0.14916121366514062,-0.41057333165085935,-0.031087078836654587,-0.30932189349692446,0.3414740635825202,0.3177522415125718,0.24475977925299364,-0.24667785409462237,-0.02454895797794982,-0.05070651311336761,-0.026125136812626654,0.41687608904479984,0.1816955493520841,-0.35417760212896515,0.08619854420030772,0.10782205172691144,-0.3736572553227412,-0.16314514429204818,0.12266019276245962,0.13605582196042398,-0.1687866219902879,-0.2979886762637298,0.25692245159728727,-0.007889326705907251,0.5278071688160039,-0.2333067935325963,-0.34103752591811837,0.36210068704793763,0.07214441614483803,0.21145836162534046,0.17679265214302176,-0.20741134273294412,-0.064608197521612,-0.4504703097965875,0.23328520739505093,-0.060797757460694345,-0.17273682888623015,-0.007972170474255856,0.3398234302065858,-0.028836107747290285,-0.1969361057673709,-0.446630628426712,-0.0009304217725008803,0.30584922093543293,0.0160345303798209,-0.07001574328668776,-0.16764258138992724,0.17097788571208372,0.28542845651816623,0.48056703003970835,0.16799717862224756,0.19903950715729654,0.022717509759470945,-0.4793713161831979,-0.3094521918090137,-0.2171003629989166
Temporal_Sup_L,0.5169480498086453,0.7554592614698763,0.2495088586856172,0.6700508164105027,0.1986162963858738,0.5610531247199957,0.35341697072879635,0.7756391801306012,0.6408148398270452,0.10159511052160061,0.7856688449642156,0.15334328767204722,-0.20277748119340722,1.0,0.30469166229199346,0.24302086284813115,0.7283976374834347,0.5794371058965632,0.5014774025581958,0.3326126956952441,0.7112326214667041,0.3598460671121713,0.815997709338362,0.7846179973475941,0.7234052689448149,0.42565914592576104,0.7939585587396759,0.2472305056917065,0.5172009831134752,0.43121207347495066,0.3624759833231084,0.7973441216285612,0.7244125415877501,0.8346111991368768,0.6346112663687971,0.06273316063956223,0.5691349308645421,0.6355658754682927,0.6913031459986553,0.7013939211403447,0.7173925264252525,0.6450296251848885,0.3643633081050494,0.26886524237536785,0.8456869107630415,0.784777543026429,0.5418859382329062,0.40513947484794355,0.34314630835733867,0.89922586750942,0.6879325926490771,0.4745594260096532,0.7666225522223062,0.4836925594395728,0.6842170970879402,0.72485816017609,0.7125530186156085,0.5810915573904754,0.43969238136739386,0.34185771828872596,0.4921693104892314,0.28744516821142885,0.17780274580623515,0.36505130280315873,0.7909969360208393,0.2678085409532096,-0.07267817612049744,0.16396813168962157,0.5871613124263082,0.31804259023989084,0.4897300800816145,-0.06659783210718523,0.46439639332397514,-0.034517518543257554,0.5210440584787182,0.39434496849457645,0.4570801180704516,0.582855552134855,0.4450291353691425,0.46684402789453805
Thal_LGN_R,-0.2936081096150734,0.1572147028181389,0.18677919182845676,0.6099294856762993,0.2053568624294279,0.26436789672697464,0.5511584700757131,0.4336236807648722,0.38241353370014625,0.10667680956973151,0.22606391754817265,-0.051100810043110546,0.5472525925239583,0.30469166229199346,1.0,0.17340477454445877,-0.19763839346473216,0.39429617724855687,0.4582955133477951,-0.5065692783143364,0.1613066342893993,0.39558304831632923,0.1714557125709584,0.07505485567316386,0.5689479175166723,-0.4174644899209729,0.21189761781698582,-0.24266299906129715,0.47126320935487953,0.5353293564699368,0.4639390368588731,0.028541868360935037,0.08733256365709664,0.31350593900313806,0.4797020635028333,0.3749564736448138,0.45315039847645167,-0.14411108554506144,0.5438805374841259,0.46743794300364666,0.10123797170013195,0.01169049256890743,-0.11089101604370746,0.2384173972618772,0.09629658887479688,0.1603958380182662,0.5125961627463055,-0.14734004687909402,0.7896075393334184,0.15842455212453016,-0.18128988959589884,0.42150490456429457,0.4052435366992026,0.4723995026999103,0.446063120162489,0.18015081335894206,0.5022211219154553,-0.3117977533762731,0.2686304511968502,0.15341914821823818,-0.26254165423490494,-0.2758021528859123,0.08541280069642362,0.1350640410386755,0.14602949216414313,-0.12856256754048348,0.045878032955425134,0.33975237993505375,0.6263068810597882,-0.33496117341411036,0.19158925573138766,0.04974696725913625,0.5101930753145176,-0.017968874171911373,0.4894666326667704,0.2472008351272584,0.4752132321929598,-0.37620040540107047,-0.04632538208103981,-0.1895505092900541
ACC_pre_L,0.19636199595851186,0.5604986458144854,0.11141811352324774,0.03772781708676064,-0.014372875593703031,0.03899444347195794,0.2418186748322757,0.4125955209321021,0.0611252624419259,-0.41819972126196014,0.24631826929179138,-0.037668276255859535,0.08780642785100364,0.24302086284813115,0.17340477454445877,1.0,0.13533648957551184,0.005164106022096424,0.2867649359463253,0.03064103036702424,0.11346440728277009,-0.11304860268036868,0.23934408322237535,0.06487884096072268,0.41097017472610686,0.1108097243278752,0.4775836382008695,-0.0814637789405574,0.41099686345237074,-0.026309373184418793,0.02264960001920418,0.261018118581138,0.04217843606469391,0.1575182221010609,0.5475978104041522,-0.21987840788143861,0.4934907724824234,0.10465975617547879,0.40622664199745284,0.3670248509915812,0.023614880027759473,0.07150617445557668,-0.14807190720669877,0.33626233862352617,0.16457377459368583,0.24152462332961408,0.20665256448106678,-0.24031338196460642,0.0171826212550592,0.34084510029862447,0.0704704453880265,0.015325759670993947,0.2805756074487996,0.4683910826981391,0.1466599638615885,0.28600281100649005,0.5805383694549415,0.21351378955391168,0.5650143792622503,0.2196146358815661,0.025766401803385262,-0.13264722775327975,-0.3539278532925152,0.5501086504037582,0.3640534229196624,-0.15863064936990023,-0.03499791634163279,0.23263814305043248,0.47339351559104736,-0.054551107812368584,0.011112967635689761,0.11424952327523231,0.3288060015598176,-0.15141946890216562,0.3091695652052826,-0.003068191475186009,0.46932485518312317,0.14190044515372124,0.3377284877748199,0.2048002788706696
Precuneus_R,0.830316339147701,0.7056000859566354,0.18310250096665423,0.3379082981554545,0.06285381786757009,0.39137444339720423,-0.003096101815216353,0.5126184249920711,0.3698616939000191,0.0016048976203371528,0.6490572394238415,0.08183838344873542,-0.4096589881877636,0.7283976374834347,-0.19763839346473216,0.13533648957551184,1.0,0.33297197555965685,0.17576181958161174,0.7343105859691708,0.6772458427495517,0.1368239644618478,0.7179263518308905,0.7512155226728703,0.34214180518204024,0.8595804226797737,0.6617332617881091,0.3998658102934403,0.2884249535329881,0.11880212274412628,0.12780354668412536,0.8446229638680715,0.6480320483914094,0.668173600220654,0.38868298620753017,-0.18671593893901675,0.2626023643603084,0.785347529922564,0.3203675620325872,0.41714102197028435,0.6073650613193371,0.7072755937498881,0.5065719487432355,0.14490010113977247,0.7723431043337535,0.6524319986881878,0.31614385460240974,0.6019580540563274,-0.18105808056482234,0.8300768296139145,0.9456995726190899,0.24156635347833652,0.4908885257963899,0.13173135119285787,0.3623599741055661,0.5423436690433837,0.429780846388616,0.8897142596532053,0.3584784371245723,0.22332036919953452,0.7227619092820124,0.6049250655258089,0.13833804872167724,0.2773769635163449,0.6860625752170968,0.24781014965879328,-0.1178496950038262,-0.016322408434188626,0.15964005663149222,0.6369525040563597,0.4134142378479448,0.03904624418563776,0.12629736735927607,0.03750586088760794,0.20075221180803451,0.23804428014953802,0.15693154590967504,0.8732506144149291,0.4748666035691889,0.5413421296714205
Vermis_7,0.05779019759324645,0.28632710967329156,0.18402762522533664,0.5306088539453647,0.3174811406931341,0.39811543278039013,0.3054731230088115,0.4566814531754823,0.4788717948884867,0.13749423916816245,0.5407179244236695,0.03885097863229381,-0.08111624997239154,0.5794371058965632,0.39429617724855687,0.005164106022096424,0.33297197555965685,1.0,0.11925971190803603,-0.1815403613539152,0.785117157621051,0.28265950960548863,0.663404977983538,0.5057437911218808,0.5088654452751185,0.014107012155544637,0.4115933390542412,0.3267821706233606,0.2851301529972253,0.5931261689244173,0.42512204357312966,0.366592219862427,0.3160425368761374,0.49493782360459976,0.45861979797615343,0.10633537465425155,0.17415077626823744,0.574888070550275,0.4251686981779039,0.45501463051679397,0.5146374669426719,0.6407434854343317,0.10931233636852186,-0.13131819150287402,0.5305394685559236,0.6744201608926879,0.34122741724717115,0.12897468262563305,0.44802773546179925,0.5496535116730823,0.3418136587926291,0.4637129037447283,0.45284731615341645,0.4224564050323072,0.34698609460141744,0.4357034105182083,0.494497571315235,0.25137561143331005,0.15263324638188946,0.3095506123057906,0.32280490956509783,-0.24081627438241757,0.16348658405058386,0.2641365389714263,0.4968413003639883,0.12051065634400075,0.1446955562999067,-0.06484644461537743,0.47714486685227747,-0.013520050748578196,0.38714495731175474,-0.13356298598792826,0.1253658206333646,-0.2534224243856131,0.41785989205309465,0.31426729831346595,0.36639373708621104,0.33020689019271604,0.25784569053764983,0.485937047292213
Thal_LP_R,0.21346929701458062,0.5785874204599476,0.16952558541423443,0.6271367474423821,0.27119033869401077,0.4216253604518801,0.41774051565878634,0.6859429818998743,0.5224653385713477,0.32859851615283586,0.46607269072464336,0.3495301574701696,0.18345878229157953,0.5014774025581958,0.4582955133477951,0.2867649359463253,0.17576181958161174,0.11925971190803603,1.0,0.13895511741877203,0.14939325192619732,0.2707730939725082,0.3220799814599388,0.36208176036307665,0.6654430803520237,0.06741777202594765,0.4614085430952441,-0.1916454529694045,0.4848700229696957,0.471016932853275,0.5238027314393867,0.3725544501530218,0.3817495700302909,0.6034090825115116,0.40353316022745894,0.37326664492961514,0.83506191225231,0.04481319443919024,0.7093050299412248,0.6811601189228811,0.3585439954154677,0.12118714181129707,0.2011376136973012,0.6034546064044599,0.4696925278115746,0.42453063089004006,0.5063834682961096,0.18076622061015565,0.5478222671518007,0.42309311656956633,0.17238299225983839,0.4363995483958029,0.5808397734912359,0.5000193978689106,0.754911335807598,0.5674349471668187,0.4179218066409833,0.08895422251166898,0.44844742693914746,0.1699866820950723,0.1698754999365284,0.1679621012621818,0.1931150047163935,0.07377033107388435,0.38882395694481914,-0.0038618827247388202,-0.04763733268476674,0.7280141271225683,0.550689047244523,0.15416018446608246,0.316577935614039,0.016350049427487426,0.7547270456767924,0.11910616488496714,0.6365262555514208,0.4010927785638574,0.23254530677126617,0.10159061121186393,0.16946787991083537,-0.05063475733149378
Parietal_Inf_R,0.6747199229236026,0.530591124985933,0.017514213681733417,0.03423680397012398,-0.08789672744558201,0.23499382540590327,-0.1869232655404338,0.2675677159373394,0.10657341137585032,0.06187852741164397,0.30328762727928227,0.20856369204472047,-0.43574437020049067,0.3326126956952441,-0.5065692783143364,0.03064103036702424,0.7343105859691708,-0.1815403613539152,0.13895511741877203,1.0,0.16159372318247398,0.03252368034113471,0.293388293519765,0.4541152664423135,0.04562251798133194,0.8107112210019235,0.32393591929536475,0.19416616311340143,-0.048635247909935134,-0.19057441954520227,-0.0532010580593852,0.47941032244356807,0.4155037994440722,0.3870701250457995,0.04238289766249511,-0.19028218372355254,0.19919158270913828,0.42780594402925337,0.061548062336409866,0.18962500437299734,0.2980124245406997,0.31617267491673595,0.36376627060484823,0.3420246062995292,0.5105414759771517,0.3090187408810843,0.06577942954945848,0.6041032570919437,-0.45062804427715125,0.40944824852176065,0.6734766697834265,-0.02602541548997646,0.22363583655358463,-0.10303985770769117,0.19536767498829283,0.37748727233443996,0.06035704685285167,0.6613077402058417,0.2982009844688964,0.20031837383316273,0.5154055455303135,0.6721243249205642,0.1566202415125953,0.01633672703358026,0.3889205446164257,0.2427660675857593,-0.1282889179318255,0.09307036328863937,-0.18534846218923925,0.6382609109402061,0.26756400122016816,-0.0009921327348850783,0.043507455307793895,0.09646333636929055,0.10123087866790212,0.1352240147487941,-0.08810802585554176,0.6568398198350075,0.3684331520129479,0.225057259754744
Fusiform_R,0.445348903087303,0.5181467532760902,0.27031690797143315,0.5645644056107767,0.26583605316078,0.4378132455440186,0.1521280409214816,0.5980755568886615,0.5043858985436025,0.07101229518822766,0.7018736534339256,-0.008983727859460819,-0.129410795250459,0.7112326214667041,0.1613066342893993,0.11346440728277009,0.6772458427495517,0.785117157621051,0.14939325192619732,0.16159372318247398,1.0,0.19657422251464282,0.8347005200881088,0.6762171889699172,0.4996082405810779,0.4091368274034409,0.6139109383648935,0.45103859570499605,0.3778215929675706,0.4880131482162329,0.36796578087613063,0.6460616203760726,0.5512642608159385,0.6140906818019184,0.49769005227034596,0.03170241603498377,0.2356657153010751,0.8432344756420475,0.3833162339184258,0.5661418015673658,0.5611384834265742,0.8689809104475968,0.3696390323190669,-0.01260784091890559,0.7629782377680159,0.7001583103503706,0.4475301397969227,0.43366755836520915,0.2568160373781984,0.778904433806079,0.6929794700956257,0.532648694111759,0.522983704147408,0.3143839345744065,0.38143542833148597,0.5098500303009246,0.5150986049679885,0.5945448591596905,0.33624697694247135,0.2726299587339613,0.6388999748027012,0.13458063931970668,0.3046789061703332,0.30318374497678585,0.6968449775803461,0.19468901305686068,0.1515853729855015,-0.03978674835026496,0.335284738347807,0.33910358825541004,0.41722156928850745,-0.0554312508480964,0.1374811003953721,-0.07932160911045891,0.46766713084732214,0.49379036256008785,0.26050098061218563,0.6885696658801786,0.38975630795019767,0.7443129130921424
Amygdala_L,-0.09617686779826211,0.2248385833677145,-0.045804780072177864,0.6909481931019504,0.29256181311994905,0.7572082684430749,0.28058766313076794,0.5046060299252866,0.7013829151996905,0.2738048851820672,0.37489176885425,0.06907965543885342,-0.0135771907114255,0.3598460671121713,0.39558304831632923,-0.11304860268036868,0.1368239644618478,0.28265950960548863,0.2707730939725082,0.03252368034113471,0.19657422251464282,1.0,0.21762142241766716,0.6198060277292763,0.5777472651450953,-0.03162742637727256,0.1201130233294373,-0.16316747543356602,0.37059696701468225,0.3210208464487585,0.27316463781148753,0.18892796911240164,0.10991596188340096,0.3261705622089119,0.5743961735029279,0.04723481780582675,0.27567999302845103,-0.09499700690677632,0.4187477259796103,0.3687793392224304,0.5382910522755586,-0.08473180639776787,-0.252330629982765,0.22939267015491158,0.34843399818343906,0.3314176998088409,0.5419972449465978,0.049604281949360805,0.24185201878909487,0.24626041763866552,0.19266242241137954,0.04031973314889564,0.5657542695047727,0.188125052074994,0.3302329712570758,0.2821154115374984,0.4119303365617319,-0.0918214118189186,0.16773785838233732,0.6654205474988306,-0.26955589360197957,-0.04849632162486418,0.12562747038755376,0.08590895629878179,0.3864170681150533,0.2410748871541976,0.13496875168570444,0.17620137606825242,0.4744188466678721,-0.30880597353955896,0.5270797738528987,-0.26508162754134934,0.1631200012178027,-0.19626987451698544,0.3456498411778788,0.3685495739795691,0.6314484352161025,-0.08926181407445206,0.3328505907917066,-0.19537619732408976
Vermis_4_5,0.5126000692317286,0.6450647344762477,0.16615612110548922,0.5196012420200985,0.20188206548840268,0.5857262694790817,0.16704801516014434,0.6832602399755924,0.4714828847107881,-0.09367873176215233,0.8315250224440838,0.06564881576328227,-0.19555236863431075,0.815997709338362,0.1714557125709584,0.23934408322237535,0.7179263518308905,0.663404977983538,0.3220799814599388,0.293388293519765,0.8347005200881088,0.21762142241766716,1.0,0.6952775626490529,0.592771087123705,0.4688817903559705,0.6875995487884505,0.29604093284688593,0.4183658680832679,0.3775419931955714,0.19527060160083823,0.7776714598907057,0.7412099754129595,0.764105089444476,0.6039120203985476,-0.18051192382704112,0.3466739191349456,0.8168726334786952,0.45281440393788114,0.5962353099288296,0.5746090175125214,0.7755978944320774,0.3730393534678894,0.0934269490981121,0.826527848163529,0.7026146683903629,0.45657846435044097,0.45086944410480806,0.24518147112638305,0.8616696726690686,0.7227708510198771,0.38286062774099094,0.6508891529643335,0.4335964118344045,0.49385780831279746,0.5703321566030891,0.6358809839210411,0.6311087993833534,0.4537134133815722,0.3335780471631906,0.5561485998470996,0.2310766464575238,0.2882276558389839,0.447871762114918,0.8138726531279102,0.2177606696000147,0.025418600930350577,0.042761424880029326,0.40190918399852993,0.3506412521833183,0.25564913521167415,-0.1284673310528994,0.23746050254641454,-0.036860459861364867,0.45824933222778086,0.47991762490762346,0.34766429894463713,0.6701001787690212,0.41608002620870627,0.7649074283289157
ParaHippocampal_R,0.5333177272315348,0.6557845937980007,0.15212596833995715,0.684097996858117,0.3136464606738856,0.7146975859855222,0.22871269247859263,0.7058416767087324,0.7390779082447572,0.19339651307573477,0.705548187014905,0.13593443210015943,-0.39086067957879905,0.7846179973475941,0.07505485567316386,0.06487884096072268,0.7512155226728703,0.5057437911218808,0.36208176036307665,0.4541152664423135,0.6762171889699172,0.6198060277292763,0.6952775626490529,1.0,0.6229346260089322,0.5310184571540564,0.6161516178574455,0.2306984911203887,0.4157214416540653,0.3544653900554809,0.3408508407786765,0.7021867092036098,0.5366407270456236,0.7270625445933893,0.6230795519201772,-0.05220192584063549,0.4121562902290719,0.5648441405856441,0.5629569382245038,0.5830696081237752,0.8540569294613002,0.5167217119706381,0.20732849630510275,0.20201223461190662,0.8038857428503846,0.7990766088001616,0.5092527390314809,0.3680891909057808,0.07627363708334652,0.7954043830702372,0.7522576958733959,0.25543472549702684,0.7021171187406469,0.3145462691828267,0.5169883628595612,0.6629327212107747,0.5768269931326031,0.5890929070315026,0.3105601909958163,0.5003534057565312,0.42948416149212587,0.2829947415134612,0.12253593811207136,0.25677693925708817,0.741612541775947,0.3359823980884679,0.01878179618794763,0.09344971768617895,0.4733393090893016,0.26257306583033435,0.6532044065654207,-0.19379209935643638,0.20926547108752733,-0.15806187426624063,0.41919085080667057,0.4000415276456585,0.4624330768760573,0.626765225267086,0.5588818844504423,0.35855849960697206
Caudate_R,0.19608156560766843,0.7146442700821036,0.17623552560266578,0.8017655031158603,0.2791594549928982,0.6236803389727847,0.5821764815296822,0.8717624746029955,0.805163026497894,0.22209849649918897,0.7201935019868111,0.1392182909277084,0.14916121366514062,0.7234052689448149,0.5689479175166723,0.41097017472610686,0.34214180518204024,0.5088654452751185,0.6654430803520237,0.04562251798133194,0.4996082405810779,0.5777472651450953,0.592771087123705,0.6229346260089322,1.0,0.0743149173245602,0.6803610549967547,-0.10991274724143658,0.7337631638919414,0.5226402001737034,0.46415707031606857,0.5123534915083633,0.3630751923911233,0.68153417397438,0.8018126476673104,0.2294489927130661,0.756487803926264,0.22105133882390415,0.8389278498141989,0.7478034476782452,0.6464303165810937,0.3059818038665063,-0.014080626680087385,0.3931915074832359,0.6998423295439401,0.6603501519756871,0.6652985719938853,0.08571084945353068,0.5136584479885647,0.6770988783530157,0.31863477710762184,0.47706829384767774,0.8948760338979688,0.6365659125987044,0.747243127831817,0.7138722170474296,0.7773438746490497,0.19539237121055728,0.6433574419520497,0.5198615800641218,0.12609227536485731,-0.042167964125638245,0.0976139198992837,0.32189670888042693,0.7063676096467245,0.07668966211620433,-0.0005104008711711823,0.4150764319140609,0.7959085953430807,-0.06007059990461923,0.5431877239451952,-0.12542638944169796,0.6081242525200137,-0.0538728453760219,0.6820303075376762,0.46402464441673164,0.6918802858635088,0.21234319330311452,0.4715927508801392,0.13499021861013183
Paracentral_Lobule_L,0.8148594542208554,0.5659761482288896,0.12715287661965827,0.05147008659868538,-0.04874534876016365,0.20700560314759625,-0.20229528741795935,0.2939794080678717,0.11967344937858883,-0.09828800821123672,0.4057024124231013,0.029829017014310833,-0.41057333165085935,0.42565914592576104,-0.4174644899209729,0.1108097243278752,0.8595804226797737,0.014107012155544637,0.06741777202594765,0.8107112210019235,0.4091368274034409,-0.03162742637727256,0.4688817903559705,0.5310184571540564,0.0743149173245602,1.0,0.39891090503342225,0.3132737984022933,0.10225048661117551,-0.07852598216841791,-0.006169173108732655,0.6532533598953703,0.44899407416207926,0.43648058487296365,0.22117945961561142,-0.302740761238424,0.08432447442692315,0.6508531524065615,0.06969020579748761,0.1855527507053411,0.3866602202695944,0.48254705269558656,0.4056187243628848,0.16227272145889998,0.5374160623227594,0.42860889116516615,0.16104682023586242,0.4677631134953111,-0.4489472287354556,0.5676543829398079,0.8628404223498916,0.015922930381884304,0.21964083127354855,-0.05592382039097281,0.09063450043874301,0.3099073177305476,0.2028098789126496,0.8831936501495682,0.27314436081592186,0.05253306061657915,0.6325321584799616,0.6155240526941684,0.017886291123583392,0.16396793892543163,0.43771677996625047,0.179063921083896,-0.15848332918966035,-0.058196326711095064,-0.045337739737066535,0.6400215905187989,0.218547951612662,0.047099946716822445,-0.06381437048703616,0.014314268834472387,0.0050491447138140775,0.09839685269474993,-0.06642000341222246,0.8160207880949513,0.35048740755939084,0.39657825132724245
Frontal_Sup_Medial_L,0.6001478558811533,0.8461162653315387,0.3634726160453008,0.5044547830073827,0.11567058640118955,0.32880039564739,0.3395908290868659,0.7346855406875972,0.5196518757565598,0.007354199606188591,0.617188340574252,0.03113325467676345,-0.031087078836654587,0.7939585587396759,0.21189761781698582,0.4775836382008695,0.6617332617881091,0.4115933390542412,0.4614085430952441,0.32393591929536475,0.6139109383648935,0.1201130233294373,0.6875995487884505,0.6161516178574455,0.6803610549967547,0.39891090503342225,1.0,0.08271512665087208,0.6334430839057624,0.28498234658507887,0.30412210841177184,0.6895141087182894,0.5780507678484501,0.7324116068648802,0.6054702475550595,0.07357693331323317,0.6665394697131679,0.5406576217176675,0.7254560129599995,0.7079112311795288,0.6009118646171974,0.5870987828688102,0.31558423271895475,0.31890815884266405,0.7330720945222294,0.6869293346344597,0.46292797726071294,0.2704213078887016,0.20670593697225964,0.8802030125934663,0.5635391691070498,0.44075873228455115,0.7266843896193416,0.4522872239465841,0.6300461717701619,0.7404239571722676,0.7279854482884532,0.593145258413098,0.6743368572047251,0.28016328451411454,0.5367491137514602,0.2728842901015325,-0.015816899670450902,0.4287788471684805,0.7869426567214899,-0.02062529757892904,-0.18911073100702258,0.25545129018874435,0.5096497076145833,0.33727826605855443,0.4989857750653378,-0.07927941019490313,0.4193908515610793,0.07069602806525262,0.5013555200284134,0.27533762353209706,0.46307573757015924,0.5724196434331337,0.5767442663048511,0.44913231317672525
Cerebellum_8_R,0.2846564381005326,0.08941932825646828,0.0742059471739649,-0.0028740564303735222,0.19890071048631988,0.055112366762458426,-0.20102606136926301,-0.033852418061174096,-0.02136605496099359,0.08369493354106322,0.22180290477838593,0.13187681989760341,-0.30932189349692446,0.2472305056917065,-0.24266299906129715,-0.0814637789405574,0.3998658102934403,0.3267821706233606,-0.1916454529694045,0.19416616311340143,0.45103859570499605,-0.16316747543356602,0.29604093284688593,0.2306984911203887,-0.10991274724143658,0.3132737984022933,0.08271512665087208,1.0,-0.19684388542729703,0.1853341697527521,0.16803923079296892,0.29496528671529787,0.26830442608947264,0.12865146362862323,-0.045876777594062196,-0.07766449504608268,-0.1254621122572499,0.505069075558178,-0.09652287157653308,-0.03866307151627111,0.12054625283541556,0.4772104845695145,0.31941143729914984,-0.22421200540922265,0.2157206966385311,0.29234069524256384,-0.031772846947203316,0.3627109746908175,-0.03647446659911577,0.25754850545981584,0.39564524660624534,0.20094038397168262,-0.041109422475865375,-0.05830989889573707,-0.09405394766804635,0.054063119111951254,-0.043812326542966865,0.38180711445113363,-0.20220623273186636,-0.007060589260493785,0.4662819781804753,0.19038816610172674,0.17758406794287315,0.08569944319515226,0.09747639199585949,0.18940394850718012,0.21840641495848817,-0.23543432658643637,-0.0831239930554963,0.3305482615364275,0.013715558305404774,0.23870651257049255,0.03375411065172841,-0.03530749399959634,-0.026958016023194517,0.09603804659444948,-0.2167869121386431,0.4986207484077268,-0.08632229671175753,0.464739263284278
