,Precentral_R,Cerebellum_Crus2_L,Insula_L,Thal_LGN_R,Frontal_Inf_Orb_2_R,Thal_MDl_L,Vermis_6,OFCpost_R,Cerebellum_3_R,Lingual_R,SupraMarginal_L,OFClat_L,Cerebellum_9_R,Parietal_Inf_R,Thal_PuI_L,Fusiform_R,Frontal_Inf_Oper_L,Supp_Motor_Area_R,Red_N_R,Frontal_Inf_Oper_R,Supp_Motor_Area_L,Thal_LP_R,Vermis_9,Rectus_L,SN_pr_R,Cingulate_Post_R,Temporal_Pole_Sup_L,Thal_VA_R,Pallidum_L,Thal_MDm_L,Thal_VPL_R,Postcentral_R,Thal_PuA_L,Raphe_D,Cerebellum_Crus1_R,Temporal_Sup_R,SN_pr_L,N_Acc_L,Temporal_Mid_R,OFCmed_R,VTA_R,Thal_IL_R,Paracentral_Lobule_R,Occipital_Mid_R,ACC_sub_R,Precuneus_R,Calcarine_L,Amygdala_R,Frontal_Mid_2_L,Fusiform_L,Thal_MGN_R,Temporal_Inf_L,Cerebellum_7b_R,Temporal_Pole_Sup_R,Vermis_3,Cerebellum_Crus1_L,Precentral_L,Thal_AV_R,Occipital_Mid_L,ParaHippocampal_R,Cerebellum_7b_L,VTA_L,Temporal_Sup_L,Olfactory_R,Cingulate_Post_L,Cerebellum_8_L,Olfactory_L,Calcarine_R,Vermis_1_2,Cingulate_Mid_L,Occipital_Sup_R,Vermis_7,Caudate_R,Thal_VPL_L,Rolandic_Oper_R,Thal_PuA_R,Cerebellum_6_R,Frontal_Med_Orb_L,Parietal_Inf_L,Cerebellum_3_L,Thal_VL_R,Thal_VL_L,N_Acc_R,Hippocampus_R,Frontal_Mid_2_R,SupraMarginal_R,Parietal_Sup_L,ParaHippocampal_L,Thal_MDm_R,Rolandic_Oper_L,Angular_L,OFCant_L,Temporal_Inf_R,Paracentral_Lobule_L,Cerebellum_10_L,Cerebellum_8_R,ACC_sup_L,Lingual_L,Caudate_L,Thal_MDl_R,Thal_Re_L,SN_pc_L,Cingulate_Mid_R,Frontal_Sup_2_R,Cuneus_R,Frontal_Inf_Tri_R,Cerebellum_9_L,Hippocampus_L,Putamen_R,Thal_AV_L,ACC_sup_R,Vermis_10,Postcentral_L,Thal_LP_L,Cuneus_L,Cerebellum_4_5_L,Thal_PuM_L,OFClat_R,Parietal_Sup_R,Pallidum_R,Frontal_Sup_2_L,Insula_R,Thal_PuM_R,Raphe_M,Temporal_Mid_L,Frontal_Sup_Medial_L,OFCant_R,Cerebellum_10_R,Frontal_Inf_Tri_L,Angular_R
Precentral_R,1.0,0.1605894766419727,0.33396329945878667,-0.37557533117500963,0.09393751341255371,-0.14762124257948153,0.252571438314227,0.06584338993630763,0.7574314588441887,0.4167069016430195,0.26377806482290156,0.39876319983315694,0.1497201870122016,0.7929874095670818,0.10429890053401511,0.2414240115175101,0.45991120913601663,0.6191573268075452,-0.21512804316780568,0.38221514116833216,0.7509698888435946,0.1655274223199268,-0.005710799180868582,0.10192848477291878,-0.04265488531823778,0.259937687906425,0.20496351968048337,0.1975808087039471,0.2508551341031098,0.050758724183549916,-0.191043931546213,0.9624776626047707,-0.18597726468352244,0.05441380451202055,-0.1627659422627455,0.4372637558071916,0.00858503698113058,-0.0943149659584402,-0.013033427990474467,0.1911228353878769,0.06353055558685007,-0.1619304189247526,0.6814652270721221,-0.2242107676431896,-0.18856872573824232,0.7383719848837547,0.5289567120194801,-0.2963264698665406,0.36269059099325246,0.441371836608816,0.04231238845693179,0.24105641587534973,0.1559836582360266,-0.4353469762666888,0.47072339816463105,-0.08430086819330898,0.8455324745259033,0.2914617574881555,0.23157626757436844,0.4093671461184026,-0.12383383290258271,-0.00881540796507712,0.3979612881818406,-0.10621187617382141,0.5269101107680036,-0.054790274424600265,-0.0015934161892866984,0.6157184704020732,0.11555142913815822,0.5544355574536115,0.2904084694703369,-0.06297189508745905,0.1153708516873823,0.10174049860380727,0.15750117919446416,-0.4624418129607368,0.03917035370525121,-0.22977105331948527,0.34137186890870586,0.24138522027456943,0.26984766835243923,0.1916324503595546,-0.28169523991854756,-0.030219269187001345,0.5061631779074429,0.443414244022517,0.4334768425982722,0.017386830170300138,0.16377741976910445,0.4749313316846331,0.12147526055318948,-0.01173753898888195,-0.08919275112460155,0.8509841641455661,0.14836335971035863,0.24005651407696474,0.26996674417327665,0.5725843107058592,0.18128727512765816,-0.20457971193714997,0.2571656296933713,-0.0027216918037115995,0.7998745832353351,0.7397892064450423,0.5027400151397736,0.17061945624022293,0.04518150046489565,0.41963564868285114,0.35589786095718057,-0.028793353104259296,0.21803990252598338,0.3587688401620929,0.7728450443789052,0.04609660044375775,0.4944126830380855,0.5722166125241605,0.12202814673513182,0.05321512841375061,0.5857724874124228,0.30800842580020626,0.6409846889528613,-0.020300634506023825,-0.2603298791250735,0.07025597606568615,0.480144162036303,0.439367656354727,0.0776434653552954,-0.01991830336504488,0.15770601927136527,0.278111567563182
Cerebellum_Crus2_L,0.1605894766419727,1.0,-0.15646390977309774,0.04974696725913625,-0.1590160578612593,-0.18545637592936492,-0.04873226434850953,0.13112143965391054,0.052247020345046705,0.03513788186689022,-0.0018795782429434091,-0.4349903109147367,0.018934375525789728,-0.0009921327348850783,-0.014318128077746826,-0.0554312508480964,-0.1264334068686432,0.03371335269317571,0.1397453067403991,-0.04362088647134081,-0.020609141649292496,0.016350049427487426,-0.11109555290336022,-0.03349808012320441,-0.007127589872942295,-0.06281724161536151,-0.18943413435710132,-0.1581016603286719,-0.2899064671584433,-0.22300395745527268,0.04154966858362307,0.0526490581365678,-0.03785578900542041,-0.10830015979277123,0.04181343699613284,-0.11062274668349789,-0.11633484723845172,-0.20296569243699666,-0.04883161224115239,-0.15006302428027324,0.2521150102815287,0.008842305759767959,-0.01652736366555112,0.03973896899604677,0.0740940856994293,0.03904624418563776,-0.0289620094024279,-0.059147841741960555,-0.3214390176346525,-0.12374276788929581,-0.1691785916576812,-0.15985673067371697,-0.22679747365385758,0.09061265615979111,0.09983285551671862,0.07204187731524334,0.03240075347993202,-0.022095780343235023,0.2775135346441801,-0.19379209935643638,0.31950144800781294,-0.07294768886261133,-0.06659783210718523,0.016789408933933467,0.0675754460804334,0.008841193118663099,-0.210534428088591,-0.0007545170112323322,-0.08375230923359742,-0.040695579955085256,0.120024127033672,-0.13356298598792826,-0.12542638944169796,-0.09276722430644727,-0.032322855313649694,0.06416258460903723,-0.04814912242633014,0.14165349537742458,0.12147949088118841,-0.13964086159993408,-0.1711241885873788,-0.15509334861219218,-0.07991344575847324,-0.05222047880906497,-0.023076784074525448,-0.1303203670048473,0.21549460924727673,-0.24561035956344013,-0.1413166524881233,-0.16806335519027218,0.25485633895417437,-0.2549978510368498,-0.10757178452821466,0.047099946716822445,-0.17669095482449898,0.23870651257049255,-0.0075926031706052164,0.16295317654703,-0.11262846806885693,0.03587771134794982,-0.0751767262850062,0.098774222467971,0.039577380997983115,0.01569064208618998,0.08818360655190809,-0.14431446679682391,-0.06206234785747623,-0.13127156020653016,-0.18162565192859703,-0.07015376002220604,0.07849540397418624,-0.009438267191660405,0.09927869613499149,0.04891514248757533,0.13049962126506015,-0.06487552299346039,0.06362061317044206,0.015947227327546897,0.16852246688988837,-0.27997905248993527,-0.054023228319748505,0.10500362384130134,0.16860543662931776,-0.32688520012372535,0.007754846844492174,-0.07927941019490313,0.14727703457541091,0.11792997601648769,-0.264521107162631,0.11705769466375199
Insula_L,0.33396329945878667,-0.15646390977309774,1.0,0.4103566616714476,0.5837097199886866,0.291800289016184,0.11148141113688452,0.6205518237257016,0.33632802122839,0.34644893824133377,0.46123750693943527,0.5841107700282202,0.283218314035826,0.29867003011800886,0.07943106328234698,0.4323127036976715,0.7748064813763663,0.6067297408306043,0.09956601226692097,0.7458010209331357,0.4887620789478296,0.6046920169708587,0.295266987601034,0.15487697465586722,0.4868294202608056,0.6481179791208016,0.5418700454458237,0.7359382158194575,0.7640668624271385,0.42518138900994995,0.5489859344781449,0.3679243364313389,0.0890673477076133,0.6997031074064107,-0.08539953089614324,0.6974440819990889,0.6432709998906345,0.6071088523990662,0.3845568306121531,0.09530428615273438,0.302229929897684,0.10907516631972884,0.33003934069259677,-0.024341012636447428,0.2219549616469963,0.5403438499681803,0.26841116579272795,0.5065360425292116,0.7790995292172117,0.6740237770120548,0.32528933521892517,0.6103566935262096,0.5308203482528315,0.2791821107496113,0.3096826910655808,0.13442375579131385,0.40837020527392326,0.43308920584146726,0.07585701477526247,0.7119770054803056,-0.06342368724529476,0.5957058926458115,0.7723405143338263,0.6249641121532117,0.6238686411640028,0.30647997900351626,0.680201067441222,0.33085919757109084,0.5156581392911223,0.6469010894070959,0.19701848776756495,0.3768246401845215,0.8472412567597373,0.5280558674273301,0.7443341994867456,0.30054243126069363,0.273161956370334,-0.13996671649309697,0.3805857347697709,0.5683350994717643,0.8119435250871372,0.7038890753261042,0.1326381975796922,0.6836731879234668,0.7404959422216792,0.4893595623325847,0.17060795117580563,0.6205573865094257,0.5959849071840063,0.6829002433866516,0.12548270497710878,0.4379209387921617,0.3211421493465843,0.290134208815134,0.6197332840330366,-0.0709115569378908,0.7394620559461842,0.22544738381867946,0.8110142974025896,0.33818261891898976,0.5032631538795438,0.317209948736112,0.4721517735783021,0.6495038926666458,0.2757774610663703,0.8640495531813234,0.09126495257672318,0.6680505148054166,0.8602397324403636,0.40076777188953444,0.6528377862797136,0.6572108808739202,0.43233725351550906,0.39960644208800733,0.08021288874078718,0.6730340380585653,0.39108131138788194,0.6188352954657249,-0.0991723543275037,0.6765451814038174,0.8065985499764708,0.6707654279136467,0.4088039465801997,0.6969375627754498,0.5880892426197987,0.7666289052646361,0.45821454248064797,0.41081707574463844,0.7256381861421876,0.03584544453600659
Thal_LGN_R,-0.37557533117500963,0.04974696725913625,0.4103566616714476,1.0,0.29520874401408437,0.2472008351272584,-0.1895505092900541,0.4072310718880276,-0.37620040540107047,0.01169049256890743,0.08733256365709664,-0.04632538208103981,0.008683069179508916,-0.5065692783143364,-0.00012698999898020716,0.1613066342893993,0.18015081335894206,-0.012729661043056735,0.3749564736448138,0.31350593900313806,-0.2423819707302681,0.4582955133477951,0.07410894834776954,0.18677919182845676,0.5511584700757131,0.22606391754817265,0.0563061223109292,0.4797020635028333,0.31045395191724035,0.036136708323244775,0.819263411036886,-0.46452631662167665,0.307709580417729,0.6263068810597882,0.010167943978462504,0.09629658887479688,0.6295530817763247,0.5669274523212725,0.20739897797893359,-0.12856256754048348,0.2895801359848697,0.10667680956973151,-0.34662297643970447,0.08541280069642362,0.43122742088343013,-0.19763839346473216,-0.14411108554506144,0.657814095788048,0.14602949216414313,0.2341814391377973,0.04666238871481565,0.46308720040775253,0.08847967798777198,0.6268947289681265,-0.16410961011371522,0.2230583998661169,-0.3117977533762731,0.2384173972618772,-0.11089101604370746,0.07505485567316386,-0.017968874171911373,0.5125961627463055,0.30469166229199346,0.596366543231887,0.028541868360935037,0.21534921666467902,0.4752132321929598,-0.19661942601972346,0.2962154292683002,0.011712448375462207,-0.14734004687909402,0.39429617724855687,0.5689479175166723,0.4894666326667704,0.446063120162489,0.7896075393334184,0.16448387638112988,0.14643740095491248,-0.058754710432005565,0.25622380141184325,0.4336236807648722,0.46743794300364666,0.18703599785326047,0.6099294856762993,0.15842455212453016,-0.10253115646732128,-0.2758021528859123,0.26436789672697464,0.20681299749279156,0.15066033024213707,0.012588750520150883,0.10537283083850507,0.29376236137602,-0.4174644899209729,0.4306358676081724,-0.24266299906129715,0.45315039847645167,-0.26254165423490494,0.5438805374841259,0.5353293564699368,0.3261773527908752,0.4639390368588731,-0.27033318744386103,-0.06233460251682078,-0.1884103620070248,0.4052435366992026,-0.13749113406134003,0.1603958380182662,0.30906236592462294,0.4286592753219062,0.49560260508153553,0.1937984737697621,-0.2936081096150734,0.33975237993505375,-0.37364658776544585,0.048153958727498496,0.28361327186595525,0.47126320935487953,-0.6016676632200201,0.10123797170013195,0.1572147028181389,0.578089536089194,0.739580106310579,0.429160898128927,0.16657277453135036,0.21189761781698582,0.403122093022771,0.39394997013026667,0.22441088093154918,-0.2803679141567777
Frontal_Inf_Orb_2_R,0.09393751341255371,-0.1590160578612593,0.5837097199886866,0.29520874401408437,1.0,0.28552161277017996,-0.14861975099653457,0.4443824131747557,0.25375649293637625,0.2204085319981222,0.16658172942321328,0.4053652328527369,0.30485819240898127,0.13335776299101434,0.23170960106325167,0.4202487588841603,0.6248720399854278,0.30011724804892775,0.4397102894813633,0.4891884956986284,0.2723281658660508,0.38881896049725534,0.4015018969908838,0.164053035366801,0.36191956565777905,0.46295571883956926,0.43186710824214686,0.4408064281784869,0.7372023030293676,0.6025731614941487,0.3800276134703951,0.1295331810546508,0.20800507714911917,0.543231385292754,0.20913174872691112,0.5539039966538551,0.6740287198569543,0.250059468568076,0.37852447766046465,0.17539235015528576,0.12609017065122324,0.5706253717849972,0.270452453963367,0.04859666404424021,0.37152508381667887,0.367271851561058,0.1412556088243543,0.37067098828293193,0.4283422832706058,0.4489123994255278,0.5809961062812309,0.4485991433800678,0.39605092941986647,0.2198376651020204,0.18983539969042476,0.2506855877615768,0.16533235524924603,0.23522182051128965,0.029019462502044353,0.7172861116888982,-0.10788910963569764,0.5107818981915049,0.5615773303724598,0.41145388364629065,0.386857036096012,0.2618823862704329,0.39645263264820596,0.16942430988452098,0.3683876799723744,0.205295832525597,0.1075495211056404,0.4156568090914719,0.644697759518284,0.41262589205354483,0.5583130961214374,0.26601359579430384,0.25872215523523767,0.026867512532722945,0.2027581828533256,0.3898026824164148,0.6047590214914919,0.535593892866737,0.6706336097387698,0.7614361941155007,0.4915639156011273,0.254046940024879,0.04441030435963304,0.43824740161203835,0.576366994886353,0.5541171452222305,0.059006359160465,0.2171997342332594,0.3986669195951074,0.13052546175470053,0.33468069819284224,-0.023361335079635306,0.4646768201230041,0.20431077172710307,0.6673973430191197,0.48549356452884296,-0.02009463581734216,0.5511653907391827,0.18960924924465167,0.3758975726903007,0.1341267964146981,0.6546254007049441,0.21272775391775728,0.6264950578722445,0.7211911403888074,0.22855498919525946,0.2967480712016705,0.4588859475997018,0.18868472533839825,0.2131599571052903,-0.12148048815535421,0.4971925834279842,0.3841374637695791,0.4691427064585844,-0.16804888828014417,0.8090373324345502,0.397975425798266,0.7830666718413855,0.30940618962747213,0.5532253562663837,0.41497079104054424,0.43446154019086713,0.22667291333492032,0.3840543695190574,0.621755560165007,-0.04256022574411614
Thal_MDl_L,-0.14762124257948153,-0.18545637592936492,0.291800289016184,0.2472008351272584,0.28552161277017996,1.0,0.3766382269036906,0.20889856912613916,0.15410094112194783,0.27946650355187586,0.5151197690628532,0.16121431142799747,0.4657782945868759,0.1352240147487941,0.6206046689803951,0.49379036256008785,0.23376393468333626,0.3898112709166338,0.11238163464736534,0.42305356957693047,0.18291395547858777,0.4010927785638574,0.2459263823830689,0.12987266716933069,-0.04171531981081887,0.5616640749870581,0.37584280083020605,0.3721087150493933,0.43718560898835235,0.7528744111567225,0.38496566012455197,-0.0676561909741361,0.5986864721060046,0.20346057437557744,0.36275155833220785,0.5432745937826685,0.07961231052512298,0.10287945736294621,0.7223049259581912,0.10607362575618906,0.14665780682848276,0.3331825210684767,0.1253391918291753,0.6124502405293214,0.09604269862435537,0.23804428014953802,0.2836547032044249,0.2572139724637822,0.4997525366833898,0.44996320772606696,-0.0891801172025895,0.2821236476922937,0.37479553984903774,0.49900976693173466,0.35509289293595975,0.44929578318478114,0.006184486523826757,0.26127326440865084,0.2948507613998418,0.4000415276456585,0.22506370763071065,0.6367949139287129,0.39434496849457645,-0.02087216119949274,0.32254399672872197,0.6904578021801896,0.07755110649425401,0.14064625553305615,0.6810464716844868,0.37709583334054997,0.49666421399043026,0.31426729831346595,0.46402464441673164,0.557721392275421,0.3994675901016773,0.4956191470637105,0.4848461707114261,-0.12500085136597341,0.39461301731434223,0.6732436487715107,0.6092569829500448,0.6103994254229309,0.11820794686333115,0.5921207426902703,0.38278842003595,0.5584209359109494,0.2261394541106144,0.5990010345981943,0.6854095398097763,0.22007788549460577,0.33383602896724657,0.2635580798809276,0.6094054517174594,0.09839685269474993,0.3217869281275118,0.09603804659444948,0.3614754468258206,0.19123397499099534,0.3297961840105277,0.5867112491097489,-0.002000509890294302,0.41881337196665236,0.09970835018391626,0.34289608890840717,0.422411333513354,0.44929317413854847,0.49371060929275196,0.2922702935945047,0.2713570981869746,0.8219556815253186,0.29952443707795134,0.3744453411583194,0.05638340410275952,0.28626063547486175,0.31393113678351303,0.4177801160401049,0.6733676363922914,0.30857724742500164,-0.21886670119522864,0.3333737946241853,0.34522768817976235,0.3234553439523176,0.5190917309189029,0.3570325905167244,0.27289767222650196,0.27533762353209706,-0.015351473495929063,0.47640804565193307,0.22306182859401916,0.3093635023175224
Vermis_6,0.252571438314227,-0.04873226434850953,0.11148141113688452,-0.1895505092900541,-0.14861975099653457,0.3766382269036906,1.0,0.14740461517033898,0.6325906351577708,0.7558772286862842,0.5983358048398907,0.22276035150893528,0.7746561438369735,0.225057259754744,0.5148263047276985,0.7443129130921424,0.21012469620528942,0.675847017951465,-0.3417168400087411,0.39724185981873034,0.6587692724526205,-0.05063475733149378,0.4415278995341561,0.16120100186751174,-0.1183756296155127,0.5066380778992537,0.4770887627781202,0.23960848564020543,0.15408372769526388,0.41357824719394737,-0.04956936725573463,0.25650822196234846,0.27939004452253474,-0.028932736048753207,0.5648500642426333,0.5396403196465044,-0.1650963278486278,-0.09282802265135415,0.6223372676574318,0.20261532649644268,0.2226869350977408,-0.2782940212712183,0.606992318310256,0.3236786792936779,-0.4077937421941907,0.5413421296714205,0.835745523895962,-0.037974831648055166,0.54822859551138,0.5736999181428014,-0.18682972608257822,0.30003111872321003,0.5010702987990511,0.015766168420356504,0.5617863809455271,0.6383570207908469,0.5687309235647645,-0.09176231463462886,0.4389705201507242,0.35855849960697206,0.033645287728066096,0.12893306007937774,0.46684402789453805,-0.08329105273223895,0.4964981285450172,0.694152696642932,0.03383393638701412,0.7419113232481477,0.6343005832478268,0.482056575099571,0.4414194185419848,0.485937047292213,0.13499021861013183,0.23695655505594998,0.09034379929376732,0.012557912494437882,0.7963967414077686,-0.43957267259491783,0.4928929748560908,0.5960381440457448,0.29976846260394685,0.30330854206255914,-0.5579518995760113,0.0879198481489134,0.5846086294112193,0.27786092789036626,0.21422746868653453,0.26543082598290485,0.46494937998049557,0.3985092586147303,0.25712622017589853,0.16653871432476275,0.6431951391998386,0.39657825132724245,-0.22899784697046413,0.464739263284278,-0.01039153114212558,0.5858353841313316,0.002860376360368615,0.11943513281084406,0.20908087215350024,-0.04435940385512201,0.3231942650641609,0.5467116565517669,0.7409029347527668,0.1883968264727258,0.777734052022805,0.39068701277146267,0.18050549512980404,0.39840978438493296,-0.11965747937139162,0.11585721396291422,0.4315759791204509,-0.1693004009546052,0.6959443552737082,0.5640059204574177,0.3550359088176557,0.08356778567112307,-0.23762677346959232,0.17199295773365497,0.34805180043564504,-0.13832709492273607,0.08536874490415708,0.08019629800729279,0.5161314630207331,0.44913231317672525,-0.20847070193582187,0.4039095835570099,0.060285968729318094,-0.031626089554879167
OFCpost_R,0.06584338993630763,0.13112143965391054,0.6205518237257016,0.4072310718880276,0.4443824131747557,0.20889856912613916,0.14740461517033898,1.0,0.16715031784179318,0.23328519327725092,0.5012924627094753,0.12280886753213982,0.32820366166997467,0.0911027886346192,0.0844996217052465,0.37459783450162054,0.2994853733852818,0.47156629395350375,-0.0007100431226142064,0.5731707249177265,0.3225811578187524,0.31999817567588534,0.26655210747449665,0.13496202016071887,0.3469760167786498,0.5216921037223745,0.537586071117193,0.5645234999883944,0.5294725461072538,0.4057274023365401,0.3635129499170647,0.06760805767498355,0.06150366591750861,0.42835666859091204,0.09941055267112771,0.5006194300908852,0.3767038685047186,0.41217911081742487,0.40429096007587656,0.14680389570829927,0.12518592684032193,0.06674797334051481,0.2097861248767317,0.16717337586598413,0.2683604595187584,0.4075866599631844,0.205027855721539,0.5890952752107773,0.3711874769320136,0.4752479307891758,0.27041119024972976,0.42700609157906855,0.4077758379929418,0.2861629146881982,0.1903267966289247,0.2470185063758047,0.20233098210086933,0.08775680338360274,0.22187234909086254,0.6172863690155345,0.10306341762801335,0.4901285244466822,0.6071539876669788,0.7266819502709299,0.4778808214859626,0.383639545961421,0.5815041465535512,0.21299379885026956,0.3681004460054008,0.3099332919157987,0.20845270101983546,0.3684155474211643,0.5576360411460255,0.23510482610011227,0.40206204305819704,0.3265087856396046,0.33595369950743215,-0.10481718619040917,0.46559300636142203,0.2755303534518314,0.47864169935154155,0.35530318181000115,0.10540885802356881,0.5739082555716938,0.5560840699880938,0.26893003879911587,0.2660268126383132,0.6565408744706207,0.44593517416841716,0.3720723936443632,0.37097487357108877,0.23426911965566713,0.38388112990130213,0.1787232751702117,0.37861775509851026,0.11057599498302119,0.28849777517961506,0.11365066370007208,0.44472300256223163,0.3173618769674281,0.3784067080316159,0.21627879767518748,0.13106243118640365,0.37971896462514304,0.2953111516652797,0.5778256654678061,0.09892072213038809,0.4509319774321959,0.5644630672634945,0.241716490756922,0.2576945517765886,0.3801501623808507,0.21284370850596124,0.07389145004308516,0.11257768581348544,0.4999025312406627,0.29666468785275607,0.5148917663439149,-0.1966319009673163,0.48040379990987003,0.35926456878027657,0.6326182125871516,0.3415822633407523,0.3505479334333467,0.4811194689456934,0.4402774707189777,0.4889221909733963,0.6055264313329314,0.27407723571582826,0.010924492075311527
Cerebellum_3_R,0.7574314588441887,0.052247020345046705,0.33632802122839,-0.37620040540107047,0.25375649293637625,0.15410094112194783,0.6325906351577708,0.16715031784179318,1.0,0.7725157274559474,0.4737935195546738,0.47664229574739264,0.643808036273529,0.6568398198350075,0.40521791523546663,0.6885696658801786,0.5434699312443986,0.786934069293518,-0.15076381455619967,0.5019073862400747,0.9039307760914715,0.10159061121186393,0.38795526340768244,0.15170643129891326,-0.08939114424129121,0.5175142529829292,0.44584442062978796,0.2468832887777973,0.3894558786360816,0.4653447925652189,-0.14047220674521713,0.760526608754291,0.07396445084133096,0.04710825712437248,0.3589255471999151,0.6828872875336771,0.015782431740182627,-0.199406774565759,0.4326717407564612,0.23156505782870854,0.1720401557749135,-0.02415749240461004,0.8919888302732873,0.05499463726400258,-0.2478450770539,0.8732506144149291,0.853260981701346,-0.23246586128909885,0.5773292105919412,0.677059462117186,0.08883518670569474,0.3507949511995373,0.4487311938006984,-0.22762692241560048,0.75027148838155,0.4181297222689917,0.9009899945315066,0.09021849899502132,0.4499504180543433,0.626765225267086,-0.05271405287715926,0.1463125676688192,0.582855552134855,-0.12336156059549995,0.7084894025476497,0.3968057341204258,-0.006113685158361406,0.8906433331408968,0.4956585433857483,0.5750955822723242,0.4838352682871098,0.33020689019271604,0.21234319330311452,0.2045784913415253,0.2460960207023318,-0.2825458373205347,0.5427780621423591,-0.34151890919662614,0.5385088837744113,0.5608936007547493,0.399619121805364,0.34322120202168116,-0.2456159114414707,0.1870125565065562,0.7173567943375724,0.43141245841047127,0.41849154967252156,0.20173873444716572,0.5144532397269127,0.6383345562509929,0.24151378486179398,0.0991175655325518,0.4097623624088025,0.8160207880949513,-0.061825132928993935,0.4986207484077268,0.1864818488417035,0.8466794539299196,0.2193056294850649,0.07960694093560934,0.14343924793592236,0.14027744765535158,0.6851650137242702,0.8346301024495101,0.8027255920823638,0.3193809792854337,0.5746528545116264,0.6413535450598328,0.4193326528692766,0.16124432965234758,0.03965033905619617,0.41750581812121534,0.7892847448464436,-0.06707642140462125,0.738313117145701,0.8120161108834666,0.3484286890843356,0.1291585848982578,0.22040291615814708,0.5110512227842048,0.624934480146014,0.09443617619614482,-0.09145463253503927,0.18977147883103945,0.6861220324814337,0.5724196434331337,-0.06578187887366872,0.25684536738430225,0.2681778726969711,0.13846497399969807
Lingual_R,0.4167069016430195,0.03513788186689022,0.34644893824133377,0.01169049256890743,0.2204085319981222,0.27946650355187586,0.7558772286862842,0.23328519327725092,0.7725157274559474,1.0,0.5807170195167353,0.317784573068072,0.8235535516145447,0.31617267491673595,0.5434463034496553,0.8689809104475968,0.5222370682714388,0.7376163250583334,0.08265722719962072,0.5822794439891228,0.7410811342553939,0.12118714181129707,0.6299779423466418,0.2631558231414099,0.16202256850986446,0.5561690036874251,0.5196799357502027,0.21717047527385125,0.31109809051219006,0.4896663230613693,0.14819281113677596,0.3687263949818636,0.31283493584190686,0.10436381101800793,0.6161873010899233,0.7022210500933571,0.2178473507670059,-0.11305609887749087,0.6843264278358939,0.2081811700091663,0.44773290066791377,0.029952567384951355,0.7160443499362301,0.3253312918002535,-0.28238811419699794,0.7072755937498881,0.8995655388499953,-0.016713685618281928,0.5845480448784914,0.7736020936449941,0.09534771896797711,0.5173464976575767,0.49149701532572365,0.15013649165833823,0.7514322346273555,0.7680924036497172,0.7032700257629397,-0.0030673681998144645,0.5556098694445258,0.5167217119706381,0.06162628766750999,0.2113447006494689,0.6450296251848885,-0.00420923388800148,0.6232012288921044,0.6531512862404693,0.05808146103265071,0.8838320475245297,0.682333555265995,0.5328218261542292,0.5653233413771882,0.6407434854343317,0.3059818038665063,0.3854334066658511,0.4056522777845583,0.14647472537423814,0.8514205115189336,-0.3214216018819976,0.5452247623831598,0.6865052759182764,0.4327964676640499,0.44995978272744724,-0.23844039625257857,0.3457926463365459,0.6958199342560197,0.3151072538175364,0.2721327107475474,0.19839155372538608,0.5818731294785963,0.6311103667311765,0.3167046764808944,0.10056347225915446,0.7118979224632989,0.48254705269558656,-0.13694877573622116,0.4772104845695145,0.19589572256611779,0.835918952531661,0.2648287253032967,0.3052390121050914,0.16303124707714747,0.2631144878291391,0.4644332267877192,0.6671110647667039,0.8134702480918113,0.3652809226355318,0.745547620448082,0.6073115474632884,0.3898271924875818,0.36040082717373945,0.02589432134389389,0.34277406763685486,0.5717755814144332,-0.03803487341378349,0.6384756548179679,0.7462046640883416,0.5114982994589647,0.14454912103234793,-0.1741438611923381,0.39094844388761746,0.4914983898338623,0.21876565624754607,0.31111785130468,0.20673301723978027,0.7662250697553631,0.5870987828688102,-0.15339664521535634,0.43924939177398875,0.35694255497869654,0.006990029056564236
