,Precentral_R,Cerebellum_Crus2_L,Insula_L,Thal_LGN_R,Frontal_Inf_Orb_2_R,Thal_MDl_L,Vermis_6,OFCpost_R,Cerebellum_3_R,Lingual_R,SupraMarginal_L,OFClat_L,Cerebellum_9_R,Parietal_Inf_R,Thal_PuI_L,Fusiform_R,Frontal_Inf_Oper_L,Supp_Motor_Area_R,Red_N_R,Frontal_Inf_Oper_R,Supp_Motor_Area_L,Thal_LP_R,Vermis_9,Rectus_L,SN_pr_R,Cingulate_Post_R,Temporal_Pole_Sup_L,Thal_VA_R,Pallidum_L,Thal_MDm_L,Thal_VPL_R,Postcentral_R,Thal_PuA_L,Raphe_D,Cerebellum_Crus1_R,Temporal_Sup_R,SN_pr_L,N_Acc_L,Temporal_Mid_R,OFCmed_R,VTA_R,Thal_IL_R,Paracentral_Lobule_R,Occipital_Mid_R,ACC_sub_R,Precuneus_R,Calcarine_L,Amygdala_R,Frontal_Mid_2_L,Fusiform_L,Thal_MGN_R,Temporal_Inf_L,Cerebellum_7b_R,Temporal_Pole_Sup_R,Vermis_3,Cerebellum_Crus1_L,Precentral_L,Thal_AV_R,Occipital_Mid_L,ParaHippocampal_R,Cerebellum_7b_L,VTA_L,Temporal_Sup_L,Olfactory_R,Cingulate_Post_L,Cerebellum_8_L,Olfactory_L,Calcarine_R,Vermis_1_2,Cingulate_Mid_L,Occipital_Sup_R,Vermis_7,Caudate_R,Thal_VPL_L,Rolandic_Oper_R,Thal_PuA_R,Cerebellum_6_R,Frontal_Med_Orb_L,Parietal_Inf_L,Cerebellum_3_L,Thal_VL_R,Thal_VL_L,N_Acc_R,Hippocampus_R,Frontal_Mid_2_R,SupraMarginal_R,Parietal_Sup_L,ParaHippocampal_L,Thal_MDm_R,Rolandic_Oper_L,Angular_L,OFCant_L,Temporal_Inf_R,Paracentral_Lobule_L,Cerebellum_10_L,Cerebellum_8_R,ACC_sup_L,Lingual_L,Caudate_L,Thal_MDl_R,Thal_Re_L,SN_pc_L,Cingulate_Mid_R,Frontal_Sup_2_R,Cuneus_R,Frontal_Inf_Tri_R,Cerebellum_9_L,Hippocampus_L,Putamen_R,Thal_AV_L,ACC_sup_R,Vermis_10,Postcentral_L,Thal_LP_L,Cuneus_L,Cerebellum_4_5_L,Thal_PuM_L,OFClat_R,Parietal_Sup_R,Pallidum_R,Frontal_Sup_2_L,Insula_R,Thal_PuM_R,Raphe_M,Temporal_Mid_L,Frontal_Sup_Medial_L,OFCant_R,Cerebellum_10_R,Frontal_Inf_Tri_L,Angular_R
Temporal_Mid_R,-0.013033427990474467,-0.04883161224115239,0.3845568306121531,0.20739897797893359,0.37852447766046465,0.7223049259581912,0.6223372676574318,0.40429096007587656,0.4326717407564612,0.6843264278358939,0.6859921867052917,0.1473644849179635,0.7891949906828181,0.17517263969661576,0.6296538107848951,0.8124955053474129,0.3824783126151941,0.6210249860290917,0.19331466547191783,0.636400819262547,0.460755914881501,0.2740148060366692,0.6192660536886638,0.1984455389095006,0.18000886707314318,0.7439983989384847,0.5912649050164983,0.3227850928550104,0.40646115850602754,0.8179412804665455,0.3388926243561791,0.013827225950128547,0.5985025924758517,0.1731712115890407,0.6734009261563263,0.7763030522885288,0.20741462646783085,-0.0005770986736319324,1.0,0.1587479278610554,0.44807135421478295,0.3273136445046042,0.3946343308632467,0.7312447585838953,-0.0776030570100769,0.513402569884008,0.6038608789983961,0.3459019285726396,0.5981770090451696,0.6265734621608587,0.08531731428101043,0.33504476733038685,0.48625538697708076,0.5815737293052599,0.5554295507630651,0.7279046880751618,0.3284673168134969,0.08511180682179076,0.5077191388480459,0.5528258958065971,0.2789536897636413,0.5476110792581773,0.5979570078594602,0.12120856222023657,0.5538821536711579,0.8082714666175901,0.14226016586781004,0.5115686766063596,0.7681401167617082,0.4981540584415425,0.6523666402302182,0.6077139193106214,0.508786163724814,0.4923245867092398,0.5176650144133735,0.4273179950853279,0.828158207438736,-0.22711390647401308,0.6099720943784822,0.6861417554283967,0.5881853854277609,0.545353983051382,0.03525698685641309,0.6538815913031796,0.6154387005733541,0.539636736668807,0.33902015270651037,0.5817734755676557,0.7542693826823569,0.3778476310111653,0.4663795571929361,0.2567763726727364,0.9146077953127346,0.2602935088293319,0.09782358082895384,0.30027227156182346,0.25860741816088134,0.511453179803206,0.2846916713822065,0.5709683246157556,0.010718707492283173,0.36899626065883356,0.17479639017933005,0.49277493422183555,0.7207672378947656,0.6008422835004741,0.7331771817105549,0.48867318762082246,0.3704969931669372,0.672167257848647,0.1845571789112497,0.38155458394611425,0.3172316516012822,0.14796464676439497,0.526561375106281,0.6503180136417716,0.7227353327628584,0.4119691827546052,-0.30799669142997815,0.4125328807994288,0.37089314066282675,0.4524287036950366,0.5113612513707864,0.3309942630775143,0.4979250299785204,0.45392954191793705,-0.05829927966790258,0.6315077928458442,0.4367536450285149,0.2422133707401893
OFCmed_R,0.1911228353878769,-0.15006302428027324,0.09530428615273438,-0.12856256754048348,0.17539235015528576,0.10607362575618906,0.20261532649644268,0.14680389570829927,0.23156505782870854,0.2081811700091663,0.17269399557374912,0.12957668176933662,0.2029947862264833,0.2427660675857593,0.26052622017743965,0.19468901305686068,0.12902290794354598,0.29960232297610406,-0.17065951907589272,0.16378256292725563,0.2755710380197779,-0.0038618827247388202,0.1546849486373377,-0.08556463156340705,-0.038661247470756846,0.21209603359319384,0.37019778087704774,0.04615705128581832,0.1540993658183134,0.16000015396266745,-0.1844567537944848,0.22959498990134647,0.017274666809998607,-0.00024086614153009944,0.20235079309599188,0.2717620668120859,0.004327802985041254,-0.08103860844733929,0.1587479278610554,1.0,-0.17028508621595606,-0.036080368781004256,0.23002078740693474,0.16219840685105363,-0.37068791707537474,0.24781014965879328,0.22948681290676357,-0.08824144258999667,0.23185942682303606,0.21263993820373905,0.11675860156892688,0.25119650144383165,0.1951247608848831,-0.28013004752651655,0.11988715831464317,0.15042063550477955,0.20281090307563163,0.02511382454077852,0.03458196932830203,0.3359823980884679,-0.1726762919561717,0.02975510482165233,0.2678085409532096,-0.13849606474850498,0.17460636786083997,0.16614262121057857,-0.0025245059289215033,0.20080521211052993,0.10281662878531524,0.27798977048708295,0.2079151675166499,0.12051065634400075,0.07668966211620433,0.08504035742985369,0.1025981061396337,-0.07807165130221122,0.2242758214991909,0.1059138762974042,0.11143751451189807,0.11106840131674095,0.10934073500986942,0.039260736884078475,-0.02605902303983372,0.1717982250510088,0.16737991617391978,0.27986057557265354,0.053374176584889944,0.26391390631193806,0.10635458077398141,0.205114171629164,0.055394632462767546,0.11337783488022034,0.1313205847369517,0.179063921083896,0.14184078296709404,0.18940394850718012,-0.06637646488233225,0.06450234858288934,-0.08035751545610782,-0.14499025541136007,0.15637463772607793,-0.12516902721783815,0.342311977708747,0.16603857867241312,0.25712957431936995,0.11153044028505914,0.11128882309496116,0.1275836709921173,0.189457426219185,0.09796012895784773,-0.1793371663255612,-0.0280127345763633,0.10375638395312294,-0.07406024027361031,0.07730001382852254,0.22915434607831553,0.09122390982913073,-0.20352957604942323,0.04102064291210822,0.19707294067424327,0.07132164344468697,0.018721252483028816,-0.009002560526386781,0.004053989950784913,0.21245353796865518,-0.02062529757892904,-0.46386983634241974,0.26557711475547163,0.1667006624244959,0.1333533923685546
VTA_R,0.06353055558685007,0.2521150102815287,0.302229929897684,0.2895801359848697,0.12609017065122324,0.14665780682848276,0.2226869350977408,0.12518592684032193,0.1720401557749135,0.44773290066791377,0.2740845149949921,-0.0028728277627449368,0.30256977253992967,-0.05275055995521309,0.24952817341379077,0.3633820696296871,0.4389107025267608,0.23468771876121314,0.4691061949237463,0.3650696729411246,0.10793913593374183,0.3451296918217665,0.4501331656801152,0.1925224035853779,0.576322920241962,0.3243808594397305,0.22047204989540164,0.0984385343341169,0.028225772913168325,0.20526129817762925,0.46698231374322646,-0.009660118796021668,0.45978298593620986,0.2708232903407475,0.21043578323400636,0.3713537788015927,0.44217779087788067,0.1396338551319483,0.44807135421478295,-0.17028508621595606,1.0,0.24004089628077102,0.02784864594545912,0.3106695097441532,-0.04819037097653067,0.1423513166710033,0.22574584019480856,0.2490242975717638,0.22923436234450076,0.2856318205880413,0.19097261611026844,0.16993650130596172,0.062225520062630074,0.5039840138157572,0.23902152838953614,0.37964105841252693,0.13187422647643265,0.17994442812344605,0.33196794065035384,0.08063676759526661,0.26004991987324205,0.17056219538090883,0.3525669418688597,0.2093503374332788,0.2242299279085945,0.40200926062716563,0.14078139552064378,0.21010728150853517,0.44094027734975866,0.3387980733895525,0.2534768918402109,0.3566599767365263,0.4268410989528317,0.4639004101230183,0.5146875041385187,0.42597126219930465,0.3893783391033245,-0.14490605734485343,0.20789808478122712,0.3430544362305933,0.3455677916250491,0.367345644890082,0.04804725086946575,0.33895601772627054,0.3133164303447141,0.1931451957226531,0.05835286476121162,0.030800391179572412,0.3235193625651528,0.27994203745364477,0.18605927218197052,0.027006253826920547,0.412493081969102,-0.0532385604203381,-0.011286683033761576,0.18787844998037326,0.446485659497831,0.3882399138256163,0.3657179588380624,0.37772847514821534,-0.08485939358964203,0.43553836310787747,0.1185399516226543,0.24006608452500844,0.2137491371419192,0.39981975308494877,0.2863371199969771,0.349090980488434,0.2505666986210206,0.27578696005747355,0.434276635093968,0.261449065778257,0.15743109728572588,0.298384351363267,0.14436810793090538,0.2507182280378967,0.5443522230342606,0.31916148255786303,-0.18834150183439644,0.04187272507747506,0.32919533902143056,0.4186900289614391,0.5271607931018057,0.17266939837382983,0.2841195983644554,0.3989044250846004,0.17250638424805323,0.28551356400014405,0.48268657786406655,0.10132985845179973
Thal_IL_R,-0.1619304189247526,0.008842305759767959,0.10907516631972884,0.10667680956973151,0.5706253717849972,0.3331825210684767,-0.2782940212712183,0.06674797334051481,-0.02415749240461004,0.029952567384951355,0.10913734282717061,-0.08623037818999091,0.10104672571360773,0.06187852741164397,0.24735789148712886,0.07101229518822766,0.24783248168763414,-0.056081206900774054,0.698395812023507,0.22664999054112325,-0.12367544484908652,0.32859851615283586,0.2900154786222514,0.06293580960008803,0.08293418972522036,0.13649768163171846,0.11745917726406692,-0.15902168037380252,0.2387263723070103,0.4601209249078379,0.33337231621584335,-0.13333046157516434,0.4095861772202227,0.051033726518269984,0.24841206967622423,0.2085881459912566,0.3241876933249762,-0.23390035846599366,0.3273136445046042,-0.036080368781004256,0.24004089628077102,1.0,-0.09521258939489886,0.4454977623975617,0.17365564126894847,0.0016048976203371528,-0.10389223836401829,0.0009650396574181347,-0.06263457065300886,0.006336497108470848,0.3561107997634813,-0.06653337476571498,-0.05929915100460718,0.4297142346246842,0.1691058061365661,0.20943512575577558,-0.1672298985864985,0.18916668458218516,0.2948532618911937,0.19339651307573477,0.29883072300071684,0.22566604108492405,0.10159511052160061,-0.08834750953583682,0.008314666623624708,0.24591570355947837,-0.21039039950157123,-0.12132955417839461,0.19460875568428848,0.00025763747603141753,0.32847345959734814,0.13749423916816245,0.22209849649918897,0.24929125554084883,0.4113576334349063,0.37312134510953776,0.06990315690838837,0.07877572350815876,0.17177490786085037,0.13920436155601362,0.1956753047808232,0.24959119409913433,0.7708283488213332,0.4314796215933769,-0.002470543639091606,0.21677431640971404,0.18225164164834354,0.12393268471091809,0.40427453059262175,0.03725982687613917,0.272527253719169,-0.12164312313550651,0.2240480757664876,-0.09828800821123672,0.026924018273094586,0.08369493354106322,0.28026985327149667,0.2142736386224867,0.30207579244809846,0.5608126771838965,-0.5738729068475359,0.6139820276523864,-0.013049236166658843,-0.014592767815797185,0.0709833596839179,0.24963134055845496,0.17972023687640398,0.2257439723906595,0.13536560232026537,0.14423899858674527,0.1978280837603925,0.2595481599143755,-0.019650415314137037,0.3133477380922229,-0.004007232934908621,0.08077133283872481,0.4745249697385402,0.07788431549350422,0.07191531346378698,0.37477623387434134,-0.02245646785268402,0.5529826248461881,0.4119206021255378,0.13384756061919387,0.06842814770238068,0.007354199606188591,-0.024592631925076023,0.10174455055402594,0.3841504268015431,0.3423057174344316
Paracentral_Lobule_R,0.6814652270721221,-0.01652736366555112,0.33003934069259677,-0.34662297643970447,0.270452453963367,0.1253391918291753,0.606992318310256,0.2097861248767317,0.8919888302732873,0.7160443499362301,0.5144010285846625,0.4732334800352023,0.7113638019093669,0.6024059285631379,0.23593055583281206,0.6786671024859636,0.41385117315909986,0.7809755945615796,-0.2582316089090811,0.458183130342684,0.9290132895491602,-0.05009530824228223,0.42192562095593383,0.1685436088727511,-0.17199009143039096,0.45157193353016056,0.4009454270664499,0.2598410009930574,0.44133013822966405,0.4425253196777295,-0.16741539386346063,0.6921105574002431,-0.14635156168960195,0.03979563613382387,0.4010248588223126,0.5981405933579574,-0.019140874829392213,-0.19116750174437608,0.3946343308632467,0.23002078740693474,0.02784864594545912,-0.09521258939489886,1.0,-0.023950152026689896,-0.15791506088528584,0.9076954702993726,0.811259588867243,-0.2347307731287594,0.5997091485792431,0.6846294060114478,0.07683244531320309,0.37916929775057495,0.6024477644164519,-0.26196022667260355,0.716797880416854,0.4283325695208206,0.8966039874889733,-0.027166411217927837,0.44786254280135435,0.6468207914931627,-0.06036038452735936,0.1610699438332941,0.5882444816711486,-0.058332529385147616,0.724835000498628,0.35903556484424703,0.020929173396446215,0.8855408440191627,0.48800099359937205,0.4796029536409649,0.4633945149652385,0.345646932492739,0.12402447985849493,0.04230944158078155,0.149843557490939,-0.3151333365148238,0.5540379479825711,-0.31006696087257746,0.6218737759600472,0.5017879450677587,0.32578963651093346,0.28050346506107043,-0.21838451527893982,0.14661450659732783,0.7333564177653661,0.2993593382126414,0.46668433170010387,0.19686059819569512,0.477873454851501,0.5468192319894172,0.2798540003224888,0.13418276101326632,0.41291729765154317,0.8122142650282348,-0.12568587429427977,0.47479373598662206,0.07462387192681988,0.7477584291275703,0.17362143521506757,0.03135298291227253,0.23715062993181912,0.047175778082253796,0.6234972289299506,0.8273076465305599,0.7837991836970154,0.26867725573768647,0.5866748392218563,0.5749305651805261,0.4188459745131226,0.08585698073396082,-0.13078780941417265,0.42730604160761526,0.8059235189101585,-0.17397612848110808,0.6564334984635922,0.7475853038479832,0.1446405957366572,0.10817340660430982,0.1396397073616449,0.5375104963703576,0.5536284615408114,0.03907920523630188,-0.13545032464611664,0.17164972995920139,0.7151458891825513,0.5638978683409385,-0.07483956537309484,0.2777648580803968,0.17125712039260857,0.0033323822193997796
Occipital_Mid_R,-0.2242107676431896,0.03973896899604677,-0.024341012636447428,0.08541280069642362,0.04859666404424021,0.6124502405293214,0.3236786792936779,0.16717337586598413,0.05499463726400258,0.3253312918002535,0.5588013442475988,-0.26522828953489286,0.40647646645773816,0.1566202415125953,0.5703391858083678,0.3046789061703332,0.009441241508779506,0.21678140522483383,0.2973029693281861,0.35184974506457806,0.032392286168278404,0.1931150047163935,0.3959786957012181,0.04881657762809145,0.024394496392241775,0.3578748392879622,0.27771137990432404,-0.18864004699842313,-0.08897991991048851,0.5426835224854685,0.18051843233218673,-0.19453754840383478,0.604294763698544,-0.25753024080568404,0.47439878951328124,0.3784858317837414,-0.13289982990636906,-0.28399974651186166,0.7312447585838953,0.16219840685105363,0.3106695097441532,0.4454977623975617,-0.023950152026689896,1.0,-0.25266130214314453,0.13833804872167724,0.22616904699205134,0.10944932218207103,0.12442305703698352,0.15472229739807636,0.01621719873687787,-0.09421803934686535,0.033490830871327135,0.5668867758347227,0.36300836958591476,0.4514205033920933,-0.04705433411578148,0.07757384403435996,0.597333919265347,0.12253593811207136,0.5107599505914481,0.2635640607276222,0.17780274580623515,-0.21556705406253557,0.1675061398757256,0.5641194614546201,-0.2522064570648566,0.08292212209654005,0.3855359869747824,0.2797346738803631,0.7526633159980763,0.16348658405058386,0.0976139198992837,0.28845329080739507,0.33873729248837026,0.412855534593693,0.4499694660915825,-0.0900677774590768,0.5213492294280354,0.30870537745863935,0.17346531139401225,0.20500459574195776,0.13866975525017372,0.3678683186278416,0.09589900963290951,0.4954325900619057,0.46739648009198537,0.36894364631527243,0.3896177719457553,-0.10280487030969707,0.6688720571447769,-0.02442527107841903,0.5290297675021397,0.017886291123583392,0.013802890762817691,0.17758406794287315,0.039169502804298345,0.2760172290188245,-0.10387615809410997,0.3613606607078954,-0.26540033340472335,0.20513224676690256,0.035806490190072225,0.04974601659943094,0.4946715861747361,0.20573045422306518,0.455438849306324,-0.008093370243634178,-0.0834271341456267,0.5222621223369784,0.0453878318923642,0.11352957111681253,0.04623663234682942,0.17003807625816228,0.4090694892620617,0.21336139415417218,0.6542717690194584,0.03176354078322683,0.0008963883283941926,-0.0329496147301561,-0.06550249155769391,0.24287937260980494,0.4689743185503366,-0.0647736946330161,0.11461348087959544,-0.015816899670450902,-0.28163568029886465,0.34160670218258393,0.21274933113691075,0.6306115167036505
ACC_sub_R,-0.18856872573824232,0.0740940856994293,0.2219549616469963,0.43122742088343013,0.37152508381667887,0.09604269862435537,-0.4077937421941907,0.2683604595187584,-0.2478450770539,-0.28238811419699794,-0.22105095317717974,0.09892332826663108,-0.16097620007722488,-0.25436344270237143,-0.19115030936621366,-0.029770663707811656,0.004465722263953254,-0.1516992738228666,0.20107697185584683,-0.020413488832904517,-0.21085749843308127,0.17093787104887972,-0.2327396472273391,0.14978552965821523,0.09993920056627131,-0.009075552327490237,-0.0722787483875813,0.3983203811592768,0.3806261337489015,0.05767070395695871,0.35613091266557256,-0.2082693413528996,-0.030943543861661166,0.42341232554232844,-0.1063066872651794,-0.10196180854672104,0.382345936013475,0.35794640411673534,-0.0776030570100769,-0.37068791707537474,-0.04819037097653067,0.17365564126894847,-0.15791506088528584,-0.25266130214314453,1.0,-0.125534470919747,-0.30279851025573834,0.3663832010592516,-0.04216540599537607,0.010192707790146376,-0.007911399532972681,0.16897662076391903,0.030454544644054594,0.2601130662509959,-0.242586648396352,-0.07190081505448159,-0.24995720123127144,0.10617946728706709,-0.268958659156374,0.10685920832281709,-0.09934678563979767,0.40449975257090093,-0.011961904796821816,0.4501144546401271,-0.061121201570369925,-0.04374469624959385,0.33786860331803903,-0.25343756694585046,0.04854577467343088,-0.3141883912925483,-0.3114436432141759,0.08528986429570462,0.275741991224431,0.11117477866332102,0.02626779754407609,0.2548438029196597,-0.1655762474522439,0.17924117420141628,-0.19071200064187113,-0.01878125975328594,0.18951131910665503,0.20247500149384845,0.391505712525704,0.30964611433318945,0.013296984010230247,-0.168151668460251,-0.19582751481887592,0.17356651224588407,0.0957523804938972,0.03144929741836592,-0.19163811235878092,0.18446810447972867,0.009601248493217673,-0.15447138692195136,0.216383188542388,-0.1477017062690315,0.22273536462143112,-0.2432449674034455,0.37527259752589887,0.36522709392181385,-0.058413126580454375,0.4247339643863412,-0.3336108400525384,-0.017516056978757483,-0.27688914652972113,0.1580830437061751,-0.21327217277053218,0.14027949684590377,0.13415893790754804,0.0899314048199735,0.28990579712628267,0.16677493862265638,-0.20509068070770722,0.12506224712100317,-0.30681329759675824,-0.08619570349715909,-0.05742144522127389,0.36694082051764676,-0.2198156693167919,0.1893173175396605,0.08721731419737533,0.3565548813381551,0.1700080097579464,0.2959288247877219,-0.031671185965711016,0.06829409423118796,0.5553476900860064,0.07388437924274933,-0.09489511045858588,-0.26980956523836225
Precuneus_R,0.7383719848837547,0.03904624418563776,0.5403438499681803,-0.19763839346473216,0.367271851561058,0.23804428014953802,0.5413421296714205,0.4075866599631844,0.8732506144149291,0.7072755937498881,0.6480320483914094,0.4748666035691889,0.6617939500678344,0.7343105859691708,0.29883332024993686,0.6772458427495517,0.5423436690433837,0.872615510069058,-0.18671593893901675,0.668173600220654,0.9313250073545746,0.17576181958161174,0.42365191505315836,0.18310250096665423,-0.003096101815216353,0.6490572394238415,0.5148010873602146,0.38868298620753017,0.5399912055476864,0.5422943732166623,-0.010714908287947408,0.7601472441475009,-0.027671824536038718,0.15964005663149222,0.25938466438388585,0.7723431043337535,0.11738116780377451,-0.06176560427943112,0.513402569884008,0.24781014965879328,0.1423513166710033,0.0016048976203371528,0.9076954702993726,0.13833804872167724,-0.125534470919747,1.0,0.785347529922564,-0.04248504470690565,0.6860625752170968,0.7849379037667283,0.14754293038122654,0.45499655836459985,0.5889305873861613,-0.10730679648686131,0.7435971538627016,0.3568805662711551,0.8897142596532053,0.14490010113977247,0.5065719487432355,0.7512155226728703,0.03750586088760794,0.31614385460240974,0.7283976374834347,0.09797226697737646,0.8446229638680715,0.3876016651737813,0.15693154590967504,0.8524871634454679,0.545250319010698,0.671251278430155,0.6019580540563274,0.33297197555965685,0.34214180518204024,0.20075221180803451,0.3623599741055661,-0.18105808056482234,0.5281705496191371,-0.35563964976980145,0.7302340981416036,0.5698904971468073,0.5126184249920711,0.41714102197028435,-0.18014803158523712,0.3379082981554545,0.8300768296139145,0.5560691840522185,0.6049250655258089,0.39137444339720423,0.5830732792572624,0.6131816277873899,0.42415173858662825,0.1703985106433306,0.44558455936557095,0.8595804226797737,0.1347380537249951,0.3998658102934403,0.2626023643603084,0.7227619092820124,0.3203675620325872,0.11880212274412628,0.2986060609546371,0.12780354668412536,0.7060991362793503,0.9122865340567072,0.8484783052679169,0.4908885257963899,0.4760115457639709,0.6524319986881878,0.5620396835906969,0.2374419051262231,0.11844059249889491,0.6056232833792868,0.830316339147701,-0.016322408434188626,0.701629866534597,0.8778291095258646,0.3570839999825392,0.2884249535329881,0.2382463586283503,0.6073650613193371,0.7056000859566354,0.2509048932503085,0.018945674056891838,0.297315582592493,0.7849314966118058,0.6617332617881091,0.08474650487925066,0.38971295599762334,0.3429792799494913,0.2392283707823245
Calcarine_L,0.5289567120194801,-0.0289620094024279,0.26841116579272795,-0.14411108554506144,0.1412556088243543,0.2836547032044249,0.835745523895962,0.205027855721539,0.853260981701346,0.8995655388499953,0.5904676438561086,0.3799696476842701,0.7919689892466533,0.42780594402925337,0.5186950220206484,0.8432344756420475,0.4311577583226925,0.8002419377148361,-0.1746463486037365,0.5548280185293711,0.8461279615856013,0.04481319443919024,0.4828005590250885,0.21637526102733212,-0.03908567611833447,0.5822246847661635,0.5263404152962365,0.3013903570311383,0.3601447162867081,0.49732376385853183,0.006601346806268889,0.49948295166562634,0.26957737819500205,0.0979939286953147,0.5326241549520464,0.6764401358424526,0.0666006905678165,-0.12883661756482706,0.6038608789983961,0.22948681290676357,0.22574584019480856,-0.10389223836401829,0.811259588867243,0.22616904699205134,-0.30279851025573834,0.785347529922564,1.0,-0.10007490833092147,0.5994917783386295,0.7787691991790691,0.0023299751636680095,0.5177451941604123,0.5407965017326006,-0.07063959335421932,0.6978479231319628,0.6554526245978162,0.7923177241433396,0.006103429971737993,0.4932182660845546,0.5648441405856441,-0.1067585667028644,0.1725699483122644,0.6355658754682927,-0.057589718640888826,0.6770963169074882,0.592430525706883,0.05692183814810998,0.9466487796505129,0.6518987059862229,0.5259123624347535,0.5032729092647634,0.574888070550275,0.22105133882390415,0.31122656701961443,0.21169494426348812,-0.03555296282016388,0.7888430854069712,-0.45285542477455015,0.5423318971342,0.6656921757956804,0.4154019262436216,0.4094516032498259,-0.38677428642082484,0.23461247500690818,0.7141925773086134,0.35332682407831817,0.2911083851141503,0.25076477426159605,0.5832377485902321,0.6386185436530767,0.2804672223121701,0.11012469975488656,0.648102721030474,0.6508531524065615,-0.13718945689452816,0.505069075558178,0.09136267094834939,0.7800401888388673,0.1845381841097367,0.2239287237603679,0.20066577573994696,0.15669625734160628,0.48116113282850614,0.7390292511166169,0.8751513664866576,0.2869453371220394,0.703870381837607,0.6433311467840188,0.3503707705769636,0.3359215747627842,-0.050624388944410056,0.29684435790542246,0.5998556267450337,-0.15015939614673324,0.7626962185154842,0.7822942756210454,0.42582135636196755,0.11124723506187408,-0.10160657809429216,0.418777092300381,0.5110756900529694,0.040724028202240574,0.08459387656938262,0.23893229757787193,0.7692971792283557,0.5406576217176675,-0.14774635098484043,0.40618382790561225,0.18326802389988825,-0.00030029879178273937
Amygdala_R,-0.2963264698665406,-0.059147841741960555,0.5065360425292116,0.657814095788048,0.37067098828293193,0.2572139724637822,-0.037974831648055166,0.5890952752107773,-0.23246586128909885,-0.016713685618281928,0.11381580884991997,0.16661033342384746,0.06992295210235301,-0.30491119669524935,0.06323595227396585,0.23356888341591317,0.21888470837276547,0.10526417383945301,0.15374043721033545,0.3318872729460359,-0.11129045460378237,0.3434109762964071,0.067741830849375,0.17989236894922528,0.6137490583129497,0.34761517123552743,0.3919143665572528,0.6021913804846383,0.3904098766920399,0.24387751468149915,0.4741010582758538,-0.3107235353024517,0.2992970757731588,0.532501884826294,0.009775230360870623,0.3039514653975494,0.5382502143178111,0.7104284122410218,0.3459019285726396,-0.08824144258999667,0.2490242975717638,0.0009650396574181347,-0.2347307731287594,0.10944932218207103,0.3663832010592516,-0.04248504470690565,-0.10007490833092147,1.0,0.32148262047279275,0.20138321537461926,0.20132432426632219,0.3235819981024322,0.19216241490551514,0.49080466454186383,-0.25409767631663893,0.06495959902404183,-0.18620863342219118,0.18057065546709294,-0.19432517439432007,0.29167466469949865,-0.03096017460964991,0.4648151718324525,0.32632761524431175,0.8120413158379235,0.12263407441808569,0.19118386473412055,0.7506926539719357,-0.16634887719355254,0.18672909685322825,0.08591324642308155,-0.12796856197494696,0.32713337649747504,0.662091075471521,0.44974686425270316,0.384949262837576,0.45523159554350895,0.18229648516073965,0.12054655404655108,0.005493984875047337,0.14775750179107494,0.5045270242669128,0.40124066333012237,0.09206004125872069,0.6081334415999182,0.2879265184456501,0.10752190983717297,-0.1416196737601988,0.5041876785274665,0.21014529843848032,0.23721804228474613,-0.008239806695143266,0.34603938243450294,0.40215857096726115,-0.26435178548376775,0.44170900020066456,-0.3355328246337945,0.36512842515439053,-0.301472605036768,0.43501767402731095,0.2665113839544561,0.33097870340892116,0.18936187025219153,-0.23307197817482306,0.00872080621107097,-0.13790863410240262,0.5816292587845922,-0.03148993945616249,0.21185873638420183,0.45070224934413455,0.41310153037518954,0.4572566901027565,0.09243480380029842,-0.1835453462389172,0.22844190345428464,-0.30525080748636785,0.17228777183336846,0.270824299654906,0.7207018635454435,-0.4494961931974206,0.20714901013742734,0.24023221358431113,0.5582097398130829,0.4006995415970207,0.44833036706674106,0.0386384576847536,0.3431987256040235,0.4816850923285031,0.5019520062599946,0.3431661000992881,-0.1615488617613757
