,Occipital_Sup_L,Thal_LGN_R,Thal_IL_R,Cuneus_L,Cingulate_Post_L,ACC_sup_R,SupraMarginal_R,ACC_pre_L,Cerebellum_9_R,Red_N_R,Frontal_Inf_Tri_R,Raphe_M,Thal_MGN_L,Putamen_L,Thal_PuI_L,Pallidum_L,Frontal_Sup_Medial_R,Frontal_Inf_Oper_R,Pallidum_R,Cerebellum_6_R,Thal_PuL_L,Temporal_Sup_R,Occipital_Inf_L,Rectus_R,ACC_sub_R,Frontal_Inf_Tri_L,Cerebellum_7b_R,Thal_LP_R,OFCant_L,Precentral_R,Precuneus_L,VTA_R,Angular_R,ACC_sub_L,Cingulate_Mid_L,Cerebellum_Crus2_L,Cerebellum_3_L,Amygdala_R,OFCpost_L,Thal_PuI_R,Vermis_10,ACC_sup_L,Hippocampus_L,Parietal_Inf_L,Frontal_Mid_2_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_R,Cerebellum_8_R,Thal_MDl_L,Lingual_L,Occipital_Sup_R,Supp_Motor_Area_R,Postcentral_L,Temporal_Mid_L,Cingulate_Post_R,Temporal_Mid_R,Temporal_Inf_L,OFClat_L,Calcarine_L,SupraMarginal_L,Thal_AV_R,Vermis_1_2,Occipital_Inf_R,ACC_pre_R,Cerebellum_Crus2_R,OFCmed_R,Heschl_L,SN_pr_L,Rectus_L,OFCmed_L,Paracentral_Lobule_R,Raphe_D,Frontal_Sup_2_L,Temporal_Pole_Mid_L,Thal_PuA_R,Thal_VPL_L,Angular_L,Vermis_9,Caudate_L,Temporal_Inf_R,OFCant_R,Fusiform_R,Supp_Motor_Area_L,Occipital_Mid_L,Cuneus_R,Thal_VA_L,Thal_AV_L,Fusiform_L,Thal_MDl_R,Vermis_6,Frontal_Med_Orb_R,Cerebellum_3_R,Frontal_Inf_Oper_L,Lingual_R,Thal_PuM_R,Cerebellum_6_L,Cerebellum_Crus1_R,ParaHippocampal_L,Cerebellum_9_L,Thal_MGN_R
Occipital_Sup_L,1.0,-0.33496117341411036,0.173678480893658,0.7525243182750455,0.4786477551575862,0.0005737718386118884,0.46899948293138627,-0.054551107812368584,0.44488179674651357,0.11218333990539461,0.09876734763620339,-0.1410170817565744,0.2347694803426213,-0.026132724601786447,0.37539396919129814,-0.05727126614143776,0.0585811795368987,0.44921845061536914,0.1268348721110989,0.3159565091135603,0.22254041108057399,0.4736793063128685,0.3976891455725441,-0.005557038708801099,-0.35249616246778587,0.16114137914897148,0.17882467469742547,0.15416018446608246,-0.30357275377077897,0.537038669972251,0.6269244787468887,0.3014315071788592,0.5617273352341811,-0.026764480804267084,0.465246975228677,0.2591856460917208,0.34534351399245655,-0.2687126993644799,-0.09352566253971695,0.20130026231888687,0.3663744523675729,0.08986126891823895,0.2684324160849969,0.7189671394020402,0.39963017743006873,0.5066418574896635,-0.01957525470801772,0.3305482615364275,0.14575131559958834,0.7954985461262597,0.7203117524578219,0.4860449495632669,0.6568569840623759,0.4990254993757161,0.2923051200259643,0.4087979178061177,-0.023395727976227687,-0.022234936244106218,0.5747562967819729,0.5993892615309595,0.09857100761368026,0.3233686130724578,0.19655723857492308,-0.0756956746195163,-0.11321188955237474,0.06645721733688464,0.3010653092210875,-0.19664898675970452,0.1673730333463523,-0.04452950987634617,0.5474182847915655,-0.3010444880968215,0.30682243202984233,0.27570103365923376,-0.08920738885017407,0.05009062016537016,0.6875705347705152,0.4062848785888867,-0.008166356881803886,0.23673834844642608,0.013204534468665466,0.33910358825541004,0.5446033463045974,0.8483665140900144,0.7284773921181505,-0.12506687680977277,0.08571690746332321,0.37857325770432354,0.05568924242748168,0.4393933125798325,-0.2107570650552497,0.6218312032220416,0.24611126844356193,0.5834281929800427,0.07751115590730241,0.4010372475377057,0.22662656341093196,0.02784122222997943,0.44325577209172806,0.1591866749997723
Thal_LGN_R,-0.33496117341411036,1.0,0.10667680956973151,-0.37364658776544585,0.028541868360935037,0.49560260508153553,-0.10253115646732128,0.17340477454445877,0.008683069179508916,0.3749564736448138,0.4052435366992026,0.429160898128927,0.06017098298792557,0.38241353370014625,-0.00012698999898020716,0.31045395191724035,0.2686304511968502,0.31350593900313806,0.10123797170013195,0.16448387638112988,0.3425264172652429,0.09629658887479688,-0.3136212647001654,0.1350640410386755,0.43122742088343013,0.22441088093154918,0.08847967798777198,0.4582955133477951,0.10537283083850507,-0.37557533117500963,-0.18128988959589884,0.2895801359848697,-0.2803679141567777,0.25776176225694747,0.011712448375462207,0.04974696725913625,0.25622380141184325,0.657814095788048,0.15341914821823818,-0.051100810043110546,0.1937984737697621,0.45315039847645167,0.1603958380182662,-0.058754710432005565,0.15842455212453016,0.048153958727498496,0.29520874401408437,-0.24266299906129715,0.2472008351272584,-0.26254165423490494,-0.14734004687909402,-0.012729661043056735,-0.2936081096150734,0.16657277453135036,0.22606391754817265,0.20739897797893359,0.46308720040775253,-0.04632538208103981,-0.14411108554506144,0.08733256365709664,0.2384173972618772,0.2962154292683002,0.05679502595061114,0.3984839986621423,0.3495424672374198,-0.12856256754048348,0.21117571229652787,0.6295530817763247,0.18677919182845676,0.304813213341157,-0.34662297643970447,0.6263068810597882,0.1572147028181389,-0.06099731443235446,0.7896075393334184,0.4894666326667704,0.012588750520150883,0.07410894834776954,0.5438805374841259,0.29376236137602,0.403122093022771,0.1613066342893993,-0.2423819707302681,-0.11089101604370746,-0.1884103620070248,0.5022211219154553,0.4286592753219062,0.2341814391377973,0.5353293564699368,-0.1895505092900541,0.045878032955425134,-0.37620040540107047,0.18015081335894206,0.01169049256890743,0.739580106310579,0.21272510374323433,0.010167943978462504,0.26436789672697464,-0.13749113406134003,0.04666238871481565
Thal_IL_R,0.173678480893658,0.10667680956973151,1.0,-0.004007232934908621,0.008314666623624708,0.1978280837603925,0.21677431640971404,-0.41819972126196014,0.10104672571360773,0.698395812023507,0.24963134055845496,0.13384756061919387,0.4611481373886744,0.5196730225295043,0.24735789148712886,0.2387263723070103,-0.10114674953106091,0.22664999054112325,0.37477623387434134,0.06990315690838837,0.31548412124881126,0.2085881459912566,0.16184504544114625,-0.46857750030888323,0.17365564126894847,0.3841504268015431,-0.05929915100460718,0.32859851615283586,-0.12164312313550651,-0.1619304189247526,0.038969883569080294,0.24004089628077102,0.3423057174344316,-0.010263446628558605,0.00025763747603141753,0.008842305759767959,0.13920436155601362,0.0009650396574181347,0.01583367256962274,0.3557043600510621,0.2595481599143755,0.28026985327149667,0.2257439723906595,0.17177490786085037,-0.002470543639091606,0.08077133283872481,0.5706253717849972,0.08369493354106322,0.3331825210684767,0.2142736386224867,0.32847345959734814,-0.056081206900774054,-0.019650415314137037,0.06842814770238068,0.13649768163171846,0.3273136445046042,-0.06653337476571498,-0.08623037818999091,-0.10389223836401829,0.10913734282717061,0.18916668458218516,0.19460875568428848,0.2843721808968232,-0.09889558135565883,0.2426108688475929,-0.036080368781004256,0.28259689453925807,0.3241876933249762,0.06293580960008803,0.12367688270139934,-0.09521258939489886,0.051033726518269984,-0.02245646785268402,-0.12724895853948417,0.37312134510953776,0.24929125554084883,0.272527253719169,0.2900154786222514,0.30207579244809846,0.2240480757664876,-0.024592631925076023,0.07101229518822766,-0.12367544484908652,0.2948532618911937,0.0709833596839179,-0.201905454648935,0.14423899858674527,0.006336497108470848,0.5608126771838965,-0.2782940212712183,0.05017980815267093,-0.02415749240461004,0.24783248168763414,0.029952567384951355,0.4119206021255378,0.11206728247104769,0.24841206967622423,0.12393268471091809,0.17972023687640398,0.3561107997634813
Cuneus_L,0.7525243182750455,-0.37364658776544585,-0.004007232934908621,1.0,0.5830559410838494,-0.061021719139434896,0.4887373189807038,0.031319932553440344,0.5985951147663583,-0.23378391697383005,0.14791829464505937,-0.013592766191610248,0.37946435321721367,-0.004278110378980732,0.42441388783500866,0.09981537484213501,0.1689956697919717,0.4535469543131746,0.1918802960910747,0.5194985136371094,0.07253666064237901,0.5337246635668246,0.3639174505477019,0.22031132959812738,-0.30681329759675824,0.01772247456574621,0.3142541519159921,0.01743045852281963,-0.05371524182366962,0.4944126830380855,0.7548669363658465,0.14436810793090538,0.3749176191164649,-0.16429056048169358,0.5104118411483359,0.13049962126506015,0.4838413871786039,-0.30525080748636785,0.013614956949505356,0.12880651014073094,0.35405246767430837,-0.022329391492010398,0.35535587813536057,0.6600294770464366,0.5016664063223197,0.6180443125611694,-0.12148048815535421,0.5133741199829659,0.31393113678351303,0.7326369672600888,0.649655781026547,0.6488209463846597,0.6062358125363747,0.5183656227215856,0.4923232128701143,0.526561375106281,0.10259575995016688,0.10574580948525027,0.7626962185154842,0.6193567629359026,-0.018749510094148894,0.4853404829868017,0.22896038677913036,-0.09543121945845869,-0.2376741380708843,0.07730001382852254,-0.03912067763064722,-0.29305939073719844,0.09074603181629724,-0.05949697539944889,0.6564334984635922,-0.21441737619558765,0.35126594075823037,0.1429251431055347,-0.14898529522228623,0.060250013522374496,0.4947955817999266,0.317098246714941,-0.0506514567392306,0.4083713485407753,-0.09315078001995208,0.5336499829623123,0.6824181873158545,0.6662077085373763,0.8738731785807033,0.03827955095576568,0.2469059283114741,0.5039463877436723,0.14519920615790782,0.6959443552737082,-0.0037479817104758666,0.738313117145701,0.18446992725629738,0.6384756548179679,-0.02123883201192251,0.522177947611175,0.3764078588650802,0.19051818637253135,0.5562256223007694,-0.15925670047008272
Cingulate_Post_L,0.4786477551575862,0.028541868360935037,0.008314666623624708,0.5830559410838494,1.0,0.25804669964477195,0.4624044927308688,0.261018118581138,0.6762570341270656,-0.11611780912410798,0.618584225061974,0.42023617635560007,0.5794041199305848,0.47660869666984323,0.25117271407937247,0.5645103030009279,0.41313716559292585,0.6961248018483976,0.6189276524824481,0.5263991716803424,0.2993788394828958,0.7686000091316932,-0.048838786392864486,0.3194711656364224,-0.061121201570369925,0.4045742563155925,0.6413900380720363,0.3725544501530218,0.16157010238993108,0.5269101107680036,0.8477164772048995,0.2242299279085945,0.14070897221103623,0.2566930169876751,0.7432271314256792,0.0675754460804334,0.64378733440946,0.12263407441808569,0.20636649447355457,0.17806351782063248,0.6886804873519536,0.3940289143121155,0.6573340358506962,0.691988887435059,0.8312090631315364,0.8455519035352551,0.386857036096012,0.29496528671529787,0.32254399672872197,0.5891934372499409,0.48081147374668914,0.806031057883397,0.6849205591633751,0.7524220999168666,0.8109494830478259,0.5538821536711579,0.448580123841925,0.39774820705831726,0.6770963169074882,0.6813993154438243,0.16211800000078283,0.6200839556660059,-0.0044460276525716495,0.3008297142484748,-0.2126082080913802,0.17460636786083997,0.15249197396362713,0.22432201858524592,0.19377434540251226,0.0387196327803906,0.724835000498628,0.36699568798230364,0.6995307937214017,0.03773011688339769,0.07077191294540318,0.26660208374770605,0.4784473153743378,0.46410419736073893,0.4674028779826729,0.4644777185506747,0.22713623733610172,0.6460616203760726,0.8010595270785348,0.49599917875863936,0.71404330378756,0.5361196322685781,0.32701040740267634,0.7399519774739942,0.269665054798394,0.4964981285450172,-0.1120948769565962,0.7084894025476497,0.5649722202602084,0.6232012288921044,0.2311969334073666,0.591041960297001,0.22473293690596882,0.4640989671576056,0.4362543888126615,0.1512518805074654
ACC_sup_R,0.0005737718386118884,0.49560260508153553,0.1978280837603925,-0.061021719139434896,0.25804669964477195,1.0,0.4384115769999496,0.5453545178724422,-0.11538767859540225,0.3313877446837234,0.6115143749487875,0.49626384539539076,0.0791738858866897,0.4530751063615969,0.13061756137610012,0.3859760689869574,0.6860506221950439,0.48927069147826685,0.21519002636856657,-0.07935542096980393,0.8171577161122612,0.3794047761737919,-0.24290077697437681,0.19517302737633563,0.28990579712628267,0.48827777542109974,-0.011498983226755046,0.77644011470827,0.23127116923817106,0.21803990252598338,0.06816368044847983,0.434276635093968,0.23364264479427763,0.30959693297895646,0.4609912424747812,0.07849540397418624,0.37930831783846575,0.4572566901027565,0.3002630509689325,0.13860679563131934,0.41376615658846017,0.9054672560192224,0.3508274736232565,0.08634316894646521,0.3710089942352166,0.2925116383327732,0.2967480712016705,-0.22360266913366314,0.29952443707795134,0.0474247246756461,0.05862958981341137,0.25646696818325193,0.17613687095868233,0.16231401068531381,0.3759811844361637,0.1845571789112497,0.2669416333924927,0.3077617746219488,-0.050624388944410056,0.20040903045578862,0.7409070775824214,0.28876825785267046,-0.18996566324840813,0.7153808983876754,0.29746596812025417,-0.1793371663255612,0.34980798506997546,0.5324701392625324,0.15381249327643198,0.13228429288813637,-0.13078780941417265,0.6007544491474076,0.6753888405914966,0.09886416898041615,0.41468170550369515,0.7003123928277232,0.04420945944001864,-0.09081185528217918,0.7295413191675715,0.06457884174739356,0.5234761438874364,0.08494079132194662,0.07476356292633399,-0.03570916009429587,-0.024928865265466175,0.546785154670468,0.5195706080855226,0.26183163048642566,0.36600065338982646,-0.11965747937139162,0.016028054685001212,0.03965033905619617,0.5640149188494117,0.02589432134389389,0.480942057979577,0.03683421130116515,-0.29763046415543093,0.35117074914405505,-0.1432316430573717,0.04048582728724208
SupraMarginal_R,0.46899948293138627,-0.10253115646732128,0.21677431640971404,0.4887373189807038,0.4624044927308688,0.4384115769999496,1.0,0.08025704820858863,0.2155242580607202,-0.0032158227430093386,0.5791854487585171,0.303983234016654,0.4003117904313645,0.41629151910359424,0.5043631802379718,0.375372795619781,0.5141692035630682,0.6080150882847297,0.3632016084357649,0.21356220429512207,0.47262092484190116,0.7394913313176045,0.11841781913140623,0.10413392829052473,-0.168151668460251,0.4625599166023959,0.20433160134347608,0.4455652354467769,0.2498337587983025,0.443414244022517,0.5716865760684602,0.1931451957226531,0.7271080295817349,0.011325531567951326,0.7071467788597235,-0.1303203670048473,0.501718767448034,0.10752190983717297,0.3966976060043188,0.30352363316875486,0.46882812271977636,0.43249302018215735,0.40293524878497095,0.48540609712965455,0.4916276693376447,0.6234052614866659,0.254046940024879,0.05194239841357862,0.5584209359109494,0.33898539062401134,0.6126185290787833,0.5952204679351231,0.4012141506239874,0.36431424444805777,0.6168930073481587,0.539636736668807,0.24962658857679929,0.3052111715858216,0.35332682407831817,0.58654354980025,0.46295506450367757,0.4135189517553264,-0.0017313643322987376,0.09682398646634709,-0.11942666122734151,0.27986057557265354,0.06838648417549115,0.07551564599003154,0.05856786758616319,0.09534810013233813,0.2993593382126414,0.0962346612049259,0.5871458878770406,-0.05722177076494193,0.029004164350004386,0.47242255517893483,0.3539755619739607,0.15203441542807747,0.2851315454905675,0.280787947346277,-0.0010159186569054966,0.30406137934632854,0.4694998801060403,0.2883095235238978,0.548476429680663,0.2581615564002379,0.5240828135270895,0.4914724955821718,0.1560946777593533,0.27786092789036626,-0.0233828568826026,0.43141245841047127,0.4971026119200815,0.3151072538175364,0.14698206765518124,0.3066780992348888,-0.0075643125218351195,0.5977653227635205,0.17743204181342181,0.12016525890410804
ACC_pre_L,-0.054551107812368584,0.17340477454445877,-0.41819972126196014,0.031319932553440344,0.261018118581138,0.5453545178724422,0.08025704820858863,1.0,-0.018752563508655687,-0.21987840788143861,0.2805756074487996,0.2793523970599386,-0.18853301015565763,0.0611252624419259,-0.10110085186781044,0.1923070062024692,0.5650143792622503,0.1575182221010609,0.023614880027759473,-0.005448678232264827,0.3877353276237253,0.16457377459368583,-0.1772944313977481,0.5501086504037582,0.1600231286482806,0.09525585119737422,0.1455758423108074,0.2867649359463253,0.27808493140359314,0.3068599290869897,0.0704704453880265,0.30647219817779253,-0.18055500237244237,0.32317585069987775,0.32223550764459963,0.11424952327523231,0.23067448341194274,0.2449820410884685,0.2196146358815661,-0.037668276255859535,0.20503517508549612,0.4934907724824234,0.24152462332961408,-0.050022655333754384,0.34084510029862447,0.17044380110820523,-0.11653568635854215,-0.0814637789405574,-0.003068191475186009,0.025766401803385262,-0.24031338196460642,0.23092624993543462,0.19636199595851186,0.14549476023395166,0.24631826929179138,-0.05838369191015708,0.23251901944819856,0.3377284877748199,0.10465975617547879,0.04217843606469391,0.33626233862352617,0.20703242481199519,-0.35204565062050547,0.6731440030641546,0.03573916283567518,-0.15863064936990023,0.030003421608824375,0.2177649087482043,0.11141811352324774,-0.005635945832118279,0.07687366110129312,0.47339351559104736,0.5604986458144854,0.3188546371032274,0.0171826212550592,0.3091695652052826,-0.21214282366647652,-0.15011142982149114,0.40622664199745284,-0.03329930628197161,0.47624705666086475,0.11346440728277009,0.18942545877388733,-0.14807190720669877,-0.033458237015826786,0.5805383694549415,0.2307260967222961,0.2223968642110662,-0.026309373184418793,0.2048002788706696,-0.03499791634163279,0.14190044515372124,0.28600281100649005,0.07150617445557668,0.043999028651591665,0.03877187460773954,-0.28074330632767125,0.03899444347195794,-0.06278964003894048,-0.15039510304974596
Cerebellum_9_R,0.44488179674651357,0.008683069179508916,0.10104672571360773,0.5985951147663583,0.6762570341270656,-0.11538767859540225,0.2155242580607202,-0.018752563508655687,1.0,-0.015767013851878106,0.40294818945240046,0.22815339734046255,0.6071691610561133,0.38992557984946496,0.4763269784616605,0.39294819337803966,0.17916902180572372,0.5105311795013818,0.4673504046960831,0.9119546552963121,0.02749687830270299,0.6611871801014026,0.2956531296696198,0.22601550971127607,-0.16097620007722488,0.2652820634810292,0.6810253101999444,0.023233788407149982,0.1709304659602119,0.1497201870122016,0.6930478407622884,0.30256977253992967,-0.07439802273714605,0.03257234280459766,0.4132651307545776,0.018934375525789728,0.6757869582550922,0.06992295210235301,0.14267551045833776,0.09352094916729865,0.38070194592894807,0.08382712352349023,0.5450085768930233,0.6496851759419894,0.6976419263694484,0.6742165319196092,0.30485819240898127,0.5188792892602784,0.4657782945868759,0.6715638674826757,0.5611532462740347,0.6828896740170914,0.47240973111095275,0.6924911764977192,0.6161680362623133,0.7891949906828181,0.4014833311353872,0.25390210379920247,0.7919689892466533,0.6391455766997418,-0.11987916878271872,0.7594640817065808,0.4696956530631248,0.016274817074142734,-0.2094146303258707,0.2029947862264833,-0.07501436878985224,0.11360859338166343,0.2584850018376119,0.17726687705067867,0.7113638019093669,0.10924863110995509,0.3628476497735942,0.06786917097646364,0.19570060476631249,0.25054890348741443,0.43401681577196444,0.7105229353127974,0.21637452041172775,0.8248988172526645,-0.11452585527363508,0.8897918992542301,0.6687725849686846,0.5884147943996957,0.7842036002091456,0.3107162743157708,0.41112294538390526,0.6993102058738355,0.39514519782576535,0.7746561438369735,0.10765592584140629,0.643808036273529,0.3513967954521981,0.8235535516145447,0.31349619715462385,0.8635547177764579,0.7556261239470581,0.32813348273880527,0.875893490365509,0.05646939107222661
Red_N_R,0.11218333990539461,0.3749564736448138,0.698395812023507,-0.23378391697383005,-0.11611780912410798,0.3313877446837234,-0.0032158227430093386,-0.21987840788143861,-0.015767013851878106,1.0,0.1713647758962115,0.04881742935449763,0.11996617473470414,0.34901164004266244,0.2554383443717014,0.022675110201356707,-0.031187633132339375,0.14111701607160185,0.09285843625989885,0.02557173662244837,0.4121607580931895,0.08340417113302638,0.15421781595339829,-0.4757339003913119,0.20107697185584683,0.38292243258699843,-0.19198602001750295,0.37326664492961514,-0.2862954154477402,-0.21512804316780568,-0.20502307312502377,0.4691061949237463,0.14432287663520427,0.17295846357168232,-0.09065107355493464,0.1397453067403991,0.13454266401183046,0.15374043721033545,-0.1356348384332309,0.1263274967635536,0.11753632612031632,0.3910594507218174,0.11124546476377303,-0.021141397008715937,-0.058645376470866734,-0.043957280370130074,0.4397102894813633,-0.07766449504608268,0.11238163464736534,0.17136517883301142,0.09958611393886722,-0.20678239784296173,-0.13020732685495723,0.02610461700572123,-0.017365944223857482,0.19331466547191783,0.006896568377857265,-0.13929220080047733,-0.1746463486037365,-0.036640948688033526,0.24270954866284578,0.08224400632421215,0.3059366115082564,0.08448605123525953,0.3555965101086122,-0.17065951907589272,0.4578685470627414,0.48962151467725246,0.1458483145347954,0.15292020238623513,-0.2582316089090811,0.16200078925650446,-0.028260039189484953,0.0263066738721988,0.5278085034385972,0.3774112699543296,0.15610087708387851,0.2709126701531999,0.3725215659965493,0.1529926978140606,0.08202236967127084,0.03170241603498377,-0.27052715310779407,0.21274759373038832,-0.13892395996538678,-0.11780727004110046,0.12652234566683798,-0.053538300032054474,0.4555433563752282,-0.3417168400087411,-0.05769903690672152,-0.15076381455619967,0.2987571121894687,0.08265722719962072,0.543207222270991,0.1072979609904048,0.18538474167572835,-0.11094781949867549,0.06921131957948175,0.36744607741297036
