,Frontal_Med_Orb_R,Cerebellum_4_5_L,Cingulate_Post_R,Thal_Re_L,Hippocampus_L,Precuneus_R,OFClat_R,N_Acc_R,Temporal_Pole_Sup_L,N_Acc_L,Frontal_Inf_Oper_L,Parietal_Inf_R,Thal_LP_L,VTA_R,ACC_sup_R,Vermis_9,Cerebellum_8_L,Cingulate_Post_L,SN_pc_R,Precuneus_L,Frontal_Inf_Oper_R,Cerebellum_9_R,Temporal_Pole_Mid_L,Insula_L,Cuneus_R,Rolandic_Oper_R,Raphe_M,Temporal_Pole_Sup_R,Paracentral_Lobule_R,Occipital_Sup_R,Vermis_3,Amygdala_R,ACC_sup_L,Thal_PuL_R,Vermis_6,Thal_PuM_L,Calcarine_R,Vermis_4_5,Vermis_1_2,Frontal_Med_Orb_L,Red_N_R,Thal_AV_L,Postcentral_R,Cerebellum_4_5_R,Putamen_L,OFCpost_L,Frontal_Sup_Medial_R,Occipital_Inf_L,Vermis_10,Supp_Motor_Area_R,Putamen_R,Thal_VPL_L,Cingulate_Mid_L,Cerebellum_3_L,Thal_MDl_R,Caudate_R,Thal_VA_L,Thal_LP_R,Paracentral_Lobule_L,Frontal_Inf_Orb_2_R,SN_pr_L,Thal_PuI_R,Thal_MGN_L,Raphe_D,Thal_VA_R,Thal_PuA_R,Fusiform_R,Frontal_Inf_Orb_2_L,Occipital_Mid_R,Thal_PuI_L,Thal_VPL_R,Cingulate_Mid_R,Thal_VL_R,Temporal_Inf_R,Rolandic_Oper_L,SN_pc_L,Precentral_R,Cerebellum_10_L,Cerebellum_9_L,Frontal_Sup_2_L,Temporal_Sup_L,OFCmed_R,Cerebellum_Crus1_L,ParaHippocampal_L,Frontal_Sup_Medial_L,SupraMarginal_L,Thal_PuL_L,Thal_LGN_L,Cerebellum_3_R,Thal_IL_R,Rectus_R,Postcentral_L,Caudate_L,Lingual_L,Olfactory_R,ParaHippocampal_R,VTA_L,Heschl_L,Heschl_R,Cerebellum_7b_R,Lingual_R,SN_pr_R,OFCant_L,ACC_pre_L,Pallidum_L,Temporal_Sup_R,Parietal_Sup_R,Precentral_L,Cerebellum_Crus1_R,Cerebellum_7b_L
Frontal_Med_Orb_R,1.0,-0.09576333479983684,0.0215426600887897,-0.10571580534687287,-0.07102017054915878,-0.1178496950038262,-0.11754228903410928,0.0032259563053670783,0.12415162297538014,-0.04665339589831559,-0.1318761505924266,-0.1282889179318255,0.016150442908139363,-0.11477752692840244,0.016028054685001212,-0.18567804742022456,0.27417715644371843,-0.1120948769565962,-0.16635121758717256,-0.07779095514633716,-0.11136066349682135,0.10765592584140629,-0.1778987990687227,-0.1192390332917243,0.05790305996497832,-0.12887913685325433,-0.038740068626499,0.027474743219461927,-0.0669271633024754,0.05160003193423529,-0.028153100005281147,-0.08184649436972034,-0.005558801661755862,0.013284455247908304,0.1551422915742278,0.06076437867010195,-0.03419747343973855,0.025418600930350577,0.15819082160842174,0.15013480964643108,-0.05769903690672152,0.3552214449780465,-0.20190799880686489,-0.08420029975048166,0.08257526539337874,0.1372379151113804,-0.03546011471079205,0.09884007356874346,-0.19399524940208654,0.02074518532222968,-0.14745539950021563,0.15584173305732357,-0.08067658307332462,0.10665220567571536,0.17383178250537226,-0.0005104008711711823,0.0043225030198113905,-0.04763733268476674,-0.15848332918966035,-0.010280868227694412,-0.07466946472216913,0.0381656123305507,-0.032838618841786994,0.013438134505639535,0.08653546760985675,0.13949828782366427,0.1515853729855015,-0.055795488125902376,0.14412342719218052,0.20117745509965856,0.04991683487979854,-0.11635451096705263,0.04301311768645682,0.1541240070630446,-0.04302172182251895,0.09165915408484128,-0.18621928169929355,-0.09576780128505315,0.2040470682789654,-0.06266442134214363,-0.07267817612049744,0.1872080122060907,0.18386840767699522,0.14811826642877013,-0.18911073100702258,-0.06271117596892577,-0.017619391106041712,-0.1974518847707556,-0.042514464774833505,0.05017980815267093,0.03726946983436447,-0.13808522123292827,-0.05954123206811888,-0.09455448879103964,-0.19838191011085377,0.01878179618794763,0.10996751268143201,-0.269983733235855,0.02609796420583001,-0.02894204930196591,0.0072296582296388565,-0.32340412703990973,0.3010543197219866,-0.03499791634163279,0.025049153774346883,-0.07270243598709332,-0.2253504635620841,-0.12201081783416802,0.2945689750251426,-0.11942267627151895
Cerebellum_4_5_L,-0.09576333479983684,1.0,0.8247046715749279,0.34586953565165246,0.786485917282579,0.8778291095258646,0.4359971429064078,-0.11009736322143615,0.5863573888289563,0.09296068996499578,0.7011108692953202,0.5558055028446794,0.08797572380118716,0.2507182280378967,0.2925116383327732,0.49150476923010283,0.5381165365975619,0.8455519035352551,0.3359838759067912,0.8691611801197952,0.8177439784048633,0.6742165319196092,0.06075134371095809,0.6730340380585653,0.7762505149457004,0.5646543823919417,0.4994167801238045,0.11057860207249208,0.7475853038479832,0.5011799357908635,0.7358903699470852,0.17228777183336846,0.4211081456262211,0.25675841815681616,0.5640059204574177,0.5696149793801839,0.7915953548224902,0.8748400280780112,0.6978530242841744,-0.3748700317278304,-0.043957280370130074,0.4132056052718787,0.6013823002156411,0.949783937878723,0.5690950181346672,0.2889377343027284,0.48164470250852554,0.09858586841687221,0.6720573289524971,0.8871718003020065,0.7232253942946406,0.43043606030720916,0.7461098349498295,0.769421778627553,0.3358402913197753,0.6015668319110925,0.5951744979068725,0.3911598009976694,0.6906669152464187,0.4971925834279842,0.31149852185414334,0.08996485251784067,0.7272410874807247,0.3769463420470808,0.5576675390426684,0.10282662100773948,0.7765848828105737,0.49525483641712953,0.21336139415417218,0.46174802436612306,0.22620550804671208,0.6275660959130205,0.7231958609060235,0.5981991217764261,0.756168457668806,0.2856300869937198,0.5722166125241605,0.3307753162984189,0.4952064266701233,0.7614185206121928,0.850402069666883,0.22915434607831553,0.4682325605865871,0.5460525462889744,0.7501088145424727,0.702897723505496,0.3090308853693348,0.3721218144242568,0.8120161108834666,0.08077133283872481,0.27422149880231506,0.6716434959115348,0.5293546520350809,0.6789634513449484,0.216465726032418,0.8243473673826014,0.4963083504820895,0.11569923778499942,-0.06624723797720537,0.6333650970746925,0.7462046640883416,0.195188180237632,0.1822671662031921,0.17044380110820523,0.67790463862357,0.9082279274215167,-0.01036011833479746,0.7613160702516627,0.2843921068464646,0.02025535660362141
Cingulate_Post_R,0.0215426600887897,0.8247046715749279,1.0,0.2939595952637867,0.7097811425336926,0.6490572394238415,0.5186232293206445,-0.05746463657273248,0.5717725607193261,0.2000820390001511,0.6026639565185405,0.30328762727928227,0.19416277121724163,0.3243808594397305,0.3759811844361637,0.484925214275169,0.6166138765316157,0.8109494830478259,0.4710390369152227,0.6963008363929934,0.7680817908156965,0.6161680362623133,-0.03481865576107076,0.6481179791208016,0.6348670325117916,0.594128731129515,0.5463742852588025,0.32518383569465276,0.45157193353016056,0.38500928469856255,0.5029523946081303,0.34761517123552743,0.45199278083371913,0.3914234227927419,0.5066380778992537,0.64187633834741,0.5526189892999898,0.8315250224440838,0.7387658169757945,-0.3988526858116594,-0.017365944223857482,0.5381878813748489,0.31404330332845215,0.7397517019205547,0.6444692312625234,0.3437803156791146,0.48291099322353354,-0.029408613923717856,0.6304621222819712,0.7454687288585747,0.670651719366426,0.47354645986897936,0.7416736623556551,0.720576760483416,0.512456500897954,0.7201935019868111,0.6017438589709991,0.46607269072464336,0.4057024124231013,0.46295571883956926,0.37239402857694287,0.2268198758760753,0.6691967582928736,0.521106945734755,0.6249373588417172,0.3350220057079897,0.7018736534339256,0.3209036180567891,0.3578748392879622,0.43079574609644367,0.3977464912301203,0.40999402640840255,0.7460370701666947,0.6590712958053305,0.602455420807432,0.2861330795700418,0.259937687906425,0.40644889038101484,0.42646016607706283,0.635248070468244,0.7856688449642156,0.21209603359319384,0.4760541816355332,0.6630421016284456,0.617188340574252,0.6590885340623293,0.37193491368175674,0.24126028503698507,0.5175142529829292,0.13649768163171846,0.34093974605478755,0.38767293007460146,0.5546229584186615,0.4107234076038016,0.31298146677716493,0.705548187014905,0.5965182844099368,0.07184399590823261,0.2574867753429034,0.6063315901240788,0.5561690036874251,0.2713066041336177,0.2547512027430964,0.24631826929179138,0.6406848269639627,0.8741807840922231,-0.2251388724592618,0.4481304857479222,0.2936194118640475,0.06150387810788087
Thal_Re_L,-0.10571580534687287,0.34586953565165246,0.2939595952637867,1.0,0.13840954460098615,0.2986060609546371,0.3272247276818597,-0.418622574279977,0.1684523111206719,0.5119309738352738,0.2233210459888423,0.0726157470375059,0.042052002941455585,-0.08485939358964203,0.2388964628697967,0.022408897480131813,-0.015807246350834556,0.38746001785097717,0.33070003094952527,0.2237469716786751,0.30624103282534565,0.10236324774713244,-0.08389844709309664,0.5032631538795438,0.1023815377475282,0.2117790884301506,0.2634484324220543,-0.08903858876046163,0.23715062993181912,-0.06978727990682908,0.07652568516236248,0.33097870340892116,0.27390548437610474,0.20083132776201562,0.20908087215350024,-0.08899149807119264,0.21761624206848926,0.4342493428151649,0.13605636350008252,-0.03592416111171561,-0.35508867678049716,0.15458917527874974,0.24100042473579236,0.30428678815445864,0.11042978097091452,0.16841205157557687,0.3728800962004364,-0.38989877368614095,0.20471377687828213,0.4057275246700368,0.4667607047660339,0.1352226188424364,0.42214384759131984,0.23959646854017663,-0.180106531878552,0.36840479280467675,0.6352777263182462,0.17306433118430223,0.20442067951627235,-0.02009463581734216,0.15343464023156886,-0.18948846980309952,-0.033510686496087155,0.4018972202115824,0.5468723046178271,0.04034670876486349,0.1907543130498285,0.02082717450301496,-0.26540033340472335,-0.1189968825144965,0.18416426887329582,0.3371547797899548,0.3736593622821232,0.05252323957462012,0.29271996881015616,-0.2297056275727666,0.2571656296933713,0.4272722460707068,-0.11743359898548184,0.43748528987536445,0.40504022469300344,0.15637463772607793,-0.05618662990425115,0.3312354415600388,0.37103336827006134,0.2582629580637073,0.12040615795942052,-0.08131360304094519,0.14343924793592236,-0.5738729068475359,0.38774974259792727,0.28452307759464285,0.27961997463090227,-0.0887448785459091,0.4493219962599048,0.27524287665186,0.2817412021980773,0.069710338693121,-0.0068274394838927915,0.35084332748907493,0.16303124707714747,0.2635684585078343,0.23541170564502661,0.4186414930608009,0.2991992967817763,0.24832702201544748,-0.1597035805429397,0.3242872052572795,-0.1802766087982336,-0.22767904221426852
Hippocampus_L,-0.07102017054915878,0.786485917282579,0.7097811425336926,0.13840954460098615,1.0,0.6524319986881878,0.39660144212701903,0.1288262611199567,0.60654127351905,0.2949251823849831,0.7925159280034347,0.3090187408810843,0.14188303087749132,0.349090980488434,0.3508274736232565,0.46576990696037573,0.5342794510554658,0.6573340358506962,0.48036016752256644,0.6450500897485039,0.7053757686609528,0.5450085768930233,0.12004388521361783,0.6680505148054166,0.524188692335467,0.5268653482632928,0.6912973111304643,0.06627928299189095,0.5749305651805261,0.19994665428578937,0.42636613229464226,0.21185873638420183,0.5097720895278819,0.257846343641392,0.39068701277146267,0.5166389695946887,0.6532435036770552,0.7026146683903629,0.7210301401700485,-0.4546186198346634,0.11124546476377303,0.2726385937247154,0.4394305733216749,0.796092360592643,0.6692303268773754,0.4057231465764734,0.3625919223348198,0.18447189819436213,0.5644913833936298,0.674211780249867,0.7554928339658231,0.5343668628523975,0.5057349657043492,0.694483682322884,0.5450097166893406,0.6603501519756871,0.6368202115618119,0.42453063089004006,0.42860889116516615,0.6264950578722445,0.5971537834233145,0.21772045237836374,0.7580287537694458,0.6287039854545179,0.6065309124805105,0.23248356846798826,0.7001583103503706,0.6816410134231126,-0.008093370243634178,0.36401251943720037,0.40422601491376714,0.40220529267747024,0.7139848607018255,0.5422859141290999,0.8816465226710101,0.541358836564771,0.41963564868285114,0.24473581221433197,0.4137078907892111,0.69881493272487,0.784777543026429,0.1275836709921173,0.4616981625110213,0.4780533116406701,0.6869293346344597,0.4187106349762923,0.30533219855938737,0.21182314416617626,0.6413535450598328,0.2257439723906595,0.2655955325806722,0.391694650180009,0.7275063663020295,0.5478290132990594,0.37212563028415413,0.7990766088001616,0.4329342948753383,0.018717389328748706,-0.01711608607404324,0.6023558826373534,0.6073115474632884,0.3471269920732955,0.22898949921272913,0.24152462332961408,0.7702269329467484,0.7611315940458743,-0.2072774711594051,0.5386787743551753,0.24202005763241158,-0.26561987941872806
Precuneus_R,-0.1178496950038262,0.8778291095258646,0.6490572394238415,0.2986060609546371,0.6524319986881878,1.0,0.2884249535329881,-0.18014803158523712,0.5148010873602146,-0.06176560427943112,0.5423436690433837,0.7343105859691708,-0.016322408434188626,0.1423513166710033,0.11844059249889491,0.42365191505315836,0.3876016651737813,0.8446229638680715,0.13173135119285787,0.9456995726190899,0.668173600220654,0.6617939500678344,0.10815428702156792,0.5403438499681803,0.8484783052679169,0.3623599741055661,0.297315582592493,-0.10730679648686131,0.9076954702993726,0.6019580540563274,0.7435971538627016,-0.04248504470690565,0.2626023643603084,0.12629736735927607,0.5413421296714205,0.3570839999825392,0.8524871634454679,0.7179263518308905,0.545250319010698,-0.35563964976980145,-0.18671593893901675,0.2374419051262231,0.7601472441475009,0.9050958555860701,0.3698616939000191,0.22332036919953452,0.3584784371245723,0.13150269154229619,0.6056232833792868,0.872615510069058,0.5620396835906969,0.20075221180803451,0.671251278430155,0.5698904971468073,0.11880212274412628,0.34214180518204024,0.429780846388616,0.17576181958161174,0.8595804226797737,0.367271851561058,0.11738116780377451,0.08183838344873542,0.6130153961826321,0.15964005663149222,0.38868298620753017,-0.18105808056482234,0.6772458427495517,0.4134142378479448,0.13833804872167724,0.29883332024993686,-0.010714908287947408,0.7060991362793503,0.5126184249920711,0.44558455936557095,0.6131816277873899,0.12780354668412536,0.7383719848837547,0.1347380537249951,0.4760115457639709,0.7056000859566354,0.7283976374834347,0.24781014965879328,0.3568805662711551,0.39137444339720423,0.6617332617881091,0.6480320483914094,0.1887148028001261,0.47542159117650734,0.8732506144149291,0.0016048976203371528,0.2773769635163449,0.830316339147701,0.3203675620325872,0.7227619092820124,0.09797226697737646,0.7512155226728703,0.31614385460240974,0.06980598214569109,-0.3311569090945846,0.5889305873861613,0.7072755937498881,-0.003096101815216353,0.1703985106433306,0.13533648957551184,0.5399912055476864,0.7723431043337535,0.2382463586283503,0.8897142596532053,0.25938466438388585,0.03750586088760794
OFClat_R,-0.11754228903410928,0.4359971429064078,0.5186232293206445,0.3272247276818597,0.39660144212701903,0.2884249535329881,1.0,0.08561465721606386,0.24806449266210326,0.5153342214626797,0.4046719263045999,-0.048635247909935134,0.3256574883063542,0.31916148255786303,0.6047844767408258,0.19986507884334836,0.2156254594301486,0.46178024413469043,0.49413198738272696,0.2952475257873751,0.48106459171775506,0.26946135805945737,0.08007085963073007,0.6188352954657249,0.09839299280468211,0.5086169003353849,0.527112010764097,0.4955316993855614,0.10817340660430982,0.024065021990880158,0.12931007605420394,0.7207018635454435,0.5758366496306034,0.42229708954483297,0.08356778567112307,0.3392355240804403,0.12038117624716158,0.4183658680832679,0.3630588424194914,-0.07432983445267342,0.1399788148792913,0.40700340772956084,0.03373700243830423,0.3612781328934653,0.5574263746427368,0.2585149513925203,0.5598423494940695,-0.4371815996825443,0.45426647588183106,0.3442335958945329,0.6167546864093513,0.38510858974409734,0.34958057984951585,0.37412142588232683,0.3535423945062747,0.7337631638919414,0.6106339757427653,0.4848700229696957,0.10225048661117551,0.4691427064585844,0.4948528302548413,-0.09364463963457036,0.3529229146519927,0.573619032540927,0.6691870770980343,0.3399961652778216,0.3778215929675706,0.33411890647763504,0.03176354078322683,0.03680742543605521,0.5184428317167225,0.07693737621770057,0.6515202151327295,0.40055204382022414,0.3255640021530454,0.32850059120953395,0.05321512841375061,0.3733395502937721,0.14061143134919837,0.5450053215783608,0.5172009831134752,-0.20352957604942323,0.07843693478331194,0.43751192545046397,0.6334430839057624,0.311050496630719,0.37652808095989654,0.18077285431830134,0.1291585848982578,0.07788431549350422,0.3754488196725337,0.2729285033668698,0.6025143816750974,0.06181426686655811,0.6768653124182109,0.4157214416540653,0.5543587486476445,0.1714671428978805,0.5207006925115011,0.37988694057632155,0.14454912103234793,0.4436619054711444,0.245347448900443,0.41099686345237074,0.5299145111296342,0.48751597102827093,-0.25493094013583867,0.16572698426830174,-0.026328790738517512,0.09355051664200886
N_Acc_R,0.0032259563053670783,-0.11009736322143615,-0.05746463657273248,-0.418622574279977,0.1288262611199567,-0.18014803158523712,0.08561465721606386,1.0,-0.07101378736711461,-0.017940591169531304,0.21524947174068634,-0.11001648104960311,0.27113996542813606,0.04804725086946575,0.1405052694802712,0.19254121427544324,-0.013689290232977882,-0.11714047060979943,-0.11617036772218364,-0.14608668934778835,0.04787527249430957,-0.12015633040931399,-0.24750811304506845,0.1326381975796922,-0.2782459856823653,0.33239429583562125,0.19270406504254176,0.30027156009642264,-0.21838451527893982,-0.008635070750301503,-0.10815313379067518,0.09206004125872069,0.24822705073567833,0.20807585326405964,-0.5579518995760113,0.2082415360206301,-0.3686849272919142,-0.31764509085057624,-0.009752642425128084,0.22324624772230214,0.6967850355248899,-0.05369930923443259,-0.24320151621848188,-0.1687998328296292,0.5545879896542314,0.009868752461356713,-0.21278458045743268,-0.0295209451662203,0.17207628137828146,-0.2904222150190325,0.22172649598243663,0.12269548947152956,-0.20662752355401495,-0.0277747259235083,0.3883318336726152,0.1734796749696869,-0.16665080769403318,0.26190684478648457,-0.2606915650207363,0.6706336097387698,0.4032567907495385,0.2653171359927455,0.2587778058123521,0.17930694170074468,-0.11391644068019031,0.30572715596109873,-0.1481264673331349,0.45258522214750063,0.13866975525017372,0.020934053574598013,0.31246480729598525,-0.1340523215073,0.12238696108254461,-0.01803549394044781,-0.02334026955540349,0.5097011541538393,-0.28169523991854756,0.1268086065440444,-0.05885821816459361,-0.13274718813875258,-0.00033623138915971936,-0.02605902303983372,-0.022438689250178227,0.09443447140724531,-0.07720369334557016,-0.11525508793533126,0.19013433602237784,0.3022515144878393,-0.2456159114414707,0.7708283488213332,-0.5330447677452079,-0.16718099811848236,0.33996165724737376,-0.0585597739381328,0.0779665911004387,0.1769555487182915,0.24305313040800697,0.3176152621801641,0.2761425345488993,-0.041542064976513,-0.23844039625257857,0.17367441466046843,-0.136494718667459,-0.37607949757139386,0.22741980154459407,-0.0055647404199885755,0.014537844842528892,-0.34251153828064274,0.05026445205442598,0.13290696454375664
Temporal_Pole_Sup_L,0.12415162297538014,0.5863573888289563,0.5717725607193261,0.1684523111206719,0.60654127351905,0.5148010873602146,0.24806449266210326,-0.07101378736711461,1.0,0.36551601824041263,0.4688876915405169,0.3166036301973664,-9.639174226377668e-05,0.22047204989540164,0.1588308948194133,0.3420658695080115,0.5830775209237712,0.44470248345663516,0.3669848299176552,0.4916527073874562,0.48510670792712624,0.5189644521674791,0.08954966827828127,0.5418700454458237,0.5006465343497997,0.31660802411490124,0.3901560896362906,0.05623630249767412,0.4009454270664499,0.36062742432171446,0.2627656655683073,0.3919143665572528,0.23973545283496414,0.11546520356131913,0.4770887627781202,0.38827041119748007,0.47539267401599394,0.6191802471643404,0.5022271020986018,-0.20789028009555688,-0.11176349394924012,0.4119995232921537,0.2604091886950384,0.5692867707452756,0.502057851717786,0.764046215951518,0.32011506755458574,0.1557877828991212,0.19575598303355088,0.6006202375927405,0.514816458899429,0.4810484342933221,0.41441798033101446,0.4276596978850049,0.23352458922641836,0.5674678586268145,0.46856030327390774,0.14289653438287386,0.27710715564696187,0.43186710824214686,0.3364816712551713,0.13838165801959426,0.6068687370806198,0.28757829379097877,0.5226419138848821,0.08568800807801918,0.6264322209677097,0.5089120597730115,0.27771137990432404,0.4141582689508806,0.07991650703804999,0.26126862711049953,0.5444201138916119,0.598612892866088,0.6343728004265299,0.15782086787547808,0.20496351968048337,0.19836285280230662,0.44009321971662513,0.4812927710134189,0.6031607048878423,0.37019778087704774,0.43111588993409555,0.6325809146488754,0.4459973623457598,0.3874313222944124,0.08026976787871647,0.0028345926253503396,0.44584442062978796,0.11745917726406692,0.38431206987851546,0.22853577801280106,0.3335486013641139,0.28891037592737967,0.37765774526432616,0.6935766200528467,0.3029499736909106,-0.2646596496393001,-0.05475403022405956,0.44209328926768504,0.5196799357502027,0.24395010446707885,0.6243011593552098,0.1340889583651043,0.5622651116180963,0.677358315543192,-0.1750314020648238,0.37957598516729335,0.3786615394374402,-0.14494563850539663
N_Acc_L,-0.04665339589831559,0.09296068996499578,0.2000820390001511,0.5119309738352738,0.2949251823849831,-0.06176560427943112,0.5153342214626797,-0.017940591169531304,0.36551601824041263,1.0,0.3545346042582821,-0.18043765204604906,0.2720948099902948,0.1396338551319483,0.5605445363502934,-0.11177732638202034,0.045588415384176025,0.06577502983239664,0.5391973346140172,-0.10512508138211897,0.21674143890754935,-0.1322955012916214,0.0891228706602057,0.6071088523990662,-0.273440004285851,0.294440443390413,0.5726969922087588,0.1652829178650009,-0.19116750174437608,-0.32059564400070467,-0.34859305457093265,0.7104284122410218,0.5143072622220967,0.2675219588889207,-0.09282802265135415,0.05610820995104479,-0.15131533470038,0.1807876936177646,0.1555465840946179,-0.006787897277612753,-0.040533650980297826,0.2971945198631171,-0.07832767857336714,0.03210821498452723,0.37697144941080785,0.5888398605533671,0.5051000869032445,-0.3396424851685626,0.07731980302449254,0.0677144265465416,0.4952166747510036,0.4881781142188932,0.09621686317508503,0.19039869292666378,0.12778800891322875,0.622502817039322,0.7150012128308039,0.3230484879280562,-0.2283129779733381,0.250059468568076,0.5632604751327126,-0.09413161029031328,0.03694944972184169,0.6660835863762373,0.7160218084181614,0.2947486962726208,0.07285661088178201,0.37067195070797726,-0.28399974651186166,-0.0732785363024978,0.451790467965471,-0.0898281966404435,0.5310791874680235,0.07560743180389709,0.4068496679632722,0.15974018790500807,-0.0943149659584402,0.5219471587614848,-0.21897466532057766,0.4296776917668922,0.3046186358454561,-0.08103860844733929,-0.12511081549466355,0.40659257996228454,0.38816171646972936,-0.06326346778085988,0.2512690391204599,-0.29347952390200455,-0.199406774565759,-0.23390035846599366,0.429609013882644,-0.18309953476242768,0.5813006583785499,-0.3539154889908414,0.7588735674709888,0.26167060476257586,0.37798484532359766,-0.053215879813270486,0.29772754547650365,0.19399749069244662,-0.11305609887749087,0.5588830513459462,0.5284128830349688,0.5436126637645528,0.4637290852744697,0.1708795225503612,-0.3432620550962367,-0.13426029671659573,-0.274032740099989,-0.3632198775858809
