,Occipital_Sup_L,Thal_VL_L,Cingulate_Mid_R,Insula_R,Putamen_R,Rolandic_Oper_L,Occipital_Inf_R,ACC_sub_R,Temporal_Mid_R,Supp_Motor_Area_R,Occipital_Mid_L,Vermis_6,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuL_R,Thal_Re_L,Occipital_Mid_R,Rectus_L,Cerebellum_Crus2_L,Postcentral_L,Frontal_Sup_2_R,Cerebellum_6_L,Thal_MDm_R,Frontal_Sup_2_L,Frontal_Inf_Orb_2_L,Cerebellum_10_R,Cerebellum_4_5_L,Thal_PuI_R,Calcarine_L,Temporal_Sup_R,Thal_VA_L,Parietal_Sup_R,Frontal_Inf_Oper_L,Thal_AV_L,Frontal_Inf_Oper_R,Thal_LGN_R,Thal_LP_L,Insula_L,Vermis_9,Frontal_Inf_Tri_R,Cerebellum_7b_L,Cerebellum_8_L,Vermis_8,Thal_VA_R,Paracentral_Lobule_L,Thal_PuA_R,OFCpost_L,Occipital_Inf_L,Thal_PuM_R
Thal_PuI_R,0.20130026231888687,0.2076580362644446,0.23204770288017668,0.1618505656747127,0.13317461381514054,0.13622727402758503,0.07458338558915795,-0.05860221584940993,0.16274818208267033,0.08637517191591346,0.24300411632117824,-0.002038419886644811,0.12376448721435165,0.12774873679730658,0.19012644525132302,0.28953328932191597,-0.18948846980309952,0.2594236217589049,0.06451930636826922,-0.05688225564500463,0.027161001709631306,0.12024401065817923,0.09884770130600183,0.32365829234368193,0.11989109325213561,0.11686940590642327,0.0015136163582218757,0.08996485251784067,1.0,-0.008543068059323753,0.23042849016421013,-0.04586065704112312,0.1668269485979105,0.25215581186034725,0.1100246735355825,0.2066823230725588,-0.051100810043110546,0.3142498742789644,0.15886930832235927,0.2188367760650835,0.15581901210292992,0.11776117601802459,0.23398263656168664,0.33101092367560525,-0.08149952352436336,0.029829017014310833,0.1995675410737932,0.14862968487166026,0.11531778219660403,0.26213251940305243
Calcarine_L,0.5747562967819729,0.4094516032498259,0.48116113282850614,0.040724028202240574,0.3503707705769636,0.6386185436530767,0.30828605707266327,-0.30279851025573834,0.6038608789983961,0.8002419377148361,0.4932182660845546,0.835745523895962,0.07952687196918173,0.5414389603843777,0.5186950220206484,-0.03236282903963042,0.20066577573994696,0.22616904699205134,0.21637526102733212,-0.0289620094024279,0.5998556267450337,0.7390292511166169,0.8107105704637076,0.5832377485902321,0.5110756900529694,0.26433539830060876,0.40618382790561225,0.7822942756210454,-0.008543068059323753,1.0,0.6764401358424526,0.3745501183285681,-0.10160657809429216,0.4311577583226925,0.3359215747627842,0.5548280185293711,-0.14411108554506144,-0.15015939614673324,0.26841116579272795,0.4828005590250885,0.2869453371220394,-0.1067585667028644,0.592430525706883,0.08007247349147589,0.3013903570311383,0.6508531524065615,-0.03555296282016388,0.1383687553202203,0.43276303152571066,0.08459387656938262
Temporal_Sup_R,0.4736793063128685,0.6647666602877774,0.5884619867831345,0.5368474468242616,0.7442988934487149,0.7297622467065409,0.18207381312250803,-0.10196180854672104,0.7763030522885288,0.8304970643681563,0.3982203123530297,0.5396403196465044,0.3130431077317969,0.7225665082452879,0.5682230908950284,0.37405678030712175,0.24832702201544748,0.3784858317837414,0.23987986056319893,-0.11062274668349789,0.5562237583414922,0.7982657131100561,0.7117914968499882,0.8016791726808294,0.741231506578926,0.4993652897500355,0.541497447409269,0.9082279274215167,0.23042849016421013,0.6764401358424526,1.0,0.5580772525272201,-0.03937123745504183,0.7410631154063183,0.5348127626641276,0.8372427684987328,0.09629658887479688,0.185758965794865,0.6974440819990889,0.5394639886811267,0.7991942455361736,0.08526640699203263,0.6302947902163081,0.2548438050945733,0.5280080300714995,0.5374160623227594,0.21742433293293303,0.3948260653907378,0.13147310736681084,0.3550204258135989
Thal_VA_L,-0.12506687680977277,0.7238898694121589,0.28373617328406375,0.42298372753972396,0.754850680845704,0.7081229579611211,-0.19895599048305834,0.2571463906586822,0.2897219607073953,0.5650878183564827,-0.13228136366119728,0.2943861781887646,-0.02184232037972263,0.39008232319775044,0.10507801524670146,0.338666137128893,0.6352777263182462,-0.23260517826572286,0.22135462467437345,-0.18579924111387827,0.24048288933364448,0.5887034256556273,0.4636717102857205,0.5151692051215024,0.7541453377094749,0.45931421742218176,0.46553048443052114,0.5951744979068725,-0.04586065704112312,0.3745501183285681,0.5580772525272201,1.0,-0.38520867593450825,0.5977720388510259,0.4792091424529693,0.5839635900473042,0.5022211219154553,0.20828687000444837,0.7827560285143704,0.13712803707461116,0.6805707359319181,-0.3103653613698954,0.3336859466723969,0.10429821047270986,0.8983901313494095,0.2028098789126496,0.305790379269733,0.4250849227529511,-0.1601938889906144,0.33169704269617817
Parietal_Sup_R,0.4970387436700833,-0.238806340440783,0.47843023310379024,-0.2195571232150552,-0.1528235007492119,-0.16910879979879154,-0.34929574326813834,-0.2198156693167919,-0.30799669142997815,0.004459630389026579,0.22318565264152307,-0.23762677346959232,0.469241942049702,-0.19119436944096874,-0.08500105757584016,-0.03810809719936544,-0.1597035805429397,0.0008963883283941926,-0.08764751337106881,0.16852246688988837,0.3928650049541987,0.14215080341027672,-0.41029325319465226,-0.25285757244697676,0.09776378673896456,-0.03950829376041917,-0.4120194502414655,-0.01036011833479746,0.1668269485979105,-0.10160657809429216,-0.03937123745504183,-0.38520867593450825,1.0,-0.02306955624478324,-0.24505727560323273,-0.08010257764786095,-0.6016676632200201,0.10279035401907405,-0.0991723543275037,-0.27120898939119664,-0.20471176789035303,0.23678724998432812,-0.41659827838513397,-0.2550106283524016,-0.3883977421590896,0.5021150983640987,-0.5752774621341441,-0.11083487187173524,0.04151729364903975,-0.43281153030054953
Frontal_Inf_Oper_L,0.24611126844356193,0.7111773139447509,0.5785087659253751,0.608397501629737,0.8045219069735863,0.8514488745340468,-0.008122534756148981,0.004465722263953254,0.3824783126151941,0.5794846940683192,0.15666511940978428,0.21012469620528942,0.27518734555682656,0.573520655972565,0.37291114172032663,0.4459985797702898,0.2233210459888423,0.009441241508779506,0.19078960228213532,-0.1264334068686432,0.4334532976613358,0.6574433101393937,0.5163462452324582,0.6419961475912387,0.7567941517228035,0.6957345321873686,0.2583499230978566,0.7011108692953202,0.25215581186034725,0.4311577583226925,0.7410631154063183,0.5977720388510259,-0.02306955624478324,1.0,0.303126382785991,0.7108699215279828,0.18015081335894206,0.3859773883599504,0.7748064813763663,0.4158235030419594,0.7469243598499318,-0.1800773494729839,0.3512678055498675,0.12842327822856275,0.47927638951519386,0.3099073177305476,0.2262062638924498,0.3228531172841468,0.08515183195651616,0.33465938741352624
Thal_AV_L,0.08571690746332321,0.7358980325712251,0.12464586471277743,0.35231459250849445,0.29752699162411606,0.31751264397060447,0.279557389076936,0.0899314048199735,0.672167257848647,0.4386304739151348,0.20149729428712215,0.39840978438493296,-0.10496573639054115,0.25021502495774617,0.5366142553211086,0.41955689763734366,0.15458917527874974,0.5222621223369784,0.18733511672176434,-0.07015376002220604,0.0933305572146236,0.3601011623014631,0.48814914833850714,0.5493097973140796,0.4766502423523116,0.18597218229865814,0.5198562227822268,0.4132056052718787,0.1100246735355825,0.3359215747627842,0.5348127626641276,0.4792091424529693,-0.24505727560323273,0.303126382785991,1.0,0.4664271591085932,0.4286592753219062,0.3891454179864357,0.40076777188953444,0.1496224787117477,0.5042098481283125,0.13480640403210326,0.6310260873959035,0.3590471036097543,0.5022670265869466,0.09585048817183321,0.4813661710308029,0.34926395334553406,0.10045385630292895,0.5643904288520452
Frontal_Inf_Oper_R,0.44921845061536914,0.6936435375393537,0.5372118062839626,0.6261117360585379,0.727215658719621,0.6515939986566001,0.172113833507476,-0.020413488832904517,0.636400819262547,0.7721859994070089,0.4521283842046362,0.39724185981873034,0.3119506991264651,0.6221473670019314,0.4040579183715755,0.45992884545571505,0.30624103282534565,0.35184974506457806,0.20704203714985941,-0.04362088647134081,0.5349403748723617,0.7318245277901466,0.6047075315365731,0.7597807037005604,0.6978456718452307,0.4273864620064464,0.4661176246821144,0.8177439784048633,0.2066823230725588,0.5548280185293711,0.8372427684987328,0.5839635900473042,-0.08010257764786095,0.7108699215279828,0.4664271591085932,1.0,0.31350593900313806,0.31092931097287857,0.7458010209331357,0.46521977607243264,0.7872322681884983,0.0949235005780395,0.5334773553415957,0.24929328072189375,0.5127698547647156,0.43648058487296365,0.4021165599857993,0.28348964670879234,0.04669484340049485,0.5065692055828452
Thal_LGN_R,-0.33496117341411036,0.46743794300364666,-0.27033318744386103,0.578089536089194,0.30906236592462294,0.15066033024213707,0.05679502595061114,0.43122742088343013,0.20739897797893359,-0.012729661043056735,-0.11089101604370746,-0.1895505092900541,-0.24130604158010957,0.06017098298792557,-0.00012698999898020716,0.5101930753145176,0.3261773527908752,0.08541280069642362,0.18677919182845676,0.04974696725913625,-0.2936081096150734,-0.06233460251682078,0.21272510374323433,0.20681299749279156,0.1572147028181389,0.19158925573138766,0.39394997013026667,0.048153958727498496,-0.051100810043110546,-0.14411108554506144,0.09629658887479688,0.5022211219154553,-0.6016676632200201,0.18015081335894206,0.4286592753219062,0.31350593900313806,1.0,0.33975237993505375,0.4103566616714476,0.07410894834776954,0.4052435366992026,-0.017968874171911373,0.21534921666467902,0.2053568624294279,0.4797020635028333,-0.4174644899209729,0.7896075393334184,0.15341914821823818,-0.3136212647001654,0.739580106310579
Thal_LP_L,0.037720540219027,0.5616852992497893,0.24656112284720944,0.40823940664809744,0.2672243546564151,0.13426963230266756,0.028779050511973665,0.12506224712100317,0.14796464676439497,0.07134969984080292,0.09093079751628454,-0.1693004009546052,0.14408990010578632,-0.001133509951003231,0.10301238937900625,0.5919835916956342,0.042052002941455585,0.17003807625816228,0.07890431712835551,0.04891514248757533,0.12642564613725335,0.14006040580898393,-0.051086029955750054,0.23054258014208664,0.38534560169470666,0.22724790517093515,0.018196677540232697,0.08797572380118716,0.3142498742789644,-0.15015939614673324,0.185758965794865,0.20828687000444837,0.10279035401907405,0.3859773883599504,0.3891454179864357,0.31092931097287857,0.33975237993505375,1.0,0.39960644208800733,-0.033785329486861256,0.38608886499406997,0.09965458083140397,0.10276222523088749,0.23474450123629106,0.18549246216295792,-0.058196326711095064,0.33581204896531974,0.12742874747982497,-0.13711095485875985,0.42480673119295137
Insula_L,0.10199852880329602,0.7038890753261042,0.4721517735783021,0.6707654279136467,0.8602397324403636,0.6829002433866516,-0.18332616389830633,0.2219549616469963,0.3845568306121531,0.6067297408306043,0.07585701477526247,0.11148141113688452,0.32330466125784013,0.5301636999374467,0.07943106328234698,0.5374600931424276,0.5032631538795438,-0.024341012636447428,0.15487697465586722,-0.15646390977309774,0.43233725351550906,0.6495038926666458,0.4086148814831291,0.5959849071840063,0.8065985499764708,0.5881070446202127,0.41081707574463844,0.6730340380585653,0.15886930832235927,0.26841116579272795,0.6974440819990889,0.7827560285143704,-0.0991723543275037,0.7748064813763663,0.40076777188953444,0.7458010209331357,0.4103566616714476,0.39960644208800733,1.0,0.295266987601034,0.8640495531813234,-0.06342368724529476,0.30647997900351626,0.14942052919342538,0.7359382158194575,0.290134208815134,0.30054243126069363,0.5341129166821172,-0.23206369160288537,0.4088039465801997
Vermis_9,0.4062848785888867,0.3005836973717738,0.1742656179012941,0.43208094286028514,0.4154646971104868,0.3562835786215178,0.4593005528616525,-0.2327396472273391,0.6192660536886638,0.3862347083097613,0.5609880302708489,0.4415278995341561,0.1423492448911277,0.49920471196064936,0.30207962029428187,0.16453204489698495,0.022408897480131813,0.3959786957012181,0.17417464679608027,-0.11109555290336022,0.3156640953082848,0.37192389894539196,0.6733176625264914,0.5551334463179178,0.19744182839156932,0.25666259286371435,0.3306919262750245,0.49150476923010283,0.2188367760650835,0.4828005590250885,0.5394639886811267,0.13712803707461116,-0.27120898939119664,0.4158235030419594,0.1496224787117477,0.46521977607243264,0.07410894834776954,-0.033785329486861256,0.295266987601034,1.0,0.43201155575105804,0.25864156013012674,0.5349538726961343,0.19490496308691035,0.04456941827301451,0.13910795261936873,0.31137978554974577,0.05450561734052653,0.26268854323723156,0.37385272745725834
Frontal_Inf_Tri_R,0.09876734763620339,0.6947880584718791,0.3418786973877225,0.7542746743225086,0.8250112040962165,0.6273256687002903,0.028812458299011467,0.1580830437061751,0.6008422835004741,0.5992764488666238,0.12367281997854704,0.1883968264727258,0.27559550010739775,0.6256287233688673,0.23828581924941622,0.5061320652262946,0.33778178880359105,0.20573045422306518,0.1680032898906055,-0.14431446679682391,0.3402974155498002,0.5971311346865356,0.45576783844027685,0.7053779196964806,0.70338958734092,0.5237269528599175,0.5062854234129089,0.7081493778870334,0.15581901210292992,0.2869453371220394,0.7991942455361736,0.6805707359319181,-0.20471176789035303,0.7469243598499318,0.5042098481283125,0.7872322681884983,0.4052435366992026,0.38608886499406997,0.8640495531813234,0.43201155575105804,1.0,0.05033070500502907,0.42108140443160874,0.2551491907978446,0.6716143313529688,0.21964083127354855,0.38665278686940213,0.47179175332897705,-0.2201955763190054,0.4567608695940201
Cerebellum_7b_L,0.4699355921536439,-0.056247159789923076,0.05664982996877788,0.16484788434243663,-0.1432015176009106,-0.39212809716378616,0.16361460737231803,-0.09934678563979767,0.2789536897636413,0.0048221784073165215,0.5951459150672174,0.033645287728066096,0.34226107096979985,-0.08349589747004342,0.027021958056654184,0.27519972711052315,-0.22767904221426852,0.5107599505914481,0.07746406272658031,0.31950144800781294,0.19892336935667912,0.017650767739753208,0.03815997165670359,0.07261293500459995,-0.06402342394005194,-0.2820096746817301,-0.019971315472019226,0.02025535660362141,0.11776117601802459,-0.1067585667028644,0.08526640699203263,-0.3103653613698954,0.23678724998432812,-0.1800773494729839,0.13480640403210326,0.0949235005780395,-0.017968874171911373,0.09965458083140397,-0.06342368724529476,0.25864156013012674,0.05033070500502907,1.0,0.24083025848365866,0.13062868998854066,-0.3131736755677445,0.014314268834472387,0.18970852598900104,-0.21326759278300636,0.025707507427373988,0.3101230311488039
Cerebellum_8_L,0.3185990592252591,0.5737017969003904,0.1800627670985916,0.35218265094947465,0.32069011290061655,0.41948071204032017,0.5004030008825725,-0.04374469624959385,0.8082714666175901,0.5880140303256908,0.49021451231265495,0.694152696642932,-0.0483667184293278,0.48742219751033816,0.6214284680025706,0.3064118127271945,-0.015807246350834556,0.5641194614546201,0.2074769117692121,0.008841193118663099,0.20363783516684225,0.44717854248113525,0.7963187205200248,0.7249115988194049,0.35870535707396783,0.19284849864989154,0.5626810743114493,0.5381165365975619,0.23398263656168664,0.592430525706883,0.6302947902163081,0.3336859466723969,-0.41659827838513397,0.3512678055498675,0.6310260873959035,0.5334773553415957,0.21534921666467902,0.10276222523088749,0.30647997900351626,0.5349538726961343,0.42108140443160874,0.24083025848365866,1.0,0.4985847196787141,0.3472062217658234,0.10723370575103007,0.4933395471373539,0.3561739870945721,0.36883425974293715,0.5610040749210778
Vermis_8,0.038623416318724874,0.3593937215340465,-0.09437257195638415,0.3546617062966654,0.15633236790308228,0.10262652339963244,0.28110482032678274,0.2736067315485083,0.4071312664082034,0.10917655780794824,0.19886346003612582,0.09937617865634366,0.10301183909129581,0.35934838818763415,0.2627215973913796,0.19758055200730992,-0.2773552988244556,0.31668419735281267,0.12855361268389975,-0.08128516164085509,-0.06441031028006337,0.12876405675247166,0.2481624556213213,0.47288675135545055,0.1246887280601565,0.15804585551464687,0.3370088134123409,0.176512027344746,0.33101092367560525,0.08007247349147589,0.2548438050945733,0.10429821047270986,-0.2550106283524016,0.12842327822856275,0.3590471036097543,0.24929328072189375,0.2053568624294279,0.23474450123629106,0.14942052919342538,0.19490496308691035,0.2551491907978446,0.13062868998854066,0.4985847196787141,1.0,0.21795416278059493,-0.04874534876016365,0.3833178222334396,0.178239405662109,0.10901577306053165,0.3483921087002633
Thal_VA_R,-0.2121400630331571,0.6443460593145292,0.17629088899359643,0.4420955674868674,0.6966916887809883,0.5985706123405488,-0.22184060057042604,0.3983203811592768,0.3227850928550104,0.5331873962003596,-0.21021667155880652,0.23960848564020543,-0.016118647813234903,0.41420720343088024,0.10821760297168154,0.31282563106567085,0.5468723046178271,-0.18864004699842313,0.14297995484720108,-0.1581016603286719,0.18809331431063678,0.5434991622325319,0.3704550815850032,0.5155176355722643,0.6919634895357201,0.4238824224077766,0.5175241599595082,0.5576675390426684,-0.08149952352436336,0.3013903570311383,0.5280080300714995,0.8983901313494095,-0.3883977421590896,0.47927638951519386,0.5022670265869466,0.5127698547647156,0.4797020635028333,0.18549246216295792,0.7359382158194575,0.04456941827301451,0.6716143313529688,-0.3131736755677445,0.3472062217658234,0.21795416278059493,1.0,0.22117945961561142,0.266142333327837,0.5452766545048168,-0.2806859598069306,0.2604959897739264
Paracentral_Lobule_L,0.6400215905187989,0.1855527507053411,0.6696007189877251,-0.03158912439662343,0.3001161009892142,0.3715258092147128,-0.16557682312130215,-0.15447138692195136,0.2602935088293319,0.6929768156241115,0.4056187243628848,0.39657825132724245,0.5074896168808233,0.3787779377119526,0.16208736910089785,-0.06381437048703616,0.20442067951627235,0.017886291123583392,0.12715287661965827,0.047099946716822445,0.8148594542208554,0.7899960270902058,0.32547737533137605,0.3509376990576551,0.5659761482288896,0.218547951612662,0.10052835247538752,0.6906669152464187,0.029829017014310833,0.6508531524065615,0.5374160623227594,0.2028098789126496,0.5021150983640987,0.3099073177305476,0.09585048817183321,0.43648058487296365,-0.4174644899209729,-0.058196326711095064,0.290134208815134,0.13910795261936873,0.21964083127354855,0.014314268834472387,0.10723370575103007,-0.04874534876016365,0.22117945961561142,1.0,-0.4489472287354556,0.05253306061657915,0.13322171778758163,-0.27604744616925975
Thal_PuA_R,-0.08920738885017407,0.4946968106270523,-0.21907560498177348,0.5869084973352235,0.25110057080857245,0.14947821426941568,0.3183133541169911,0.2548438029196597,0.4273179950853279,0.051076172247345876,0.20110443497806632,0.012557912494437882,-0.19208108604048224,0.1606749976375543,0.3132032497946075,0.5621544327702439,0.04034670876486349,0.412855534593693,0.1620400132317627,0.06416258460903723,-0.2851693421009683,-0.03314952096481945,0.36763610810519587,0.461506267154147,0.09583395369151936,0.12310365883250038,0.40753353861783265,0.10282662100773948,0.1995675410737932,-0.03555296282016388,0.21742433293293303,0.305790379269733,-0.5752774621341441,0.2262062638924498,0.4813661710308029,0.4021165599857993,0.7896075393334184,0.33581204896531974,0.30054243126069363,0.31137978554974577,0.38665278686940213,0.18970852598900104,0.4933395471373539,0.3833178222334396,0.266142333327837,-0.4489472287354556,1.0,0.06696700870558955,-0.029203308483978844,0.9138795923963344
OFCpost_L,-0.09352566253971695,0.3628741640750231,0.037676127380736286,0.296821011232834,0.36984912803173386,0.4516409911127466,-0.01125226354140033,0.23016060160391863,0.31589445160719826,0.3092752006374529,-0.14238345891888363,0.1505357721800441,-0.12575751639206337,0.3405767789952716,0.16089954056762995,0.11098754469878438,0.16841205157557687,0.10397997908646953,0.02125567241708498,-0.24509239715673356,-0.006699382000553243,0.2294819163233967,0.23120849925772197,0.32464727457090964,0.39175680280088343,0.4651041697618909,0.3520510208318774,0.2889377343027284,0.14862968487166026,0.1383687553202203,0.3948260653907378,0.4250849227529511,-0.11083487187173524,0.3228531172841468,0.34926395334553406,0.28348964670879234,0.15341914821823818,0.12742874747982497,0.5341129166821172,0.05450561734052653,0.47179175332897705,-0.21326759278300636,0.3561739870945721,0.178239405662109,0.5452766545048168,0.05253306061657915,0.06696700870558955,1.0,-0.027727304420813753,0.07826233414285572
Occipital_Inf_L,0.3976891455725441,0.13173413280063834,0.08618723681750423,-0.24084933770146222,-0.15967664444882612,0.20096997581852338,0.39530164305853643,-0.28018972323082875,0.22114363333122208,0.09973550349476508,0.34209932897914896,0.4245796474159861,-0.10769308323492172,0.12004008405997924,0.43072462065734707,-0.22689980577290433,-0.38989877368614095,0.24047079516345035,0.13747614855037235,-0.18963106502998625,0.054176231113527096,0.1053890152140704,0.3967095725183646,0.18624094886674203,-0.010619738610105683,0.07842325771922147,-0.10867526276189796,0.09858586841687221,0.11531778219660403,0.43276303152571066,0.13147310736681084,-0.1601938889906144,0.04151729364903975,0.08515183195651616,0.10045385630292895,0.04669484340049485,-0.3136212647001654,-0.13711095485875985,-0.23206369160288537,0.26268854323723156,-0.2201955763190054,0.025707507427373988,0.36883425974293715,0.10901577306053165,-0.2806859598069306,0.13322171778758163,-0.029203308483978844,-0.027727304420813753,1.0,-0.019193498813972473
Thal_PuM_R,0.07751115590730241,0.5664335839012282,0.032368353604597895,0.6507116968899795,0.3241866716903779,0.2136837121911839,0.28940421531348165,0.1700080097579464,0.5113612513707864,0.2330694843295009,0.3547777263355659,0.08536874490415708,-0.020434222334195472,0.20827517055194605,0.3279175416529096,0.7463203560940478,0.0816110664916065,0.4689743185503366,0.2077841782342236,0.16860543662931776,-0.03954937295634767,0.1460439730292211,0.4545267097143413,0.4972330976716415,0.26211869250755354,0.16786082663410043,0.47961642346304173,0.2367984260572328,0.26213251940305243,0.08459387656938262,0.3550204258135989,0.33169704269617817,-0.43281153030054953,0.33465938741352624,0.5643904288520452,0.5065692055828452,0.739580106310579,0.42480673119295137,0.4088039465801997,0.37385272745725834,0.4567608695940201,0.3101230311488039,0.5610040749210778,0.3483921087002633,0.2604959897739264,-0.27604744616925975,0.9138795923963344,0.07826233414285572,-0.019193498813972473,1.0
