,Thal_IL_L,Cerebellum_Crus1_L,Rectus_L,Frontal_Mid_2_R,Thal_MDm_R,Precentral_L,Precuneus_R,Vermis_9,SupraMarginal_R,Raphe_D,N_Acc_L,Frontal_Inf_Tri_L,SN_pc_L,Occipital_Mid_L,Precentral_R,ACC_sup_R,Vermis_3,OFCant_R,Thal_PuA_L,Thal_LGN_R,Cingulate_Post_L,OFCant_L,Frontal_Med_Orb_R,Thal_PuL_R,Parietal_Inf_L,Cerebellum_9_L,Thal_LGN_L,N_Acc_R,Heschl_L,Thal_MDl_L,Precuneus_L,ACC_sub_R,ACC_pre_R,Thal_VPL_R,Angular_L,Insula_L,Caudate_L,Olfactory_R,Frontal_Inf_Tri_R,Vermis_8,Rolandic_Oper_R,Cerebellum_3_R,Cuneus_R,SN_pr_L,Vermis_4_5,Cingulate_Mid_L,Temporal_Pole_Sup_R,Temporal_Sup_L,Occipital_Sup_L,Postcentral_R,Raphe_M,Hippocampus_R,Putamen_R,ParaHippocampal_L,Amygdala_L
Cingulate_Post_L,0.6725868340567076,0.37823389249990064,0.19377434540251226,0.8312090631315364,0.6743965410068778,0.7043985494795156,0.8446229638680715,0.46410419736073893,0.4624044927308688,0.36699568798230364,0.06577502983239664,0.4045742563155925,0.18459622442199006,0.49599917875863936,0.5269101107680036,0.25804669964477195,0.6652778983248989,0.22713623733610172,0.054068572879222135,0.028541868360935037,1.0,0.16157010238993108,-0.1120948769565962,0.32845093679300597,0.691988887435059,0.4362543888126615,0.39969844009155003,-0.11714047060979943,0.15249197396362713,0.32254399672872197,0.8477164772048995,-0.061121201570369925,0.3008297142484748,0.22448682283811147,0.4784473153743378,0.6238686411640028,0.4674028779826729,0.22929502017090916,0.618584225061974,0.18898158832333747,0.49991167725083535,0.7084894025476497,0.71404330378756,0.22432201858524592,0.7776714598907057,0.7432271314256792,0.09925798677997749,0.7973441216285612,0.4786477551575862,0.549568435015604,0.42023617635560007,0.45712597331269844,0.6448604654138761,0.4640989671576056,0.18892796911240164
OFCant_L,0.31338457473567854,0.0759219585327873,-0.08726933760088125,0.2379449402754628,0.19906080847243815,0.08878866137276839,0.1703985106433306,-0.042528630229156233,0.2498337587983025,0.2852277883266245,0.5284128830349688,0.23732616353359057,-0.01900095986890021,-0.3113691191919206,-0.01173753898888195,0.23127116923817106,-0.08564168898582034,-0.05373523870223015,0.08953853265680883,0.10537283083850507,0.16157010238993108,1.0,0.3010543197219866,0.060622383333417226,-0.02632882160864067,0.14942965492090365,-0.13164803914684542,-0.136494718667459,-0.3810625931678523,0.2635580798809276,0.13575706294332265,0.18446810447972867,0.2967000003355355,0.02873691410524782,-0.23223217453095432,0.4379209387921617,0.21607919155165012,0.33664747634627895,0.38896332728943694,0.0864119662236444,0.11397936478595906,0.0991175655325518,0.1012960978889316,0.19764099334963492,0.29703082505506134,0.16212896771772053,0.012790447237838223,0.22638444095364202,-0.30357275377077897,0.05979455220857622,0.33335498096935895,0.30049084174561036,0.24195606648302984,0.5126208741252339,0.551297463811185
Frontal_Med_Orb_R,-0.04238601912496939,0.18386840767699522,-0.16922812364084197,-0.09855118680062414,0.05963327791503863,-0.12201081783416802,-0.1178496950038262,-0.18567804742022456,-0.0233828568826026,0.013438134505639535,-0.04665339589831559,-0.162464560660109,0.09165915408484128,-0.11179253678660626,-0.18621928169929355,0.016028054685001212,-0.028153100005281147,-0.312919890207385,0.20703642586306692,0.045878032955425134,-0.1120948769565962,0.3010543197219866,1.0,0.013284455247908304,-0.09438715264338292,0.2040470682789654,-0.1974518847707556,0.0032259563053670783,-0.269983733235855,0.3005034188713519,-0.07779095514633716,0.08195908923785813,-0.18073227720008667,0.04991683487979854,-0.11158550523947217,-0.1192390332917243,-0.05954123206811888,-0.19838191011085377,-0.11800418439663975,0.17024986136005613,-0.12887913685325433,-0.042514464774833505,0.05790305996497832,-0.07466946472216913,0.025418600930350577,-0.08067658307332462,0.027474743219461927,-0.07267817612049744,-0.2107570650552497,-0.20190799880686489,-0.038740068626499,0.11704879088988128,-0.14745539950021563,0.14811826642877013,0.13496875168570444
Thal_PuL_R,0.22008576720086126,0.11268917021741329,0.15562573026688453,0.35250961617821613,0.3073255365004388,0.03630390905125796,0.12629736735927607,0.16453204489698495,0.30313466705417136,0.46901959803834387,0.2675219588889207,0.4535850301210873,0.44664424704451466,0.22541739414004558,0.11437090887325854,0.6988371512881171,0.19198462373118663,0.26617571557359326,0.24595817050623198,0.5101930753145176,0.32845093679300597,0.060622383333417226,0.013284455247908304,1.0,0.2722724764836155,0.001837860479470995,0.18097455977906327,0.20807585326405964,0.5887440737463623,0.31319249218882944,0.050676149545802136,0.14135004092365253,0.34447756362791504,0.6711389473427883,0.3028687177719362,0.5374600931424276,0.582042766554958,0.2843044490946115,0.5061320652262946,0.19758055200730992,0.7202945025485095,0.028906638317401867,0.06496688557787055,0.4636769532298659,0.23746050254641454,0.54068630441774,0.4746700301020071,0.46439639332397514,0.11124517064225087,0.08143530406675771,0.22256371431672212,0.54214152978156,0.44886280148638125,0.26714559566887874,0.1631200012178027
Parietal_Inf_L,0.4497990360717741,0.3862045824433029,0.15514051065620146,0.6565818099381772,0.5404683133437262,0.5788865662594724,0.7302340981416036,0.5205619110986276,0.48540609712965455,-0.045743278940875785,-0.21924411784841927,0.3009365242983455,0.1006831700867329,0.8094180672128265,0.34137186890870586,0.08634316894646521,0.7522456392717118,0.09618922645808405,0.05252563529930523,-0.058754710432005565,0.691988887435059,-0.02632882160864067,-0.09438715264338292,0.2722724764836155,1.0,0.5274616004329085,0.45474792966652966,-0.031487107650803654,0.281386721452579,0.39461301731434223,0.7378068464588956,-0.19071200064187113,0.0019485707551645487,0.1617061982515017,0.8617372062699524,0.3805857347697709,0.1815483162422074,0.045438213348207655,0.4316472135381801,0.17991096736505172,0.4691784160641319,0.5385088837744113,0.7454433579986861,-0.074473500923496,0.5933774113427079,0.615559401698813,0.29213992782413506,0.6034103263198317,0.7189671394020402,0.3695641690980979,0.10599804374573149,0.34155439346071087,0.36444079316532263,0.38897324245873305,0.06675599164108476
Cerebellum_9_L,0.5140944625751466,0.7972884415578232,0.21438915793080188,0.5232042224335853,0.5758339676502299,0.4160239209509051,0.4760115457639709,0.6358478557393686,0.17743204181342181,-0.0686113314700527,-0.21897466532057766,0.23089604528929802,0.23962545286198333,0.5730204165726361,0.04518150046489565,-0.1432316430573717,0.6219425137653533,-0.23770522105769126,0.374838894669071,-0.13749113406134003,0.4362543888126615,0.14942965492090365,0.2040470682789654,0.001837860479470995,0.5274616004329085,1.0,0.03800612005864307,-0.05885821816459361,-0.13311141089128398,0.49371060929275196,0.5096750624738511,-0.21327217277053218,-0.07024585667230401,0.06563384608772806,0.35264704790725304,0.09126495257672318,0.12744601295511235,-0.13558035397509055,0.22191812916125683,0.3067382757578028,0.23676962828931813,0.5746528545116264,0.6692047292328692,-0.01819329297965165,0.6111817019137807,0.29560058022215124,0.22725264822740793,0.4198558138993605,0.44325577209172806,0.06045213496114429,0.11632242604747738,0.3001846771500122,0.21724200363021423,0.21286877174150814,-0.06615006948015008
Thal_LGN_L,0.259203307738639,-0.09559852872702052,0.041566349507799326,0.30059408359838935,0.27803413732321086,0.3927792794632835,0.47542159117650734,0.1423492448911277,0.32655236509742225,-0.02596730523924555,-0.29347952390200455,0.267213774781311,0.14339419214087973,0.34911649258492444,0.4232684671843603,0.13703224397555339,0.48864712853619424,0.18223665743082892,-0.24879373452260392,-0.24130604158010957,0.39969844009155003,-0.13164803914684542,-0.1974518847707556,0.18097455977906327,0.45474792966652966,0.03800612005864307,1.0,0.3022515144878393,0.4320263283870685,0.07139916030877458,0.4430994246717832,0.044486095295017916,0.10036287061063014,-0.021677669368800907,0.34599771099036214,0.32330466125784013,0.197600738444078,-0.11470560672757288,0.27559550010739775,0.10301183909129581,0.30348713075730566,0.3696147405474871,0.31516246764688766,-0.006139340338711367,0.0834778131027907,0.3483925435711581,0.043085446838811554,0.21753227056346794,0.4161319864276045,0.46910920869561606,0.020199946720027815,0.10630102029093526,0.26891745990631155,0.11058362419005596,0.08975858026245025
N_Acc_R,0.12461853912008719,-0.022438689250178227,0.030373518263376077,-0.13129174267466448,0.20215416460468727,-0.34251153828064274,-0.18014803158523712,0.19254121427544324,-0.011803576766974666,0.17930694170074468,-0.017940591169531304,0.36579780973535175,0.5097011541538393,0.03107857460246731,-0.28169523991854756,0.1405052694802712,-0.10815313379067518,0.1147430557543325,0.16591567247005926,0.18703599785326047,-0.11714047060979943,-0.136494718667459,0.0032259563053670783,0.20807585326405964,-0.031487107650803654,-0.05885821816459361,0.3022515144878393,1.0,0.3176152621801641,0.11820794686333115,-0.14608668934778835,0.391505712525704,-0.023226108703784325,0.31246480729598525,0.09213014836194225,0.1326381975796922,0.33996165724737376,0.0779665911004387,0.19409893356352614,0.352241840333982,0.33239429583562125,-0.2456159114414707,-0.2782459856823653,0.4032567907495385,-0.31764509085057624,-0.20662752355401495,0.30027156009642264,-0.00033623138915971936,-0.0977273645995488,-0.24320151621848188,0.19270406504254176,0.4112394756425943,0.22172649598243663,0.09443447140724531,0.41533794976334537
Heschl_L,0.02752502296378313,-0.042125954703071934,-0.018907412331667327,0.15576414435991828,0.11001692950447516,0.056148315398117724,0.06980598214569109,0.2351744976128437,0.06838648417549115,0.12730709382461278,-0.053215879813270486,0.4347859396292364,0.19422301408794324,0.3288877533568683,0.12780397154685355,0.34980798506997546,0.30371577429199254,0.27552545386435745,-0.14030354435319303,0.21117571229652787,0.15249197396362713,-0.3810625931678523,-0.269983733235855,0.5887440737463623,0.281386721452579,-0.13311141089128398,0.4320263283870685,0.3176152621801641,1.0,-0.07779739407111594,-0.051340082342549206,-0.00983257350004694,0.13355616090720115,0.38178521788515263,0.3375367418549647,0.33754021076925345,0.3248472517162667,0.05696077394132722,0.2477799496084153,-0.08570154320959951,0.5914974133152663,-0.01125084134349676,-0.02190278102955818,0.2223029085693954,-0.02396395295867668,0.3333496396499353,0.34166379097122124,0.20506672951672525,0.3010653092210875,0.08342707023413994,-0.013774053818821625,0.18342895798960857,0.26304020219908586,-0.07066907382826818,-0.1293053106792569
Thal_MDl_L,0.5149897260959246,0.44929578318478114,0.12987266716933069,0.38278842003595,0.6854095398097763,0.006184486523826757,0.23804428014953802,0.2459263823830689,0.5584209359109494,0.20346057437557744,0.10287945736294621,0.22306182859401916,0.41881337196665236,0.2948507613998418,-0.14762124257948153,0.29952443707795134,0.35509289293595975,-0.015351473495929063,0.5986864721060046,0.2472008351272584,0.32254399672872197,0.2635580798809276,0.3005034188713519,0.31319249218882944,0.39461301731434223,0.49371060929275196,0.07139916030877458,0.11820794686333115,-0.07779739407111594,1.0,0.38102540983097793,0.09604269862435537,0.02850456815091726,0.38496566012455197,0.33383602896724657,0.291800289016184,0.3297961840105277,-0.02087216119949274,0.44929317413854847,0.5106646424660379,0.3994675901016773,0.15410094112194783,0.422411333513354,0.07961231052512298,0.47991762490762346,0.37709583334054997,0.49900976693173466,0.39434496849457645,0.14575131559958834,-0.0676561909741361,0.3570325905167244,0.5921207426902703,0.2713570981869746,0.5990010345981943,0.3685495739795691
Precuneus_L,0.6362490333230961,0.41191460654593665,0.1716253672342972,0.7834190615521018,0.6649310168392478,0.8041236411425473,0.9456995726190899,0.4147962225300283,0.5716865760684602,0.1452864996034248,-0.10512508138211897,0.2263914450162298,0.18463192945181683,0.5428246592056029,0.6238007773908084,0.06816368044847983,0.7205855696234212,0.11846542871672948,0.08172635588284506,-0.18128988959589884,0.8477164772048995,0.13575706294332265,-0.07779095514633716,0.050676149545802136,0.7378068464588956,0.5096750624738511,0.4430994246717832,-0.14608668934778835,-0.051340082342549206,0.38102540983097793,1.0,-0.0480393398202991,0.17898043793603952,0.0020964103068018118,0.47514444552319424,0.4547500869106308,0.2758407939887369,0.06238320264516082,0.46645725197523485,0.2131781981534147,0.2968970863838438,0.8282865117686982,0.8671576083119465,0.038491785527640425,0.7227708510198771,0.5914809832858433,-0.02843526921230725,0.6879325926490771,0.6269244787468887,0.6611526866878454,0.32611867913927534,0.3699232603661086,0.4849300150722518,0.4671487929156475,0.19266242241137954
ACC_sub_R,0.05451482363171895,-0.07190081505448159,0.14978552965821523,0.013296984010230247,0.0957523804938972,-0.24995720123127144,-0.125534470919747,-0.2327396472273391,-0.168151668460251,0.42341232554232844,0.35794640411673534,-0.09489511045858588,0.4247339643863412,-0.268958659156374,-0.18856872573824232,0.28990579712628267,-0.242586648396352,0.5553476900860064,-0.030943543861661166,0.43122742088343013,-0.061121201570369925,0.18446810447972867,0.08195908923785813,0.14135004092365253,-0.19071200064187113,-0.21327217277053218,0.044486095295017916,0.391505712525704,-0.00983257350004694,0.09604269862435537,-0.0480393398202991,1.0,0.4618641924547419,0.35613091266557256,-0.19163811235878092,0.2219549616469963,0.37527259752589887,0.4501144546401271,0.1580830437061751,0.2736067315485083,0.02626779754407609,-0.2478450770539,-0.27688914652972113,0.382345936013475,-0.18185483935376748,-0.3141883912925483,0.2601130662509959,-0.011961904796821816,-0.35249616246778587,-0.2082693413528996,0.2959288247877219,0.30964611433318945,0.13415893790754804,0.17356651224588407,0.40452156530680344
ACC_pre_R,0.36434535863080664,-0.07150859883462916,0.2898353482508844,0.4840300012884305,0.24244887322990272,0.2308748877888961,0.2551347889018065,-0.04166802971560276,0.09682398646634709,0.6293273938485713,0.689032608794438,0.3167165228773763,0.3467160154753547,-0.1600450035909423,0.2921020698743776,0.7153808983876754,0.028087545177437525,0.7284206709532763,0.03199968854795045,0.3984839986621423,0.3008297142484748,0.2967000003355355,-0.18073227720008667,0.34447756362791504,0.0019485707551645487,-0.07024585667230401,0.10036287061063014,-0.023226108703784325,0.13355616090720115,0.02850456815091726,0.17898043793603952,0.4618641924547419,1.0,0.47840106532612725,-0.18971708185379976,0.65112430946678,0.7235461946744206,0.6346098439501892,0.5200642077017428,0.04416625590354252,0.3573305392788493,0.17755235671849012,-0.05518709689267028,0.5626819007688042,0.23851038532543037,0.21366850122493963,0.18785697111611993,0.3964371960810473,-0.0756956746195163,0.2702104873209057,0.5374794230794668,0.34997081410836534,0.5639472198968621,0.1537829015763003,0.1936951855544119
Thal_VPL_R,0.4059315300496698,0.2989361484738753,0.21426266502201488,0.3527235205677236,0.5007884531303445,-0.12367485750713111,-0.010714908287947408,0.24829475799087528,0.09620835876429766,0.6933870780281276,0.451790467965471,0.4347100368562186,0.6733265246690697,0.15084348953952836,-0.191043931546213,0.6895529782644771,0.08247515438163443,0.44976574449535367,0.4391070706704904,0.819263411036886,0.22448682283811147,0.02873691410524782,0.04991683487979854,0.6711389473427883,0.1617061982515017,0.06563384608772806,-0.021677669368800907,0.31246480729598525,0.38178521788515263,0.38496566012455197,0.0020964103068018118,0.35613091266557256,0.47840106532612725,1.0,0.16392052652831576,0.5489859344781449,0.7642326200123063,0.4688452075457035,0.5466763009864889,0.36401439283577336,0.6755717097137545,-0.14047220674521713,-0.0012446690436121058,0.6556130441518345,0.3052880553970664,0.2617122486161871,0.6976566867020942,0.47791929888880774,-0.08180771378227414,-0.24888689655370502,0.5750143746960676,0.6658863747081373,0.4585246651090078,0.3278251327807119,0.2913203980515565
Angular_L,0.1545327954335151,0.26579897464392727,0.13375742042689973,0.30915988519371046,0.322488175669194,0.24875034580716968,0.42415173858662825,0.39470763142264875,0.3539755619739607,-0.225928253113453,-0.3236867688511311,0.13823691071511163,0.10673719909080422,0.856181669520146,0.12147526055318948,0.04420945944001864,0.5659947035535806,0.054365456990818274,0.13157042136406435,0.012588750520150883,0.4784473153743378,-0.23223217453095432,-0.11158550523947217,0.3028687177719362,0.8617372062699524,0.35264704790725304,0.34599771099036214,0.09213014836194225,0.3375367418549647,0.33383602896724657,0.47514444552319424,-0.19163811235878092,-0.18971708185379976,0.16392052652831576,1.0,0.12548270497710878,0.0016266399023964395,-0.06224582828023979,0.1949983790220302,0.18080369826996834,0.37822424434265844,0.24151378486179398,0.5350511775870804,-0.1769659921804948,0.30148591027925337,0.38942683833590147,0.3747947882834863,0.3681802403552268,0.6875705347705152,0.11909785899954578,-0.10102341840508497,0.24062551053179182,0.09821353971671906,0.23621413354337198,-0.01749060619583649
Insula_L,0.6954217978486242,0.13442375579131385,0.15487697465586722,0.7404959422216792,0.5959849071840063,0.40837020527392326,0.5403438499681803,0.295266987601034,0.4893595623325847,0.6997031074064107,0.6071088523990662,0.7256381861421876,0.317209948736112,0.07585701477526247,0.33396329945878667,0.6528377862797136,0.3096826910655808,0.45821454248064797,0.0890673477076133,0.4103566616714476,0.6238686411640028,0.4379209387921617,-0.1192390332917243,0.5374600931424276,0.3805857347697709,0.09126495257672318,0.32330466125784013,0.1326381975796922,0.33754021076925345,0.291800289016184,0.4547500869106308,0.2219549616469963,0.65112430946678,0.5489859344781449,0.12548270497710878,1.0,0.8110142974025896,0.6249641121532117,0.8640495531813234,0.14942052919342538,0.7443341994867456,0.33632802122839,0.2757774610663703,0.6432709998906345,0.5843715504972667,0.6469010894070959,0.2791821107496113,0.7723405143338263,0.10199852880329602,0.3679243364313389,0.6969375627754498,0.6836731879234668,0.8602397324403636,0.6205573865094257,0.564876096861361
Caudate_L,0.6649116716450915,0.2094396844362599,0.25063270038118646,0.6386949801976006,0.6376210279345802,0.18958628518285206,0.3203675620325872,0.27675280449553463,0.2851315454905675,0.8265987577289802,0.5813006583785499,0.6388795814916695,0.6213838934282672,0.0437665325140479,0.18128727512765816,0.7295413191675715,0.1966759742501847,0.5486095207620242,0.2936323562667379,0.5438805374841259,0.4674028779826729,0.21607919155165012,-0.05954123206811888,0.582042766554958,0.1815483162422074,0.12744601295511235,0.197600738444078,0.33996165724737376,0.3248472517162667,0.3297961840105277,0.2758407939887369,0.37527259752589887,0.7235461946744206,0.7642326200123063,0.0016266399023964395,0.8110142974025896,1.0,0.5649618639314502,0.7479297413637228,0.3063319918422295,0.7289489532807573,0.2193056294850649,0.086646571644511,0.7876359358756276,0.45281440393788114,0.4474303568413937,0.34804910129665384,0.6913031459986553,-0.008166356881803886,0.1898710718565783,0.7440788126171417,0.7082531662307838,0.8181082638830862,0.4155916098897508,0.4187477259796103
Olfactory_R,0.38210349911404795,0.014094679982082118,0.20884001094116766,0.3975470400944035,0.2001035577398621,-0.03921901977502259,0.09797226697737646,0.11871086761354085,-0.04189822727065573,0.6572458078126834,0.7588735674709888,0.3244160115715645,0.16882189357287827,-0.19139867197084692,-0.10621187617382141,0.4068537706491248,-0.20779661710766265,0.6760422829141554,-0.002372009542553148,0.596366543231887,0.22929502017090916,0.33664747634627895,-0.19838191011085377,0.2843044490946115,0.045438213348207655,-0.13558035397509055,-0.11470560672757288,0.0779665911004387,0.05696077394132722,-0.02087216119949274,0.06238320264516082,0.4501144546401271,0.6346098439501892,0.4688452075457035,-0.06224582828023979,0.6249641121532117,0.5649618639314502,1.0,0.5689853262224639,0.06949132187887716,0.32883778279558273,-0.12336156059549995,-0.14994455375290758,0.6458664348139824,0.250474247523889,0.0855810437393047,0.27510852634047034,0.43120817542378703,-0.2415513022363705,-0.12561464353392868,0.498490013600645,0.4749378597664181,0.5793824727813572,0.41003323254685237,0.5431867970732621
Frontal_Inf_Tri_R,0.8169316599458163,0.2516608145556923,0.1680032898906055,0.7562912110760147,0.7053779196964806,0.3121432319226294,0.4908885257963899,0.43201155575105804,0.5791854487585171,0.6505028311399044,0.48782201378941203,0.7954792287816499,0.34653638341388115,0.12367281997854704,0.17061945624022293,0.6115143749487875,0.3226973906895953,0.4047876520464979,0.30970447477576163,0.4052435366992026,0.618584225061974,0.38896332728943694,-0.11800418439663975,0.5061320652262946,0.4316472135381801,0.22191812916125683,0.27559550010739775,0.19409893356352614,0.2477799496084153,0.44929317413854847,0.46645725197523485,0.1580830437061751,0.5200642077017428,0.5466763009864889,0.1949983790220302,0.8640495531813234,0.7479297413637228,0.5689853262224639,1.0,0.2551491907978446,0.7999551154033713,0.3193809792854337,0.31493167894952456,0.6220315767680317,0.6508891529643335,0.6531133773340151,0.4528982254556975,0.7666225522223062,0.09876734763620339,0.22956484673930297,0.6979295508579807,0.7812459103563154,0.8250112040962165,0.6609333868083537,0.5657542695047727
Vermis_8,0.2922415987247829,0.28295378354618467,0.12855361268389975,0.16675333311136148,0.47288675135545055,-0.11964909575418337,0.06285381786757009,0.19490496308691035,0.1611306371528078,0.26396240723541947,0.02275656323001624,0.10290950657865766,0.5112297576085875,0.19886346003612582,-0.22373509594528185,0.17386695699800206,0.06356858356415764,0.15381693122907267,0.4251357182659232,0.2053568624294279,0.18898158832333747,0.0864119662236444,0.17024986136005613,0.19758055200730992,0.17991096736505172,0.3067382757578028,0.10301183909129581,0.352241840333982,-0.08570154320959951,0.5106646424660379,0.2131781981534147,0.2736067315485083,0.04416625590354252,0.36401439283577336,0.18080369826996834,0.14942052919342538,0.3063319918422295,0.06949132187887716,0.2551491907978446,1.0,0.21953598005825609,0.027474309569344862,0.18184100205833195,0.15735781900302456,0.20188206548840268,0.07682472753822066,0.350498511646544,0.1986162963858738,0.038623416318724874,-0.17765821402052018,0.27546613180957213,0.4484175665694077,0.15633236790308228,0.3433421811439289,0.29256181311994905
Rolandic_Oper_R,0.6243186439762975,0.28195446788488854,0.14299363447811023,0.5973356946068799,0.618694542739335,0.23474465835089994,0.3623599741055661,0.48853693837279843,0.499817476579575,0.5015357625069027,0.294440443390413,0.8283279342293436,0.45776550707886837,0.35959940901672816,0.15750117919446416,0.63095058731844,0.4094099531769591,0.2586744267492694,0.3591519487945982,0.446063120162489,0.49991167725083535,0.11397936478595906,-0.12887913685325433,0.7202945025485095,0.4691784160641319,0.23676962828931813,0.30348713075730566,0.33239429583562125,0.5914974133152663,0.3994675901016773,0.2968970863838438,0.02626779754407609,0.3573305392788493,0.6755717097137545,0.37822424434265844,0.7443341994867456,0.7289489532807573,0.32883778279558273,0.7999551154033713,0.21953598005825609,1.0,0.2460960207023318,0.2732835520359695,0.5905480159269316,0.49385780831279746,0.6621186067126408,0.5496899480823916,0.6842170970879402,0.27900515852900815,0.17559821375325596,0.5306517780851081,0.7273761103692923,0.7020879263518474,0.44540681916485864,0.3302329712570758
Cerebellum_3_R,0.5213241818562973,0.4181297222689917,0.15170643129891326,0.7173567943375724,0.5144532397269127,0.9009899945315066,0.8732506144149291,0.38795526340768244,0.43141245841047127,0.04710825712437248,-0.199406774565759,0.2681778726969711,0.14027744765535158,0.4499504180543433,0.7574314588441887,0.03965033905619617,0.75027148838155,-0.06578187887366872,0.07396445084133096,-0.37620040540107047,0.7084894025476497,0.0991175655325518,-0.042514464774833505,0.028906638317401867,0.5385088837744113,0.5746528545116264,0.3696147405474871,-0.2456159114414707,-0.01125084134349676,0.15410094112194783,0.8282865117686982,-0.2478450770539,0.17755235671849012,-0.14047220674521713,0.24151378486179398,0.33632802122839,0.2193056294850649,-0.12336156059549995,0.3193809792854337,0.027474309569344862,0.2460960207023318,1.0,0.8027255920823638,0.015782431740182627,0.6701001787690212,0.5750955822723242,-0.22762692241560048,0.582855552134855,0.6218312032220416,0.760526608754291,0.18977147883103945,0.1870125565065562,0.4193326528692766,0.20173873444716572,-0.08926181407445206
Cuneus_R,0.5263009831379374,0.6134857991726841,0.15824349907104854,0.6723972712291283,0.6208740921237105,0.7499968955412808,0.8484783052679169,0.4728246935422111,0.548476429680663,-0.05628230469976639,-0.273440004285851,0.17390543406126094,0.16642093863750124,0.6751609181064592,0.5027400151397736,-0.024928865265466175,0.7981230436700321,-0.16443157107218515,0.24662631917906655,-0.1884103620070248,0.71404330378756,0.1012960978889316,0.05790305996497832,0.06496688557787055,0.7454433579986861,0.6692047292328692,0.31516246764688766,-0.2782459856823653,-0.02190278102955818,0.422411333513354,0.8671576083119465,-0.27688914652972113,-0.05518709689267028,-0.0012446690436121058,0.5350511775870804,0.2757774610663703,0.086646571644511,-0.14994455375290758,0.31493167894952456,0.18184100205833195,0.2732835520359695,0.8027255920823638,1.0,-0.0927467317804265,0.7498579680516381,0.5898299142140964,0.07666320596729674,0.585015745356623,0.7284773921181505,0.5081620140831493,0.12373249271402444,0.28614286513629766,0.25461392947986083,0.3811875358344246,-0.005904200714874376
SN_pr_L,0.5463582945245586,0.19367488670551447,0.25532689239183387,0.3968536752329205,0.3973548461562353,0.019214317628273133,0.11738116780377451,0.28569470116197776,0.07551564599003154,0.7686641173994648,0.5632604751327126,0.6204811551147027,0.5714222804416412,-0.15355642343081694,0.00858503698113058,0.5324701392625324,-0.04833582723784369,0.39055867260089766,0.27961836725398337,0.6295530817763247,0.22432201858524592,0.19764099334963492,-0.07466946472216913,0.4636769532298659,-0.074473500923496,-0.01819329297965165,-0.006139340338711367,0.4032567907495385,0.2223029085693954,0.07961231052512298,0.038491785527640425,0.382345936013475,0.5626819007688042,0.6556130441518345,-0.1769659921804948,0.6432709998906345,0.7876359358756276,0.6458664348139824,0.6220315767680317,0.15735781900302456,0.5905480159269316,0.015782431740182627,-0.0927467317804265,1.0,0.26113761423627196,0.1888067329139799,0.3244753230828112,0.5413861400426142,-0.19664898675970452,-0.03797977209862082,0.6356170735244266,0.6513701280365183,0.6537593036737724,0.2528020900193544,0.4723054293242424
Vermis_4_5,0.771370855970078,0.6069633395713433,0.16615612110548922,0.8616696726690686,0.7470902331352605,0.6311087993833534,0.7179263518308905,0.521439271774454,0.4830194540409849,0.40190918399852993,0.1807876936177646,0.4319241878676638,0.19527060160083823,0.3730393534678894,0.33229469383577964,0.22759534382062035,0.6280922812144557,0.08040201755817582,0.3091234459511439,0.1714557125709584,0.7776714598907057,0.29703082505506134,0.025418600930350577,0.23746050254641454,0.5933774113427079,0.6111817019137807,0.0834778131027907,-0.31764509085057624,-0.02396395295867668,0.47991762490762346,0.7227708510198771,-0.18185483935376748,0.23851038532543037,0.3052880553970664,0.30148591027925337,0.5843715504972667,0.45281440393788114,0.250474247523889,0.6508891529643335,0.20188206548840268,0.49385780831279746,0.6701001787690212,0.7498579680516381,0.26113761423627196,1.0,0.7299490267917592,0.1913363724918929,0.815997709338362,0.3506412521833183,0.346704279295434,0.4857760001977276,0.5196012420200985,0.6102816805125776,0.5857262694790817,0.21762142241766716
Cingulate_Mid_L,0.56683126329896,0.18007279998360284,0.11294257907097088,0.7387081334229231,0.5476991295196392,0.6255359451770984,0.671251278430155,0.3533814886325387,0.7071467788597235,0.32770655538863647,0.09621686317508503,0.5850651994323659,0.07157708007390001,0.3830854037287849,0.5544355574536115,0.4609912424747812,0.5699811301739914,0.06908261590349628,0.1596003324147016,0.011712448375462207,0.7432271314256792,0.16212896771772053,-0.08067658307332462,0.54068630441774,0.615559401698813,0.29560058022215124,0.3483925435711581,-0.20662752355401495,0.3333496396499353,0.37709583334054997,0.5914809832858433,-0.3141883912925483,0.21366850122493963,0.2617122486161871,0.38942683833590147,0.6469010894070959,0.4474303568413937,0.0855810437393047,0.6531133773340151,0.07682472753822066,0.6621186067126408,0.5750955822723242,0.5898299142140964,0.1888067329139799,0.7299490267917592,1.0,0.11876882407786488,0.7159216225499693,0.465246975228677,0.5969660947030676,0.33552361227744304,0.4101403044439837,0.6289227286219614,0.4885721562084876,0.10918748148040214
