,Parietal_Sup_R,Cuneus_R,Frontal_Inf_Tri_R,Thal_VL_R,Cerebellum_4_5_R,Thal_MDl_L,Frontal_Inf_Tri_L,Vermis_10,Temporal_Pole_Sup_L,Thal_AV_R,Cuneus_L,Rolandic_Oper_R,Thal_IL_R,Pallidum_L,Thal_VA_R,Thal_VA_L,ACC_sub_L,Thal_PuA_L,Frontal_Sup_Medial_L,Supp_Motor_Area_L,ACC_pre_R,Angular_R,Putamen_R,Pallidum_R,ParaHippocampal_L,Frontal_Sup_Medial_R,Cingulate_Post_R,Postcentral_R,VTA_R,Temporal_Pole_Mid_L,Lingual_L,Frontal_Sup_2_R,Frontal_Inf_Oper_L,Thal_MGN_L,Cingulate_Post_L,Cerebellum_3_L,Thal_PuI_R,OFCmed_R,SupraMarginal_L,Hippocampus_L,Precuneus_L,Occipital_Mid_L,Thal_IL_L,Thal_LGN_R,Precuneus_R,Frontal_Sup_2_L,Occipital_Sup_L,Cerebellum_7b_R,Caudate_L,Occipital_Inf_L,ACC_sup_L,Lingual_R,Cerebellum_Crus1_L,Thal_PuM_L,Raphe_D,Thal_LP_R,Calcarine_L,Thal_PuI_L,Cerebellum_4_5_L,Thal_PuM_R,Putamen_L,Thal_AV_L,Frontal_Mid_2_R,Cingulate_Mid_R,Vermis_7,Cerebellum_Crus2_L,Vermis_8,Temporal_Mid_R,Vermis_3,Parietal_Inf_L,OFCant_L,Thal_MDm_R,SN_pc_L,Precentral_R,Amygdala_L,Paracentral_Lobule_L,Cingulate_Mid_L,Cerebellum_Crus1_R,Cerebellum_7b_L,Insula_R,Red_N_L,Heschl_R,OFCmed_L,Red_N_R,Rectus_R,Thal_PuL_R,Parietal_Sup_L,SN_pr_L,Temporal_Sup_L,Thal_Re_L
Parietal_Sup_R,1.0,0.09452571985325776,-0.20471176789035303,-0.20656430949992705,-0.0421306784783646,-0.21886670119522864,-0.05687190367207517,0.08767443323700734,-0.1750314020648238,0.2600101558953516,0.25268980538450747,-0.07405353073218716,0.07191531346378698,-0.2650851938189701,-0.3883977421590896,-0.38520867593450825,-0.11404494423401126,-0.25176913876193874,-0.11087141857554914,0.1337787483382188,-0.09376189952559637,0.7173423016161068,-0.1528235007492119,-0.15283805822473417,-0.18415280183098762,-0.007255613631923149,-0.2251388724592618,0.6423326868614988,-0.18834150183439644,0.12078803284418757,0.1927753312235838,0.14215080341027672,-0.02306955624478324,-0.19119436944096874,0.019432886406465857,-0.26968272555324474,0.1668269485979105,0.04102064291210822,0.0009094986806026741,-0.2072774711594051,0.1767858460944714,0.22318565264152307,-0.3099326356698553,-0.6016676632200201,0.2382463586283503,0.09776378673896456,0.4970387436700833,-0.3378842361986988,-0.25644803882624323,0.04151729364903975,-0.01068488071585913,-0.1741438611923381,-0.5194233671646937,-0.04293637042185729,-0.48113011515532156,0.0055023264296242555,-0.10160657809429216,-0.08500105757584016,-0.01036011833479746,-0.43281153030054953,-0.2849922866683487,-0.24505727560323273,-0.15477668184425764,0.47843023310379024,-0.6703763662212568,0.16852246688988837,-0.2550106283524016,-0.30799669142997815,0.1610971534522225,0.19456599232892274,-0.19932138550070308,-0.25285757244697676,-0.23821058274296597,0.5857724874124228,-0.23160215278304236,0.5021150983640987,0.1669311938665924,-0.43177590315083053,0.23678724998432812,-0.2195571232150552,-0.24752042760147974,-0.4713160747617049,-0.20408847630641966,-0.07892741647960735,-0.23950897609523375,-0.03810809719936544,0.5992705242419739,-0.3890526613779145,-0.20721213371503056,-0.1597035805429397
Cuneus_R,0.09452571985325776,1.0,0.31493167894952456,0.37094955204012514,0.7929092025673602,0.422411333513354,0.17390543406126094,0.41516035073371066,0.5006465343497997,0.023580361121029684,0.8738731785807033,0.2732835520359695,0.0709833596839179,0.32081974948645725,0.18048407178162099,0.20664212989413097,-0.10378537949714904,0.24662631917906655,0.45167986991,0.8081115865841599,-0.05518709689267028,0.32569912622206815,0.25461392947986083,0.37838764934745966,0.3811875358344246,0.2267759401876647,0.6348670325117916,0.5081620140831493,0.2137491371419192,0.09328924464736835,0.7798007718262419,0.7451308608459527,0.34343965773157,0.5638992967636852,0.71404330378756,0.6115792745850641,0.12966204019356417,0.25712957431936995,0.7236378733178819,0.524188692335467,0.8671576083119465,0.6751609181064592,0.5263009831379374,-0.1884103620070248,0.8484783052679169,0.46982677730360295,0.7284773921181505,0.484418176291973,0.086646571644511,0.3456311252586941,0.07955086201623736,0.8134702480918113,0.6134857991726841,0.4992936480545478,-0.05628230469976639,0.08930828789765652,0.8751513664866576,0.5126513193896443,0.7762505149457004,0.16333982663987187,0.21922248144987116,0.3804561045311911,0.6723972712291283,0.5283060018239496,0.4318953621664231,0.08818360655190809,0.18184100205833195,0.7207672378947656,0.7981230436700321,0.7454433579986861,0.1012960978889316,0.6208740921237105,0.16642093863750124,0.5027400151397736,-0.005904200714874376,0.7217262768495287,0.5898299142140964,0.5349024468424498,0.16906169642194294,0.10806539519334156,0.35303316815466745,-0.20812809438483204,0.0535842287325938,-0.13892395996538678,0.22011784235427218,0.06496688557787055,0.576782990074336,-0.0927467317804265,0.585015745356623,0.1023815377475282
Frontal_Inf_Tri_R,-0.20471176789035303,0.31493167894952456,1.0,0.8373783268404675,0.5833166410510511,0.44929317413854847,0.7954792287816499,0.6521657384035445,0.5556018870890139,0.3510138286550436,0.14791829464505937,0.7999551154033713,0.24963134055845496,0.7162632217658702,0.6716143313529688,0.6805707359319181,0.45464784372108596,0.30970447477576163,0.7266843896193416,0.43623174944140847,0.5200642077017428,0.09940092466576078,0.8250112040962165,0.6805947310573406,0.6609333868083537,0.622583161019682,0.7781019131952855,0.22956484673930297,0.39981975308494877,-0.06860045578531526,0.23108167448632458,0.5971311346865356,0.7469243598499318,0.6256287233688673,0.618584225061974,0.6272900720482727,0.15581901210292992,0.11153044028505914,0.5377168287024376,0.659625805382346,0.46645725197523485,0.12367281997854704,0.8169316599458163,0.4052435366992026,0.4908885257963899,0.70338958734092,0.09876734763620339,0.5194176566770761,0.7479297413637228,-0.2201955763190054,0.6701385018746285,0.3652809226355318,0.2516608145556923,0.5486584250929419,0.6505028311399044,0.5808397734912359,0.2869453371220394,0.23828581924941622,0.7081493778870334,0.4567608695940201,0.7942850801678413,0.5042098481283125,0.7562912110760147,0.3418786973877225,0.45284731615341645,-0.14431446679682391,0.2551491907978446,0.6008422835004741,0.3226973906895953,0.4316472135381801,0.38896332728943694,0.7053779196964806,0.34653638341388115,0.17061945624022293,0.5657542695047727,0.21964083127354855,0.6531133773340151,0.0932448829422757,0.05033070500502907,0.7542746743225086,0.4667671344518629,0.4397815299550566,0.2185375745177224,0.1713647758962115,0.26989831415619103,0.5061320652262946,0.1753655074317721,0.6220315767680317,0.7666225522223062,0.33778178880359105
Thal_VL_R,-0.20656430949992705,0.37094955204012514,0.8373783268404675,1.0,0.6296211247355451,0.6092569829500448,0.6320616574377418,0.5919729458222039,0.5444201138916119,0.597018744155648,0.18620342116612046,0.7047409531215533,0.1956753047808232,0.7627176835024446,0.7802327114235188,0.8010746320601619,0.3604599373631389,0.45898366267770246,0.7346855406875972,0.48299142196130324,0.6059253355830958,0.0923719081036245,0.8173256570467932,0.6560205748211613,0.6552226092552326,0.6761089815278778,0.7460370701666947,0.3027556294874235,0.3455677916250491,-0.020353658050167794,0.30492952932251843,0.6756596955665115,0.7495186787334973,0.5239795951457664,0.6092094760759774,0.7709867765432337,0.18847089914708434,0.10934073500986942,0.5037894889114182,0.7139848607018255,0.5129918473659796,0.12304668895835082,0.770977844612542,0.4336236807648722,0.5126184249920711,0.8117154606825198,0.12816070855957978,0.5210990906005117,0.8272257839766088,-0.03755852958908167,0.8011936744821229,0.4327964676640499,0.3101904583620126,0.6586385242939147,0.7019654070382768,0.6859429818998743,0.4154019262436216,0.42594244932846187,0.7231958609060235,0.49117496785213094,0.7889354840888226,0.7047200351901042,0.7643627984910558,0.41392855985565835,0.4566814531754823,-0.1711241885873788,0.3011338737541844,0.5881853854277609,0.3282706147369669,0.3710241470459202,0.37032321528267703,0.7606494102476011,0.527571223743698,0.26984766835243923,0.5046060299252866,0.2939794080678717,0.6327823644869983,0.1017138610042845,-0.08541673883218438,0.6321091637907138,0.5122659923745709,0.310897873495135,0.19503380432160491,0.1833788351209309,0.29822571473836756,0.5157095757424778,0.13070874611382305,0.605742087117368,0.7756391801306012,0.3736593622821232
Cerebellum_4_5_R,-0.0421306784783646,0.7929092025673602,0.5833166410510511,0.6296211247355451,1.0,0.3392902573560854,0.4084355175420172,0.5821408786197365,0.5692867707452756,0.07981422714255479,0.6403681486072085,0.43175775152571133,-0.006987297890550767,0.64749053336065,0.5177313031890344,0.549602423203935,0.25072809456653006,0.1394429988106878,0.7310178781339166,0.9163579296422161,0.30364214725529043,0.024914751402204713,0.6652947820152028,0.7083186367916627,0.44692589431161645,0.3912437902524081,0.7397517019205547,0.6296566696299628,0.21515669221546024,0.12085698567546438,0.7347531872885804,0.8994624216591915,0.6478879598836115,0.6928348178616819,0.8331871891822409,0.7298435751893666,0.057190016069563955,0.24416028402964637,0.6261934725602348,0.796092360592643,0.8902881569157312,0.4122757421204178,0.759670920545884,-0.08127663537385098,0.9050958555860701,0.722853609835025,0.49455368035475705,0.6754839791179594,0.45361097157804847,0.17611327789048306,0.31997764130500717,0.7937719229899138,0.517633386662389,0.4553914723416428,0.3256820482192152,0.2513153374796338,0.8520433525949462,0.4424240479423908,0.949783937878723,0.11853070686666184,0.4893310953226187,0.3179814204595756,0.901865103034123,0.6214661872989519,0.5410763251635211,-0.06415583612341405,0.1609309895340135,0.5966295043873856,0.7249999952685933,0.6104872016309679,0.1944186754543009,0.7175961429112664,0.2455748872252274,0.6068555778977464,0.1706515821187816,0.7231262136168091,0.6601310397744585,0.3756529881367752,-0.07731346318797895,0.3232728757056398,0.3520174205664057,-0.2225509032501875,0.08748594873946663,-0.12530375983492018,0.3028727156595869,0.1467958090199874,0.3567723447537909,0.24471316284010178,0.8108568274943365,0.30428678815445864
Thal_MDl_L,-0.21886670119522864,0.422411333513354,0.44929317413854847,0.6092569829500448,0.3392902573560854,1.0,0.22306182859401916,0.3744453411583194,0.37584280083020605,0.26127326440865084,0.31393113678351303,0.3994675901016773,0.3331825210684767,0.43718560898835235,0.3721087150493933,0.3025707994041304,-0.21006287644006966,0.5986864721060046,0.27533762353209706,0.18291395547858777,0.02850456815091726,0.3093635023175224,0.2713570981869746,0.3333737946241853,0.5990010345981943,0.4204770607788847,0.5616640749870581,-0.0676561909741361,0.14665780682848276,-0.16463994535728702,0.19123397499099534,0.34289608890840717,0.23376393468333626,0.39411110752795714,0.32254399672872197,0.6732436487715107,0.2344262743408849,0.10607362575618906,0.5151197690628532,0.2922702935945047,0.38102540983097793,0.2948507613998418,0.5149897260959246,0.2472008351272584,0.23804428014953802,0.34522768817976235,0.14575131559958834,0.37479553984903774,0.3297961840105277,0.14499167475007205,0.3614754468258206,0.27946650355187586,0.44929578318478114,0.6733676363922914,0.20346057437557744,0.4010927785638574,0.2836547032044249,0.6206046689803951,0.4177801160401049,0.5190917309189029,0.5693080747765237,0.8219556815253186,0.38278842003595,0.09970835018391626,0.31426729831346595,-0.18545637592936492,0.5106646424660379,0.7223049259581912,0.35509289293595975,0.39461301731434223,0.2635580798809276,0.6854095398097763,0.41881337196665236,-0.14762124257948153,0.3685495739795691,0.09839685269474993,0.37709583334054997,0.36275155833220785,0.22506370763071065,0.3234553439523176,0.4304355290370216,0.34519551794603,0.18614570190358776,0.11238163464736534,0.08869521361899158,0.31319249218882944,0.2261394541106144,0.07961231052512298,0.39434496849457645,-0.002000509890294302
Frontal_Inf_Tri_L,-0.05687190367207517,0.17390543406126094,0.7954792287816499,0.6320616574377418,0.4084355175420172,0.22306182859401916,1.0,0.4994107156387506,0.4280561104577894,0.3311231773622532,0.01772247456574621,0.8283279342293436,0.3841504268015431,0.4781349436262696,0.310306322520355,0.4153064358184991,0.4281672016999431,0.26946017879628464,0.5922073069744981,0.29414820774592415,0.3167165228773763,0.1684870578131173,0.7304841530943603,0.5863427529629683,0.3954946967978024,0.4361257508667259,0.5207746058699982,0.20327046714128366,0.48268657786406655,-0.1167094730262679,0.29635049778668976,0.3943925304631199,0.8062517430403212,0.49622372372534596,0.4045742563155925,0.4765252834771172,0.27489744307680525,0.1667006624244959,0.35692182466991235,0.5385850307293307,0.2263914450162298,0.16031096562483446,0.6802294467658067,0.22441088093154918,0.3429792799494913,0.5296512379052833,0.16114137914897148,0.37648903951146023,0.6388795814916695,-0.016301622221726663,0.6202958220440736,0.35694255497869654,0.18291655132925813,0.49854632050999276,0.44874926269345294,0.5235024146437895,0.18326802389988825,0.2162306474513295,0.5180573838541861,0.4012339588226902,0.6833713904137125,0.27305776997370884,0.5217955267553662,0.41013403072109433,0.3267255430913404,-0.264521107162631,0.10290950657865766,0.4367536450285149,0.30114223742255974,0.3009365242983455,0.23732616353359057,0.5256517743845495,0.29151717751265394,0.15770601927136527,0.37498260454896126,0.07566290450463199,0.5850651994323659,0.05621989289318615,0.06047215802668889,0.6801080423090585,0.5066909496330568,0.3658456590411772,0.22022875649303103,0.38292243258699843,-0.030151260338550985,0.4535850301210873,0.13144166741545346,0.6204811551147027,0.6023224650577909,0.13553149472761059
Vermis_10,0.08767443323700734,0.41516035073371066,0.6521657384035445,0.5919729458222039,0.5821408786197365,0.3744453411583194,0.4994107156387506,1.0,0.19575598303355088,0.23494245663034452,0.35405246767430837,0.5889662263337745,0.2595481599143755,0.5686874724190469,0.4246303913437361,0.4755270454181876,0.3198696251171297,0.0038297290958987573,0.6307962603410765,0.48288692368781677,0.4188339872210597,0.19390814240373144,0.623472029003205,0.6161830700486642,0.33649231218512254,0.5268674361681931,0.6304621222819712,0.40408734460358736,0.261449065778257,-0.05619503274591725,0.44282992386306363,0.6741593791716263,0.5514158819741929,0.5138609144009114,0.6886804873519536,0.6193916318908554,0.2590568966862967,-0.0280127345763633,0.539949171934253,0.5644913833936298,0.6139500494931853,0.4396295345887837,0.6348863778341002,0.1937984737697621,0.6056232833792868,0.6408837928696772,0.3663744523675729,0.5488501500706995,0.6173345475616431,-0.08365432403974984,0.5009294192174566,0.34277406763685486,0.20612193146059268,0.44402772995538314,0.43320970681539156,0.4763469176744455,0.29684435790542246,0.06692927237122062,0.6720573289524971,0.37551924469716813,0.5843401030478101,0.3003641550143155,0.6487709466024172,0.4271008263000816,0.21632305960241885,-0.009438267191660405,0.25942181012494625,0.38155458394611425,0.633169417135802,0.5701281058370781,-0.010053740218040234,0.6575683975952775,0.3726418064675213,0.3587688401620929,0.20493381656410264,0.47628618785106736,0.5843545248374185,-0.06735118385649638,0.29796132921725377,0.5229977656505482,0.41632026741510986,0.18821257846805192,0.15413504428447314,0.11753632612031632,0.11716369702219107,0.41598648446654996,0.42836999701273915,0.35307499484706434,0.6478886334001875,0.20471377687828213
Temporal_Pole_Sup_L,-0.1750314020648238,0.5006465343497997,0.5556018870890139,0.5444201138916119,0.5692867707452756,0.37584280083020605,0.4280561104577894,0.19575598303355088,1.0,0.13473104531722893,0.26226635145680827,0.31660802411490124,0.11745917726406692,0.5622651116180963,0.5226419138848821,0.46856030327390774,0.23174522273846004,0.3402292458316977,0.4459973623457598,0.48851020106812404,0.18492673514098107,0.10031860254399243,0.514816458899429,0.5398272246655602,0.6325809146488754,0.32011506755458574,0.5717725607193261,0.2604091886950384,0.22047204989540164,0.08954966827828127,0.28891037592737967,0.469831419454774,0.4688876915405169,0.6068687370806198,0.44470248345663516,0.4276596978850049,0.13838165801959426,0.37019778087704774,0.3874313222944124,0.60654127351905,0.4916527073874562,0.10831759631357317,0.6245335523768114,0.0563061223109292,0.5148010873602146,0.4812927710134189,0.16990950410609884,0.44209328926768504,0.3335486013641139,0.1557877828991212,0.23973545283496414,0.5196799357502027,0.43111588993409555,0.38827041119748007,0.28757829379097877,0.14289653438287386,0.5263404152962365,0.4141582689508806,0.5863573888289563,0.1574747316090449,0.502057851717786,0.4119995232921537,0.5569274397918103,0.26126862711049953,0.5448058538408524,-0.18943413435710132,0.1800041371621436,0.5912649050164983,0.2627656655683073,0.2882058729710274,0.6243011593552098,0.5399537320648176,0.15782086787547808,0.20496351968048337,0.5370666438862184,0.27710715564696187,0.41441798033101446,0.3786615394374402,-0.14494563850539663,0.3408243988656804,0.1838093482983203,-0.05475403022405956,0.2194193303807743,-0.11176349394924012,0.38431206987851546,0.11546520356131913,0.06466651580172944,0.3364816712551713,0.6031607048878423,0.1684523111206719
Thal_AV_R,0.2600101558953516,0.023580361121029684,0.3510138286550436,0.597018744155648,0.07981422714255479,0.26127326440865084,0.3311231773622532,0.23494245663034452,0.13473104531722893,1.0,-0.018749510094148894,0.40877475695626975,0.18916668458218516,0.24288912236930407,0.3104656570731314,0.3521196015754324,0.06730415717462453,0.32711528423906144,0.31890815884266405,0.106748845218835,0.46871979258071883,0.377408162799274,0.33616850410865723,0.11846171185980607,0.2573572646933226,0.4608905149049165,0.16866057282249866,0.2989415147746522,0.17994442812344605,0.051705433903341994,0.07841082127782745,0.29294939628247624,0.4012223776671646,-0.01728539278916925,0.16211800000078283,0.2775582799677457,0.2047599843472571,0.02511382454077852,0.1646163279710442,0.200428123051397,0.1060360932867244,0.01759012520210558,0.12345522968029748,0.2384173972618772,0.14490010113977247,0.5224249119517066,0.09857100761368026,-0.059852573747446236,0.49554809737144134,0.01634282361027859,0.7166811455245804,-0.0030673681998144645,-0.1681657024339092,0.40241249755747754,0.316209429138807,0.6034546064044599,0.006103429971737993,0.1638019031613807,0.19118879109293324,0.22707065071541596,0.31287487427763655,0.5023087482331916,0.20761385468120172,0.3589460355686296,-0.13131819150287402,-0.022095780343235023,0.11107301480412994,0.08511180682179076,-0.0019059263985961848,0.11854499317274256,0.16484711001253236,0.1928382931965994,0.3594604200684766,0.2914617574881555,0.22939267015491158,0.16227272145889998,0.33827063898186677,-0.24461113792347275,-0.0121467826984142,0.29165434784811767,0.1968281819572561,0.12044167200089412,0.124661519373656,0.24270954866284578,0.01145357806481016,0.45034901674908906,0.191054521322168,0.3049042421155851,0.26886524237536785,0.1421373004407382
