,Cerebellum_9_L,Frontal_Inf_Oper_L,Fusiform_R,Lingual_R,SN_pc_R,Paracentral_Lobule_L,Cuneus_L,Thal_LP_L,Parietal_Inf_L,Thal_Re_L,Thal_PuL_L,Amygdala_R,Cerebellum_Crus1_R,Putamen_R,Angular_L,Thal_VPL_R,Red_N_L,Precentral_L,Cerebellum_6_R,Cerebellum_10_R,OFClat_L,SN_pr_R,Fusiform_L,SupraMarginal_L,Vermis_3,Putamen_L,ParaHippocampal_R,Vermis_9,Thal_MDl_L,Temporal_Inf_R,Cingulate_Post_R,OFClat_R,Raphe_M,Pallidum_R,Thal_PuA_L,OFCant_L,OFCant_R,Parietal_Inf_R,Thal_MGN_L,Cerebellum_8_R,Rolandic_Oper_L,Occipital_Sup_L,Frontal_Inf_Oper_R,Thal_VL_R,Temporal_Pole_Mid_R,Vermis_6,Postcentral_L,ParaHippocampal_L,Thal_AV_L,Thal_PuA_R,Temporal_Pole_Sup_L,Frontal_Inf_Tri_L,Amygdala_L,OFCmed_L,ACC_sub_L,Cerebellum_3_R,Red_N_R,OFCpost_L,Thal_VA_R,Vermis_8,SupraMarginal_R,Precentral_R,Frontal_Sup_2_L,Occipital_Inf_L,Raphe_D,ACC_sup_R,Supp_Motor_Area_R,ACC_pre_L,Temporal_Inf_L,Cerebellum_Crus2_L,Thal_AV_R,Temporal_Sup_R,Thal_VPL_L,Cerebellum_9_R,Insula_L,Thal_VA_L,Vermis_7,Cerebellum_8_L,Thal_PuL_R,OFCpost_R,Parietal_Sup_L,Thal_MDm_L,ACC_sub_R,Heschl_L,Calcarine_L,Occipital_Mid_R,Occipital_Sup_R,Postcentral_R,Occipital_Mid_L,Frontal_Inf_Orb_2_L,Olfactory_R,Cerebellum_3_L,SN_pr_L,SN_pc_L,Thal_PuM_R,Frontal_Mid_2_L,Thal_MDm_R,Hippocampus_L,Precuneus_L,Frontal_Sup_2_R,Thal_VL_L,ACC_pre_R,Temporal_Mid_R,Thal_LP_R,Rectus_R,Cingulate_Mid_L,N_Acc_L,Calcarine_R,Thal_PuI_R,Thal_MGN_R,Thal_PuM_L,Supp_Motor_Area_L,Frontal_Mid_2_R,Temporal_Pole_Sup_R,Caudate_R,Cerebellum_6_L,Cerebellum_4_5_R,Temporal_Mid_L,Cerebellum_7b_L,Angular_R
Cerebellum_9_L,1.0,0.27690794728659596,0.773250005948694,0.745547620448082,0.07275040940674173,0.24484072512754268,0.5562256223007694,-0.06251583997304647,0.5274616004329085,-0.11743359898548184,0.04927878239552063,-0.03148993945616249,0.7878200938548395,0.21724200363021423,0.35264704790725304,0.06563384608772806,0.4481542398048976,0.4160239209509051,0.8066308187986094,0.3540584683670167,0.27258953493168436,-0.10663637172229712,0.49326037785612,0.5163338478431357,0.6219425137653533,0.3055874994177788,0.41798792500285714,0.6358478557393686,0.49371060929275196,0.7436316910285211,0.42646016607706283,0.14061143134919837,0.11632242604747738,0.3462651495305358,0.374838894669071,0.14942965492090365,-0.23770522105769126,0.12273094122017411,0.46375547099735126,0.3733958855261931,0.34850310692161846,0.44325577209172806,0.35861781370816065,0.31552004032950215,-0.07905253468376872,0.777734052022805,0.39690119786162587,0.21286877174150814,0.4036461970402294,0.14325365353574782,0.44009321971662513,0.23089604528929802,-0.06615006948015008,0.13670125681639822,-0.12805259374474282,0.5746528545116264,0.06921131957948175,0.11696505959770363,0.0862639347584024,0.3067382757578028,0.17743204181342181,0.04518150046489565,0.25024853814826853,0.5069279094515776,-0.0686113314700527,-0.1432316430573717,0.5150192482834369,-0.06278964003894048,0.19686067763883264,-0.06206234785747623,-0.07559609622827351,0.5382858837592638,0.2969337306958445,0.875893490365509,0.09126495257672318,0.12658312606045005,0.5411907124015399,0.7983374101018531,0.001837860479470995,0.09892072213038809,0.25631887205474924,0.6049546899918649,-0.21327217277053218,-0.13311141089128398,0.703870381837607,0.455438849306324,0.5287984943983252,0.06045213496114429,0.5730204165726361,0.18924753089085597,-0.13558035397509055,0.614311472910055,-0.01819329297965165,0.23962545286198333,0.24257414311335768,0.49300088947472825,0.5758339676502299,0.4137078907892111,0.5096750624738511,0.4538694978914321,0.4002074691754782,-0.07024585667230401,0.7331771817105549,-0.005179669432644983,0.1258077012778472,0.29560058022215124,-0.21897466532057766,0.6171554044176888,0.10230984653059207,0.024042647930817285,0.45345389846446976,0.5209285618138039,0.5232042224335853,0.22725264822740793,0.1684930671316756,0.759909616675986,0.5937898976381454,0.48111841929764926,0.21585034763795852,-0.0203972281724715
Frontal_Inf_Oper_L,0.27690794728659596,1.0,0.5098500303009246,0.5222370682714388,0.47947525973128624,0.3099073177305476,0.18446992725629738,0.3859773883599504,0.2744264428198253,0.2233210459888423,0.5952023390931632,0.21888470837276547,0.0507404464717804,0.8045219069735863,0.03308058519927731,0.42895110997246905,0.5033693137880882,0.47967727154542217,0.35407737842456105,0.2583499230978566,0.562518952535121,0.46923719476850606,0.6700772930944925,0.3726832848630271,0.39439064255530376,0.6547837647599074,0.6629327212107747,0.4158235030419594,0.23376393468333626,0.3347951386859764,0.6026639565185405,0.4046719263045999,0.6212098682051366,0.6931054025246227,0.3056650463579771,0.22130459508693978,0.2333059002306428,0.37748727233443996,0.573520655972565,0.054063119111951254,0.8514488745340468,0.24611126844356193,0.7108699215279828,0.7495186787334973,-0.20741134273294412,0.21012469620528942,0.4334532976613358,0.372923412464577,0.303126382785991,0.2262062638924498,0.4688876915405169,0.8062517430403212,0.2821154115374984,0.14238269892750116,0.4495643903473586,0.5434699312443986,0.2987571121894687,0.3228531172841468,0.47927638951519386,0.12842327822856275,0.4971026119200815,0.45991120913601663,0.7567941517228035,0.08515183195651616,0.578640439519888,0.5640149188494117,0.5794846940683192,0.28600281100649005,0.5994106345669505,-0.1264334068686432,0.4012223776671646,0.7410631154063183,0.6172375463973371,0.3513967954521981,0.7748064813763663,0.5977720388510259,0.4357034105182083,0.3512678055498675,0.4459985797702898,0.2994853733852818,0.07251395525124818,0.43884326681771696,0.004465722263953254,0.34875821123337963,0.4311577583226925,0.009441241508779506,0.22872223794262955,0.4799634050566107,0.15666511940978428,0.6957345321873686,0.3002475898727554,0.662507121039759,0.64537697634623,0.45103350670423986,0.33465938741352624,0.6870116143718883,0.6419961475912387,0.7925159280034347,0.4373474605058664,0.6574433101393937,0.7111773139447509,0.5100624621268071,0.3824783126151941,0.5674349471668187,0.06381845661495193,0.6343357024633717,0.3545346042582821,0.4630352258408364,0.25215581186034725,0.43454451419677415,0.5412181342808711,0.5347167037079049,0.706682755475087,0.10989730592003744,0.7138722170474296,0.5163462452324582,0.6478879598836115,0.635886825401499,-0.1800773494729839,0.07459602712459235
Fusiform_R,0.773250005948694,0.5098500303009246,1.0,0.8689809104475968,0.3143839345744065,0.4091368274034409,0.5336499829623123,-0.03978674835026496,0.4865393917123019,0.1907543130498285,0.12033110988203971,0.23356888341591317,0.6920755208061883,0.5005015508093771,0.199193323331666,0.25131244165568817,0.532648694111759,0.5945448591596905,0.9328547598135307,0.6506214572106945,0.38975630795019767,0.1521280409214816,0.8266156344433174,0.5512642608159385,0.6103794679119996,0.5043858985436025,0.6762171889699172,0.5899577959027357,0.49379036256008785,0.9052979569580867,0.7018736534339256,0.3778215929675706,0.39857673383752334,0.5611384834265742,0.39771063668405904,0.28182209916315654,-0.026544061181016144,0.16159372318247398,0.6758654831872704,0.45103859570499605,0.6627076053115833,0.33910358825541004,0.6140906818019184,0.5980755568886615,-0.129410795250459,0.7443129130921424,0.445348903087303,0.4378132455440186,0.5109927667149944,0.2568160373781984,0.6264322209677097,0.3428686352452278,0.19657422251464282,0.19327128062188095,0.14024748827050992,0.6885696658801786,0.03170241603498377,0.2726299587339613,0.49769005227034596,0.26583605316078,0.30406137934632854,0.2414240115175101,0.5181467532760902,0.27435492197930944,0.335284738347807,0.08494079132194662,0.7505942573458821,0.11346440728277009,0.6194455568603776,-0.0554312508480964,-0.01260784091890559,0.7629782377680159,0.46766713084732214,0.8897918992542301,0.4323127036976715,0.5150986049679885,0.785117157621051,0.7407212930923203,0.1374811003953721,0.37459783450162054,0.13458063931970668,0.6831562423298913,-0.029770663707811656,-0.11270372185973791,0.8432344756420475,0.3046789061703332,0.43366755836520915,0.21528612211896725,0.3696390323190669,0.41722156928850745,0.1866227062176293,0.7565729983200702,0.31294501368074634,0.36796578087613063,0.34505079030452107,0.6968449775803461,0.7266740399885532,0.7001583103503706,0.6929794700956257,0.6752537439852203,0.5661418015673658,0.20613879865031864,0.8124955053474129,0.14939325192619732,0.30318374497678585,0.45669038682486796,0.07285661088178201,0.8058991701340528,-0.008983727859460819,0.06605300953391889,0.5237800643443149,0.7009721618945292,0.778904433806079,0.24097422041986732,0.4996082405810779,0.911540427563418,0.8288604784914145,0.7224820901117529,-0.07932160911045891,-0.15666965499246863
Lingual_R,0.745547620448082,0.5222370682714388,0.8689809104475968,1.0,0.2880701752326855,0.48254705269558656,0.6384756548179679,-0.03803487341378349,0.5452247623831598,0.16303124707714747,0.18921800454563079,-0.016713685618281928,0.6161873010899233,0.3898271924875818,0.3167046764808944,0.14819281113677596,0.5600520200903177,0.7032700257629397,0.8514205115189336,0.43924939177398875,0.317784573068072,0.16202256850986446,0.7736020936449941,0.5807170195167353,0.7514322346273555,0.2531623265509776,0.5167217119706381,0.6299779423466418,0.27946650355187586,0.7118979224632989,0.5561690036874251,0.14454912103234793,0.20673301723978027,0.39094844388761746,0.31283493584190686,0.10056347225915446,-0.15339664521535634,0.31617267491673595,0.5173160391008946,0.4772104845695145,0.6311103667311765,0.5834281929800427,0.5822794439891228,0.4327964676640499,-0.16314514429204818,0.7558772286862842,0.5717755814144332,0.19839155372538608,0.36040082717373945,0.14647472537423814,0.5196799357502027,0.35694255497869654,-0.08473180639776787,0.16683590872827544,0.1259499126463684,0.7725157274559474,0.08265722719962072,0.13409712698990658,0.21717047527385125,0.07307707894743207,0.3151072538175364,0.4167069016430195,0.4914983898338623,0.4224892451296604,0.10436381101800793,0.02589432134389389,0.7376163250583334,0.07150617445557668,0.5173464976575767,0.03513788186689022,-0.0030673681998144645,0.7022210500933571,0.3854334066658511,0.8235535516145447,0.34644893824133377,0.3416893882473807,0.6407434854343317,0.6531512862404693,0.16620256538595626,0.23328519327725092,0.2721327107475474,0.4896663230613693,-0.28238811419699794,0.06295637745132523,0.8995655388499953,0.3253312918002535,0.5653233413771882,0.3687263949818636,0.5556098694445258,0.3234741796552838,-0.00420923388800148,0.6865052759182764,0.2178473507670059,0.2631144878291391,0.31111785130468,0.5845480448784914,0.5818731294785963,0.6073115474632884,0.6465351665307453,0.6671110647667039,0.44995978272744724,0.1036731290583175,0.6843264278358939,0.12118714181129707,0.18424303340569603,0.5328218261542292,-0.11305609887749087,0.8838320475245297,0.05932031235824231,0.09534771896797711,0.5114982994589647,0.7410811342553939,0.6958199342560197,0.15013649165833823,0.3059818038665063,0.8953393228953342,0.7937719229899138,0.7662250697553631,0.06162628766750999,0.006990029056564236
SN_pc_R,0.07275040940674173,0.47947525973128624,0.3143839345744065,0.2880701752326855,1.0,-0.05592382039097281,0.0004852247439474202,0.2965560955663529,0.10113071205355856,0.33070003094952527,0.4529085188751221,0.5894085726145466,-0.024540636005533967,0.5074924428390684,0.024403255378856584,0.5655451525015974,0.4390946304847616,0.11880538601398469,0.2836629426328298,0.34956574909756527,0.14378823415365452,0.7862759789943172,0.3828554251899835,0.2857845299634101,0.010624867049314533,0.30715603586072576,0.3145462691828267,0.27093156288767045,0.13297369736884881,0.34536974691487904,0.4710390369152227,0.49413198738272696,0.4608067220193483,0.1857195591778071,0.3353908600806358,0.16073410252904693,0.36986437766843905,-0.10303985770769117,0.14664023261192646,-0.05830989889573707,0.4335404363363547,0.07193352427910217,0.5353991679487542,0.5319382586641827,0.21145836162534046,0.2358927540964062,0.0753645201852097,0.3838939126717215,0.30808198657885205,0.4581286780715359,0.3669848299176552,0.4801673579874971,0.188125052074994,0.11925996099903936,0.3848522251342821,0.07608647972249823,0.14019187338612624,0.33436418396990786,0.4801352413553822,0.1222152776267944,0.24189271099128698,0.06729822273461665,0.4469386685278633,-0.14203061101049877,0.558658255291354,0.5497050626553994,0.32736956250666116,0.4683910826981391,0.39683113730466524,0.07020391116550748,0.24072477854965654,0.43879518452703564,0.5116811080354655,0.15479667691987395,0.5414530547055307,0.5262653837816461,0.4224564050323072,0.3480969869825344,0.5026125924692004,0.41213901214721577,-0.11025971131675076,0.1919454007262302,0.00678978864478435,0.227525852266713,0.1942525657088026,0.10417077744091713,0.0021209477256942484,0.02622777074439317,0.06006431745571944,0.18199417786992797,0.5545253437022477,0.35355692920427845,0.5131936828116427,0.305031290130692,0.4864753496615687,0.3944009310234921,0.37339060492911696,0.48036016752256644,0.09501083882736691,0.2707972227399965,0.4563802550747152,0.45103717123851395,0.34104306995717937,0.5000193978689106,0.4085203496783118,0.4308473396428554,0.5391973346140172,0.14374833837765147,0.10770128073159256,0.27401557957225725,0.43646573849746634,0.15045542634875608,0.4270040874217986,0.37841800822963234,0.6365659125987044,0.30285505973097826,0.26087922571069744,0.2970157875420028,-0.03995289196191157,-0.0583105658745774
Paracentral_Lobule_L,0.24484072512754268,0.3099073177305476,0.4091368274034409,0.48254705269558656,-0.05592382039097281,1.0,0.700029093853555,-0.058196326711095064,0.5702645711308679,0.20442067951627235,0.08292257716368309,-0.26435178548376775,0.050067920204105394,0.3001161009892142,0.32423719001041984,-0.23918648770856588,0.015922930381884304,0.8831936501495682,0.22898697299514947,0.10052835247538752,0.35048740755939084,-0.20229528741795935,0.542878326551675,0.44899407416207926,0.6173987894746449,0.11967344937858883,0.5310184571540564,0.13910795261936873,0.09839685269474993,0.16973423751376593,0.4057024124231013,0.10225048661117551,0.12706877048062856,0.3866602202695944,-0.12607397233626963,0.006132656544146079,0.055923845914527655,0.8107112210019235,0.3787779377119526,0.3132737984022933,0.3715258092147128,0.6400215905187989,0.43648058487296365,0.2939794080678717,-0.41057333165085935,0.39657825132724245,0.8148594542208554,0.20700560314759625,0.09585048817183321,-0.4489472287354556,0.27710715564696187,0.07566290450463199,-0.03162742637727256,-0.10796144220327696,0.030990823025041067,0.8160207880949513,-0.302740761238424,0.05253306061657915,0.22117945961561142,-0.04874534876016365,0.5309132173494624,0.8509841641455661,0.5659761482288896,0.13322171778758163,-0.045337739737066535,0.04085918179970074,0.6929768156241115,0.1108097243278752,0.1939633431151672,0.047099946716822445,0.16227272145889998,0.5374160623227594,0.0050491447138140775,0.38146013340243373,0.290134208815134,0.2028098789126496,0.014107012155544637,0.10723370575103007,-0.06381437048703616,0.1787232751702117,0.6155240526941684,0.35929045306127627,-0.15447138692195136,-0.0424521633029758,0.6508531524065615,0.017886291123583392,0.4677631134953111,0.8612412716038503,0.4056187243628848,0.218547951612662,-0.15222281199067655,0.341160430179918,-0.14652267181536086,-0.006169173108732655,-0.27604744616925975,0.43771677996625047,0.3509376990576551,0.42860889116516615,0.8628404223498916,0.7899960270902058,0.1855527507053411,0.14748156606494672,0.2602935088293319,0.06741777202594765,0.16396793892543163,0.5263557590121615,-0.2283129779733381,0.7200351044576178,0.029829017014310833,-0.005356698825045449,0.18496293319686052,0.8340886283152735,0.5676543829398079,-0.2773732926323473,0.0743149173245602,0.32547737533137605,0.7231262136168091,0.536770174681999,0.014314268834472387,0.33647392799471276
Cuneus_L,0.5562256223007694,0.18446992725629738,0.5336499829623123,0.6384756548179679,0.0004852247439474202,0.700029093853555,1.0,-0.0854264063673612,0.6600294770464366,0.009764257164993972,0.07253666064237901,-0.30525080748636785,0.3764078588650802,0.05012135953722664,0.4947955817999266,-0.13152302692567833,0.2205420934215752,0.6577059492000333,0.5194985136371094,0.19465515673485673,0.10574580948525027,-0.28567980315316055,0.5039463877436723,0.6193567629359026,0.732031260018237,-0.004278110378980732,0.3312709688753195,0.317098246714941,0.31393113678351303,0.4083713485407753,0.4923232128701143,-0.00866770590372859,-0.013592766191610248,0.1918802960910747,0.188922726005185,-0.05371524182366962,-0.09315078001995208,0.5826219032274464,0.37946435321721367,0.5133741199829659,0.270625928962008,0.7525243182750455,0.4535469543131746,0.18620342116612046,-0.19860314019629952,0.6959443552737082,0.6062358125363747,0.19051818637253135,0.2469059283114741,-0.14898529522228623,0.26226635145680827,0.01772247456574621,-0.2432969941300587,-0.05949697539944889,-0.16429056048169358,0.738313117145701,-0.23378391697383005,0.013614956949505356,0.023567904965389855,0.1411553429111209,0.4887373189807038,0.4944126830380855,0.35126594075823037,0.3639174505477019,-0.21441737619558765,-0.061021719139434896,0.6488209463846597,0.031319932553440344,0.10259575995016688,0.13049962126506015,-0.018749510094148894,0.5337246635668246,0.060250013522374496,0.5985951147663583,0.08021288874078718,0.03827955095576568,0.20490402355739948,0.46475457783869256,-0.05130223699312749,0.11257768581348544,0.5764283351450412,0.456155381688502,-0.30681329759675824,-0.03912067763064722,0.7626962185154842,0.4090694892620617,0.649655781026547,0.515960444703942,0.6662077085373763,-0.02759251527437432,-0.28780694870319046,0.4838413871786039,-0.29305939073719844,0.03528902061503921,-0.02123883201192251,0.36476242427680017,0.460726582956534,0.35535587813536057,0.7548669363658465,0.630417082822521,0.16904227853686288,-0.09543121945845869,0.526561375106281,0.01743045852281963,0.22031132959812738,0.5104118411483359,-0.38867404922370935,0.7335062691052812,0.12880651014073094,-0.15925670047008272,0.4047784485166346,0.6824181873158545,0.5016664063223197,-0.0009152831025359022,-0.018623933217023148,0.522177947611175,0.6403681486072085,0.5183656227215856,0.22183141573768203,0.3749176191164649
Thal_LP_L,-0.06251583997304647,0.3859773883599504,-0.03978674835026496,-0.03803487341378349,0.2965560955663529,-0.058196326711095064,-0.0854264063673612,1.0,0.1166991174949202,0.042052002941455585,0.6964780640974414,0.22844190345428464,-0.17401513070329877,0.2672243546564151,0.1593950470866102,0.5668133579071438,0.28610718055819495,-0.05941711325337409,-0.1310793973968451,0.018196677540232697,0.10862904213350606,0.2636320860484263,0.03973904068017613,0.11848845033792321,-0.037799910982748444,0.3469273407247,0.09344971768617895,-0.033785329486861256,0.28626063547486175,-0.0001727853736135046,0.19416277121724163,0.3256574883063542,0.33720618204729425,0.09476465307674427,0.37572969324416006,0.12295518364830735,0.2175982801683805,0.09307036328863937,-0.001133509951003231,-0.23543432658643637,0.13426963230266756,0.037720540219027,0.31092931097287857,0.49044467185123103,0.30584922093543293,-0.1693004009546052,0.12642564613725335,0.24333023659175734,0.3891454179864357,0.33581204896531974,-9.639174226377668e-05,0.40408810080156293,0.17620137606825242,0.14180790440305274,-0.002832232640307915,-0.06707642140462125,0.33965560749012835,0.12742874747982497,0.18549246216295792,0.23474450123629106,0.3098802686896041,0.04609660044375775,0.38534560169470666,-0.13711095485875985,0.3226462949385846,0.7040693562804854,0.07134969984080292,0.23263814305043248,0.017490089943138578,0.04891514248757533,0.6686342932399564,0.185758965794865,0.5703211524744329,-0.10847080044805453,0.39960644208800733,0.20828687000444837,-0.06484644461537743,0.10276222523088749,0.5919835916956342,0.07389145004308516,0.13593976983767136,0.10519050294193562,0.12506224712100317,0.31492526777737595,-0.15015939614673324,0.17003807625816228,0.1362853263579441,0.05474967691583349,0.09093079751628454,0.22724790517093515,0.12241021515271117,0.23229407110246986,0.2790378749519678,0.4050875405885641,0.42480673119295137,0.24236412943716715,0.23054258014208664,0.14188303087749132,-0.04444740022045143,0.14006040580898393,0.5616852992497893,0.3531894288015243,0.14796464676439497,0.7280141271225683,-0.1082515175669804,0.3215767756812829,0.2720948099902948,-0.18333212315601685,0.3142498742789644,0.01269655365742722,0.3997209242137601,-0.05169656938386302,0.14151486997514717,0.36840644465331157,0.4150764319140609,-0.051086029955750054,-0.029380152325849576,0.005844603037976782,0.09965458083140397,0.2912098223829547
Parietal_Inf_L,0.5274616004329085,0.2744264428198253,0.4865393917123019,0.5452247623831598,0.10113071205355856,0.5702645711308679,0.6600294770464366,0.1166991174949202,1.0,0.181261803080594,0.2706199544865029,0.005493984875047337,0.3169855733294219,0.36444079316532263,0.8617372062699524,0.1617061982515017,0.3568018904007354,0.5788865662594724,0.4836648937951275,0.38890568094941375,0.06619346953938535,-0.057681178516662525,0.5145803723493662,0.8915557256340269,0.7522456392717118,0.3017399776674782,0.5150421363414917,0.5205619110986276,0.39461301731434223,0.4428650958443717,0.5235815281070476,0.29096383609583615,0.10599804374573149,0.3620316889114648,0.05252563529930523,-0.02632882160864067,0.09618922645808405,0.5205246951776078,0.4160538966370063,0.30191968635735095,0.1911310318066128,0.7189671394020402,0.654329246405676,0.3710241470459202,-0.02706342244697019,0.4928929748560908,0.730768205014304,0.38897324245873305,0.326351741695895,0.1132492757143254,0.2882058729710274,0.3009365242983455,0.06675599164108476,0.08949609914009808,-0.03502996148183445,0.5385088837744113,-0.021141397008715937,0.06189701943677109,0.12585874455862361,0.17991096736505172,0.48540609712965455,0.34137186890870586,0.4242097921148755,0.07665950657257777,-0.045743278940875785,0.08634316894646521,0.6866432821982767,-0.050022655333754384,0.08731005085452061,0.12147949088118841,0.11854499317274256,0.6055388146929139,0.09585646436001719,0.6496851759419894,0.3805857347697709,0.15718136851825612,0.16323506639304,0.49299997052903566,0.2722724764836155,0.46559300636142203,0.8628530697871858,0.5465736620394112,-0.19071200064187113,0.281386721452579,0.5423318971342,0.5213492294280354,0.7892395690565388,0.3695641690980979,0.8094180672128265,0.06048986951338638,0.045438213348207655,0.48920242546688036,-0.074473500923496,0.1006831700867329,0.2915677262784365,0.4923071912162814,0.5404683133437262,0.3131604673190257,0.7378068464588956,0.6529634141568951,0.34644557107150914,0.0019485707551645487,0.6099720943784822,0.2626976819220546,0.19316741348056377,0.615559401698813,-0.21924411784841927,0.5416699531555934,0.14308890590565276,0.10598997578502396,0.44473980896602744,0.6537032046197122,0.6565818099381772,0.29213992782413506,0.22132718318636183,0.4952772289507305,0.6104872016309679,0.5762473484128198,0.4851784037221447,0.43423461620656567
Thal_Re_L,-0.11743359898548184,0.2233210459888423,0.1907543130498285,0.16303124707714747,0.33070003094952527,0.20442067951627235,0.009764257164993972,0.042052002941455585,0.181261803080594,1.0,0.12040615795942052,0.33097870340892116,-0.1802766087982336,0.4667607047660339,-0.0076561741957930675,0.18416426887329582,-0.09458003163705561,0.3242872052572795,0.12105257334104348,0.304594939672343,0.30542582232516746,0.2635684585078343,0.37900125441844057,0.2582629580637073,0.07652568516236248,0.11042978097091452,0.27524287665186,0.022408897480131813,-0.002000509890294302,0.05252323957462012,0.2939595952637867,0.3272247276818597,0.2634484324220543,0.165257852311684,-0.2653565327772258,0.23541170564502661,0.22397917436854384,0.0726157470375059,-0.033510686496087155,-0.11656987846752062,0.29271996881015616,-0.07420293415778392,0.30624103282534565,0.3736593622821232,-0.12264945486545327,0.20908087215350024,0.28452307759464285,0.3312354415600388,0.15458917527874974,0.04034670876486349,0.1684523111206719,0.13553149472761059,0.2074114927295314,0.08482861660625104,0.28274182449375757,0.14343924793592236,-0.35508867678049716,0.16841205157557687,0.5468723046178271,-0.2773552988244556,0.10354267717349155,0.2571656296933713,0.43748528987536445,-0.38989877368614095,0.4018972202115824,0.2388964628697967,0.4057275246700368,0.4186414930608009,0.42786487142540863,-0.0751767262850062,0.1421373004407382,0.24832702201544748,0.1352226188424364,0.10236324774713244,0.5032631538795438,0.6352777263182462,0.11558888477127612,-0.015807246350834556,0.20083132776201562,0.3784067080316159,0.027898848280951294,-0.07476856159945096,-0.058413126580454375,0.069710338693121,0.20066577573994696,-0.26540033340472335,-0.06978727990682908,0.24100042473579236,-0.12750577682602773,0.02082717450301496,0.4493219962599048,0.23959646854017663,0.15343464023156886,-0.2297056275727666,0.0816110664916065,0.47046881948000785,0.03327982687064684,0.13840954460098615,0.2237469716786751,0.3625102090291791,0.23846328776291006,0.3646616005700577,0.010718707492283173,0.17306433118430223,0.38774974259792727,0.42214384759131984,0.5119309738352738,0.21761624206848926,-0.18948846980309952,-0.00911188706668806,-0.08899149807119264,0.35691740867826244,0.4497598179017396,-0.08903858876046163,0.36840479280467675,0.1595805491037891,0.30428678815445864,0.28089677706399185,-0.22767904221426852,-0.21820106341929704
