,Thal_PuA_R,Cerebellum_9_R,OFCpost_L,Cingulate_Post_L,Thal_MGN_L,Cerebellum_6_R,Occipital_Mid_L,VTA_R,Cuneus_R,Frontal_Inf_Orb_2_L,Rectus_L,Occipital_Sup_L,Cerebellum_8_R,Vermis_4_5,Cerebellum_Crus1_R,Insula_R,Putamen_L,Supp_Motor_Area_R,Vermis_10,Lingual_R,Thal_MDm_L,Thal_VPL_R,Cerebellum_Crus2_R,Cerebellum_Crus2_L,Calcarine_R,Temporal_Pole_Sup_R,N_Acc_R,Temporal_Mid_L,Thal_LP_L,Occipital_Inf_L,Thal_PuI_R,Red_N_R,Cingulate_Post_R,SN_pr_L,Frontal_Inf_Oper_L,Thal_MDm_R,Frontal_Sup_2_L,OFCant_R,Thal_LGN_L,Frontal_Inf_Oper_R,Red_N_L,Parietal_Sup_R,Temporal_Inf_L,Cerebellum_7b_R,Thal_VPL_L,Vermis_7,Caudate_L,Heschl_R,Cerebellum_4_5_L,Temporal_Sup_R,Fusiform_R,Thal_MGN_R,Caudate_R,SN_pr_R,Amygdala_R,Cerebellum_10_L,Raphe_M,SupraMarginal_R,OFCmed_R,OFCpost_R,Thal_PuM_R,Amygdala_L,Insula_L,Frontal_Med_Orb_R,Thal_PuI_L,SN_pc_R,ACC_sub_R,Occipital_Inf_R,Cerebellum_7b_L,Frontal_Sup_2_R
Rectus_L,0.1620400132317627,0.2584850018376119,0.02125567241708498,0.19377434540251226,0.14449275410055573,0.22753093895148802,0.221460106739735,0.1925224035853779,0.15824349907104854,0.17234242276317108,1.0,0.1673730333463523,0.0742059471739649,0.16615612110548922,0.12570166929348198,0.21243777990065266,0.12042501200869307,0.17245733826656248,0.21356303705853244,0.2631558231414099,0.13939656184517218,0.21426266502201488,-0.13903888606260698,-0.03349808012320441,0.21188959751665012,0.1860236356811945,0.030373518263376077,0.2888356038107287,0.07890431712835551,0.13747614855037235,0.06451930636826922,0.1458483145347954,0.1547080988463775,0.25532689239183387,0.19078960228213532,0.17846437395270215,0.23752535467435054,0.2506591748898232,0.041566349507799326,0.20704203714985941,0.2710105077537027,-0.08764751337106881,0.2058828491951237,0.15176910130908922,0.25297961694198207,0.18402762522533664,0.25063270038118646,0.1087429895786567,0.18429765691291888,0.23987986056319893,0.27031690797143315,0.013473445644286968,0.17623552560266578,0.13759488865476444,0.17989236894922528,-0.005675882317272025,0.17723552525887462,0.05856786758616319,-0.08556463156340705,0.13496202016071887,0.2077841782342236,-0.045804780072177864,0.15487697465586722,-0.16922812364084197,0.16160237274127429,0.1399973636357941,0.14978552965821523,0.08859351753066674,0.07746406272658031,0.23696993255015925
Occipital_Sup_L,-0.08920738885017407,0.44488179674651357,-0.09352566253971695,0.4786477551575862,0.2347694803426213,0.3159565091135603,0.8483665140900144,0.3014315071788592,0.7284773921181505,0.07223410057488466,0.1673730333463523,1.0,0.3305482615364275,0.3506412521833183,0.22662656341093196,0.08667926436211669,-0.026132724601786447,0.4860449495632669,0.3663744523675729,0.5834281929800427,0.3396706990591413,-0.08180771378227414,-0.11321188955237474,0.2591856460917208,0.5721266549988427,0.0733598671210595,-0.0977273645995488,0.4990254993757161,0.037720540219027,0.3976891455725441,0.20130026231888687,0.11218333990539461,0.2923051200259643,-0.19664898675970452,0.24611126844356193,0.3440717925790356,0.30682243202984233,0.013204534468665466,0.4161319864276045,0.44921845061536914,0.3805837407384212,0.4970387436700833,-0.023395727976227687,0.17882467469742547,0.05009062016537016,-0.013520050748578196,-0.008166356881803886,-0.1768563826800878,0.5066418574896635,0.4736793063128685,0.33910358825541004,0.1591866749997723,-0.06007059990461923,-0.03780439928541097,-0.2687126993644799,-0.15516908771690519,-0.1410170817565744,0.46899948293138627,0.06645721733688464,0.172914135122152,0.07751115590730241,-0.30880597353955896,0.10199852880329602,-0.2107570650552497,0.37539396919129814,0.07193352427910217,-0.35249616246778587,0.19655723857492308,0.4699355921536439,0.5383396242851808
Cerebellum_8_R,-0.03647446659911577,0.5188792892602784,-0.007060589260493785,0.29496528671529787,0.28295736207796257,0.5348166272105414,0.31941143729914984,0.18787844998037326,0.5475231843192357,0.013715558305404774,0.0742059471739649,0.3305482615364275,1.0,0.29604093284688593,0.48199447657673755,-0.055419175661645,-0.02136605496099359,0.4197038044392579,0.07388856274821864,0.4772104845695145,0.24112595510640275,-0.1118540790774345,-0.13075403421206613,0.23870651257049255,0.5252398648412234,-0.11782098663175794,-0.14426492005331662,0.3716279639688456,-0.23543432658643637,0.27333482231640654,0.13187681989760341,-0.07766449504608268,0.22180290477838593,-0.10006049784935468,0.054063119111951254,0.23552724537775838,0.08941932825646828,-0.2596440247353971,0.0988419422065758,0.12865146362862323,0.20094038397168262,-0.03053327622591485,0.1541675195544204,0.09501563513263443,-0.026958016023194517,0.3267821706233606,-0.09652287157653308,-0.25809512997910233,0.28836168734575657,0.2157206966385311,0.45103859570499605,-0.14609517743440614,-0.10991274724143658,-0.20102606136926301,-0.3355328246337945,-0.2893110029700381,-0.17683471433820463,0.05194239841357862,0.18940394850718012,0.11057599498302119,0.07208479820748277,-0.16316747543356602,-0.0709115569378908,0.21840641495848817,0.28493445483044855,-0.05830989889573707,-0.1477017062690315,0.24467403573384605,-0.03530749399959634,0.3291883992153049
Vermis_4_5,0.24518147112638305,0.7611452342361305,0.3335780471631906,0.7776714598907057,0.6233089773583677,0.791885988189863,0.3730393534678894,0.28509295459070494,0.7498579680516381,0.25564913521167415,0.16615612110548922,0.3506412521833183,0.29604093284688593,1.0,0.40643340329456196,0.3222041766720543,0.4714828847107881,0.8670610432477415,0.49236112198821025,0.7755978944320774,0.6202697362816074,0.3052880553970664,-0.21016244326089897,-0.1284673310528994,0.7631371092958359,0.1913363724918929,-0.31764509085057624,0.7487654520503526,0.042761424880029326,0.10702347959012357,0.06564881576328227,-0.18051192382704112,0.8315250224440838,0.26113761423627196,0.5703321566030891,0.7470902331352605,0.6450647344762477,0.08040201755817582,0.0834778131027907,0.764105089444476,0.38286062774099094,-0.3068084689371696,0.6125038136767286,0.6795358950034636,0.45824933222778086,0.663404977983538,0.45281440393788114,0.09035929347352441,0.8748400280780112,0.826527848163529,0.8347005200881088,0.06145110797189555,0.592771087123705,0.16704801516014434,0.24498410072310958,0.19388729442815145,0.4857760001977276,0.4830194540409849,0.2177606696000147,0.4660006077042553,0.3322327205399784,0.21762142241766716,0.5843715504972667,0.025418600930350577,0.4668289255586918,0.4335964118344045,-0.18185483935376748,0.23828605771175415,-0.036860459861364867,0.7552329987069273
Cerebellum_Crus1_R,0.21908337870348935,0.7556261239470581,0.06445026592516154,0.22473293690596882,0.39689467785419,0.7873694244751951,0.38717071634844785,0.21043578323400636,0.5349024468424498,0.13926247649129564,0.12570166929348198,0.22662656341093196,0.48199447657673755,0.40643340329456196,1.0,0.133227321762204,0.22397709228738832,0.31687439176277427,-0.06735118385649638,0.6161873010899233,0.4957500275721471,0.042174228617089186,-0.1351150790020395,0.04181343699613284,0.45916360342705015,0.27809392944240324,0.05026445205442598,0.2913074499437055,-0.17401513070329877,0.37938769584981924,-0.00148333035876528,0.18538474167572835,0.2936194118640475,-0.0005492948553821481,0.0507404464717804,0.3957806399696343,-0.06446474864711481,-0.4053711638837017,-0.08418595253076377,0.16927510786614403,0.4111076039805525,-0.43177590315083053,0.160715028088416,0.2929421319252921,0.17550766738929938,0.5719920343666162,-0.05790542287373561,0.04768499732632044,0.2843921068464646,0.32870702025144766,0.6920755208061883,0.005196931667171039,0.04191090101885994,-0.07828412453396319,0.009775230360870623,-0.38340111376478736,-0.03876058512151139,-0.0075643125218351195,0.20235079309599188,0.09941055267112771,0.26671538970977204,0.0400933685715027,-0.08539953089614324,0.2945689750251426,0.4816651804652803,-0.024540636005533967,-0.1063066872651794,0.6816487825831388,0.12975384029473638,0.17250926379316256
Insula_R,0.5869084973352235,0.26812171225142917,0.296821011232834,0.3887832015378629,0.5399068584990692,0.2647775056225552,0.22392033722956947,0.4186900289614391,0.10806539519334156,0.6025674931868292,0.21243777990065266,0.08667926436211669,-0.055419175661645,0.3222041766720543,0.133227321762204,1.0,0.7660283542894821,0.28683523284820495,0.5229977656505482,0.21876565624754607,0.492556862543507,0.6721262967271695,0.20300091447134588,0.10500362384130134,0.05167920927901778,0.5678339920103442,0.577802986718245,0.397481710465679,0.40823940664809744,-0.24084933770146222,0.1618505656747127,0.5493497882086603,0.5061702349866166,0.7236107064378153,0.608397501629737,0.5690740859748262,0.40741964313103957,0.4532944362797343,0.2981663413056465,0.6261117360585379,0.6287740232085636,-0.2195571232150552,0.3709766828905114,0.2926542343792544,0.4947445827220255,0.3874561754510459,0.730231348485804,0.5480383216690761,0.44554595940985225,0.5368474468242616,0.3534788115219763,0.46722077194387673,0.75460572860701,0.574105135795519,0.5582097398130829,0.3972545449724798,0.511082001797719,0.26076048307344046,0.018721252483028816,0.6326182125871516,0.6507116968899795,0.5768578522318902,0.6707654279136467,-0.08854640818129547,0.19431588762996857,0.44116691180931494,0.3565548813381551,0.09405183238384479,0.16484788434243663,0.3194227103247091
Putamen_L,0.43647353379131215,0.38992557984946496,0.4531128648961847,0.47660869666984323,0.6975907701370856,0.36942076468230295,0.07638682253903303,0.2116684355226866,0.21922248144987116,0.6658963246354224,0.12042501200869307,-0.026132724601786447,-0.02136605496099359,0.4714828847107881,0.22397709228738832,0.7660283542894821,1.0,0.41475659674870097,0.5843401030478101,0.2531623265509776,0.7335384506782177,0.5536675382028601,-0.006431411730450713,-0.26056660060756975,0.18391629353220126,0.4091289194405139,0.5545879896542314,0.4414527353055472,0.3469273407247,-0.09929323597079251,0.25028472967763205,0.34901164004266244,0.6444692312625234,0.6319759089986348,0.6547837647599074,0.7589739957922597,0.5321912304645269,0.277831629623159,0.31776264799124937,0.601897860357837,0.4784090805368573,-0.2849922866683487,0.4910882143609316,0.5456886989027085,0.5393103258410494,0.4788717948884867,0.7662524653352323,0.3485217846503494,0.5690950181346672,0.6541181058414304,0.5043858985436025,0.4287329615868281,0.805163026497894,0.3294858762820017,0.4358835000296396,0.4535214560156367,0.6988444543671103,0.41629151910359424,0.11045406209056513,0.49171340903840866,0.4632323205738993,0.7013829151996905,0.7317607782036117,0.08257526539337874,0.28155692857848075,0.30715603586072576,0.3529472250026603,0.07020835894922262,-0.04162783392099497,0.461852910886246
Supp_Motor_Area_R,0.051076172247345876,0.6828896740170914,0.3092752006374529,0.806031057883397,0.5833562023102742,0.6529108836661686,0.4161126166007356,0.23468771876121314,0.8160182896176807,0.30689133453050665,0.17245733826656248,0.4860449495632669,0.4197038044392579,0.8670610432477415,0.31687439176277427,0.28683523284820495,0.41475659674870097,1.0,0.5200400405366175,0.7376163250583334,0.5502918264164626,0.1699413010653056,-0.23415226431379402,0.03371335269317571,0.7950046279207981,0.02319062152919237,-0.2904222150190325,0.756724522654847,0.07134969984080292,0.09973550349476508,0.08637517191591346,-0.20678239784296173,0.7454687288585747,0.18753988300638963,0.5794846940683192,0.6614216683092294,0.7543495744574371,0.04698506369185467,0.27916648827810103,0.7721859994070089,0.2929500358802755,0.004459630389026579,0.5499868046170424,0.5883920041074163,0.38488798405591557,0.48751503517118105,0.39332049733445884,-0.1382673419652422,0.8871718003020065,0.8304970643681563,0.7505942573458821,0.011529440008954884,0.5064578512653929,0.05928377796567902,0.10526417383945301,0.21378621260658032,0.3606086477373422,0.5952204679351231,0.29960232297610406,0.47156629395350375,0.2330694843295009,0.1912792397934659,0.6067297408306043,0.02074518532222968,0.414823236425579,0.32736956250666116,-0.1516992738228666,0.08597232260978076,0.0048221784073165215,0.8937547456779948
Vermis_10,0.2566003092519677,0.38070194592894807,0.09150967812412115,0.6886804873519536,0.5138609144009114,0.2410495902949331,0.4396295345887837,0.261449065778257,0.41516035073371066,0.3366552076930333,0.21356303705853244,0.3663744523675729,0.07388856274821864,0.49236112198821025,-0.06735118385649638,0.5229977656505482,0.5843401030478101,0.5200400405366175,1.0,0.34277406763685486,0.520414565723586,0.43725438717769183,0.02154830243326312,-0.009438267191660405,0.40589684668431497,0.3360710814095754,0.17207628137828146,0.6454230723233372,0.22529105789815024,-0.08365432403974984,0.2590568966862967,0.11753632612031632,0.6304621222819712,0.35307499484706434,0.5514158819741929,0.6575683975952775,0.6408837928696772,0.4723515895983458,0.5683912702157041,0.6421308592543342,0.41632026741510986,0.08767443323700734,0.3754292772737477,0.5488501500706995,0.22955000168143355,0.21632305960241885,0.6173345475616431,0.18821257846805192,0.6720573289524971,0.6192603877909942,0.3612597971699877,0.2431198535810645,0.5672139014220315,0.18265980957960834,0.09243480380029842,0.4016750953969829,0.5157612727780175,0.46882812271977636,-0.0280127345763633,0.3801501623808507,0.37551924469716813,0.20493381656410264,0.6572108808739202,-0.19399524940208654,0.06692927237122062,0.2411685015985096,0.16677493862265638,-0.22009226684579566,0.29796132921725377,0.6741593791716263
Lingual_R,0.14647472537423814,0.8235535516145447,0.13409712698990658,0.6232012288921044,0.5173160391008946,0.8514205115189336,0.5556098694445258,0.44773290066791377,0.8134702480918113,0.3234741796552838,0.2631558231414099,0.5834281929800427,0.4772104845695145,0.7755978944320774,0.6161873010899233,0.21876565624754607,0.2531623265509776,0.7376163250583334,0.34277406763685486,1.0,0.4896663230613693,0.14819281113677596,-0.17119611986981656,0.03513788186689022,0.8838320475245297,0.15013649165833823,-0.23844039625257857,0.7662250697553631,-0.03803487341378349,0.4224892451296604,0.05932031235824231,0.08265722719962072,0.5561690036874251,0.2178473507670059,0.5222370682714388,0.5818731294785963,0.4914983898338623,-0.15339664521535634,0.08521799786398404,0.5822794439891228,0.5600520200903177,-0.1741438611923381,0.5173464976575767,0.49149701532572365,0.3854334066658511,0.6407434854343317,0.2648287253032967,-0.09192197676146471,0.7462046640883416,0.7022210500933571,0.8689809104475968,0.09534771896797711,0.3059818038665063,0.16202256850986446,-0.016713685618281928,-0.13694877573622116,0.20673301723978027,0.3151072538175364,0.2081811700091663,0.23328519327725092,0.31111785130468,-0.08473180639776787,0.34644893824133377,0.0072296582296388565,0.5434463034496553,0.2880701752326855,-0.28238811419699794,0.40828537633131906,0.06162628766750999,0.6671110647667039
Thal_MDm_L,0.28630525934392165,0.6677682441318523,0.3713768069132253,0.5698072203106482,0.758614125002716,0.6282650020464796,0.4149581281234532,0.20526129817762925,0.609806680597944,0.45000475444221644,0.13939656184517218,0.3396706990591413,0.24112595510640275,0.6202697362816074,0.4957500275721471,0.492556862543507,0.7335384506782177,0.5502918264164626,0.520414565723586,0.4896663230613693,1.0,0.2385905152639552,-0.16168285295970328,-0.22300395745527268,0.4370763851299584,0.3787975119781566,0.2695730751985984,0.49676675794483943,0.10519050294193562,0.15780918287831283,0.2601023319270646,0.14289762565927108,0.7364188261434562,0.21769114868624873,0.43884326681771696,0.8621419309515957,0.3893146605373471,0.03301115532419289,0.29236122559512806,0.5894062002632079,0.5020608353014104,-0.15228321079527565,0.3342923048033991,0.5618095653543161,0.39630120524023305,0.4926979463351197,0.38232731981430723,0.18660903450542096,0.688225448716556,0.7656792092163263,0.6831562423298913,0.3102793350033416,0.5162676540163577,0.10994192993076486,0.24387751468149915,0.20490264797278115,0.46521865901185605,0.5747484711716385,0.16000015396266745,0.4057274023365401,0.3244302837875848,0.4766029296513639,0.42518138900994995,0.07293609575151325,0.5460019873828595,0.1919454007262302,0.05767070395695871,0.34472024010897595,0.15092073586747431,0.5268825764683995
Thal_VPL_R,0.8382035679372533,0.143892097872186,0.12854143685997416,0.22448682283811147,0.1959753647363434,0.2191381451567774,0.15084348953952836,0.46698231374322646,-0.0012446690436121058,0.2898639759339479,0.21426266502201488,-0.08180771378227414,-0.1118540790774345,0.3052880553970664,0.042174228617089186,0.6721262967271695,0.5536675382028601,0.1699413010653056,0.43725438717769183,0.14819281113677596,0.2385905152639552,1.0,0.3622686339324307,0.04154966858362307,-0.040523745323045035,0.6976566867020942,0.31246480729598525,0.3408738028304242,0.5668133579071438,-0.11743591449012532,0.19606734709286278,0.494075323587734,0.3977464912301203,0.6556130441518345,0.42895110997246905,0.5007884531303445,0.3919571354746962,0.44976574449535367,-0.021677669368800907,0.5356807208984519,0.615259740261601,-0.45305691699223677,0.43054361578956063,0.21008549816199867,0.6332837903704049,0.407139583157272,0.7642326200123063,0.7095239471959326,0.22620550804671208,0.2922329458171559,0.25131244165568817,0.13840297551050335,0.6588372062996622,0.5012283784518476,0.4741010582758538,0.40971432434404903,0.5750143746960676,0.09620835876429766,-0.1844567537944848,0.3635129499170647,0.836076807066297,0.2913203980515565,0.5489859344781449,0.04991683487979854,0.10563813071739465,0.5655451525015974,0.35613091266557256,0.12174708526346943,0.09447498255563927,0.19411425830016
Cerebellum_Crus2_R,0.41501581360468265,-0.2094146303258707,-0.16622088246994834,-0.2126082080913802,-0.21925038648650474,-0.15900618039726422,0.03380479116585048,0.2344226490307203,-0.2524128512582391,-0.1394241811363747,-0.13903888606260698,-0.11321188955237474,-0.13075403421206613,-0.21016244326089897,-0.1351150790020395,0.20300091447134588,-0.006431411730450713,-0.23415226431379402,0.02154830243326312,-0.17119611986981656,-0.16168285295970328,0.3622686339324307,1.0,0.2742479462894519,-0.3341463499227871,0.39778004971588654,0.15892150005519617,-0.17787481970095625,0.26448714177157046,-0.13567820957824728,0.024781809280696582,0.3555965101086122,-0.11131339865220861,0.13375785691662392,-0.08257421619890482,-0.06823055348041845,-0.10156620981908576,0.0782577811577809,-0.054366832668642215,-0.05121618476162691,0.2513045231732757,-0.0657310347639429,-0.13839513932459002,-0.2685094536807315,0.11604022215344956,-0.12106324880321004,0.10173456254558766,0.43786469083502266,-0.241640896378887,-0.19390215443022865,-0.21818893336371467,-0.17614756937368448,0.10261550564225885,0.09626577788883584,0.05583551372044847,0.050551834211471504,-0.11044586783062534,-0.11942666122734151,-0.16841201280552737,-0.11299769857277303,0.43172311394035,-0.10459535103188203,-0.034827149096519815,0.1516305089109874,-0.06399455390969624,0.07016017217212564,0.08618902819255361,-0.019131019371075062,0.29638868148321107,-0.23274615419732447
Cerebellum_Crus2_L,0.06416258460903723,0.018934375525789728,-0.24509239715673356,0.0675754460804334,-0.21487691403543052,-0.04814912242633014,0.2775135346441801,0.2521150102815287,0.08818360655190809,-0.1293237698881819,-0.03349808012320441,0.2591856460917208,0.23870651257049255,-0.1284673310528994,0.04181343699613284,0.10500362384130134,-0.26056660060756975,0.03371335269317571,-0.009438267191660405,0.03513788186689022,-0.22300395745527268,0.04154966858362307,0.2742479462894519,1.0,-0.0007545170112323322,0.09061265615979111,-0.07991344575847324,0.007754846844492174,0.04891514248757533,-0.18963106502998625,-0.05688225564500463,0.1397453067403991,-0.06281724161536151,-0.11633484723845172,-0.1264334068686432,-0.1413166524881233,-0.054023228319748505,0.14727703457541091,0.06431358190594016,-0.04362088647134081,0.15437231121137548,0.16852246688988837,-0.15985673067371697,-0.22679747365385758,-0.09276722430644727,-0.13356298598792826,-0.11262846806885693,0.02748838126679918,-0.06487552299346039,-0.11062274668349789,-0.0554312508480964,-0.1691785916576812,-0.12542638944169796,-0.007127589872942295,-0.059147841741960555,-0.17669095482449898,-0.32688520012372535,-0.1303203670048473,-0.15006302428027324,0.13112143965391054,0.16860543662931776,-0.26508162754134934,-0.15646390977309774,-0.03063201535430056,-0.014318128077746826,0.07020391116550748,0.0740940856994293,-0.0675356269133041,0.31950144800781294,0.01569064208618998
Calcarine_R,-0.13088074461837068,0.7646031251334243,0.10396143149568811,0.7072168991426706,0.5734844418256361,0.724498035507268,0.46654522658391756,0.21010728150853517,0.8581614501224694,0.3025584624217058,0.21188959751665012,0.5721266549988427,0.5252398648412234,0.7631371092958359,0.45916360342705015,0.05167920927901778,0.18391629353220126,0.7950046279207981,0.40589684668431497,0.8838320475245297,0.4370763851299584,-0.040523745323045035,-0.3341463499227871,-0.0007545170112323322,1.0,-0.12270325407465538,-0.3686849272919142,0.8009415534583002,-0.18333212315601685,0.3487274770098911,-0.007473247442663319,-0.20153885953777084,0.5526189892999898,0.0849508697578749,0.4630352258408364,0.5468312813462695,0.5408709136793337,-0.07283904048234534,0.23383301764490452,0.5331897356510958,0.2962705789150467,-0.031729937422313496,0.5152304336863858,0.5775127430639441,0.16116353884944626,0.5402419813407678,0.19703489218818687,-0.3373511830289657,0.7915953548224902,0.6472180544154277,0.8058991701340528,0.033880363679284896,0.2008681269980158,-0.042784845923428926,-0.16634887719355254,-0.13702748816383298,0.23128129941422304,0.29665003323003514,0.20080521211052993,0.21299379885026956,0.013145549075870518,-0.11939804817299718,0.33085919757109084,-0.03419747343973855,0.34762237308837973,0.14374833837765147,-0.25343756694585046,0.17020377080025798,-0.09429815682769878,0.7830014417957352
Temporal_Pole_Sup_R,0.7594627628627608,0.23690809097746204,0.07342838273486381,0.09925798677997749,0.1581966083299499,0.2994920194229488,0.3244845733898517,0.5039840138157572,0.07666320596729674,0.03973702361142987,0.1860236356811945,0.0733598671210595,-0.11782098663175794,0.1913363724918929,0.27809392944240324,0.5678339920103442,0.4091289194405139,0.02319062152919237,0.3360710814095754,0.15013649165833823,0.3787975119781566,0.6976566867020942,0.39778004971588654,0.09061265615979111,-0.12270325407465538,1.0,0.30027156009642264,0.06584687516877111,0.36840644465331157,-0.09935551656173851,0.10913299528279437,0.5266280533099451,0.32518383569465276,0.3244753230828112,0.10989730592003744,0.40687971209012946,0.08931916025728398,0.3108250582669106,0.043085446838811554,0.3619165242037166,0.6464027940186512,-0.3716277298385782,0.013568045697991958,0.07001175609683674,0.3556990802756013,0.2677150793570692,0.34804910129665384,0.8460299638213925,0.11057860207249208,0.2579148908210223,0.24097422041986732,0.08263454579701944,0.4539193282003005,0.37901939700622284,0.49080466454186383,0.20117298564352057,0.2524573025722933,0.1438061920104996,-0.28013004752651655,0.2861629146881982,0.7455128790020572,0.19814854794064393,0.2791821107496113,0.027474743219461927,0.17175586218700298,0.37841800822963234,0.2601130662509959,0.395475142874635,0.5308015855459544,-0.001161514323035951
N_Acc_R,0.30572715596109873,-0.12015633040931399,0.009868752461356713,-0.11714047060979943,0.2587778058123521,-0.1887164565867402,0.03107857460246731,0.04804725086946575,-0.2782459856823653,0.45258522214750063,0.030373518263376077,-0.0977273645995488,-0.14426492005331662,-0.31764509085057624,0.05026445205442598,0.577802986718245,0.5545879896542314,-0.2904222150190325,0.17207628137828146,-0.23844039625257857,0.2695730751985984,0.31246480729598525,0.15892150005519617,-0.07991344575847324,-0.3686849272919142,0.30027156009642264,1.0,-0.07126105447036875,0.27113996542813606,-0.0295209451662203,0.2653171359927455,0.6967850355248899,-0.05746463657273248,0.4032567907495385,0.21524947174068634,0.20215416460468727,-0.13274718813875258,0.1147430557543325,0.3022515144878393,0.04787527249430957,0.313478638640097,0.014537844842528892,-0.0740118978686108,-0.041542064976513,0.12269548947152956,-0.027365485132762973,0.33996165724737376,0.2761425345488993,-0.11009736322143615,-0.0055647404199885755,-0.1481264673331349,0.5011835195487805,0.1734796749696869,0.17367441466046843,0.09206004125872069,0.1268086065440444,0.19270406504254176,-0.011803576766974666,-0.02605902303983372,0.10540885802356881,0.2752328459121618,0.41533794976334537,0.1326381975796922,0.0032259563053670783,0.020934053574598013,-0.11617036772218364,0.391505712525704,0.09729962378506961,0.13290696454375664,-0.1727382559120929
Temporal_Mid_L,0.24071237866713213,0.6924911764977192,0.23083430219058373,0.7524220999168666,0.6357258343897663,0.6498452568594386,0.5124465490382717,0.2841195983644554,0.710547815391992,0.49999947775448417,0.2888356038107287,0.4990254993757161,0.3716279639688456,0.7487654520503526,0.2913074499437055,0.397481710465679,0.4414527353055472,0.756724522654847,0.6454230723233372,0.7662250697553631,0.49676675794483943,0.3408738028304242,-0.17787481970095625,0.007754846844492174,0.8009415534583002,0.06584687516877111,-0.07126105447036875,1.0,0.005844603037976782,0.28173363182441974,0.16529930856229808,0.02610461700572123,0.6354261543966908,0.4067522038915693,0.635886825401499,0.7125582883239574,0.649910225457703,0.18547996320257423,0.21907348485447156,0.725444195320732,0.4611888813716237,-0.12197155892754437,0.7697734770294191,0.6705719724978133,0.38604797205419555,0.5916137396307264,0.5562671387541477,-0.11251185186468213,0.8134118920029402,0.7165828749342208,0.7224820901117529,0.22344103433449988,0.45000783476459016,0.18133117763403947,0.0386384576847536,0.14825186294032655,0.47473736545427403,0.36431424444805777,0.21245353796865518,0.4811194689456934,0.3523075989981051,0.13277957911962507,0.5880892426197987,-0.10587255102951497,0.36078837284587717,0.2970157875420028,-0.031671185965711016,0.05239274360234049,-0.05042963398656746,0.7808786674480297
Thal_LP_L,0.33581204896531974,-0.10847080044805453,0.12742874747982497,0.12275705876596665,-0.001133509951003231,-0.1310793973968451,0.09093079751628454,0.298384351363267,-0.058044854154677125,0.22724790517093515,0.07890431712835551,0.037720540219027,-0.23543432658643637,0.042761424880029326,-0.17401513070329877,0.40823940664809744,0.3469273407247,0.07134969984080292,0.22529105789815024,-0.03803487341378349,0.10519050294193562,0.5668133579071438,0.26448714177157046,0.04891514248757533,-0.18333212315601685,0.36840644465331157,0.27113996542813606,0.005844603037976782,1.0,-0.13711095485875985,0.3142498742789644,0.33965560749012835,0.19416277121724163,0.2790378749519678,0.3859773883599504,0.23054258014208664,0.38534560169470666,0.2175982801683805,0.14408990010578632,0.31092931097287857,0.28610718055819495,0.10279035401907405,0.017490089943138578,-0.06953631818408539,0.5703211524744329,-0.06484644461537743,0.4977492177011263,0.39753227133041985,0.08797572380118716,0.185758965794865,-0.03978674835026496,0.01269655365742722,0.4150764319140609,0.2636320860484263,0.22844190345428464,0.4014126338663173,0.33720618204729425,0.3098802686896041,-0.07406024027361031,0.07389145004308516,0.42480673119295137,0.17620137606825242,0.39960644208800733,0.016150442908139363,0.10301238937900625,0.2965560955663529,0.12506224712100317,0.028779050511973665,0.09965458083140397,0.14006040580898393
Occipital_Inf_L,-0.029203308483978844,0.2956531296696198,-0.027727304420813753,-0.048838786392864486,0.12004008405997924,0.33192474154827234,0.34209932897914896,0.10247031171378618,0.3456311252586941,0.07842325771922147,0.13747614855037235,0.3976891455725441,0.27333482231640654,0.10702347959012357,0.37938769584981924,-0.24084933770146222,-0.09929323597079251,0.09973550349476508,-0.08365432403974984,0.4224892451296604,0.15780918287831283,-0.11743591449012532,-0.13567820957824728,-0.18963106502998625,0.3487274770098911,-0.09935551656173851,-0.0295209451662203,0.28173363182441974,-0.13711095485875985,1.0,0.11531778219660403,0.15421781595339829,-0.029408613923717856,-0.09183846925766152,0.08515183195651616,0.18624094886674203,-0.010619738610105683,-0.3752526486277001,-0.10769308323492172,0.04669484340049485,0.21560759784400765,0.04151729364903975,0.11575147590885128,0.059515063492240096,0.187058883970965,0.1893362278827873,-0.09433413490938225,-0.25606632491244624,0.09858586841687221,0.13147310736681084,0.27435492197930944,0.006970054326469308,-0.2290813184539439,-0.20934832294936054,-0.3758195406306362,-0.3695213057105326,-0.10938233368455821,0.11841781913140623,0.12914733447499352,-0.2550184338386226,-0.019193498813972473,-0.3291116794968124,-0.23206369160288537,0.09884007356874346,0.43072462065734707,-0.14203061101049877,-0.28018972323082875,0.39530164305853643,0.025707507427373988,0.1053890152140704
