,Frontal_Inf_Oper_L,Red_N_L,SN_pr_R,Thal_PuA_R,Occipital_Sup_R,Temporal_Inf_L,Amygdala_L,Lingual_R,Cerebellum_Crus2_R,Vermis_1_2,Parietal_Inf_R,SupraMarginal_R,Thal_VL_L,N_Acc_R,Olfactory_L,Frontal_Sup_2_R,Putamen_L,Cerebellum_Crus2_L,Vermis_10,Raphe_D,Thal_LGN_R,Frontal_Mid_2_R,Parietal_Sup_R,ACC_sup_R,Rectus_L,Thal_MDm_L,Precentral_R,Postcentral_R,Vermis_6,Thal_LGN_L,Vermis_9,Temporal_Inf_R,Cerebellum_10_L,Cerebellum_3_R,Insula_L,ParaHippocampal_R,OFClat_L,Putamen_R,Occipital_Inf_R,Vermis_4_5,Cerebellum_6_L,Thal_PuM_L,Thal_MDl_R,ACC_sup_L,SN_pr_L
Parietal_Inf_R,0.37748727233443996,-0.02602541548997646,-0.1869232655404338,-0.45062804427715125,0.6041032570919437,0.09501029948595392,0.03252368034113471,0.31617267491673595,-0.27117354797124277,0.13755302765540184,1.0,0.7460102306988564,0.18962500437299734,-0.11001648104960311,-0.08810802585554176,0.6480418829043936,0.10657341137585032,-0.0009921327348850783,0.3885158067850368,-0.18534846218923925,-0.5065692783143364,0.40944824852176065,0.7614530447270551,0.14863459900252546,0.017514213681733417,0.3090517245125036,0.7929874095670818,0.8809839516564733,0.225057259754744,0.5070244497694085,0.0504531247716621,-0.0441832755688682,0.22179133550545185,0.6568398198350075,0.29867003011800886,0.4541152664423135,0.3684331520129479,0.2609388182058241,-0.20032374508603987,0.293388293519765,0.15375887290751988,0.2645030637638545,-0.19057441954520227,0.19919158270913828,-0.1683377992811676
SupraMarginal_R,0.4971026119200815,0.23393552115370783,0.08966879992227643,0.029004164350004386,0.6126185290787833,0.24962658857679929,0.3229577012139159,0.3151072538175364,-0.11942666122734151,0.4135189517553264,0.7460102306988564,1.0,0.4732056529711315,-0.011803576766974666,0.13011829140575593,0.5764678009465793,0.41629151910359424,-0.1303203670048473,0.46882812271977636,0.0962346612049259,-0.10253115646732128,0.4916276693376447,0.3957923402270554,0.4384115769999496,0.05856786758616319,0.5747484711716385,0.443414244022517,0.557899771379046,0.27786092789036626,0.32655236509742225,0.15203441542807747,0.280787947346277,0.5376163158017044,0.43141245841047127,0.4893595623325847,0.5300957372327918,0.3052111715858216,0.41553477054213656,-0.0017313643322987376,0.4830194540409849,0.3066780992348888,0.6230136357767797,0.1560946777593533,0.43249302018215735,0.07551564599003154
Thal_VL_L,0.7111773139447509,0.5739505439250994,0.3327689180745581,0.4946968106270523,0.27864878433385254,0.6073255573345467,0.3687793392224304,0.44995978272744724,0.027741277578651507,0.70331364438736,0.18962500437299734,0.4732056529711315,1.0,0.1762337240216996,0.43850112393724894,0.592905965665714,0.7080671537678495,-0.15509334861219218,0.5066552145611302,0.6232885461643177,0.46743794300364666,0.6701921619550932,-0.238806340440783,0.6898264608832695,0.27246293982694914,0.5259426096617446,0.1916324503595546,0.20029980860681068,0.30330854206255914,0.061943196036425265,0.3005836973717738,0.5048607963333701,0.459932020559296,0.34322120202168116,0.7038890753261042,0.5830696081237752,0.5177904608702408,0.6935011047015815,0.12669843264270064,0.5962353099288296,0.5606121732732203,0.676876335901501,0.5733108455897875,0.8139836237747837,0.5804644674176754
N_Acc_R,0.21524947174068634,0.313478638640097,0.17367441466046843,0.30572715596109873,-0.008635070750301503,-0.0740118978686108,0.41533794976334537,-0.23844039625257857,0.15892150005519617,-0.009752642425128084,-0.11001648104960311,-0.011803576766974666,0.1762337240216996,1.0,-0.05142382201583183,-0.1727382559120929,0.5545879896542314,-0.07991344575847324,0.17207628137828146,0.17930694170074468,0.18703599785326047,-0.13129174267466448,0.014537844842528892,0.1405052694802712,0.030373518263376077,0.2695730751985984,-0.28169523991854756,-0.24320151621848188,-0.5579518995760113,0.3022515144878393,0.19254121427544324,-0.01803549394044781,0.1268086065440444,-0.2456159114414707,0.1326381975796922,0.1769555487182915,-0.050853661829790904,0.22172649598243663,0.09729962378506961,-0.31764509085057624,-0.10927933955695232,0.2082415360206301,0.3883318336726152,0.24822705073567833,0.4032567907495385
Olfactory_L,0.4108183386067769,0.04227117929729583,0.5610141785763281,0.19485756378858493,-0.23190397664542012,0.5796271953123583,0.6314484352161025,0.05808146103265071,-0.13329189766516408,0.24988544962660159,-0.08810802585554176,0.13011829140575593,0.43850112393724894,-0.05142382201583183,1.0,0.22635604934476966,0.467502145783176,-0.210534428088591,0.17877376949561377,0.6747832717214657,0.4752132321929598,0.4116689923700196,-0.372851661918296,0.4316370204481138,0.13294399344525626,0.17472814840309817,-0.0015934161892866984,0.016325431873622648,0.03383393638701412,-0.23216630882386277,0.05761154865297395,0.24202047140740127,0.43965626051115547,-0.006113685158361406,0.680201067441222,0.4624330768760573,0.5399221768217587,0.6098848760389431,-0.2027097139471074,0.34766429894463713,0.18585405093654514,0.06526148251350938,0.13725550621585772,0.4067582493897587,0.6175465612249665
Frontal_Sup_2_R,0.6574433101393937,0.31016860666330603,0.06229219917706446,-0.03314952096481945,0.47442405763460677,0.5087283144157853,0.10971990249817437,0.6671110647667039,-0.23274615419732447,0.654183012671302,0.6480418829043936,0.5764678009465793,0.592905965665714,-0.1727382559120929,0.22635604934476966,1.0,0.461852910886246,0.01569064208618998,0.6741593791716263,0.35075098640993824,-0.06233460251682078,0.9077365794422237,0.14215080341027672,0.3606917206735872,0.23696993255015925,0.5268825764683995,0.7397892064450423,0.7539242669658636,0.5467116565517669,0.4260880626674068,0.37192389894539196,0.42310111990549754,0.2636187327935433,0.8346301024495101,0.6495038926666458,0.7433192606551403,0.5480764062179602,0.6700733897589256,-0.0978270400286884,0.7552329987069273,0.6048158524301858,0.4408805795219755,0.24682134841303152,0.5025925240964597,0.22118691082903402
Putamen_L,0.6547837647599074,0.4784090805368573,0.3294858762820017,0.43647353379131215,0.1884345347052911,0.4910882143609316,0.7013829151996905,0.2531623265509776,-0.006431411730450713,0.6083139944347231,0.10657341137585032,0.41629151910359424,0.7080671537678495,0.5545879896542314,0.467502145783176,0.461852910886246,1.0,-0.26056660060756975,0.5843401030478101,0.6567265434246843,0.38241353370014625,0.585834685849754,-0.2849922866683487,0.4530751063615969,0.12042501200869307,0.7335384506782177,0.005990965416237818,0.07625697680410914,0.033889888983830364,0.31776264799124937,0.43120687076346537,0.5256884529015294,0.4535214560156367,0.23078410118458131,0.7317607782036117,0.7390779082447572,0.45840631025278594,0.7777144678465663,0.07020835894922262,0.4714828847107881,0.4479915382624625,0.5080337806794205,0.6236844788791432,0.6024054494167344,0.6319759089986348
Cerebellum_Crus2_L,-0.1264334068686432,0.15437231121137548,-0.007127589872942295,0.06416258460903723,0.120024127033672,-0.15985673067371697,-0.26508162754134934,0.03513788186689022,0.2742479462894519,-0.08375230923359742,-0.0009921327348850783,-0.1303203670048473,-0.15509334861219218,-0.07991344575847324,-0.210534428088591,0.01569064208618998,-0.26056660060756975,1.0,-0.009438267191660405,-0.10830015979277123,0.04974696725913625,-0.023076784074525448,0.16852246688988837,0.07849540397418624,-0.03349808012320441,-0.22300395745527268,0.1605894766419727,0.0526490581365678,-0.04873226434850953,0.06431358190594016,-0.11109555290336022,-0.10757178452821466,-0.17669095482449898,0.052247020345046705,-0.15646390977309774,-0.19379209935643638,-0.4349903109147367,-0.18162565192859703,-0.0675356269133041,-0.1284673310528994,-0.05691457817207803,0.06362061317044206,0.03587771134794982,-0.0075926031706052164,-0.11633484723845172
Vermis_10,0.5514158819741929,0.41632026741510986,0.18265980957960834,0.2566003092519677,0.367126347357297,0.3754292772737477,0.20493381656410264,0.34277406763685486,0.02154830243326312,0.6086192020235857,0.3885158067850368,0.46882812271977636,0.5066552145611302,0.17207628137828146,0.17877376949561377,0.6741593791716263,0.5843401030478101,-0.009438267191660405,1.0,0.43320970681539156,0.1937984737697621,0.6487709466024172,0.08767443323700734,0.41376615658846017,0.21356303705853244,0.520414565723586,0.3587688401620929,0.40408734460358736,0.11585721396291422,0.5683912702157041,0.41399865914575806,0.2585884135628307,0.4016750953969829,0.41750581812121534,0.6572108808739202,0.5256014127473934,0.2966330950693101,0.623472029003205,-0.22009226684579566,0.49236112198821025,0.4365862792925167,0.44402772995538314,0.4120470041004973,0.5009294192174566,0.35307499484706434
Raphe_D,0.578640439519888,0.31259934961232,0.49624319972434805,0.48972675144123173,-0.2656193212318004,0.6574753016824815,0.4744188466678721,0.10436381101800793,0.05573831277563467,0.455854853887607,-0.18534846218923925,0.0962346612049259,0.6232885461643177,0.17930694170074468,0.6747832717214657,0.35075098640993824,0.6567265434246843,-0.10830015979277123,0.43320970681539156,1.0,0.6263068810597882,0.5123724781167205,-0.48113011515532156,0.6007544491474076,0.19647197121608054,0.23075878395507948,0.05441380451202055,0.030613043806854513,-0.028932736048753207,-0.02596730523924555,0.10601917111824562,0.2830871657622394,0.5156674796197218,0.04710825712437248,0.6997031074064107,0.4733393090893016,0.3625782091218293,0.710545572954885,-0.1933434736100632,0.40190918399852993,0.27146947599380983,0.2651181205034074,0.5055303566339778,0.6445489597195382,0.7686641173994648
Thal_LGN_R,0.18015081335894206,0.42150490456429457,0.5511584700757131,0.7896075393334184,-0.14734004687909402,0.46308720040775253,0.39558304831632923,0.01169049256890743,0.3495424672374198,0.2962154292683002,-0.5065692783143364,-0.10253115646732128,0.46743794300364666,0.18703599785326047,0.4752132321929598,-0.06233460251682078,0.38241353370014625,0.04974696725913625,0.1937984737697621,0.6263068810597882,1.0,0.15842455212453016,-0.6016676632200201,0.49560260508153553,0.18677919182845676,0.036136708323244775,-0.37557533117500963,-0.46452631662167665,-0.1895505092900541,-0.24130604158010957,0.07410894834776954,0.29376236137602,0.4306358676081724,-0.37620040540107047,0.4103566616714476,0.07505485567316386,-0.04632538208103981,0.30906236592462294,0.05679502595061114,0.1714557125709584,0.21272510374323433,0.28361327186595525,0.5353293564699368,0.45315039847645167,0.6295530817763247
Frontal_Mid_2_R,0.706682755475087,0.4093280700060614,0.24210248705954635,0.18060757167516456,0.3962824231822089,0.6118121434213382,0.24626041763866552,0.6958199342560197,-0.2243668207920114,0.7233992221069376,0.40944824852176065,0.4916276693376447,0.6701921619550932,-0.13129174267466448,0.4116689923700196,0.9077365794422237,0.585834685849754,-0.023076784074525448,0.6487709466024172,0.5123724781167205,0.15842455212453016,1.0,-0.15477668184425764,0.3710089942352166,0.2644943901703787,0.5893602314203504,0.5061631779074429,0.5183985903745726,0.5846086294112193,0.30059408359838935,0.4934320215757697,0.6007440560035651,0.29086665106693954,0.7173567943375724,0.7404959422216792,0.7954043830702372,0.5130187027814107,0.7996369071877049,0.037174647470469536,0.8616696726690686,0.700418941179764,0.4854009941942544,0.3498800991359607,0.5362848176647883,0.3968536752329205
Parietal_Sup_R,-0.02306955624478324,-0.24752042760147974,-0.263275007316074,-0.5752774621341441,0.3177449409866975,-0.41198399349730874,-0.23160215278304236,-0.1741438611923381,-0.0657310347639429,-0.39562401413262605,0.7614530447270551,0.3957923402270554,-0.238806340440783,0.014537844842528892,-0.372851661918296,0.14215080341027672,-0.2849922866683487,0.16852246688988837,0.08767443323700734,-0.48113011515532156,-0.6016676632200201,-0.15477668184425764,1.0,0.03916131657956732,-0.08764751337106881,-0.15228321079527565,0.5857724874124228,0.6423326868614988,-0.23762677346959232,0.469241942049702,-0.27120898939119664,-0.5508202077722766,0.05333220448817307,0.22040291615814708,-0.0991723543275037,-0.08587888091678897,-0.008772271054495066,-0.1528235007492119,-0.34929574326813834,-0.3068084689371696,-0.41029325319465226,-0.04293637042185729,-0.46433529820762265,-0.01068488071585913,-0.3890526613779145
ACC_sup_R,0.5640149188494117,0.37356410821392805,0.44827681220948284,0.41468170550369515,0.05862958981341137,0.2669416333924927,0.2706468890458998,0.02589432134389389,0.29746596812025417,0.28876825785267046,0.14863459900252546,0.4384115769999496,0.6898264608832695,0.1405052694802712,0.4316370204481138,0.3606917206735872,0.4530751063615969,0.07849540397418624,0.41376615658846017,0.6007544491474076,0.49560260508153553,0.3710089942352166,0.03916131657956732,1.0,0.15381249327643198,0.12374007620117976,0.21803990252598338,0.19964401614036476,-0.11965747937139162,0.13703224397555339,-0.09081185528217918,0.06457884174739356,0.620260268867058,0.03965033905619617,0.6528377862797136,0.2384952569380102,0.3077617746219488,0.5007578232596984,-0.18996566324840813,0.22759534382062035,0.03683421130116515,0.49912744235404266,0.36600065338982646,0.9054672560192224,0.5324701392625324
Rectus_L,0.19078960228213532,0.2710105077537027,0.13759488865476444,0.1620400132317627,0.11299157143388365,0.2058828491951237,-0.045804780072177864,0.2631558231414099,-0.13903888606260698,0.2779123823418356,0.017514213681733417,0.05856786758616319,0.27246293982694914,0.030373518263376077,0.13294399344525626,0.23696993255015925,0.12042501200869307,-0.03349808012320441,0.21356303705853244,0.19647197121608054,0.18677919182845676,0.2644943901703787,-0.08764751337106881,0.15381249327643198,1.0,0.13939656184517218,0.10192848477291878,0.06442604959412256,0.16120100186751174,0.041566349507799326,0.17417464679608027,0.25671551183289754,-0.005675882317272025,0.15170643129891326,0.15487697465586722,0.15212596833995715,0.11235606219951833,0.1846362212205062,0.08859351753066674,0.16615612110548922,0.25716408601492474,0.2209686679407199,0.21103000625685453,0.19952149081916898,0.25532689239183387
Thal_MDm_L,0.43884326681771696,0.5020608353014104,0.10994192993076486,0.28630525934392165,0.5308718150388081,0.3342923048033991,0.4766029296513639,0.4896663230613693,-0.16168285295970328,0.7090464351083148,0.3090517245125036,0.5747484711716385,0.5259426096617446,0.2695730751985984,0.17472814840309817,0.5268825764683995,0.7335384506782177,-0.22300395745527268,0.520414565723586,0.23075878395507948,0.036136708323244775,0.5893602314203504,-0.15228321079527565,0.12374007620117976,0.13939656184517218,1.0,0.050758724183549916,0.149945879934684,0.41357824719394737,0.29236122559512806,0.5630308248136439,0.7432804369074261,0.20490264797278115,0.4653447925652189,0.42518138900994995,0.7126785086824924,0.2835179149122879,0.5007290266747079,0.34472024010897595,0.6202697362816074,0.6271139870383411,0.6553567620572247,0.5911633656243002,0.2559771991516438,0.21769114868624873
Precentral_R,0.45991120913601663,-0.009948272760231738,-0.04265488531823778,-0.4624418129607368,0.2904084694703369,0.24105641587534973,-0.16467467418109685,0.4167069016430195,-0.23812512705866073,0.11555142913815822,0.7929874095670818,0.443414244022517,0.1916324503595546,-0.28169523991854756,-0.0015934161892866984,0.7397892064450423,0.005990965416237818,0.1605894766419727,0.3587688401620929,0.05441380451202055,-0.37557533117500963,0.5061631779074429,0.5857724874124228,0.21803990252598338,0.10192848477291878,0.050758724183549916,1.0,0.9624776626047707,0.252571438314227,0.4232684671843603,-0.005710799180868582,-0.08919275112460155,0.14836335971035863,0.7574314588441887,0.33396329945878667,0.4093671461184026,0.39876319983315694,0.35589786095718057,-0.34948366338809683,0.33229469383577964,0.18281194931553876,0.12202814673513182,-0.20457971193714997,0.26996674417327665,0.00858503698113058
Postcentral_R,0.4799634050566107,-0.06481924246628376,-0.08404017309032326,-0.5074171151121293,0.32022348137600704,0.22029870186108363,-0.08883413558138831,0.3687263949818636,-0.3103617772891035,0.13465788745913737,0.8809839516564733,0.557899771379046,0.20029980860681068,-0.24320151621848188,0.016325431873622648,0.7539242669658636,0.07625697680410914,0.0526490581365678,0.40408734460358736,0.030613043806854513,-0.46452631662167665,0.5183985903745726,0.6423326868614988,0.19964401614036476,0.06442604959412256,0.149945879934684,0.9624776626047707,1.0,0.25650822196234846,0.46910920869561606,0.007932248605473717,-0.10016311901982058,0.21029660068308745,0.760526608754291,0.3679243364313389,0.47078242995369224,0.45982185108324825,0.3950548605466203,-0.3644014971962779,0.346704279295434,0.16317611631120538,0.1335339681227751,-0.23157657353497837,0.275054047940278,-0.03797977209862082
Vermis_6,0.21012469620528942,0.21673687224467544,-0.1183756296155127,0.012557912494437882,0.4414194185419848,0.30003111872321003,-0.19537619732408976,0.7558772286862842,-0.26460930597902543,0.6343005832478268,0.225057259754744,0.27786092789036626,0.30330854206255914,-0.5579518995760113,0.03383393638701412,0.5467116565517669,0.033889888983830364,-0.04873226434850953,0.11585721396291422,-0.028932736048753207,-0.1895505092900541,0.5846086294112193,-0.23762677346959232,-0.11965747937139162,0.16120100186751174,0.41357824719394737,0.252571438314227,0.25650822196234846,1.0,-0.14012220767294206,0.4415278995341561,0.6431951391998386,-0.22899784697046413,0.6325906351577708,0.11148141113688452,0.35855849960697206,0.22276035150893528,0.18050549512980404,0.41783605281388125,0.7649074283289157,0.7131273190539102,0.3550359088176557,0.11943513281084406,-0.01039153114212558,-0.1650963278486278
Thal_LGN_L,0.27518734555682656,0.0829880580751627,-0.14352384801962675,-0.19208108604048224,0.3424609810540242,-0.11756424449471926,0.08975858026245025,0.08521799786398404,-0.054366832668642215,0.07251085440857186,0.5070244497694085,0.32655236509742225,0.061943196036425265,0.3022515144878393,-0.23216630882386277,0.4260880626674068,0.31776264799124937,0.06431358190594016,0.5683912702157041,-0.02596730523924555,-0.24130604158010957,0.30059408359838935,0.469241942049702,0.13703224397555339,0.041566349507799326,0.29236122559512806,0.4232684671843603,0.46910920869561606,-0.14012220767294206,1.0,0.1423492448911277,-0.054306524846857634,0.1587951610749038,0.3696147405474871,0.32330466125784013,0.35197628184650265,0.13653532076059688,0.26891745990631155,-0.22882716733852476,0.0834778131027907,0.014402149076674536,0.11643263617962746,0.12339886367164965,0.2070255488476974,-0.006139340338711367
Vermis_9,0.4158235030419594,0.5744383669086115,0.31712078150501166,0.31137978554974577,0.41674886642384645,0.24885316786375883,0.0579631786197013,0.6299779423466418,-0.0796057511214229,0.6038185595894997,0.0504531247716621,0.15203441542807747,0.3005836973717738,0.19254121427544324,0.05761154865297395,0.37192389894539196,0.43120687076346537,-0.11109555290336022,0.41399865914575806,0.10601917111824562,0.07410894834776954,0.4934320215757697,-0.27120898939119664,-0.09081185528217918,0.17417464679608027,0.5630308248136439,-0.005710799180868582,0.007932248605473717,0.4415278995341561,0.1423492448911277,1.0,0.6088756592259846,-0.15745861462131702,0.38795526340768244,0.295266987601034,0.40948647173033986,0.1095316560429011,0.4154646971104868,0.4593005528616525,0.521439271774454,0.6733176625264914,0.43421334895680813,0.3767280625657256,0.12707825179322282,0.28569470116197776
