,SupraMarginal_L,Temporal_Inf_L,SupraMarginal_R,Thal_PuA_L,Occipital_Sup_R,Frontal_Sup_Medial_R,VTA_L,Temporal_Mid_L,Angular_L,Parietal_Inf_L,Thal_PuL_L,Thal_PuL_R,Postcentral_L,Thal_PuI_L,ParaHippocampal_R,ACC_sub_L,Thal_LGN_L,Pallidum_R,Parietal_Sup_L,Raphe_D,Insula_L,Supp_Motor_Area_L,Thal_VL_R,Supp_Motor_Area_R,Cerebellum_4_5_L,Rolandic_Oper_R,Thal_AV_R,Cuneus_L,Occipital_Inf_R,OFCmed_L,Frontal_Med_Orb_L,Cerebellum_6_R,Frontal_Sup_Medial_L,Olfactory_L,Cerebellum_10_R,Cerebellum_3_L,VTA_R,Calcarine_L,Vermis_3,Lingual_L
Thal_PuL_L,0.37055169195643184,0.17944216836310953,0.47262092484190116,0.32899430786237943,0.2907360267613355,0.5624676784821487,0.4171985948314408,0.24330842491162094,0.24344342787152684,0.2706199544865029,1.0,0.8044818943505342,0.33599369384730815,0.201034442697679,0.20846628827547178,0.10918263246689362,0.30874117107349897,0.22684138182705094,0.23260813750175946,0.4329818438058933,0.5704524129606642,0.1587404999351494,0.5893165800554588,0.3119388290592927,0.3090308853693348,0.7414423854347879,0.625826017718814,0.07253666064237901,-0.08948296994454275,0.16062570336987753,-0.07686046991943343,0.02388441009319577,0.49593363353875414,0.09721019575700822,0.12037813242064187,0.4517599131435934,0.5093584636138518,0.03532350175098776,0.26278944842756796,0.2630113354030022
Thal_PuL_R,0.35061973722469914,0.20729764625012895,0.30313466705417136,0.24595817050623198,0.25290526818769293,0.4038989918750602,0.4449229184922556,0.2320183632430593,0.3028687177719362,0.2722724764836155,0.8044818943505342,1.0,0.21103395956679766,0.15822343833692468,0.20926547108752733,0.15398461119136717,0.18097455977906327,0.19269910287229663,0.18771186890830624,0.46901959803834387,0.5374600931424276,0.09170829287639702,0.5157095757424778,0.30370569194538694,0.25675841815681616,0.7202945025485095,0.45034901674908906,-0.05130223699312749,-0.026411959272425928,0.275504405820956,0.02805239973707249,0.09474819905150823,0.4193908515610793,0.1795488839300553,0.3677872469697733,0.3421222037648954,0.5128852706726234,-0.03236282903963042,0.19198462373118663,0.1624620021294106
Postcentral_L,0.5760170132356676,0.08359616560207012,0.4012141506239874,-0.18825547776104037,0.5285225109588103,0.31868020492894455,0.17076847620441604,0.5079788514448705,0.45107944150527535,0.730768205014304,0.33599369384730815,0.21103395956679766,1.0,0.08759622121671659,0.5333177272315348,0.07160070224948858,0.5771237641947067,0.409278645065334,0.6966106069272242,0.01431027746081198,0.43233725351550906,0.845319356723876,0.34483412460742424,0.730039526535229,0.6716434959115348,0.36617009804895767,0.20121632732192743,0.6062358125363747,-0.04951945246826498,-0.016243811782451073,-0.20665359931140953,0.29145080733067424,0.6001478558811533,-0.06001433759250191,0.13859009881434717,0.38427802143602807,0.15743109728572588,0.5998556267450337,0.7036650612389023,0.7200185497485295
Thal_PuI_L,0.40501559163640355,0.33342706537653644,0.5043631802379718,0.7035900548284306,0.4902003702945275,0.16327642136058662,0.27791395372135486,0.36078837284587717,0.2342720398539347,0.2642250682720861,0.201034442697679,0.15822343833692468,0.08759622121671659,1.0,0.3657123783385082,-0.14508558211228204,-0.12632119135731346,0.2239138311768385,0.12965800073124448,0.015393337053074089,0.07943106328234698,0.29403824135960477,0.42594244932846187,0.414823236425579,0.46174802436612306,0.305443199419419,0.1638019031613807,0.42441388783500866,0.46412252649201885,0.16588282037455104,-0.2528121547441449,0.5807848659954497,0.2536563701985881,-0.06373757941506909,0.42739614442202356,0.6100034404277247,0.24952817341379077,0.5186950220206484,0.3834823780235545,0.45054194886004223
ParaHippocampal_R,0.5366407270456236,0.596452115223545,0.5300957372327918,0.141604401661978,0.3680891909057808,0.3105601909958163,0.5092527390314809,0.6749854601442852,0.2188219168175992,0.5150421363414917,0.20846628827547178,0.20926547108752733,0.5333177272315348,0.3657123783385082,1.0,0.22795379568486837,0.35197628184650265,0.8540569294613002,0.2829947415134612,0.4733393090893016,0.7119770054803056,0.720073293610895,0.7058416767087324,0.7484992272567323,0.8243473673826014,0.5169883628595612,0.20201223461190662,0.3312709688753195,0.026166022488964075,0.15269515502374092,-0.2549193486212523,0.5141235801577277,0.6161516178574455,0.4624330768760573,0.5515644370713705,0.5979698836216646,0.08063676759526661,0.5648441405856441,0.4465255326124324,0.42948416149212587
ACC_sub_L,-0.017050329181305862,0.3602593166761734,0.011325531567951326,-0.040355167979308146,-0.2145061845751883,0.30845452835804876,0.10407574374396274,0.2971052110327281,-0.16738132751648818,-0.03502996148183445,0.10918263246689362,0.15398461119136717,0.07160070224948858,-0.14508558211228204,0.22795379568486837,1.0,0.03463574052421085,0.3875606016417518,-0.13517936919534973,0.48525735074005455,0.4865112957325257,0.13248339945157286,0.3604599373631389,0.13245747091526905,0.287169975526096,0.2923279075066842,0.06730415717462453,-0.16429056048169358,-0.22860414161768736,0.030254467944774512,-0.16995414633088676,0.03739676200333395,0.5076736952619141,0.6024686316869968,0.1270513197774512,0.13019427521807578,0.2690257156566602,0.05662156834459715,-0.0002924764779282829,0.027236156489520824
Thal_LGN_L,0.2805526304571915,-0.11756424449471926,0.32655236509742225,-0.24879373452260392,0.3424609810540242,0.1594043971046756,0.16786720880120243,0.21907348485447156,0.34599771099036214,0.45474792966652966,0.30874117107349897,0.18097455977906327,0.5771237641947067,-0.12632119135731346,0.35197628184650265,0.03463574052421085,1.0,0.4594829779850605,0.5537912626314377,-0.02596730523924555,0.32330466125784013,0.3635432046667296,0.12859426844564908,0.27916648827810103,0.3721218144242568,0.30348713075730566,0.10781710978398451,0.3173205215291126,-0.22882716733852476,-0.05767689010216692,-0.033367724649475426,-0.0983315295145636,0.2690884451412527,-0.23216630882386277,-0.051072131274443065,0.12469107344234287,-0.052277664163193564,0.07952687196918173,0.48864712853619424,0.3732540977162614
Pallidum_R,0.384887207837265,0.5615931302954646,0.3632016084357649,0.07502978413802955,0.1780417888638332,0.26650533119626624,0.479102530702735,0.6313144427928721,0.07405949035395462,0.3620316889114648,0.22684138182705094,0.19269910287229663,0.409278645065334,0.2239138311768385,0.8540569294613002,0.3875606016417518,0.4594829779850605,1.0,0.1186317827327316,0.5575048893567708,0.6765451814038174,0.5772801085979336,0.6560205748211613,0.5742315771748183,0.7197018156131537,0.5175758080612967,0.11846171185980607,0.1918802960910747,-0.05528634412129007,0.11797504734132515,-0.28565982200642676,0.3976605059502725,0.6009118646171974,0.39862866576269573,0.3736088445182594,0.5574446157240812,0.04187272507747506,0.418777092300381,0.3997707568906526,0.367157199331779
Parietal_Sup_L,0.6529503270555734,-0.2250051594127789,0.4873128629785187,-0.07964835417681375,0.771011899440154,0.08281330721369858,0.16361783270564634,0.28842935083187654,0.8610553352396467,0.8628530697871858,0.23260813750175946,0.18771186890830624,0.6966106069272242,0.12965800073124448,0.2829947415134612,-0.13517936919534973,0.5537912626314377,0.1186317827327316,1.0,-0.3218057404348524,0.17060795117580563,0.4658768923141515,0.13070874611382305,0.4415169660312835,0.4056121151193559,0.27622033694549114,0.191054521322168,0.5764283351450412,0.05140742205349133,-0.030370044583311665,-0.12608323613596306,0.10232929273298605,0.2728842901015325,-0.2790137813674954,0.1337009229540887,0.17153928125306608,0.05835286476121162,0.2911083851141503,0.6013202587739223,0.4970843670880423
Raphe_D,0.11642129619178111,0.6574753016824815,0.0962346612049259,0.19422032291422653,-0.2656193212318004,0.4258990518836868,0.5465778925602737,0.3997697833295596,-0.225928253113453,-0.045743278940875785,0.4329818438058933,0.46901959803834387,0.01431027746081198,0.015393337053074089,0.4733393090893016,0.48525735074005455,-0.02596730523924555,0.5575048893567708,-0.3218057404348524,1.0,0.6997031074064107,0.17649603724228563,0.7019654070382768,0.3123022901221596,0.3769463420470808,0.5015357625069027,0.316209429138807,-0.21441737619558765,-0.1933434736100632,0.21150284953958548,-0.17966865926708478,0.19356231150556297,0.5096497076145833,0.6747832717214657,0.4138252456238177,0.4283274449311881,0.2708232903407475,0.0979939286953147,-0.08921458843041802,-0.07888039169695076
Insula_L,0.46123750693943527,0.6103566935262096,0.4893595623325847,0.0890673477076133,0.19701848776756495,0.6567514771265607,0.5957058926458115,0.5880892426197987,0.12548270497710878,0.3805857347697709,0.5704524129606642,0.5374600931424276,0.43233725351550906,0.07943106328234698,0.7119770054803056,0.4865112957325257,0.32330466125784013,0.6765451814038174,0.17060795117580563,0.6997031074064107,1.0,0.4887620789478296,0.8119435250871372,0.6067297408306043,0.6730340380585653,0.7443341994867456,0.43308920584146726,0.08021288874078718,-0.18332616389830633,0.19302679356082736,-0.13996671649309697,0.273161956370334,0.7666289052646361,0.680201067441222,0.41081707574463844,0.5683350994717643,0.302229929897684,0.26841116579272795,0.3096826910655808,0.22544738381867946
Supp_Motor_Area_L,0.6374317773660744,0.4486843689898521,0.4694998801060403,-0.03715466931632983,0.4771061624398395,0.3345294027129666,0.25094141687306176,0.7473337738371038,0.299745529915821,0.6537032046197122,0.1587404999351494,0.09170829287639702,0.845319356723876,0.29403824135960477,0.720073293610895,0.13248339945157286,0.3635432046667296,0.5772801085979336,0.4658768923141515,0.17649603724228563,0.4887620789478296,1.0,0.48299142196130324,0.91734809253111,0.8589960145385053,0.3086920271589174,0.106748845218835,0.6824181873158545,0.03137587966372716,0.036838319887090035,-0.37186850550533146,0.5675742308513578,0.6648688868224778,0.12512030745223285,0.3563479258143539,0.585288975251895,0.10793913593374183,0.8461279615856013,0.7094550510871899,0.7246314912406279
Thal_VL_R,0.5037894889114182,0.6269078061080566,0.5886211287210632,0.45898366267770246,0.26184338257265266,0.6761089815278778,0.6923847310403917,0.5787837126552869,0.15132059476744494,0.3710241470459202,0.5893165800554588,0.5157095757424778,0.34483412460742424,0.42594244932846187,0.7058416767087324,0.3604599373631389,0.12859426844564908,0.6560205748211613,0.13070874611382305,0.7019654070382768,0.8119435250871372,0.48299142196130324,1.0,0.6306592499293961,0.7231958609060235,0.7047409531215533,0.597018744155648,0.18620342116612046,0.019837181060392544,0.19503380432160491,-0.19270802686074637,0.4294085091422024,0.7346855406875972,0.5704811992318916,0.5052819024006597,0.7709867765432337,0.3455677916250491,0.4154019262436216,0.3282706147369669,0.30492952932251843
Supp_Motor_Area_R,0.7543738991175586,0.5499868046170424,0.5952204679351231,0.14435047283050068,0.5634633033582214,0.43368238547254234,0.4101598792056508,0.756724522654847,0.3625016060450954,0.6866432821982767,0.3119388290592927,0.30370569194538694,0.730039526535229,0.414823236425579,0.7484992272567323,0.13245747091526905,0.27916648827810103,0.5742315771748183,0.4415169660312835,0.3123022901221596,0.6067297408306043,0.91734809253111,0.6306592499293961,1.0,0.8871718003020065,0.4619714963404446,0.17163921091673895,0.6488209463846597,0.08597232260978076,0.1686925692423716,-0.36939608555756903,0.6529108836661686,0.6949121580607552,0.25072061127615,0.5455167003352209,0.6784277440424664,0.23468771876121314,0.8002419377148361,0.6774934383037073,0.6356695063563119
Cerebellum_4_5_L,0.702897723505496,0.597934297726831,0.6234052614866659,0.22121908370619972,0.5011799357908635,0.48164470250852554,0.4963083504820895,0.8134118920029402,0.3499054029139911,0.6523757173433856,0.3090308853693348,0.25675841815681616,0.6716434959115348,0.46174802436612306,0.8243473673826014,0.287169975526096,0.3721218144242568,0.7197018156131537,0.4056121151193559,0.3769463420470808,0.6730340380585653,0.8589960145385053,0.7231958609060235,0.8871718003020065,1.0,0.5646543823919417,0.19118879109293324,0.6180443125611694,0.06183513804480831,0.11959768814514676,-0.3748700317278304,0.6340019049101604,0.7501088145424727,0.2866399084213468,0.48946776491457117,0.769421778627553,0.2507182280378967,0.7822942756210454,0.7358903699470852,0.6789634513449484
Rolandic_Oper_R,0.5481927386997534,0.3749765368935473,0.499817476579575,0.3591519487945982,0.3864653518875562,0.477582159558693,0.5553583761078785,0.47390904190782246,0.37822424434265844,0.4691784160641319,0.7414423854347879,0.7202945025485095,0.36617009804895767,0.305443199419419,0.5169883628595612,0.2923279075066842,0.30348713075730566,0.5175758080612967,0.27622033694549114,0.5015357625069027,0.7443341994867456,0.3086920271589174,0.7047409531215533,0.4619714963404446,0.5646543823919417,1.0,0.40877475695626975,0.13219306988634594,0.1452939801333152,0.2414117182559434,-0.1204552887693792,0.30864229816525923,0.6300461717701619,0.2960782739951167,0.33252641522919907,0.6090591822492396,0.5146875041385187,0.21169494426348812,0.4094099531769591,0.35852571439151343
Thal_AV_R,0.1646163279710442,0.1612435412958551,0.46295506450367757,0.32711528423906144,0.1609703228738354,0.4608905149049165,0.31405563037661305,0.133890312763014,0.14071146783181482,0.11854499317274256,0.625826017718814,0.45034901674908906,0.20121632732192743,0.1638019031613807,0.20201223461190662,0.06730415717462453,0.10781710978398451,0.11846171185980607,0.191054521322168,0.316209429138807,0.43308920584146726,0.106748845218835,0.597018744155648,0.17163921091673895,0.19118879109293324,0.40877475695626975,1.0,-0.018749510094148894,-0.12081560232032929,0.124661519373656,0.09396203355716061,-0.16423251880401685,0.31890815884266405,0.21978450883639686,0.05527995823923989,0.2775582799677457,0.17994442812344605,0.006103429971737993,-0.0019059263985961848,0.07841082127782745
Cuneus_L,0.6193567629359026,0.10259575995016688,0.4887373189807038,0.188922726005185,0.649655781026547,0.1689956697919717,0.12306396428426886,0.5183656227215856,0.4947955817999266,0.6600294770464366,0.07253666064237901,-0.05130223699312749,0.6062358125363747,0.42441388783500866,0.3312709688753195,-0.16429056048169358,0.3173205215291126,0.1918802960910747,0.5764283351450412,-0.21441737619558765,0.08021288874078718,0.6824181873158545,0.18620342116612046,0.6488209463846597,0.6180443125611694,0.13219306988634594,-0.018749510094148894,1.0,0.22896038677913036,-0.05949697539944889,-0.45560674525959793,0.5194985136371094,0.3291779654003958,-0.25373829454510033,0.19465515673485673,0.4838413871786039,0.14436810793090538,0.7626962185154842,0.732031260018237,0.7326369672600888
Occipital_Inf_R,0.24989647741752533,-0.04322112634893945,-0.0017313643322987376,0.5180039410661899,0.34364043316729764,-0.19087729116785437,0.05872697652938715,0.05239274360234049,0.25723009106892825,0.22167945578024306,-0.08948296994454275,-0.026411959272425928,-0.04951945246826498,0.46412252649201885,0.026166022488964075,-0.22860414161768736,-0.22882716733852476,-0.05528634412129007,0.05140742205349133,-0.1933434736100632,-0.18332616389830633,0.03137587966372716,0.019837181060392544,0.08597232260978076,0.06183513804480831,0.1452939801333152,-0.12081560232032929,0.22896038677913036,1.0,0.11743744575579317,-0.05070723522310346,0.5677075436775384,-0.014243466169357387,-0.2027097139471074,0.28223523472751155,0.23730988574987658,0.261632809077661,0.30828605707266327,0.16988906762767467,0.2724935791489093
OFCmed_L,0.09234592914927159,0.23328543716708866,0.09534810013233813,0.11012502907630518,0.1238467033214757,0.09533253593435617,0.21143170861503122,0.17008938978213042,0.06332780824833052,0.08949609914009808,0.16062570336987753,0.275504405820956,-0.016243811782451073,0.16588282037455104,0.15269515502374092,0.030254467944774512,-0.05767689010216692,0.11797504734132515,-0.030370044583311665,0.21150284953958548,0.19302679356082736,0.036838319887090035,0.19503380432160491,0.1686925692423716,0.11959768814514676,0.2414117182559434,0.124661519373656,-0.05949697539944889,0.11743744575579317,1.0,0.16832374263667627,0.22326328740171933,0.14062754690424217,0.14721812654082395,0.3388709912266019,0.1759410676850927,0.20148270981505634,0.04549729518022061,0.12200751295042854,0.05450973723109603
Frontal_Med_Orb_L,-0.4158754504896753,-0.24663908246673769,-0.24382500317180122,-0.15444983577499258,-0.19858932285906686,-0.12340745531058675,-0.00782641473825639,-0.4310621531138406,-0.1403649470396056,-0.2801143771051061,-0.07686046991943343,0.02805239973707249,-0.20665359931140953,-0.2528121547441449,-0.2549193486212523,-0.16995414633088676,-0.033367724649475426,-0.28565982200642676,-0.12608323613596306,-0.17966865926708478,-0.13996671649309697,-0.37186850550533146,-0.19270802686074637,-0.36939608555756903,-0.3748700317278304,-0.1204552887693792,0.09396203355716061,-0.45560674525959793,-0.05070723522310346,0.16832374263667627,1.0,-0.3182583558652133,-0.32328265423722513,-0.05922546956852454,-0.13616976857113405,-0.37823737153443043,-0.14490605734485343,-0.45285542477455015,-0.26408468015050235,-0.3166219327441544
Cerebellum_6_R,0.5767274265045221,0.5321876422701345,0.21356220429512207,0.43296507302400505,0.472747030054652,0.17028849341576116,0.34752057956643156,0.6498452568594386,0.26444107006552753,0.4836648937951275,0.02388441009319577,0.09474819905150823,0.29145080733067424,0.5807848659954497,0.5141235801577277,0.03739676200333395,-0.0983315295145636,0.3976605059502725,0.10232929273298605,0.19356231150556297,0.273161956370334,0.5675742308513578,0.4294085091422024,0.6529108836661686,0.6340019049101604,0.30864229816525923,-0.16423251880401685,0.5194985136371094,0.5677075436775384,0.22326328740171933,-0.3182583558652133,1.0,0.4664464379600246,0.16029659186716005,0.674361318431164,0.673910302749143,0.3893783391033245,0.7888430854069712,0.5710331397183718,0.5690407943488953
Frontal_Sup_Medial_L,0.5780507678484501,0.5263413413177518,0.3737170015247656,0.13939076876757667,0.2704213078887016,0.6743368572047251,0.46292797726071294,0.7009152930164798,0.22403765789933736,0.5236379744094126,0.49593363353875414,0.4193908515610793,0.6001478558811533,0.2536563701985881,0.6161516178574455,0.5076736952619141,0.2690884451412527,0.6009118646171974,0.2728842901015325,0.5096497076145833,0.7666289052646361,0.6648688868224778,0.7346855406875972,0.6949121580607552,0.7501088145424727,0.6300461717701619,0.31890815884266405,0.3291779654003958,-0.014243466169357387,0.14062754690424217,-0.32328265423722513,0.4664464379600246,1.0,0.46307573757015924,0.367020364317673,0.7010865918035879,0.3989044250846004,0.5406576217176675,0.549418762810924,0.5367491137514602
Olfactory_L,0.02551605474924166,0.5796271953123583,0.13011829140575593,0.0718919203191036,-0.23190397664542012,0.4447904435470441,0.3907365629224489,0.2677095066722671,-0.2631131433951933,-0.08490992657357456,0.09721019575700822,0.1795488839300553,-0.06001433759250191,-0.06373757941506909,0.4624330768760573,0.6024686316869968,-0.23216630882386277,0.39862866576269573,-0.2790137813674954,0.6747832717214657,0.680201067441222,0.12512030745223285,0.5704811992318916,0.25072061127615,0.2866399084213468,0.2960782739951167,0.21978450883639686,-0.25373829454510033,-0.2027097139471074,0.14721812654082395,-0.05922546956852454,0.16029659186716005,0.46307573757015924,1.0,0.40229384229748355,0.21079457025778484,0.14078139552064378,0.05692183814810998,-0.22330542663892963,-0.21780390134409838
Cerebellum_10_R,0.46478205791192406,0.5094951987400553,0.2519471248512565,0.34072710750014723,0.335220413264967,0.13560727626742772,0.4868742695702203,0.44749074958639956,0.2778570283197522,0.38890568094941375,0.12037813242064187,0.3677872469697733,0.13859009881434717,0.42739614442202356,0.5515644370713705,0.1270513197774512,-0.051072131274443065,0.3736088445182594,0.1337009229540887,0.4138252456238177,0.41081707574463844,0.3563479258143539,0.5052819024006597,0.5455167003352209,0.48946776491457117,0.33252641522919907,0.05527995823923989,0.19465515673485673,0.28223523472751155,0.3388709912266019,-0.13616976857113405,0.674361318431164,0.367020364317673,0.40229384229748355,1.0,0.4213128093718693,0.28551356400014405,0.40618382790561225,0.2161767319623512,0.14218150648472686
