,Precentral_R,OFCmed_L,Thal_PuI_L,Fusiform_R,Occipital_Sup_L,Frontal_Mid_2_L,Amygdala_R,Cerebellum_Crus2_R,Vermis_10,Precuneus_R,ParaHippocampal_L,Heschl_R,Frontal_Med_Orb_R,Pallidum_R,Temporal_Inf_L,Cerebellum_3_L,Parietal_Sup_R,VTA_L,Angular_R,OFClat_R,Vermis_9,Putamen_R,Vermis_6,Cerebellum_9_R,Frontal_Inf_Tri_R,Thal_VL_L,Cingulate_Mid_R,Thal_MDl_R,Insula_L,OFCpost_R,Occipital_Mid_R,Cerebellum_3_R,ACC_pre_L,Olfactory_L,Frontal_Sup_Medial_R,Red_N_R,Temporal_Pole_Mid_L,OFCant_L,N_Acc_R,Vermis_7,Thal_VA_L,Parietal_Inf_R,Temporal_Mid_R,Frontal_Med_Orb_L,Thal_MDl_L,Heschl_L,Frontal_Inf_Tri_L,Angular_L,Thal_PuM_L,Thal_Re_L,ACC_sup_R,Cingulate_Mid_L,Calcarine_L,Postcentral_L,SupraMarginal_R,Cerebellum_7b_R,Occipital_Sup_R,Vermis_3,Paracentral_Lobule_L,ParaHippocampal_R,Frontal_Sup_2_R,Cerebellum_4_5_R,Thal_PuA_L,Parietal_Inf_L,Thal_IL_L,Thal_PuL_L,ACC_sub_R,Vermis_8,Thal_PuM_R,Thal_LP_R,Lingual_L,Cuneus_L,Frontal_Inf_Orb_2_L,OFClat_L,Thal_PuL_R,N_Acc_L,Amygdala_L,Precentral_L,SN_pc_L,Thal_IL_R,Supp_Motor_Area_R,Temporal_Pole_Mid_R,Rolandic_Oper_L,Cerebellum_6_R,Thal_LP_L
Precentral_R,1.0,-0.07004415834309796,0.10429890053401511,0.2414240115175101,0.537038669972251,0.36269059099325246,-0.2963264698665406,-0.23812512705866073,0.3587688401620929,0.7383719848837547,0.017386830170300138,-0.5633827835113713,-0.18621928169929355,0.30800842580020626,0.24105641587534973,0.24138522027456943,0.5857724874124228,-0.00881540796507712,0.278111567563182,0.05321512841375061,-0.005710799180868582,0.35589786095718057,0.252571438314227,0.1497201870122016,0.17061945624022293,0.1916324503595546,0.7998745832353351,-0.20457971193714997,0.33396329945878667,0.06584338993630763,-0.2242107676431896,0.7574314588441887,0.3068599290869897,-0.0015934161892866984,0.29895354687847225,-0.21512804316780568,0.2550412908451636,-0.01173753898888195,-0.28169523991854756,-0.06297189508745905,0.2559295833995876,0.7929874095670818,-0.013033427990474467,-0.22977105331948527,-0.14762124257948153,0.12780397154685355,0.15770601927136527,0.12147526055318948,0.12202814673513182,0.2571656296933713,0.21803990252598338,0.5544355574536115,0.5289567120194801,0.7728450443789052,0.443414244022517,0.1559836582360266,0.2904084694703369,0.47072339816463105,0.8509841641455661,0.4093671461184026,0.7397892064450423,0.6068555778977464,-0.18597726468352244,0.34137186890870586,0.20457839805783526,0.26601349910019884,-0.18856872573824232,-0.22373509594528185,-0.2603298791250735,0.1655274223199268,0.5725843107058592,0.4944126830380855,0.28331015148714006,0.39876319983315694,0.11437090887325854,-0.0943149659584402,-0.16467467418109685,0.8455324745259033,-0.0027216918037115995,-0.1619304189247526,0.6191573268075452,-0.4830761872931053,0.4749313316846331,0.03917035370525121,0.04609660044375775
OFCmed_L,-0.07004415834309796,1.0,0.16588282037455104,0.19327128062188095,-0.04452950987634617,0.16833373500200133,0.18565818100161158,0.15777551800186157,0.15413504428447314,0.03489374566678139,0.16021751540569526,0.18082901883575417,0.16064319025712817,0.11797504734132515,0.23328543716708866,0.1759410676850927,-0.20408847630641966,0.21143170861503122,-0.03953759819440109,0.11594813439308685,0.14859527398643974,0.19065841855128307,0.03604297518567312,0.17726687705067867,0.2185375745177224,0.21422088662649072,0.04861507497418132,0.20921414947877365,0.19302679356082736,0.1887364057186972,0.1374465011979753,-0.0024907998405217895,-0.005635945832118279,0.14721812654082395,0.09533253593435617,0.15292020238623513,0.05276987819194349,0.12292425282761926,0.09947330650649537,0.21495382153528586,0.18023287349427622,-0.08591324360213821,0.19706261726242497,0.16832374263667627,0.18614570190358776,0.03750842279427465,0.22022875649303103,0.06332780824833052,0.19112482306028636,0.08482861660625104,0.13228429288813637,0.11406198113272406,0.04549729518022061,-0.016243811782451073,0.09534810013233813,0.09513246367426409,0.1238467033214757,0.12200751295042854,-0.10796144220327696,0.15269515502374092,0.061998001710401276,0.08748594873946663,0.11012502907630518,0.08949609914009808,0.1262738929051559,0.16062570336987753,0.06140586152492689,0.0923393178466958,0.3569279388011538,0.1356232513583028,0.05450973723109603,-0.05949697539944889,0.13274423441899377,0.043522959977785415,0.275504405820956,0.09715967638946377,0.1900827700388022,-0.021628196853711642,0.22183332850002058,0.12367688270139934,0.1686925692423716,0.0969030098710885,0.15064972613376995,0.22326328740171933,0.14180790440305274
Thal_PuI_L,0.10429890053401511,0.16588282037455104,1.0,0.5773330684560981,0.37539396919129814,0.32106090666366843,0.06323595227396585,-0.06399455390969624,0.06692927237122062,0.29883332024993686,0.32632208333466384,0.05185517348102601,0.20117745509965856,0.2239138311768385,0.33342706537653644,0.6100034404277247,-0.08500105757584016,0.27791395372135486,0.31262132955963673,0.03680742543605521,0.30207962029428187,0.20269706357217024,0.5148263047276985,0.4763269784616605,0.23828581924941622,0.4574048742164594,0.24780652303441844,0.33389726516732715,0.07943106328234698,0.0844996217052465,0.5703391858083678,0.40521791523546663,-0.10110085186781044,-0.06373757941506909,0.16327642136058662,0.2554383443717014,0.1099387123712067,0.01964542256809217,0.020934053574598013,0.34314652337201657,0.10507801524670146,0.255219135156574,0.6296538107848951,-0.2528121547441449,0.6206046689803951,-0.048684166374290135,0.2162306474513295,0.2342720398539347,0.7341837629563743,-0.1189968825144965,0.13061756137610012,0.3351139308972228,0.5186950220206484,0.08759622121671659,0.5043631802379718,0.16651374329678556,0.4902003702945275,0.3834823780235545,0.16208736910089785,0.3657123783385082,0.32961006667785986,0.4424240479423908,0.7035900548284306,0.2642250682720861,0.3746781843811406,0.201034442697679,-0.19115030936621366,0.2627215973913796,0.3279175416529096,0.28201059051836913,0.45054194886004223,0.42441388783500866,0.2941934996501155,0.11954358912323151,0.15822343833692468,-0.0732785363024978,0.06882784365651742,0.18166655212697277,0.37816998492058573,0.24735789148712886,0.414823236425579,-0.08557521590067292,0.4314590849111004,0.5807848659954497,0.10301238937900625
Fusiform_R,0.2414240115175101,0.19327128062188095,0.5773330684560981,1.0,0.33910358825541004,0.6968449775803461,0.23356888341591317,-0.21818893336371467,0.3612597971699877,0.6772458427495517,0.4378132455440186,0.05187402009913773,0.1515853729855015,0.5611384834265742,0.6194455568603776,0.7565729983200702,-0.4282732823119787,0.4475301397969227,-0.15666965499246863,0.3778215929675706,0.5899577959027357,0.5005015508093771,0.7443129130921424,0.8897918992542301,0.522983704147408,0.5661418015673658,0.2799203325834627,0.4880131482162329,0.4323127036976715,0.37459783450162054,0.3046789061703332,0.6885696658801786,0.11346440728277009,0.26050098061218563,0.33624697694247135,0.03170241603498377,0.06958709306469445,0.28182209916315654,-0.1481264673331349,0.785117157621051,0.5150986049679885,0.16159372318247398,0.8124955053474129,-0.3074802938538911,0.49379036256008785,-0.11270372185973791,0.3428686352452278,0.199193323331666,0.5237800643443149,0.1907543130498285,0.08494079132194662,0.45669038682486796,0.8432344756420475,0.445348903087303,0.30406137934632854,0.6419871879210066,0.43366755836520915,0.6103794679119996,0.4091368274034409,0.6762171889699172,0.6752537439852203,0.8288604784914145,0.39771063668405904,0.4865393917123019,0.7526391347747098,0.12033110988203971,-0.029770663707811656,0.26583605316078,0.34505079030452107,0.14939325192619732,0.6388999748027012,0.5336499829623123,0.41722156928850745,0.38975630795019767,0.1374811003953721,0.07285661088178201,0.19657422251464282,0.5945448591596905,0.36796578087613063,0.07101229518822766,0.7505942573458821,-0.129410795250459,0.6627076053115833,0.9328547598135307,-0.03978674835026496
Occipital_Sup_L,0.537038669972251,-0.04452950987634617,0.37539396919129814,0.33910358825541004,1.0,0.17275078778200226,-0.2687126993644799,-0.11321188955237474,0.3663744523675729,0.6369525040563597,0.02784122222997943,-0.1768563826800878,-0.2107570650552497,0.1268348721110989,-0.023395727976227687,0.34534351399245655,0.4970387436700833,0.011927534807107511,0.5617273352341811,-0.023761394205209247,0.4062848785888867,0.12386285200981058,0.4393933125798325,0.44488179674651357,0.09876734763620339,0.1482908779801615,0.5535713540389162,0.05568924242748168,0.10199852880329602,0.172914135122152,0.4525822988054632,0.6218312032220416,-0.054551107812368584,-0.32032477842256896,0.0585811795368987,0.11218333990539461,0.27570103365923376,-0.30357275377077897,-0.0977273645995488,-0.013520050748578196,-0.12506687680977277,0.6382609109402061,0.4087979178061177,-0.3218914342621747,0.14575131559958834,0.3010653092210875,0.16114137914897148,0.6875705347705152,0.47759570211089436,-0.07420293415778392,0.0005737718386118884,0.465246975228677,0.5747562967819729,0.6568569840623759,0.46899948293138627,0.17882467469742547,0.7203117524578219,0.7195839916886883,0.6400215905187989,0.26257306583033435,0.5383396242851808,0.49455368035475705,0.14712009591054676,0.7189671394020402,0.2161206578029538,0.22254041108057399,-0.35249616246778587,0.038623416318724874,0.07751115590730241,0.15416018446608246,0.7954985461262597,0.7525243182750455,0.07223410057488466,-0.022234936244106218,0.11124517064225087,-0.4068028521100742,-0.30880597353955896,0.5907747407693208,0.0913350627098568,0.173678480893658,0.4860449495632669,-0.07001574328668776,0.18215176679154146,0.3159565091135603,0.037720540219027
Frontal_Mid_2_L,0.36269059099325246,0.16833373500200133,0.32106090666366843,0.6968449775803461,0.17275078778200226,1.0,0.32148262047279275,-0.2172882479123581,0.5401942467364711,0.6860625752170968,0.6286731896712333,0.04241498758770481,0.05554165249270318,0.6363216909336208,0.6000500657356017,0.7431210301364407,-0.18516348128533194,0.5476368784926743,0.022618201494445003,0.5098057083877208,0.3998878393934004,0.7298485268118415,0.54822859551138,0.6075647905848444,0.764391304381076,0.7086983176364134,0.5236609771720346,0.27582233421334196,0.7790995292172117,0.3711874769320136,0.12442305703698352,0.5773292105919412,0.3640534229196624,0.5279962373754822,0.7098891085687896,-0.17519352282493014,-0.07231590762500469,0.5774521389450322,-0.1658805130559467,0.4968413003639883,0.7420563222772207,0.3889205446164257,0.5981770090451696,-0.28497016447024076,0.4997525366833898,-0.01630288098985295,0.6045757343489787,0.14641416713638009,0.4030429602212712,0.47046881948000785,0.4150549434076399,0.7188262326315241,0.5994917783386295,0.539113549146283,0.5525365535952649,0.671487433025066,0.37777029257155254,0.4885013167875071,0.43771677996625047,0.741612541775947,0.7783450216310158,0.7657336045863415,0.19231036422880338,0.4923071912162814,0.779862855263781,0.3891380180661492,-0.04216540599537607,0.1630375385155984,0.2600103136814698,0.38882395694481914,0.39708437168814387,0.36476242427680017,0.4441366559026506,0.7331422829555837,0.29174558285862734,0.4179263025250645,0.3864170681150533,0.5937975641267792,0.17997750974130092,-0.06263457065300886,0.7896197658749413,-0.1969361057673709,0.7198410326774137,0.5730090052259419,0.24236412943716715
Amygdala_R,-0.2963264698665406,0.18565818100161158,0.06323595227396585,0.23356888341591317,-0.2687126993644799,0.32148262047279275,1.0,0.05583551372044847,0.09243480380029842,-0.04248504470690565,0.5041876785274665,0.5982369504558158,-0.08184649436972034,0.20714901013742734,0.3235819981024322,0.14775750179107494,-0.4494961931974206,0.4648151718324525,-0.1615488617613757,0.7207018635454435,0.067741830849375,0.45070224934413455,-0.037974831648055166,0.06992295210235301,0.5816292587845922,0.40124066333012237,-0.23307197817482306,0.2665113839544561,0.5065360425292116,0.5890952752107773,0.10944932218207103,-0.23246586128909885,0.2449820410884685,0.7506926539719357,0.35266230757536043,0.15374043721033545,0.07066611046132384,0.34603938243450294,0.09206004125872069,0.32713337649747504,0.5355445040010991,-0.30491119669524935,0.3459019285726396,0.12054655404655108,0.2572139724637822,-0.013174311589531055,0.3431661000992881,-0.008239806695143266,0.270824299654906,0.33097870340892116,0.4572566901027565,0.08591324642308155,-0.10007490833092147,-0.1835453462389172,0.10752190983717297,0.19216241490551514,-0.12796856197494696,-0.25409767631663893,-0.26435178548376775,0.29167466469949865,0.00872080621107097,0.06524894285975975,0.2992970757731588,0.005493984875047337,0.36226104418458593,0.16640015994317506,0.3663832010592516,0.15520096396163247,0.4006995415970207,0.3434109762964071,-0.301472605036768,-0.30525080748636785,0.2891328194599567,0.16661033342384746,0.31221319037519896,0.7104284122410218,0.5856192413478475,-0.18620863342219118,0.18936187025219153,0.0009650396574181347,0.10526417383945301,0.40902573449269,0.23721804228474613,0.18229648516073965,0.22844190345428464
Cerebellum_Crus2_R,-0.23812512705866073,0.15777551800186157,-0.06399455390969624,-0.21818893336371467,-0.11321188955237474,-0.2172882479123581,0.05583551372044847,1.0,0.02154830243326312,-0.3457219020501566,-0.19513086946571406,0.43786469083502266,0.1516305089109874,-0.2122426959781037,-0.13839513932459002,-0.04896722186585666,-0.0657310347639429,0.06882783248092737,0.10386290445479922,0.05526460197074865,-0.0796057511214229,-0.13211905405283025,-0.26460930597902543,-0.2094146303258707,-0.03443115974748434,0.027741277578651507,-0.2013115320771084,0.2676100209943451,-0.034827149096519815,-0.11299769857277303,0.1585197865464443,-0.35462299940574404,0.03573916283567518,-0.13329189766516408,0.07703945180967126,0.3555965101086122,0.040094086704092514,-0.11048420632564872,0.15892150005519617,-0.12106324880321004,-0.11315001220566366,-0.27117354797124277,-0.054108835587551064,0.1455406114861755,0.08253257208030639,0.327706713852221,0.04889050874769116,0.0718809437382506,0.1694628951140372,-0.16877393052637668,0.29746596812025417,-0.06671304394011145,-0.31459333701524955,-0.24203546402466383,-0.11942666122734151,-0.2685094536807315,0.009375952626724797,-0.050099303050191994,-0.37664487951190145,-0.3556770902741086,-0.23274615419732447,-0.3513836645925708,0.16030899037976348,-0.12189624116526192,-0.16953779733042212,0.3334690905859853,0.08618902819255361,-0.013323589304011315,0.43172311394035,0.22458770627465918,-0.13258803716129802,-0.2376741380708843,-0.1394241811363747,-0.2882420455092573,0.4285518056511518,-0.006984120679047953,-0.10459535103188203,-0.35682180589571283,0.21730342698817076,0.2426108688475929,-0.23415226431379402,0.48218317382930564,-0.22706282514590123,-0.15900618039726422,0.26448714177157046
Vermis_10,0.3587688401620929,0.15413504428447314,0.06692927237122062,0.3612597971699877,0.3663744523675729,0.5401942467364711,0.09243480380029842,0.02154830243326312,1.0,0.6056232833792868,0.33649231218512254,0.18821257846805192,-0.19399524940208654,0.6161830700486642,0.3754292772737477,0.6193916318908554,0.08767443323700734,0.5709204901115171,0.19390814240373144,0.45426647588183106,0.41399865914575806,0.623472029003205,0.11585721396291422,0.38070194592894807,0.6521657384035445,0.5066552145611302,0.4271008263000816,0.4120470041004973,0.6572108808739202,0.3801501623808507,0.11352957111681253,0.41750581812121534,0.20503517508549612,0.17877376949561377,0.5268674361681931,0.11753632612031632,-0.05619503274591725,-0.010053740218040234,0.17207628137828146,0.21632305960241885,0.4755270454181876,0.3885158067850368,0.38155458394611425,-0.2633814792221556,0.3744453411583194,0.38151487623587826,0.4994107156387506,0.3896608917499908,0.44402772995538314,0.20471377687828213,0.41376615658846017,0.5843545248374185,0.29684435790542246,0.48953047958691687,0.46882812271977636,0.5488501500706995,0.367126347357297,0.633169417135802,0.47628618785106736,0.5256014127473934,0.6741593791716263,0.5821408786197365,0.0038297290958987573,0.5701281058370781,0.6348863778341002,0.4806394206339123,0.16677493862265638,0.25942181012494625,0.37551924469716813,0.4763469176744455,0.44282992386306363,0.35405246767430837,0.3366552076930333,0.2966330950693101,0.41598648446654996,0.07731980302449254,0.20493381656410264,0.41746225056024355,0.3726418064675213,0.2595481599143755,0.5200400405366175,0.04822583052686078,0.4093187608456109,0.2410495902949331,0.22529105789815024
Precuneus_R,0.7383719848837547,0.03489374566678139,0.29883332024993686,0.6772458427495517,0.6369525040563597,0.6860625752170968,-0.04248504470690565,-0.3457219020501566,0.6056232833792868,1.0,0.39137444339720423,-0.3311569090945846,-0.1178496950038262,0.6073650613193371,0.45499655836459985,0.5698904971468073,0.2382463586283503,0.31614385460240974,0.2392283707823245,0.2884249535329881,0.42365191505315836,0.5620396835906969,0.5413421296714205,0.6617939500678344,0.4908885257963899,0.41714102197028435,0.7060991362793503,0.11880212274412628,0.5403438499681803,0.4075866599631844,0.13833804872167724,0.8732506144149291,0.13533648957551184,0.15693154590967504,0.3584784371245723,-0.18671593893901675,0.10815428702156792,0.1703985106433306,-0.18014803158523712,0.33297197555965685,0.429780846388616,0.7343105859691708,0.513402569884008,-0.35563964976980145,0.23804428014953802,0.06980598214569109,0.3429792799494913,0.42415173858662825,0.3570839999825392,0.2986060609546371,0.11844059249889491,0.671251278430155,0.785347529922564,0.830316339147701,0.5560691840522185,0.5889305873861613,0.6019580540563274,0.7435971538627016,0.8595804226797737,0.7512155226728703,0.9122865340567072,0.9050958555860701,-0.027671824536038718,0.7302340981416036,0.6179686014271497,0.1887148028001261,-0.125534470919747,0.06285381786757009,0.018945674056891838,0.17576181958161174,0.7227619092820124,0.701629866534597,0.4134142378479448,0.4748666035691889,0.12629736735927607,-0.06176560427943112,0.1368239644618478,0.8897142596532053,0.12780354668412536,0.0016048976203371528,0.872615510069058,-0.4096589881877636,0.6131816277873899,0.5281705496191371,-0.016322408434188626
