,Thal_Re_L,Caudate_R,Thal_LP_L,Cerebellum_4_5_R,Occipital_Inf_R,Thal_VPL_R,Thal_PuI_R,Insula_R,Frontal_Sup_2_R,OFCant_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Temporal_Inf_L,VTA_R,Frontal_Mid_2_L,Thal_LGN_L,Thal_MGN_R,Cerebellum_3_L,Thal_MDm_R,VTA_L,Frontal_Inf_Oper_L,Thal_VL_L,Postcentral_R,Amygdala_L,Insula_L,ACC_pre_L,Temporal_Pole_Sup_R,N_Acc_L,Heschl_R,Thal_AV_R,Olfactory_R,Cerebellum_8_R,SN_pc_L,Frontal_Inf_Tri_R,Cerebellum_6_R,Thal_VL_R,Pallidum_R,Cerebellum_9_R,Thal_VA_R,OFCmed_L,Putamen_R,Red_N_R,ACC_sup_L,Thal_PuL_R,SupraMarginal_L,Vermis_6,SupraMarginal_R,Vermis_3,Rolandic_Oper_R,ParaHippocampal_R,ACC_sub_L,Frontal_Sup_2_L,Occipital_Mid_L,Occipital_Sup_R,Paracentral_Lobule_L,Fusiform_R,Cerebellum_Crus1_L,Pallidum_L,Precentral_R,Temporal_Mid_R,Thal_LP_R,Vermis_4_5,Angular_R,Temporal_Sup_R,Olfactory_L,Thal_VPL_L,Putamen_L,Fusiform_L,Hippocampus_L,Thal_MDm_L,Temporal_Sup_L,Precuneus_R,N_Acc_R,Occipital_Sup_L,Thal_PuI_L,Lingual_L,Rolandic_Oper_L,OFClat_L,Vermis_10,Vermis_9,ACC_pre_R,SN_pr_L,Thal_PuA_L,Cerebellum_9_L,Hippocampus_R,Thal_IL_L,Lingual_R,Thal_PuA_R,Cerebellum_Crus1_R,Cuneus_L,Vermis_8,SN_pc_R,ParaHippocampal_L,OFCpost_R,Postcentral_L
Frontal_Med_Orb_L,-0.03592416111171561,-0.12411963811126969,0.10617542470052746,-0.39875962244592894,-0.05070723522310346,-0.05816289551642201,-0.19628636111195424,0.011411008057371441,-0.38687722113027545,-0.17038367790676248,1.0,0.15013480964643108,-0.24663908246673769,-0.14490605734485343,-0.28497016447024076,-0.033367724649475426,-0.04878930038117281,-0.37823737153443043,-0.3900905356729448,-0.00782641473825639,-0.275531762128059,-0.14581590995726054,-0.2763939509064134,0.15838211541261457,-0.13996671649309697,-0.130107258050698,0.08348271136324908,-0.006787897277612753,0.028484594889438584,0.09396203355716061,-0.022871876075688986,-0.2747478565474403,-0.05964458502012592,-0.203921083764181,-0.3182583558652133,-0.19270802686074637,-0.28565982200642676,-0.32922892271724835,-0.16295722250874314,0.16832374263667627,-0.21141852618207047,0.19711154011757906,-0.08482768464946755,0.02805239973707249,-0.4158754504896753,-0.43957267259491783,-0.24382500317180122,-0.26408468015050235,-0.1204552887693792,-0.2549193486212523,-0.16995414633088676,-0.2757494476269002,-0.2567820991575757,-0.19858932285906686,-0.27279986243405724,-0.3074802938538911,-0.199298532795284,-0.1903378847162185,-0.22977105331948527,-0.22711390647401308,-0.10122326897652704,-0.4638600214606484,-0.045792875067271394,-0.3662569030259712,-0.05922546956852454,-0.08027912400005283,-0.07440783797459771,-0.3902464994032249,-0.4546186198346634,-0.25936788251675913,-0.3624762991175215,-0.35563964976980145,0.22324624772230214,-0.3218914342621747,-0.2528121547441449,-0.3166219327441544,-0.35532308884445457,-0.1127358522795516,-0.2633814792221556,-0.27394583634293945,-0.08481024525723602,-0.01048733142271855,-0.15444983577499258,-0.26035432383174545,0.03352026316355128,-0.37769126837444783,-0.3214216018819976,-0.05154634478904675,-0.022370500029533936,-0.45560674525959793,-0.1659066566955948,-0.189070432615209,-0.1522665800807307,-0.10481718619040917,-0.20665359931140953
Frontal_Med_Orb_R,-0.10571580534687287,-0.0005104008711711823,0.016150442908139363,-0.08420029975048166,0.20203759204964136,0.04991683487979854,0.0381656123305507,-0.08854640818129547,-0.07669385937132397,-0.312919890207385,0.15013480964643108,1.0,0.05610946824068591,-0.11477752692840244,0.05554165249270318,-0.1974518847707556,-0.2859069625742935,0.10665220567571536,0.05963327791503863,0.10996751268143201,-0.1318761505924266,0.1070092058352575,-0.20190799880686489,0.13496875168570444,-0.1192390332917243,-0.03499791634163279,0.027474743219461927,-0.04665339589831559,0.02609796420583001,0.06215640394932046,-0.19838191011085377,0.21840641495848817,0.09165915408484128,-0.11800418439663975,0.18275011067374583,0.04301311768645682,-0.04631320886114894,0.10765592584140629,0.08653546760985675,0.16064319025712817,-0.14745539950021563,-0.05769903690672152,-0.005558801661755862,0.013284455247908304,-0.06271117596892577,0.1551422915742278,-0.0233828568826026,-0.028153100005281147,-0.12887913685325433,0.01878179618794763,-0.41888373821372343,-0.06266442134214363,-0.11179253678660626,0.05160003193423529,-0.15848332918966035,0.1515853729855015,0.18386840767699522,0.025049153774346883,-0.18621928169929355,0.1267814020694377,-0.04763733268476674,0.025418600930350577,-0.05452725965351988,-0.07270243598709332,-0.06941792715476211,0.15584173305732357,0.08257526539337874,-0.03665278182447614,-0.07102017054915878,0.07293609575151325,-0.07267817612049744,-0.1178496950038262,0.0032259563053670783,-0.2107570650552497,0.20117745509965856,-0.09455448879103964,-0.04302172182251895,0.05920657393225288,-0.19399524940208654,-0.18567804742022456,-0.18073227720008667,-0.07466946472216913,0.20703642586306692,0.2040470682789654,0.11704879088988128,-0.04238601912496939,0.0072296582296388565,0.13949828782366427,0.2945689750251426,-0.0037479817104758666,0.17024986136005613,-0.16635121758717256,0.14811826642877013,-0.11260753922136661,-0.13808522123292827
Temporal_Inf_L,0.42786487142540863,0.5855531748264856,0.017490089943138578,0.5806534627972619,-0.04322112634893945,0.43054361578956063,0.03175917647849877,0.3709766828905114,0.5087283144157853,0.15169669548290965,-0.24663908246673769,0.05610946824068591,1.0,0.16993650130596172,0.6000500657356017,-0.11756424449471926,0.162545269184649,0.6221642668858566,0.5484912561478957,0.4441972716780236,0.5994106345669505,0.6073255573345467,0.22029870186108363,0.39749162628395035,0.6103566935262096,0.23251901944819856,0.013568045697991958,0.5006661371505138,-0.020590235783048864,0.1612435412958551,0.4316121831112868,0.1541675195544204,0.39046759484569477,0.49892387702956953,0.5321876422701345,0.6269078061080566,0.5615931302954646,0.4014833311353872,0.6669655582427066,0.23328543716708866,0.6059500419678595,0.006896568377857265,0.3878696029904194,0.20729764625012895,0.27526297930005966,0.30003111872321003,0.24962658857679929,0.23533707549597738,0.3749765368935473,0.596452115223545,0.3602593166761734,0.5713010421603869,-0.036190817324121535,0.07161331277997235,0.1939633431151672,0.6194455568603776,0.4449795412243739,0.7128772146016519,0.24105641587534973,0.33504476733038685,0.2739161136803818,0.6125038136767286,-0.28654110761131496,0.5528966497766021,0.5796271953123583,0.5632824378289935,0.4910882143609316,0.8232373189567345,0.7284020652837543,0.3342923048033991,0.6957714651296121,0.45499655836459985,-0.0740118978686108,-0.023395727976227687,0.33342706537653644,0.2119850420596837,0.8077946822928663,0.48875075412242475,0.3754292772737477,0.24885316786375883,0.4177017488577042,0.6180527841035476,0.23774444733425512,0.19686067763883264,0.5468794443569879,0.6111379244015273,0.5173464976575767,0.3661693035068526,0.160715028088416,0.10259575995016688,0.13182173272996803,0.39683113730466524,0.4216296877787488,0.42700609157906855,0.08359616560207012
VTA_R,-0.08485939358964203,0.4268410989528317,0.298384351363267,0.21515669221546024,0.261632809077661,0.46698231374322646,0.11482361260799759,0.4186900289614391,0.24006608452500844,0.17250638424805323,-0.14490605734485343,-0.11477752692840244,0.16993650130596172,1.0,0.22923436234450076,-0.052277664163193564,0.19097261611026844,0.3430544362305933,0.3235193625651528,0.17056219538090883,0.4389107025267608,0.367345644890082,-0.009660118796021668,-0.12110581236463477,0.302229929897684,0.30647219817779253,0.5039840138157572,0.1396338551319483,0.4560175586747224,0.17994442812344605,0.2093503374332788,0.18787844998037326,0.43553836310787747,0.39981975308494877,0.3893783391033245,0.3455677916250491,0.04187272507747506,0.30256977253992967,0.0984385343341169,0.20148270981505634,0.2505666986210206,0.4691061949237463,0.446485659497831,0.5128852706726234,0.2740845149949921,0.2226869350977408,0.1931451957226531,0.23902152838953614,0.5146875041385187,0.08063676759526661,0.2690257156566602,0.32919533902143056,0.33196794065035384,0.2534768918402109,-0.0532385604203381,0.3633820696296871,0.37964105841252693,0.028225772913168325,0.06353055558685007,0.44807135421478295,0.3451296918217665,0.28509295459070494,0.10132985845179973,0.3713537788015927,0.14078139552064378,0.4639004101230183,0.2116684355226866,0.2856318205880413,0.349090980488434,0.20526129817762925,0.3525669418688597,0.1423513166710033,0.04804725086946575,0.3014315071788592,0.24952817341379077,0.3882399138256163,0.27994203745364477,-0.0028728277627449368,0.261449065778257,0.4501331656801152,0.2852159684153893,0.44217779087788067,0.45978298593620986,0.2863371199969771,0.33895601772627054,0.3228720399955067,0.44773290066791377,0.42597126219930465,0.21043578323400636,0.14436810793090538,0.18891086504165863,0.6431803025450085,0.030800391179572412,0.12518592684032193,0.15743109728572588
Frontal_Mid_2_L,0.47046881948000785,0.7063676096467245,0.24236412943716715,0.7657336045863415,0.0647720603176856,0.31352686461765084,0.12836068784868235,0.3553768899554368,0.7783450216310158,0.11046340589760825,-0.28497016447024076,0.05554165249270318,0.6000500657356017,0.22923436234450076,1.0,0.1622229659389956,0.12436915403754722,0.7431210301364407,0.6847887136442351,0.5476368784926743,0.6870116143718883,0.7086983176364134,0.4271468352146989,0.3864170681150533,0.7790995292172117,0.3640534229196624,0.1535071536738931,0.4179263025250645,0.04241498758770481,0.3025179918684986,0.3182168402464235,0.09747639199585949,0.17997750974130092,0.764391304381076,0.5730090052259419,0.7926526351064075,0.6363216909336208,0.6075647905848444,0.6923751874472104,0.16833373500200133,0.7298485268118415,-0.17519352282493014,0.5569652801272837,0.29174558285862734,0.5840986034391427,0.54822859551138,0.5525365535952649,0.4885013167875071,0.580760350015177,0.741612541775947,0.2580887564486289,0.8268352588382187,0.17491584395457233,0.37777029257155254,0.43771677996625047,0.6968449775803461,0.3684147930377533,0.7204504171614186,0.36269059099325246,0.5981770090451696,0.38882395694481914,0.8138726531279102,0.022618201494445003,0.7993527776485726,0.5279962373754822,0.537779930498296,0.6243857066092249,0.7839678330705966,0.6670343879859756,0.5927007645505088,0.7909969360208393,0.6860625752170968,-0.1658805130559467,0.17275078778200226,0.32106090666366843,0.39708437168814387,0.7198410326774137,0.7331422829555837,0.5401942467364711,0.3998878393934004,0.4641167965887537,0.35920915928504926,0.19231036422880338,0.49300088947472825,0.5758518367182671,0.779862855263781,0.5845480448784914,0.13809002612857516,0.2206546753208903,0.36476242427680017,0.1630375385155984,0.3944009310234921,0.6286731896712333,0.3711874769320136,0.539113549146283
Thal_LGN_L,-0.08131360304094519,0.11807136439760618,0.14408990010578632,0.31241826691059665,-0.22882716733852476,-0.021677669368800907,0.12376448721435165,0.2981663413056465,0.4260880626674068,0.18223665743082892,-0.033367724649475426,-0.1974518847707556,-0.11756424449471926,-0.052277664163193564,0.1622229659389956,1.0,0.19096794960797858,0.12469107344234287,0.27803413732321086,0.16786720880120243,0.27518734555682656,0.061943196036425265,0.46910920869561606,0.08975858026245025,0.32330466125784013,-0.13376735156813213,0.043085446838811554,-0.29347952390200455,-0.1423431123666889,0.10781710978398451,-0.11470560672757288,0.0988419422065758,0.14339419214087973,0.27559550010739775,-0.0983315295145636,0.12859426844564908,0.4594829779850605,0.12062491597386697,-0.016118647813234903,-0.05767689010216692,0.26891745990631155,0.13345912257660794,0.2070255488476974,0.18097455977906327,0.2805526304571915,-0.14012220767294206,0.32655236509742225,0.48864712853619424,0.30348713075730566,0.35197628184650265,0.03463574052421085,0.3014995661772796,0.34911649258492444,0.3424609810540242,0.5074896168808233,0.05029998029328491,-0.09559852872702052,0.3330276368686964,0.4232684671843603,0.10472379706582115,0.18785216555820455,0.0834778131027907,0.3403189019515588,0.3130431077317969,-0.23216630882386277,-0.17169533293418004,0.31776264799124937,0.17125593063344424,0.21182314416617626,0.29236122559512806,0.21753227056346794,0.47542159117650734,0.3022515144878393,0.4161319864276045,-0.12632119135731346,0.3732540977162614,0.044318036621014675,0.13653532076059688,0.5683912702157041,0.1423492448911277,0.10036287061063014,-0.006139340338711367,-0.24879373452260392,0.03800612005864307,0.10630102029093526,0.259203307738639,0.08521799786398404,-0.19208108604048224,-0.08418595253076377,0.3173205215291126,0.10301183909129581,-0.17065528020872986,0.11058362419005596,0.15877136237538192,0.5771237641947067
Thal_MGN_R,-0.00911188706668806,0.30825918393889085,0.01269655365742722,0.19593475868264498,0.04023172213463182,0.13840297551050335,0.1876014281430243,0.46722077194387673,0.09453233421910111,0.16637383436180075,-0.04878930038117281,-0.2859069625742935,0.162545269184649,0.19097261611026844,0.12436915403754722,0.19096794960797858,1.0,0.12989683798680637,0.2762076335745006,0.03146062381937698,0.43454451419677415,0.155883737302794,0.09391264388812408,0.27995875918426655,0.32528933521892517,-0.15039510304974596,0.08263454579701944,0.13938706425849567,0.11177275350048313,0.0161477597182854,0.3005975846947251,-0.14609517743440614,0.17504880783023913,0.3815163759602513,0.020752335142221297,0.2380172612975649,0.42581001492785897,0.05646939107222661,0.009598282698392848,0.004510347562499966,0.5055378432313673,0.36744607741297036,0.21132715950102682,0.023333276605440337,0.06488579660996727,-0.18682972608257822,0.12016525890410804,0.08463114236352952,0.4258317863650082,0.3635421500784021,0.43849718000645604,0.09327729209748495,0.10708009917785181,0.0016306330972696776,-0.005356698825045449,0.06605300953391889,0.052628603395683315,0.28559880024807127,0.04231238845693179,0.08531731428101043,0.20117271802588835,0.06145110797189555,0.04297783646712236,0.2935988904822697,0.23832420002579627,0.08269277058266784,0.4287329615868281,0.1824609920334682,0.36988181338920967,0.3102793350033416,0.2762741654610696,0.14754293038122654,0.5011835195487805,0.1591866749997723,0.044769546650789666,0.1395883393495313,0.3497909560008275,0.18231248846464074,0.2431198535810645,0.427126220077656,0.10378227158269197,0.4118486085690718,0.044131901019888654,0.024042647930817285,0.2922005686091005,0.39468666835508714,0.09534771896797711,0.12438375182384616,0.005196931667171039,-0.15925670047008272,0.0033096051980109125,0.27401557957225725,0.15627878995159875,0.27041119024972976,0.07664424307606792
Cerebellum_3_L,0.23959646854017663,0.5966896986793645,0.23229407110246986,0.7298435751893666,0.23730988574987658,0.5014473919604683,0.2025044540055646,0.40921408933145137,0.7159743624249144,0.13892137031880605,-0.37823737153443043,0.10665220567571536,0.6221642668858566,0.3430544362305933,0.7431210301364407,0.12469107344234287,0.12989683798680637,1.0,0.8391112223093286,0.5938707368113754,0.662507121039759,0.7929358700841445,0.2713948296409472,0.1489654769208589,0.5683350994717643,0.23067448341194274,0.3614122058868702,0.19039869292666378,0.18801489274586622,0.2775582799677457,0.0961704821596582,0.20806590956651286,0.4776822235398865,0.6272900720482727,0.673910302749143,0.7709867765432337,0.5574446157240812,0.6757869582550922,0.5058699895150173,0.1759410676850927,0.6062497383994149,0.13454266401183046,0.5470486999088305,0.3421222037648954,0.6448759433124379,0.5960381440457448,0.501718767448034,0.6613202313656834,0.6090591822492396,0.5979698836216646,0.13019427521807578,0.6700541294422626,0.4100026428157885,0.4373192000196112,0.341160430179918,0.7565729983200702,0.6176874262498877,0.6040748433358099,0.24138522027456943,0.6861417554283967,0.47419590110215404,0.7820505804011451,0.04543751204926592,0.771513037412374,0.21079457025778484,0.6276671857895714,0.5892881492400199,0.8355232198433578,0.694483682322884,0.6620345325985002,0.7426335548391898,0.5698904971468073,-0.0277747259235083,0.34534351399245655,0.6100034404277247,0.5802861168090041,0.6806764606453056,0.43168891934982956,0.6193916318908554,0.5076618491034505,0.32477526754885777,0.33935357294553026,0.4774352981007427,0.614311472910055,0.6032626453201191,0.764487083396888,0.6865052759182764,0.4539164571798925,0.37685700177077225,0.4838413871786039,0.30427821755899487,0.35355692920427845,0.45398417181576434,0.2755303534518314,0.38427802143602807
Thal_MDm_R,0.03327982687064684,0.6476992228422895,0.23054258014208664,0.7175961429112664,0.25081574733825845,0.5007884531303445,0.32365829234368193,0.5690740859748262,0.6682253717057443,0.20743337379973403,-0.3900905356729448,0.05963327791503863,0.5484912561478957,0.3235193625651528,0.6847887136442351,0.27803413732321086,0.2762076335745006,0.8391112223093286,1.0,0.6289790374805534,0.6419961475912387,0.7247166758171782,0.22067177879117014,0.3692094517487679,0.5959849071840063,0.08830823781391926,0.40687971209012946,0.12815133077313695,0.249578910055339,0.1928382931965994,0.2001035577398621,0.23552724537775838,0.5713093710163711,0.7053779196964806,0.6489077274747497,0.7606494102476011,0.7271407997588815,0.6715667943066076,0.5155176355722643,0.10950000307852298,0.6336079579731153,0.16997284236552773,0.48179046090719607,0.3073255365004388,0.6480808498120122,0.46494937998049557,0.5250293047698525,0.5914980518621368,0.618694542739335,0.7245034668390107,0.15508969502855394,0.5739079444375024,0.4336881251754178,0.4515209697981629,0.3509376990576551,0.7266740399885532,0.615328582340819,0.713013192014362,0.16377741976910445,0.7542693826823569,0.4934385095415093,0.7470902331352605,0.1061438624830981,0.8016791726808294,0.24565971141225568,0.5155655819274284,0.7589739957922597,0.7764577863957675,0.7953989651035094,0.8621419309515957,0.7466169297469194,0.5830732792572624,0.20215416460468727,0.3440717925790356,0.49638326177929754,0.540995211193927,0.6373482473735735,0.3425371604410809,0.6575683975952775,0.5551334463179178,0.24244887322990272,0.3973548461562353,0.47306558816648914,0.5758339676502299,0.67057140365119,0.8539774417290829,0.5818731294785963,0.461506267154147,0.3957806399696343,0.460726582956534,0.47288675135545055,0.37339060492911696,0.609114975706078,0.44593517416841716,0.34582981684974556
VTA_L,0.2817412021980773,0.6652985719938853,0.3489569169068347,0.3920068190107101,0.05872697652938715,0.5721828189626464,0.14003605847643122,0.603483190042747,0.45477483595972445,0.35237627908604113,-0.00782641473825639,0.10996751268143201,0.4441972716780236,0.17056219538090883,0.5476368784926743,0.16786720880120243,0.03146062381937698,0.5938707368113754,0.6289790374805534,1.0,0.41660420181212715,0.6322692160150437,0.015738146111055482,0.5419972449465978,0.5957058926458115,0.20665256448106678,0.5296611114335049,0.37798484532359766,0.41850781205528453,0.31405563037661305,0.3746522925485215,-0.031772846947203316,0.4904490074423274,0.653312253334635,0.34752057956643156,0.6923847310403917,0.479102530702735,0.34349393005346607,0.6206262094042221,0.21143170861503122,0.5242736853776048,0.178488743555436,0.5226555526717318,0.4449229184922556,0.42982336539858307,0.12893306007937774,0.39883613130234435,0.264468750035329,0.5553583761078785,0.5092527390314809,0.10407574374396274,0.5116554010483625,0.15656697833535374,0.24720440637241645,0.16104682023586242,0.4475301397969227,0.30897511382433157,0.62046775045391,-0.00881540796507712,0.5476110792581773,0.5063834682961096,0.45657846435044097,0.07619779416162976,0.532536620665024,0.3907365629224489,0.4813391466068412,0.6816653187349866,0.5295278844546967,0.4329342948753383,0.5806118253179873,0.5418859382329062,0.31614385460240974,0.24305313040800697,0.011927534807107511,0.27791395372135486,0.12761864226960917,0.34983969453696184,0.2564310071617991,0.5709204901115171,0.26343248820257553,0.3772419092288351,0.40520787989617696,0.31872144750164805,0.21195706803275885,0.7346378475842208,0.5683418136036532,0.2113447006494689,0.5030591232044048,0.15929047502292998,0.12306396428426886,0.39530063460795856,0.30193946188205684,0.5866838032526376,0.4901285244466822,0.17076847620441604
Frontal_Inf_Oper_L,0.2233210459888423,0.7138722170474296,0.3859773883599504,0.6478879598836115,-0.008122534756148981,0.42895110997246905,0.25215581186034725,0.608397501629737,0.6574433101393937,0.2333059002306428,-0.275531762128059,-0.1318761505924266,0.5994106345669505,0.4389107025267608,0.6870116143718883,0.27518734555682656,0.43454451419677415,0.662507121039759,0.6419961475912387,0.41660420181212715,1.0,0.7111773139447509,0.4799634050566107,0.2821154115374984,0.7748064813763663,0.28600281100649005,0.10989730592003744,0.3545346042582821,0.08521240368412641,0.4012223776671646,0.3002475898727554,0.054063119111951254,0.45103350670423986,0.7469243598499318,0.35407737842456105,0.7495186787334973,0.6931054025246227,0.3513967954521981,0.47927638951519386,0.14238269892750116,0.8045219069735863,0.2987571121894687,0.72098686311134,0.4459985797702898,0.3726832848630271,0.21012469620528942,0.4971026119200815,0.39439064255530376,0.7493531256075137,0.6629327212107747,0.4495643903473586,0.7567941517228035,0.15666511940978428,0.22872223794262955,0.3099073177305476,0.5098500303009246,0.2609520275214928,0.6509720712328555,0.45991120913601663,0.3824783126151941,0.5674349471668187,0.5703321566030891,0.07459602712459235,0.7410631154063183,0.4108183386067769,0.6172375463973371,0.6547837647599074,0.6700772930944925,0.7925159280034347,0.43884326681771696,0.72485816017609,0.5423436690433837,0.21524947174068634,0.24611126844356193,0.37291114172032663,0.4845230178001243,0.8514488745340468,0.562518952535121,0.5514158819741929,0.4158235030419594,0.5100624621268071,0.64537697634623,0.3056650463579771,0.27690794728659596,0.6116409447621558,0.7047382941830567,0.5222370682714388,0.2262062638924498,0.0507404464717804,0.18446992725629738,0.12842327822856275,0.47947525973128624,0.372923412464577,0.2994853733852818,0.4334532976613358
Thal_VL_L,0.23846328776291006,0.7478034476782452,0.5616852992497893,0.5340765351686524,0.12669843264270064,0.7047351672507948,0.2076580362644446,0.5848419356881144,0.592905965665714,0.296667527041731,-0.14581590995726054,0.1070092058352575,0.6073255573345467,0.367345644890082,0.7086983176364134,0.061943196036425265,0.155883737302794,0.7929358700841445,0.7247166758171782,0.6322692160150437,0.7111773139447509,1.0,0.20029980860681068,0.3687793392224304,0.7038890753261042,0.3670248509915812,0.39786062287331664,0.4642347071357307,0.314520044333021,0.6560826604898607,0.34310251801271047,-0.03866307151627111,0.6142789234564303,0.6947880584718791,0.4256296452127902,0.9235926423530673,0.5481321725085706,0.41680868742022603,0.6443460593145292,0.21422088662649072,0.6935011047015815,0.2924207293794521,0.8139836237747837,0.4996597568541949,0.4744274691140724,0.30330854206255914,0.4732056529711315,0.3322455503609612,0.6855533282545445,0.5830696081237752,0.23009671637322227,0.7400866678798869,0.21162384743782725,0.27864878433385254,0.1855527507053411,0.5661418015673658,0.3801642542042616,0.669547723366363,0.1916324503595546,0.545353983051382,0.6811601189228811,0.5962353099288296,0.0630298338552494,0.6647666602877774,0.43850112393724894,0.8606641237383561,0.7080671537678495,0.6683936149047585,0.6579711247192294,0.5259426096617446,0.7013939211403447,0.41714102197028435,0.1762337240216996,0.1482908779801615,0.4574048742164594,0.3530010990031703,0.6666441703860074,0.5177904608702408,0.5066552145611302,0.3005836973717738,0.5761529612683155,0.5804644674176754,0.5417429094877992,0.4002074691754782,0.7577466655473172,0.6779077071363915,0.44995978272744724,0.4946968106270523,0.16225261852099954,0.16904227853686288,0.3593937215340465,0.4563802550747152,0.5157825058409056,0.35530318181000115,0.28421283042521617
Postcentral_R,0.24100042473579236,0.1304188168456662,0.05474967691583349,0.6296566696299628,-0.3644014971962779,-0.24888689655370502,0.10850086372690435,-0.03961273722344061,0.7539242669658636,0.05590532990751814,-0.2763939509064134,-0.20190799880686489,0.22029870186108363,-0.009660118796021668,0.4271468352146989,0.46910920869561606,0.09391264388812408,0.2713948296409472,0.22067177879117014,0.015738146111055482,0.4799634050566107,0.20029980860681068,1.0,-0.08883413558138831,0.3679243364313389,0.28074239027215714,-0.46234806614115675,-0.07832767857336714,-0.597049103290413,0.2989415147746522,-0.12561464353392868,0.2139566501469419,-0.05363462048441982,0.22956484673930297,0.015486313567433995,0.3027556294874235,0.3685963782188552,0.14783955774185029,0.20417519086321734,-0.10364942654108511,0.3950548605466203,-0.2705163784042006,0.275054047940278,0.08143530406675771,0.29751487948480415,0.25650822196234846,0.557899771379046,0.47336126581074484,0.17559821375325596,0.47078242995369224,0.15122942020079128,0.6630049053607334,0.2145243913693927,0.32022348137600704,0.8612412716038503,0.21528612211896725,-0.12517700056218314,0.30489259598476437,0.9624776626047707,0.013827225950128547,0.1695656743522106,0.346704279295434,0.35912890068588343,0.49327051843067915,0.016325431873622648,0.08866803799135646,0.07625697680410914,0.4468558085193557,0.4394305733216749,0.149945879934684,0.4011565874787899,0.7601472441475009,-0.24320151621848188,0.5327950622939789,0.12728108582029954,0.5446339655763948,0.48439466186700264,0.45982185108324825,0.40408734460358736,0.007932248605473717,0.2702104873209057,-0.03797977209862082,-0.19184770500224474,0.06045213496114429,-0.02543147537579165,0.25633288382697805,0.3687263949818636,-0.5074171151121293,-0.1847163262674052,0.515960444703942,-0.17765821402052018,0.02622777074439317,0.1110795316167213,0.06760805767498355,0.7587625817520898
Amygdala_L,0.2074114927295314,0.5777472651450953,0.17620137606825242,0.1706515821187816,-0.04084931546785586,0.2913203980515565,0.06907965543885342,0.5768578522318902,0.10971990249817437,0.15843193860909557,0.15838211541261457,0.13496875168570444,0.39749162628395035,-0.12110581236463477,0.3864170681150533,0.08975858026245025,0.27995875918426655,0.1489654769208589,0.3692094517487679,0.5419972449465978,0.2821154115374984,0.3687793392224304,-0.08883413558138831,1.0,0.564876096861361,-0.11304860268036868,0.19814854794064393,0.5183314744334715,0.21667838220313643,0.22939267015491158,0.5431867970732621,-0.16316747543356602,0.27316463781148753,0.5657542695047727,0.11177969394907582,0.5046060299252866,0.5382910522755586,0.05651128438725097,0.5743961735029279,0.1900827700388022,0.48272949206945187,0.04723481780582675,0.27567999302845103,0.1631200012178027,0.10991596188340096,-0.19537619732408976,0.3229577012139159,-0.16329157215930937,0.3302329712570758,0.6198060277292763,0.1668593590616535,0.2248385833677145,-0.252330629982765,0.049604281949360805,-0.03162742637727256,0.19657422251464282,0.021020214732645107,0.6486313493348331,-0.16467467418109685,0.30420427740044564,0.2707730939725082,0.21762142241766716,0.032956584002355974,0.34843399818343906,0.6314484352161025,0.3456498411778788,0.7013829151996905,0.2762072668115516,0.3314176998088409,0.4766029296513639,0.3598460671121713,0.1368239644618478,0.41533794976334537,-0.30880597353955896,0.06882784365651742,-0.26955589360197957,0.30206174967290583,0.3328505907917066,0.20493381656410264,0.0579631786197013,0.1936951855544119,0.4723054293242424,0.15970907488160538,-0.06615006948015008,0.6909481931019504,0.4392338497977183,-0.08473180639776787,0.24185201878909487,0.0400933685715027,-0.2432969941300587,0.29256181311994905,0.188125052074994,0.7572082684430749,0.6085439328898022,-0.09617686779826211
Insula_L,0.5032631538795438,0.8472412567597373,0.39960644208800733,0.5654591410783195,-0.18332616389830633,0.5489859344781449,0.15886930832235927,0.6707654279136467,0.6495038926666458,0.45821454248064797,-0.13996671649309697,-0.1192390332917243,0.6103566935262096,0.302229929897684,0.7790995292172117,0.32330466125784013,0.32528933521892517,0.5683350994717643,0.5959849071840063,0.5957058926458115,0.7748064813763663,0.7038890753261042,0.3679243364313389,0.564876096861361,1.0,0.4032043817283438,0.2791821107496113,0.6071088523990662,0.2341028773886046,0.43308920584146726,0.6249641121532117,-0.0709115569378908,0.317209948736112,0.8640495531813234,0.273161956370334,0.8119435250871372,0.6765451814038174,0.283218314035826,0.7359382158194575,0.19302679356082736,0.8602397324403636,0.09956601226692097,0.7394620559461842,0.5374600931424276,0.46123750693943527,0.11148141113688452,0.4893595623325847,0.3096826910655808,0.7443341994867456,0.7119770054803056,0.4865112957325257,0.8065985499764708,0.07585701477526247,0.19701848776756495,0.290134208815134,0.4323127036976715,0.13442375579131385,0.7640668624271385,0.33396329945878667,0.3845568306121531,0.6046920169708587,0.5843715504972667,0.03584544453600659,0.6974440819990889,0.680201067441222,0.5280558674273301,0.7317607782036117,0.6740237770120548,0.6680505148054166,0.42518138900994995,0.7723405143338263,0.5403438499681803,0.1326381975796922,0.10199852880329602,0.07943106328234698,0.22544738381867946,0.6829002433866516,0.5841107700282202,0.6572108808739202,0.295266987601034,0.65112430946678,0.6432709998906345,0.0890673477076133,0.09126495257672318,0.6836731879234668,0.6954217978486242,0.34644893824133377,0.30054243126069363,-0.08539953089614324,0.08021288874078718,0.14942052919342538,0.5414530547055307,0.6205573865094257,0.6205518237257016,0.43233725351550906
