,Thal_PuL_R,Fusiform_L,Thal_VA_R,Cerebellum_Crus1_R,Frontal_Sup_Medial_L,Thal_IL_R,Thal_MDl_R,Occipital_Inf_L,Caudate_R,Cingulate_Mid_L,N_Acc_R,Occipital_Inf_R,Cerebellum_Crus2_L,Paracentral_Lobule_L,OFCmed_R,Precuneus_R,Angular_R,Thal_AV_L,Thal_MDm_L,Lingual_R,Red_N_L,Cerebellum_6_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Precentral_L,Precentral_R,Thal_MDl_L,Rolandic_Oper_R,VTA_L,Thal_VL_R,OFCant_R,Hippocampus_L,Thal_PuL_L,Cerebellum_3_R,Cuneus_R
N_Acc_R,0.20807585326405964,-0.14664674154140292,-0.11391644068019031,0.05026445205442598,-0.07720369334557016,0.7708283488213332,0.3883318336726152,-0.0295209451662203,0.1734796749696869,-0.20662752355401495,1.0,0.09729962378506961,-0.07991344575847324,-0.2606915650207363,-0.02605902303983372,-0.18014803158523712,0.11850472609199501,-0.05369930923443259,0.2695730751985984,-0.23844039625257857,0.313478638640097,-0.1887164565867402,-0.1658805130559467,-0.13129174267466448,-0.34251153828064274,-0.28169523991854756,0.11820794686333115,0.33239429583562125,0.24305313040800697,0.12238696108254461,0.1147430557543325,0.1288262611199567,0.19013433602237784,-0.2456159114414707,-0.2782459856823653
Occipital_Inf_R,-0.026411959272425928,0.0666866953718476,-0.22184060057042604,0.6816487825831388,-0.014243466169357387,0.2843721808968232,0.30965113386282983,0.39530164305853643,-0.04031126559260865,-0.021178925545314545,0.09729962378506961,1.0,-0.0675356269133041,-0.16557682312130215,0.08970299554317113,-0.014315350087978658,0.0525554956185691,0.279557389076936,0.34472024010897595,0.40828537633131906,0.41684723628103265,0.5677075436775384,0.0647720603176856,0.037174647470469536,-0.03166060332338653,-0.34948366338809683,0.29419147097732967,0.1452939801333152,0.05872697652938715,0.019837181060392544,-0.39787601407788276,0.03453969914824794,-0.08948296994454275,0.06305639905173677,0.3182000136840193
Cerebellum_Crus2_L,0.2704244487830806,-0.12374276788929581,-0.1581016603286719,0.04181343699613284,-0.07927941019490313,0.008842305759767959,0.03587771134794982,-0.18963106502998625,-0.12542638944169796,-0.040695579955085256,-0.07991344575847324,-0.0675356269133041,1.0,0.047099946716822445,-0.15006302428027324,0.03904624418563776,0.11705769466375199,-0.07015376002220604,-0.22300395745527268,0.03513788186689022,0.15437231121137548,-0.04814912242633014,-0.3214390176346525,-0.023076784074525448,0.03240075347993202,0.1605894766419727,-0.18545637592936492,-0.032322855313649694,-0.07294768886261133,-0.1711241885873788,0.14727703457541091,-0.13127156020653016,0.10324744516824176,0.052247020345046705,0.08818360655190809
Paracentral_Lobule_L,-0.06381437048703616,0.542878326551675,0.22117945961561142,0.050067920204105394,0.39891090503342225,-0.09828800821123672,-0.07852598216841791,0.13322171778758163,0.0743149173245602,0.5263557590121615,-0.2606915650207363,-0.16557682312130215,0.047099946716822445,1.0,0.179063921083896,0.8595804226797737,0.33647392799471276,0.09585048817183321,0.35929045306127627,0.48254705269558656,0.015922930381884304,0.22898697299514947,0.43771677996625047,0.5676543829398079,0.8831936501495682,0.8509841641455661,0.09839685269474993,0.09063450043874301,0.16104682023586242,0.2939794080678717,0.055923845914527655,0.42860889116516615,0.08292257716368309,0.8160207880949513,0.7217262768495287
OFCmed_R,0.0412968786910124,0.21263993820373905,0.04615705128581832,0.20235079309599188,-0.02062529757892904,-0.036080368781004256,-0.14499025541136007,0.12914733447499352,0.07668966211620433,0.27798977048708295,-0.02605902303983372,0.08970299554317113,-0.15006302428027324,0.179063921083896,1.0,0.24781014965879328,0.1333533923685546,0.09796012895784773,0.16000015396266745,0.2081811700091663,-0.09976240016882713,0.2242758214991909,0.23185942682303606,0.16737991617391978,0.20281090307563163,0.1911228353878769,0.10607362575618906,0.1025981061396337,0.02975510482165233,0.10934073500986942,-0.46386983634241974,0.1275836709921173,-0.06786715475896192,0.23156505782870854,0.25712957431936995
Precuneus_R,0.12629736735927607,0.7849379037667283,0.38868298620753017,0.25938466438388585,0.6617332617881091,0.0016048976203371528,0.11880212274412628,0.13150269154229619,0.34214180518204024,0.671251278430155,-0.18014803158523712,-0.014315350087978658,0.03904624418563776,0.8595804226797737,0.24781014965879328,1.0,0.2392283707823245,0.2374419051262231,0.5422943732166623,0.7072755937498881,0.24156635347833652,0.5281705496191371,0.6860625752170968,0.8300768296139145,0.8897142596532053,0.7383719848837547,0.23804428014953802,0.3623599741055661,0.31614385460240974,0.5126184249920711,0.08474650487925066,0.6524319986881878,0.1887148028001261,0.8732506144149291,0.8484783052679169
Angular_R,0.24523437553543154,-0.031126517458647994,-0.2730694247137072,-0.12242562775942599,-0.04982244507117184,0.3423057174344316,-0.06620365573692072,0.09195290459135683,-0.04254561755525327,0.37818487863406525,0.11850472609199501,0.0525554956185691,0.11705769466375199,0.33647392799471276,0.1333533923685546,0.2392283707823245,1.0,0.2510347667924076,0.24985227871927101,0.006990029056564236,0.12417693133015664,-0.15149540941883452,0.022618201494445003,-0.01733289926857623,0.10207823718692134,0.278111567563182,0.3093635023175224,0.25450513408887665,0.07619779416162976,0.0923719081036245,-0.15223146063065537,-0.11046331214641193,0.35716859933905454,0.13846497399969807,0.32569912622206815
Thal_AV_L,0.41955689763734366,0.479248830779,0.5022670265869466,0.29039411206265475,0.3921936822975047,0.14423899858674527,0.4953352899240943,0.10045385630292895,0.5560345760151963,0.417610324161922,-0.05369930923443259,0.279557389076936,-0.07015376002220604,0.09585048817183321,0.09796012895784773,0.2374419051262231,0.2510347667924076,1.0,0.5394096297151026,0.36040082717373945,0.4853811546121468,0.4833693593679121,0.5610844558254796,0.41775758653231726,0.091858851499198,-0.028793353104259296,0.8219556815253186,0.447892659753349,0.6390615301654662,0.7047200351901042,0.025186938584896096,0.2726385937247154,0.4613742601831261,0.16124432965234758,0.3804561045311911
Thal_MDm_L,0.14468411222989394,0.6203454727533791,0.37046580441923904,0.4957500275721471,0.41030006406781805,0.4601209249078379,0.5911633656243002,0.15780918287831283,0.5162676540163577,0.41552048863839103,0.2695730751985984,0.34472024010897595,-0.22300395745527268,0.35929045306127627,0.16000015396266745,0.5422943732166623,0.24985227871927101,0.5394096297151026,1.0,0.4896663230613693,0.5020608353014104,0.6282650020464796,0.5927007645505088,0.5893602314203504,0.2946426462514137,0.050758724183549916,0.7528744111567225,0.4717053091248605,0.5806118253179873,0.6202186048709859,0.03301115532419289,0.6127494651914831,0.1538930542128822,0.4653447925652189,0.609806680597944
Lingual_R,0.16620256538595626,0.7736020936449941,0.21717047527385125,0.6161873010899233,0.5870987828688102,0.029952567384951355,0.3052390121050914,0.4224892451296604,0.3059818038665063,0.5328218261542292,-0.23844039625257857,0.40828537633131906,0.03513788186689022,0.48254705269558656,0.2081811700091663,0.7072755937498881,0.006990029056564236,0.36040082717373945,0.4896663230613693,1.0,0.5600520200903177,0.8514205115189336,0.5845480448784914,0.6958199342560197,0.7032700257629397,0.4167069016430195,0.27946650355187586,0.4056522777845583,0.2113447006494689,0.4327964676640499,-0.15339664521535634,0.6073115474632884,0.18921800454563079,0.7725157274559474,0.8134702480918113
Red_N_L,0.5191217065593678,0.4556383491739919,0.13999075316311851,0.4111076039805525,0.44075873228455115,0.4793408649162989,0.662191065174598,0.21560759784400765,0.47706829384767774,0.30146845298096764,0.313478638640097,0.41684723628103265,0.15437231121137548,0.015922930381884304,-0.09976240016882713,0.24156635347833652,0.12417693133015664,0.4853811546121468,0.5020608353014104,0.5600520200903177,1.0,0.5301693996231444,0.2718862072785714,0.4093280700060614,0.1299983742213054,-0.009948272760231738,0.4304355290370216,0.6547321523342252,0.42341393262639865,0.5122659923745709,0.1360360990205591,0.4446704925567023,0.4866586843870805,0.24732372234180272,0.35303316815466745
Cerebellum_6_R,0.09474819905150823,0.7156900446989749,0.32364634208734117,0.7873694244751951,0.4664464379600246,0.06990315690838837,0.46347510662601354,0.33192474154827234,0.366330213678979,0.3811085278888067,-0.1887164565867402,0.5677075436775384,-0.04814912242633014,0.22898697299514947,0.2242758214991909,0.5281705496191371,-0.15149540941883452,0.4833693593679121,0.6282650020464796,0.8514205115189336,0.5301693996231444,1.0,0.5730090052259419,0.6360191393475786,0.44007407641661256,0.03917035370525121,0.4848461707114261,0.30864229816525923,0.34752057956643156,0.4294085091422024,-0.17918255713157413,0.5514601047837899,0.02388441009319577,0.5427780621423591,0.7281867221768756
Frontal_Mid_2_L,0.29174558285862734,0.7839678330705966,0.6923751874472104,0.2206546753208903,0.7869426567214899,-0.06263457065300886,0.27582233421334196,0.01713154104278905,0.7063676096467245,0.7188262326315241,-0.1658805130559467,0.0647720603176856,-0.3214390176346525,0.43771677996625047,0.23185942682303606,0.6860625752170968,0.022618201494445003,0.5610844558254796,0.5927007645505088,0.5845480448784914,0.2718862072785714,0.5730090052259419,1.0,0.8407896020976786,0.5937975641267792,0.36269059099325246,0.4997525366833898,0.580760350015177,0.5476368784926743,0.7926526351064075,0.11046340589760825,0.6670343879859756,0.3891380180661492,0.5773292105919412,0.5568062799900529
Frontal_Mid_2_R,0.35250961617821613,0.8517882168094294,0.6564690131046474,0.2762184424249448,0.8802030125934663,-0.002470543639091606,0.3498800991359607,0.02482298669808363,0.6770988783530157,0.7387081334229231,-0.13129174267466448,0.037174647470469536,-0.023076784074525448,0.5676543829398079,0.16737991617391978,0.8300768296139145,-0.01733289926857623,0.41775758653231726,0.5893602314203504,0.6958199342560197,0.4093280700060614,0.6360191393475786,0.8407896020976786,1.0,0.72505046953451,0.5061631779074429,0.38278842003595,0.5973356946068799,0.5264374554368016,0.7643627984910558,0.3118370768423679,0.7784980246441915,0.3787336424622416,0.7173567943375724,0.6723972712291283
Precentral_L,0.03630390905125796,0.6466530816286152,0.2870966260708932,0.20816163316441202,0.593145258413098,-0.1672298985864985,-0.04583021585233424,0.17941530522233784,0.19539237121055728,0.6255359451770984,-0.34251153828064274,-0.03166060332338653,0.03240075347993202,0.8831936501495682,0.20281090307563163,0.8897142596532053,0.10207823718692134,0.091858851499198,0.2946426462514137,0.7032700257629397,0.1299983742213054,0.44007407641661256,0.5937975641267792,0.72505046953451,1.0,0.8455324745259033,0.006184486523826757,0.23474465835089994,0.12531946144633027,0.3563093747726342,-0.006778358365218523,0.5386787743551753,0.16110123383503713,0.9009899945315066,0.7499968955412808
Precentral_R,0.11437090887325854,0.441371836608816,0.1975808087039471,-0.1627659422627455,0.439367656354727,-0.1619304189247526,-0.20457971193714997,0.08764053760654994,0.1153708516873823,0.5544355574536115,-0.28169523991854756,-0.34948366338809683,0.1605894766419727,0.8509841641455661,0.1911228353878769,0.7383719848837547,0.278111567563182,-0.028793353104259296,0.050758724183549916,0.4167069016430195,-0.009948272760231738,0.03917035370525121,0.36269059099325246,0.5061631779074429,0.8455324745259033,1.0,-0.14762124257948153,0.15750117919446416,-0.00881540796507712,0.26984766835243923,0.0776434653552954,0.41963564868285114,0.26601349910019884,0.7574314588441887,0.5027400151397736
Thal_MDl_L,0.31319249218882944,0.44996320772606696,0.3721087150493933,0.36275155833220785,0.27533762353209706,0.3331825210684767,0.5867112491097489,0.14499167475007205,0.46402464441673164,0.37709583334054997,0.11820794686333115,0.29419147097732967,-0.18545637592936492,0.09839685269474993,0.10607362575618906,0.23804428014953802,0.3093635023175224,0.8219556815253186,0.7528744111567225,0.27946650355187586,0.4304355290370216,0.4848461707114261,0.4997525366833898,0.38278842003595,0.006184486523826757,-0.14762124257948153,1.0,0.3994675901016773,0.6367949139287129,0.6092569829500448,-0.015351473495929063,0.2922702935945047,0.3483809991179342,0.15410094112194783,0.422411333513354
Rolandic_Oper_R,0.7202945025485095,0.5035844221332774,0.3495081726512113,0.0901556333784122,0.6300461717701619,0.4113576334349063,0.5079581452959068,-0.05427695377112871,0.747243127831817,0.6621186067126408,0.33239429583562125,0.1452939801333152,-0.032322855313649694,0.09063450043874301,0.1025981061396337,0.3623599741055661,0.25450513408887665,0.447892659753349,0.4717053091248605,0.4056522777845583,0.6547321523342252,0.30864229816525923,0.580760350015177,0.5973356946068799,0.23474465835089994,0.15750117919446416,0.3994675901016773,1.0,0.5553583761078785,0.7047409531215533,0.2586744267492694,0.5268653482632928,0.7414423854347879,0.2460960207023318,0.2732835520359695
VTA_L,0.4449229184922556,0.5295278844546967,0.6206262094042221,0.15929047502292998,0.46292797726071294,0.22566604108492405,0.5988890364673856,-0.16831126715368372,0.6652985719938853,0.3670959369590116,0.24305313040800697,0.05872697652938715,-0.07294768886261133,0.16104682023586242,0.02975510482165233,0.31614385460240974,0.07619779416162976,0.6390615301654662,0.5806118253179873,0.2113447006494689,0.42341393262639865,0.34752057956643156,0.5476368784926743,0.5264374554368016,0.12531946144633027,-0.00881540796507712,0.6367949139287129,0.5553583761078785,1.0,0.6923847310403917,0.35237627908604113,0.4329342948753383,0.4171985948314408,0.1463125676688192,0.266301807344701
Thal_VL_R,0.5157095757424778,0.7207141201391848,0.7802327114235188,0.1017138610042845,0.7346855406875972,0.1956753047808232,0.5114234067457178,-0.03755852958908167,0.8717624746029955,0.6327823644869983,0.12238696108254461,0.019837181060392544,-0.1711241885873788,0.2939794080678717,0.10934073500986942,0.5126184249920711,0.0923719081036245,0.7047200351901042,0.6202186048709859,0.4327964676640499,0.5122659923745709,0.4294085091422024,0.7926526351064075,0.7643627984910558,0.3563093747726342,0.26984766835243923,0.6092569829500448,0.7047409531215533,0.6923847310403917,1.0,0.3626556541223892,0.7139848607018255,0.5893165800554588,0.399619121805364,0.37094955204012514
OFCant_R,0.26617571557359326,0.18023580409826753,0.4934641906558388,-0.4053711638837017,0.4543793963133353,-0.024592631925076023,0.24068140397553775,-0.3752526486277001,0.44946540679684827,0.06908261590349628,0.1147430557543325,-0.39787601407788276,0.14727703457541091,0.055923845914527655,-0.46386983634241974,0.08474650487925066,-0.15223146063065537,0.025186938584896096,0.03301115532419289,-0.15339664521535634,0.1360360990205591,-0.17918255713157413,0.11046340589760825,0.3118370768423679,-0.006778358365218523,0.0776434653552954,-0.015351473495929063,0.2586744267492694,0.35237627908604113,0.3626556541223892,1.0,0.2873140852849471,0.26629659126662275,-0.06578187887366872,-0.16443157107218515
Hippocampus_L,0.257846343641392,0.8127350289947293,0.6065309124805105,0.24202005763241158,0.6869293346344597,0.2257439723906595,0.5450097166893406,0.18447189819436213,0.6603501519756871,0.5057349657043492,0.1288262611199567,0.03453969914824794,-0.13127156020653016,0.42860889116516615,0.1275836709921173,0.6524319986881878,-0.11046331214641193,0.2726385937247154,0.6127494651914831,0.6073115474632884,0.4446704925567023,0.5514601047837899,0.6670343879859756,0.7784980246441915,0.5386787743551753,0.41963564868285114,0.2922702935945047,0.5268653482632928,0.4329342948753383,0.7139848607018255,0.2873140852849471,1.0,0.30533219855938737,0.6413535450598328,0.524188692335467
Thal_PuL_L,0.8044818943505342,0.26780870793505124,0.2782354417829844,-0.1613374417031426,0.49593363353875414,0.31548412124881126,0.38763829522184007,-0.04731789291571526,0.566492561396045,0.6167410300312547,0.19013433602237784,-0.08948296994454275,0.10324744516824176,0.08292257716368309,-0.06786715475896192,0.1887148028001261,0.35716859933905454,0.4613742601831261,0.1538930542128822,0.18921800454563079,0.4866586843870805,0.02388441009319577,0.3891380180661492,0.3787336424622416,0.16110123383503713,0.26601349910019884,0.3483809991179342,0.7414423854347879,0.4171985948314408,0.5893165800554588,0.26629659126662275,0.30533219855938737,1.0,0.1397592013189945,0.12836750588219598
Cerebellum_3_R,0.028906638317401867,0.677059462117186,0.2468832887777973,0.3589255471999151,0.5724196434331337,-0.02415749240461004,0.07960694093560934,0.3103114124516763,0.21234319330311452,0.5750955822723242,-0.2456159114414707,0.06305639905173677,0.052247020345046705,0.8160207880949513,0.23156505782870854,0.8732506144149291,0.13846497399969807,0.16124432965234758,0.4653447925652189,0.7725157274559474,0.24732372234180272,0.5427780621423591,0.5773292105919412,0.7173567943375724,0.9009899945315066,0.7574314588441887,0.15410094112194783,0.2460960207023318,0.1463125676688192,0.399619121805364,-0.06578187887366872,0.6413535450598328,0.1397592013189945,1.0,0.8027255920823638
Cuneus_R,0.06496688557787055,0.7216183708201782,0.18048407178162099,0.5349024468424498,0.45167986991,0.0709833596839179,0.2762411607015245,0.3456311252586941,0.1684338318398004,0.5898299142140964,-0.2782459856823653,0.3182000136840193,0.08818360655190809,0.7217262768495287,0.25712957431936995,0.8484783052679169,0.32569912622206815,0.3804561045311911,0.609806680597944,0.8134702480918113,0.35303316815466745,0.7281867221768756,0.5568062799900529,0.6723972712291283,0.7499968955412808,0.5027400151397736,0.422411333513354,0.2732835520359695,0.266301807344701,0.37094955204012514,-0.16443157107218515,0.524188692335467,0.12836750588219598,0.8027255920823638,1.0
