,Precentral_R,ACC_pre_L,Vermis_8,Paracentral_Lobule_L,Frontal_Inf_Orb_2_L,Cerebellum_7b_R,Raphe_M,Parietal_Sup_L,Frontal_Mid_2_R,Occipital_Mid_L,Parietal_Inf_L,Cerebellum_8_L,Cerebellum_9_L,Frontal_Mid_2_L,Amygdala_L,Cerebellum_Crus1_L,Thal_IL_L,N_Acc_L,Frontal_Sup_Medial_L,Thal_LP_R,Vermis_10,Thal_PuL_R,Olfactory_R,Caudate_R,Thal_VA_R,OFCant_R,Hippocampus_L,Rolandic_Oper_R,Cerebellum_6_L,SN_pr_R,Cerebellum_7b_L,Cerebellum_Crus2_R,Frontal_Inf_Orb_2_R,Pallidum_L,ParaHippocampal_L,Calcarine_L,Angular_L,Thal_AV_L,Rectus_L,Precuneus_L,Vermis_1_2,Thal_LGN_R,Cerebellum_10_L,Temporal_Sup_L,Temporal_Sup_R,Cerebellum_Crus2_L,Occipital_Mid_R,Cingulate_Post_R,Heschl_R,Insula_L,OFClat_L,Frontal_Med_Orb_L,SN_pc_R,Temporal_Inf_R,VTA_L,ACC_sup_R,Postcentral_L,Vermis_6,Vermis_3,Calcarine_R,OFCant_L,Thal_VL_R,Thal_MGN_L,Lingual_L,Vermis_9,Cerebellum_6_R,Cingulate_Mid_R,Supp_Motor_Area_R,SN_pr_L,ACC_sub_R,Frontal_Sup_Medial_R,Parietal_Sup_R,Thal_MDl_L,Paracentral_Lobule_R,Lingual_R,Temporal_Mid_R,Cingulate_Post_L,Putamen_L,Occipital_Inf_L,OFCpost_R,Vermis_4_5,Frontal_Sup_2_R,Thal_VA_L,Thal_MDl_R,Putamen_R,Temporal_Pole_Sup_L,Thal_IL_R,Heschl_L,Red_N_L,Cerebellum_Crus1_R
Precentral_R,1.0,-0.033614846480243196,0.3516784847867774,-0.1460210675925276,0.17243698649155847,0.43788513460963296,0.005495807351099218,-0.0442046023348671,0.8492432623317673,0.5080242217682022,0.3645948959242785,0.2680258876385805,0.24995458374371085,0.5801719510318468,-0.16931303878996348,0.1399559560972045,0.35123604690086707,-0.32759929362002094,0.37649474287545487,-0.0893936762313253,0.11478011509640823,0.3900399016851067,0.05086598332433666,0.2793927985532059,0.11201325924085345,-0.62945552752317,0.11995047121263379,0.2543937932745649,0.3674059417816493,0.3736777345780376,0.18985931085272162,-0.0804890035621471,0.707950939569967,0.12841772845894023,0.5683383442492858,0.537180694479207,-0.09081953196133849,0.3055685967719669,-0.43755010911587694,0.666390380223313,0.05096907590970444,0.6270892012610213,0.20796907327696573,0.5922235508700877,0.6811736995142466,0.20802397628524316,0.4965619245076396,0.6446635687075324,0.3269050436367744,0.3899343945571154,-0.26029378124745617,-0.6618022064118723,0.5631400100545475,0.3484646133866239,0.009228837437895814,0.44671750812031374,0.5812033518764693,0.5846389224917156,0.300391025995516,0.713593477674178,-0.539355858728415,-0.2130435109321898,0.25241991819341963,0.5567113015926471,0.2939411095948159,0.3413082213906925,0.7852932001687355,0.8733026543133693,-0.43855723181486034,-0.11505222929368264,0.6211189346662787,-0.06118872776145143,0.30226986998375216,-0.19395936989903273,0.6638082857112237,0.6670600476932915,0.5398902974558771,0.2897529938935437,0.2378868884901116,0.2765877427595415,0.5058669821626322,0.7374528262210319,0.3984932944399009,0.36451292188594986,0.16421981832773022,0.07130055854801148,0.268224463431119,-0.0871826461636668,0.4658654876983447,0.19698607335200263
ACC_pre_L,-0.033614846480243196,1.0,0.2890416099095457,-0.04917220833932106,0.6449164050758581,0.03336474372873073,0.20147999495001284,-0.0351568944199474,0.10181896098205256,0.1506665788043464,-0.0903918113710304,0.45592279457741314,0.3846049759603973,0.17600010721253978,0.25731771600283576,0.283284578649728,0.0034222385131234693,0.6302576049010626,0.5511441343782737,0.5000323542628053,0.3538428451976126,-0.01895288827893396,0.41095792608542114,0.3937210020981902,0.4344991659253298,0.4761431461538318,0.47439489978376476,0.6750271012068068,0.5137491198124752,0.4135120421881684,0.1848141875695465,0.2654219282842978,0.24881714001175814,0.4352549384648523,0.33238592569619535,0.2990789757827416,0.024991771775566364,0.0489464867450861,0.2940469496351184,0.21900089943244144,0.32368426527252653,0.044664156881931726,0.24906790003549437,0.35070661833562755,0.4483135359140352,0.14426588799004467,-0.15498071119897147,0.5340117797490914,0.23889332061772417,0.5552129907597837,0.42392978898362993,0.3705996446758694,-0.006870632543438789,0.6119716384119902,0.12645081149581816,0.6413800686417103,0.03385903768466329,0.26415840749171354,0.4071709020334104,0.2882729095500784,0.3575596652589877,0.6307176460995644,0.18657746200365827,0.40832833003773406,0.3181053784902906,0.40483246729358885,0.445562084186066,-0.08875104954841447,0.33974757870718253,0.3614531022577705,0.33361676250580585,0.15621866198497478,0.013281351480963814,0.04467055642876034,0.41000689344085484,0.42410167386281494,0.42424612708506054,0.5212854748365057,0.13647991297344655,0.5271696282498102,0.5251341828970756,0.3126935422314594,0.19340103615497492,0.42695714504796867,0.46020294575360154,0.5947978329229736,0.2216343997022477,0.496287228932402,0.036239133744279256,0.15546114664641197
Vermis_8,0.3516784847867774,0.2890416099095457,1.0,0.05947236239974704,0.29228842425244944,0.5284992996310027,0.008727464212080966,0.01600558143747169,0.3438771772046546,0.22551046714560757,-0.042679503246787945,0.6858077126025713,0.6257117532876143,0.14276000948396267,0.0034769937968107084,0.6688539330833233,0.13846299653943325,0.05022365044643922,0.2138077280680848,0.2733145550119388,0.29802220341713614,0.1329928760807943,0.2638353674278927,0.2661346099601602,0.15948970738732002,-0.21467053541082193,0.2870678174494535,0.3386808083230772,0.6953589199842892,0.2922876156749242,0.5855624237085862,0.5549109185805751,0.46059602705724517,0.36345525741513246,0.3562468504822065,0.4900384025902692,-0.034891948245140976,0.045268262870281774,-0.2297236508888926,0.21014712551647075,0.0023838685114792105,0.3034713606828009,0.3830333608807676,0.17552307168065093,0.44569692898649116,0.5702982369568609,0.2848407288536183,0.4591834611009827,0.03186525711046464,0.47776529189486844,-0.016846894773895282,-0.18166186977651894,0.3533633756103805,0.621300846580336,0.06841765352211585,0.3453200548307271,0.0038864670770975946,0.669473258313176,0.25970737035163816,0.43610636979696354,-0.22164133669143923,0.12478303820614071,0.16798896262778354,0.5668161723374016,0.695102229545959,0.7371045179698694,0.4552180816721175,0.23191590358329195,-0.08169478904198048,-0.05170042367891834,0.2772564719437541,0.10808390797847131,0.08915150230389192,0.004073494930824516,0.6604575746120533,0.59141241327044,0.37390946545896997,0.3550242447734569,0.3465743025386668,0.5413474784185631,0.5575759089757675,0.25940094643557443,0.1806983710934283,0.2510734281526778,0.20501047567515596,0.3593187860368977,0.1818123397847705,0.31057439753456534,0.41093536740984404,0.6866024641194453
Paracentral_Lobule_L,-0.1460210675925276,-0.04917220833932106,0.05947236239974704,1.0,-0.1657573978787348,0.09453756606393289,-0.0026112490393096865,0.07022987592258857,-0.19768677650532968,-0.3650236100452488,-0.31065231104056007,0.07856665088887468,-0.06269006033405751,-0.1941433170673342,-0.04211379911028272,0.2437961685495517,0.13433287648822131,0.015840556200159953,-0.22105716006921833,0.0027918636140772026,-0.0020166802497702165,0.24117794114308816,0.017679243695919965,0.21275411361811125,-0.0716621779274093,-0.011326426440691205,0.010667322541230454,-0.19656327000172155,-0.005725846373470234,-0.18582447311750272,0.2612212504113656,0.2818868505513714,-0.06701348488664328,0.19066000414222659,-0.30114121757224843,-0.2891174689383321,-0.3024614636331655,0.0331051384997054,-0.08146678403721505,-0.37941251217153876,0.0016522677261553702,-0.23151681899853255,-0.061865296156648486,-0.3590998806643577,-0.18180285550849468,0.22526676269218168,-0.08874125675161192,-0.23451049606592445,-0.23079328969462806,0.059942528546542286,-0.06849291031539545,0.13118680613643524,-0.17979114091363416,-0.06563432696180707,0.261347354364843,-0.23119380047874938,-0.43041637372078856,-0.13042581410913387,-0.08137273576017422,-0.15741097080852343,0.050354722570076636,0.05559221084953298,-0.16392132923410613,0.00010917999365848265,-0.002634213754570822,0.1090356081189451,-0.2840685419642977,-0.31968816435749603,0.10056479306606692,-0.23023606064504312,-0.13350702391884717,0.19991938339276774,-0.17869101564948628,0.15911806381292173,-0.1595431814281074,-0.1649706963161673,-0.3495852115872219,0.07588685164747731,0.018016250677121298,0.07906806903837921,-0.045006962598128857,-0.1610979607752061,0.23972830716158644,-0.08678353952926002,-0.19102189298531816,-0.09586930337822208,-0.25935002181700373,0.3335329836817682,-0.057135527893419906,0.2730996456795746
Frontal_Inf_Orb_2_L,0.17243698649155847,0.6449164050758581,0.29228842425244944,-0.1657573978787348,1.0,-0.15295847696497086,0.508548392418488,-0.10946514719585888,0.4525941636147955,0.04025327600138142,-0.1590406938850217,0.4697294779125944,0.5119589040453911,0.5065501034205119,0.5508954619698555,0.1893442803450791,-0.2547583715845113,0.6938434180002456,0.794556041785292,0.575977193385334,0.3059822835642153,-0.22915470668764104,0.4119642163645931,0.38657803627705223,0.19616134414448858,0.2968039942058687,0.5346953784595028,0.6721571003010021,0.49151940319306653,0.3687191251399827,0.08522698568861854,0.200301603888564,0.5292206855297811,0.3818990511107626,0.3268753970778708,0.15658507434455948,-0.12279482844926257,-0.14821886972620993,0.4271505078438344,0.10499907703489676,0.4809445406527801,-0.13214511526957343,0.3085257508395076,0.3434455497064182,0.4500294310193893,-0.009892195779907756,-0.25537519008882237,0.6496705239763366,0.3354225065232032,0.5815517772665146,0.6742351655612039,0.2540020684345898,-0.1600368569358479,0.48834533561594357,-0.08075671793646617,0.6763787370942346,0.005754900754344585,0.2808493363001208,0.5013858114660034,0.1779418742670865,0.376467894662674,0.631798854658995,0.11062873736492956,0.1925050088713355,0.3960409502140699,0.4679281527178718,0.5220813573102899,0.1472054490270643,0.5106814021050003,0.5599499363453931,0.6554418633530243,-0.08985159880835786,-0.11738879442772913,-0.02269955167045329,0.4257197788471757,0.3486890669142429,0.354299635159011,0.40853620498009857,0.036951714004703796,0.24138047000554047,0.5318374569046904,0.5943201202878822,0.07792795564695136,0.44196870354364676,0.4244474813333069,0.7754586755100987,0.3798187260973977,0.28810714396162873,-0.2687542430621308,0.04900693140333983
Cerebellum_7b_R,0.43788513460963296,0.03336474372873073,0.5284992996310027,0.09453756606393289,-0.15295847696497086,1.0,-0.46435769374536146,0.09510481953364745,0.12470669187382181,0.4717886556016744,0.24415191014783127,0.2501406123260931,0.03708178487916226,0.009513394126561076,-0.5446896823719508,0.4950187781271404,0.4777658158740015,-0.41651332430180926,-0.12234864301011422,-0.18597014583921162,-0.056976022087676624,0.5147110046028289,-0.03635574520096175,0.11557919652405856,0.11230322568760708,-0.36457835714880554,-0.07599515883557903,-0.03428916386002952,0.2373543492281615,0.08380543901937176,0.7077637107031701,0.20115490896464416,0.241379715201431,0.06167743487925444,0.19355558007924295,0.4309044023990237,0.17593751569974067,0.22931139765614514,-0.6523669122913756,0.4117122333830782,-0.3095285743515765,0.5613206955841735,0.01828926688484864,0.30210803706731815,0.3814534459255161,0.7772464288017247,0.532436959801875,0.2105689656269021,0.06390682076987876,0.21880840070402272,-0.38777268126365727,-0.34489842266255966,0.5483041189606226,0.29563501131685177,0.17431764317711876,0.03111186071122354,0.2295660670001497,0.44793613567811486,0.05421388237049706,0.5587870550360737,-0.41433085702959027,-0.2667316522074002,0.1020683210644605,0.5774523051208492,0.0967832900482884,0.26446283588868896,0.3546984846713829,0.24879490945647018,-0.6274379416458878,-0.4824808971311712,-0.010130518451699787,0.23451195971890237,0.16160994240957774,0.07234572732217265,0.42080246958009404,0.5258766946016582,0.23107203895485706,0.14316405273363908,0.5217795817356194,0.4376767740206511,0.24713935202632875,0.07086271297438876,0.35569740062185823,0.1405788354978511,-0.1450059835907816,-0.12901594105840583,-0.047896355442255394,0.17799902001872575,0.6499073088550336,0.4751030873275262
Raphe_M,0.005495807351099218,0.20147999495001284,0.008727464212080966,-0.0026112490393096865,0.508548392418488,-0.46435769374536146,1.0,-0.04807279002404548,0.36122695569547225,-0.39900727969667027,-0.22201560581648846,0.3093352663092013,0.36547504132530456,0.3762836804407555,0.6261346512552425,-0.08340480595268547,-0.3733357240490407,0.5613362487043636,0.571954275917223,0.34874858393356173,0.3653808230987315,-0.3364434679191185,0.2085378360198124,0.27807385073940066,0.040468853156399996,0.2335512593508735,0.3881240824873424,0.16170772366050917,0.17583337291597934,0.0894769556033474,-0.2188574610976389,0.026480827957334988,0.28102390072925504,0.24176559716241885,0.03311377342609975,-0.23491351518392925,-0.33153426063300234,-0.22916714922095882,0.5002455572389328,-0.24181163403531164,0.5782043837953951,-0.3922947214978371,0.2289928703190601,-0.11731452233134697,0.09559448504685311,-0.3385388992194377,-0.38423553298569824,0.3259533247961363,0.2797269552100621,0.24306158447710507,0.5997883645103088,0.30738434257758307,-0.4265970118999423,0.07393450956399625,-0.11050524097207716,0.2847876475378175,-0.25420520420015075,0.01528512571278803,0.40113480909786103,-0.2622511388843442,0.38714943196318974,0.4979046610439495,-0.06265951604053581,-0.19580125078370209,0.27769886222616413,0.19040568439869382,0.023716017046453965,0.009296919138878073,0.6075264940214613,0.5833812772672076,0.5866994728355625,-0.19063374336070943,-0.18213166285808605,0.00043318099050837933,0.006572854237776349,-0.12773894198321828,0.015656696718398182,0.1350143541504326,-0.3290466553508271,-0.1814347685790779,0.27475669634215305,0.42916703741899365,-0.03576913545645343,0.17719401087321912,0.22949604205582647,0.4591816842049528,0.2490544412501592,0.06609048060635257,-0.5262789349714669,-0.16146284199395675
Parietal_Sup_L,-0.0442046023348671,-0.0351568944199474,0.01600558143747169,0.07022987592258857,-0.10946514719585888,0.09510481953364745,-0.04807279002404548,1.0,-0.05373803956458358,0.08996291400466185,0.09976403649285988,-0.02971809261461787,-0.06420750618363273,-0.0831245701868105,-0.20128033136192167,0.31458440072800353,-0.15253205308927167,0.06157430095347985,-0.10281307209146176,-0.11831742784106028,0.09070371225684509,-0.11604138553448286,-0.3142074926110299,-0.17842813608207844,-0.03546048131057874,-0.09605315746182032,-0.2005267416969423,-0.1616327607397083,-0.016339107994089216,-0.20127429023326332,0.31645442981073824,0.15030682435840304,0.051568311261118445,-0.2099326324777082,-0.22237609051663645,0.003057139046610828,0.02623492806922884,-0.2599283394846407,-0.19572963200872306,-0.13196281824428766,0.036519892397347625,-0.11868445032489426,0.04429329331136951,-0.08479063951178045,-0.0775801118479295,0.34316699579876464,0.03750872165742779,-0.1772481637493084,0.04043747725215927,-0.06556110257800164,-0.001272922117952664,0.012769441454286386,0.0890599635438365,0.006525456400546726,-0.13999759570939205,-0.08376203446705613,0.032400236163236305,0.052105683026519266,0.20503471610630083,0.05470330948942112,-0.0098817379303789,-0.07856965066961837,-0.16704292207047647,-0.0968099635679233,-0.2020179427436385,0.03373267362806263,-0.10940638686662535,-0.07498917536297423,-0.008410578540794564,-0.30463551545683804,-0.08665981582738344,0.07617041338372744,-0.133195125500512,0.34114087190339465,0.023981460850205485,-0.051398298622504016,-0.26809704430610015,-0.22221542387086413,0.4963119654430571,0.09129262792449241,-0.0015695719066196447,-0.037722683476991266,0.002151516148508609,-0.15797773565107653,-0.319080334094075,-0.04258598341559122,0.011029344011417962,0.03919144405510222,-0.008639547516714445,0.14201010332393993
Frontal_Mid_2_R,0.8492432623317673,0.10181896098205256,0.3438771772046546,-0.19768677650532968,0.4525941636147955,0.12470669187382181,0.36122695569547225,-0.05373803956458358,1.0,0.31594195258661284,0.23052996405005796,0.4183187408274469,0.49549146043910497,0.7080345786968517,0.16027639725497708,0.16035426450189916,-0.03908470282326891,0.021672407304455833,0.6508158237100985,0.19012015519798225,0.2564894887937491,-0.0044634326592179595,0.10392008316103951,0.23445350919915334,0.1646250111897364,-0.5353822928911423,0.3089771718986723,0.41693367893994826,0.46476895491124354,0.4469103430096248,0.045790218280965855,0.0012459991186904427,0.8284191546904615,0.17670728569368443,0.5738850203348319,0.4659730065343083,-0.20756608203397311,0.0054980169907880485,-0.18883593964817025,0.48321366599398824,0.33110281411281123,0.4265281916092356,0.4530875021238999,0.4921313301383812,0.6778746121217669,0.010506057614879027,0.2822488942780709,0.7257871821003347,0.43909812576146123,0.47920734058229286,-0.01670735355760196,-0.5435092035217899,0.37059740874493996,0.43572229468679075,-0.24230674311846753,0.6574370873105361,0.4350847317709797,0.5717022179527427,0.5257064974110571,0.4877276951873262,-0.39267814081572394,0.0796887580963081,0.2402984256665345,0.32751827937780276,0.4103479610128903,0.45021515402509404,0.6977104950142337,0.8021524897535458,-0.11359349975294387,0.21876977391000396,0.8387358325448661,-0.21981477612079908,0.2250375499235755,-0.1744642835989565,0.6385649978263355,0.5642692237250126,0.5534820152593121,0.29081330273153316,0.13958473464590357,0.19091317825603543,0.6214920395581138,0.8624330155635067,0.17125478990341067,0.38191243844501405,0.33645070293645546,0.3349381425545651,0.5291539859965757,-0.09133772864123046,0.23275737768170143,0.19816561726906493
Occipital_Mid_L,0.5080242217682022,0.1506665788043464,0.22551046714560757,-0.3650236100452488,0.04025327600138142,0.4717886556016744,-0.39900727969667027,0.08996291400466185,0.31594195258661284,1.0,0.6303887360231203,0.003064064282056501,0.021955356238730087,0.30502599202289227,-0.45104465664118093,0.0795669013898847,0.21705143790200845,-0.2810529829669652,0.08622452453312739,-0.2382286319279186,-0.06851087728203377,0.15698644585095717,-0.1427975124870465,-0.21418698154840876,0.20901021105544215,-0.29461104396460536,-0.18620426650106864,0.2188097272936412,0.17194196826999894,0.29001631324688426,0.18978516777524038,-0.24453723088738458,0.3121340403743385,-0.1788406562065797,0.5246163004851422,0.7578945350964753,0.3979827290131302,0.22033025931391811,-0.4693199109174713,0.7933558376297013,-0.16624007106038136,0.7156309489810314,0.16227019720014813,0.7124350170985261,0.4630127345880505,0.3154214208561254,0.5179459963232288,0.3833416201522024,0.3119877941092845,0.06588759190953504,-0.3088451600269234,-0.5005624102806415,0.7134968339298313,0.32001286103785714,-0.20162940669341325,0.34154468433006013,0.8236217803758037,0.5519097257239873,0.2786190904031106,0.7373307647738733,-0.500463819505392,-0.2698253359263497,0.33109220904287157,0.48198990134479375,-0.020831971863458424,0.05258223017567706,0.6435517699386348,0.6204222455514546,-0.6140735311589662,-0.25090610014322845,0.09685490174671883,0.018799811600979974,0.3589683414560155,-0.12542814435140712,0.5770872812810907,0.5921867156404649,0.5874654160871146,0.056654272842601765,0.5095967264028427,0.43079785384506974,0.3103041048281541,0.2600043225923035,0.06352789038514518,0.32547660720538685,0.08536157365122322,-0.1023431515460439,0.3336122039600097,-0.2876735943240942,0.6067578819786744,0.025805706786717158
