,SN_pr_R,Vermis_10,SN_pr_L,Red_N_L,Supp_Motor_Area_L,Temporal_Sup_L,Postcentral_L,Heschl_R,Temporal_Mid_R,Thal_PuI_R,OFCmed_L,Vermis_1_2,OFCpost_L,Thal_MDl_R,Thal_MDm_L,Cingulate_Mid_L,ACC_pre_R,Fusiform_L,Frontal_Inf_Tri_R,Cingulate_Post_L,Angular_L,Vermis_6,Thal_VA_L,Paracentral_Lobule_L,Cuneus_L,Parietal_Inf_R,Thal_Re_L,Rolandic_Oper_L,Occipital_Sup_R,Frontal_Med_Orb_L,SupraMarginal_L,Thal_LGN_R,Raphe_M,Cerebellum_Crus1_L,Temporal_Pole_Sup_R,Thal_PuL_R,Occipital_Mid_L,ParaHippocampal_L,Precuneus_L,Vermis_7,Thal_VPL_L,Postcentral_R,Raphe_D,VTA_R,Precuneus_R
OFCmed_L,0.4098288634543985,0.28285467352908367,0.5169722185399355,-0.24261728632565713,-0.03891575260614036,0.1434725802234956,-0.047972686605563565,0.013199658550423278,0.1608818237731404,0.3006603602426379,1.0,0.38234914360293204,0.04128453103343925,0.26354379568232406,0.04562433218817259,0.1492678390762718,0.31567762913181285,0.2889303325443691,0.43986144002781136,0.20565329301659682,-0.2987397384677215,0.04841598167897949,0.07726799047393922,-0.16675367312700815,-0.20992048997373647,-0.3024014331602953,0.31295071707128824,0.20233647349019324,-0.23766466430419864,0.1474852172618869,0.06489592146417657,-0.11227232491189078,0.46546902702928616,-0.22044689450245455,0.19435303879158233,-0.08325617637693815,-0.18479978297907762,0.4016928378666946,-0.01359908541888255,-0.2154543641743449,0.2685042626894431,-0.05221423436061162,0.10814583838005273,-0.3197301690825043,0.02086486885882711
Vermis_1_2,0.3467196961932841,0.5210235360357298,0.4570520006548178,-0.20110060105991207,-0.04387875673865916,0.09010614370649933,-0.03075375517618501,0.23069368982855432,0.046051882250597774,0.44489483899922644,0.38234914360293204,1.0,0.009790358022103453,0.3614476886237378,0.20614842542280004,0.11750990669584557,0.3486232489282574,0.4027649291338377,0.3209945645858429,0.1090010400489508,-0.3163827162803781,0.11372340715411684,-0.023050248791611754,0.0016522677261553702,-0.2421879562084333,-0.2383328094355346,0.4618482848287503,0.36473625484659294,0.15289521376462073,0.14932341850105071,-0.256046873576688,-0.12669034797240242,0.5782043837953951,0.054371826924708266,0.2668217198294784,-0.2653055729954018,-0.16624007106038136,0.27251370258911434,-0.0456130630192859,-0.24927400458361057,0.21774812856401204,-0.11404843319937923,0.20381964210542078,-0.33662130437267246,-0.07414246016321673
OFCpost_L,0.3306995726382544,0.1895512509442935,-0.35298193174457665,0.5180574048660767,0.455526818390872,0.5197485226132302,0.3918507807375162,0.1711597205238217,0.6420387004860653,-0.05159783559108232,0.04128453103343925,0.009790358022103453,1.0,0.36706192980124636,0.4256093022450666,0.47602259972005917,0.4245429163740527,0.37852573509352616,0.4341950181553229,0.5024024823584874,0.053431828982466664,0.5745853866308799,0.2936833918691332,-0.06010234134990811,0.434075985678754,0.05479640013102759,0.09734210054776478,0.3639683827112148,0.18782889286729987,-0.480955788676839,0.11073024827069686,0.5583889241844013,-0.10071566511209647,0.2698362658344923,0.7122827121003683,0.2844747895140347,0.4353892010505247,0.5201640719047225,0.532195409918069,0.38221317034034197,0.0753426184532129,0.6037574124568837,0.4421023058487413,0.5150984195382858,0.6042335749780773
Thal_MDl_R,0.4060512489199161,0.17128317891009096,0.031676472695446975,0.22300298651696104,0.2193512312406012,0.4744327528112257,0.24517956994682355,0.12061219522004371,0.5783608802436063,0.114684916378213,0.26354379568232406,0.3614476886237378,0.36706192980124636,1.0,0.20259953617092993,0.4073323198240715,0.5958269742883062,0.44144314426396886,0.5203115107683273,0.5070296517754191,-0.1000823687579368,0.407500726582021,0.2954903741365798,-0.08678353952926002,0.29112783715109414,-0.10533672295511835,0.3572951135226807,0.3592012231537581,0.02258039588080411,-0.048236941566365335,0.19159273329739868,0.26819561581843754,0.17719401087321912,0.08290935460907012,0.46314163931411106,0.2782935201751788,0.32547660720538685,0.42283248017950303,0.4348122712628297,0.11397826426247515,0.27105718895329606,0.31084713344504694,0.47703143029198036,0.14435328899356126,0.4796561271972564
Thal_MDm_L,0.4970600691235058,0.0916041626701448,-0.2667238919851808,0.4977950268235965,0.3589815001469091,0.5263731192082363,0.5042361232201404,0.48209184032022734,0.4480500509595938,0.3821107755076659,0.04562433218817259,0.20614842542280004,0.4256093022450666,0.20259953617092993,1.0,0.5773516489040864,0.20953100561729032,0.3812288748928359,0.35862716624570506,0.5583569424967927,0.09141252863758928,0.4429987528320006,-0.08060646914050991,-0.24338329149396476,0.41545049292951364,-0.014122613378307933,0.02766438542833223,0.2763630272664155,0.029466636525187502,-0.5188276529349525,0.08631036586642915,0.5842817827514495,-0.026151737712698464,0.18451665925155186,0.4206618356532229,-0.1917612679796346,0.484489043627948,0.6017429141639004,0.5282694394459027,0.05254471209598964,0.13970149343139004,0.341565276665066,0.5170608805182211,0.44468663109856627,0.529900901979015
Cingulate_Mid_L,0.5346740707373678,0.11839587951995775,-0.32729764444560777,0.4639162881450129,0.6802681539756238,0.7714070723286858,0.8091332344716681,0.4164592443695903,0.6491619434439163,0.22617579564177012,0.1492678390762718,0.11750990669584557,0.47602259972005917,0.4073323198240715,0.5773516489040864,1.0,0.42511135967798774,0.35968773146508853,0.5849353577149433,0.7890935324264182,0.25755387610884034,0.5603724428318898,0.01876087446118332,-0.5365603436065017,0.7195242454986792,0.06022404223996944,0.19823869871448543,0.37263458729933696,-0.06777875433883931,-0.48128070810611345,0.4627839252045832,0.6514562837946853,-0.08811000596662921,-0.00463671740640851,0.5949071783892446,-0.017242642355167974,0.7526129603415876,0.6767662738118543,0.8603991010885865,0.06282638074305211,0.013108421417431662,0.5592512314536834,0.5823480722362249,0.47038639386631836,0.8142735869765518
ACC_pre_R,0.48812232845679304,0.3602301946956218,0.18545209380854497,0.23086767819236514,0.07559475596017262,0.44410459971854044,0.15332860562276343,0.08030045890503523,0.6516606609445795,0.1447262904831516,0.31567762913181285,0.3486232489282574,0.4245429163740527,0.5958269742883062,0.20953100561729032,0.42511135967798774,1.0,0.630325106883813,0.6343590130635407,0.5142962731110472,-0.14013814812654168,0.44362949054259704,0.3516791781611909,-0.04500106581642689,0.14716877367299808,-0.09134124390197694,0.4382788924213165,0.6571170911084571,0.006517676960889498,0.0939694236936036,0.05384681926713437,0.19423223664529682,0.11303170534686997,0.3596563971641436,0.6170395825391324,0.23496326189913397,0.24991537520226878,0.43000086309921254,0.36710284731471,0.30287523925447934,0.2549608356138179,0.23114214317098036,0.3638550907433551,0.08054265991328978,0.4780073496695148
Fusiform_L,0.6492010422014428,0.58723941729803,0.27223504315477287,0.3582137195763598,-0.04900611171328484,0.394424800234125,0.013360916952218737,0.22736870206719173,0.7361109508581711,0.34250137537029596,0.2889303325443691,0.4027649291338377,0.37852573509352616,0.44144314426396886,0.3812288748928359,0.35968773146508853,0.630325106883813,1.0,0.6306811175673003,0.552101387635246,-0.0945121105969124,0.5966390099872867,0.32529053740382696,-0.015232189711770589,0.03772509592683865,-0.29708317900362846,0.4377764655423472,0.5800942387388389,0.01456011212557054,0.038877019791768476,-0.15571073144327363,0.28850682922032933,0.18111747313301757,0.5933971024756218,0.6376139215239429,0.04445790171753198,0.15927074346325923,0.5809248232953401,0.3129368507428693,0.3439946926277014,0.48752098476603567,0.14112287639625218,0.398200933548135,0.0927898000927436,0.3904459823619629
Frontal_Inf_Tri_R,0.5078631653241523,0.37031069896937385,0.16211150853290052,0.12471426620210908,0.4550293464850505,0.5973258938423994,0.32565567035456594,0.50303331159616,0.7020083862336264,0.18928707042906467,0.43986144002781136,0.3209945645858429,0.4341950181553229,0.5203115107683273,0.35862716624570506,0.5849353577149433,0.6343590130635407,0.6306811175673003,1.0,0.600108345842257,-0.0962991962294781,0.5389144777342736,0.3817731108759553,-0.19653715022327709,0.17616679979809746,-0.2413410508570185,0.35008228951769377,0.7066010549435445,-0.008644285658197857,-0.12251450474486426,0.06082208369624801,0.2779169001006519,0.40639620517686786,0.24127762073946554,0.7117103615720072,0.07370672428499203,0.2888008999634507,0.6017136008952602,0.4689700987465662,0.16005718742206007,0.21858053120999502,0.47545769918062697,0.40968812834904816,0.06714486288642851,0.5094352593140851
Cingulate_Post_L,0.6059886605514859,0.1529359748614092,-0.2677420249725122,0.562867833481933,0.42427316626082895,0.6643674492719397,0.5398546000903743,0.3484119157202671,0.773955003986015,0.3448796084774925,0.20565329301659682,0.1090010400489508,0.5024024823584874,0.5070296517754191,0.5583569424967927,0.7890935324264182,0.5142962731110472,0.552101387635246,0.600108345842257,1.0,0.09385313126981161,0.612312844161725,0.08895522297984713,-0.3495852115872219,0.5517811237830291,-0.07650936180209712,0.26393567513816935,0.40899773052404914,-0.10163283783710927,-0.35461124795595955,0.2850485011236148,0.6673179002997075,0.015656696718398182,0.12280975911224074,0.5611610098760258,0.11708537240237568,0.5874654160871146,0.6762151490085802,0.8184843820901243,0.23941178883658618,0.20786218277266283,0.5055736241291556,0.5158473498127369,0.38793008086304487,0.7358845186190897
Angular_L,-0.14525964105684586,-0.07098828960016489,-0.2841263709052837,0.06566628409561982,0.20404487520386813,0.31184852072257857,0.30561139185361463,0.2374988654498787,0.013191123917066765,-0.1486325005071967,-0.2987397384677215,-0.3163827162803781,0.053431828982466664,-0.1000823687579368,0.09141252863758928,0.25755387610884034,-0.14013814812654168,-0.0945121105969124,-0.0962991962294781,0.09385313126981161,1.0,0.005810389558681975,-0.08090378194390081,-0.3024614636331655,0.4077484733006938,0.09375104455966772,-0.29579557867043954,-0.05518518822309128,-0.16889201029413298,-0.014290987123616669,0.420928303371995,0.11655697258504584,-0.33153426063300234,-0.04304332244556084,0.04391172514268333,-0.0673750942526833,0.3979827290131302,0.040703398870123614,0.26613147497393763,0.0814271919479018,-0.08658274462632955,0.029356933825050068,0.04071460372883301,0.2649933014830097,0.2170904691401354
Vermis_6,0.4695537287109889,0.2174104978695345,-0.2655827147862845,0.6009631532072707,0.37908722940055045,0.41667307694171596,0.35914454135111296,0.14977907367288168,0.752516409226014,0.14740219960637127,0.04841598167897949,0.11372340715411684,0.5745853866308799,0.407500726582021,0.4429987528320006,0.5603724428318898,0.44362949054259704,0.5966390099872867,0.5389144777342736,0.612312844161725,0.005810389558681975,1.0,0.10405177825017722,-0.13042581410913387,0.3768008083943831,-0.0031993029922272277,0.12751541844466302,0.29250440548914103,0.2142210800679441,-0.45880578190666754,-0.0034701418133374073,0.5854347330151309,0.01528512571278803,0.5403244477425425,0.6277957348349845,0.04948366567703903,0.5519097257239873,0.568725438704715,0.5232237320361204,0.6184623754640827,0.033448720547230394,0.4990741207497728,0.5197502242408663,0.5454728144850279,0.662865707445448
Thal_VA_L,0.2243344736800039,0.2778357629245584,-0.0034829289721725405,0.1707527436477646,0.18580514080013674,0.4059456497355939,0.05941519275964781,0.19406426120869763,0.4467202058251081,-0.5287007624291137,0.07726799047393922,-0.023050248791611754,0.2936833918691332,0.2954903741365798,-0.08060646914050991,0.01876087446118332,0.3516791781611909,0.32529053740382696,0.3817731108759553,0.08895522297984713,-0.08090378194390081,0.10405177825017722,1.0,0.23972830716158644,0.21677725932512437,0.03638313390811985,0.3534442411154172,0.5186530000097977,-0.004332278760947861,0.07023268135131028,0.10480522188004991,0.1589141510248063,-0.03576913545645343,0.17995141997879296,0.3372259180712407,0.7442524358977595,0.06352789038514518,0.25831562667032804,0.26018499160841835,0.29152426976790896,0.32886882408945606,0.4629511951302134,0.175646898787544,0.20898498890312128,0.2834571672891165
Paracentral_Lobule_L,-0.18582447311750272,-0.0020166802497702165,0.10056479306606692,-0.057135527893419906,-0.29521425849136634,-0.3590998806643577,-0.43041637372078856,-0.23079328969462806,-0.1649706963161673,-0.19322803302470698,-0.16675367312700815,0.0016522677261553702,-0.06010234134990811,-0.08678353952926002,-0.24338329149396476,-0.5365603436065017,-0.04500106581642689,-0.015232189711770589,-0.19653715022327709,-0.3495852115872219,-0.3024614636331655,-0.13042581410913387,0.23972830716158644,1.0,-0.3486176058339351,-0.06713831197730402,0.07927699157016717,-0.0011856445193235393,0.16420671543250837,0.13118680613643524,-0.3828151858553881,-0.23151681899853255,-0.0026112490393096865,0.2437961685495517,-0.17051544754284406,0.24117794114308816,-0.3650236100452488,-0.30114121757224843,-0.37941251217153876,0.1454543943263313,0.18250775680436787,-0.10260560003702895,-0.16995674574103806,-0.14244355693195856,-0.3178406050819515
Cuneus_L,0.2711626301546978,-0.12540387447307896,-0.7247441111549464,0.6642411989009323,0.6781622931149692,0.7393876005985703,0.858647631969724,0.28994922746849827,0.5434288567428441,-0.286941088063185,-0.20992048997373647,-0.2421879562084333,0.434075985678754,0.29112783715109414,0.41545049292951364,0.7195242454986792,0.14716877367299808,0.03772509592683865,0.17616679979809746,0.5517811237830291,0.4077484733006938,0.3768008083943831,0.21677725932512437,-0.3486176058339351,1.0,0.4362897948851358,-0.03272387281715649,0.07845300297304734,-0.03309147371159694,-0.521865412818581,0.667310688960134,0.7836939317327943,-0.4970467746443585,-0.1416828758302601,0.3017968782748031,0.3810303143009447,0.8682001956740112,0.5333801589569164,0.8819078698837568,0.19077104262896558,-0.05757962324405263,0.6848066727641795,0.6028553670609084,0.7908939809863009,0.8086090272468369
Parietal_Inf_R,-0.16126445586456903,-0.29331838601772964,-0.459808784314846,0.24865010244720012,0.20265131310672357,0.12841764956148058,0.3269451130438794,-0.07750842537526738,0.02183959749022254,-0.4623390327224901,-0.3024014331602953,-0.2383328094355346,0.05479640013102759,-0.10533672295511835,-0.014122613378307933,0.06022404223996944,-0.09134124390197694,-0.29708317900362846,-0.2413410508570185,-0.07650936180209712,0.09375104455966772,-0.0031993029922272277,0.03638313390811985,-0.06713831197730402,0.4362897948851358,1.0,-0.1863889850002389,-0.1492202831800092,0.10635600259879188,-0.15857207921815977,0.29231942628382523,0.2572393297331639,-0.4309492106668797,-0.15707703638905465,-0.12113966929521364,0.29566464172733703,0.33890010703109413,-0.017652273042402463,0.22160411020088322,0.07251176454996047,-0.1809594264257278,0.2795793888089685,0.17479883465673351,0.3881420656196952,0.24809040251935138
Thal_Re_L,0.552903389074899,0.2176783156470767,0.28316059211009115,0.12971032337321722,-0.07732460063998409,0.18282440650974965,-0.032728498457608106,-0.11882809131223979,0.34323221471147153,0.1656477628555094,0.31295071707128824,0.4618482848287503,0.09734210054776478,0.3572951135226807,0.02766438542833223,0.19823869871448543,0.4382788924213165,0.4377764655423472,0.35008228951769377,0.26393567513816935,-0.29579557867043954,0.12751541844466302,0.3534442411154172,0.07927699157016717,-0.03272387281715649,-0.1863889850002389,1.0,0.42293233335337543,-0.13512940377850502,0.08229261330573324,-0.03398520592308449,0.08303081678382396,0.15180690121341267,0.028903393651271377,0.2908370844605993,0.20317912663977755,-0.12096412973301321,0.2676412374863466,0.18767467609529934,-0.07790408507940876,0.4103588591884554,0.0328503717806471,0.19349472664037787,-0.16266562348453367,0.08876173620518733
Rolandic_Oper_L,0.3037425959838915,0.3929336086673432,0.1834765999260497,0.018916897987259894,0.23198380747181602,0.5987801266424823,0.1631465358978981,0.5459530522474657,0.5413173055479451,0.08475860556438108,0.20233647349019324,0.36473625484659294,0.3639683827112148,0.3592012231537581,0.2763630272664155,0.37263458729933696,0.6571170911084571,0.5800942387388389,0.7066010549435445,0.40899773052404914,-0.05518518822309128,0.29250440548914103,0.5186530000097977,-0.0011856445193235393,0.07845300297304734,-0.1492202831800092,0.42293233335337543,1.0,0.048726135972525314,0.06914637333156688,-0.07683111447466434,0.0833010875437093,0.2594606517945511,0.4057305550507624,0.6518841116763723,0.22598579722987847,0.14431763685082222,0.34345261459348736,0.3507640496276659,0.20325915805594927,0.2970967674034554,0.33444643633983384,0.2991056751151124,-0.02931148861445209,0.41689669573814614
Occipital_Sup_R,-0.11770789241863476,0.035476016022094346,-0.21960936178540838,0.14999921198608174,0.17979536257380183,-0.10736001320225556,-0.0366461196435587,0.034339613489165595,0.06567461807264671,-0.13164894970633537,-0.23766466430419864,0.15289521376462073,0.18782889286729987,0.02258039588080411,0.029466636525187502,-0.06777875433883931,0.006517676960889498,0.01456011212557054,-0.008644285658197857,-0.10163283783710927,-0.16889201029413298,0.2142210800679441,-0.004332278760947861,0.16420671543250837,-0.03309147371159694,0.10635600259879188,-0.13512940377850502,0.048726135972525314,1.0,-0.26038486203973565,-0.24255402349631708,0.08551667248940961,0.02712897510538512,0.3633123876363458,0.07571934842029632,0.07410833024800947,0.04865582565651869,-0.08921640271205361,-0.057065776472362426,0.23093643162820163,-0.2876396865276116,0.2669591399996305,0.12272666310662816,0.18419399762336006,0.06843996000856023
Frontal_Med_Orb_L,-0.22663792146578887,0.19777873932939252,0.7080746903601235,-0.628257899646526,-0.6829193123398577,-0.33362721921722915,-0.5579447626562319,-0.08007012961717329,-0.34177646234387576,0.04303686613174023,0.1474852172618869,0.14932341850105071,-0.480955788676839,-0.048236941566365335,-0.5188276529349525,-0.48128070810611345,0.0939694236936036,0.038877019791768476,-0.12251450474486426,-0.35461124795595955,-0.014290987123616669,-0.45880578190666754,0.07023268135131028,0.13118680613643524,-0.521865412818581,-0.15857207921815977,0.08229261330573324,0.06914637333156688,-0.26038486203973565,1.0,-0.11075321227412356,-0.681633588363642,0.30738434257758307,-0.07436687746409769,-0.2357493085091842,-0.08823799182262282,-0.5005624102806415,-0.4121797768586084,-0.5068874377277143,-0.17209215785543341,0.32920398409573426,-0.6863781749837228,-0.414055959984851,-0.7048403005664152,-0.5555695002363874
SupraMarginal_L,0.1302576696221839,-0.18746351596027067,-0.3298030158373887,0.22815366752876626,0.43802840726095715,0.5085173659226846,0.6058049968565582,0.10790132479336659,0.19775195191505648,-0.2683805099037847,0.06489592146417657,-0.256046873576688,0.11073024827069686,0.19159273329739868,0.08631036586642915,0.4627839252045832,0.05384681926713437,-0.15571073144327363,0.06082208369624801,0.2850485011236148,0.420928303371995,-0.0034701418133374073,0.10480522188004991,-0.3828151858553881,0.667310688960134,0.29231942628382523,-0.03398520592308449,-0.07683111447466434,-0.24255402349631708,-0.11075321227412356,1.0,0.38590527807182184,-0.3823086748216388,-0.4498340476132253,0.014069448265329292,0.24759487824478132,0.5678777861845485,0.33863115863630316,0.5141455559172116,-0.09691995769498735,0.017971026055443776,0.2733838572228713,0.24870043948479978,0.37494449257816326,0.4398000255346608
