,Thal_VL_L,Cuneus_R,Lingual_L,Frontal_Sup_2_L,ACC_pre_L,Temporal_Pole_Sup_L,Frontal_Mid_2_R,Rolandic_Oper_L,Lingual_R,Vermis_8,Thal_MDm_L,Vermis_3,Thal_VPL_L,Raphe_D,Vermis_7,VTA_R,Thal_MGN_L,Cerebellum_6_L,Pallidum_L,Frontal_Inf_Oper_R,Amygdala_R,Raphe_M,Frontal_Inf_Oper_L,Thal_PuL_R,Thal_MGN_R,Precuneus_L,Frontal_Inf_Tri_L,Temporal_Sup_R,Cerebellum_4_5_L,Temporal_Inf_L,Temporal_Mid_R,Temporal_Inf_R,Calcarine_R,OFCant_L,Cerebellum_Crus1_L,Hippocampus_R,Pallidum_R,Putamen_R,Rolandic_Oper_R,Frontal_Sup_Medial_R,Vermis_1_2,Occipital_Inf_L,Parietal_Sup_L,Insula_L,Cerebellum_8_R,SN_pr_L,Calcarine_L,Thal_MDl_R,Putamen_L,Red_N_L,Caudate_R,Thal_PuI_L,Thal_VL_R,Cerebellum_Crus2_R,Thal_IL_R,SN_pc_L,SN_pr_R,ACC_pre_R,Frontal_Inf_Tri_R,Amygdala_L
Thal_MDm_L,0.7504508551581976,0.5968619682450902,0.21986386317019554,0.20293683916379507,0.22705329502590818,0.17195634119424977,0.43801815017332874,0.2763630272664155,0.48329784513387924,0.1753613771113635,1.0,0.4876475011692129,0.13970149343139004,0.5170608805182211,0.05254471209598964,0.44468663109856627,0.28451802273568355,0.35539871341336954,-0.03145790134033243,0.1876914164038574,0.17027665459704894,-0.026151737712698464,0.4934098322757163,-0.1917612679796346,-0.4156310523979604,0.5282694394459027,0.2322740134435444,0.5924619956216706,0.4053361169278468,0.23706353513803588,0.4480500509595938,0.3956386183356357,0.46243808198586067,-0.47550329665331675,0.18451665925155186,0.20348190052461912,-0.030841317296381864,0.35115744890152206,0.4255126780412677,0.17218319194751286,0.20614842542280004,0.311690887109317,0.05759028374615237,0.29121915503701645,0.19274994247650426,-0.2667238919851808,0.6594848292498937,0.20259953617092993,0.19858381610730838,0.4977950268235965,-0.19179086624855207,0.39406771465266854,0.11945394140144153,-0.09494909560495661,0.6725905014252133,0.3306991169747761,0.4970600691235058,0.20953100561729032,0.35862716624570506,0.03142311902421616
Vermis_3,0.3729176696833319,0.42928348080110623,0.2375022383632723,0.44378360909209236,0.4071709020334104,0.44286973882304903,0.5257064974110571,0.5115098170181265,0.562210932123997,0.25970737035163816,0.4876475011692129,1.0,0.22730719060302249,0.5280182648999656,0.03419760283736833,0.03940771833806853,0.14186839702699092,0.4944235225065581,0.16965085116548334,0.5226685110636861,0.31870327184041497,0.40113480909786103,0.5811375045912609,-0.1937066337730547,-0.03479457405227169,0.29335189139394596,0.3761824740992871,0.5279675086207701,0.5894016985847899,0.6990839353510733,0.43735074711224303,0.5833160678481871,0.3907959163054862,0.01592592712599241,0.3385174416785015,0.41097353622279187,0.1663624841563997,0.33965830957055926,0.4498343862231998,0.5584720488238252,0.7411945161469596,0.38235919060866264,0.20503471610630083,0.48303956090738864,0.34337163145978966,0.15981788023303845,0.3886818458891246,0.5238996650877527,0.28444174022292656,0.1481024293816894,0.14575009196792824,0.21106633033167574,0.3823641050913922,0.1476679404421999,0.5839972661720895,0.45942170242798047,0.4639419934444993,0.46092097919601965,0.5305048163361901,0.22139494923695707
Thal_VPL_L,0.09601541364221643,-0.10599545258013034,0.2921444365411012,0.024743020910566484,0.39555055787926047,0.3472245750010204,-0.04422508611922154,0.2970967674034554,0.16768152108115583,0.03042963860524422,0.13970149343139004,0.22730719060302249,1.0,0.15375991849552262,-0.048533170795307265,-0.1570633248156518,0.23031206266017215,0.3236863024309996,0.5253036252992557,0.25941447091444253,0.2503870143499801,0.12681664221054664,0.2340543314097197,0.13823794453215413,0.286940986400493,0.07789674317326145,0.07182730222870425,0.2578616242102035,0.5571996004130532,0.296857583126518,0.2563033386184198,0.33730257654465795,0.12751206475276894,0.34050321954097956,0.043869256502142635,0.6164075911089891,0.4668188484135031,0.48032958771474776,0.44084327349167285,0.034259628577719844,0.21774812856401204,-0.09597446435847269,-0.17227810593604273,0.4667463775498289,0.16385802851370943,0.3511067250445382,0.020625233514282592,0.27105718895329606,0.6326457221817877,0.03949857442098955,0.3957700034342043,0.45020693294177416,0.4646072710175666,0.18095573841007517,0.0029507437771879286,0.401288618487954,0.4146072227375914,0.2549608356138179,0.21858053120999502,0.2373538610904289
Raphe_D,0.6383603570676776,0.5832796278353305,0.5012636399238722,0.16749716944442852,0.22177025179741275,0.027664980815538715,0.42397291172762125,0.2991056751151124,0.6271552390281289,0.28236186447546713,0.5170608805182211,0.5280182648999656,0.15375991849552262,1.0,0.22445781978094154,0.5104027929836674,0.3252772149904038,0.381255310960977,0.04820656122227928,0.3276868446558574,0.07124924611355855,-0.07781092064406299,0.43448664569033857,0.14359959094271105,-0.02298726829118806,0.6480515319685642,0.2751815379626231,0.5637561169125539,0.37107622306741445,0.21196033327843217,0.6172526499990021,0.4703880631607305,0.6582661910853455,-0.35298054496278297,0.1131993756063187,0.36370632728221103,0.19939257558261222,0.3167980753924141,0.3775273919844255,0.2391553770289102,0.20381964210542078,0.3287878136694749,-0.02751311380425775,0.3553976694552346,0.3503766984502896,-0.31727101588972423,0.5984982150655814,0.47703143029198036,0.3396796097342528,0.5600653688948233,0.08348617579067209,0.37923992966086406,0.060285971579467454,-0.11272739676006106,0.4554927785136475,0.0993077352082884,0.48575720897910607,0.3638550907433551,0.40968812834904816,-0.11944095575760617
Vermis_7,0.23624415454486863,0.21380237583560172,0.6010967366523418,-0.14207574254121913,0.15450959805102937,0.13206036207878563,0.09335199744630754,0.20325915805594927,0.5192695967886412,0.7938289821418436,0.05254471209598964,0.03419760283736833,-0.048533170795307265,0.22445781978094154,1.0,0.5260288405006647,0.08789925194044014,0.5139989204394719,0.23998355629040366,0.22152245561138764,-0.38186645036051775,-0.2614168025034621,0.006379312530890059,0.3366391498041481,0.12178629348194825,0.21450011885521217,-0.0027300844187569786,0.3208155093275576,0.1603290650896785,0.3042464886707494,0.5029902902343525,0.44599025968796613,0.4635611490596244,-0.26557334739915855,0.667908785620803,0.1941295400980915,0.18298623751425802,-0.07664208746084356,0.10595067323562701,0.038852611423727125,-0.24927400458361057,0.44400544289587135,0.06205799128445111,0.2979333944964026,0.683145396338518,-0.28662301060037704,0.44228495770776866,0.11397826426247515,0.22632997542116043,0.5022370638446363,0.21042867025258624,-0.09091161298681098,-0.12835491366498314,0.4825612446247029,-0.12252787807320928,-0.06981148708448866,0.07380734279930816,0.30287523925447934,0.16005718742206007,-0.312208444085623
VTA_R,0.7440914816606127,0.581186927035371,0.5310845172220617,-0.15149936697082442,-0.10541335014430941,-0.32670097213854316,0.21788514096093187,-0.02931148861445209,0.4813350071308384,0.34168667028223876,0.44468663109856627,0.03940771833806853,-0.1570633248156518,0.5104027929836674,0.5260288405006647,1.0,0.24766677850227867,0.16845076114223498,-0.13126144630520534,-0.0371604804010603,-0.40623853705847635,-0.6016642271186757,0.07694410523669076,0.4094793143335543,-0.22260403900617348,0.645701678083781,0.05086693575489126,0.3823790798144851,0.02176599490046657,-0.11926943492461822,0.5431242399172769,0.22991613080661336,0.6858474330040393,-0.7315681937752996,0.21971383653798768,0.016174397499133363,0.004478609686134866,-0.06751737081764823,-0.032598666871731505,-0.12036122977083455,-0.33662130437267246,0.4915939563860173,0.062211775576084184,-0.00194267973190259,0.3547875722979078,-0.8148739142183903,0.662950570378085,0.14435328899356126,0.05677043198753244,0.8344921520232761,-0.17905457141441256,0.20620473295549757,-0.5177404158385702,-0.10998198548809268,0.13784611367503877,-0.3392664759166163,0.20322834040386817,0.08054265991328978,0.06714486288642851,-0.6250508386648285
Thal_MGN_L,0.3399452596997519,0.35027090792026677,0.22951628349295028,0.08127619175795195,0.18657746200365827,0.05960432593209042,0.2402984256665345,-0.01358039145618107,0.3208448449563294,0.16798896262778354,0.28451802273568355,0.14186839702699092,0.23031206266017215,0.3252772149904038,0.08789925194044014,0.24766677850227867,1.0,0.1547274587731627,0.3136237573350092,0.14512188631169606,0.1590586706653261,-0.06265951604053581,0.25066494622475327,-0.003082948616032153,-0.2199503933486819,0.38737043718710196,0.029833789967539742,0.2217470395388226,0.3716029400155267,0.0043418049331639145,0.29888819266834266,0.2857458887838953,0.2339780378586048,-0.19702591532232686,-0.10874338055374921,0.249731576024841,0.1339332175871883,0.5321236683218031,0.22799760405118483,0.13555199137250795,0.10314966328228732,-0.021392514370248746,-0.16704292207047647,0.10242652133090613,0.1758025445067464,-0.08416844442246711,0.3152839459877617,0.13645712258987974,0.2500750418204746,0.3365822353130646,-0.006560624810517804,0.34852087459615805,-0.04985169288107795,-0.12944058111333825,0.26657757419207206,0.218821258288466,0.5719830829438605,0.2138541600391402,0.19659005942958738,-0.012966478562915888
Cerebellum_6_L,0.3275742031068686,0.38564429507598774,0.7141165222366904,0.2775525946028769,0.5137491198124752,0.6051511318502937,0.46476895491124354,0.5998150885532427,0.8009261605164082,0.6953589199842892,0.35539871341336954,0.4944235225065581,0.3236863024309996,0.381255310960977,0.5139989204394719,0.16845076114223498,0.1547274587731627,1.0,0.5759475599838997,0.6720236646388337,0.2302001192925068,0.17583337291597934,0.569100281215324,0.08407136127037215,0.25727326536704614,0.3067785259543572,0.3327197773210957,0.705464229938332,0.7474202379677591,0.7510155601920566,0.7634614544612336,0.8394808047723827,0.584268029727147,-0.03679063709975563,0.6755584787116888,0.6991595917826906,0.4722289661850409,0.4643861944136532,0.7221642291719819,0.4169031261739127,0.2450793846078269,0.3397127318949569,-0.016339107994089216,0.7912986906918843,0.7293664608471965,0.18754954001539775,0.5975933089651959,0.37244767492535114,0.6847852607149232,0.37016781864889897,0.47783068543574986,0.13750834496646044,0.44260897779221914,0.6094522629322333,0.244042702958409,0.49897450182472836,0.5372236231969859,0.5924405188083331,0.6563239592797752,0.25668296176419664
Pallidum_L,-0.031078146304629937,-0.09629162957411823,0.48507525813066094,0.15901343185848377,0.4352549384648523,0.4389752065275321,0.17670728569368443,0.3965558902513984,0.34605296751700143,0.36345525741513246,-0.03145790134033243,0.16965085116548334,0.5253036252992557,0.04820656122227928,0.23998355629040366,-0.13126144630520534,0.3136237573350092,0.5759475599838997,1.0,0.4698567891796737,0.2866451881657879,0.24176559716241885,0.24435184196830906,0.24285256926871857,0.40991128266954807,0.01205741923049443,0.15483295381163964,0.37247557077447835,0.5907216552109462,0.4577241598133757,0.38646130990972744,0.49040270411178083,0.17868097485024254,0.22897162859279832,0.28502423939242905,0.6851269457047545,0.5584723543415729,0.4953447894889048,0.45601314477969895,0.27593448407281584,0.24441909243771376,-0.07111332405562322,-0.2099326324777082,0.630619345517436,0.4511948475076228,0.37087499600074414,0.09384032153761059,0.2544396502943092,0.7863254447526886,0.06552316780419608,0.62500156635364,0.11712506179220995,0.4255327675498108,0.43087533056499944,-0.09231114198858768,0.3478581940373523,0.4194483596374374,0.42222322222829767,0.36457863185679673,0.37050829454880757
Frontal_Inf_Oper_R,0.1681333478831773,0.23187185129136487,0.571679743409642,0.6619902035920646,0.5783706613141943,0.6580596092631137,0.7024437090361394,0.7525681875804506,0.6917418389158564,0.4647683413360456,0.1876914164038574,0.5226685110636861,0.25941447091444253,0.3276868446558574,0.22152245561138764,-0.0371604804010603,0.14512188631169606,0.6720236646388337,0.4698567891796737,1.0,0.4013547357128167,0.408684651926232,0.7945810099166883,0.1485268402190471,0.4060877735864952,0.3610818883004995,0.720339130865718,0.7082287362511469,0.48524104503055837,0.6380190139963523,0.6851425318102309,0.6768164466172355,0.507485021962751,0.17078318192118638,0.3148128848330375,0.6678746185731225,0.5603188473106724,0.41351878604513614,0.7053797008371628,0.8073626896080626,0.3450952787328185,0.1393389967551833,-0.0710090627561134,0.7718299940541449,0.5641141350307511,0.2625224185415685,0.3365354435768188,0.5537693470591173,0.5967052574486308,0.03490343878494721,0.6296654281393592,0.10889708029534932,0.5288173836628309,0.27807466761172034,0.2526701461049552,0.2304951243304539,0.4474024373795932,0.7305315239834929,0.9395366049163593,0.3310863241096734
Amygdala_R,-0.10572230733364962,-0.06686660309113601,-0.09510001026472104,0.46792501335865555,0.33186183552106563,0.4128534149568679,0.3622569886501803,0.13972603123436095,0.08637841896428969,-0.028766517958518045,0.17027665459704894,0.31870327184041497,0.2503870143499801,0.07124924611355855,-0.38186645036051775,-0.40623853705847635,0.1590586706653261,0.2302001192925068,0.2866451881657879,0.4013547357128167,1.0,0.5950338655919423,0.40910736842720197,-0.3445733324480331,0.16483213117949866,-0.001557179509914349,0.28695282544003764,0.2320628424281799,0.412360533649773,0.19807120894350777,0.06945474507002682,0.26404138764484625,-0.15966497494146076,0.24780250165877046,-0.28015346542217573,0.41442075645751997,0.2098533032415084,0.5983298024687725,0.4431361003217137,0.47899131915415843,0.5254354289376193,-0.5189023760093444,-0.35829611154244173,0.29194130848502364,-0.029298675323241364,0.5015735541768535,-0.026843897530738407,0.25651789387100754,0.2989667439120064,-0.22398924913195292,0.20686614292322483,0.14764836075866503,0.4786016077010355,-0.08639377479247817,0.45195460895401257,0.4940845137550985,0.39743790064541235,0.27610287102527264,0.44159001134025305,0.7196992127753025
Raphe_M,-0.2523623494598282,-0.23332102844505576,-0.19580125078370209,0.5666918163128692,0.20147999495001284,0.4591816842049528,0.36122695569547225,0.2594606517945511,0.006572854237776349,0.008727464212080966,-0.026151737712698464,0.40113480909786103,0.12681664221054664,-0.07781092064406299,-0.2614168025034621,-0.6016642271186757,-0.06265951604053581,0.17583337291597934,0.24176559716241885,0.408684651926232,0.5950338655919423,1.0,0.29072322656514915,-0.3364434679191185,0.22620357457510526,-0.24181163403531164,0.3566768213387008,0.09559448504685311,0.23357033461580856,0.3111131368464866,-0.12773894198321828,0.07393450956399625,-0.2622511388843442,0.38714943196318974,-0.08340480595268547,0.24638562912543088,0.09077044644120345,0.22949604205582647,0.16170772366050917,0.5866994728355625,0.5782043837953951,-0.3290466553508271,-0.04807279002404548,0.24306158447710507,-0.021879464018509764,0.6075264940214613,-0.23491351518392925,0.17719401087321912,0.1350143541504326,-0.5262789349714669,0.27807385073940066,-0.14307668400386264,0.4979046610439495,0.026480827957334988,0.2490544412501592,0.3725376537064805,0.0894769556033474,0.11303170534686997,0.40639620517686786,0.6261346512552425
Frontal_Inf_Oper_L,0.4316438091439091,0.5205824291064797,0.42338493214952766,0.7727796200159531,0.47315528414540153,0.5709546398485694,0.7590682702377897,0.7132132089971277,0.6704612928316906,0.25356066062595556,0.4934098322757163,0.5811375045912609,0.2340543314097197,0.43448664569033857,0.006379312530890059,0.07694410523669076,0.25066494622475327,0.569100281215324,0.24435184196830906,0.7945810099166883,0.40910736842720197,0.29072322656514915,1.0,-0.10769705158455317,0.055321595917972984,0.5699385058716993,0.7869991001585176,0.7093573015500058,0.4776406956838704,0.5092032855353463,0.6130092009317112,0.525980562215514,0.5522180013624185,-0.05732178754902388,0.13907082135272528,0.5384186872130673,0.2986666563077269,0.4471814528018751,0.7073430059357657,0.7324349238631505,0.3455281555930725,0.2138614596327782,-0.09705670367045686,0.6147954605509991,0.340005431057776,0.10513513183713717,0.5111268242245228,0.425417229225583,0.44686237199327217,0.11404328710363683,0.2692677056517944,0.3157746814827347,0.3661909605371539,-0.006388508753901748,0.49496750091685077,0.27809241278672964,0.5496002132466403,0.547711906558138,0.8685955183165371,0.2370290428853183
