,Vermis_3,Thal_AV_R,Parietal_Sup_L,SupraMarginal_R,Cerebellum_10_R,Angular_R,Thal_VA_R,Thal_LP_L,Cerebellum_6_R,Lingual_R,Heschl_R,ACC_sup_R,Thal_PuA_R,Frontal_Sup_2_L,Frontal_Inf_Orb_2_L,Thal_Re_L,Temporal_Mid_L,Pallidum_L,Occipital_Sup_R,Rolandic_Oper_R,Temporal_Pole_Sup_L,Supp_Motor_Area_L,Precuneus_L,Thal_MDl_R,Occipital_Sup_L,Occipital_Inf_L,Fusiform_L,Frontal_Inf_Orb_2_R,Cerebellum_7b_L,Rolandic_Oper_L,Frontal_Inf_Oper_L,Paracentral_Lobule_L,Temporal_Mid_R,ACC_sub_R,Temporal_Pole_Mid_L
Heschl_R,0.43155526582682635,0.2893078111450062,0.04043747725215927,0.5276998146709992,0.24587131911696483,0.1771025288003578,0.13623715666994607,0.011085834517357342,0.09120453262258287,0.2867594927030283,1.0,0.3837116502900696,-0.25545576975422174,0.634609502543191,0.3354225065232032,-0.11882809131223979,0.487320951435835,-0.026835112117062587,0.034339613489165595,0.21790633855206715,0.2967936020218479,0.47856934513463795,0.4088913150751222,0.12061219522004371,0.13113487292072176,0.161257450759346,0.22736870206719173,0.5529890198715136,0.02712186344347242,0.5459530522474657,0.5970307833755779,-0.23079328969462806,0.23826252348019133,0.10339747557227556,-0.049240235788125045
ACC_sup_R,0.6147122936201403,0.21924989891637034,-0.08376203446705613,0.34567723740878936,0.5094538292725664,0.1308495476669459,0.5298307855621114,0.13116700846637086,0.5104330846478916,0.6585364777761963,0.3837116502900696,1.0,0.030776343131753498,0.5601330943673906,0.6763787370942346,0.4497178863787285,0.5270280331005566,0.3188351576680801,-0.05189652350406849,0.8203965748757059,0.5546367667350283,0.30176144255214776,0.529038000337555,0.54897322491723,0.01121130525803809,0.16777157433667017,0.6731231955860109,0.6168576417323993,0.05305303329256804,0.6620872104833264,0.8376866408199032,-0.23119380047874938,0.6654689295269269,0.3984826731853333,0.45794698737880035
Thal_PuA_R,-0.06903575021128223,0.1100530431967831,-0.06921149825840714,-0.8026737884153721,-0.07757904445674273,-0.659145172163872,0.06029748104382824,-0.05953738313218672,0.27474886816492156,-0.20929418572895084,-0.25545576975422174,0.030776343131753498,1.0,-0.0900847308784139,0.3680198171239692,0.26625989489272434,-0.11102644485611468,0.41433247167430337,-0.20867974027598368,0.29137582638183573,0.4029973707799611,-0.722446636536167,-0.57192398193569,0.09314049253685827,-0.4985187636623799,-0.2521592142394246,0.21617876013118814,-0.2336422254748311,0.11967406265580967,0.23103982714997967,-0.11716827532726068,0.2946212408649462,-0.16851597849598424,0.3337994747376716,0.5117178937718454
Frontal_Sup_2_L,0.44378360909209236,0.3229709632521663,-0.10293065071302862,0.358681802333771,0.25115464730198167,-0.0426026608448024,0.038368206236391526,-0.026657382511987567,0.19402823865829386,0.32967915568178807,0.634609502543191,0.5601330943673906,-0.0900847308784139,1.0,0.5935427858684085,0.16211363205320758,0.42557001345871515,0.15901343185848377,0.08072326764222847,0.275189256625257,0.41287450117984503,0.6029665707237674,0.2512565404632931,0.2601303431621311,-0.11870327380866184,-0.036979965064564774,0.24611597400028207,0.6856664750568612,-0.11701831084110523,0.5394615193568929,0.7727796200159531,-0.19433124748721997,0.21835086343833487,0.3771634784819162,0.14193757139274255
Frontal_Inf_Orb_2_L,0.5013858114660034,0.43481041709817125,-0.10946514719585888,-0.04614385182939433,0.37550073075393486,-0.27235663654910985,0.19616134414448858,-0.020042769257760176,0.4679281527178718,0.4257197788471757,0.3354225065232032,0.6763787370942346,0.3680198171239692,0.5935427858684085,1.0,0.323162962377723,0.5155006602783294,0.3818990511107626,-0.08956867615835688,0.6721571003010021,0.7754586755100987,0.047009580106935824,0.10499907703489676,0.44196870354364676,-0.24264907751039808,0.036951714004703796,0.506589115598643,0.5292206855297811,0.08522698568861854,0.6543329132571437,0.709662834673191,-0.1657573978787348,0.3486890669142429,0.5599499363453931,0.629799358299069
Thal_Re_L,0.3096993101534146,0.13367275359280953,-0.13748641791524943,0.022813274628086192,-0.03222795626705189,-0.008660077460632668,0.24406961524475979,0.25464306491278543,0.239683588038689,0.2274762171444903,-0.11882809131223979,0.4497178863787285,0.26625989489272434,0.16211363205320758,0.323162962377723,1.0,0.08801972380896664,0.36847861637456913,-0.13512940377850502,0.4696656420967934,0.2994451533273732,-0.07732460063998409,0.18767467609529934,0.3572951135226807,-0.13452350275799965,-0.059988430568421854,0.4377764655423472,0.20089000501802806,-0.05021512644713355,0.42293233335337543,0.33995373331173767,0.07927699157016717,0.34323221471147153,0.36037436784556476,0.3375097156958955
Temporal_Mid_L,0.4086050509041854,0.18866009186199437,0.05941814900155117,0.460369990489746,0.07200643369098969,0.45017732860311443,0.23324098694428932,0.149972131693487,0.4190678416964423,0.7153727772673618,0.487320951435835,0.5270280331005566,-0.11102644485611468,0.42557001345871515,0.5155006602783294,0.08801972380896664,1.0,0.20519451418401177,-0.016423102599456667,0.4894630331656135,0.3852977401050465,0.48991825593962346,0.5772926750077345,0.4699401450990095,0.36614203880728846,0.5372227826977876,0.4567387209492471,0.5535625466057241,0.43246565326140396,0.6430570182878157,0.6687395058623242,-0.2636574931981354,0.6789141920612088,-0.055265699223349896,-0.013082117373410217
Pallidum_L,0.16965085116548334,0.05776755411091097,-0.2099326324777082,-0.19752453720724658,0.10240134325238119,-0.10927503914801891,0.318873552920846,0.15529207756220334,0.5417897049691206,0.34605296751700143,-0.026835112117062587,0.3188351576680801,0.41433247167430337,0.15901343185848377,0.3818990511107626,0.36847861637456913,0.20519451418401177,1.0,0.018926108579564935,0.45601314477969895,0.4389752065275321,-0.18050569451320528,0.01205741923049443,0.2544396502943092,-0.18761820049129505,-0.07111332405562322,0.5867408522744069,0.2728284934448741,0.22481770430923503,0.3965558902513984,0.24435184196830906,0.19066000414222659,0.38646130990972744,0.3494908275838132,0.34444173461498145
Occipital_Sup_R,0.25164973170033167,-0.0887099593105083,0.26193677997424075,0.17635167108492644,0.05583150379542715,0.1732957979364061,-0.05080555335071008,-0.10405212296697802,0.14371932764046372,0.13648897877527802,0.034339613489165595,-0.05189652350406849,-0.20867974027598368,0.08072326764222847,-0.08956867615835688,-0.13512940377850502,-0.016423102599456667,0.018926108579564935,1.0,-0.24690243656618382,-0.07376706194090492,0.17979536257380183,-0.057065776472362426,0.02258039588080411,-0.10994978243303899,0.3600909292425941,0.01456011212557054,0.22088150769557763,0.3675894805875413,0.048726135972525314,-0.07692787611308248,0.16420671543250837,0.06567461807264671,-0.2061974888918632,-0.18094153469240432
Rolandic_Oper_R,0.4498343862231998,0.1953624065811244,-0.1616327607397083,0.10154403198908525,0.4580935171703577,0.0008986306593664681,0.4978515590087555,0.07150357416882985,0.6476585108472733,0.6478280876933983,0.21790633855206715,0.8203965748757059,0.29137582638183573,0.275189256625257,0.6721571003010021,0.4696656420967934,0.4894630331656135,0.45601314477969895,-0.24690243656618382,1.0,0.6414330946743629,-0.013309958662926346,0.4095853274486877,0.5072072615752429,-0.08294598023971421,0.12788854481925732,0.7566486062948243,0.42770341834204767,0.12696566501730394,0.660104648979092,0.7073430059357657,-0.19656327000172155,0.6921317020554159,0.40006643745127657,0.6043582809262829
Temporal_Pole_Sup_L,0.44286973882304903,0.35421141316142846,-0.04258598341559122,-0.14579003674085134,0.47341862376442034,-0.3392645648001254,0.15522626721406882,-0.029067980107420524,0.5757524787035201,0.41963059864072966,0.2967936020218479,0.5546367667350283,0.4029973707799611,0.41287450117984503,0.7754586755100987,0.2994451533273732,0.3852977401050465,0.4389752065275321,-0.07376706194090492,0.6414330946743629,1.0,-0.14721071558836923,-0.000802978266871741,0.22487312863591552,-0.2978627981429731,0.05165692356503695,0.636925971894948,0.4149108249548599,0.1765637295763286,0.6173028402108096,0.5709546398485694,-0.09586930337822208,0.34594230505369994,0.514173113712282,0.7429819790355183
Supp_Motor_Area_L,0.20182776947591002,-0.019796474267044655,-0.029261596996909407,0.8441222139742819,0.03575227832571561,0.656111237941991,-0.02955136722902499,0.09041954844491144,-0.05398713293802052,0.40368142589283657,0.47856934513463795,0.30176144255214776,-0.722446636536167,0.6029665707237674,0.047009580106935824,-0.07732460063998409,0.48991825593962346,-0.18050569451320528,0.17979536257380183,-0.013309958662926346,-0.14721071558836923,1.0,0.6776449390350291,0.2193512312406012,0.42436396627249784,0.22719061528811582,-0.04900611171328484,0.566956452534788,-0.03645947450269715,0.23198380747181602,0.5222440077927303,-0.29521425849136634,0.37041608598484566,-0.18973133000115924,-0.44298543045964583
Precuneus_L,0.29335189139394596,-0.06960941952394288,-0.13196281824428766,0.8553562782569201,0.11874569489461771,0.7786072115760545,0.32061684976214305,0.22521226399495614,0.12622591935975824,0.624059191404281,0.4088913150751222,0.529038000337555,-0.57192398193569,0.2512565404632931,0.10499907703489676,0.18767467609529934,0.5772926750077345,0.01205741923049443,-0.057065776472362426,0.4095853274486877,-0.000802978266871741,0.6776449390350291,1.0,0.4348122712628297,0.5632293158707713,0.25175664437480666,0.3129368507428693,0.4020231988689225,0.02054343337641577,0.3507640496276659,0.5699385058716993,-0.37941251217153876,0.7309125606278725,-0.05865608581260737,-0.21693527857285066
Thal_MDl_R,0.5238996650877527,-0.013493003847526561,-0.15797773565107653,0.2521797122757953,0.10361453949356648,0.23071426214719176,0.3288987027768705,0.06480476584857937,0.3612826253369199,0.4827856470598035,0.12061219522004371,0.54897322491723,0.09314049253685827,0.2601303431621311,0.44196870354364676,0.3572951135226807,0.4699401450990095,0.2544396502943092,0.02258039588080411,0.5072072615752429,0.22487312863591552,0.2193512312406012,0.4348122712628297,1.0,0.030487773554929314,0.0942820551545452,0.44144314426396886,0.3705739219639475,0.11126687201174659,0.3592012231537581,0.425417229225583,-0.08678353952926002,0.5783608802436063,0.16925337546649177,0.13025332165576972
Occipital_Sup_L,-0.05662898144128741,-0.1420120753934948,0.07053001653678669,0.5035536655445316,-0.20332864109421322,0.6741361252017389,0.07687252082090074,0.2243562168576106,-0.24939623375762032,0.1567785814707323,0.13113487292072176,0.01121130525803809,-0.4985187636623799,-0.11870327380866184,-0.24264907751039808,-0.13452350275799965,0.36614203880728846,-0.18761820049129505,-0.10994978243303899,-0.08294598023971421,-0.2978627981429731,0.42436396627249784,0.5632293158707713,0.030487773554929314,1.0,0.2785222830741094,-0.09176168099621813,-0.04910299489394618,0.09017357594009041,0.012027007593492704,0.08126661686128032,-0.21890426447287234,0.2410773352545903,-0.39905615703769215,-0.40972832314068675
Occipital_Inf_L,0.38235919060866264,0.1464593350896458,0.4963119654430571,0.3568362439825458,0.04448190676404456,0.4031062964692566,0.03066951394442084,0.006177168409989996,0.3849436150436714,0.5268099576297243,0.161257450759346,0.16777157433667017,-0.2521592142394246,-0.036979965064564774,0.036951714004703796,-0.059988430568421854,0.5372227826977876,-0.07111332405562322,0.3600909292425941,0.12788854481925732,0.05165692356503695,0.22719061528811582,0.25175664437480666,0.0942820551545452,0.2785222830741094,1.0,0.31837214975243217,0.3320577623862117,0.7270420977778185,0.34065933886137245,0.2138614596327782,0.018016250677121298,0.4081849645615492,-0.4480205217876089,-0.21182436391591444
Fusiform_L,0.621644005894226,0.1721846523459703,0.013763271266501398,0.1192297938808105,0.45535571887042237,0.00783402094039555,0.4756390029933773,0.018055261449962366,0.7979393288593314,0.7159002778251686,0.22736870206719173,0.6731231955860109,0.21617876013118814,0.24611597400028207,0.506589115598643,0.4377764655423472,0.4567387209492471,0.5867408522744069,0.01456011212557054,0.7566486062948243,0.636925971894948,-0.04900611171328484,0.3129368507428693,0.44144314426396886,-0.09176168099621813,0.31837214975243217,1.0,0.5080846323105112,0.3613056982222896,0.5800942387388389,0.5850925671842067,-0.015232189711770589,0.7361109508581711,0.29058114777603283,0.46111077395566663
Frontal_Inf_Orb_2_R,0.5511093629399576,0.2446531857078949,0.051568311261118445,0.5223160133658514,0.38164624635225103,0.24862412374184456,0.2204470560689174,0.027397254719505992,0.5725334660974201,0.6723984570847319,0.5529890198715136,0.6168576417323993,-0.2336422254748311,0.6856664750568612,0.5292206855297811,0.20089000501802806,0.5535625466057241,0.2728284934448741,0.22088150769557763,0.42770341834204767,0.4149108249548599,0.566956452534788,0.4020231988689225,0.3705739219639475,-0.04910299489394618,0.3320577623862117,0.5080846323105112,1.0,0.2746235948935888,0.6234940426475819,0.7069382102814582,-0.06701348488664328,0.5967940446996464,0.09178813779479371,0.02286443826480597
Cerebellum_7b_L,0.20934998498538354,0.021406067969597816,0.31645442981073824,0.07043878527716037,-0.028696301191975547,0.25164894506792274,-0.009641696407189634,0.058000267377822746,0.5993496470726849,0.459973611423661,0.02712186344347242,0.05305303329256804,0.11967406265580967,-0.11701831084110523,0.08522698568861854,-0.05021512644713355,0.43246565326140396,0.22481770430923503,0.3675894805875413,0.12696566501730394,0.1765637295763286,-0.03645947450269715,0.02054343337641577,0.11126687201174659,0.09017357594009041,0.7270420977778185,0.3613056982222896,0.2746235948935888,1.0,0.3937041118112293,0.04862215840909151,0.2612212504113656,0.4051306705378055,-0.38669337670113774,-0.16523309877607267
Rolandic_Oper_L,0.5115098170181265,0.2756527453263292,0.047876459816291524,0.25651954732407406,0.1798888660082662,0.1462536420399594,0.18803686124906926,0.18596467390661137,0.5459482631341563,0.5586784727691612,0.5459530522474657,0.6620872104833264,0.23103982714997967,0.5394615193568929,0.6543329132571437,0.42293233335337543,0.6430570182878157,0.3965558902513984,0.048726135972525314,0.660104648979092,0.6173028402108096,0.23198380747181602,0.3507640496276659,0.3592012231537581,0.012027007593492704,0.34065933886137245,0.5800942387388389,0.6234940426475819,0.3937041118112293,1.0,0.7132132089971277,-0.0011856445193235393,0.5413173055479451,0.13907944586416526,0.25258109714965254
Frontal_Inf_Oper_L,0.5811375045912609,0.33115592279328254,-0.09705670367045686,0.49947628131114163,0.3906868691848998,0.15122737761543492,0.29811664744173555,0.039521268227732116,0.434059920349164,0.6704612928316906,0.5970307833755779,0.8376866408199032,-0.11716827532726068,0.7727796200159531,0.709662834673191,0.33995373331173767,0.6687395058623242,0.24435184196830906,-0.07692787611308248,0.7073430059357657,0.5709546398485694,0.5222440077927303,0.5699385058716993,0.425417229225583,0.08126661686128032,0.2138614596327782,0.5850925671842067,0.7069382102814582,0.04862215840909151,0.7132132089971277,1.0,-0.34256406088341473,0.6130092009317112,0.395869626535152,0.3245479049026396
Paracentral_Lobule_L,-0.08137273576017422,-0.09375926575530316,0.07022987592258857,-0.30855986927125173,-0.09023011544279853,-0.12483161995015839,-0.0716621779274093,-0.01331119687802263,0.1090356081189451,-0.1595431814281074,-0.23079328969462806,-0.23119380047874938,0.2946212408649462,-0.19433124748721997,-0.1657573978787348,0.07927699157016717,-0.2636574931981354,0.19066000414222659,0.16420671543250837,-0.19656327000172155,-0.09586930337822208,-0.29521425849136634,-0.37941251217153876,-0.08678353952926002,-0.21890426447287234,0.018016250677121298,-0.015232189711770589,-0.06701348488664328,0.2612212504113656,-0.0011856445193235393,-0.34256406088341473,1.0,-0.1649706963161673,-0.23023606064504312,-0.11955067154785176
Temporal_Mid_R,0.43735074711224303,-0.06866766549629084,-0.051398298622504016,0.5526867733134634,0.28594680084348045,0.5569671017264989,0.4900509420129511,0.1358034453159289,0.6740259145282579,0.8823706333210823,0.23826252348019133,0.6654689295269269,-0.16851597849598424,0.21835086343833487,0.3486890669142429,0.34323221471147153,0.6789141920612088,0.38646130990972744,0.06567461807264671,0.6921317020554159,0.34594230505369994,0.37041608598484566,0.7309125606278725,0.5783608802436063,0.2410773352545903,0.4081849645615492,0.7361109508581711,0.5967940446996464,0.4051306705378055,0.5413173055479451,0.6130092009317112,-0.1649706963161673,1.0,-0.01821734982882965,0.06882214939591222
ACC_sub_R,0.29786897778408133,0.29867442747142303,-0.30463551545683804,-0.2130365863904186,0.257101457324149,-0.5091699359773292,0.2306369396819471,-0.03986353981882635,0.08874517697181247,0.03053431405660088,0.10339747557227556,0.3984826731853333,0.3337994747376716,0.3771634784819162,0.5599499363453931,0.36037436784556476,-0.055265699223349896,0.3494908275838132,-0.2061974888918632,0.40006643745127657,0.514173113712282,-0.18973133000115924,-0.05865608581260737,0.16925337546649177,-0.39905615703769215,-0.4480205217876089,0.29058114777603283,0.09178813779479371,-0.38669337670113774,0.13907944586416526,0.395869626535152,-0.23023606064504312,-0.01821734982882965,1.0,0.677908866369814
Temporal_Pole_Mid_L,0.3215572948436909,0.30212384834557554,-0.10404692271941093,-0.4293532400789223,0.5139963798922248,-0.5633352206452843,0.22787629795607434,-0.10714857931571715,0.34656281745681233,0.148946123122686,-0.049240235788125045,0.45794698737880035,0.5117178937718454,0.14193757139274255,0.629799358299069,0.3375097156958955,-0.013082117373410217,0.34444173461498145,-0.18094153469240432,0.6043582809262829,0.7429819790355183,-0.44298543045964583,-0.21693527857285066,0.13025332165576972,-0.40972832314068675,-0.21182436391591444,0.46111077395566663,0.02286443826480597,-0.16523309877607267,0.25258109714965254,0.3245479049026396,-0.11955067154785176,0.06882214939591222,0.677908866369814,1.0
