,Supp_Motor_Area_L,Vermis_1_2,Putamen_L,Vermis_3,Frontal_Inf_Oper_R,Cerebellum_7b_L,SN_pc_R,Thal_MDm_L,Frontal_Inf_Tri_L,Calcarine_R,Red_N_R,Thal_PuM_R,Precuneus_R,Vermis_10,Parietal_Inf_L,Frontal_Mid_2_R,ACC_sub_L,Raphe_M,Thal_LGN_R,SupraMarginal_R,Cerebellum_4_5_L,OFCant_R,SN_pr_L,OFCpost_L,Amygdala_R,Occipital_Sup_R,N_Acc_R,Insula_L,Thal_MDl_R,Thal_PuA_L,Thal_PuM_L,Occipital_Mid_R,Parietal_Sup_L,ParaHippocampal_L,Thal_AV_R,Frontal_Med_Orb_R,Thal_PuI_R,Frontal_Mid_2_L,Pallidum_L,Temporal_Pole_Sup_R,Rolandic_Oper_L,Frontal_Sup_2_R,OFCant_L,Thal_VL_L,Thal_PuL_L,Thal_PuL_R,Paracentral_Lobule_L,Thal_VA_L,Pallidum_R,Thal_LP_L,Cerebellum_Crus2_L,Thal_LP_R,Cerebellum_4_5_R,ACC_sup_R,Angular_R,Cerebellum_3_R,Temporal_Sup_R,Hippocampus_L,Cingulate_Mid_R,Thal_MGN_R,Frontal_Sup_Medial_R,Thal_MDl_L,ParaHippocampal_R,Cerebellum_8_R,Putamen_R,Thal_LGN_L,ACC_sup_L,Olfactory_R,Cingulate_Post_L,Postcentral_R,Cerebellum_10_L,OFCmed_L,Vermis_6,Supp_Motor_Area_R,Parietal_Inf_R,Cerebellum_8_L,Frontal_Inf_Tri_R,Occipital_Inf_L,Occipital_Sup_L,Frontal_Sup_Medial_L,OFClat_L,VTA_R,Heschl_R,VTA_L,Thal_Re_L,ACC_pre_R,Rolandic_Oper_R,Thal_VPL_R,SN_pr_R,Cerebellum_7b_R,OFCmed_R,Occipital_Mid_L,Lingual_L,ACC_pre_L,Caudate_L
Supp_Motor_Area_L,1.0,-0.04387875673865916,-0.06390257300150846,0.20182776947591002,0.2877185243414569,-0.03645947450269715,0.5445956655830001,0.3589815001469091,0.657823872442787,0.548538583188523,-0.6881784676603567,-0.1519294194395182,0.652912163111829,-0.06968073115456049,0.632573763721885,0.6905401664013835,-0.35146426770802164,-0.06920075407131399,0.577593231287027,0.8441222139742819,-0.10713018454567536,-0.5517442104286171,-0.5616975762095164,0.455526818390872,-0.021015862967517878,0.17979536257380183,-0.23081024909851827,0.017692092247719615,0.2193512312406012,0.20133112613294535,-0.019914931011767525,0.38559266701902317,-0.029261596996909407,0.5062237674280785,-0.019796474267044655,-0.5391176685873708,-0.22272331849809693,0.7245478741426156,-0.18050569451320528,0.3917557977819157,0.23198380747181602,0.645648691801111,-0.6099029208409327,0.5949841298339258,0.31143550862440145,0.21083278895148974,-0.29521425849136634,0.18580514080013674,-0.043692877714756946,0.09041954844491144,0.03826476659547121,-0.36681786925925464,0.26477895442379534,0.30176144255214776,0.656111237941991,-0.12214253874448741,0.43228200543906137,-0.16737709501462347,0.6684517787701935,-0.1612108756733071,0.49192069131861543,0.19317576675320516,0.11804598052359463,0.11738079047692224,-0.07936713186821683,-0.16013723710371927,0.2578800160658036,-0.24894774447359289,0.42427316626082895,0.8209306726897874,0.10396389315284456,-0.03891575260614036,0.37908722940055045,0.9338632133762421,0.20265131310672357,-0.03515985293100078,0.4550293464850505,0.22719061528811582,0.42436396627249784,0.30165491447222736,-0.2630118803902174,0.5632115747523226,0.47856934513463795,-0.19651926669173755,-0.07732460063998409,0.07559475596017262,-0.013309958662926346,-0.16898892115616077,0.16081472002874606,0.2886589404998895,-0.33087603327417975,0.6441686342545171,0.2911912354593333,-0.13776752836714323,-0.14757170678128098
Vermis_1_2,-0.04387875673865916,1.0,0.1962269317481486,0.7411945161469596,0.3450952787328185,-0.11994699436253232,-0.15964910484278033,0.20614842542280004,0.22370722726030878,-0.04235100023549579,0.15720292567535188,0.21189134410620575,-0.07414246016321673,0.5210235360357298,-0.07402667872416556,0.33110281411281123,0.5192316916037387,0.5782043837953951,-0.12669034797240242,-0.019765959932806765,0.5007887466218551,0.09980366532473012,0.4570520006548178,0.009790358022103453,0.5254354289376193,0.15289521376462073,0.1418768906679792,0.30750540582371605,0.3614476886237378,0.07486021248711922,0.32325339810070347,-0.20271852629526776,0.036519892397347625,0.27251370258911434,0.27834188723875214,0.2280022068124492,0.44489483899922644,0.1735682147859613,0.24441909243771376,0.2668217198294784,0.36473625484659294,0.40547268638974127,0.2583240762373186,-0.05223807172637295,0.1178766696031979,-0.2653055729954018,0.0016522677261553702,-0.023050248791611754,0.2013268107277764,0.06894919456166335,-0.23956207682106273,0.35634955793411155,0.45127872308179556,0.43218369851757316,-0.28051457253477424,0.6441885138483647,0.23998892115073786,0.4513900238881244,0.08814412375951602,0.033373283806203566,0.5086767360821125,-0.015445898859275916,0.46476521962006995,0.038616670478435096,0.36513140236073977,0.1733465431880466,0.24938997210241096,0.21470656063961802,0.1090010400489508,-0.11404843319937923,0.26520747435975084,0.38234914360293204,0.11372340715411684,0.014499347658511528,-0.2383328094355346,0.3385117108535986,0.3209945645858429,-0.0555885604909245,-0.3234144147493361,0.531189588241626,0.34101939082587235,-0.33662130437267246,0.23069368982855432,-0.24543182813764686,0.4618482848287503,0.3486232489282574,0.30332231295445006,0.36951102782709644,0.3467196961932841,-0.3095285743515765,0.4044830583799286,-0.16624007106038136,-0.07663788752423992,0.32368426527252653,0.3189375116754682
Putamen_L,-0.06390257300150846,0.1962269317481486,1.0,0.28444174022292656,0.5967052574486308,0.20571316668868128,0.14031343083306824,0.19858381610730838,0.24745944453954094,0.46192042215580437,0.2571230318508793,0.6554629168131538,0.35014065938431754,0.42712026406798903,-0.1806281552036406,0.29081330273153316,0.2822870815982039,0.1350143541504326,0.28975146797453427,0.059205945108893335,0.7010539494724977,0.10316381470583039,0.2315468035881326,0.31751660272784066,0.2989667439120064,-0.1386718466517308,0.5318933988391521,0.8087628107435123,0.4220953339826631,0.3978738477944432,0.6400383622447459,0.053279977070639216,-0.22221542387086413,0.551431201309416,-0.03263342315335208,-0.014355443202035101,0.09507749315684687,0.12217109400709221,0.7863254447526886,0.4803315266930249,0.5185816343998829,0.25937646388301605,0.14547596251704387,0.221832395225784,0.08295734889600401,0.32143038258370155,0.07588685164747731,0.5235102383355441,0.6896777956318536,0.15606735359602245,0.10773247626933424,0.3973218271977982,0.5498970393540119,0.4952732739673999,0.09434186062251286,0.32915406639785,0.6386447952286524,0.733922012527402,0.4425302567815255,0.4694882914522356,0.27661298039027116,0.36628790773661013,0.6605677511336188,0.5119784063945727,0.622796646889662,0.4908750763186361,0.5231416577537681,0.5039076812875375,0.4875786296602733,0.2402369537959997,0.11170782423535747,0.42951953410937965,0.3549481127547709,0.037169680712578194,-0.19972160779679868,0.5929588412527348,0.5384900739431957,0.013866039123907072,-0.05241140988556085,0.33408721679098496,0.10709267452506968,0.05677043198753244,0.1258172468519247,0.410994784450585,0.4714063591843796,0.5399383000266118,0.6918433771092803,0.5541109706879557,0.5974026961804147,0.14316405273363908,0.08865250766113293,0.056654272842601765,0.6682245671496683,0.5212854748365057,0.7098642885497133
Vermis_3,0.20182776947591002,0.7411945161469596,0.28444174022292656,1.0,0.5226685110636861,0.20934998498538354,0.2374329077268966,0.4876475011692129,0.3761824740992871,0.3907959163054862,-0.12283231458324936,0.25284991599524403,0.346005886008036,0.5083091987930516,0.1459973395279859,0.5257064974110571,0.4072538934065173,0.40113480909786103,0.2263393054654874,0.33896324469379047,0.5894016985847899,-0.10428936226601988,0.15981788023303845,0.30097265014748076,0.31870327184041497,0.25164973170033167,0.11935088261001386,0.48303956090738864,0.5238996650877527,0.27985019786040827,0.41615485736890717,0.11857504243609825,0.20503471610630083,0.47456656304543937,0.3252673369717295,0.032755080031365374,0.41645662233197994,0.3354306288074374,0.16965085116548334,0.5332462600023277,0.5115098170181265,0.5265412286479422,0.01592592712599241,0.3729176696833319,0.20175817357179723,-0.1937066337730547,-0.08137273576017422,0.05779794474923747,0.1663624841563997,0.0297072174072064,0.13831205750168693,0.3126098111795739,0.7235646523142099,0.6147122936201403,0.05162555640617599,0.6707205116479342,0.5279675086207701,0.41924061159752424,0.3840679865531668,-0.03479457405227169,0.5584720488238252,0.14046967402265226,0.48482671312610726,0.34337163145978966,0.33965830957055926,0.24137956859867876,0.4696781702415601,0.10450666907729116,0.37950878082152456,0.17188974377990135,0.43488064209271227,0.17028626359108873,0.5119943293904805,0.265182915289951,-0.15572161638253915,0.4917894210964169,0.5305048163361901,0.38235919060866264,-0.05662898144128741,0.5555774506088627,0.2009352333207135,0.03940771833806853,0.43155526582682635,-0.31301021982687394,0.3096993101534146,0.46092097919601965,0.4498343862231998,0.4531974110308567,0.4639419934444993,0.05421388237049706,0.13217526137663702,0.2786190904031106,0.2375022383632723,0.4071709020334104,0.3839743408185198
Frontal_Inf_Oper_R,0.2877185243414569,0.3450952787328185,0.5967052574486308,0.5226685110636861,1.0,0.2614955846157619,0.0433793668327673,0.1876914164038574,0.720339130865718,0.507485021962751,0.17259454882061906,0.6558714654448177,0.4376486282184085,0.4160600703544139,-0.06429816788465545,0.7024437090361394,0.3645363430815404,0.408684651926232,0.15064087461012043,0.22473425596885804,0.48524104503055837,0.07959814739173776,0.2625224185415685,0.3912780500018719,0.4013547357128167,0.04893203045907685,0.4762076381582378,0.7718299940541449,0.5537693470591173,0.13303181877566725,0.3930004478038872,0.06566762383097476,-0.0710090627561134,0.4792805436767837,0.16728485415278385,0.027871494116210774,0.12886891763616284,0.6150881892880787,0.4698567891796737,0.6885135123235181,0.7525681875804506,0.7855349746759412,0.17078318192118638,0.1681333478831773,0.15316628636844754,0.1485268402190471,-0.10010487701751117,0.43196927961362097,0.5603188473106724,0.0777900878758255,0.1678210996068823,0.395444143222605,0.5484167237282631,0.7759082585158456,0.07904813609995875,0.3171607185981907,0.7082287362511469,0.5825165860656918,0.7438851032311763,0.4060877735864952,0.8073626896080626,0.04421995308146645,0.5550941584323268,0.5641141350307511,0.41351878604513614,0.23830191594864944,0.6871923673978718,0.37054817458085443,0.5234295953527217,0.39407136399222986,0.2588848721792313,0.4384534488092007,0.4949253248403063,0.3976832960907407,-0.2034971533654434,0.6060565601078063,0.9395366049163593,0.1393389967551833,-0.08657857204668817,0.7928764930113466,0.4339053119110619,-0.0371604804010603,0.4012141220694614,0.17235889715254074,0.37165889897347854,0.7305315239834929,0.7053797008371628,0.42954138366255007,0.4474024373795932,0.15559598618588358,0.26240120898039143,0.1973072637942741,0.571679743409642,0.5783706613141943,0.5668672716581895
Cerebellum_7b_L,-0.03645947450269715,-0.11994699436253232,0.20571316668868128,0.20934998498538354,0.2614955846157619,1.0,0.2605510653664555,0.0031655668791779556,0.05981880000439046,0.43686044193322904,-0.0026888650200289814,0.269234651496952,0.28423326248414305,0.15214133235504715,-0.13522701411250995,0.045790218280965855,-0.22852072915472652,-0.2188574610976389,0.08723915904105571,0.07043878527716037,0.1332783995290472,-0.13700435025067265,-0.1439290392023328,0.25024251573750295,-0.515665178758595,0.3675894805875413,0.2663808699246032,0.3627623831208151,0.11126687201174659,0.07746403890400497,0.1691822253488185,0.28457103247373744,0.31645442981073824,-0.05205111468911495,0.021406067969597816,-0.13839371902628847,-0.2727841583159257,-0.01669380630075994,0.22481770430923503,0.29641335799927043,0.3937041118112293,0.06746011346905423,-0.05839255675971697,0.17532533470302838,-0.10878036215001229,0.32254461355711356,0.2612212504113656,0.3676028011992685,0.1175216882518765,0.058000267377822746,0.9533338993671616,0.15196578026607807,0.28913838432979133,0.05305303329256804,0.25164894506792274,-0.16060632543545195,0.28600730516668754,0.08934279965226616,0.23106235955595641,0.16255033527785495,0.04430814194018888,-0.06146226300363916,-0.16856728443908087,0.687060984445404,-0.24140217924376825,0.041852503472075774,0.4047952323654205,-0.004246469648983597,0.0004923383959048913,0.2198932007855824,0.01263057712341258,-0.3439869996570877,0.4013760250925118,-0.00599066614807264,0.06254785861817344,0.4220410327203,0.15385690227236132,0.7270420977778185,0.09017357594009041,0.01570036527338409,0.020926621630130687,0.30197953009753176,0.02712186344347242,0.3138780031487807,-0.05021512644713355,0.29756253301208807,0.12696566501730394,0.09453213482470824,-0.03196303482304755,0.7077637107031701,-0.35715205759921614,0.18978516777524038,0.47849227381910026,0.1848141875695465,0.2227775947995103
SN_pc_R,0.5445956655830001,-0.15964910484278033,0.14031343083306824,0.2374329077268966,0.0433793668327673,0.2605510653664555,1.0,0.611276974266733,0.09055498897754322,0.7031864280704323,-0.7555492299134767,-0.23083434174908898,0.7401505310055431,-0.0382496433195863,0.45846115993510644,0.37059740874493996,-0.3148688034436267,-0.4265970118999423,0.8066611736746536,0.7471853207924164,0.2080305070956176,-0.6670578127730715,-0.6451832664913989,0.48061918937075865,-0.2534769544673437,0.14452545584656554,-0.12774941279926325,0.10129124106196769,0.16950599970384586,0.3892749046381144,0.116874651340521,0.5515911289234614,0.0890599635438365,0.5559216251025844,-0.06570260741802555,-0.5578595952956861,-0.05617391080721392,0.10046980839054419,-0.08639285202088266,0.38448387462657607,0.051752549782456574,0.15139696561181154,-0.7412406951788438,0.7904511817685869,0.11878075308705535,0.1718070197176657,-0.17979114091363416,0.09320041803860057,-0.012095553223592506,0.07748966761184181,0.38507772934670625,-0.17929444761866606,0.5015965601229698,0.23226787063882706,0.706173507075335,0.126536374057255,0.4718116407488168,-0.09378354287988208,0.49116530874753794,-0.32518640330339177,0.0018306328280074788,0.4725259634545101,0.1787636033108775,0.36202486065199563,0.1314918271330683,0.22248925166550787,0.16040005287240247,-0.1065319938351991,0.4889864402735114,0.6455348769491025,0.3640904100164396,-0.24206790422475355,0.6181891662981289,0.5803182329695246,0.2278150728102121,0.10993014380661738,0.18228949547777268,0.5042455111222418,0.447796506092771,-0.1235390903934855,-0.6258898288090582,0.836678181334552,0.18435355946399773,-0.2268495547419073,-0.046252696397784655,0.12791912051317075,0.1480513880393714,0.15816186645457186,0.46510018024204336,0.5483041189606226,-0.6305446105560477,0.7134968339298313,0.467922569139318,-0.006870632543438789,0.0963938552247941
Thal_MDm_L,0.3589815001469091,0.20614842542280004,0.19858381610730838,0.4876475011692129,0.1876914164038574,0.0031655668791779556,0.611276974266733,1.0,0.2322740134435444,0.46243808198586067,-0.5252491522412465,-0.07652125551302992,0.529900901979015,0.0916041626701448,0.4191525459924002,0.43801815017332874,0.13704963261949746,-0.026151737712698464,0.5842817827514495,0.5687025027540263,0.4053361169278468,-0.3990178317479147,-0.2667238919851808,0.4256093022450666,0.17027665459704894,0.029466636525187502,-0.15101394001617835,0.29121915503701645,0.20259953617092993,0.4201124030490075,0.3014843183277643,0.13227250799365828,0.05759028374615237,0.6017429141639004,0.1594100962475278,-0.2856657624466724,0.3821107755076659,0.23731787866865567,-0.03145790134033243,0.4206618356532229,0.2763630272664155,0.2387996902950271,-0.47550329665331675,0.7504508551581976,0.19128574265088655,-0.1917612679796346,-0.24338329149396476,-0.08060646914050991,-0.030841317296381864,-0.030291706985198077,0.07662881627431495,0.20622681575520316,0.5741528749024593,0.5022445324276573,0.28978551096381333,0.5268867075752447,0.5924619956216706,0.19843390606434255,0.37535371082086627,-0.4156310523979604,0.17218319194751286,0.47251828074763663,0.4170538064566497,0.19274994247650426,0.35115744890152206,0.3693981590218123,0.19235076329720036,-0.07691626476974575,0.5583569424967927,0.341565276665066,0.6305945501834712,0.04562433218817259,0.4429987528320006,0.4005011690787959,-0.014122613378307933,0.22622751284474815,0.35862716624570506,0.311690887109317,0.14730172161211952,0.13841059776482936,-0.25150864342766827,0.44468663109856627,0.48209184032022734,-0.5293418811579922,0.02766438542833223,0.20953100561729032,0.4255126780412677,0.5037302877779822,0.4970600691235058,0.14589964580406126,-0.20527982883809437,0.484489043627948,0.21986386317019554,0.22705329502590818,0.2749265730941952
Frontal_Inf_Tri_L,0.657823872442787,0.22370722726030878,0.24745944453954094,0.3761824740992871,0.720339130865718,0.05981880000439046,0.09055498897754322,0.2322740134435444,1.0,0.43910314896502584,-0.08197055767592551,0.39643405005151383,0.4098322241455917,0.21222546371675965,0.22040675879754995,0.6981465981284912,0.07979381616846268,0.3566768213387008,0.13629588827474162,0.4382728869668387,0.14395338031987026,-0.06342023093412227,0.05980891746826884,0.3424952348216153,0.28695282544003764,0.010091957820945017,0.14037761106440022,0.4308107563905079,0.3558025237804022,0.2155426528838665,0.27799133144965604,-0.07152972016770852,-0.05502301197250949,0.4493850443460634,0.22264891991873278,-0.19975561271122652,-0.07942597892116271,0.9300605793912882,0.15483295381163964,0.5487659872470538,0.6746088615207605,0.8256036472469649,-0.024293141209346333,0.30666464561765067,0.4002367050290278,0.1302507257455761,-0.17874929095861608,0.45697069804786483,0.26517721647117576,0.04596324741063145,0.02199718500652479,0.006045093232915188,0.3039333697548005,0.5623137338637522,0.18583882752365247,0.0477481180904872,0.5435756355857171,0.29820540860846423,0.6622639999449776,0.2255105674352144,0.7763618625296069,-0.029506834836423933,0.33236136271919914,0.21069816517248702,0.03358235291226062,-0.035277743847465244,0.5803227139813042,0.00017898311540451596,0.3360189518757476,0.5148241945878805,0.08751400470646606,0.2838176772651962,0.26138322392305047,0.6071942985834177,-0.1427712172248436,0.2605635952582032,0.8041412189385712,0.13149833660523727,0.07803650975689302,0.6942604938694238,0.36959532026572517,0.05086693575489126,0.6707995776641831,0.061611902000721336,0.15938680318665108,0.35927111651443866,0.35392962427752334,0.07918280386040584,0.21149202213528456,0.03125229514126197,0.13317768136166225,0.27486408102467697,0.35738781733030606,0.2514706762353405,0.19326666535415526
Calcarine_R,0.548538583188523,-0.04235100023549579,0.46192042215580437,0.3907959163054862,0.507485021962751,0.43686044193322904,0.7031864280704323,0.46243808198586067,0.43910314896502584,1.0,-0.4118579088010858,0.299853399626655,0.9180021391642593,0.18775421989099295,0.3483343325879794,0.4877276951873262,-0.16022081500623664,-0.2622511388843442,0.6970443818463046,0.718026975589214,0.34263024618054466,-0.3471908789352703,-0.43241410653363993,0.6070902348633569,-0.15966497494146076,0.09980603316246954,0.26524623560848143,0.4964245556811461,0.46830152689574933,0.47198485773618065,0.3900330082132169,0.5108290873855736,0.05470330948942112,0.6213353886850077,-0.060699256136213464,-0.4102860094860775,-0.18599939708350946,0.3377148127634682,0.17868097485024254,0.6525643967329972,0.5279973015492571,0.43698847831445603,-0.4086028900670017,0.7143980977908989,0.21732741903410296,0.4522318909111779,-0.15741097080852343,0.492088720679805,0.36695660876483027,0.1992257117173545,0.5007579889411374,-0.0037397592106725957,0.6612360217353707,0.5098051056655263,0.7608176403390104,0.10669341982044085,0.7583113191576693,0.19321965719301318,0.7840708160347162,0.11657851658691182,0.2829158765347466,0.4017242917715623,0.3312665940657219,0.5358896555170727,0.18739421802887063,0.14416739528061526,0.5564576658412557,0.08398491757718306,0.6412276103023411,0.7545045898958617,0.1905914349362691,-0.01235542065191264,0.6680556381239152,0.5845256021885245,0.20388056926009598,0.31723901239494456,0.5431927935394243,0.5668335582275544,0.45054208389582595,0.19737150675612894,-0.24056972161390344,0.6858474330040393,0.35256599446677545,0.11945694673231232,0.16178371502186195,0.5048995548597396,0.4939158517348797,0.2593156909004349,0.45557781446362644,0.5587870550360737,-0.40402243899421086,0.7373307647738733,0.837229886419974,0.2882729095500784,0.35260094266832254
