,Thal_PuL_L,ACC_sub_R,Red_N_R,Putamen_L,Thal_VA_L,Cerebellum_4_5_R,Temporal_Inf_R,Thal_VA_R,Thal_MDm_L,Temporal_Pole_Sup_L,Cingulate_Post_L,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,SN_pr_R,Fusiform_R,Lingual_L,SupraMarginal_R,Vermis_9,Cerebellum_4_5_L,Rolandic_Oper_R,Frontal_Sup_Medial_R,Cerebellum_3_L,Parietal_Sup_L,Thal_IL_R,Temporal_Mid_L,Occipital_Mid_R,Thal_AV_L,Temporal_Inf_L,Thal_PuM_R,Thal_PuM_L,Cerebellum_Crus1_L,Cerebellum_Crus2_R,OFCant_L,Temporal_Pole_Mid_R,Cingulate_Post_R,Cerebellum_10_L,Rectus_L,Hippocampus_L,Heschl_R,Lingual_R,Vermis_1_2,Thal_MDl_L,Rectus_R,Thal_LP_R,SN_pc_L,Red_N_L,Calcarine_R,Cerebellum_10_R,Frontal_Mid_2_R,Cingulate_Mid_L,OFClat_R,ACC_pre_R,Parietal_Inf_L,N_Acc_R,Temporal_Sup_L,Supp_Motor_Area_L,Thal_LGN_L,Vermis_3,Occipital_Sup_L,Vermis_10,Olfactory_R,Precentral_L,Temporal_Pole_Sup_R,Temporal_Sup_R,Parietal_Inf_R,VTA_R,ACC_pre_L,Occipital_Mid_L,Frontal_Sup_Medial_L,Angular_L,Postcentral_L,Supp_Motor_Area_R,Pallidum_L,SN_pc_R,Occipital_Inf_R,Frontal_Inf_Orb_2_R,Thal_LP_L,Precuneus_L,Thal_PuI_L,Olfactory_L,Occipital_Sup_R,Caudate_L,Cerebellum_6_R,Postcentral_R,Amygdala_L,Amygdala_R,OFCpost_L,Cerebellum_7b_R,OFCpost_R,VTA_L,Putamen_R,Temporal_Mid_R,Thal_IL_L,Cerebellum_Crus2_L,N_Acc_L,Thal_MDm_R,Calcarine_L,Hippocampus_R,ParaHippocampal_R,Vermis_4_5
Thal_PuL_L,1.0,0.06984052154384263,-0.16646561861742196,0.08295734889600401,0.230227858763006,0.16465991055130222,-0.10123152711185668,0.06152347536667853,0.19128574265088655,0.045413201261654323,0.10516432321976736,0.34488664303273703,0.15316628636844754,0.16480950720818102,0.03643999458252886,0.10747427884955726,0.3333855848215974,-0.1424947828521295,0.06836733905700274,0.04378394411838614,0.1960940625123722,0.004309191920761968,0.03919332744361862,0.06035899737230005,0.29834368904085745,-0.0536891232251892,0.14406987818512035,-0.016456581018904872,0.03197059596083909,0.3770093419226422,-0.19640855700755028,-0.3573417703724597,0.023419510076867583,0.016404025437436038,0.17168660069030345,-0.012856827609094538,0.01573198960054329,0.09222447103129171,0.372332492532311,0.13364420163084298,0.1178766696031979,0.04098743689245616,0.021403766918324546,-0.08413445339321568,-0.025152227946449515,-0.05174692324145717,0.21732741903410296,-0.03849451271791202,0.1844493395895399,0.2521988613518431,0.18505677531120265,0.011111810975054422,0.2577912492435581,-0.06593452019713474,0.389373301143857,0.31143550862440145,0.04053619182035128,0.20175817357179723,0.2360647063879381,0.060384114727973365,-0.14313690905858018,0.4233813821484524,0.17995539454105428,0.1186035140305173,0.08272552743321433,0.03028958350954201,0.08615360471892791,0.16771117348181702,0.17002941596680463,0.09402210347870092,0.34330609884924035,0.1880942379067632,-0.04821110054677831,0.11878075308705535,0.0487293455581586,0.21615621594274598,0.15838738884411233,0.28290200923855763,0.2639358385814929,0.044918732237391,-0.13753327995512588,0.15300313120897602,-0.13756652140911632,0.1791639906530375,-0.061703943351362145,0.02241170864697308,0.05871328950423004,-0.04837006326947447,0.12891877661762557,-0.0938038794926668,-0.007352118000368665,0.07357971632062746,0.0873322354200362,-0.1052093813083292,0.1252649437464341,0.15791897576693323,0.04297809923475826,0.15263601659763265,0.16132538231909413,0.00879117551883785
ACC_sub_R,0.06984052154384263,1.0,0.3870815281730323,0.3181067285403616,-0.19346202824123263,0.15275942595877823,0.2116778817191092,0.2306369396819471,0.0716529119098777,0.514173113712282,0.22903937540818586,0.395869626535152,0.35403007545636905,0.48439708949980637,0.2098354865966007,-0.14934337356722918,-0.2130365863904186,0.2216411645783825,0.47256008852674347,0.40006643745127657,0.40354177882833303,0.5437962897786355,-0.30463551545683804,0.3030219255413154,-0.055265699223349896,-0.3022034698733184,-0.195328854236527,0.26879672175049013,0.1587345035307186,0.26185835995130086,-0.24854541460379517,-0.009577476888936386,0.44706680126873105,0.6372957186384376,0.32239980560562376,0.2022943612660058,0.6570171263506651,0.4698213742847748,0.10339747557227556,0.03053431405660088,0.5217894727908209,0.028772174031207496,0.6636785663076626,0.46702707422741246,0.5861937521257994,-0.3475148878853269,-0.23950695462535565,0.257101457324149,0.21876977391000396,0.14119315092019072,0.35757446423177114,0.2096000094854224,-0.20610896671453843,0.13813068645185358,0.006058262170579162,-0.18973133000115924,0.38735476454556683,0.29786897778408133,-0.39905615703769215,0.31582634217571187,0.4843697813464787,-0.25977660623274657,0.10773313483775693,0.10488471079459134,-0.37437984447644096,-0.556977993418014,0.3614531022577705,-0.25090610014322845,0.5381264206935565,-0.2297586040829637,-0.10594335426898505,-0.10191296911615917,0.3494908275838132,-0.3222809672733823,-0.1666645436231233,0.09178813779479371,-0.03986353981882635,-0.05865608581260737,0.174464027311987,0.49430742198343264,-0.2061974888918632,0.3642039682000605,0.08874517697181247,-0.31098947691304096,0.6370660428362659,0.6799097924881046,-0.14973964674903473,-0.4824808971311712,-0.16598012551722915,-0.1333365289682145,0.6704163427655281,-0.01821734982882965,-0.35920530786782,-0.5296290000505308,0.6039713242190557,0.4549095942197834,-0.12014315315160037,0.3659592287684264,0.582073827318253,0.21102639057462902
Red_N_R,-0.16646561861742196,0.3870815281730323,1.0,0.2571230318508793,0.18163962941339504,-0.26129672936293136,0.0441038237330237,0.03859488355329931,-0.5252491522412465,0.3637774222672648,-0.31925438380819443,-0.138864582882416,0.17259454882061906,-0.0973518532904535,0.06802744253818074,-0.10570746343611877,-0.7958763199424734,0.15753767790182593,0.13558459527260858,0.2122916629593595,-0.002001819025172837,0.028245409902887125,-0.08230613542594575,-0.4306559659112971,-0.13892268684086267,-0.5023739528518775,0.05040159228001858,0.2802923263104816,0.5528217903651086,0.14654857386947964,0.007121922609467022,0.4080607363065522,0.8358379809375681,0.5862055924210168,-0.07138899219118228,-0.32551684007881715,0.7252676951015129,0.3874836966961119,-0.24382558109916727,-0.27114972602634596,0.15720292567535188,-0.2928671029501619,0.5909880347003984,0.34687527358073794,0.27175786313738975,-0.604309667975399,-0.4118579088010858,-0.14389669224463983,-0.36115704886740224,-0.5039603278831288,0.2913956967399451,0.18319125709494716,-0.6602608174646609,0.47018746192617666,-0.3591531834773708,-0.6881784676603567,0.05458706271634336,-0.12283231458324936,-0.4470361316671244,0.2408776162160877,0.40733230930887243,-0.6813815723388926,-0.16554692932713574,-0.2357604008290103,-0.3744293095714732,-0.7456834358919149,0.30782725958397217,-0.6500922833530303,0.17859286089436482,-0.23424759260491698,-0.6675254047093044,-0.6418758670567261,0.3847037722994849,-0.7555492299134767,-0.5687098712263237,-0.3045657149413612,-0.043611284103642595,-0.5678982672421136,-0.13738883859440706,0.5224927593736071,-0.25305982814587247,0.2097698351634167,0.15448874774719737,-0.6090287356729631,0.5075411261004259,0.24928868785856909,-0.3835253585425253,-0.4380229705090202,-0.07041877426540548,0.5266642750119416,0.11031951191673615,-0.2326748999810485,-0.01003874474205064,-0.17356424858890016,0.5476263839167809,0.4379988178110495,-0.5495116515939659,0.3205314891802408,0.07880997344855266,-0.07229185432607388
Putamen_L,0.08295734889600401,0.3181067285403616,0.2571230318508793,1.0,0.5235102383355441,0.5498970393540119,0.659303727525025,0.4737442049815439,0.19858381610730838,0.4777340852214005,0.4875786296602733,0.44686237199327217,0.5967052574486308,0.5974026961804147,0.7646070672868371,0.6682245671496683,0.059205945108893335,0.484864735291068,0.7010539494724977,0.6918433771092803,0.27661298039027116,0.4304887881606609,-0.22221542387086413,0.05756318108561908,0.3889530102735772,0.053279977070639216,0.428562852575816,0.48017915179629056,0.6554629168131538,0.6400383622447459,0.2661291664605652,0.35511194762247195,0.14547596251704387,0.34541172088086086,0.6000663614358119,0.11170782423535747,0.13519716273967405,0.733922012527402,0.1258172468519247,0.5453385923894084,0.1962269317481486,0.36628790773661013,0.004205348113390942,0.3973218271977982,0.37766635803367127,0.29027476724982393,0.46192042215580437,0.16044355863584808,0.29081330273153316,0.21454115211470606,-0.04859123175745562,0.5399383000266118,-0.1806281552036406,0.5318933988391521,0.41636467103205405,-0.06390257300150846,0.4908750763186361,0.28444174022292656,-0.05241140988556085,0.42712026406798903,0.5039076812875375,-0.03977722823240781,0.4803315266930249,0.6386447952286524,-0.19972160779679868,0.05677043198753244,0.5212854748365057,0.056654272842601765,0.33408721679098496,-0.16626158141587716,-0.009077050744205055,0.037169680712578194,0.7863254447526886,0.14031343083306824,0.23809457207747578,0.3949302949675482,0.15606735359602245,0.31329186172381984,0.27245422079968956,0.2213795998867156,-0.1386718466517308,0.7098642885497133,0.5912743028232255,0.2402369537959997,0.30779546271011676,0.2989667439120064,0.31751660272784066,0.14316405273363908,0.5250208434642067,0.410994784450585,0.622796646889662,0.6582430540860066,0.4255930471773965,0.10773247626933424,0.2798683555749265,0.45629385645389425,0.31642413837480143,0.8411849718921979,0.6605677511336188,0.5836556096576732
Thal_VA_L,0.230227858763006,-0.19346202824123263,0.18163962941339504,0.5235102383355441,1.0,0.29899012021895927,0.1770740704049932,0.1886568309908434,-0.08060646914050991,0.10529883631621093,0.08895522297984713,0.20267942696549182,0.43196927961362097,0.2243344736800039,0.46156545526266707,0.6591311636017482,0.17276757119032538,0.23115893003532928,0.2533690440683145,0.20172158065561716,0.2475156675656674,-0.10298810631036955,0.002151516148508609,-0.3804645859466565,0.46000939964329673,0.051209144509748394,0.6642466331699525,0.17706521114383938,0.6390781253462143,0.4514042921061569,0.17995141997879296,0.1711623440596453,0.10538269628779508,-0.0674198643791864,0.3233348748129067,-0.30706398700787446,-0.09498377940449407,0.3779468328665245,0.19406426120869763,0.2950163467405759,-0.023050248791611754,0.12011852858575733,-0.27534010242625334,-0.1549632972659219,-0.16136557739756982,0.1707527436477646,0.492088720679805,-0.24935320188031573,0.17125478990341067,0.01876087446118332,-0.07592898761837552,0.3516791781611909,-0.03735265833570885,0.6207003556810522,0.4059456497355939,0.18580514080013674,-0.016689357192869698,0.05779794474923747,0.2013922070601279,0.2778357629245584,0.2107416043766703,0.233137021155729,0.3372259180712407,0.4038222198996512,0.03638313390811985,0.20898498890312128,0.19340103615497492,0.06352789038514518,0.15813516316965842,-0.08090378194390081,0.05941519275964781,0.11134452222375821,0.4304280216261723,0.09320041803860057,0.027707115469985992,0.3076900741920137,0.23603955031727944,0.26018499160841835,0.057743236669478434,-0.021947973525701336,-0.004332278760947861,0.32798244813942756,0.28761462545344696,0.4629511951302134,-0.14422933416881994,-0.15528158633835984,0.2936833918691332,0.35569740062185823,0.44874859191443134,0.6917131809961281,-0.02123251859057178,0.4467202058251081,0.759537130317652,0.3175590871220021,-0.011279435385305715,0.19365083205109798,0.0322638675167789,0.5982242992922859,0.20162996637122257,0.2658586952243365
Cerebellum_4_5_R,0.16465991055130222,0.15275942595877823,-0.26129672936293136,0.5498970393540119,0.29899012021895927,1.0,0.7644983582715554,0.5428255506178081,0.5741528749024593,0.3711968057618783,0.6334881503071847,0.5514584316247975,0.5484167237282631,0.6870542206846534,0.7578642615357037,0.624982073411048,0.5093925431623575,0.4307617282160058,0.7830396156311287,0.5820229146367611,0.42308133165149014,0.5811188461729941,-0.0019394011295955,0.5281049938843227,0.4787391682055759,0.30992266595292367,0.24394308942141896,0.5613069909259469,0.3374004278599096,0.4879905389814338,0.39457566113658676,0.18599985254076998,-0.22495558320333783,0.15095008869578586,0.6512161393506937,0.4247274950735681,-0.20373498497225154,0.5126307374452379,0.3503861729621668,0.7550572012420882,0.45127872308179556,0.45056530954750856,-0.1611081676814181,0.25249511895499477,0.44158005118238963,0.607715563509421,0.6612360217353707,0.40976711300718816,0.5294559441769687,0.5354281832756268,0.06945982785152766,0.5583323100469004,0.22924613189381407,0.3090074990014717,0.5865182407338321,0.26477895442379534,0.37036314696360007,0.7235646523142099,0.13240728465093213,0.4763696042573224,0.2750044516748584,0.329017395140782,0.6438804106881146,0.761555043713386,-0.009172741038122613,0.41952737650308874,0.41490504727339433,0.42977712744404195,0.3743481861347725,-0.12296794657596895,0.38199528389604437,0.332781964847125,0.32176883645982396,0.5015965601229698,0.6066049589228343,0.6077192892447155,0.1853148299600179,0.5687118929738911,0.36543308966735794,0.12496772220718978,0.13085937709989787,0.5800988467954188,0.601321622490557,0.4508114315487721,0.041082331111203726,0.2481137562292687,0.5090707992774978,0.3936008389687051,0.5812172321893803,-0.10157869011674629,0.5289959989139925,0.7856427710967412,0.23152366249519632,0.26175855154564753,0.14618193218038072,0.25825280863471406,0.6246870192281134,0.6183171852754453,0.7229545452558374,0.8244543053309276
Temporal_Inf_R,-0.10123152711185668,0.2116778817191092,0.0441038237330237,0.659303727525025,0.1770740704049932,0.7644983582715554,1.0,0.5038493078807044,0.3956386183356357,0.5643623829495643,0.645186016204067,0.525980562215514,0.6768164466172355,0.5943628888067987,0.8562409740960838,0.644624280402303,0.1747340200195108,0.5226067092255415,0.7403001118720519,0.7717934143311052,0.39125207303586135,0.593056696062522,0.006525456400546726,0.397038841674182,0.4596966515696957,0.2982354838876448,0.12522519623619469,0.7508032033210617,0.47093676262859346,0.349209186816828,0.5977275674993191,0.5456151092910146,-0.022135241537229334,0.4330440981970001,0.6775810692319092,0.45628942574771647,-0.01585937423321035,0.5659888867501357,0.08728930528221134,0.7956227931501753,0.3030753976722356,0.3076066037087504,0.0007498105449896911,0.5065785400589708,0.5087163362544359,0.4816042919014995,0.5751007343466821,0.5008656945742196,0.43572229468679075,0.4373811058787216,0.10149704128801583,0.7405597216685308,-0.07357160107585377,0.4289007826629971,0.3869973935114927,-0.005663533380467181,0.455113993800873,0.5833160678481871,-0.0475417051065777,0.43062842799710993,0.42698288506171994,0.019244619648021013,0.6216971912032327,0.7042763214184334,-0.15404585366996185,0.22991613080661336,0.6119716384119902,0.32001286103785714,0.4513475213388664,-0.13134233762285433,0.1219351544042661,0.182893370608253,0.49040270411178083,0.3341863103014806,0.6513824603048363,0.46889167647607183,0.03473392693707732,0.386580127801909,0.23462488774394766,0.3126587205635401,0.10470158173894774,0.6882748751294786,0.7960346347110604,0.2305289231499415,0.2071731164347411,0.26404138764484625,0.44907236613138435,0.29563501131685177,0.654977012195105,0.034070482570992426,0.5975620372490508,0.8196305254904421,0.1212138950124414,0.3419003021898092,0.2839081921630138,0.36082275138594216,0.640043491473867,0.6344471229802563,0.6303648912562908,0.8467682697709787
Thal_VA_R,0.06152347536667853,0.2306369396819471,0.03859488355329931,0.4737442049815439,0.1886568309908434,0.5428255506178081,0.5038493078807044,1.0,0.4269965644326455,0.15522626721406882,0.4083372888920815,0.29811664744173555,0.3376906243068351,0.49403283807057385,0.4344761795327994,0.3801689128900844,0.1456979801320155,0.1902578629970118,0.5151791337625742,0.4978515590087555,0.11875230793976344,0.33255207459965447,-0.03546048131057874,0.3636107569044103,0.23324098694428932,0.11638468613318699,0.2400304253400927,0.2640320483965554,0.3264704740913465,0.33299804005324374,0.05178661455439883,0.07969866226974445,0.026650631039986643,0.15250424367940843,0.3620130703334522,0.27896918946697696,0.06251365574885609,0.2729426907624852,0.13623715666994607,0.33888175417365884,0.15430828941794283,0.5018765204275092,0.10199055046101885,0.14008812453131647,0.3825318690104463,0.3949408437156846,0.3034717593125892,0.2753515231642322,0.1646250111897364,0.2749100823002318,0.020127257530862645,0.4117950887808655,0.1131873694106894,0.3338919147408725,0.33953959460327904,-0.02955136722902499,0.29794172867534935,0.29384854588555664,0.07687252082090074,0.17095649939491178,0.29387486960925685,0.0727178351419245,0.23990633561621663,0.4445057689129778,0.07741352909226565,0.1583597100747446,0.4344991659253298,0.20901021105544215,0.18314807758729446,-0.06769138480259079,0.1878039294884029,-0.009740196477627699,0.318873552920846,0.1421056806406611,0.20358464604019846,0.2204470560689174,0.10324726103862472,0.32061684976214305,0.29617302869136125,0.28942953468267674,-0.05080555335071008,0.5074062799808329,0.277621779866183,0.10568645280991866,0.15825780575567194,0.30577232122236786,0.21379973709327696,0.11230322568760708,0.4702064298803542,-0.02456987875996266,0.5453259473070117,0.4900509420129511,0.11725351739803574,-0.013239710540852462,0.26622097113783316,0.43944645950160066,0.3200665225603367,0.4454137066253198,0.5648395330381056,0.38132667133381737
Thal_MDm_L,0.19128574265088655,0.0716529119098777,-0.5252491522412465,0.19858381610730838,-0.08060646914050991,0.5741528749024593,0.3956386183356357,0.4269965644326455,1.0,0.17195634119424977,0.5583569424967927,0.4934098322757163,0.1876914164038574,0.4970600691235058,0.3106922345815607,0.21986386317019554,0.5687025027540263,0.13446479636731912,0.4053361169278468,0.4255126780412677,0.17218319194751286,0.4072539435038703,0.05759028374615237,0.6725905014252133,0.2962906603527297,0.13227250799365828,-0.060193456043362306,0.23706353513803588,-0.07652125551302992,0.3014843183277643,0.18451665925155186,-0.09494909560495661,-0.47550329665331675,-0.04035585550176196,0.4513957015158207,0.6305945501834712,-0.34135972270147447,0.19843390606434255,0.48209184032022734,0.48329784513387924,0.20614842542280004,0.47251828074763663,-0.16875419842339073,0.20622681575520316,0.3306991169747761,0.4977950268235965,0.46243808198586067,0.531375054739561,0.43801815017332874,0.5773516489040864,0.017441319364811782,0.20953100561729032,0.4191525459924002,-0.15101394001617835,0.5263731192082363,0.3589815001469091,0.3693981590218123,0.4876475011692129,0.14730172161211952,0.0916041626701448,-0.07691626476974575,0.46360597941264853,0.4206618356532229,0.5924619956216706,-0.014122613378307933,0.44468663109856627,0.22705329502590818,0.484489043627948,0.13841059776482936,0.09141252863758928,0.5042361232201404,0.4005011690787959,-0.03145790134033243,0.611276974266733,0.5384427199057014,0.4789719123951059,-0.030291706985198077,0.5282694394459027,0.39406771465266854,0.01899278513331849,0.029466636525187502,0.2749265730941952,0.25444704157191034,0.341565276665066,0.03142311902421616,0.17027665459704894,0.4256093022450666,0.14589964580406126,0.3354041060293815,-0.5293418811579922,0.35115744890152206,0.4480500509595938,-0.15330078822514917,0.07662881627431495,0.05412294543091576,0.03589153196856721,0.6594848292498937,0.20348190052461912,0.4170538064566497,0.4478113303841266
Temporal_Pole_Sup_L,0.045413201261654323,0.514173113712282,0.3637774222672648,0.4777340852214005,0.10529883631621093,0.3711968057618783,0.5643623829495643,0.15522626721406882,0.17195634119424977,1.0,0.2928012447539811,0.5709546398485694,0.6580596092631137,0.33799219852261014,0.5468143207064471,0.23060514147161482,-0.14579003674085134,0.5234319003722147,0.5181150331543813,0.6414330946743629,0.5143601126987907,0.44842947412037687,-0.04258598341559122,0.2147732767485404,0.3852977401050465,-0.2311329592000613,-0.16978492602985115,0.7235580000407794,0.42473031402726386,0.3686965436647071,0.3600542373438916,0.43300655574669494,0.4164366313386824,0.8213952131893554,0.5738593693808571,0.39576372997593584,0.45024868327087814,0.6787811404163903,0.2967936020218479,0.41963059864072966,0.46007831430393065,-0.05883091487344629,0.47701850455801276,0.6544432748302629,0.49330077236008796,-0.21210468524234047,0.13962326816821952,0.47341862376442034,0.3349381425545651,0.19178605504647644,0.5050201674142859,0.5377159487265204,-0.23097786524112932,0.26848930561053674,0.21069954924136525,-0.14721071558836923,0.3913235885637114,0.44286973882304903,-0.2978627981429731,0.47537043682179164,0.38829300297702657,-0.16237541344808304,0.6210108359371904,0.4550109574038164,-0.32259901029162946,-0.32670097213854316,0.5947978329229736,-0.1023431515460439,0.6482386093607423,-0.10184453621106723,-0.16678935885142868,-0.03626209012338625,0.4389752065275321,-0.1555098259914049,0.15810698219510333,0.4149108249548599,-0.029067980107420524,-0.000802978266871741,0.09467255355894483,0.5996961103000216,-0.07376706194090492,0.5504730134056203,0.5757524787035201,-0.09941337766630051,0.5737647402677866,0.4128534149568679,0.24303394412171764,-0.12901594105840583,0.2450723904196212,-0.00653960180161345,0.42332542515523053,0.34594230505369994,-0.2077058048580538,0.04783189162557827,0.653778826217316,0.3059904660560211,0.15091139331584347,0.5483451867204594,0.4957745100330118,0.5272355898370816
