,Thal_PuL_L,ACC_sub_R,Red_N_R,Putamen_L,Thal_VA_L,Cerebellum_4_5_R,Temporal_Inf_R,Thal_VA_R,Thal_MDm_L,Temporal_Pole_Sup_L,Cingulate_Post_L,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,SN_pr_R,Fusiform_R,Lingual_L,SupraMarginal_R,Vermis_9,Cerebellum_4_5_L,Rolandic_Oper_R,Frontal_Sup_Medial_R,Cerebellum_3_L,Parietal_Sup_L,Thal_IL_R,Temporal_Mid_L,Occipital_Mid_R,Thal_AV_L,Temporal_Inf_L,Thal_PuM_R,Thal_PuM_L,Cerebellum_Crus1_L,Cerebellum_Crus2_R,OFCant_L,Temporal_Pole_Mid_R,Cingulate_Post_R,Cerebellum_10_L,Rectus_L,Hippocampus_L,Heschl_R,Lingual_R,Vermis_1_2,Thal_MDl_L,Rectus_R,Thal_LP_R,SN_pc_L,Red_N_L,Calcarine_R,Cerebellum_10_R,Frontal_Mid_2_R,Cingulate_Mid_L,OFClat_R,ACC_pre_R,Parietal_Inf_L,N_Acc_R,Temporal_Sup_L,Supp_Motor_Area_L,Thal_LGN_L,Vermis_3,Occipital_Sup_L,Vermis_10,Olfactory_R,Precentral_L,Temporal_Pole_Sup_R,Temporal_Sup_R,Parietal_Inf_R,VTA_R,ACC_pre_L,Occipital_Mid_L,Frontal_Sup_Medial_L,Angular_L,Postcentral_L,Supp_Motor_Area_R,Pallidum_L,SN_pc_R,Occipital_Inf_R,Frontal_Inf_Orb_2_R,Thal_LP_L,Precuneus_L,Thal_PuI_L,Olfactory_L,Occipital_Sup_R,Caudate_L,Cerebellum_6_R,Postcentral_R,Amygdala_L,Amygdala_R,OFCpost_L,Cerebellum_7b_R,OFCpost_R,VTA_L,Putamen_R,Temporal_Mid_R,Thal_IL_L,Cerebellum_Crus2_L,N_Acc_L,Thal_MDm_R,Calcarine_L,Hippocampus_R,ParaHippocampal_R,Vermis_4_5
Temporal_Mid_L,0.29834368904085745,-0.055265699223349896,-0.13892268684086267,0.3889530102735772,0.46000939964329673,0.4787391682055759,0.4596966515696957,0.23324098694428932,0.2962906603527297,0.3852977401050465,0.4545085165363907,0.6687395058623242,0.6433597159092995,0.2904701078182564,0.5124020041442849,0.6751027898102835,0.460369990489746,0.26851785031202924,0.22702225309404425,0.4894630331656135,0.41677732856908883,0.04177593159377117,0.05941814900155117,0.08238286467749709,1.0,0.19043777265231873,0.2875748000166983,0.47343181972075377,0.4072693609398453,0.359948628763224,0.28799212839885585,0.05830135843058503,-0.02997361223360825,0.21455873008774282,0.6454773584640502,0.04466555301283085,-0.13476961254681788,0.22205317797816265,0.487320951435835,0.7153727772673618,0.030987818442881305,0.140388167742237,-0.1816045351706367,0.031197615017079572,-0.12559540434336589,0.2133171147885636,0.7685471691221368,0.07200643369098969,0.4046208197823582,0.5826636239110963,0.17370252280210965,0.5270867275854411,0.25866672180710726,0.18721860405856683,0.8272563459957786,0.48991825593962346,0.04269230467482606,0.4086050509041854,0.36614203880728846,0.180377116840423,0.045038496300081415,0.6126047007313045,0.6278853152034671,0.602623875594289,0.10535314112934281,0.3784345076710499,0.4491992337725204,0.6408773446346397,0.438948494604247,0.28809718311531335,0.5222203266605845,0.480942086614758,0.20519451418401177,0.35692218949144067,0.4512252189510046,0.5535625466057241,0.149972131693487,0.5772926750077345,0.28553790612746904,0.15393520700096652,-0.016423102599456667,0.3105550511192243,0.4190678416964423,0.486435089532537,-0.07416765610263544,-0.04198338123998963,0.4477389292292609,0.363719844584152,0.5957270279887035,0.17080452383775138,0.06378063142116865,0.6789141920612088,0.31010292299843467,0.43750592399629024,0.17701941039759586,0.3963017902594135,0.5385841199759084,0.5267773284985641,0.29219800373720184,0.4964646189063057
Occipital_Mid_R,-0.0536891232251892,-0.3022034698733184,-0.5023739528518775,0.053279977070639216,0.051209144509748394,0.30992266595292367,0.2982354838876448,0.11638468613318699,0.13227250799365828,-0.2311329592000613,0.3538851654992843,0.0715727729175066,0.06566762383097476,0.18059242181616197,0.25089251922744354,0.4429711731958084,0.539341489093062,0.04486886958238365,0.05137777668342061,-0.022030598190602213,0.01274934742958718,0.03257308667362176,0.03750872165742779,0.13713157196803036,0.19043777265231873,1.0,0.14048268974358058,-0.019016563847130477,-0.15373965637932674,-0.031182780611359658,0.24201262155090783,0.06983094451194688,-0.5243888061693832,-0.3323077358795829,0.16329970478000988,0.08465122997722187,-0.5204900256258391,-0.15791152869356986,-0.06767895869630754,0.44057166191974506,-0.20271852629526776,0.2782183029478668,-0.504950155926005,-0.20713066212311068,-0.1875485040185581,0.6111150599908327,0.5108290873855736,-0.03461057593172055,0.2822488942780709,0.4064382589855633,-0.26100814792142757,0.07116180486136148,0.2949145507775957,-0.04211719668935958,0.24902483386787014,0.38559266701902317,0.01920001303547932,0.11857504243609825,0.3267400603900123,-0.035987777078792145,-0.05070110207166789,0.31250018359038567,0.2094132572928078,0.282886728449651,0.2231090642845892,0.5789180610048928,-0.15498071119897147,0.5179459963232288,-0.1055008374924414,0.11539095006939235,0.37934915547875236,0.4318554284277929,-0.04949318300647421,0.5515911289234614,0.5974241105398614,0.1708519725705617,0.07680180775396105,0.4893536676086169,0.038813602901062685,-0.41923943112452117,0.4104526300291173,-0.022483961392541493,0.17806820509988103,0.521167313848521,-0.4436924183401738,-0.31336859374967646,0.3944416654129608,0.532436959801875,0.2665602065111569,-0.030509325590811816,0.038309485729436626,0.4821011645457659,0.2869476937126083,0.34609367136393615,-0.455918957014295,-0.17641001007586624,0.5500167284772213,-0.055038423645637755,0.00422730649449299,0.28776622212025277
Thal_AV_L,0.14406987818512035,-0.195328854236527,0.05040159228001858,0.428562852575816,0.6642466331699525,0.24394308942141896,0.12522519623619469,0.2400304253400927,-0.060193456043362306,-0.16978492602985115,0.23535587996239996,0.018038123560197666,0.14654104080918529,0.25786640990621196,0.31191761507963717,0.5801338654845974,0.1870207898331267,0.08918675039211389,0.18723481402252337,0.14100588278810158,-0.024283423057762082,-0.059697621639114934,-0.2599283394846407,-0.2843375598946478,0.2875748000166983,0.14048268974358058,1.0,-0.1553988570292117,0.4423367061107584,0.26245357665123703,-0.1576267796383039,-0.10701712735938824,-0.0573482916998719,-0.16339138195625738,0.18224419602697442,-0.39640989477084815,-0.06844269205442917,0.2189478636520969,-0.10219368876445804,0.20405663570971427,-0.1141913414020364,0.3561710270821777,-0.24072175524023984,-0.29181350179200677,-0.2346299066115513,0.3457331040754052,0.42618241674199914,-0.29482885470001763,0.0054980169907880485,0.13308486165571962,-0.40792697287775326,0.2633628952469842,0.08916120436344674,0.40800458006757995,0.3892062906352965,0.19453215936406337,-0.01937393606915136,-0.1159751156599775,0.3711838276169428,0.1241623883626802,0.28655664383893886,0.23726761381077677,0.13638889895368578,0.25304117782817087,0.1180301051532303,0.3590960033791291,0.0489464867450861,0.22033025931391811,-0.07783037013149463,0.007328260079334822,0.23232611810810982,0.17112181835001664,0.27341882362000003,0.19383854789716828,-0.017879992047816085,0.005891509192730545,0.28475733823452054,0.41012821357070073,0.3007812762690659,-0.28190411599037396,-0.15640597734914394,0.15743288551304166,0.027390983773332645,0.40229623417713517,-0.22335518601006296,-0.07443765360386796,0.27878537888101373,0.22931139765614514,0.3476477934971562,0.5885761244957314,0.16766386639642333,0.39497229561244956,0.8105269348760356,0.01099440135895995,-0.3001690523199314,0.2881627683275722,0.09688653022417545,0.48875757094077293,0.2434673437568645,0.14266403426879556
Temporal_Inf_L,-0.016456581018904872,0.26879672175049013,0.2802923263104816,0.48017915179629056,0.17706521114383938,0.5613069909259469,0.7508032033210617,0.2640320483965554,0.23706353513803588,0.7235580000407794,0.2594472171623204,0.5092032855353463,0.6380190139963523,0.3590005720869897,0.6439987012587955,0.36793213998106195,-0.07899767906308443,0.46072151494990843,0.6242570463865978,0.6261404484245717,0.4466489775433302,0.5051213680126376,0.2343012687797806,0.26005012522920096,0.47343181972075377,-0.019016563847130477,-0.1553988570292117,1.0,0.45856818033776403,0.3804504788432001,0.7091364147937226,0.6404078875128075,0.2956289018228136,0.5811139645563383,0.5238356346166121,0.3455029044100904,0.15890934616834881,0.5873072574927225,0.22421277606546233,0.5760845473691669,0.50261136701811,-0.02039648590800429,0.19609219112503984,0.577079129111175,0.5407732075681179,0.03291125349744295,0.31542188994734,0.40749549401573765,0.3157553625541436,0.18536282412457997,0.476899902774706,0.6186698058813651,-0.25438690429448535,0.3629735587581721,0.21368331606223676,-0.1632479782998037,0.3413749532316438,0.6990839353510733,-0.2265799185070947,0.5013463282864319,0.26421455961382173,-0.10492357341327994,0.5705467246183911,0.48319849628734146,-0.29815764969493774,-0.11926943492461822,0.6099292423866979,0.04975897351927612,0.575162957383112,-0.12432271499180518,-0.1380018714636695,-0.040194566510017696,0.4577241598133757,0.02290827443665238,0.3845642478211138,0.4950661430855586,-0.06946787624982155,0.0017910883242891215,0.07753251479316751,0.5596036704547065,0.20710642005792093,0.5983484683824336,0.761838711596219,-0.06749971554273287,0.3369797845562762,0.19807120894350777,0.2157765278876497,0.10384208342924679,0.4715396532201463,0.022674044088302838,0.3126259183548952,0.4892695770370318,-0.10695188884668258,0.4152281099670293,0.6106677087529587,0.33436022209205474,0.31260304296730973,0.5419546323775202,0.4302712061330128,0.7395184026655413
Thal_PuM_R,0.03197059596083909,0.1587345035307186,0.5528217903651086,0.6554629168131538,0.6390781253462143,0.3374004278599096,0.47093676262859346,0.3264704740913465,-0.07652125551302992,0.42473031402726386,0.28043192332511924,0.30998708532517555,0.6558714654448177,0.22538470035875333,0.5484283367823182,0.5326332207530251,-0.1573859576241975,0.4362151396558594,0.41097322217467935,0.5674682565759186,0.3747703778549537,0.1975860041105966,-0.16306576875480996,-0.13069867818449388,0.4072693609398453,-0.15373965637932674,0.4423367061107584,0.45856818033776403,1.0,0.4990842619091261,0.24018507058746918,0.36667816825300714,0.41115129755888585,0.4033637644296147,0.5563828887579106,-0.11475058954809658,0.2676033276512304,0.6513834171832448,0.17903440187958883,0.3335727373768028,0.21189134410620575,0.018855937761743966,0.1201501635491447,0.3550211327641854,0.1523153839299808,-0.07590075783274987,0.299853399626655,0.022844690931462457,0.16839084603349214,-0.025160770316140398,0.18424298273401726,0.5973534323857711,-0.33321812667372946,0.6853903237525193,0.3020465153896082,-0.1519294194395182,0.18485254548483693,0.25284991599524403,-0.1571936124084425,0.32344208833476273,0.45516658442902824,-0.11257625572593696,0.36671176339111883,0.4858808457903737,-0.26009664094704404,-0.19947114461001114,0.5148612608197531,-0.12359924940821962,0.3980448548537916,-0.19350851177631617,-0.21589083897980768,-0.09194901014715795,0.5360185780778656,-0.23083434174908898,-0.058387180372547455,0.27518872439559416,0.10385067120911799,0.11058517767717298,0.11850930618912166,0.36176908421722415,-0.11478906791603422,0.46910702942593596,0.5149737968444943,0.09905303416954472,0.3164312246298577,0.2712205755627063,0.19126344324624364,0.0580557598289056,0.4616166726434666,0.5778129185270338,0.2529114928301735,0.4643202495234558,0.4197508715417536,0.16427159624385199,0.4010921147508191,0.625186613599615,0.03743644413445222,0.745405099461821,0.3567879891491127,0.47630690980141654
Thal_PuM_L,0.3770093419226422,0.26185835995130086,0.14654857386947964,0.6400383622447459,0.4514042921061569,0.4879905389814338,0.349209186816828,0.33299804005324374,0.3014843183277643,0.3686965436647071,0.2975623489733795,0.410109879555061,0.3930004478038872,0.4989944176757677,0.476437053971872,0.4472430132704594,0.16562109518948595,0.2541439722438047,0.5588884764023203,0.4955917449900468,0.19426635800783668,0.3433256207195822,-0.04820845476950798,0.13245197273880285,0.359948628763224,-0.031182780611359658,0.26245357665123703,0.3804504788432001,0.4990842619091261,1.0,0.14877482298067554,0.14510268669552776,0.16936531252111386,0.2505176281968472,0.44720497495735084,0.06712291383950325,0.06894965714921808,0.5958194768157833,0.3302009602674011,0.38378329235172914,0.32325339810070347,0.28199560230798015,0.05115438073400474,0.31605029619858627,0.3454330601521772,0.12565571560450164,0.3900330082132169,0.09082623120317233,0.19539104431495719,0.20606903489206455,0.17338136719930874,0.33416607943205306,-0.025021319885564875,0.3704331484618222,0.43750864573320736,-0.019914931011767525,0.36904766332794603,0.41615485736890717,0.042476836163556866,0.3961388216596688,0.296533296586215,0.11198053331387856,0.40816337870161473,0.47478367757702833,-0.08034784777368432,-0.03379430328127112,0.37172220985114945,0.05353331167190836,0.2355584812925762,-0.07430945209985841,0.09115628096891995,-0.040462299572165676,0.4590586206093376,0.116874651340521,0.09971704936570622,0.3400608431233887,0.2908839863021328,0.2979679800774975,0.4002999929869251,0.26019089201828366,-0.13774419436497984,0.5405175041157004,0.35181917167361654,0.13687882747791558,0.17713050254921892,0.1459849114712258,0.234504941848115,0.051577974084093696,0.3704878967167149,0.19283390543084758,0.3721305193197165,0.4188115963307019,0.2727340775543411,0.0834868618922404,0.3526228422943379,0.3817338107992687,0.192243489165188,0.6525306120245422,0.4798996726017342,0.407536797918013
Cerebellum_Crus1_L,-0.19640855700755028,-0.24854541460379517,0.007121922609467022,0.2661291664605652,0.17995141997879296,0.39457566113658676,0.5977275674993191,0.05178661455439883,0.18451665925155186,0.3600542373438916,0.12280975911224074,0.13907082135272528,0.3148128848330375,0.0931825326466143,0.5563768850657859,0.43538341254902096,-0.01419798699500446,0.4040539222773875,0.3521020462102419,0.3137017821928895,0.11006767654608317,0.18292282337457993,0.31458440072800353,0.04300116549427745,0.28799212839885585,0.24201262155090783,-0.1576267796383039,0.7091364147937226,0.24018507058746918,0.14877482298067554,1.0,0.8014801776201522,-0.12851749748006402,0.11876178424611626,0.2687398581261711,0.3209245891510585,-0.3450886576462579,0.2626614371426666,0.01894377322430681,0.5471351671533113,0.054371826924708266,-0.023565463599183628,-0.29608393973538694,0.41066512280482903,0.2670689579569273,0.313301302349151,0.37636231316791297,0.2759390702186468,0.16035426450189916,-0.00463671740640851,0.16031949691028935,0.3596563971641436,-0.22804164767163465,0.25871932497361955,0.01723575716216749,-0.15054602872331407,0.22425796471446968,0.3385174416785015,-0.13888468562354125,0.2697952182714316,0.04502210138281566,-0.11987967749199363,0.3887117569606706,0.36936315960603694,-0.15707703638905465,0.21971383653798768,0.283284578649728,0.0795669013898847,0.09546710678258219,-0.04304332244556084,-0.2135436252869173,-0.035538066850817694,0.28502423939242905,0.2684036566302399,0.560895651346266,0.37277231880833966,-0.08525236392779119,-0.03883465867479052,-0.10989495801034131,0.1979626678281049,0.3633123876363458,0.3911371451658292,0.7887515844079936,0.08880145056466596,-0.05647897644799805,-0.28015346542217573,0.2698362658344923,0.4950187781271404,0.4886138529349982,0.08325915409466998,-0.037995903651619874,0.4474719451993777,0.03871407051504036,0.8239022955040677,0.15542044157613927,-0.14780037449635988,0.42065146842596374,0.20143560901035815,0.012160349935016744,0.5458469363288606
Cerebellum_Crus2_R,-0.3573417703724597,-0.009577476888936386,0.4080607363065522,0.35511194762247195,0.1711623440596453,0.18599985254076998,0.5456151092910146,0.07969866226974445,-0.09494909560495661,0.43300655574669494,-0.021414269949088745,-0.006388508753901748,0.27807466761172034,0.09791920522804853,0.48804512396043337,0.2825573703354303,-0.3913878644481203,0.5044721455854886,0.39702553817942,0.36696108159486024,0.034110275643914556,0.2580064698521062,0.15030682435840304,-0.12923730517837767,0.05830135843058503,0.06983094451194688,-0.10701712735938824,0.6404078875128075,0.36667816825300714,0.14510268669552776,0.8014801776201522,1.0,0.2122147358129947,0.3282569796775165,0.15700839182169943,0.18624008674976636,0.053341781105302966,0.3986453787777033,-0.2510406729706167,0.33238099275235344,0.03862719905587308,-0.046751169559252764,0.017718994218872776,0.4924132419057513,0.370664297304498,0.06734040008849325,0.09762305994691904,0.28031982644146836,0.0012459991186904427,-0.20836682401392512,0.13765720299424228,0.359305101973914,-0.5117849094047917,0.41916432227252726,-0.22734544028661172,-0.4605847816088044,0.26275995591638557,0.1476679404421999,-0.3166887180066993,0.33430772959383187,0.330011721326122,-0.5035736642300277,0.23557651780478273,0.16981967790049574,-0.29622537987173064,-0.10998198548809268,0.2654219282842978,-0.24453723088738458,0.1146347893003783,-0.17976828686162652,-0.5025794467670535,-0.2954405282674244,0.43087533056499944,-0.0647073270453669,0.20076470148264772,0.13003259175532936,-0.12297480853252346,-0.3005309800216106,-0.14676036199749942,0.3020816589130769,0.16615834783699318,0.39195331181552806,0.7643869857196555,-0.18727899280332763,0.20546004211675528,-0.08639377479247817,0.13344565510133313,0.20115490896464416,0.38797363399033485,0.3135728202376505,0.13773893605705864,0.2826840960493012,0.013924177120338065,0.5408426531895575,0.25939080814374227,0.00739046885387169,0.11632389266000966,0.3020620062103876,0.10259568997633405,0.3903684462069067
OFCant_L,0.023419510076867583,0.44706680126873105,0.8358379809375681,0.14547596251704387,0.10538269628779508,-0.22495558320333783,-0.022135241537229334,0.026650631039986643,-0.47550329665331675,0.4164366313386824,-0.33167756363813644,-0.05732178754902388,0.17078318192118638,-0.120219497165278,-0.038522934309980106,-0.18643806657669967,-0.6601538756777193,0.007655545216667597,0.061289849880024276,0.13217080576494902,0.041078364071997095,0.021453275144703673,-0.0098817379303789,-0.3461530406929439,-0.02997361223360825,-0.5243888061693832,-0.0573482916998719,0.2956289018228136,0.41115129755888585,0.16936531252111386,-0.12851749748006402,0.2122147358129947,1.0,0.6358830312788427,-0.06081427410387403,-0.32869033952210636,0.8045440483745332,0.32312840361208844,-0.06371092163560746,-0.30713217691391664,0.2583240762373186,-0.35986258006483407,0.7380375732530892,0.24381494927245545,0.20097210890261924,-0.6784427561096846,-0.4086028900670017,-0.14807094209690722,-0.39267814081572394,-0.38620861055264455,0.5106868540428365,0.1723060731609158,-0.4772289266014474,0.32801225124919786,-0.25571112478894437,-0.6099029208409327,0.004654603874957608,0.01592592712599241,-0.2457015435426775,0.24917953125130485,0.3226860446055786,-0.5362747724952384,-0.13095693662147315,-0.2701262911560325,-0.20678110700368668,-0.7315681937752996,0.3575596652589877,-0.500463819505392,0.2878427725333534,-0.08523725330990728,-0.5047048578183373,-0.6308844721172527,0.22897162859279832,-0.7412406951788438,-0.5479771934035997,-0.3325002001396943,-0.015706500979442296,-0.4799143612320358,-0.07541871821044957,0.6068579769532866,-0.24816504105768158,0.157954580666103,-0.0502375363626251,-0.6193106668279484,0.48051953764119915,0.24780250165877046,-0.3957718423275352,-0.41433085702959027,-0.10474376412285448,0.37703566173552855,0.06239797164597577,-0.2911334228510016,-0.10235935856173255,-0.21642701918277957,0.6405120302171261,0.4504845892528205,-0.5726795220557167,0.26161105861602824,0.050380631097084676,-0.12460398238416757
Temporal_Pole_Mid_R,0.016404025437436038,0.6372957186384376,0.5862055924210168,0.34541172088086086,-0.0674198643791864,0.15095008869578586,0.4330440981970001,0.15250424367940843,-0.04035585550176196,0.8213952131893554,0.19332861637554058,0.4118749829456486,0.49814047876720674,0.2547873743543699,0.3313536270452287,0.035983031679496624,-0.3820723007501395,0.3817346909981068,0.3979610685579096,0.6204657230791689,0.3319832798933227,0.3901419747351496,-0.09589445616569646,0.16813977258847593,0.21455873008774282,-0.3323077358795829,-0.16339138195625738,0.5811139645563383,0.4033637644296147,0.2505176281968472,0.11876178424611626,0.3282569796775165,0.6358830312788427,1.0,0.3707683089631821,0.21012544593449972,0.7154401189071549,0.5651918380575731,0.08528054539584966,0.1779780102929243,0.4485337381298884,-0.15620699044655656,0.7549999445013025,0.6363781658767377,0.5285219266927842,-0.3906686320376033,-0.0844261613902283,0.36171366507682323,0.06496955318865726,0.1229547806137284,0.5404777729057897,0.49950880063715614,-0.33680980622509554,0.29688275602349196,0.04650195334061895,-0.3658117298850976,0.265038994290791,0.3108762868427493,-0.34510686064907564,0.43556584019205297,0.45292983349733507,-0.3135460596913971,0.3609723779847384,0.18970373101071117,-0.36614130740547485,-0.5671511348741969,0.6198185509810357,-0.20832098744705854,0.565671506684143,-0.07666529691691064,-0.23950193704731493,-0.2538632349984594,0.3305017796898631,-0.3890832557426748,-0.10384124453737868,0.05852495396560849,-0.06553270346663126,-0.11189197767471441,0.09927416202525736,0.7015540308634138,-0.23645440158126643,0.4777968186928364,0.35152701083037174,-0.41721966780090286,0.615463221471641,0.515176165584205,-0.015957812626671113,-0.4041570413751914,0.10692165814141008,0.014199860554915306,0.46971643783102907,0.13640384157455016,-0.2963563538456504,-0.19281320548255698,0.7605345123127599,0.4787654869478124,-0.033955517508753294,0.44457801383541756,0.444058255740343,0.3236405431243682
Cingulate_Post_R,0.17168660069030345,0.32239980560562376,-0.07138899219118228,0.6000663614358119,0.3233348748129067,0.6512161393506937,0.6775810692319092,0.3620130703334522,0.4513957015158207,0.5738593693808571,0.8038214306688146,0.8032201539026217,0.8458610380869127,0.551287340429658,0.7124965870409598,0.6380988313308561,0.46837565687543015,0.5473772761277269,0.5323129061759163,0.7353748233477857,0.7078738080667138,0.451780111412461,-0.1772481637493084,0.4038277983390705,0.6454773584640502,0.16329970478000988,0.18224419602697442,0.5238356346166121,0.5563828887579106,0.44720497495735084,0.2687398581261711,0.15700839182169943,-0.06081427410387403,0.3707683089631821,1.0,0.3813060837353109,0.010792755644853073,0.5584193123073955,0.5122994859496082,0.777376439744822,0.2991382178488953,0.24419345032861048,-0.01847898905339761,0.45257694732619297,0.21849704003300277,0.2524139324259643,0.6577043529698169,0.3573790792540419,0.7257871821003347,0.6552705519271713,0.15539651003026167,0.6635332553270817,0.15067429478971225,0.3393598876501783,0.6707043734774586,0.40729021821670014,0.35620444087495134,0.5519456332741127,0.039472072616653,0.32057649512554276,0.3325629069795059,0.3616678370423651,0.6956736142030785,0.8671187176023176,-0.15054595019639155,0.16303503353490192,0.5340117797490914,0.3833416201522024,0.6840202667589013,-0.07556899201357233,0.3552765631614555,0.5199876589772242,0.4083035674031841,0.2851950928589097,0.5015694107478207,0.671553995323658,0.11360092956323453,0.6308157588536653,0.23936750837737253,0.23167236244455244,0.007942060180906374,0.5395799162183165,0.6097382201140353,0.5323606412427553,0.2636489968699373,0.3675617500516755,0.49400878609538657,0.2105689656269021,0.45844541165877234,0.027842721740635894,0.5186995445320057,0.7730904607339362,0.13800098358405657,0.1515413008942784,0.28815386239959384,0.41311656446623485,0.6108698920261629,0.6679154264967125,0.5939250444512895,0.769590402779087
Cerebellum_10_L,-0.012856827609094538,0.2022943612660058,-0.32551684007881715,0.11170782423535747,-0.30706398700787446,0.4247274950735681,0.45628942574771647,0.27896918946697696,0.6305945501834712,0.39576372997593584,0.38688630066719354,0.37351615037753866,0.2588848721792313,0.38605498180358333,0.31915297413671817,0.03972001662691577,0.229067697692256,0.33343869031248374,0.3810802977811308,0.3954856866734622,0.27972052396992475,0.5486942208023602,0.04429329331136951,0.6922921899027891,0.04466555301283085,0.08465122997722187,-0.39640989477084815,0.3455029044100904,-0.11475058954809658,0.06712291383950325,0.3209245891510585,0.18624008674976636,-0.32869033952210636,0.21012544593449972,0.3813060837353109,1.0,-0.1408120991986079,0.19298002541265805,0.28201286153232874,0.4262508650961904,0.26520747435975084,0.15923903503912257,0.023145523057975168,0.3857992321604965,0.5041645925257624,0.243905633834394,0.1905914349362691,0.8694263209490154,0.4530875021238999,0.32017951989531124,0.14990885802684636,0.2037565476799543,0.14247516863978937,-0.11342096457651972,0.10163450021901344,0.10396389315284456,0.41270670082870525,0.43488064209271227,-0.19770370219683508,0.1472793524939398,0.04829428685103777,0.05368824794132295,0.3696606873453299,0.4157550434249496,-0.07406644652314846,0.09984499737327575,0.24906790003549437,0.16227019720014813,0.23155349906292963,-0.1859493424926091,0.12466299584198118,0.22839972328258085,0.054925742921894595,0.3640904100164396,0.5055679600639897,0.42183670881132235,-0.1528996199994325,0.18053948158659405,0.08492763354151346,0.2326058015280579,0.16320995025625037,0.2904440154111708,0.4247486789716287,0.12342559958418772,0.31242800189120556,0.3719069880664154,0.27196067126119633,0.01828926688484864,0.18573562369337027,-0.6184786351466622,0.37248231592969683,0.2938058069735471,-0.5232158855890584,0.05431924291270458,0.25298915825786433,-0.14924973451676862,0.49550102230730053,0.05042736904250686,0.3691742237366387,0.45296201487661203
Rectus_L,0.01573198960054329,0.6570171263506651,0.7252676951015129,0.13519716273967405,-0.09498377940449407,-0.20373498497225154,-0.01585937423321035,0.06251365574885609,-0.34135972270147447,0.45024868327087814,-0.1501981052518542,0.0702868892696766,0.17694420974986788,0.03252676101663507,-0.051180275515827815,-0.2821794315153913,-0.5877572114461298,0.13351738697379736,0.14106707214201464,0.22884863876824602,0.14958585339144728,0.22042227025383865,-0.19572963200872306,-0.08622770742377,-0.13476961254681788,-0.5204900256258391,-0.06844269205442917,0.15890934616834881,0.2676033276512304,0.06894965714921808,-0.3450886576462579,0.053341781105302966,0.8045440483745332,0.7154401189071549,0.010792755644853073,-0.1408120991986079,1.0,0.36432093458242987,-0.07995720066328753,-0.2758858082674205,0.36135676977945547,-0.24329516782151736,0.8647506775311415,0.2881603798098808,0.32888765452774,-0.6432217315077648,-0.46036739469363347,0.05269293197242494,-0.18883593964817025,-0.1942907472973799,0.37840612114105204,0.1569442515814646,-0.36245284495976154,0.1835674558564126,-0.23909337161628552,-0.4637316099880794,0.10496055891900044,0.010295613416584604,-0.35683706046040325,0.2585624771147656,0.3709432057921738,-0.4766042277146782,-0.09839896138612833,-0.2359489822982611,-0.3421591732855643,-0.7360310978098149,0.2940469496351184,-0.4693199109174713,0.37664550559696297,-0.16990826597807765,-0.3718639066433159,-0.41920659672570865,0.21289371417198014,-0.6837766352055527,-0.544615392640404,-0.2656379832513872,-0.09739071333294769,-0.3857699296125168,-0.00698856947139796,0.5399514511796178,-0.3627107104461562,0.16560425405295875,-0.0900485363614438,-0.5839206903293568,0.6507521444774492,0.5386481996507874,-0.34762832093392826,-0.6523669122913756,-0.22693141534784456,0.15273329243909978,0.3196795315024935,-0.29630526344326513,-0.2564214963696161,-0.571704749055282,0.6170475244027297,0.4314595341666025,-0.4919374463458629,0.26190291832696183,0.28398892369699424,-0.0930153443469886
Hippocampus_L,0.09222447103129171,0.4698213742847748,0.3874836966961119,0.733922012527402,0.3779468328665245,0.5126307374452379,0.5659888867501357,0.2729426907624852,0.19843390606434255,0.6787811404163903,0.4020040064810654,0.4818850424572946,0.5825165860656918,0.5112745712006473,0.6673933099609334,0.4064598229818468,-0.07598687025709815,0.5811614962706106,0.7522897123102951,0.6611916011139637,0.4113666910691558,0.551090114907506,-0.2005267416969423,0.1787879323927087,0.22205317797816265,-0.15791152869356986,0.2189478636520969,0.5873072574927225,0.6513834171832448,0.5958194768157833,0.2626614371426666,0.3986453787777033,0.32312840361208844,0.5651918380575731,0.5584193123073955,0.19298002541265805,0.36432093458242987,1.0,0.2599362785096838,0.36885679190548837,0.4513900238881244,0.1399442328309742,0.3044306282088207,0.5341673660209051,0.5475228768301248,0.014551423028526477,0.19321965719301318,0.32841626717988753,0.3089771718986723,0.13817907423733353,0.23850983834379055,0.48560290723944693,-0.2618922744597524,0.47782799236009826,0.24317965915081377,-0.16737709501462347,0.4799887467182277,0.41924061159752424,-0.25251458050242065,0.5834607723719856,0.5248212449268912,-0.18392923907319533,0.5362100519740683,0.5435625129497343,-0.48635523495456495,-0.24806226122914354,0.47439489978376476,-0.18620426650106864,0.5144543922915673,-0.16007949564368293,-0.20915722947272516,-0.08535105226746309,0.5911491471683606,-0.09378354287988208,0.0755938956186214,0.36459326447299495,-0.00814726049728382,0.1254105912654306,0.2024041973289523,0.37400802861078064,-0.13807563746235138,0.6281409358022902,0.563950641674483,0.004444135526449354,0.505884628745886,0.4681231105238996,0.25050201714219733,-0.07599515883557903,0.32660842251128797,0.22561052856867195,0.5679746682761943,0.44846209952023197,0.16722150695317387,-0.05418450611558947,0.48758376787667834,0.4241394066619172,0.13240697663276813,0.810973958721815,0.6765888584168371,0.583428206480539
