,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R
SN_pc_R,1.0,0.4725259634545101,0.42508533622805916,0.4718116407488168,-0.6258898288090582,0.18435355946399773,0.7092048255602019,0.7273339937640745,0.3341863103014806,0.46510018024204336,0.3533633756103805,0.19383854789716828,0.8066611736746536,-0.14515840992476928,0.05232204378639789,-0.2534769544673437,0.5129218568238865,0.16040005287240247,-0.046252696397784655,0.5923856045724666,0.5809871231055971,0.3868968688415909,0.10129124106196769,0.6261892103627229,0.4089426005493902,0.0636877902437616,0.2509894582900707,0.0890599635438365,0.6899514304316821,0.7471853207924164,0.6181891662981289,0.11878075308705535,0.14452545584656554,0.5559216251025844,0.5445956655830001,-0.016694093025450215,0.3559009742010874,-0.06570260741802555,-0.4906083134923997,0.37059740874493996
Thal_MDl_L,0.4725259634545101,1.0,0.26722638513497377,0.40567999126907023,-0.412910928102045,0.0513767067990678,0.4201620945088116,0.2690183961940378,0.3076066037087504,0.4597673390677989,0.08915150230389192,0.3561710270821777,0.589117809777159,-0.18376183147347003,0.15867694768216886,0.06088677110030149,0.3726232020012867,0.03869793701859023,0.16442501953170766,0.23292990349362475,0.46220082093818704,0.21866354772992114,0.23516171571692296,0.37143156590044074,0.06786871463988955,0.30217996155107524,0.15722733548945086,-0.133195125500512,0.44947868273029506,0.39347223056426245,0.32800203795415805,0.04098743689245616,-0.0737855808620189,0.5222991007692499,0.19317576675320516,0.14340569295976904,0.12441076886181077,-0.1951347203458599,-0.10921946953691468,0.2250375499235755
OFCpost_R,0.42508533622805916,0.26722638513497377,1.0,0.5362744249880677,-0.059825540577759476,0.1497158057214757,0.3805527150749827,0.48871519833021326,0.654977012195105,0.38510485508910275,0.5413474784185631,0.3476477934971562,0.40924154354690645,0.1604169992448019,0.3844995987752548,-0.058275189427851294,0.5089508680669832,0.6256983328581941,0.06814724421696026,0.27204351524106646,0.4524853826361414,0.40993911994761933,0.5674917894284288,0.268161742897416,0.5260778266761298,0.5580038833343087,0.24758799438740278,0.09129262792449241,0.4442237798139325,0.25295664816679003,0.5718273380320664,0.12891877661762557,0.005038922576681101,0.499160719657428,0.12640563852155143,0.12272729695556761,0.4576346320010254,-0.008230317146532934,-0.16372561054391147,0.19091317825603543
Temporal_Sup_R,0.4718116407488168,0.40567999126907023,0.5362744249880677,1.0,-0.031928930249087134,0.5296918356165706,0.42427274393590947,0.5797018938065753,0.7042763214184334,0.5659706746755663,0.44569692898649116,0.25304117782817087,0.6009233644941845,-0.2096287994095854,0.5022722587347472,0.2320628424281799,0.731668564987831,0.5946537554115606,0.3141681165083471,0.43898327609200755,0.5637561169125539,0.6998174985259171,0.7752465514611901,0.41232712426875306,0.3208155093275576,0.652759560900989,0.3641430493598617,-0.0775801118479295,0.6947166589092072,0.5953852959211845,0.5983828576290651,0.1186035140305173,0.10020328935457483,0.6699275832261512,0.43228200543906137,0.19401143717276018,0.3621153316814713,0.018655508148534786,0.09566717995588168,0.6778746121217669
OFClat_L,-0.6258898288090582,-0.412910928102045,-0.059825540577759476,-0.031928930249087134,1.0,0.29431742013057904,-0.4720978875785007,-0.31661820230432675,0.0564213257414038,-0.10902631876724606,-0.016846894773895282,-0.244961627564749,-0.6001100515247287,0.13134809365960132,0.19794747087426656,0.38432748400223904,-0.02295832877327291,0.2178294107871245,-0.010759740487652061,-0.26972621573424527,-0.2533822031342441,0.06335690445490655,0.23335907471350045,-0.31122902439792516,-0.18131750825171866,0.28345472461066934,0.07279138663666598,-0.001272922117952664,-0.3497627973407434,-0.43656956329803764,-0.18821224820609117,0.08147829869546923,-0.11684008532746618,-0.134213725012691,-0.2630118803902174,0.1590259494595855,-0.24560840974521808,0.3358790625584665,0.6264447944070719,-0.01670735355760196
Heschl_R,0.18435355946399773,0.0513767067990678,0.1497158057214757,0.5296918356165706,0.29431742013057904,1.0,0.28994922746849827,0.21120991156017285,0.08728930528221134,0.10494805134738638,0.03186525711046464,-0.10219368876445804,0.22259591400752055,-0.10721719721640996,0.19536109700563373,0.21892709431079185,0.5974015230013697,0.38101745187025204,-0.11882809131223979,0.545491684558503,0.3219657359395396,0.5529890198715136,0.31638558794360905,0.3964783948842924,-0.03209653143395172,0.2865433992387585,0.24587131911696483,0.04043747725215927,0.4088913150751222,0.5276998146709992,0.14977907367288168,0.372332492532311,0.034339613489165595,0.3878172114114647,0.47856934513463795,-0.04079218181202554,-0.192684650463302,0.2893078111450062,0.1413338605503248,0.43909812576146123
Cuneus_L,0.7092048255602019,0.4201620945088116,0.3805527150749827,0.42427274393590947,-0.4720978875785007,0.28994922746849827,1.0,0.4684389484184988,0.1471000979624841,0.2711626301546978,0.0703523648077186,0.4309851480463554,0.7836939317327943,-0.16257252753936177,-0.10299241935842225,-0.23476360635766327,0.7393876005985703,0.21529038634202619,-0.03272387281715649,0.8139115822093665,0.6028553670609084,0.1964788229672799,0.0027526769326836737,0.858647631969724,0.19077104262896558,0.10940694059528472,-0.070147997533867,-0.028205138057623133,0.8819078698837568,0.8313188422919465,0.3768008083943831,0.2627728518271508,-0.03309147371159694,0.5333801589569164,0.6781622931149692,-0.371182965521792,-0.12903635839386235,-0.17689330711637735,-0.5523944648689234,0.22271912081449358
Occipital_Inf_R,0.7273339937640745,0.2690183961940378,0.48871519833021326,0.5797018938065753,-0.31661820230432675,0.21120991156017285,0.4684389484184988,1.0,0.6513824603048363,0.40651751704873934,0.5613685541713631,-0.017879992047816085,0.660198834035862,-0.004687597495157821,0.18355397853752353,-0.13109500521137005,0.44270716172459423,0.32618381612420905,-0.018253630781801273,0.4116133162703444,0.506835420899571,0.500016032016518,0.3679128677492304,0.43975737030615564,0.509482425315075,0.14730662963492605,0.3516504302801625,0.18579041757872994,0.5750309893785689,0.6108421790758046,0.787204105312558,0.0487293455581586,0.3769232605935542,0.4730981183035956,0.42605825542933307,0.1266290159679085,0.5581779574064338,0.016035638463814453,-0.2512031537129604,0.525950916139699
Temporal_Inf_R,0.3341863103014806,0.3076066037087504,0.654977012195105,0.7042763214184334,0.0564213257414038,0.08728930528221134,0.1471000979624841,0.6513824603048363,1.0,0.5943628888067987,0.621300846580336,0.12522519623619469,0.38867465931642436,-0.005269861357583878,0.5226067092255415,0.26404138764484625,0.3869973935114927,0.48892881621440826,0.3174590392898631,0.019244619648021013,0.4703880631607305,0.46889167647607183,0.7336058592564869,0.1219351544042661,0.44599025968796613,0.6344471229802563,0.5008656945742196,0.006525456400546726,0.386580127801909,0.1747340200195108,0.7061405338387144,-0.10123152711185668,0.10470158173894774,0.555925737202315,-0.005663533380467181,0.5087163362544359,0.6225264501956662,0.06560181324560281,0.2071731164347411,0.43572229468679075
SN_pr_R,0.46510018024204336,0.4597673390677989,0.38510485508910275,0.5659706746755663,-0.10902631876724606,0.10494805134738638,0.2711626301546978,0.40651751704873934,0.5943628888067987,1.0,0.2922876156749242,0.25786640990621196,0.5485191154726426,-0.17814044502871104,0.319578785921158,0.39743790064541235,0.45457399344185856,0.3021099439182912,0.552903389074899,0.16960482761761558,0.48575720897910607,0.3992805708797406,0.5135261196904674,0.30313262649598227,0.07380734279930816,0.60698317049254,0.3770195232535373,-0.20127429023326332,0.5141076862867014,0.32053230362036556,0.4695537287109889,0.16480950720818102,-0.11770789241863476,0.7657679770855004,0.16081472002874606,0.6155178475473324,0.19142444157688157,0.11516754637426387,0.16225540133906088,0.4469103430096248
Vermis_8,0.3533633756103805,0.08915150230389192,0.5413474784185631,0.44569692898649116,-0.016846894773895282,0.03186525711046464,0.0703523648077186,0.5613685541713631,0.621300846580336,0.2922876156749242,1.0,0.045268262870281774,0.3034713606828009,0.004073494930824516,0.695102229545959,-0.028766517958518045,0.17552307168065093,0.3537076086012948,0.04472139781347719,0.019643592451596595,0.28236186447546713,0.46059602705724517,0.47776529189486844,0.0038864670770975946,0.7938289821418436,0.33200135534504144,0.4157478722581845,0.01600558143747169,0.21014712551647075,0.14051081090578327,0.669473258313176,-0.15831947425217874,0.21218656025126859,0.3562468504822065,0.08849585695401882,0.20511343691597883,0.6866024641194453,-0.019335027287906124,0.0034769937968107084,0.3438771772046546
Thal_AV_L,0.19383854789716828,0.3561710270821777,0.3476477934971562,0.25304117782817087,-0.244961627564749,-0.10219368876445804,0.4309851480463554,-0.017879992047816085,0.12522519623619469,0.25786640990621196,0.045268262870281774,1.0,0.33270448043965145,-0.04174963049034771,0.08918675039211389,-0.07443765360386796,0.3892062906352965,0.2886466350152451,0.28275325562669906,0.23726761381077677,0.28303205894566436,0.005891509192730545,0.2140402205371521,0.23232611810810982,0.19762671231523135,0.48875757094077293,-0.29482885470001763,-0.2599283394846407,0.41012821357070073,0.1870207898331267,0.10182983283986607,0.14406987818512035,-0.15640597734914394,0.3602422582685469,0.19453215936406337,-0.2346299066115513,-0.09524138520943495,-0.40304395286783845,-0.22335518601006296,0.0054980169907880485
Thal_LGN_R,0.8066611736746536,0.589117809777159,0.40924154354690645,0.6009233644941845,-0.6001100515247287,0.22259591400752055,0.7836939317327943,0.660198834035862,0.38867465931642436,0.5485191154726426,0.3034713606828009,0.33270448043965145,1.0,-0.25401089563017143,0.13161361886417292,-0.056470498840759505,0.5956394462980965,0.19086792771509828,0.08303081678382396,0.5876251316302259,0.6238584399154636,0.37709584265912793,0.23442848743398717,0.6692313965445165,0.3145614093709799,0.24790839733010783,0.1762051143010816,-0.11868445032489426,0.8065771344119643,0.7893903387061502,0.5854347330151309,0.11128993960775897,0.08551667248940961,0.7031732626225842,0.577593231287027,-0.030347499727334196,0.20041754291286473,-0.17958608055113537,-0.3878495342328144,0.4265281916092356
Paracentral_Lobule_R,-0.14515840992476928,-0.18376183147347003,0.1604169992448019,-0.2096287994095854,0.13134809365960132,-0.10721719721640996,-0.16257252753936177,-0.004687597495157821,-0.005269861357583878,-0.17814044502871104,0.004073494930824516,-0.04174963049034771,-0.25401089563017143,1.0,-0.19306821644613492,-0.267356394753283,-0.08753643711895061,0.13258276255957607,0.005652290753638729,-0.07191388428129128,-0.09570382034261134,-0.07391425712062813,-0.03039370370095866,-0.17599021479224516,0.029895528484588003,-0.03788915642779659,-0.07459935251341444,0.34114087190339465,-0.2688872812914104,-0.1916376502396302,-0.09827652785237709,0.0735406376498193,0.06295059200611247,-0.22838608856584516,-0.17124943302237963,0.0215697602457553,0.08036286192744216,0.10150908712976871,-0.14603526494931426,-0.1744642835989565
Vermis_9,0.05232204378639789,0.15867694768216886,0.3844995987752548,0.5022722587347472,0.19794747087426656,0.19536109700563373,-0.10299241935842225,0.18355397853752353,0.5226067092255415,0.319578785921158,0.695102229545959,0.08918675039211389,0.13161361886417292,-0.19306821644613492,1.0,0.345950428181505,0.1909169929891754,0.3122151857396958,0.17082294448219992,-0.08749671401604249,0.171112092633697,0.49109291041801395,0.6057157264642995,-0.09142399724673686,0.4561435994649954,0.5672075789877936,0.4665069586814734,-0.2020179427436385,0.12535630550186047,0.01707760043294197,0.45731814921084807,-0.1424947828521295,0.0009473468112221845,0.4340042066224174,0.041935637755193274,0.30025667120756366,0.4344612928794921,-0.003961989815797843,0.3553582191933148,0.4103479610128903
Amygdala_R,-0.2534769544673437,0.06088677110030149,-0.058275189427851294,0.2320628424281799,0.38432748400223904,0.21892709431079185,-0.23476360635766327,-0.13109500521137005,0.26404138764484625,0.39743790064541235,-0.028766517958518045,-0.07443765360386796,-0.056470498840759505,-0.267356394753283,0.345950428181505,1.0,0.07075292276283489,0.07618041948706508,0.2359586470366365,-0.1253019437321281,0.07124924611355855,0.2539467227458181,0.29194130848502364,-0.042264634316919895,-0.38186645036051775,0.41442075645751997,0.4647994334673652,-0.35829611154244173,-0.001557179509914349,-0.12547730652469993,0.03357219523452644,0.02241170864697308,-0.14350044398262202,0.4030464164067571,-0.021015862967517878,0.4940845137550985,-0.18427747715186543,0.1772071862670825,0.7196992127753025,0.3622569886501803
Temporal_Sup_L,0.5129218568238865,0.3726232020012867,0.5089508680669832,0.731668564987831,-0.02295832877327291,0.5974015230013697,0.7393876005985703,0.44270716172459423,0.3869973935114927,0.45457399344185856,0.17552307168065093,0.3892062906352965,0.5956394462980965,-0.08753643711895061,0.1909169929891754,0.07075292276283489,1.0,0.5296418934424091,0.18282440650974965,0.7950474751688198,0.6381910781435944,0.5458815803511465,0.4471129635836575,0.7525921472529129,0.12843964992626747,0.5275913619299009,0.09959807919947392,-0.08479063951178045,0.8213163888439972,0.7210514706377629,0.41667307694171596,0.389373301143857,-0.10736001320225556,0.71055943121204,0.648255416623458,-0.09911660408112305,-0.08660517574356826,0.07457278333651975,-0.1212028472864572,0.4921313301383812
ACC_sup_L,0.16040005287240247,0.03869793701859023,0.6256983328581941,0.5946537554115606,0.2178294107871245,0.38101745187025204,0.21529038634202619,0.32618381612420905,0.48892881621440826,0.3021099439182912,0.3537076086012948,0.2886466350152451,0.19086792771509828,0.13258276255957607,0.3122151857396958,0.07618041948706508,0.5296418934424091,1.0,0.3236508261554244,0.3475210413702347,0.35033459353549073,0.5484224228699934,0.672028536862935,0.20083887252046811,0.28732837874334705,0.5772000682584606,0.13075428831567054,0.11375736318793894,0.37227091223784237,0.2465397577934237,0.3895396448027841,0.2796389912216907,0.08736819633659865,0.3909553421194758,0.2578800160658036,0.04709227054092827,0.21034075490019538,0.18077159738096335,0.012667818467480432,0.38451896072901637
