,Calcarine_L,ACC_pre_L,Thal_IL_R,Thal_Re_L,Pallidum_L,Frontal_Med_Orb_L,Hippocampus_R,Thal_VL_L,OFClat_L,N_Acc_R,Lingual_R,Thal_PuL_L,Insula_R,Thal_MGN_L,Rectus_L,Cerebellum_Crus2_L,Cerebellum_9_L,SN_pr_R,Frontal_Inf_Orb_2_L,Vermis_9,Precuneus_R,Paracentral_Lobule_L,ACC_sup_L,Temporal_Mid_R,Cingulate_Mid_R,Thal_MGN_R,Thal_LP_R,Occipital_Mid_L,Frontal_Mid_2_R,Precentral_L,Occipital_Sup_L,Red_N_L,Postcentral_R,Thal_PuA_R,Thal_LGN_R,ACC_sub_L,OFCpost_L,Thal_VPL_L,Vermis_10,Temporal_Pole_Sup_R,Amygdala_L,Caudate_L,Parietal_Inf_R,Occipital_Sup_R,Olfactory_L,Occipital_Mid_R,Cerebellum_8_R,SN_pc_L,Cingulate_Post_L,Frontal_Sup_Medial_R,Temporal_Mid_L,Vermis_6,Amygdala_R,Cerebellum_10_L,Cerebellum_6_R,Thal_IL_L,SupraMarginal_R,Parietal_Inf_L,Cerebellum_8_L,Thal_AV_L,ACC_sub_R,Cerebellum_Crus1_R,SN_pr_L,Thal_PuA_L,Cerebellum_3_L,Postcentral_L,OFClat_R,Lingual_L,Red_N_R,Cingulate_Post_R,Temporal_Inf_L,Precuneus_L,Frontal_Mid_2_L,Thal_MDm_L,SupraMarginal_L
Calcarine_L,1.0,0.2990789757827416,0.49880132108741576,0.01128451252792901,0.09384032153761059,-0.5573339625908849,0.27657977780966103,0.7360095652233586,-0.335177718452495,-0.009462236169301334,0.7969048411539785,0.04297809923475826,0.48064929985920357,0.3152839459877617,-0.4919374463458629,0.3908860253590453,0.32394107994644106,0.48067246400477126,0.15658507434455948,0.2963025147171627,0.8471833110915097,-0.2891174689383321,0.3034912260571198,0.7875127097117447,0.660096880630296,-0.1955623152279031,0.1872881548839847,0.7578945350964753,0.4659730065343083,0.5327349733392762,0.29433072629690454,0.7263450979590259,0.5557126461179543,-0.4893940530951977,0.7445134095471555,-0.07547280489823308,0.5330585958760748,0.020625233514282592,0.07347230261254796,0.5527993361038862,-0.22082733975048044,0.3504839336191899,0.06001865048988113,0.09354344290022291,-0.09326203839101961,0.5500167284772213,0.4588629917236766,0.13401217377999877,0.806921104888014,0.1810348614215369,0.5385841199759084,0.7635598601221648,-0.026843897530738407,0.49550102230730053,0.49709301334717415,0.13404040134345485,0.6806766246645342,0.39291779301189284,0.2876549211309957,0.09688653022417545,-0.12014315315160037,0.4583499925754131,-0.4698759955271381,0.354819715899289,0.29147824542444684,0.5858130473742514,-0.12615888234744474,0.6432737106741117,-0.5495116515939659,0.6108698920261629,0.31260304296730973,0.7706408621650255,0.2434126363100299,0.6594848292498937,0.20634174698956637
ACC_pre_L,0.2990789757827416,1.0,0.2216343997022477,0.254733474744818,0.4352549384648523,0.3705996446758694,0.575199793357727,0.136059819036042,0.42392978898362993,0.4722229019147788,0.41000689344085484,0.08615360471892791,0.5554133079743865,0.18657746200365827,0.2940469496351184,0.14426588799004467,0.3846049759603973,0.4135120421881684,0.6449164050758581,0.3181053784902906,0.25641944138466827,-0.04917220833932106,0.6020508676818124,0.42410167386281494,0.445562084186066,0.2010751810244208,0.5000323542628053,0.1506665788043464,0.10181896098205256,0.02503216808570884,-0.027327848602896113,0.036239133744279256,-0.0796348148048841,0.3520931998311195,0.044664156881931726,0.4477292975053205,0.14723749455678858,0.39555055787926047,0.3538428451976126,0.42752976636784196,0.25731771600283576,0.7131899004771377,-0.11521429711912423,-0.18493238516426858,0.7290082962657257,-0.15498071119897147,0.38394756825829585,0.37218939705564785,0.42424612708506054,0.33361676250580585,0.4491992337725204,0.26415840749171354,0.33186183552106563,0.24906790003549437,0.40483246729358885,0.0034222385131234693,-0.07881012554038869,-0.0903918113710304,0.45592279457741314,0.0489464867450861,0.3614531022577705,0.15546114664641197,0.33974757870718253,0.23111150632755836,0.3662526511097197,0.03385903768466329,0.3596195534389832,0.40832833003773406,0.30782725958397217,0.5340117797490914,0.6099292423866979,0.21900089943244144,0.17600010721253978,0.22705329502590818,0.05739357005580271
Thal_IL_R,0.49880132108741576,0.2216343997022477,1.0,0.17829507430032984,-0.09231114198858768,-0.4148114682997824,0.05603038447174664,0.42449279204548945,-0.14895883008033892,-0.1821372165757343,0.3894351829560405,0.06035899737230005,0.3270121294732422,0.26657757419207206,-0.08622770742377,-0.15434497631241967,0.46308922142283,0.45833994135142425,0.3798187260973977,0.15309680640897438,0.3367583356851521,-0.25935002181700373,0.0951472656443961,0.32868043202725494,0.29936663279637266,-0.2884486979138105,0.32780434762818444,0.3336122039600097,0.5291539859965757,0.28371779783263174,-0.06647682445865716,0.3078955115340837,0.1568309984104628,-0.3579272483133042,0.4118294491123453,0.3937777369462285,0.33264156458885213,0.0029507437771879286,0.07962098797308292,0.3941447911602006,0.17463964333970544,0.2500900777968444,-0.1381781353458042,0.07216351276490711,0.16126518747974894,0.13713157196803036,0.10828937804986087,0.4647144002998731,0.5303084995359504,0.33625236437732525,0.08238286467749709,0.44620722959414977,0.45195460895401257,0.6922921899027891,0.2050653136950028,-0.4210817694309485,0.4221013570298391,0.28883101766046804,0.225014736706612,-0.2843375598946478,0.3030219255413154,0.12936058141146412,-0.0956600550945749,0.1983071176665178,0.5484082774699955,0.369320134118955,0.17351264738809447,-0.0138213623471267,-0.4306559659112971,0.4038277983390705,0.26005012522920096,0.3873529862120293,0.24008844021446077,0.6725905014252133,-0.06580840639605015
Thal_Re_L,0.01128451252792901,0.254733474744818,0.17829507430032984,1.0,0.36847861637456913,0.08229261330573324,0.4640281686869518,-0.028423179403839875,-0.010759740487652061,0.5214714205930252,0.2274762171444903,0.19854849256524598,0.3696271928487083,0.16981278949509598,0.22553894007277409,-0.15251430457490273,0.22775198357179607,0.552903389074899,0.323162962377723,0.17082294448219992,0.08876173620518733,0.07927699157016717,0.3236508261554244,0.34323221471147153,0.16511145826847864,0.28458639694055415,0.40705439726588954,-0.12096412973301321,0.23653848029393842,-0.02718230511884182,-0.13452350275799965,0.12971032337321722,0.0328503717806471,0.26625989489272434,0.08303081678382396,0.4405366078191507,0.09734210054776478,0.4103588591884554,0.2176783156470767,0.2908370844605993,0.10399384869442144,0.5901671515777862,-0.1863889850002389,-0.13512940377850502,0.2371559554764482,-0.01659148237566284,0.09120887588894289,0.4801756198291513,0.26393567513816935,0.2526355144555195,0.08801972380896664,0.12751541844466302,0.2359586470366365,-0.06665598112333411,0.239683588038689,0.3189110877576404,0.022813274628086192,-0.14514710557936872,0.2094214475405354,0.28275325562669906,0.36037436784556476,0.02324403273427781,0.28316059211009115,0.2889690358406969,0.290889540604636,-0.032728498457608106,0.026607978865744033,0.29879514572930393,0.2190033954940794,0.3135176157716884,0.3103604785296104,0.18767467609529934,0.02317415119494476,0.02766438542833223,-0.03398520592308449
Pallidum_L,0.09384032153761059,0.4352549384648523,-0.09231114198858768,0.36847861637456913,1.0,0.23817585471840674,0.6851269457047545,-0.031078146304629937,0.24702231293327367,0.5166720041462015,0.34605296751700143,-0.04821110054677831,0.5715575294009261,0.3136237573350092,0.21289371417198014,0.09584927718540166,0.3642463838063137,0.4194483596374374,0.3818990511107626,0.459272514896796,0.08804188289190522,0.19066000414222659,0.4302333864819777,0.38646130990972744,0.28304009147265496,0.40991128266954807,0.3620173643877451,-0.1788406562065797,0.17670728569368443,-0.22820859363473972,-0.18761820049129505,0.06552316780419608,0.0613104257757505,0.41433247167430337,0.05771531920286461,0.2385290945635048,0.11637084536738827,0.5253036252992557,0.3506423463439881,0.26549427860848906,0.37050829454880757,0.6054669095813743,-0.17498338721443668,0.018926108579564935,0.3103428363623908,-0.04949318300647421,0.4511948475076228,0.3478581940373523,0.24572801656048593,0.27593448407281584,0.20519451418401177,0.2455828489113633,0.2866451881657879,0.054925742921894595,0.5417897049691206,0.2790061011976158,-0.19752453720724658,-0.2778466697508852,0.5753336862541195,0.27341882362000003,0.3494908275838132,0.3000587684099676,0.37087499600074414,0.18865981176238283,0.39077240230097426,-0.2379290323534468,-0.0019443757178448239,0.48507525813066094,0.3847037722994849,0.4083035674031841,0.4577241598133757,0.01205741923049443,0.09288707516941207,-0.03145790134033243,-0.12821842851788695
Frontal_Med_Orb_L,-0.5573339625908849,0.3705996446758694,-0.4148114682997824,0.08229261330573324,0.23817585471840674,1.0,0.18912872671425474,-0.6072825809268422,0.7291619649962958,0.32210118483250594,-0.3793019959692742,-0.04306427860444081,-0.16683863823632245,-0.20746777619430856,0.7227254915816079,-0.13335179253915186,-0.03495702389533669,-0.22663792146578887,0.2540020684345898,-0.017057186287210032,-0.5555695002363874,0.13118680613643524,0.05741025230648598,-0.34177646234387576,-0.36190019940636625,0.359572200919113,0.2116398706104066,-0.5005624102806415,-0.5435092035217899,-0.564237141028531,-0.22700658507599128,-0.628257899646526,-0.6863781749837228,0.7791929181388718,-0.681633588363642,0.4454491288653118,-0.480955788676839,0.32920398409573426,0.19777873932939252,-0.2357493085091842,0.3742485928382309,0.16605132508999393,-0.15857207921815977,-0.26038486203973565,0.6311634115415912,-0.5096865485389591,-0.11453821609484452,0.16266524286082443,-0.35461124795595955,-0.0958182912617875,-0.09598939605107872,-0.45880578190666754,0.14655268268052293,-0.35159596316444064,-0.09061135499880546,-0.09234732710436853,-0.7082091429389641,-0.4620794969512756,0.06733134451834762,-0.08270119932089282,0.34822497262351265,-0.2596506661009467,0.7080746903601235,-0.18329805527223664,-0.07457351923219675,-0.5579447626562319,0.48585186658717966,-0.17324822366987566,0.8290468862753633,-0.15773053571385237,0.2311321846803572,-0.5068874377277143,-0.2283195166978716,-0.5188276529349525,-0.11075321227412356
Hippocampus_R,0.27657977780966103,0.575199793357727,0.05603038447174664,0.4640281686869518,0.6851269457047545,0.18912872671425474,1.0,0.24508571622586436,0.28345472461066934,0.5925825138147692,0.5464450923787334,0.15263601659763265,0.7521979204692688,0.249731576024841,0.26190291832696183,0.04110640784047396,0.5115470148307459,0.60698317049254,0.5012084495442188,0.5672075789877936,0.3696508079006767,-0.05661124143068897,0.5772000682584606,0.6437152261416915,0.5032815152154656,0.5116090224559847,0.32684333053455095,0.10104410996885416,0.32928704809538445,0.08141317814139162,-0.010781107758461302,0.1807911097341489,0.23313168218773153,0.31534822373436006,0.24790839733010783,0.32972873712194606,0.3631930130604863,0.6164075911089891,0.554445383404449,0.5744259272379185,0.34185733438881166,0.6639622226796499,-0.24819850156605544,-0.1577675810209178,0.32546831073718424,-0.055038423645637755,0.5038058094376584,0.3518862723952753,0.5048973713444357,0.4224703000203735,0.5267773284985641,0.3369434700025001,0.41442075645751997,0.05042736904250686,0.57000611145343,0.42855064219321964,0.08704857198775169,-0.08315824174939689,0.6401480204072812,0.48875757094077293,0.3659592287684264,0.15208877764439516,0.327377440784417,0.3786853656961672,0.4663096233808666,0.08411354133649351,0.11405608894393114,0.6677224967189439,0.3205314891802408,0.6679154264967125,0.5419546323775202,0.35571866095276855,0.28727739504070254,0.20348190052461912,0.13465655793605094
Thal_VL_L,0.7360095652233586,0.136059819036042,0.42449279204548945,-0.028423179403839875,-0.031078146304629937,-0.6072825809268422,0.24508571622586436,1.0,-0.4047463864058534,-0.10956851182975977,0.5906054589722081,0.31863148028520244,0.5104810890520458,0.3399452596997519,-0.5760601473900351,0.2872389313982151,0.1964955588403188,0.44839216390746806,-0.03364178176445336,0.09407311285724147,0.7299617169342956,-0.1988005605650266,0.3024949062563781,0.5938725536666611,0.5132400158933669,-0.3091447537378235,-0.15360327128030055,0.7175094136304969,0.4204293059240662,0.7183164681757633,0.4656099437200991,0.6903911904635021,0.6325622525905666,-0.6726162353798266,0.7953577776009099,-0.17673020252446425,0.5191512895179432,0.09601541364221643,0.0818739934911759,0.44692509555288934,-0.33523103736805615,0.23330287108633213,0.2046840936393602,0.06775801057097687,-0.20912498253835096,0.39358741121758034,0.35667865847978153,0.0023973891588482503,0.5447379004993476,0.11492757314946128,0.5124916872148203,0.5392653596957617,-0.10572230733364962,0.3842937573691059,0.19747186561862365,0.20934948861789893,0.7972836953393829,0.5954765210062613,0.21996897601989857,0.20756685012559398,-0.21286317332746518,0.16192436550433698,-0.5593706694675181,0.5340852032102897,0.18598435690574075,0.7050716079937689,-0.13255804553890807,0.4939884163161285,-0.6960240780451799,0.42047400316572053,0.08360764536884681,0.7320821231396399,0.29614953035932035,0.7504508551581976,0.3002067708570713
OFClat_L,-0.335177718452495,0.42392978898362993,-0.14895883008033892,-0.010759740487652061,0.24702231293327367,0.7291619649962958,0.28345472461066934,-0.4047463864058534,1.0,0.14048147924531537,-0.04894197792735217,0.08147829869546923,0.1000776742998528,-0.15307769550580733,0.6966287363160553,-0.11431905004173597,0.22952786978416181,-0.10902631876724606,0.6742351655612039,0.19794747087426656,-0.2858336100683855,-0.06849291031539545,0.2178294107871245,-0.16593557916805537,0.057635567903627054,0.28939434461413066,0.31449170225715606,-0.3088451600269234,-0.01670735355760196,-0.26972621573424527,-0.33039533673689025,-0.7351871602590803,-0.3832481061172619,0.6113116513241083,-0.6001100515247287,0.5130868000680596,-0.23437500469221184,0.1690253531996239,0.2808789416203513,0.10149317354038499,0.6264447944070719,0.13080923980723186,-0.2487276174840699,-0.11684008532746618,0.6359900816925181,-0.5195186064351304,0.00987191679387253,0.1590259494595855,-0.15387141355154987,0.4008071624844454,0.2732750452588836,-0.18821224820609117,0.38432748400223904,-0.04448141768896315,0.13627300158744282,-0.3146273176309323,-0.43656956329803764,-0.30980747220398974,0.2464952635962864,-0.244961627564749,0.5018581982743477,-0.24560840974521808,0.725337199338819,-0.20032407651239367,0.10917717149233223,-0.31122902439792516,0.6597865964911659,-0.12630915262859943,0.6400520125266492,0.24176193212178185,0.44224050839721474,-0.3497627973407434,0.3002495104752725,-0.25150864342766827,-0.13794256012737113
N_Acc_R,-0.009462236169301334,0.4722229019147788,-0.1821372165757343,0.5214714205930252,0.5166720041462015,0.32210118483250594,0.5925825138147692,-0.10956851182975977,0.14048147924531537,1.0,0.23484958756172872,-0.06593452019713474,0.39876617107184026,0.08393215720627738,0.1835674558564126,0.173871653898269,0.243072627344602,0.3798534043672004,0.29495044744430693,0.3303810565776149,0.09738555976407937,0.22191600850371476,0.5292509279247626,0.41660403210262303,0.24066259240698906,0.524816932032393,0.28802452070921125,-0.15118122206182255,0.058972771412481126,-0.18085423504463535,-0.04887011897845927,0.1273513204228179,0.07672230967816895,0.5275257477483295,0.011678595435179774,0.23974233763412853,0.16964240638184566,0.38464299560459436,0.3053297594259658,0.29884057145092224,0.09125267178609944,0.5824367229527417,-0.09839277191664282,-0.08361687017830956,0.4646197926183443,-0.04211719668935958,0.3912319236361014,0.2370501181138145,0.18592574878420673,0.21065510666909068,0.18721860405856683,0.06344547030318941,0.09135960551044282,-0.11342096457651972,0.4054185911817875,0.4139534237086838,-0.16961931505388217,-0.3173887102648027,0.41994409127793453,0.40800458006757995,0.13813068645185358,0.2687463540363219,0.2935868758263309,0.08135957923057684,0.167651480569267,-0.19504187710749513,0.03501462473407898,0.5057396314990328,0.47018746192617666,0.3393598876501783,0.3629735587581721,0.10633287256798672,-0.0577644309640608,-0.15101394001617835,-0.09427435359853377
