,Temporal_Sup_R,OFClat_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_R,Postcentral_L,Cerebellum_6_R,Lingual_R,Temporal_Mid_R,Frontal_Inf_Tri_L,Thal_MDl_L,Frontal_Med_Orb_L,Rectus_L,ACC_sub_R,Thal_PuL_L,Thal_PuI_L,Thal_MDm_L,Angular_L,Calcarine_L,Cerebellum_10_R,Occipital_Mid_L,Cerebellum_4_5_R,Thal_PuM_R,OFCpost_R,Lingual_L,Thal_PuI_R,Paracentral_Lobule_L,Cerebellum_4_5_L,Precentral_R,Thal_VA_R,Rectus_R,OFCpost_L,Vermis_10,Thal_PuL_R,Putamen_R,Precuneus_R,Heschl_R,Thal_VL_L,Red_N_R,SN_pr_R,Cerebellum_3_R,Amygdala_L,Cerebellum_9_R,Thal_VA_L,Occipital_Inf_R,Cerebellum_9_L,N_Acc_L,Temporal_Pole_Mid_L,Cerebellum_7b_R,Insula_L,Thal_PuA_R,Caudate_R,Vermis_3,OFCmed_L,Frontal_Med_Orb_R,Pallidum_L,Parietal_Inf_R,Thal_PuM_L,Parietal_Sup_L,ACC_sup_R,Frontal_Sup_2_R,Thal_LGN_L,Supp_Motor_Area_R,Parietal_Sup_R,Fusiform_R,Cerebellum_3_L,Raphe_M,Pallidum_R,Temporal_Mid_L,Insula_R,Frontal_Inf_Tri_R,Red_N_L,Temporal_Pole_Mid_R,Cuneus_L,Frontal_Sup_Medial_R,N_Acc_R,Postcentral_R,OFCmed_R,Thal_VPL_L,Rolandic_Oper_L,ACC_sub_L,Caudate_L,Cerebellum_10_L,OFCant_R,Temporal_Inf_L,Frontal_Mid_2_R
Temporal_Sup_R,1.0,-0.031928930249087134,0.4500294310193893,0.7082287362511469,0.41232712426875306,0.60502328036788,0.7558817265726765,0.8598852981156778,0.5435756355857171,0.40567999126907023,-0.3342559691969791,-0.2359489822982611,0.10488471079459134,0.1186035140305173,0.2536398812549584,0.5924619956216706,-0.05051416580794113,0.7122865147150094,0.3641430493598617,0.4630127345880505,0.761555043713386,0.4858808457903737,0.5362744249880677,0.7109920404275538,0.162599120643355,-0.18180285550849468,0.574626717687912,0.6811736995142466,0.4445057689129778,-0.2419107417621484,0.6058448388733322,0.3397266987470453,0.27077752752908635,0.4664861345046946,0.7213273497008108,0.5296918356165706,0.5836896818720689,-0.2357604008290103,0.5659706746755663,0.3895268666878729,0.09566717995588168,0.4052185977500224,0.4038222198996512,0.5797018938065753,0.5359927773805114,0.11713297979983717,0.13637357576487452,0.3814534459255161,0.7752465514611901,-0.15245732701411174,0.4535213736485114,0.5279675086207701,0.20941212429402295,-0.2900464137059828,0.37247557077447835,-0.06771698956033143,0.47478367757702833,-0.0775801118479295,0.7240216560181911,0.6154198450297756,0.31219305910623313,0.5062530010175791,0.01620436847888213,0.7321894212854095,0.4064979397566638,0.09559448504685311,0.516040371244512,0.602623875594289,0.781520160212856,0.751476334972638,0.5212871302141294,0.18970373101071117,0.42427274393590947,0.5461438447705983,0.36420878014351143,0.648623870240805,-0.1691303856680771,0.2578616242102035,0.7173459515518986,0.1405968843519155,0.5396120443526208,0.4157550434249496,-0.24104557744491192,0.48319849628734146,0.6778746121217669
OFClat_L,-0.031928930249087134,1.0,0.6742351655612039,0.4339053119110619,-0.31122902439792516,0.13627300158744282,-0.04894197792735217,-0.16593557916805537,0.36959532026572517,-0.412910928102045,0.7291619649962958,0.6966287363160553,0.5018581982743477,0.08147829869546923,-0.1294780440700898,-0.25150864342766827,-0.0405657072256199,-0.335177718452495,0.07279138663666598,-0.3088451600269234,-0.12418254220520336,0.40522362599086315,-0.059825540577759476,-0.12630915262859943,0.17172659193401124,-0.06849291031539545,0.03435790937875669,-0.26029378124745617,-0.023873564406097197,0.632179136753953,-0.23437500469221184,0.2808789416203513,-0.26874800649512026,0.013359006487553534,-0.2858336100683855,0.29431742013057904,-0.4047463864058534,0.6400520125266492,-0.10902631876724606,0.07195257343844642,0.6264447944070719,0.3447008465438199,0.05058301485590099,-0.31661820230432675,0.22952786978416181,0.728300107061665,0.5576115053195089,-0.38777268126365727,0.23335907471350045,0.6113116513241083,0.2895759250218578,0.2009352333207135,0.4025774655933173,0.5618914748279991,0.24702231293327367,-0.2487276174840699,0.13696281640789976,-0.001272922117952664,0.1778867210891349,0.27364453941790307,0.021035988204059247,-0.25315007728648775,0.047520837905338266,0.07901289328221314,0.10917717149233223,0.5997883645103088,0.021170326892329144,0.2732750452588836,0.1000776742998528,0.31074717782003103,-0.7351871602590803,0.7026227141906234,-0.4720978875785007,0.4008071624844454,0.14048147924531537,-0.3832481061172619,0.7646512438171721,0.1690253531996239,0.35829297768066104,0.5130868000680596,0.13080923980723186,-0.04448141768896315,0.6973774136676567,0.44224050839721474,-0.01670735355760196
Frontal_Inf_Orb_2_L,0.4500294310193893,0.6742351655612039,1.0,0.7617422217307899,0.005754900754344585,0.4679281527178718,0.4257197788471757,0.3486890669142429,0.5683410776155755,-0.11738879442772913,0.2540020684345898,0.4271505078438344,0.5599499363453931,0.1178298442811257,0.1278099958025236,0.17131195659490975,-0.12279482844926257,0.15658507434455948,0.37550073075393486,0.04025327600138142,0.3395860036995267,0.47016348823412984,0.24138047000554047,0.1925050088713355,0.39215325502077647,-0.1657573978787348,0.40572634631293675,0.17243698649155847,0.19616134414448858,0.4756407139648856,0.19905459612616277,0.3059822835642153,-0.22915470668764104,0.4244474813333069,0.193468299438044,0.3354225065232032,-0.03364178176445336,0.29501822352658147,0.3687191251399827,0.4153902858946241,0.5508954619698555,0.5258799148400614,0.07792795564695136,0.1262433373944981,0.5119589040453911,0.6938434180002456,0.629799358299069,-0.15295847696497086,0.5815517772665146,0.3680198171239692,0.38657803627705223,0.5013858114660034,0.4690674197816824,0.3149326117393043,0.3818990511107626,-0.2960904516317917,0.3219480364075767,-0.10946514719585888,0.6763787370942346,0.5943201202878822,0.28826808688497324,0.1472054490270643,-0.08985159880835786,0.4215786618206572,0.39921964351844924,0.508548392418488,0.2613599999886722,0.5155006602783294,0.5356508851731275,0.6961162360275243,-0.2687542430621308,0.7171417812275804,-0.18171801754027656,0.6554418633530243,0.29495044744430693,-0.016430029319734467,0.5199757516605216,0.21530007410238505,0.6543329132571437,0.6206662547181477,0.4914920951388683,0.3085257508395076,0.2968039942058687,0.6798947815757028,0.4525941636147955
Frontal_Inf_Oper_R,0.7082287362511469,0.4339053119110619,0.7617422217307899,1.0,0.16457798265499327,0.6232636311188177,0.6917418389158564,0.6851425318102309,0.720339130865718,0.04421995308146645,0.06057185191770045,0.17694420974986788,0.35403007545636905,0.15316628636844754,0.10889708029534932,0.1876914164038574,-0.15309394420704292,0.3365354435768188,0.3093430374257885,0.1973072637942741,0.5484167237282631,0.6558714654448177,0.456618795602222,0.571679743409642,0.12886891763616284,-0.10010487701751117,0.48524104503055837,0.5731924609000087,0.3376906243068351,0.09512687877789809,0.3912780500018719,0.4160600703544139,0.1485268402190471,0.41351878604513614,0.4376486282184085,0.4012141220694614,0.1681333478831773,0.17259454882061906,0.4474024373795932,0.3171607185981907,0.3310863241096734,0.5859154085362419,0.43196927961362097,0.38249107248487046,0.5719927501265124,0.4248123329001367,0.3977142307532728,0.15559598618588358,0.7718299940541449,0.22082075893924627,0.6296654281393592,0.5226685110636861,0.4384534488092007,0.027871494116210774,0.4698567891796737,-0.2034971533654434,0.3930004478038872,-0.0710090627561134,0.7759082585158456,0.7855349746759412,0.23830191594864944,0.3976832960907407,0.04548734992150572,0.7106709755221297,0.37319212302191607,0.408684651926232,0.5603188473106724,0.6433597159092995,0.6936370697450831,0.9395366049163593,0.03490343878494721,0.49814047876720674,0.06301815663459116,0.8073626896080626,0.4762076381582378,0.39407136399222986,0.26240120898039143,0.25941447091444253,0.7525681875804506,0.3645363430815404,0.5668672716581895,0.2588848721792313,0.07959814739173776,0.6380190139963523,0.7024437090361394
Postcentral_L,0.41232712426875306,-0.31122902439792516,0.005754900754344585,0.16457798265499327,1.0,-0.12004748409613253,0.43698278094860116,0.4341859849295727,0.4143288278232489,0.37143156590044074,-0.5579447626562319,-0.3718639066433159,-0.10594335426898505,0.34330609884924035,0.3702518028578356,0.5042361232201404,0.30561139185361463,0.5858130473742514,0.07277521165970938,0.8236217803758037,0.38199528389604437,-0.21589083897980768,0.268161742897416,0.3156810173794158,-0.09696044578282483,-0.43041637372078856,0.010274940133078603,0.5812033518764693,0.1878039294884029,-0.30811874538357165,0.3918507807375162,-0.03090446111126738,0.11246284087790226,0.12260617681129073,0.7397239109568319,0.3964783948842924,0.7050716079937689,-0.6675254047093044,0.30313262649598227,0.11199840853820307,-0.37417681669497754,-0.1294270261853761,0.05941519275964781,0.43975737030615564,-0.0022229763993709965,-0.2824778019601909,-0.3061386136205312,0.2295660670001497,-0.020410776508764758,-0.7135030438267709,-0.21826886959535804,0.2610548467479169,-0.047972686605563565,-0.3214419775243086,-0.2379290323534468,0.3269451130438794,0.09115628096891995,0.032400236163236305,0.3631744571601918,0.3781221123467909,-0.08091214344248997,0.7177568119177742,-0.17831776301066057,0.09854021825689467,0.05061061758025539,-0.25420520420015075,-0.06755923646305867,0.5222203266605845,0.27588042751220626,0.32565567035456594,0.4615813045906523,-0.23950193704731493,0.858647631969724,0.21550062400306697,-0.19504187710749513,0.6397947854611321,-0.24925994332012244,-0.1150435452829891,0.1631465358978981,-0.15127374288681433,-0.0059882128678929395,0.12466299584198118,-0.358178147209466,-0.1380018714636695,0.4350847317709797
Cerebellum_6_R,0.60502328036788,0.13627300158744282,0.4679281527178718,0.6232636311188177,-0.12004748409613253,1.0,0.7551983233898288,0.6740259145282579,0.2447703612824632,0.1630027142552262,-0.09061135499880546,-0.0900485363614438,0.08874517697181247,-0.13756652140911632,0.06715557827597408,0.25444704157191034,-0.2226688522728627,0.49709301334717415,0.44038563751242177,0.05258223017567706,0.601321622490557,0.5149737968444943,0.5690973474352847,0.5882025061684023,0.24188500626414736,0.1090356081189451,0.6453725784840518,0.3413082213906925,0.277621779866183,-0.13918037336656253,0.39779817185379396,0.4170162289463025,0.08458612950522834,0.3547832066633867,0.36294724828905633,0.09120453262258287,0.19747186561862365,0.15448874774719737,0.40051702413109336,0.3836320431744814,0.27678595524084937,0.7284244073606494,0.28761462545344696,0.4948198354335051,0.6747165473264033,0.29607551599282783,0.34656281745681233,0.26446283588868896,0.7177592542161599,0.27474886816492156,0.45979771289814264,0.44383016825248384,0.2535144917305627,-0.16472803727916618,0.5417897049691206,-0.293008809035967,0.35181917167361654,0.03373267362806263,0.5104330846478916,0.36425648696370705,0.42365793627338044,0.13976290408423614,0.07307737982083463,0.7981042435755578,0.45957992999600594,0.19040568439869382,0.4110416382805895,0.4190678416964423,0.6326231202918391,0.5811150310935983,0.285824763924228,0.35152701083037174,-0.12345905182616873,0.38638946747801556,0.4054185911817875,0.20606020537944503,-0.07286407162563575,0.23331399602229763,0.5459482631341563,0.19329594264570385,0.5575449880003125,0.4247486789716287,-0.15723263467330906,0.761838711596219,0.45021515402509404
Lingual_R,0.7558817265726765,-0.04894197792735217,0.4257197788471757,0.6917418389158564,0.43698278094860116,0.7551983233898288,1.0,0.8823706333210823,0.4400132015661462,0.33174581776223505,-0.3793019959692742,-0.2758858082674205,0.03053431405660088,0.13364420163084298,0.26850890370469704,0.48329784513387924,0.005430909896015057,0.7969048411539785,0.37389304073432655,0.5770872812810907,0.7550572012420882,0.3335727373768028,0.6512468282172966,0.7722345535440871,0.13108113552135223,-0.1595431814281074,0.5493731657508255,0.6638082857112237,0.33888175417365884,-0.28431718991088256,0.5766533466526199,0.3017107826802794,0.15637095349498858,0.400501130641599,0.7940471748940319,0.2867594927030283,0.5906054589722081,-0.27114972602634596,0.5729578230250286,0.3637778453759684,0.00564920798535861,0.4863610322517997,0.2950163467405759,0.7973956014290305,0.5236899089036239,0.08962684019677523,0.148946123122686,0.42080246958009404,0.6303541479767766,-0.20929418572895084,0.2925043413290578,0.562210932123997,0.20868569210415638,-0.3007666784190547,0.34605296751700143,-0.029937838626259046,0.38378329235172914,0.023981460850205485,0.6585364777761963,0.526123141329297,0.3516281206223904,0.551417236399873,0.05469216724165012,0.7999832798092482,0.4185526380976762,0.006572854237776349,0.32829357558386546,0.7153727772673618,0.6902027854919369,0.7148131894812706,0.5260012183985938,0.1779780102929243,0.43173888294813445,0.4664632034273156,0.23484958756172872,0.5633910733494594,-0.20151751521987935,0.16768152108115583,0.5586784727691612,0.08333184777473326,0.5110050365607799,0.4262508650961904,-0.32525943325097345,0.5760845473691669,0.6385649978263355
Temporal_Mid_R,0.8598852981156778,-0.16593557916805537,0.3486890669142429,0.6851425318102309,0.4341859849295727,0.6740259145282579,0.8823706333210823,1.0,0.39217594806079015,0.4513875889871729,-0.34177646234387576,-0.29630526344326513,-0.01821734982882965,0.07357971632062746,0.3143776889065244,0.4480500509595938,0.013191123917066765,0.7875127097117447,0.28594680084348045,0.5921867156404649,0.7856427710967412,0.4643202495234558,0.7067054678088551,0.8764670083226306,0.01979946093496042,-0.1649706963161673,0.5975277316555905,0.6670600476932915,0.4900509420129511,-0.31212204282148165,0.6420387004860653,0.263868533153324,0.37955019411183194,0.48001075433645823,0.8112684562153601,0.23826252348019133,0.5938725536666611,-0.2326748999810485,0.6167394567070622,0.31621299325629565,-0.10827810412600546,0.433871408774454,0.4467202058251081,0.7006729000506164,0.47159819498170036,-0.01888087155045128,0.06882214939591222,0.5258766946016582,0.7120891197315402,-0.16851597849598424,0.4436195709894689,0.43735074711224303,0.1608818237731404,-0.2684428581208814,0.38646130990972744,0.02183959749022254,0.4188115963307019,-0.051398298622504016,0.6654689295269269,0.4731148432646415,0.31585602785548933,0.47467701086513825,0.13469760423005767,0.819001038305179,0.33048043508322555,-0.12773894198321828,0.5675810261410035,0.6789141920612088,0.6917000276929965,0.7020083862336264,0.6851277106500292,0.13640384157455016,0.5434288567428441,0.38438255898601104,0.41660403210262303,0.6340526817295651,-0.27873860599305783,0.2563033386184198,0.5413173055479451,0.06358973353867925,0.5684758932981598,0.2938058069735471,-0.24547524236493526,0.4892695770370318,0.5642692237250126
Frontal_Inf_Tri_L,0.5435756355857171,0.36959532026572517,0.5683410776155755,0.720339130865718,0.4143288278232489,0.2447703612824632,0.4400132015661462,0.39217594806079015,1.0,-0.029506834836423933,-0.13878788628239444,0.019958989431430207,0.14990013125731808,0.4002367050290278,0.11872900090421475,0.2322740134435444,0.06287379726415991,0.2151309756259371,0.11734236717871839,0.27486408102467697,0.3039333697548005,0.39643405005151383,0.2523646760069503,0.35738781733030606,-0.07942597892116271,-0.17874929095861608,0.14395338031987026,0.6066871054187224,0.10533831615247367,-0.08296746906115628,0.3424952348216153,0.21222546371675965,0.1302507257455761,0.03358235291226062,0.4098322241455917,0.6707995776641831,0.30666464561765067,-0.08197055767592551,0.21149202213528456,0.0477481180904872,0.1537300694298575,0.22930877030871,0.45697069804786483,0.18009929370494474,0.25371177787345045,0.2307696029081937,0.008074537457922373,0.03125229514126197,0.4308107563905079,-0.07823826284794308,0.37232650610092044,0.3761824740992871,0.2838176772651962,-0.19975561271122652,0.15483295381163964,-0.1427712172248436,0.27799133144965604,-0.05502301197250949,0.5623137338637522,0.8256036472469649,-0.035277743847465244,0.6071942985834177,-0.12750607004585743,0.3430564353547632,0.08757733679870094,0.3566768213387008,0.26517721647117576,0.6813000098106957,0.5627828953845541,0.8041412189385712,-0.11116326772812353,0.16377302198887506,0.23051306347623302,0.7763618625296069,0.14037761106440022,0.5148241945878805,0.13317768136166225,0.07182730222870425,0.6746088615207605,0.07979381616846268,0.19326666535415526,0.08751400470646606,-0.06342023093412227,0.28788209455494684,0.6981465981284912
Thal_MDl_L,0.40567999126907023,-0.412910928102045,-0.11738879442772913,0.04421995308146645,0.37143156590044074,0.1630027142552262,0.33174581776223505,0.4513875889871729,-0.029506834836423933,1.0,-0.407244632540307,-0.24329516782151736,0.028772174031207496,0.04098743689245616,0.3592224029817447,0.47251828074763663,-0.033867405362903606,0.4373284430793661,0.15722733548945086,0.3589683414560155,0.45056530954750856,0.018855937761743966,0.26722638513497377,0.33477013713237813,0.025360005918665884,-0.17869101564948628,0.38104416645233036,0.30226986998375216,0.5018765204275092,-0.22668658506845346,0.36074826910425456,0.10228052581101654,0.157797794788394,0.4603352091946407,0.3931090161677186,0.0513767067990678,0.5267008649706201,-0.2928671029501619,0.4597673390677989,0.2601027862039463,-0.10921946953691468,0.0810537770600515,0.12011852858575733,0.2690183961940378,0.1967183082060735,-0.20310533855323215,-0.08953091169583646,0.16160994240957774,0.23516171571692296,-0.3301611378670078,0.05176574283487318,0.14046967402265226,0.07445942187332398,-0.22803675276069812,0.14524485740309187,0.08780635968307943,0.28199560230798015,-0.133195125500512,0.2557350362776617,0.0057065581996355716,0.26068287002216245,0.22989273699944401,-0.009036614964171963,0.3091040274997434,0.26789157180808476,-0.18213166285808605,0.22977061376255778,0.140388167742237,0.3588277816195764,0.15025383583315527,0.572309394617043,-0.15620699044655656,0.4201620945088116,-0.055557094734495965,0.0796242832676573,0.34492717336949325,-0.2784737002041702,0.2728240351429357,-0.009494624883993087,-0.008101110841999727,0.23649083839229493,0.15923903503912257,-0.3191299510936801,-0.02039648590800429,0.2250375499235755
