,Raphe_M,Parietal_Sup_L,Fusiform_R,Thal_MGN_L,Frontal_Inf_Tri_L,Frontal_Inf_Oper_L,Parietal_Inf_L,Vermis_4_5,N_Acc_L,Vermis_9,Caudate_L,Frontal_Sup_2_R,Thal_VPL_L,ACC_pre_R,Thal_PuI_R,Frontal_Inf_Tri_R,Insula_L,ACC_sub_L,Precuneus_L,Cuneus_L,Frontal_Mid_2_R,Vermis_6,Supp_Motor_Area_L,Cerebellum_4_5_R,Red_N_R,VTA_R,Thal_AV_R,Temporal_Sup_L,ACC_sup_L,Thal_LP_L,Olfactory_L,Heschl_L,Occipital_Inf_L,Paracentral_Lobule_L,Heschl_R,OFCant_L,Amygdala_R,Olfactory_R,Cerebellum_8_L,Thal_PuA_L,OFCmed_R,OFCpost_R,Cerebellum_7b_L,Thal_LP_R,SN_pc_R,Cerebellum_Crus1_L,Temporal_Sup_R,Frontal_Sup_Medial_L,OFCant_R,Angular_L,Cingulate_Mid_L,Rectus_R,Thal_PuL_R,Cerebellum_Crus2_R,ACC_sub_R,Calcarine_L,Occipital_Mid_R,Rectus_L,Frontal_Sup_2_L,Temporal_Pole_Mid_L,Thal_PuI_L,Calcarine_R,Thal_MDl_R,Parietal_Inf_R,Thal_MDm_R,Amygdala_L,Cerebellum_6_R,Thal_IL_L,ACC_pre_L,Temporal_Mid_R,Occipital_Mid_L,SupraMarginal_L,Raphe_D,Cerebellum_9_R,Rolandic_Oper_L,Thal_IL_R,Pallidum_R,Rolandic_Oper_R,Frontal_Mid_2_L,Vermis_7,Thal_PuM_R,Frontal_Inf_Oper_R,Temporal_Pole_Sup_L,SN_pr_R,Lingual_L,ParaHippocampal_R,Cingulate_Post_L,N_Acc_R,Angular_R,Temporal_Mid_L,Thal_PuL_L,Caudate_R,Supp_Motor_Area_R,Occipital_Sup_L,Temporal_Inf_R,OFCmed_L,Occipital_Sup_R,OFCpost_L,OFClat_L,Cingulate_Mid_R,Occipital_Inf_R,SN_pr_L,VTA_L,Thal_MGN_R,Fusiform_L,Cerebellum_9_L,Temporal_Pole_Sup_R,Red_N_L,Putamen_R,SupraMarginal_R,Cerebellum_3_L,Lingual_R,Cingulate_Post_R,Hippocampus_L,Insula_R
Raphe_M,1.0,-0.04807279002404548,0.1425800580659536,-0.06265951604053581,0.3566768213387008,0.29072322656514915,-0.22201560581648846,0.27475669634215305,0.5613362487043636,0.27769886222616413,0.15117559249878215,0.42916703741899365,0.12681664221054664,0.11303170534686997,0.4179414734519478,0.40639620517686786,0.24306158447710507,0.4710599444651174,-0.24181163403531164,-0.4970467746443585,0.36122695569547225,0.01528512571278803,-0.06920075407131399,0.0974604480403439,0.3734338573558789,-0.6016642271186757,0.22665738164939073,-0.11731452233134697,0.12749134983283889,-0.11730665689818312,0.38266841939638774,0.06609048060635257,-0.3290466553508271,-0.0026112490393096865,0.2797269552100621,0.38714943196318974,0.5950338655919423,0.2085378360198124,0.3093352663092013,-0.16246377626309016,0.6145420695854282,-0.1814347685790779,-0.2188574610976389,0.34874858393356173,-0.4265970118999423,-0.08340480595268547,0.09559448504685311,0.571954275917223,0.2335512593508735,-0.33153426063300234,-0.08811000596662921,0.4542029807908811,-0.3364434679191185,0.026480827957334988,0.5833812772672076,-0.23491351518392925,-0.38423553298569824,0.5002455572389328,0.5666918163128692,0.44839053979982685,-0.14307668400386264,-0.2622511388843442,0.17719401087321912,-0.4309492106668797,0.25703827227298853,0.6261346512552425,0.19040568439869382,-0.3733357240490407,0.20147999495001284,-0.12773894198321828,-0.39900727969667027,-0.3823086748216388,-0.07781092064406299,0.32167057485523703,0.2594606517945511,0.2490544412501592,0.09077044644120345,0.16170772366050917,0.3762836804407555,-0.2614168025034621,0.3128146159943705,0.408684651926232,0.4591816842049528,0.0894769556033474,-0.19580125078370209,0.2997210749457818,0.015656696718398182,0.03477686703973195,-0.5135098840866585,-0.04589589858670388,0.1409099727168364,0.27807385073940066,0.009296919138878073,-0.5025609953666386,0.07393450956399625,0.46546902702928616,0.02712897510538512,-0.10071566511209647,0.5997883645103088,0.023716017046453965,-0.18834078225400064,0.6075264940214613,-0.11050524097207716,0.22620357457510526,0.18111747313301757,0.36547504132530456,0.14043985352176605,-0.5262789349714669,0.22949604205582647,-0.2051447010678521,0.4510376567382217,0.006572854237776349,0.3259533247961363,0.3881240824873424,0.22770465311145036
Parietal_Sup_L,-0.04807279002404548,1.0,-0.056665106879713815,-0.16704292207047647,-0.05502301197250949,-0.09705670367045686,0.09976403649285988,-0.0015695719066196447,0.06157430095347985,-0.2020179427436385,-0.04943311643381686,-0.037722683476991266,-0.17227810593604273,-0.03587583412215388,-0.12282311046216045,-0.06696865612192153,-0.06556110257800164,-0.05704156731591048,-0.13196281824428766,-0.028205138057623133,-0.05373803956458358,0.052105683026519266,-0.029261596996909407,-0.0019394011295955,-0.08230613542594575,0.062211775576084184,0.03165398542326629,-0.08479063951178045,0.11375736318793894,-0.15945099515641176,0.044791427004637646,0.03919144405510222,0.4963119654430571,0.07022987592258857,0.04043747725215927,-0.0098817379303789,-0.35829611154244173,-0.3142074926110299,-0.02971809261461787,0.067479579626933,-0.11222486072603986,0.09129262792449241,0.31645442981073824,-0.11831742784106028,0.0890599635438365,0.31458440072800353,-0.0775801118479295,-0.10281307209146176,-0.09605315746182032,0.02623492806922884,-0.05520247560230683,-0.1076342369993717,-0.11604138553448286,0.15030682435840304,-0.30463551545683804,0.003057139046610828,0.03750872165742779,-0.19572963200872306,-0.10293065071302862,-0.10404692271941093,-0.2109935932178394,0.05470330948942112,-0.15797773565107653,0.11777189260871336,-0.2676629608665784,-0.20128033136192167,0.03373267362806263,-0.15253205308927167,-0.0351568944199474,-0.051398298622504016,0.08996291400466185,-0.2219958796410301,-0.02751311380425775,-0.09771393063587133,0.047876459816291524,0.011029344011417962,-0.2069113454464412,-0.1616327607397083,-0.0831245701868105,0.06205799128445111,-0.16306576875480996,-0.0710090627561134,-0.04258598341559122,-0.20127429023326332,-0.0968099635679233,-0.28236195751186993,-0.26809704430610015,-0.07315518919697307,0.03969706593778463,0.05941814900155117,0.03919332744361862,-0.17842813608207844,-0.07498917536297423,0.07053001653678669,0.006525456400546726,-0.3295670864008176,0.26193677997424075,-0.056896100064909964,-0.001272922117952664,-0.10940638686662535,0.18579041757872994,-0.008410578540794564,-0.13999759570939205,-0.1784531846704335,0.013763271266501398,-0.06420750618363273,0.013544286258786958,-0.008639547516714445,-0.319080334094075,0.06010555337280577,-0.10999560642655243,0.023981460850205485,-0.1772481637493084,-0.2005267416969423,-0.022897454998602417
Fusiform_R,0.1425800580659536,-0.056665106879713815,1.0,0.31811868532189724,0.3430564353547632,0.5443512321475711,-0.06217764544990711,0.815435068223585,0.23396271573498087,0.6092344622961056,0.7081096004818936,0.4393528637430178,0.39317720656889005,0.6199059096256452,0.12002621969174954,0.6786260419317927,0.7960298830380931,0.21603554738914124,0.4192709955567143,0.15156624099986468,0.4799991658821342,0.6646923667040922,0.10646460527594155,0.7578642615357037,0.06802744253818074,0.2483062446027716,0.001851041661218446,0.4474851045838246,0.559196849047387,0.08835670882269032,0.22892667184376272,0.46833178890434013,0.2662865577305356,-0.016547972272596388,0.22334124033794958,-0.038522934309980106,0.24243732350194033,0.4407475967197742,0.7449608166555439,0.31326370304688367,-0.006815435421952883,0.6591164482607096,0.40952758566124586,0.3601896509881537,0.33748675524690835,0.5563768850657859,0.7321894212854095,0.4490072300648833,-0.05776416627877274,-0.11513402438069009,0.36523291526087875,-0.11410705118099863,0.23445904343924578,0.48804512396043337,0.2098354865966007,0.5718924602827424,0.25089251922744354,-0.051180275515827815,0.2607488147109812,0.2902869022823672,0.18857731592560778,0.6247890121105578,0.443117134995075,-0.19865626863064,0.28802425629249306,0.16531258344431068,0.7981042435755578,0.33410530626605844,0.5512642475223306,0.819001038305179,0.23209774570344047,-0.07189661257782762,0.41809221584899103,0.6149527685724344,0.5484211717844478,0.18762712154273137,0.5972278725940631,0.6611887046073954,0.24277836347081228,0.5115682449893133,0.5484283367823182,0.7106709755221297,0.5468143207064471,0.6413282533879591,0.8015084732212535,0.681612151577365,0.6043063592258393,0.4985349575107098,0.18580037090360602,0.5124020041442849,0.03643999458252886,0.5697870520653554,0.2367695173614977,-0.03534757687362416,0.8562409740960838,0.3015881155718405,0.07600298755231999,0.45375264212213434,0.07901289328221314,0.5977558718569363,0.6043225342911299,0.10688584579484034,0.26868231363124434,0.29894701665602974,0.8959610540173659,0.6021023176159714,0.6204729644112155,0.447204841428034,0.5311080522652748,0.22924075002913333,0.4990016040293894,0.7999832798092482,0.7124965870409598,0.6673933099609334,0.7404423769200058
Thal_MGN_L,-0.06265951604053581,-0.16704292207047647,0.31811868532189724,1.0,0.029833789967539742,0.25066494622475327,0.2909794426985838,0.1883353946611289,-0.03868390711344007,0.039908874793605796,0.3087343052040396,0.1274708802390899,0.23031206266017215,0.2138541600391402,0.1334469650711084,0.19659005942958738,0.10242652133090613,0.15577458480512518,0.38737043718710196,0.29783235755347637,0.2402984256665345,0.2939774527613427,0.2199028987966155,0.31183112853977774,-0.246656761378051,0.24766677850227867,0.02737138685638146,0.24484817357233024,0.06050494206324102,0.17373537566325933,0.04744590388466132,-0.2102253163697472,-0.021392514370248746,-0.16392132923410613,-0.036622489596972826,-0.19702591532232686,0.1590586706653261,0.3187269703857726,0.18965153798652962,0.32968062587736935,0.008268386207250476,0.14021955209304604,-0.14038446943161834,0.02210295822742671,0.34037124769719235,-0.10874338055374921,0.2217470395388226,0.13336044543941683,-0.15661176814411942,-0.09391306944591137,0.38178093219495474,0.004047828561337316,-0.003082948616032153,-0.12944058111333825,0.3202995986727116,0.3152839459877617,0.22727591685031254,0.003260794051340954,0.08127619175795195,0.17844208022248037,0.34852087459615805,0.2339780378586048,0.13645712258987974,0.10828767503689297,0.11918027293430829,-0.012966478562915888,0.04975294427736478,0.014103735988394471,0.18657746200365827,0.29888819266834266,0.33109220904287157,0.296464755727397,0.3252772149904038,0.048389375098350486,-0.01358039145618107,0.26657757419207206,0.1339332175871883,0.22799760405118483,0.024327492102856414,0.08789925194044014,-0.12935813893483117,0.14512188631169606,0.05960432593209042,0.5719830829438605,0.22951628349295028,0.43235183226435536,0.4015365772526756,0.08393215720627738,0.22395947648220188,0.13684614534345096,0.1649161464204941,-0.006560624810517804,0.28311194115147736,0.17729099443966334,0.2857458887838953,0.21438161994009935,-0.06281561957888776,0.2026973767678819,-0.15307769550580733,0.3717534342442324,0.31762747470998726,-0.08416844442246711,-0.12212545277468383,-0.2199503933486819,0.20763079797450507,0.17562431919073912,0.1386044419825071,0.3365822353130646,0.5321236683218031,0.2572539192939098,0.33255828922086733,0.3208448449563294,0.2669188399259035,0.07004219325452066,0.23763657463202087
Frontal_Inf_Tri_L,0.3566768213387008,-0.05502301197250949,0.3430564353547632,0.029833789967539742,1.0,0.7869991001585176,0.22040675879754995,0.3983949112600628,0.2307696029081937,0.26329433911593364,0.19326666535415526,0.8256036472469649,0.07182730222870425,0.35927111651443866,-0.07942597892116271,0.8041412189385712,0.4308107563905079,0.07979381616846268,0.3917807055479233,0.23051306347623302,0.6981465981284912,0.26138322392305047,0.657823872442787,0.3039333697548005,-0.08197055767592551,0.05086693575489126,0.22264891991873278,0.6557575641417666,0.5803227139813042,0.04596324741063145,0.12122019558938868,0.08899445750716348,0.13149833660523727,-0.17874929095861608,0.6707995776641831,-0.024293141209346333,0.28695282544003764,0.00017898311540451596,0.2605635952582032,0.2155426528838665,0.13317768136166225,0.2523646760069503,0.05981880000439046,0.006045093232915188,0.09055498897754322,0.004095384847986703,0.5435756355857171,0.6942604938694238,-0.06342023093412227,0.06287379726415991,0.46826372152443724,-0.08296746906115628,0.1302507257455761,-0.16150009477717792,0.14990013125731808,0.2151309756259371,-0.07152972016770852,0.019958989431430207,0.8795838248898681,0.008074537457922373,0.11872900090421475,0.43910314896502584,0.3558025237804022,-0.1427712172248436,0.31269188563895306,0.1537300694298575,0.2447703612824632,0.11707754973409819,0.2514706762353405,0.39217594806079015,0.27486408102467697,0.18933919763717494,0.2751815379626231,0.22930877030871,0.6746088615207605,0.1606000073025605,0.26517721647117576,0.35392962427752334,0.9300605793912882,-0.0027300844187569786,0.39643405005151383,0.720339130865718,0.362037130514213,0.21149202213528456,0.35738781733030606,0.33236136271919914,0.3360189518757476,0.14037761106440022,0.18583882752365247,0.6813000098106957,0.4002367050290278,0.37232650610092044,0.6071942985834177,0.07803650975689302,0.1716020807301207,0.2838176772651962,0.010091957820945017,0.3424952348216153,0.36959532026572517,0.6622639999449776,0.18009929370494474,0.05980891746826884,0.061611902000721336,0.2255105674352144,0.2839748708506564,0.25371177787345045,0.5487659872470538,-0.11116326772812353,0.03358235291226062,0.4382728869668387,0.08757733679870094,0.4400132015661462,0.6395699259303054,0.29820540860846423,0.5627828953845541
Frontal_Inf_Oper_L,0.29072322656514915,-0.09705670367045686,0.5443512321475711,0.25066494622475327,0.7869991001585176,1.0,0.2234808600942022,0.636161084433726,0.3665319631633821,0.37153664687035864,0.48468070988739975,0.7433515354145015,0.2340543314097197,0.547711906558138,0.31340547914877065,0.8685955183165371,0.6147954605509991,0.4372083897254127,0.5699385058716993,0.2945161899635315,0.7590682702377897,0.48617697663339743,0.5222440077927303,0.5514584316247975,-0.138864582882416,0.07694410523669076,0.33115592279328254,0.728910006572784,0.5591232521157284,0.039521268227732116,0.279656238872671,0.06460610495795761,0.2138614596327782,-0.34256406088341473,0.5970307833755779,-0.05732178754902388,0.40910736842720197,0.19276355810075385,0.42675076474450474,0.3137839697352028,0.17828354292482967,0.3480927155215271,0.04862215840909151,0.35235469120341506,0.27554956311881545,0.13907082135272528,0.7093573015500058,0.7740991472951841,-0.10264201377786099,0.08016631723040155,0.7576097749457564,0.09584084687253665,-0.10769705158455317,-0.006388508753901748,0.395869626535152,0.5111268242245228,0.0715727729175066,0.0702868892696766,0.7727796200159531,0.3245479049026396,0.3157746814827347,0.5522180013624185,0.425417229225583,-0.21391439582206992,0.4144265067506207,0.2370290428853183,0.434059920349164,-0.06036017310345334,0.47315528414540153,0.6130092009317112,0.4136771760001004,0.17473923920097087,0.43448664569033857,0.4275313817650711,0.7132132089971277,0.49496750091685077,0.2986666563077269,0.7073430059357657,0.7115628062187824,0.006379312530890059,0.30998708532517555,0.7945810099166883,0.5709546398485694,0.5496002132466403,0.42338493214952766,0.6127067682224377,0.6468282793307238,0.15901459723094336,0.15122737761543492,0.6687395058623242,0.34488664303273703,0.2692677056517944,0.556684411886381,0.08126661686128032,0.525980562215514,0.35648804940101453,-0.07692787611308248,0.43169073248364986,0.26282929624300994,0.7406711894997091,0.43975619403425453,0.10513513183713717,-0.18760161976279277,0.055321595917972984,0.5850925671842067,0.5010182253401295,0.7171100789319244,0.11404328710363683,0.4471814528018751,0.49947628131114163,0.38269623735121133,0.6704612928316906,0.8032201539026217,0.4818850424572946,0.6572945053298832
Parietal_Inf_L,-0.22201560581648846,0.09976403649285988,-0.06217764544990711,0.2909794426985838,0.22040675879754995,0.2234808600942022,1.0,0.01780704214067261,-0.3093355263131041,-0.13486145451485132,-0.11910798364249144,0.17843130827379083,-0.10800904228786301,-0.0759642000205539,-0.08734354496300017,0.06730290009757378,-0.14030036851150798,-0.23894440711435572,0.5853845782009964,0.6656007424348012,0.23052996405005796,0.18952053011058967,0.632573763721885,0.22924613189381407,-0.6602608174646609,0.5092409105505886,-0.06944205411602537,0.4921609449336255,0.056532397909206625,0.06750180247775217,-0.30977920627817673,-0.40016195842674157,0.17966773018334972,-0.31065231104056007,0.4063390555603538,-0.4772289266014474,-0.1298312287609103,-0.296734478475559,-0.10694947049446006,0.29105500942749896,-0.2886597579149949,0.0843912883928383,-0.13522701411250995,-0.3400215050786184,0.45846115993510644,-0.22804164767163465,0.2559987259417395,-0.008894432881607997,-0.3069287845635908,0.25590852083988985,0.514136034417416,-0.2827315427004049,0.058100742924386724,-0.5117849094047917,-0.20610896671453843,0.39291779301189284,0.2949145507775957,-0.36245284495976154,0.1755488601265617,-0.36990192384482684,0.23678514408321663,0.3483343325879794,0.0038578213859816737,0.3615862931899283,-0.1742815773278887,-0.3822224079850423,-0.275930821013404,0.07078215306616971,-0.0903918113710304,0.1913060159045289,0.6303887360231203,0.48161510507264194,0.3549141923754437,-0.20487330073942528,0.03167423467575948,0.28883101766046804,-0.19806536228235505,-0.09503673092773221,0.2749854091193998,-0.01824738243779494,-0.33321812667372946,-0.06429816788465545,-0.23097786524112932,0.08612292616602397,0.12210966534380824,0.07192964428273632,0.35921884833294865,-0.3173887102648027,0.5731314260380431,0.25866672180710726,0.2577912492435581,-0.3212034264557119,0.504371747717774,0.5175538518084678,-0.07357160107585377,-0.20831435830752465,0.08383185933435815,0.2718779767036295,-0.30980747220398974,0.3385641001599791,0.3156235673008784,-0.5754441366516692,-0.34363483082921387,-0.39174738272503,-0.14015956527273013,-0.028833137082775167,0.1440188008230231,0.37501477053289406,-0.038706432172573316,0.6916221798784815,-0.059775614451653435,0.15893938356594617,0.15067429478971225,-0.2618922744597524,0.08750670597892095
Vermis_4_5,0.27475669634215305,-0.0015695719066196447,0.815435068223585,0.1883353946611289,0.3983949112600628,0.636161084433726,0.01780704214067261,1.0,0.3037607442983282,0.5587410733694692,0.583429016970443,0.5752876483194139,0.2739497574389216,0.6578825507162142,0.314270222518391,0.6878602130145971,0.7256088826446246,0.26768168548160515,0.4373838697447959,0.17055498774126718,0.6214920395581138,0.7547408874038221,0.21600031301987066,0.8244543053309276,-0.07229185432607388,0.21999731922252488,0.11656678502612845,0.48826473545766114,0.5768261546586378,0.07113923533255237,0.2325746698460162,0.33017069458644416,0.34369447355979976,-0.045006962598128857,0.31597648342587514,-0.12460398238416757,0.3205280057826565,0.31001025272663063,0.657056695949517,0.2706769436610649,-0.01283593086465395,0.55508744633573,0.34478117576659073,0.42021459906346575,0.35901724196089085,0.5458469363288606,0.7642631925119973,0.5670401126848489,-0.1771106842506188,-0.141097842179119,0.4834872086438132,-0.08192351798506566,0.0610079077369116,0.3903684462069067,0.21102639057462902,0.6261414631437796,0.28776622212025277,-0.0930153443469886,0.39648614645770686,0.3244761889859996,0.1882562061328992,0.6154416681478599,0.5961757971716137,-0.20543402963592555,0.3155471575082841,0.2275262350023918,0.7676672064095134,0.11222347268781134,0.5251341828970756,0.7570449406748461,0.3103041048281541,-0.14504755763782845,0.5241431927918041,0.5448755436704396,0.5907990369039049,0.4692672789133247,0.4482868241617678,0.659533640827929,0.3424762662676269,0.3570762742716567,0.47630690980141654,0.7153858509187367,0.5272355898370816,0.5757197651453656,0.6274907004232831,0.6143614244328773,0.6342571951423025,0.3486379877496981,0.1790966511857806,0.4964646189063057,0.00879117551883785,0.40823513809716044,0.35924106916793147,-0.053299684203576295,0.8467682697709787,0.25195198377519706,0.19791211305083378,0.49281028810389255,0.08073771598125574,0.6181190333153699,0.6320307945954546,0.07083230229938692,-0.037218621455301845,0.18213029932544655,0.8465272964420503,0.6368096424170675,0.6691978902771095,0.38854786771526123,0.5005751894373905,0.34222581182822936,0.6638638821580406,0.81763981503605,0.769590402779087,0.583428206480539,0.7191011694644549
N_Acc_L,0.5613362487043636,0.06157430095347985,0.23396271573498087,-0.03868390711344007,0.2307696029081937,0.3665319631633821,-0.3093355263131041,0.3037607442983282,1.0,0.2562972973730547,0.5005626857590976,0.18945084694439318,0.35501197805577434,0.3938388807613036,0.4804065078524801,0.3557474202375747,0.40062626354467,0.7533217158316525,-0.23030708480144466,-0.44550776269868736,0.021672407304455833,-0.05500461380213907,-0.38287086938557896,0.14618193218038072,0.5476263839167809,-0.6055435044806677,0.4664439414393404,-0.0019179977655022313,0.35545782666887815,-0.00513332982768186,0.8679461389457949,0.36053413556558656,-0.033649595966732,0.015840556200159953,0.269707352240943,0.6405120302171261,0.4896588155355608,0.3142583988179184,0.385718232840941,0.010825011112316528,0.6978240635620739,0.12950140239823915,-0.010820055711588958,0.5645066882949314,-0.4249700710436328,0.15542044157613927,0.11713297979983717,0.5217672552364644,0.571801936361072,-0.12840158453679176,-0.03378767974774017,0.6801968147919015,-0.38942342796846424,0.25939080814374227,0.6039713242190557,-0.12895926797610857,-0.455918957014295,0.6170475244027297,0.3187175314386719,0.7110112892190885,0.006075473927051167,-0.15154308077848283,0.14130055455322774,-0.35002237466103914,0.4701112644052602,0.6031291035861764,0.29607551599282783,-0.403773720262261,0.6302576049010626,-0.01888087155045128,-0.2810529829669652,-0.2792670170500026,-0.043591994514037245,0.4587313859024846,0.46239535372150464,0.2012710962234255,0.15293709905655556,0.4873364299397526,0.1625008412837351,-0.21227418062411393,0.4010921147508191,0.4248123329001367,0.653778826217316,0.19659549458341333,-0.04437155846923001,0.3476544187718793,0.010425612483412157,0.3131823771291443,-0.5485895378050527,0.17701941039759586,0.1252649437464341,0.2832151487065753,-0.3520020462511326,-0.35990294583389476,0.2839081921630138,0.3548524921819061,-0.15365904032447136,-0.17355749182299607,0.728300107061665,0.013692175530265704,-0.16967773502999822,0.7673295510838974,-0.07779199781874768,0.14435555792742474,0.4369537442866711,0.43465498117056195,0.2152272829674363,-0.46733697339984104,0.34166705004188586,-0.3899846173700412,0.3938674657433056,0.08962684019677523,0.28815386239959384,0.48758376787667834,0.32637117489319767
Vermis_9,0.27769886222616413,-0.2020179427436385,0.6092344622961056,0.039908874793605796,0.26329433911593364,0.37153664687035864,-0.13486145451485132,0.5587410733694692,0.2562972973730547,1.0,0.38197785101468074,0.36024570893047064,0.1925918183824318,0.44349655920337255,0.21420402706563335,0.5112704659714378,0.6057157264642995,0.18563803010689872,0.12535630550186047,-0.10299241935842225,0.4103479610128903,0.45731814921084807,0.041935637755193274,0.4307617282160058,0.15753767790182593,0.02409014883636063,-0.003961989815797843,0.1909169929891754,0.3122151857396958,-0.10596267410657603,0.21793133063612763,0.365464185079991,-0.058766803962703146,-0.002634213754570822,0.19536109700563373,0.007655545216667597,0.345950428181505,0.39332249529846397,0.7584617931017421,-0.027698264699763494,0.14840191851200338,0.3844995987752548,0.2458086721299482,0.3864852893546842,0.05232204378639789,0.4040539222773875,0.5022722587347472,0.4181441882792602,-0.020094724376274756,-0.11361857723077881,0.1904101014607361,0.04264086903136927,0.06138202164479309,0.5044721455854886,0.2216411645783825,0.2963025147171627,0.04486886958238365,0.13351738697379736,0.3008300903287662,0.321810908657296,-0.0050890343146778785,0.26582653570726866,0.2645387380393722,-0.3399118134207019,0.12193019302043626,0.3553582191933148,0.7031279836324447,0.12060672016856179,0.3181053784902906,0.47134583933225777,-0.020831971863458424,-0.14994533916942202,0.171112092633697,0.849186102896717,0.41187717467632873,0.15309680640897438,0.4129411471248283,0.48547491840901186,0.2484054873426988,0.4561435994649954,0.4362151396558594,0.5234740402835694,0.5234319003722147,0.319578785921158,0.4376620238013217,0.5462027840003936,0.3924446564114747,0.3303810565776149,-0.06462262141817192,0.26851785031202924,-0.1424947828521295,0.4532180472108716,0.16819908188425534,-0.1940247210692951,0.5226067092255415,0.4101275073147954,0.0009473468112221845,0.35884284641560343,0.19794747087426656,0.3630214516402227,0.18355397853752353,0.21479201948725787,0.1818996718487109,0.31634568215216147,0.5769596167059363,0.78422057008597,0.4946826216519296,0.15479092080408421,0.36985958136009195,0.01707760043294197,0.3982697511554176,0.48599389394149595,0.5473772761277269,0.5811614962706106,0.48824027942122833
