,Vermis_10,Vermis_1_2,Cuneus_R,Temporal_Pole_Sup_R,Raphe_D,Hippocampus_L,Frontal_Inf_Tri_R,Hippocampus_R,Occipital_Inf_R,SN_pr_L,Cerebellum_Crus1_R,Angular_L,Thal_PuI_L,SN_pc_L,Thal_VL_R,Cerebellum_9_L,Heschl_R,Vermis_8,Cingulate_Mid_L,Thal_AV_L,Thal_PuM_L,Putamen_L,Olfactory_L,Calcarine_R,Frontal_Mid_2_R,Thal_MDl_L,Red_N_L,SN_pr_R,Frontal_Inf_Orb_2_R,Thal_MDl_R,Cingulate_Mid_R,ACC_sub_R,Thal_PuA_L,ACC_sup_L,Heschl_L,Insula_R,Occipital_Sup_L,Cerebellum_3_R,SupraMarginal_R,Frontal_Inf_Oper_R,Occipital_Inf_L,Cingulate_Post_R,OFCmed_L,Frontal_Sup_2_R,N_Acc_L,Fusiform_L,Frontal_Med_Orb_R,Temporal_Inf_L,OFCant_L,Caudate_L,Angular_R,Vermis_7,Frontal_Sup_2_L,Thal_PuI_R,ParaHippocampal_L,Cingulate_Post_L,Red_N_R,Temporal_Mid_R,Thal_PuL_L,Frontal_Sup_Medial_R,Temporal_Mid_L,ACC_pre_R,Precentral_R,Cerebellum_8_R,SupraMarginal_L,Cerebellum_Crus1_L,Rolandic_Oper_L,Temporal_Pole_Sup_L,Thal_PuA_R,Cerebellum_10_L,Thal_LP_R,Frontal_Sup_Medial_L,Thal_IL_R,N_Acc_R,Cerebellum_4_5_L,Thal_AV_R,Thal_MGN_R,Parietal_Sup_R,Temporal_Inf_R,OFClat_L,Pallidum_L,Cuneus_L,Amygdala_R,Supp_Motor_Area_R,Amygdala_L,Olfactory_R,ACC_sub_L,Thal_VL_L,Thal_IL_L,VTA_L,Frontal_Inf_Oper_L,VTA_R,Cerebellum_Crus2_L,Thal_MDm_R,Cerebellum_6_R,Postcentral_L,Temporal_Pole_Mid_R,Cerebellum_4_5_R,Lingual_R,Thal_VA_R,Occipital_Sup_R,Pallidum_R,Thal_LGN_L,Cerebellum_9_R,Occipital_Mid_R,OFClat_R,Fusiform_R,OFCpost_R,Thal_MDm_L,Thal_PuM_R,Lingual_L,Putamen_R,Thal_LP_L,Frontal_Inf_Orb_2_L,Rectus_R,Thal_VA_L,Thal_VPL_L,Caudate_R,Cerebellum_7b_L,Cerebellum_Crus2_R,Parietal_Sup_L,Occipital_Mid_L,ACC_pre_L,Precentral_L,Postcentral_R,ACC_sup_R,Thal_PuL_R,Thal_VPL_R,Temporal_Sup_L,Thal_MGN_L
Vermis_10,1.0,0.6853504923904943,0.28811646605643115,-0.12323393309281201,-0.18556016089742605,0.7459980824117665,0.6578447697150058,0.7756318503518874,-0.4941624280312354,0.2995537235718846,-0.48250955133405865,-0.005952196486362873,0.10156239857943523,-0.09470016228530545,0.2204091241329551,-0.152724800666771,0.4443423128662719,-0.2920509864045802,0.6247995869266688,0.6239103545451374,0.11802936260976293,0.7194700989462108,0.5552276301007106,0.12019081097376143,0.7712172366594997,-0.23477505972891397,0.39578630617270255,0.5653076352013844,0.6844533755564186,-0.00788141193366778,0.5206839950261252,0.1969895241163723,0.2091172198071883,0.3863203172436088,0.20358424610286965,0.6838529015733426,-0.25227010566368957,0.6731572713569839,0.5866304796033928,0.6325451543018366,-0.252721077108045,0.370396322704594,0.32306548197719354,0.7136183841502475,0.4475801287094852,0.4411381927520949,0.015745463155543597,0.5958742488208548,0.5283075127816749,0.6376328605851467,0.2086308860668464,-0.27847179525309296,0.7599653328659657,-0.002056279654857399,0.6566338950628628,0.4675057620241116,-0.2710135418164363,-0.0058246665559047095,0.48207611889822866,0.6027288116063717,-0.12473744564407296,0.17064957262180294,0.7639054330569176,-0.23712036515130483,0.3384819503192241,-0.012256682313068546,0.6716972023949138,-0.43278198088690495,0.1620807331229784,0.042735057707196565,0.11087774212605114,0.735130703176048,-0.2055915583501046,0.17933008930964597,0.4104902494247363,-0.0005672520861362919,0.007405817382476074,0.4532683733210899,0.21805664006452305,-0.2334037045437987,0.6555399195007203,0.02605603787852014,0.6357672444351161,0.771506929458837,0.716950386255167,0.50170627185843,0.20963775707422042,0.7264025369087059,0.2556038609482204,-0.24452459711464947,0.4625372684825359,-0.22706059767557313,-0.4712072506721573,0.14562047173907763,-0.19757459262914207,0.6924266161276723,-0.5511177244984676,0.5081628036542203,0.08068896197568498,0.3927456744145531,0.47494882812704114,0.49449828922700934,0.016554300146365514,-0.15314510317287455,-0.08812273311856716,0.6812641473226464,0.5157655639742366,0.5980677782006711,0.1697890571081125,0.361056388997398,-0.23063604854080522,0.5167946098932753,0.5324883003118783,0.19942728265564647,0.619541086578868,0.209971728735211,0.3781013915335468,0.304236390608637,-0.2981371624773186,-0.43607008747633186,0.5363296908773639,-0.30277311688995623,0.5012733262879163,0.7544228800206133,0.7391944413483708,0.2526254372297968,0.30051287879377037,0.0237810024465905,0.2688144281322273,0.4259905880373078
Vermis_1_2,0.6853504923904943,1.0,0.03410819482348166,-0.29769697742727685,-0.34022205330154254,0.6015136612008011,0.5990647532408454,0.6390874004442434,-0.6712213943072856,0.07059538272947065,-0.5275452347125187,-0.23644333881769838,0.14099699888734132,-0.3264617119721162,0.24167361011571858,-0.4207390308052698,0.2556274311030204,-0.35535884366421894,0.5049189021002145,0.6809991023220555,-0.23274845455644458,0.5336210218804381,0.6292165590094829,-0.25992019587561777,0.6907414729800335,-0.2985977531404495,0.06057260035381529,0.5473102269095413,0.6743614819208459,0.14645326909017645,0.4018520062544342,0.09891124353488756,-0.14511565963142475,0.33479615033463034,-0.07423580648455812,0.4231566404883661,-0.546912461340008,0.5147160561425072,0.4411169573776144,0.4833111806257245,-0.45747554211083435,0.07219669672543849,0.2895767675867237,0.6167095907623827,0.23683770720503794,0.19262038836915304,0.1338370859378502,0.47492600089391884,0.4041940684241271,0.7111371111393984,-0.014221437068375014,-0.33788486781786625,0.6226812674756886,-0.022828251180573505,0.3624625839210005,0.26431167910941367,-0.4350850884273899,-0.3323575656797118,0.2094029072709884,0.5166516735926764,-0.34620059239573436,0.06219369438304243,0.580689079195402,-0.5078538488094918,0.10914687299708176,0.14580587905962258,0.47277871649221725,-0.5734549530253049,0.06750572376086689,-0.20219192047178608,0.15906794461888352,0.6322653615084645,-0.0827054080796302,0.16078293896486,0.033520136856180056,-0.04756072480187212,-0.046010629343663526,0.3593305133890524,-0.1053398795970723,-0.5185253561744354,0.5184820702633735,-0.07055003592095964,0.6277301803507904,0.6020274197500526,0.7203710986081625,0.32678452137058966,0.2757065478772096,0.6913700587809962,0.025953199545451177,0.007489786440763338,0.25300860622135435,-0.27328797046440867,-0.495359765434458,0.1717625310338384,-0.4175929697976868,0.6224703427396802,-0.5344772626111207,0.13816204289822823,-0.2476715553487656,0.25229908565731757,0.28533221872954584,0.4815387189687342,-0.37461339450832554,-0.41161486710681144,-0.29612581946618904,0.6703512218459003,0.07280558444056144,0.4407344911832094,0.29289882360862796,0.33131081812073815,-0.47329812030364604,0.31635769176891393,0.6364399611096415,0.21282628539222045,0.5462996493371874,0.26533212784618665,0.025202589047628232,0.34193493488894733,-0.32077879643653556,-0.6123656691628714,0.47573098657965796,-0.43960556272836404,0.5691379935028112,0.6601632359058012,0.5724494547318054,0.17757458019352457,0.33535001060307223,-0.006630504615380309,-0.05315385600678698,0.176189996103837
Cuneus_R,0.28811646605643115,0.03410819482348166,1.0,0.30604754926592925,0.11103610528149556,0.36386236774282166,0.1413040973655297,0.14444187939378342,0.2905926693362888,0.07944606824832438,0.31946715593662933,0.6498731729046336,0.30532495752268396,0.2621188516672819,0.10194939570962087,0.2848063439363126,0.4253397595957948,0.5219804697897653,0.28808877494408724,-0.02320216187486489,0.4458182595693932,0.38705168847452015,0.05315561043205801,0.7106420232313158,0.17020315962039376,0.34672237155536473,0.10029273033736165,0.12476149000888785,0.11367490812500353,0.04421735210667552,0.3659922471367431,-0.16046212987538833,0.291707098514572,0.11397875572651457,0.20126852914916848,0.2915843750759718,0.5213214785928229,0.1387864415477259,0.4837097664548399,0.3712828076545736,0.38265653495982965,0.44547016466751393,-0.14593041442266758,0.19570506318824366,-0.03974681978371617,0.519914864489874,-0.08645706116390924,0.3518528319789242,-0.02468199105636195,0.17138714582433134,0.7969142452626373,0.31384450548446186,0.1335182207217508,0.1835802168221545,0.17152522152558458,0.3252172631209752,0.2777862990422819,0.540918151672969,0.1138825544017513,0.18224814447457788,0.3432802300630631,-0.23247227006109308,0.17008769324694586,0.33104599021912356,0.4350995927892059,0.32833219303705974,0.15044439203869733,0.19886311115046196,0.08818862235096596,0.3148205770245527,0.16597672221780965,0.14363022179135043,0.21216825409479514,0.04407986244598668,0.412442079265017,-0.17930471582456256,0.1518160373643322,0.49112912827375693,0.5166085430006677,0.12350493785480085,0.016479059263389537,0.7963112297582728,0.009259659230599392,0.2650121582193307,-0.10456892568045281,-0.044140948941251264,-0.21800381119859233,0.01570794526671406,0.18134322542576448,0.07932108982861769,0.2965460523612934,0.1563059763118857,0.1642675700502259,0.06501149554968372,0.40132314577855954,0.25264311140901363,0.18409855752929824,0.5150681932946359,0.6573320199026801,-0.20816859702545998,0.7756158902989113,0.08165129435296446,0.02570486792824242,0.2536087240733573,0.825622935039991,0.10354092760913287,0.48559568796302605,-0.032639259080170645,0.29449477298577575,0.2244784580658293,0.5337687580827888,0.16012991878784735,-0.0933718577395119,0.0870850022167007,-0.053870510789711876,0.09163935561845826,0.3047428616975417,0.23482274251818355,0.27377893605622566,0.20345193606711198,0.48289442283181744,0.49656518673739763,-0.10856859435235498,0.24609185602798417,0.40930762091437556,0.023517604875400944,0.07377558347315925,0.6445983257930354,0.17135745963970675,-0.17596473100592336
Temporal_Pole_Sup_R,-0.12323393309281201,-0.29769697742727685,0.30604754926592925,1.0,0.3640247146352824,-0.17881118775790253,-0.21414081033398735,-0.22345528906376103,0.4493906978043842,0.29697863239022176,0.550653988938668,0.2767141665218984,-0.2714159575195546,0.5695946317297719,-0.26425381580292634,0.6237071406917098,0.01851666345719836,0.4662053749305871,-0.33505860205735993,-0.43380481095371737,0.4231854427575141,0.08641161091651793,-0.11895981840498986,0.2743194756317651,-0.22174777091159528,0.3363896584814405,0.28175145446766364,-0.10501042396481015,-0.024586274475468385,-0.17894907587835868,-0.16212602372892482,-0.17834060179520755,0.3400179195091818,0.39073100794235727,0.4621445997994909,0.02114426588065591,0.4440833995498179,0.16970728487614872,0.09254558970880895,-0.22959552129619537,0.3748656905945839,0.12810421272124042,0.19523786000550808,0.007016820339557502,0.2745037526442671,0.36347164606912125,-0.08170340487220984,0.1231029597243372,0.0009856850537642576,-0.3630561360965066,0.1741286123172867,0.5135454187953147,-0.03206213833125242,0.14088784716378353,0.2272209153657763,-0.006443678499368229,0.3429397333103396,0.4306902207334685,0.27280037980965194,0.14359618911867694,0.519480996739254,0.27946530136559233,-0.04697697331192097,0.6853653281084299,0.25020876267852643,0.007618113315243556,-0.05361508241561157,0.5821137838834146,-0.29839374460346096,0.35949611591299685,0.3485088426405216,-0.10567093393506177,0.08459170928989447,0.11577467446696695,0.07529119080602091,-0.4237499732518253,0.3567688532547596,-0.303198989894841,0.4041148732020002,0.4824154955679074,-0.06624447372079272,0.2706984122623573,-0.4628471126870519,-0.11804861829535054,-0.4648936737312615,-0.014498310215555112,0.01728941488949256,-0.26345528359819115,0.383007703230341,-0.23598235336365556,0.2440673482941139,0.2650228694667444,0.27245013900215964,-0.11727858127552529,0.6110345971756609,-0.3479433304322129,0.41998071071177967,0.2660689855018529,0.31361973462496867,-0.29672749540274007,0.10573987380168834,-0.4575391661655295,0.3057886863933193,0.6078252798635677,0.5368019183753285,0.017864921979152317,0.24045734822943668,-0.030537073090396636,0.022470431290703304,-0.26763834194819663,0.40110874157401927,0.036750041687904314,-0.2579701910995569,0.2428995554494578,-0.241051889655377,-0.37432776397612993,0.3709275541862165,0.03846782137584349,0.2827080813169428,0.6105045946176653,-0.22326703571863402,0.5086975015025634,0.03006796553331137,-0.3358429321391045,-0.21361268036159678,0.23913470079405194,0.3223446368596643,0.24947817711486406,0.25245523776080275,-0.2617562348023222
Raphe_D,-0.18556016089742605,-0.34022205330154254,0.11103610528149556,0.3640247146352824,1.0,-0.20981487011410935,-0.28728746690186807,-0.31230424513663957,0.5537652176928095,0.307076964929236,0.4415724644273944,0.3542498923824934,-0.016484811393806295,0.5263268655876815,-0.14438010054202474,0.4096278256517229,0.004844879851638816,0.3716502812003231,-0.22024387636563159,-0.35443801531842667,0.24990129496546948,-0.12180816460508138,-0.4109880760710738,0.34807257642749406,-0.3795717512444143,0.43035700151230816,0.35441947948112407,-0.09531937496868341,-0.40575924167186667,-0.10098167726985852,-0.14333762213263423,-0.2118229819576922,0.1891371295989633,-0.15791664196389302,0.08738617134514204,-0.012926297167183236,0.4394513400324968,-0.030088359940976816,-0.06815245809537214,-0.11609239592647574,0.4167594972194969,0.10408253760064834,-0.05200314803204034,-0.2756970424580099,0.028047970201695843,0.10904022386755026,-0.10373261669138428,0.0034817629197507953,-0.22642287770388272,-0.3145636245331728,0.13580602845149267,0.31818204503623776,-0.27151968071898125,0.09227178311185105,0.005996255640490204,-0.08275153701177386,0.700651033717966,0.2863448162268598,-0.08216964118094326,-0.17363339167624406,0.39830584526180285,0.03139655518414773,-0.18379902743155624,0.5800396694116345,0.2682421692778287,-0.1733593067737188,-0.06780670055809775,0.5427130726371878,0.07663538276723625,0.39886272354364116,-0.18613002444196317,-0.2509984693513735,0.09145555827862364,-0.03624603115597732,0.3448215653736686,0.00358317021086811,0.036175718932161795,-0.2024373357423958,0.2070249693514342,0.5202455477538772,-0.17420066717582763,0.22224640698404388,-0.36051459279406767,-0.17663698950220066,-0.41849535060756277,-0.19732442605107894,-0.28212710695770943,-0.3149581888028489,0.21856358705409845,-0.17274714524329246,0.1876196854069049,0.2568142022987024,0.4015279252832599,0.03780447345916844,0.393250746902407,-0.2130248088038066,0.406530201510768,0.3426042556569876,0.3494794639393808,-0.22941708559150176,0.012928073987436879,-0.3079627111549675,0.44163376928739184,0.3296952014880042,0.31143189417662015,-0.3870508546461238,0.25257927552464615,-0.26166662431787335,-0.032201083742570205,-0.019001248720632347,0.43580026673335487,-0.0936225788804638,-0.49431849765883273,-0.05733421769885125,-0.346426247046805,-0.18536646916676539,0.2066897043967292,-0.02238385327513291,0.2734362728672757,0.48314916194644836,-0.21280167192950364,0.3744257307516194,-0.340521888452531,-0.1975164837868577,-0.18538734442866492,-0.0180147040607518,-0.17788098291601098,0.0023709926983489825,0.3631302231193959,-0.008676633542402097
Hippocampus_L,0.7459980824117665,0.6015136612008011,0.36386236774282166,-0.17881118775790253,-0.20981487011410935,1.0,0.7097787515841584,0.8040304511901105,-0.38936478049758005,0.3731124765523106,-0.3011599080459232,0.07042158733125056,0.3423734675240196,0.03549918274488032,0.4041047801429615,-0.09634413127123981,0.6509659436129506,-0.20181388428654318,0.6573023929181244,0.6491762985679457,0.27094920505722647,0.8381408452422843,0.5602189471521843,0.2438121369073259,0.7236670988348382,0.021636344511079993,0.2730402557304935,0.5381300715450232,0.6219684039645319,0.15673161811426375,0.5500354629930068,0.09418134868795384,0.23633750500306092,0.2663387012952326,0.1938241716414164,0.71739085289852,-0.1716002117204189,0.6067805402837667,0.5632430614425316,0.7754406476069965,-0.20467825025632821,0.4644203673488688,0.18024647974142424,0.652348325515565,0.30739979352026037,0.556046559253151,0.12336856717774705,0.6449311971132937,0.3753340425516179,0.820226371343178,0.29895979783771276,-0.21260513897451133,0.6779488095331089,0.0654556865015489,0.4992577357328991,0.5908944891088989,-0.22712279699829105,0.11566954415524461,0.42688213743040804,0.47747109502166135,-0.09112246323006311,0.034168905063296784,0.6830463520770195,-0.20365359988722925,0.2890542695871572,0.2244301298942599,0.6810514507395934,-0.3861719010224454,0.20009206827700066,0.1845404651895223,0.08042530248569814,0.6523833115057602,0.12380369323120305,0.2635906594951681,0.5259688309062144,0.030777529371257092,0.13805549287077976,0.4590371969961897,0.2767642988947807,-0.27040406381521803,0.6177414317748047,0.15065167576746188,0.6303903181968015,0.6726980413908649,0.5917056097552987,0.3283588172124256,0.08028700567047929,0.747871487581608,0.13615205697878446,0.09956390398928354,0.4745541563010047,-0.0987999159784337,-0.3333209812489815,0.26739673136564424,-0.1260952970625874,0.6005382727824159,-0.3412917075898183,0.5884463886918976,0.2502779714860768,0.32487708014084316,0.4892233859580508,0.6551826736856037,-0.03547511200259887,-0.08868154938111668,0.023086263702248914,0.5664586375459808,0.5132084044852293,0.4557619554875363,0.46659103421329096,0.5106232761102508,-0.020087839404520896,0.5441219657350957,0.5648069129355618,0.346390784012709,0.45848216949231924,0.3888134343758925,0.46406373707914284,0.47101837813140385,-0.12183518010754923,-0.370147604281379,0.48180448612470905,-0.1805894760300244,0.4071017715788908,0.7071378471932118,0.7233868262080382,0.20585745094733818,0.18500635190394996,0.35247917577191634,0.19387661477321844,0.316078644441906
Frontal_Inf_Tri_R,0.6578447697150058,0.5990647532408454,0.1413040973655297,-0.21414081033398735,-0.28728746690186807,0.7097787515841584,1.0,0.8492056445220564,-0.5048629700752743,0.37496144039893137,-0.4782679736253471,-0.1666687493476294,0.1761085428179828,-0.19388785056133956,0.4781465956658646,-0.18935902336560093,0.5346946472713281,-0.40348067501768037,0.6616932117785099,0.7278141366160843,0.10333969362037537,0.708087147986084,0.6289551957970965,0.04441371657013117,0.8630993255891589,-0.1655723995404814,0.4359467941233099,0.6071313076461662,0.7353632483740931,0.28163870124169255,0.5352485526082428,0.3648444067491715,0.2938676672219217,0.2640070050728441,0.13594892444543782,0.7571244896101211,-0.29124887956871875,0.6945521594945853,0.523542072015107,0.8246069640665926,-0.3251012763958599,0.3772377831288754,0.23498357904046882,0.7505073200743445,0.544148743484013,0.19603634559247554,0.007603028578200478,0.4092153098941331,0.5838795331321414,0.6814195003082931,0.12450185209734611,-0.3235364939851127,0.7460543922764126,0.08151607173082538,0.46732772573167036,0.527777820049881,-0.37761994425832957,0.054384604378076296,0.38570125048145637,0.6159087915376753,-0.28302118517666797,0.3547714859175742,0.8060700117643926,-0.2829635799444066,0.14841256724282195,0.030069071001830157,0.6827055055536362,-0.4772597230851192,0.2564252211256534,0.07392254627503077,-0.07296973763322907,0.7428364521067986,0.11227768513591808,0.5367889888917944,0.3912020972705031,0.07163438944511354,0.2632980867152774,0.4417943831038033,0.2145457076378289,-0.31590378747195896,0.7578653220248049,-0.0116570463701457,0.7997517863095251,0.7569517726712022,0.7200075496918329,0.6120003707979919,0.30244465771809426,0.7626197459185922,0.0709221367234896,-0.13651221699129681,0.4570056448926923,-0.26825678184727114,-0.41328125293076584,0.38008997409712975,-0.3662484236043327,0.6569308856248363,-0.5673078612914503,0.42464857363660563,-0.022364681824516418,0.5820828980227832,0.35539698270643005,0.7097528251355089,0.06665346858404259,-0.17861545019532132,-0.2308280331912686,0.6958529198824563,0.4104009301911444,0.6486072729491809,0.3467003321465154,0.5416308244170607,-0.29651088213995624,0.6950072882216708,0.5996576612818949,0.2103549717388657,0.6106086801328631,0.5363242646311311,0.3932473220456925,0.6381055417533,-0.2871195282036916,-0.46286365788806055,0.4765620351443786,-0.36841077977243625,0.5489429204382411,0.7107482700439546,0.7756661334366477,0.37802873828791483,0.045867228626313115,0.09248673606921938,0.1755157300239114,0.509349186290946
Hippocampus_R,0.7756318503518874,0.6390874004442434,0.14444187939378342,-0.22345528906376103,-0.31230424513663957,0.8040304511901105,0.8492056445220564,1.0,-0.5768807116273571,0.454309468137593,-0.6351118622932608,-0.14480963841023362,0.25775990680224703,-0.15812337669193738,0.43954810800604266,-0.30406232524989424,0.5357846138434464,-0.5164660898400022,0.6824182957198249,0.7775580956545677,0.06866221955681555,0.7539564325743339,0.6579315034732386,0.0714996935932048,0.9221627031949164,-0.21882683014161713,0.45469447286803255,0.6234755837970214,0.8238060888889895,0.20476534080009384,0.5072056891611856,0.2850714419851256,0.2921372837380385,0.2945002571830897,0.11164689089492821,0.7595693361332477,-0.34167470531658756,0.7285330060503622,0.5245097557436871,0.79643849487598,-0.3516549876293006,0.4148425866007293,0.3191328379443486,0.8065483201208731,0.5767016554278266,0.2292524049407032,0.057088041638893396,0.3967185398356809,0.6275990679452567,0.7296965289654869,0.1587400702907039,-0.4676339493430628,0.7937190520232036,-0.06564141060852123,0.5320053111516384,0.5395426364054776,-0.4401540151068288,0.08346702347410753,0.40065739284797386,0.6437976773708564,-0.3729645465776483,0.3761261506200473,0.8289383758641012,-0.3902867575730321,0.09338080700112696,-0.06867325576675586,0.6638810037321575,-0.5994595341619078,0.26152406217301977,-0.05091002747424288,-0.1427948506581901,0.8142546013718348,-0.06300170566487771,0.398450352021777,0.41141064759515744,0.13154807714090677,0.12811995866597964,0.49040094609708973,0.17874213753895943,-0.4233599819516942,0.840012230033887,-0.044038033359276876,0.843535560233036,0.7667104904519383,0.8335058031204894,0.6098485922640307,0.28312918379621355,0.8435897453054778,0.13664737194609552,-0.20005219326611512,0.35855095760987576,-0.32988325801772117,-0.6160962772939937,0.3384432762507573,-0.46242816117202773,0.6822272509799523,-0.7215912150370934,0.419214702014499,-0.03484792047858453,0.6533574321326793,0.3772926613421585,0.7043054875016607,0.07408043211286125,-0.28727597007548755,-0.24267771966998372,0.7920782178701299,0.46468764504468374,0.7499903274573628,0.2290013041990145,0.4514013018975444,-0.3500410699250073,0.7375146387327483,0.6196210849616095,0.19212874525815948,0.7363466871438885,0.44986800444608394,0.42721628313241744,0.5144092149706516,-0.37736741961461284,-0.5634519114722196,0.5343588125341311,-0.42627119546955033,0.5671725093388559,0.7344171931101646,0.7870629079626814,0.38357172813562374,0.10256806280864252,0.008763369763483951,0.13827808045788695,0.6169458120914065
Occipital_Inf_R,-0.4941624280312354,-0.6712213943072856,0.2905926693362888,0.4493906978043842,0.5537652176928095,-0.38936478049758005,-0.5048629700752743,-0.5768807116273571,1.0,0.024630851826099958,0.806019988690761,0.4916808665525206,0.13544796327791442,0.5430158575751903,-0.22015268272996766,0.6248402964492816,0.027496187788770526,0.635273046906199,-0.396270090785765,-0.6670141474465625,0.43288172624965454,-0.3230450185986889,-0.6623354086734393,0.6151684078369822,-0.664055628362651,0.5677961693517118,0.025439841088337068,-0.46586657704899637,-0.6835754683853918,-0.11808444435251007,-0.2424711654128324,-0.1667806146180986,0.2951671647856678,-0.30319272518351714,0.09467929347575635,-0.18872283585263303,0.7639564134411087,-0.3066341809372964,-0.20093538638514435,-0.31143960823860717,0.6006711693679546,0.16344440097877458,-0.46615729706207804,-0.5638034728372991,-0.25398911089621484,0.04849242189737411,-0.2623032365932226,-0.3083581773510695,-0.5321691286137765,-0.5744172305505154,0.28405144065153093,0.6233092765097435,-0.6490492646067916,0.05417511068905696,-0.2897021948314249,-0.13558054743830558,0.6168923895135124,0.621275905706622,-0.24396168661039244,-0.5226061057358548,0.4988562417876006,-0.18839361611100905,-0.42324951629727514,0.796806710238785,0.06819060557024398,-0.007528753208902854,-0.3434664603246402,0.7629603716559417,0.11185763503307108,0.5329163308972729,-0.09206935896682392,-0.6178295287142623,0.24255318227936803,-0.1477307802074299,0.31843591654254266,-0.08043830609986831,0.22581190995115985,-0.2977346858280605,0.3932305424357988,0.6462262107039122,-0.486693279598993,0.3682891896558849,-0.658625536654364,-0.4701522240296656,-0.8253280461490805,-0.36146210347681146,-0.3970420938739797,-0.6586750370003274,0.1388498963634761,0.10086398084777484,-0.03806518803162557,0.45563085481615906,0.7025670243106052,-0.21587810799232163,0.7010884720864545,-0.5609907676924222,0.7402160448383348,0.2803521537152264,0.6381657836294204,-0.40045798980281266,-0.08206465705337752,-0.4011043316674708,0.4492527577821526,0.6120882351453573,0.5972468533612644,-0.6783087523566562,0.3152691132464201,-0.5035593907367278,-0.12806634542053752,-0.2085002118157545,0.8014396876900829,-0.1789050720418963,-0.7499046678249466,-0.102452603600239,-0.6099669769714341,-0.25242116522826086,0.11148332543361626,-0.19436633519986485,0.5977636259814861,0.8135897338653062,-0.36548058187633753,0.6899026795658979,-0.709306817302704,-0.527248511743557,-0.4245065570546635,-0.25385631763374955,-0.2747007254237037,0.32885323902499525,0.17574437925850483,-0.2545142351591494
SN_pr_L,0.2995537235718846,0.07059538272947065,0.07944606824832438,0.29697863239022176,0.307076964929236,0.3731124765523106,0.37496144039893137,0.454309468137593,0.024630851826099958,1.0,-0.03290262989677206,0.17207654715148152,-0.0773480443572428,0.4149131693841043,0.24491253347069442,0.3512427985732985,0.33215971661731153,-0.14975927076078388,0.20408912557845477,0.17875523969826823,0.4237390967860888,0.5473268304731498,0.24509915690788014,0.23437480649530618,0.3210101605214694,0.33015507286085494,0.6489302958488111,0.3448522892837919,0.3004684793107757,0.0774742581164558,0.22710517265056593,0.08158677806143032,0.4734358162620032,0.30061810014835383,0.4451671402213373,0.5444706822759079,0.1815635413914063,0.6597370582644794,0.26162455534172724,0.4207867108926721,0.04445346070559297,0.4360458913351793,0.3529077536267507,0.37061327987440923,0.6976006138787061,0.4013361771320678,0.11841905972511359,0.3639308445225256,0.44362121468401594,0.1631013549833455,0.057721650038901395,-0.02740702467842917,0.44037774844471117,-0.1042309645921712,0.5048584050079236,0.28374480244025996,0.13511276848128057,0.23987628601665253,0.43671678109892553,0.3994640794348891,0.2865758215639848,0.5378929585903908,0.41821417343394357,0.24462541570844293,0.4008302664191931,-0.26356064482231967,0.5297735682212379,0.06229672812811801,0.22111209795382325,0.38498420210661644,-0.18089993851825872,0.45116157974149446,0.14524825549783774,0.4190114709048876,0.5667687657543022,-0.053833417994305584,0.41987825060714434,0.011703401392106303,0.25259570293042916,0.22277998785546713,0.5482117919423916,-0.046194184120336344,0.2667181903013676,0.3918452401557858,0.22285009091812052,0.305640044902647,0.03191240692877093,0.37674416045202275,0.2979364913300816,-0.3106735458219557,0.5861709246525885,-0.0671001322428654,-0.06927025435462669,0.27694372358075897,0.055841707885785574,0.1313907027749847,-0.10126017721240795,0.5475429459222729,0.1311658071385409,0.34923326228600715,0.1627834147313813,0.2911020899607952,0.637943995582484,0.27210009395414503,0.027895693060647847,0.2707689373480177,0.5220459432759655,0.3853233644811956,0.13461755490215865,0.2824967966752962,0.0334253065887064,0.5819911221203644,0.05816836463922755,0.3457760315751447,0.3086800893397657,0.1070495417139763,0.667867352341663,0.38395720356426005,-0.09579010732931696,0.08502594572439404,-0.008792573009992814,0.10280537101262689,0.3073781200983714,0.20206596679556368,0.28675532557804057,0.4674680139252894,0.0903406751167269,0.010901225625053556,0.5608145855485893,0.5387423963275457
