,Cingulate_Mid_L,Cerebellum_3_L,Hippocampus_L,Thal_PuL_R,OFCpost_R,Thal_MGN_R,Thal_PuM_R,Vermis_7,Thal_LGN_R,SupraMarginal_L,VTA_R,Cerebellum_7b_L,Thal_AV_R,Temporal_Mid_L,Vermis_8,Cuneus_R,Cerebellum_7b_R,Heschl_R,Thal_IL_R,Paracentral_Lobule_R,Parietal_Inf_R,N_Acc_R,Cingulate_Post_R,VTA_L,Rolandic_Oper_L,Lingual_L,Cerebellum_Crus1_R,Frontal_Inf_Oper_L,Vermis_4_5,Parietal_Sup_R,Occipital_Mid_R,Precuneus_L,Red_N_R,OFClat_R,Frontal_Inf_Orb_2_L,Thal_VL_L,Angular_L,Cerebellum_4_5_R,Heschl_L,Insula_R,Temporal_Pole_Sup_L,Postcentral_L,Vermis_3,Supp_Motor_Area_L,Occipital_Mid_L,Frontal_Mid_2_L,Thal_PuL_L,ACC_sup_R,Postcentral_R,ACC_sub_R,Temporal_Mid_R,ACC_sup_L,Thal_VL_R,Amygdala_R,Cuneus_L,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_R,ACC_pre_R,Rectus_L,Putamen_L,Occipital_Inf_L,Frontal_Sup_Medial_R,Vermis_10,Thal_MGN_L,Parietal_Sup_L,SupraMarginal_R,Caudate_L,Occipital_Sup_L,OFCant_L,Frontal_Mid_2_R,Precentral_L,Thal_LP_R,Fusiform_R,Thal_MDl_R,Amygdala_L,Cerebellum_10_R,Cerebellum_10_L,Thal_LGN_L,Vermis_9,N_Acc_L
Cingulate_Mid_L,1.0,0.46378231137485637,0.6573023929181244,-0.07049789663639988,0.5262170863806965,-0.04774978122043671,0.6206860732350213,-0.31017441039151283,0.1389383554138123,0.3468282310171655,-0.19100021796740604,-0.2643214153703215,0.23085999566113685,-0.1685030194367369,-0.34566533882994294,0.28808877494408724,-0.22394678546635133,0.757477732061821,0.07567382587188955,0.7102050128834332,0.6385281556934532,0.17485339013995466,0.43788696804027893,-0.050268764909364265,0.6627408359172309,-0.21602229941902654,-0.4490480992152134,0.39462209298990264,0.300199616708181,0.6738057695771511,-0.08948134413620867,0.7947107646693189,-0.24071023125213015,0.4843469730075038,0.0932952041197634,0.6204129923073421,0.22545083816514433,0.4419578554626613,-0.003448134742490087,0.6990815251376914,-0.4049614628101664,0.8261524374692801,0.428534945215983,0.5340776083507011,-0.1125886523113831,0.559295080926089,0.2574337495692759,0.1732290596776296,0.8349549116907868,0.22264747593444237,-0.013110382013835943,0.016631525896177547,0.5809145917152064,0.7117485183855488,0.2291499623808484,0.5177624073896119,0.7700483749200204,0.010298758973174798,0.3619406187208248,0.6651830368183421,-0.18506546454643208,0.46598187295452953,0.6247995869266688,0.4434922442554493,0.7612476861039881,0.6347105257312724,0.7190191833176082,-0.14778137523735152,0.38760733363005534,0.7029522988126516,0.8222471885734,-0.18095783602690163,0.3676721306353065,0.31548366474784506,0.6390625564180376,0.4554943139652977,0.09996092481902635,-0.04819179362911855,-0.4050268220435537,0.19403499090517637
Cerebellum_3_L,0.46378231137485637,1.0,0.5046996084351093,0.24705239833865736,0.6758353603490674,0.35994860821329255,0.2598012627450685,-0.22001869478474256,0.14974082844613068,0.4153471997723318,-0.30652942445717607,-0.3569598968716642,-0.008144864989494923,0.09892068132122503,-0.4734571082916903,0.019125961074160126,-0.40914200478946466,0.3357377510837298,-0.058459524393529715,0.4275546723195151,0.19119283291726613,0.47316176515577757,0.40240330493496956,-0.420744497809068,0.7200323166231943,-0.30561773891004684,-0.3731781218143977,0.6195109572817848,0.13135678276959334,0.1623740570508725,-0.18026144765923835,0.3227449233707541,-0.28189136099522566,0.6218676568378418,0.3396820726004512,0.6290986009690466,-0.05326883739264814,0.49382707435066,0.4610221100219434,0.6485362521024093,-0.22468154585060582,0.4429413692830126,0.6367972062669245,0.6936934073870002,-0.14894437338732475,0.7172571390664703,0.6677694670883797,0.5079165177749717,0.5736134028902922,0.2944685971838059,0.001871840732787451,0.48436000892122116,0.2862384816952247,0.5525489169756213,-0.2080531293032012,0.6104753929565111,0.5654790383324307,0.5608471256043683,0.7177405874478383,0.686696629554004,-0.2762286493781596,0.6505869869415588,0.655220529467966,0.6163363426755032,0.23103038033003703,0.4990691871225102,0.37500680086829813,-0.07395016508479169,0.7177446965844786,0.6625274205138567,0.5068397451196631,0.00602472119816347,0.4684664641004686,0.07786514269633622,0.591922269863542,0.528800931552527,0.165556135773133,0.4257059257301142,-0.4093683402017521,0.8076339368522315
Hippocampus_L,0.6573023929181244,0.5046996084351093,1.0,0.18500635190394996,0.4557619554875363,0.13805549287077976,0.5106232761102508,-0.21260513897451133,0.33464066055883884,0.2890542695871572,-0.0987999159784337,-0.12183518010754923,0.030777529371257092,-0.09112246323006311,-0.20181388428654318,0.36386236774282166,-0.2478065679159214,0.6509659436129506,0.12380369323120305,0.5879798113268839,0.45874674568416385,0.2635906594951681,0.4644203673488688,0.09956390398928354,0.6810514507395934,-0.020087839404520896,-0.3011599080459232,0.4745541563010047,0.4282146761337462,0.4590371969961897,0.023086263702248914,0.6265684300184469,-0.22712279699829105,0.5664586375459808,0.346390784012709,0.747871487581608,0.07042158733125056,0.5884463886918976,0.1938241716414164,0.71739085289852,-0.3861719010224454,0.6005382727824159,0.5145136136720666,0.6550779533090159,-0.1805894760300244,0.6230239165517578,0.42688213743040804,0.20585745094733818,0.7233868262080382,0.09418134868795384,0.11566954415524461,0.2663387012952326,0.4041047801429615,0.6303903181968015,0.15065167576746188,0.6219684039645319,0.7754406476069965,0.034168905063296784,0.2865971363018796,0.8381408452422843,-0.20467825025632821,0.47747109502166135,0.7459980824117665,0.316078644441906,0.48180448612470905,0.5632430614425316,0.820226371343178,-0.1716002117204189,0.3753340425516179,0.7236670988348382,0.7071378471932118,0.08042530248569814,0.5132084044852293,0.15673161811426375,0.5917056097552987,0.5425700499960526,0.1845404651895223,-0.03547511200259887,-0.3486218012121552,0.30739979352026037
Thal_PuL_R,-0.07049789663639988,0.24705239833865736,0.18500635190394996,1.0,0.09452767280255904,0.16433588828441,-0.06573758196361006,0.12703403075287029,-0.17838267344693098,0.29443089378162907,0.0016444653606936576,-0.08029897001415509,-0.5065561012422259,0.2364723898488823,0.009771257462030652,0.07377558347315925,-0.0887268970539051,-0.16839453274949115,-0.06902453024424234,0.040190592043074236,-0.10813164275927194,0.09566629903519178,0.13796435183438113,-0.03580824207547487,0.13173520955955792,-0.15134225658501868,0.05407313475056819,0.3410508207840503,-0.1967280022391061,-0.20447867701337272,0.04322148313928817,-0.1689584517286303,-0.2252824019397818,0.2852131046409476,0.42770249103423374,0.29235008522401756,-0.0621049954245353,-0.0007386934364789487,0.3290967704209109,-0.00660153241001749,-0.046163621933959446,-0.04863088696193841,0.006968288374310282,0.3376978091261319,-0.04470773827451906,0.2958295095952367,0.46712194406988194,0.19887765638793628,-0.01536434299829377,-0.14277159016272375,-0.2707365733083732,0.7146400794636607,-0.11254772587048205,-0.05345855533258639,-0.1863896125588393,0.3190726795537991,-0.08828799065904924,0.07869702737235557,0.03185074387900363,0.2853712317935506,-0.1469671970037352,0.3992021669188083,0.30051287879377037,-0.26432571752186723,-0.08541600173614394,0.13857310889501737,0.15726175704861378,-0.20746304869622986,0.13254622186869203,0.149826353638704,0.05401868307828707,0.7441718772564679,-0.04471762459181082,-0.055438221757221316,0.08933150826565496,0.141392436080997,-0.00432251324092538,-0.1850383835919627,-0.18094121729782778,0.2282952842352646
OFCpost_R,0.5262170863806965,0.6758353603490674,0.4557619554875363,0.09452767280255904,1.0,0.0537077113133122,0.235027723006068,-0.37254585536455376,0.2152677185189517,0.01244081074737221,-0.2748773345093726,-0.39111424596391126,0.16578270309611595,-0.33084421472551,-0.4651366701806167,-0.032639259080170645,-0.4493760010668225,0.36293971867159697,-0.17810707509413687,0.4995152741631225,0.21035528721426414,0.34169949928373466,0.24616094634706423,-0.39453421583017906,0.513958914047678,-0.4002899745747011,-0.5965416337084818,0.27162340669956614,0.10257055295929768,0.34684447847889915,-0.30396854538108364,0.4937647653404242,-0.4565858833801035,0.745732576474473,0.17803756101557555,0.650039131240771,-0.19493939109111078,0.2247475876065716,0.16023748456770684,0.6007912216398046,-0.4218081465408236,0.5384779375009091,0.3797558663903163,0.605609523568421,-0.3715727922992856,0.5829137043318043,0.41202878703845147,0.447869074664647,0.6213748302378143,0.49235167269875657,0.01802201639248176,0.3462852884378531,0.3290340511979303,0.5985030844614391,-0.1463841327861521,0.7622989092755826,0.4926199419235916,0.5788672766803908,0.6107985670360565,0.526464574104622,-0.30560261358805285,0.6783900715791558,0.5980677782006711,0.5840494827231308,0.4247543146683929,0.4200831129965064,0.41909285851336436,-0.3021217662326422,0.7424410264097465,0.7820237226523427,0.5219638514802891,-0.1162335702441075,0.30322861962693953,0.17025591852155542,0.6876444285392249,0.3447011499436656,-0.09239962009883168,0.14178161089208738,-0.5526252343059684,0.6667219390854005
Thal_MGN_R,-0.04774978122043671,0.35994860821329255,0.13805549287077976,0.16433588828441,0.0537077113133122,1.0,0.02638758712696256,0.25264598550517103,0.3335964747037244,0.21536932651651852,0.00435601715528003,0.17277581520373458,-0.3488843881221923,0.28869287882260003,0.07782183180917604,0.1518160373643322,0.10466842720126067,0.09832213739482677,0.5131964368905158,0.004131066693411199,-0.05094618784096983,0.5996514174544265,0.2148815897547511,0.09143356484495047,0.21327894125184943,0.2253633961917078,0.2728195020244156,0.3524400817946223,0.24723658937329074,-0.14850706089136578,0.18907949252376444,-0.0670175918984795,-0.025317988110086415,0.08318883857626708,0.22081126349876112,0.08698628819729139,0.13159324703552244,0.3933816785907964,0.28862844401843474,0.21412409072905972,0.2538198163642015,-0.14813290969442472,0.5574475303206985,0.11426742527058875,0.3054340766605536,0.10699530924802764,0.24072740013979574,0.15669171352326508,0.03776629576103837,0.2967360584572027,0.3550840050664247,0.22106894708200048,0.1415433742299186,0.048892290394690015,-0.020105437099880615,0.059481462792405675,0.19775322096997922,0.3614166380606076,0.28401775850755706,0.26784119950762797,0.08317365548930251,0.03899971968997162,0.007405817382476074,0.20492292928882938,-0.13650934513256777,0.09296817848188808,-0.08203932979618192,0.3104910906504466,0.21845171759456217,0.012482883519114477,-0.0795735439665089,0.14386381215434893,0.3378419079100397,0.2652764598459308,-0.11086041958315154,0.31479096701533915,0.3830069153727755,0.4469400796985944,0.2512691821155603,0.4245118004702922
Thal_PuM_R,0.6206860732350213,0.2598012627450685,0.5106232761102508,-0.06573758196361006,0.235027723006068,0.02638758712696256,1.0,-0.19055911940781392,0.1755306834699766,0.2862665222670382,-0.18990161130279393,-0.2603856148114415,0.09177893274517146,-0.13475985405213567,-0.1495627842901393,0.2244784580658293,0.06574441735874227,0.518806397573606,0.43780362196399314,0.5350406201919272,0.5203528899147579,0.3090685816444281,0.32053231277399447,0.00900869291459946,0.520901252020413,0.00010423947225917921,-0.26751388858030917,0.39226204286419103,0.38382595465664565,0.5852551041765405,-0.10212099576830692,0.6054170540055995,0.03519901711315817,0.3269433765652573,0.18343267747354855,0.5529464095230338,0.2083276381534031,0.40807814009438315,-0.016952039878618035,0.5280832619612212,-0.2049195811782616,0.5949485678712774,0.3328148029678555,0.2705122663684677,-0.12786289508015028,0.44787021999726195,-0.011673480794745008,0.3976383989974801,0.6195904784749591,0.1291014577134052,0.0068777266293045085,-0.07214053724182827,0.796517033788771,0.5708354565769852,0.17844456225723074,0.3842662026870186,0.6415358658367659,0.10863841846052391,0.08064789980829032,0.4667171025552194,-0.03858701673828574,0.3667087494127146,0.361056388997398,0.35669344756812826,0.5637432663645481,0.43960661418966646,0.5482246291543847,-0.12666804614804325,0.30422790421966256,0.4510587966769401,0.5756776973038332,-0.29224646657914355,0.34381652048923894,0.5208723035176268,0.41225939724727173,0.2269845917582101,0.09304174337782083,0.04343833031200782,-0.19084616077465216,0.2008071044637886
Vermis_7,-0.31017441039151283,-0.22001869478474256,-0.21260513897451133,0.12703403075287029,-0.37254585536455376,0.25264598550517103,-0.19055911940781392,1.0,0.04751045852276874,0.25517270486725996,0.44491569495272904,0.4407879716189572,-0.19518852849682924,0.6342632366387531,0.7323002955094474,0.31384450548446186,0.43604359329363723,-0.015256176297274512,0.19940829218024297,-0.13250312153464783,-0.18175028975948446,-0.07555843385042166,0.1295786809968778,0.23468698827306944,-0.22647657038385452,0.6216276296238359,0.7545101772388297,0.15576155520876211,0.18954011700958528,-0.2848707732038174,0.5835692688125921,-0.24746363809751581,0.475527721303681,-0.36104999580621505,0.10846445509133587,-0.4876441416143609,0.3767653226026235,0.2017880807318464,0.26307335445795416,-0.1290098964035366,0.6325181477321492,-0.362271352027078,-0.07980854160882195,-0.1760087258908855,0.572863423751644,-0.20884299988731655,0.07950194121331727,0.0059805675461257115,-0.2665246497234997,-0.3260678942919501,0.3715008948908656,0.09416985047604938,-0.22218072140165732,-0.5742651103291012,0.2710284819764149,-0.36232667228410703,-0.2724316828750274,-0.17502567955135395,-0.3712041188043846,-0.05236385716913613,0.40321398578277406,-0.189705392822654,-0.27847179525309296,-0.44368468198391037,-0.24580554178172181,-0.07748691167706759,-0.3268878349825041,0.6237605970833519,-0.42427565601371453,-0.41388328716227135,-0.35059524307055284,0.2718270652962575,0.18222083673215073,-0.18567451328970888,-0.6693140256643147,0.1706946701167019,0.43100353688542953,0.1612281958672842,0.6585476475750406,-0.18108764386749027
Thal_LGN_R,0.1389383554138123,0.14974082844613068,0.33464066055883884,-0.17838267344693098,0.2152677185189517,0.3335964747037244,0.1755306834699766,0.04751045852276874,1.0,-0.12004540353814744,0.14819413580164367,0.17527203841128314,0.19531979676324238,-0.018360490264113818,0.03149194809062657,0.23683642621191178,0.013633364246754383,0.36262323230841814,0.29118237917255657,0.2751996987717135,0.17567501608107935,0.2567525131613045,0.49896574491680185,0.061758934910360226,0.1315146125275032,0.4199134312985824,0.07863447445447122,0.0801350339898118,0.5308573077122716,0.12415522134134067,0.24870838950305282,0.2765005714666923,-0.0001531535212312147,0.047997036708414674,0.09705173268401023,0.17607137906330017,0.19320884537788188,0.42441745317881296,0.11816740298851934,0.31299375915240646,0.0813391930023296,-0.07612503876652396,0.3242100000190596,0.1063059728531043,0.16593569651734008,0.05466485011259933,0.17745707991633428,0.1245252573297424,0.18975550957204645,0.17926882434061542,0.6122094490669855,-0.12121803945508292,0.3006710487483485,0.09511732692732718,0.13137583722746407,0.08220802969405873,0.4132744398681352,0.15908723806004363,0.10288944325026456,0.30605876685610955,0.13882597218659848,0.06541008849162551,0.10373295018723416,0.3141660865963961,0.03976416478666368,0.1438736326468682,0.1825605695340217,0.3313501356479048,0.09187625447085608,0.18169948298513847,-0.006797037993516382,-0.21411663525460264,0.5304951708478747,0.22995513243635304,-0.037435891307608604,0.24747467524737352,0.25123739617373436,0.42231849138461947,0.18572913721332376,0.2550317414375502
SupraMarginal_L,0.3468282310171655,0.4153471997723318,0.2890542695871572,0.29443089378162907,0.01244081074737221,0.21536932651651852,0.2862665222670382,0.25517270486725996,-0.12004540353814744,1.0,0.0706305677756513,-0.00948583827115135,-0.13865029143548302,0.6956943624641919,0.15643858667219787,0.4350995927892059,0.217645164217533,0.2615671927718314,0.15163662357308427,0.21290037314460186,0.26974411080218597,0.10735038022519992,0.4218617389567565,-0.09463508585112677,0.5643763617361607,0.18296284223766335,0.15517041472638402,0.7775883281448263,0.24412192165818253,0.20625108623420663,0.35301440653471333,0.2121101641699495,0.24468361654346643,0.0023857131763914004,0.3066929913645252,0.10792778152640048,0.5938024006352036,0.5248206825915831,0.43131563039022264,0.2935042513852471,0.2556621131318804,0.3647168004965102,0.4319097096145038,0.3329646101211039,0.4411117206617389,0.505368439733679,0.40685382079090116,0.14240357839030543,0.33937905014760256,-0.16470122062227824,-0.08818612141094838,0.32389632724492745,0.1742044877764414,0.056238031294418414,0.3334235894501018,0.006057903527452721,0.2525932176611168,-0.06432228081559709,0.2291133349051493,0.497142782421375,0.1933539925272243,0.3147713203371891,0.3384819503192241,0.1013018798430989,0.25689942497010326,0.3092138427328186,0.20835384517568506,0.35784726131396444,0.15994088668322393,0.09474571308631619,0.3880554177130613,0.1455286556448059,0.36523345823254527,0.04456346042647217,0.06065482616157998,0.46514500606798737,0.4584990428021399,0.26143824229027274,0.17400383187083832,0.18642488207953953
