,Cerebellum_8_L,Cerebellum_Crus2_L,Olfactory_L,Heschl_L,Lingual_L,Cingulate_Post_L,ACC_sup_L,Thal_LGN_R,Red_N_R,OFClat_R,Thal_MDl_R,Thal_VL_L,Occipital_Sup_R,Cerebellum_10_L,ACC_pre_R,SupraMarginal_R,Cuneus_L,OFCmed_L,SN_pr_R,Parietal_Sup_R,Frontal_Inf_Orb_2_L,Cerebellum_7b_R,Heschl_R,Vermis_7,Thal_MGN_L,Vermis_6,Precentral_R,Thal_PuM_R,VTA_R,Fusiform_L,Cingulate_Mid_R,SN_pc_R,Temporal_Inf_R,Temporal_Mid_R,Thal_VA_R,SN_pc_L,Insula_L,Caudate_L,Frontal_Inf_Oper_L,Pallidum_R,Parietal_Inf_R,Temporal_Pole_Mid_L,Thal_LP_L,Temporal_Pole_Sup_R,Cuneus_R,Thal_VA_L,Rectus_R,ACC_sub_L,Temporal_Sup_L,Parietal_Inf_L,Precuneus_L,Occipital_Sup_L,Cerebellum_4_5_R,ACC_pre_L,Putamen_L,Frontal_Inf_Orb_2_R,SN_pr_L,Thal_PuA_L,Thal_MDm_R,VTA_L,Hippocampus_R,Cerebellum_9_R,Frontal_Sup_2_L,Calcarine_L,Temporal_Pole_Sup_L,Amygdala_L,Occipital_Inf_R,Putamen_R,Frontal_Med_Orb_R,Frontal_Mid_2_R,Occipital_Mid_R,Angular_L,Rolandic_Oper_L,Amygdala_R,ParaHippocampal_L,Cerebellum_Crus2_R,OFClat_L,Thal_AV_R,Calcarine_R,Frontal_Sup_2_R,Frontal_Med_Orb_L,Thal_PuI_L,Temporal_Mid_L,Temporal_Sup_R,Postcentral_R,N_Acc_R,Cerebellum_9_L,Occipital_Mid_L,Cerebellum_3_L,Cerebellum_Crus1_L,Frontal_Mid_2_L,Vermis_8,Vermis_4_5,Temporal_Pole_Mid_R,Lingual_R,Cingulate_Post_R,Vermis_3,Fusiform_R,Olfactory_R,Cingulate_Mid_L,Thal_MDm_L,Thal_IL_L,N_Acc_L,Temporal_Inf_L,Cerebellum_7b_L,Hippocampus_L,Frontal_Inf_Oper_R,Cerebellum_4_5_L,Thal_PuA_R,Thal_VPL_R
Cerebellum_8_L,1.0,0.48855975958223763,-0.22356417349818905,0.5294389091157526,0.6111610147476665,0.1813237360273771,0.23987711416592,0.14501657383617966,0.5104445302018191,-0.18875535856820458,-0.07441886527794614,-0.19781653540723637,0.2629268180453362,0.7075970473788011,0.12939122522705088,0.2449331848150771,0.32041571676371317,0.02828195961830296,-0.03977623020621923,-0.1351086459950148,0.27144284638907384,0.5161360448034661,0.22307115023312413,0.5738152179322279,-0.07566070059688003,0.7067639816064651,0.0954790449907397,-0.007944376915586287,0.37365044485021126,0.5078224222755587,0.1620719444079895,0.016640965911444816,0.4907557566832661,0.44552340332369567,-0.2154903230036053,0.6120773022574416,0.6670814730436678,-0.21627039304483617,0.5288615457741919,-0.2188479912896237,0.13021690256206672,0.23014331096969012,-0.3037547197703065,0.6429218130049175,0.42166077212785424,-0.2172337133626031,-0.23684378558939398,-0.09649830169885729,0.5662525494186746,0.11607612437015713,-0.06773561213003564,0.6424128615280764,0.5876663641965338,-0.13811537470033886,0.2268231940927867,-0.21678629625745685,0.36215638445537646,0.43713480892370704,-0.005282075819741953,-0.19413038566199492,-0.21698463781695837,0.7167601839859146,0.03165006738392813,0.47473566615284996,0.7235535158796916,-0.45907356968347557,0.562519187413102,0.1379348107808459,-0.22362803600341327,-0.22220013393337,0.569616392249595,0.46142037945381503,0.19390020188201798,-0.3852565110929477,0.24592919885086667,0.696310382346538,0.7568356831866911,-0.23799046118350137,0.5154102559606012,-0.003520037600228609,0.06387520226177984,-0.2163021186882156,0.692444883026038,0.2789693967388806,0.03190422935696166,0.091263519762103,0.7973589920501705,0.630331126999795,0.20105925918487305,-0.09489074937309595,0.19422386098724614,0.5550660812655978,0.44625017178358045,0.5610899886760163,0.5737729089763459,0.3686179011366747,0.3881937808611771,0.4856833125263957,-0.015256993494086142,-0.08125302191114225,0.15478691952567752,0.3470433659935427,0.23708163052374429,0.2922838188892152,0.41364849268823495,0.0013733021160624607,0.006690698089915338,0.4782652280093749,-0.027192887838267083,0.36578178233709263
Cerebellum_Crus2_L,0.48855975958223763,1.0,-0.507193890634022,0.0576104494122614,0.6414364376533029,-0.1520723590411578,-0.22465061383706297,-0.02684145228734288,0.5028486453959964,-0.6572457547315935,-0.09626641127131359,-0.5207755993896674,-0.12189112550439513,0.5222316866538885,-0.29788537346733024,-0.2903127512604519,0.17488596498959363,-0.3501145719008702,-0.39714577661909684,-0.3349521835239174,-0.05467096463230171,0.6266923662486314,-0.07276991593089778,0.5793966792440827,-0.3209299553071721,0.5374102515864588,-0.4318035791219731,-0.12787801577329552,0.42079060699011017,0.10982631781964368,-0.19124463940704947,0.0637767092322815,0.17788040521329496,0.2494801961840487,-0.4560059824269298,0.3482695964673322,0.3041805473993531,-0.4110255188942676,0.06385596711323588,-0.272518265567652,-0.17999667832581007,0.502575528763969,-0.499586945923864,0.27245013900215964,0.1642675700502259,-0.1695241536635029,-0.5455803113938176,-0.31807733183780473,0.17255992347298973,-0.23185849110108459,-0.39035560312537954,0.5270924249607292,0.17873931176928493,-0.5011832457648294,-0.27622844581597605,-0.6406861889435824,-0.06927025435462669,0.03785698715592958,-0.2481830276747792,0.2930256279240583,-0.6160962772939937,0.5291958083902221,-0.5164686090851432,0.45023477044429877,0.6291809483607993,-0.7054405287368662,0.7025670243106052,-0.3147009512469266,-0.12400463672606506,-0.6539928355634509,0.3810596401356213,0.3294162472732749,-0.2621348325090749,-0.5619893935727975,-0.31523240910112543,0.6327014097282583,0.5175131441705009,-0.20910459411227578,0.35249313526731324,-0.5656376113239608,0.13607726689235414,-0.04460614194674049,0.5210992335326784,-0.2305243030351685,-0.4163633202988336,-0.10009321146107054,0.5716669732915143,0.5232222352174599,-0.39594013312192144,0.17950216803783978,-0.33589320944448303,0.5439454257018526,0.2281773246783653,0.7824201265388256,0.4684109626996621,0.0648950043017133,0.007073796660295945,0.06257007294486733,-0.4724394336689604,-0.36392614379754273,-0.0009741351900695595,-0.11541146338373288,-0.32607214692437153,-0.09040337854988013,0.5169045770976217,-0.3333209812489815,-0.32244635455204623,0.19679755307778773,0.05027443591084443,0.35692728224508347
Olfactory_L,-0.22356417349818905,-0.507193890634022,1.0,0.15448364280736396,-0.37429814939805506,0.35881492244021984,0.4491557259247919,0.01225362249127027,-0.3562367451694127,0.7902814137031551,0.2721681888903684,0.6774592809458851,0.23910586565747835,-0.18402724452529595,0.3113636453317588,0.4512609170352093,-0.1257846681013606,0.45388346510118605,0.5906159146567415,0.36059091980411323,0.39931357538143225,-0.4592960045830805,0.21193129912873906,-0.2691974630907075,0.23033793813506961,-0.46257698634633715,0.5278811953789178,0.4595951474214262,-0.40057375162677356,0.2838665530870539,0.2659932604028742,-0.05591974778296693,0.13227899204415475,-0.21161233360541196,0.40052104550998274,-0.2786498548374637,-0.17142880295568624,0.5645731073457759,0.3075884217696029,0.435338421318493,0.25420743584559186,-0.36661624735374443,0.6613911274272213,-0.11895981840498986,0.05315561043205801,0.37495890576452223,0.5790120307733351,0.4063680794330669,-0.04539864756913542,0.30334726319625005,0.412985627365228,-0.43910900428627336,0.09428112373081686,0.7359836450273577,0.5591799229643253,0.82212468409696,0.24509915690788014,-0.1118884404163844,0.3617393536895573,0.02254196401601764,0.6579315034732386,-0.23905933851709374,0.7262513879882323,-0.33433024250193116,-0.49604159163055456,0.6425590968728864,-0.6623354086734393,0.39564351539168735,0.1437756161001171,0.705652022405184,-0.24629359948605045,-0.2628706383877032,0.44835080825588136,0.7230036744517784,0.43428908896604534,-0.5772401631049536,-0.4379660569331578,-0.1786035019489466,-0.22134940965413102,0.6412246964596957,0.42044635618572046,-0.04523886623138166,-0.2904665623142947,0.3637911669263868,0.5326066390152566,0.530888398501006,-0.27504433258856287,-0.4337302227206167,0.5211839847634097,0.12506384752632965,0.5969308791130749,-0.33306294654779206,-0.08202522300464138,-0.5055680069743772,-0.1937295759796275,0.08029318488081774,0.20348592592138326,0.06786295274438603,0.36151599623177466,0.4257127081206187,0.20623455608136873,-0.07995168573550036,0.4843757955992134,0.5037462745165812,-0.4355201604383673,0.5602189471521843,0.5350050168939402,-0.024474761127458146,-0.16893317408811714,0.023284843069568392
Heschl_L,0.5294389091157526,0.0576104494122614,0.15448364280736396,1.0,0.2630358197849412,0.3251434843503592,0.5443091629342329,0.11816740298851934,0.11537869504604785,0.0938847106911335,-0.21298736829778617,0.10245424211130347,0.14668210177948948,0.4092502982463964,0.34197783585938846,0.265687546219876,-0.020979571643151142,0.3607483777847082,0.102207548104793,-0.16199929986041728,0.6165909655373008,0.08433760207856278,0.1585714393411361,0.26307335445795416,0.056086514608948694,0.31119878383520777,0.27810148241538474,-0.016952039878618035,0.18456869903111245,0.6041706021041959,0.1502292540249713,0.03918960498162915,0.39363985176788346,0.14619470262892378,-0.023485512355771225,0.46678809787084324,0.689539816973001,-0.017323323359690494,0.577051353138207,-0.09713256891112809,-0.016724584812680916,-0.08695781470078287,0.15152279143313352,0.4621445997994909,0.20126852914916848,-0.1841924277501467,0.08369577209189064,0.11970154928096459,0.5245132199600314,0.021235370217948055,-0.08737118663535608,0.30223187451256006,0.4152400396683528,0.3209688495304074,0.38667339218990343,0.13937961032463672,0.4451671402213373,0.3376932462625101,-0.00871533559556305,-0.22495725712186082,0.11164689089492821,0.552045798227502,0.3896671481365197,0.058950254613121866,0.31117822406350865,-0.12307379913762717,0.09467929347575635,0.14962833105491558,0.04896951158779899,0.12408551860948222,0.2611821227614223,0.060552004375594444,0.4483872602468316,-0.09949799562427072,0.5154023199352282,0.29601577570279375,0.4413746336997136,-0.14648806763035072,0.1945795855109589,0.2655842450612721,0.05311790351529321,-0.48678211666662075,0.5634842785659113,0.2807378735023728,0.09065789718165802,0.24186869636106328,0.5917560227659495,0.2347694873939216,0.4610221100219434,-0.08248616621614539,0.49190416024863576,0.14788034305299871,0.19171606941173144,0.13035564963760393,0.28507353724440715,0.41633514125286514,0.2611541035729849,0.3814337801090559,0.17825940194620188,-0.003448134742490087,0.1411613784771093,0.27009216626811566,0.47120465268055683,0.4179542437391681,0.02315252012475384,0.1938241716414164,0.1276530941979752,0.24023546227596207,-0.32550829802565057,0.17500938216262057
Lingual_L,0.6111610147476665,0.6414364376533029,-0.37429814939805506,0.2630358197849412,1.0,0.1453648904587899,-0.19992841018598598,0.4199134312985824,0.5432959153640164,-0.4787732202686848,-0.10656056076948366,-0.4141438428401905,0.12930899486421008,0.5896803119605494,-0.2530397189779039,-0.008102638925928548,0.48436633968790294,-0.34600808116166654,-0.30235148655776145,-0.0658328978455606,0.12120895275213293,0.55674549907015,0.1933112833815332,0.6216276296238359,-0.27877107087686553,0.6621882293462817,-0.24636534340793698,0.00010423947225917921,0.4783640409417928,0.41362043039003793,-0.0860610179189883,0.14508253696331616,0.5737519642854698,0.6652079458019229,-0.3826330871499212,0.5552809753312177,0.39030939002126114,-0.2609319317870149,0.14589722355096102,-0.2470947369873352,0.11320913068258695,0.513795784262306,-0.49380981918303807,0.40110874157401927,0.5337687580827888,-0.11288179456485264,-0.47046387807144113,-0.2516463009662717,0.21017191821173375,-0.10542476480825821,-0.05449017356955247,0.7316189069323887,0.48137123900390894,-0.5297517915964088,-0.015099637905438012,-0.4551203465723528,0.0334253065887064,0.29240647097627687,-0.13521339114287004,0.19977633950482077,-0.3500410699250073,0.6268337643467093,-0.3559419722830091,0.8237838345146912,0.6808105641842561,-0.6862272591536129,0.8014396876900829,-0.10858540847089211,-0.2433923376880791,-0.43712017441848655,0.6935735801485092,0.5346351515138462,-0.12708817174537568,-0.49101464477510753,-0.11798000139125787,0.6640054227641001,0.5884684498099735,-0.06852850065565107,0.8103901768829904,-0.34313107111607155,0.11219502349277168,0.1811349318659506,0.5310825276676809,0.12185618765046889,-0.17678223453045414,-0.06420960906360165,0.6368086309196195,0.6308278479727276,-0.30561773891004684,0.1897434150111368,-0.2305977586189593,0.6745501453748199,0.6326210906323543,0.6835994793237763,0.9106685997139542,0.34634133781354187,0.07874537731980455,0.45495792179287303,-0.31934363692945517,-0.21602229941902654,0.11470892825034908,0.11714052495665978,-0.18973639796394154,0.04350928562658417,0.5465661401236609,-0.020087839404520896,-0.04976405571801425,0.46964282777770067,0.01724969469763143,0.5983425035459853
Cingulate_Post_L,0.1813237360273771,-0.1520723590411578,0.35881492244021984,0.3251434843503592,0.1453648904587899,1.0,0.2095623449176441,0.413970246592071,-0.08019702658512415,0.3598496501522731,0.07067431229202807,0.5181025095809099,0.37616832871245787,0.3483786915182757,0.05769935416133995,0.5879849050056148,0.15961542241956558,0.044933131461120386,0.2556200033065264,0.2613890142190006,0.3826721824398242,-0.019932574437726742,0.6184443462269099,-0.024324803370418438,0.18201206128291222,0.03364179444095236,0.5844159316483797,0.4805714401167083,0.06107034734662229,0.38614145085460816,0.6344815819561165,0.16125732051326128,0.4293337962372336,0.24529814693599036,0.21325172435971848,0.1384155992431873,0.09252051101171022,0.4900718025325609,0.4579919157505973,0.38606457298487074,0.4182968828275641,-0.09209105931267007,0.3888178506025027,-0.006443678499368229,0.3252172631209752,0.4076252960444202,0.37211290721545154,0.09837414679471677,0.10287905998273292,0.3236116642713051,0.500488419066736,0.029655886050982638,0.5211824737599049,0.232890669243188,0.6408843246281603,0.4376062957965929,0.28374480244025996,0.33470353724866253,0.28540501387840145,-0.048983046625889995,0.5395426364054776,0.16372578368827087,0.4704589508960551,0.16790053773142388,-0.08494837333131924,0.2587793407796399,-0.13558054743830558,0.4217028679712784,-0.12267749039332432,0.5014321525739953,0.12573562625896081,0.17922338131859947,0.4586611585894624,0.40320393742641075,0.43300130246038915,-0.04941529204239567,-0.04319078461505702,0.10817599672018964,0.3003544271382884,0.5295515424480481,0.10537861547807484,0.05604812864607375,0.034312476590503516,0.5761253365664182,0.5356783178857214,0.24471204581833714,0.12713949810890668,-0.011033128805601807,0.39028364056419323,0.11885766682440345,0.4653097660765604,-0.08929988139257751,0.3982087298386558,-0.12759447531972198,0.32779807657014076,0.7713082335681607,0.31325541274266633,0.4523023016567978,0.26632951573939495,0.5991714813704676,0.4382435644550671,0.08419216801404693,0.2860219822466172,0.2940784970471912,-0.04229430455136355,0.5908944891088989,0.6312808449773921,0.43608208032643736,-0.05518401487989311,0.44013409559290095
ACC_sup_L,0.23987711416592,-0.22465061383706297,0.4491557259247919,0.5443091629342329,-0.19992841018598598,0.2095623449176441,1.0,-0.12121803945508292,-0.22652188904631626,0.46207408765012903,0.015297838732104854,0.33450360367367815,0.13396390670540723,0.10558359805397573,0.40172455788707495,0.2976788256133349,-0.09537779731487332,0.513415658182943,0.3096537171512981,-0.13535900232940173,0.540022657669981,-0.09808292995727425,-0.02268158022555165,0.09416985047604938,-0.035634577881498625,-0.10614965433812099,0.41681866945834467,-0.07214053724182827,0.01225514076986176,0.39468004473304413,0.16142345128535687,-0.19496636510461318,0.10002902039918107,-0.127308984062839,0.05220181917637602,0.146685411176764,0.3759466086110508,0.17577374602978577,0.49645632613054624,-0.034200527464754105,-0.05766919304863739,-0.23246497924933404,0.45762464220483606,0.39073100794235727,0.11397875572651457,-0.21424687803838208,0.23955959286885709,0.25615036659800183,0.15931476643528691,0.07577408045208948,-0.008987844704344525,-0.15370574367004503,0.0943663216049168,0.6891110651392915,0.43069010477653746,0.47914988894236316,0.30061810014835383,0.11254412909842575,0.04564394018629041,-0.2262137405354685,0.2945002571830897,0.17750564330585542,0.5481615202037043,-0.3153564318832988,0.012468351254981977,0.185695669296746,-0.30319272518351714,0.19654138360712875,0.13233409473884739,0.4038535479218178,0.03947874792693944,-0.20368071406386656,0.32808832946856864,0.06629158725068851,0.47570470567914763,-0.03524213627654128,0.009502168142428241,-0.45326424627218936,-0.21852669330694316,0.5204977324357045,0.05214616807424157,-0.4043943213151195,0.22189345886706272,0.20840881637966097,0.194893969935745,0.24273413168917607,0.20252264252602278,-0.11031420541362341,0.48436000892122116,0.04312339261209672,0.6077132416264244,-0.014319788724562778,-0.13161517231708317,-0.16742306538831217,-0.13059724045328572,0.15606570120862237,0.17915804271255986,0.11883519758723443,0.2518602221354209,0.016631525896177547,0.12943073935703908,0.2697481873955982,0.5081806513737457,0.4528171606348225,-0.07578538857169087,0.2663387012952326,0.060884449379084785,-0.07354447617793453,-0.41895571875367205,0.0803969045254007
Thal_LGN_R,0.14501657383617966,-0.02684145228734288,0.01225362249127027,0.11816740298851934,0.4199134312985824,0.413970246592071,-0.12121803945508292,1.0,-0.0001531535212312147,0.047997036708414674,0.22995513243635304,0.17607137906330017,0.09017195758854268,0.25123739617373436,0.15908723806004363,0.1438736326468682,0.13137583722746407,-0.12999253543166087,0.12655368871683537,0.12415522134134067,0.09705173268401023,0.013633364246754383,0.36262323230841814,0.04751045852276874,0.3141660865963961,0.26850881912198027,0.2346408531934311,0.1755306834699766,0.14819413580164367,0.1602243587680727,0.17053561479650317,0.29873970815998974,0.4094984352224872,0.6122094490669855,0.2417869159644664,0.22293776467748339,0.23629726376332572,0.1825605695340217,0.0801350339898118,0.29948169096074956,0.17567501608107935,0.09031416712295537,0.02021635051988641,0.05335026472788575,0.23683642621191178,0.2630404792698889,0.0932330482283405,0.03843369194696128,0.054200289467115186,-0.11057311527387458,0.2765005714666923,0.3313501356479048,0.42441745317881296,-0.17653822546963302,0.30605876685610955,0.08220802969405873,0.26829685045948587,0.5469460595284545,0.2027063582337282,0.061758934910360226,0.35733070053816657,0.2587864091541211,0.0964271916147393,0.43850739807483957,0.0813391930023296,-0.037435891307608604,0.2561989946453652,0.4738063137057108,-0.18074258063656362,0.18169948298513847,0.24870838950305282,0.19320884537788188,0.1315146125275032,0.09511732692732718,0.037799429817148136,0.1738922105772676,0.17560261970168786,0.19531979676324238,0.5280084566644975,0.15793788688539026,0.0405283295559192,0.34230036754953996,-0.018360490264113818,0.44860684929417255,0.18975550957204645,0.2567525131613045,0.2064258900172775,0.16593569651734008,0.14974082844613068,-0.01979916506747912,0.05466485011259933,0.03149194809062657,0.5308573077122716,-0.007054621567554249,0.5447344272063566,0.49896574491680185,0.3242100000190596,0.5304951708478747,0.2834051063455898,0.1389383554138123,0.20814114772805575,0.23494165022065816,0.2550317414375502,-0.1160604204897537,0.17527203841128314,0.33464066055883884,0.4132744398681352,0.4796797438960038,0.19306117924251315,0.37654566632657005
Red_N_R,0.5104445302018191,0.5028486453959964,-0.3562367451694127,0.11537869504604785,0.5432959153640164,-0.08019702658512415,-0.22652188904631626,-0.0001531535212312147,1.0,-0.4523791357025239,-0.13840928049222284,-0.4405183262435468,0.08902389337148699,0.4042885035865895,-0.14972975326363147,-0.03526482328311121,0.3890474141118475,-0.19778817334054316,-0.1539637992567936,-0.13011937565091983,-0.017312018294038566,0.5138664677805402,0.06342346507623663,0.475527721303681,-0.21205234264410233,0.4726472807650949,-0.3438447356058328,0.03519901711315817,0.2532626835473757,0.13888613059482344,-0.1813692369946512,-0.11537274548438876,0.317244030888642,0.33677901348695954,-0.37661479673360027,0.47992484667455804,0.23316857468446248,-0.3656665133983868,0.08534049716392483,-0.4046096546611829,-0.0011384504918218706,0.24180840832165795,-0.601633974621958,0.3429397333103396,0.2777862990422819,-0.1584514818948746,-0.5048593294630507,-0.4973051563500648,0.19168614998262626,-0.0041881497800122965,-0.1463844573587919,0.5558446847536869,0.2565547105441775,-0.42231311008222283,-0.16008882396151716,-0.45533327264603357,0.13511276848128057,0.06935400739013785,0.059930427611346926,0.00572346342276282,-0.4401540151068288,0.3978956445248414,-0.36626779637719414,0.49898316428927014,0.566291397042478,-0.5576118450607128,0.6168923895135124,-0.2943421675086244,-0.051808721460203766,-0.4534182542038658,0.5049562066927807,0.42981918924266743,-0.18113325524891333,-0.41528391824833666,-0.08509430470243265,0.48450940294312983,0.5378962434101802,-0.10720698830489803,0.40573421456085823,-0.3425076062506012,0.07831158423761153,0.02191519193609462,0.44501025359777674,-0.041906672106663635,-0.24530832620460827,-0.1196705061725309,0.4296986895419046,0.48549405556460884,-0.28189136099522566,0.099696094570353,-0.22186707947935388,0.5396458053458679,0.2688790850362831,0.564808348939635,0.4327776217265675,0.08010661705102101,0.059375080277378964,0.19962588275035917,-0.48571908293841326,-0.24071023125213015,-0.038025758051765855,0.010258511056894203,-0.23229688517071503,0.005269335662586611,0.31231658448457084,-0.22712279699829105,-0.12347428362953722,0.25923328306484833,-0.05231949748157286,0.18756852490025755
OFClat_R,-0.18875535856820458,-0.6572457547315935,0.7902814137031551,0.0938847106911335,-0.4787732202686848,0.3598496501522731,0.46207408765012903,0.047997036708414674,-0.4523791357025239,1.0,0.15633460491914125,0.7401125679182474,0.3128665617746465,-0.23257393197511977,0.4828278624021544,0.5051274503863123,-0.04346473110062575,0.4967390220951319,0.5903058665932115,0.4050145180396611,0.21636568836714648,-0.5422697870955799,0.31891820831860695,-0.36104999580621505,0.3428828700382308,-0.448922638996724,0.7216557577051854,0.3269433765652573,-0.39523618912771274,0.14822178200648647,0.32968956911997754,-0.09287568490277202,0.13803673635999772,-0.06027871950608521,0.48346156905336385,-0.23096306458789334,-0.169743491495044,0.5722895356670417,0.24198988422882373,0.4041075929234473,0.2681461277516535,-0.4714641810091441,0.65838368512295,0.017864921979152317,0.10354092760913287,0.31805587149586206,0.7346263532057953,0.4856373542183936,-0.04044265790356671,0.36817311060971764,0.5372161528368649,-0.47594941275936664,0.1419251571957058,0.7685571157138807,0.59794015486088,0.954798477874906,0.2707689373480177,0.07893837148765659,0.32949518882721185,-0.2101462536223227,0.7920782178701299,-0.31634193556812,0.8062757802044711,-0.3003237280139735,-0.5285138738991375,0.7477602477089829,-0.6783087523566562,0.5611680970246404,-0.010681839138357392,0.8561251366952571,-0.23941120590313056,-0.2790363751361065,0.4664671654272986,0.7156994330701364,0.4526346335809468,-0.5830375944077715,-0.44056667481179596,-0.03026139035606887,-0.1708125827487043,0.8290200818655995,0.23643698883192396,0.007518838664572685,-0.4304276045146158,0.5869936274716446,0.6444750585355357,0.4414590674776989,-0.35753624052617167,-0.47632449696571383,0.6218676568378418,0.045238095054297815,0.5982186924969336,-0.35867473610083406,-0.012068061562597479,-0.6802300430551782,-0.23574647824868253,0.10156625663328354,0.2513422311036938,0.17488676642921186,0.5458646906616456,0.4843469730075038,0.1861918583735339,0.011474190187229128,0.5888514955232658,0.37891460943612215,-0.4718160674420589,0.5664586375459808,0.5586321736956984,0.04040950640494943,-0.04207457097880099,-0.04387501537174245
