,Cerebellum_Crus1_R,Cerebellum_8_L,Lingual_L,Occipital_Sup_R,SupraMarginal_R,Thal_VA_R,Caudate_L,Thal_MDm_L,Rectus_R,VTA_R,Cuneus_L,OFCmed_L,Cerebellum_3_L,Thal_LP_R,Temporal_Inf_R,Supp_Motor_Area_L,Insula_L,Olfactory_R,Occipital_Mid_L,Amygdala_R,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Vermis_1_2,Temporal_Mid_R,Thal_VA_L,SupraMarginal_L,Parietal_Inf_L,Occipital_Inf_L,Vermis_10,Thal_PuM_R,SN_pc_R,Frontal_Mid_2_L,Cingulate_Mid_R,Frontal_Mid_2_R,Temporal_Sup_L,ACC_pre_L,Cerebellum_8_R,Frontal_Med_Orb_L,ACC_sub_L,Thal_Re_L,ACC_sup_L,Frontal_Inf_Tri_R,ParaHippocampal_R,Occipital_Inf_R,Cerebellum_Crus2_R,Postcentral_R,Vermis_3,Thal_AV_R,OFCpost_R,Putamen_L,Thal_VPL_R,Occipital_Mid_R,Thal_AV_L,Cerebellum_7b_L,Fusiform_L,Hippocampus_R,Vermis_8,OFClat_L,Thal_PuL_R,Precuneus_L,VTA_L,Thal_LGN_L,Pallidum_L,Frontal_Sup_Medial_R,Rectus_L,Thal_MDl_R,SN_pr_L,Thal_PuM_L,Temporal_Inf_L,Parietal_Sup_L,Heschl_L,Cingulate_Post_R,Precentral_L,OFClat_R,Thal_PuI_L,Cerebellum_3_R,Cuneus_R,Frontal_Inf_Oper_R,Cerebellum_4_5_R,SN_pc_L,Cerebellum_9_L,Fusiform_R,Frontal_Inf_Orb_2_R,Lingual_R,N_Acc_L,Olfactory_L,Cingulate_Mid_L,Temporal_Mid_L,Insula_R,Cerebellum_10_L,Thal_VL_R,Thal_MDl_L,Frontal_Sup_2_R,Thal_PuL_L,Occipital_Sup_L,OFCant_R,Thal_MGN_L,ACC_pre_R,ParaHippocampal_L,Frontal_Inf_Oper_L
Cerebellum_Crus1_R,1.0,0.6523199253681409,0.7514735670477292,-0.06801673705688445,-0.10381629259197497,-0.620986887822348,-0.49674332094426155,0.06848421179086944,-0.6687327936359218,0.5087443318693977,0.31685418043288127,-0.3499952351805873,-0.3731781218143977,0.2998283811389016,0.43013232000644896,-0.34264265214830325,0.44123981486316965,-0.4655498608665601,0.7003752649132887,-0.7320763163491336,-0.3981626127705158,-0.5343168139763157,-0.5275452347125187,0.4514718463262654,-0.33964465509651015,0.15517041472638402,-0.2326411615998913,0.4958025886046143,-0.48250955133405865,-0.26751388858030917,0.028156790483203083,-0.35830385866784553,-0.19181978756075005,-0.6569965941129189,0.06925483257963586,-0.4848954202322806,0.8060283561960664,0.01896408525410063,-0.35075446668082555,-0.03495731903369912,-0.04014815967178684,-0.4782679736253471,-0.27972718790884504,0.806019988690761,0.8377871847817919,-0.46199399007095077,-0.04868997102297369,-0.2991682112463681,-0.5965416337084818,-0.21003645594179463,0.4973739220004869,0.6548797807203403,-0.6710632386623748,0.6201474660314208,0.24755906750947804,-0.6351118622932608,0.7357106697932666,0.6485885159416678,0.05407313475056819,-0.4032590440790885,0.22602886523453372,0.22786258018163438,-0.5887527609634857,-0.4177430647191642,-0.4548228421693492,-0.18568837903886873,-0.03290262989677206,0.5095063112290993,-0.07668398185537668,-0.444754419860064,0.2580247399144748,0.14133930890677998,-0.5404451305640718,-0.6037015116934269,-0.12083887736439095,-0.21537948590120556,0.31946715593662933,-0.3576710948284211,0.22294768803664505,0.6061041386753193,0.7706617834231086,0.12493522327745257,-0.5975071075975129,0.5503336412985497,-0.2813556669059972,-0.4942465058744693,-0.4490480992152134,0.636569563731928,-0.25754021671250266,0.59805495135052,-0.3124562802458798,0.5620739178826246,-0.47506393173050765,-0.024763557457797344,0.6979606466329624,-0.6274521355062859,-0.5656291485194421,-0.26561114927251955,-0.19348117530281939,0.07698659477284844
Cerebellum_8_L,0.6523199253681409,1.0,0.6111610147476665,0.2629268180453362,0.2449331848150771,-0.2154903230036053,-0.21627039304483617,0.15478691952567752,-0.23684378558939398,0.37365044485021126,0.32041571676371317,0.02828195961830296,0.20105925918487305,0.18509038573327816,0.4907557566832661,0.13783590235661763,0.6670814730436678,-0.015256993494086142,0.630331126999795,-0.3852565110929477,0.13928282125835947,-0.05480828078397796,-0.2653895507035196,0.44552340332369567,-0.2172337133626031,0.5209147383659569,0.11607612437015713,0.40949203924973976,0.022541926854170852,-0.007944376915586287,0.016640965911444816,0.19422386098724614,0.1620719444079895,-0.22220013393337,0.5662525494186746,-0.13811537470033886,0.8629080152690934,0.06387520226177984,-0.09649830169885729,0.06301065785506464,0.23987711416592,-0.09397013851922265,-0.009542912295384719,0.562519187413102,0.696310382346538,0.03190422935696166,0.3881937808611771,-0.23799046118350137,-0.08597074891430603,0.2268231940927867,0.36578178233709263,0.569616392249595,-0.2635972551333686,0.41364849268823495,0.5078224222755587,-0.21698463781695837,0.5550660812655978,0.7568356831866911,0.11145654005527648,-0.06773561213003564,-0.19413038566199492,0.534062557138283,-0.031720887689071386,0.07544734988158944,0.09163456915432266,-0.07441886527794614,0.36215638445537646,0.6505491090106382,0.2922838188892152,-0.13648061118562826,0.5294389091157526,0.3686179011366747,-0.093072585154167,-0.18875535856820458,-0.2163021186882156,0.2411068904140837,0.42166077212785424,0.006690698089915338,0.5876663641965338,0.6120773022574416,0.7973589920501705,0.4856833125263957,-0.21678629625745685,0.5737729089763459,0.23708163052374429,-0.22356417349818905,-0.08125302191114225,0.692444883026038,0.21422748462482075,0.7075970473788011,-0.050988310634346584,0.5255810099282174,-0.003520037600228609,0.3634313587744413,0.6424128615280764,-0.2688596029530007,-0.07566070059688003,0.12939122522705088,0.24592919885086667,0.5288615457741919
Lingual_L,0.7514735670477292,0.6111610147476665,1.0,0.12930899486421008,-0.008102638925928548,-0.3826330871499212,-0.2609319317870149,0.11470892825034908,-0.47046387807144113,0.4783640409417928,0.48436633968790294,-0.34600808116166654,-0.30561773891004684,0.053558127217850235,0.5737519642854698,-0.23486640792023006,0.39030939002126114,-0.31934363692945517,0.6308278479727276,-0.49101464477510753,-0.19503017136238446,-0.3056704320287113,-0.47329812030364604,0.6652079458019229,-0.11288179456485264,0.18296284223766335,-0.10542476480825821,0.5752296462146963,-0.23063604854080522,0.00010423947225917921,0.14508253696331616,-0.2305977586189593,-0.0860610179189883,-0.43712017441848655,0.21017191821173375,-0.5297517915964088,0.7033402157094034,0.11219502349277168,-0.2516463009662717,0.03329505043751859,-0.19992841018598598,-0.29651088213995624,-0.09110850354887913,0.8014396876900829,0.6640054227641001,-0.17678223453045414,0.07874537731980455,-0.06852850065565107,-0.4002899745747011,-0.015099637905438012,0.5983425035459853,0.6935735801485092,-0.4285619268553107,0.5465661401236609,0.41362043039003793,-0.3500410699250073,0.6745501453748199,0.5884684498099735,-0.15134225658501868,-0.05449017356955247,0.19977633950482077,0.33034129162824016,-0.3753076702333047,-0.3642941137997575,-0.3452733872743152,-0.10656056076948366,0.0334253065887064,0.5947752645895461,0.04350928562658417,-0.18536924803878127,0.2630358197849412,0.34634133781354187,-0.3337359830287882,-0.4787732202686848,0.1811349318659506,-0.19274525212220212,0.5337687580827888,-0.04976405571801425,0.48137123900390894,0.5552809753312177,0.6368086309196195,0.45495792179287303,-0.4551203465723528,0.9106685997139542,-0.18973639796394154,-0.37429814939805506,-0.21602229941902654,0.5310825276676809,-0.04842785099215578,0.5896803119605494,-0.10309033239502619,0.5671968548067362,-0.34313107111607155,-0.05144117412408024,0.7316189069323887,-0.5239855802579754,-0.27877107087686553,-0.2530397189779039,-0.11798000139125787,0.14589722355096102
Occipital_Sup_R,-0.06801673705688445,0.2629268180453362,0.12930899486421008,1.0,0.6095403995452047,0.0334915507029379,0.4527427394939658,0.356919503150539,0.1641522321700937,-0.04946899676476872,0.67814559369158,0.035507902185142826,0.2857171221046851,0.03111208571329352,0.22677852648342373,0.3400918405290568,0.03800661375580177,0.1491859892331629,0.32521098804680804,0.3149591218548584,0.28622832057058356,0.6489934560153745,0.28533221872954584,0.19709863698238173,0.23622095677083785,0.5959313977458042,0.8019662254562938,0.13084178260311277,0.47494882812704114,0.3662110226077895,-0.1552523267810835,0.42642819501481594,0.6205653682508027,0.43037809783007924,0.3185042650725025,0.08590395647493591,0.06842358662755359,0.06546361175972254,-0.12762247101744967,0.08936868928945713,0.13396390670540723,0.35539698270643005,0.4176562040617589,-0.08206465705337752,-0.08776340133240933,0.6901035044104055,0.3103141957197284,0.012698697579930342,0.21956623685306956,0.5428148798697436,0.3605884965259625,0.5451401301561887,0.2717521017693279,-0.0001460816396381617,0.4813301045846242,0.3772926613421585,0.16554495635289793,-0.10010834081756706,0.038096173246053744,0.7559774110656737,-0.04389588747539453,-0.04527600768074991,0.2951829666159615,0.39778925405589854,0.2289375465417877,0.1819961950465287,0.1627834147313813,0.2682117450670185,0.48335358819967345,0.7549611394524623,0.14668210177948948,0.41159763598749083,0.5891717900639999,0.3128665617746465,0.21574111425402404,0.30640026981155216,0.7756158902989113,0.5593388243518681,0.4702398797101687,0.032253057668118305,0.07322989519842577,0.3881097086449563,0.31568049526009384,0.31658357221735484,0.06779913328063021,0.23910586565747835,0.6280103242295736,0.23112431526441649,0.44883921775826313,0.20634050399006273,0.3047961222484447,0.1279270821498398,0.4223190054636509,0.23499164314937837,0.2744384350056276,0.10629220369509931,0.05945462017919661,-0.18607937638931105,0.34456465948282267,0.4128730458889697
SupraMarginal_R,-0.10381629259197497,0.2449331848150771,-0.008102638925928548,0.6095403995452047,1.0,0.17363046355990855,0.4740586063880861,0.3078363461433756,0.32246386004165195,-0.18948067050696782,0.3193625845430327,0.0786160643248193,0.4990691871225102,0.1405650522128608,0.3991125241758367,0.5527932629122096,0.06422500753217918,0.2629172622019261,0.0693660601635541,0.44557975359457014,0.3859317899059708,0.5585978389060027,0.4411169573776144,0.255995325183348,0.2591405925340772,0.3092138427328186,0.6007627291910121,-0.05849986835847723,0.5866304796033928,0.43960661418966646,-0.13240805074313186,0.541371801094212,0.6990450112577609,0.5809825239035922,0.19682837740658055,0.24605326687855777,0.0735307068894753,0.1987124357466885,0.008626525933262694,0.06030967792347933,0.2976788256133349,0.523542072015107,0.5342912689969735,-0.20093538638514435,-0.11078278517945644,0.6917342305274503,0.3728655484505529,-0.13893891338422967,0.4200831129965064,0.6033358301044359,0.31358039498546014,0.26367700212623446,0.42722405633149396,-0.04078658105713935,0.41648793682122875,0.5245097557436871,-0.0833887950134493,-0.07872067352379748,0.13857310889501737,0.6165844433035499,-0.17088201729537628,0.03104701800812503,0.44537275881865807,0.5315469927734078,0.2721087292162683,0.17421144908683733,0.26162455534172724,0.20691511939018803,0.4223602750334296,0.5449533680749973,0.265687546219876,0.4030876362035808,0.5737400609243293,0.5051274503863123,0.13807756439329308,0.5592291256903301,0.4837097664548399,0.6250925029253406,0.5111861056248224,0.14436301277142335,0.04827522328506928,0.45583596645152163,0.5229088594530852,0.20087679781849502,0.29631223200158413,0.4512609170352093,0.6347105257312724,0.001382717024811698,0.5859791410982242,0.2122406060986223,0.3453329583872453,0.026639100509881955,0.640329559459119,0.3750389329336697,0.03849249086652244,0.37715577113879833,0.12875245997901424,0.055714083969602764,0.4972982926722737,0.40548409548268527
Thal_VA_R,-0.620986887822348,-0.2154903230036053,-0.3826330871499212,0.0334915507029379,0.17363046355990855,1.0,0.34602530211875177,-0.11142297559187363,0.5829535110474938,-0.35247657717054776,-0.2971879232245562,0.1285170811476376,0.5408498615359953,-0.4110621241798438,-0.010776670054492458,0.4070884525232043,-0.05363115054863392,0.5376933534113336,-0.425018270422115,0.6583987591454775,0.6084394507752066,0.5028286839324428,0.25229908565731757,0.021569321466454194,0.4612708186593976,-0.11761929432437725,0.10316952158455145,-0.31678790068410806,0.3927456744145531,0.37447317678421127,0.0884055639503501,0.37281154091677415,0.3396368679384873,0.613885122237305,0.1823856011747882,0.32766038276409726,-0.2911957868020358,0.17959358590847718,0.2804919335089438,0.041624192948327164,0.05220181917637602,0.5820828980227832,0.3344075156380333,-0.40045798980281266,-0.43620153849304866,0.5110595295460766,0.4540560775741793,0.16837421484066536,0.6720138773375253,0.3655714680359317,-0.31953630965841934,-0.4855540250882477,0.5935112351784136,-0.30849452102311836,-0.1675486832960516,0.6533574321326793,-0.5538376692620542,-0.24658402448648883,-0.20157238358126223,0.4211223241658806,-0.3519397851585449,0.27883499169420767,0.7133003224620343,0.37489797027474037,0.5966927077467521,0.362723065652714,0.34923326228600715,-0.08988907189929826,0.06252282773207311,0.31178626048017993,-0.023485512355771225,0.13390500247052842,0.43165158429209904,0.48346156905336385,0.1378128535182459,0.42943343929161054,-0.20816859702545998,0.48878273036381015,0.19961279261249748,-0.3218028264004935,-0.31984845270561213,0.28906700848335265,0.5022870808171946,-0.19313177887814711,0.5483826828783341,0.40052104550998274,0.5154777397183334,-0.4393326072588006,0.5672592227062783,-0.10674420751830069,0.5219936102895265,-0.31012750757821317,0.5140197540070901,0.17974757353697154,-0.3132331962198643,0.6408089207787934,0.8081412835003093,0.5789993289795826,0.15523937876589133,0.11450523708587136
Caudate_L,-0.49674332094426155,-0.21627039304483617,-0.2609319317870149,0.4527427394939658,0.4740586063880861,0.34602530211875177,1.0,0.553384717235697,0.4885847449709509,-0.13043824590403647,0.06117369880739079,0.14654097209683284,0.37500680086829813,0.01587415030376051,-0.006009453070874416,0.5860888857124498,-0.29093374260724686,0.29051292328500955,-0.3517067635690151,0.6744115209248758,0.4968429074340053,0.7139904833195558,0.7111371111393984,-0.17057244781765965,0.5163791136225133,0.20835384517568506,0.49810748127508464,-0.33031298041468765,0.6376328605851467,0.5482246291543847,0.06270391519888169,0.6120262529257627,0.5913399744018631,0.7271877389058535,0.06805665472459493,0.4057534529355896,-0.4324085962052454,0.14013410084822264,0.10652597208532232,0.024121838968619094,0.17577374602978577,0.6814195003082931,0.5436613300743968,-0.5744172305505154,-0.5613256351052973,0.6952443727796572,0.32439240399012703,0.11917268145600668,0.41909285851336436,0.693394725124089,0.21123508027963736,-0.18077024864400607,0.7622456945488723,-0.2703115423117021,0.3346076225124962,0.7296965289654869,-0.34028055495716364,-0.48662225058696307,0.15726175704861378,0.5928419914306078,0.13362972982780305,-0.29294735913307435,0.566932358855122,0.48708028664031816,0.2253149936978255,0.3125764082904719,0.1631013549833455,-0.018217906981980454,0.494538160131609,0.5550571895870252,-0.017323323359690494,0.3071069719932861,0.7780511540271559,0.5722895356670417,0.30280312518835656,0.4476785020054216,0.17138714582433134,0.7290972040872495,0.30694566527610867,-0.2595206386449377,-0.3724088194372825,0.23314493238340128,0.6192715270971807,0.004385225535537838,0.1615740404995477,0.5645731073457759,0.7190191833176082,-0.26122368965433246,0.6027797659580623,-0.07795446225243582,0.5085583730591321,-0.12647678250328478,0.6150711197076242,0.2888399369717126,-0.42743658707597,0.40742556291985055,0.24893934434619466,-0.093813947812664,0.2969356698221865,0.33942815578567986
Thal_MDm_L,0.06848421179086944,0.15478691952567752,0.11470892825034908,0.356919503150539,0.3078363461433756,-0.11142297559187363,0.553384717235697,1.0,0.09659360562459937,0.2682135184824664,0.22941683400002147,0.09573064982754527,0.10558017904222422,0.22492439621352475,0.05624261605417526,0.2830099167011661,0.06749014407673837,0.14714803491268982,0.10199081553365578,0.15240017397277153,0.2325174727184322,0.3147698754056623,0.29289882360862796,-0.058417848282793096,0.4233924261766772,0.29738664022110745,0.3582812304564705,-0.05431342688770807,0.1697890571081125,0.4286666448760115,0.16259446439165676,0.3573199452682051,0.44123529934302813,0.2156684248302689,0.06739205330314951,0.15645115441415608,-0.017660061428226292,0.02684538204408595,-0.001969325458021789,0.15949018264310327,0.12943073935703908,0.3467003321465154,0.26950184017665213,-0.12806634542053752,-0.03043434184240977,0.282583722173964,0.1804330288570365,0.03520331994138737,0.024111083193217833,0.4617259288352851,0.5865319337618655,0.1693506360885582,0.35333045063741775,0.05504503020120771,0.37355058835283256,0.2290013041990145,0.06563832581688729,-0.021628454415173505,0.2148579000280889,0.26942726327371136,0.19587038001407195,-0.16041606531285427,0.22427092191460285,0.3393898878883948,-0.08960500103454903,0.2678066031126476,0.13461755490215865,0.2986918255620004,0.3547981673072805,0.271498189149559,0.1411613784771093,0.3197661131900171,0.30924921707238373,0.1861918583735339,0.09333615231673263,0.21202362483712545,0.29449477298577575,0.3877943344711668,0.24342249723564663,0.07877356647043561,0.027617434845694646,0.06919372712825271,0.20175760206113566,0.17377234713399534,0.024658868060385204,0.20623455608136873,0.3076172168250489,0.1363625249138115,0.2668047964137316,0.18208200193696764,0.3532984717415847,0.3861097183152926,0.27373567892119555,0.2635552537446805,-0.06975168466541071,0.03081199379549005,-0.18101940283623638,-0.14912538934790928,0.14832846357942653,0.41884975819827897
Rectus_R,-0.6687327936359218,-0.23684378558939398,-0.47046387807144113,0.1641522321700937,0.32246386004165195,0.5829535110474938,0.4885847449709509,0.09659360562459937,1.0,-0.36193539466556524,-0.20902997860549657,0.4547030645551666,0.5945580189392506,-0.11347498752227761,0.03989429322956086,0.5358700102424053,-0.18786468555358976,0.5600129812527691,-0.5162155306248152,0.6956321550955376,0.5202308118243861,0.6260299053256487,0.5462996493371874,-0.14766936189682855,0.4241810060754943,0.015666836830689163,0.2933649203431771,-0.3898706586396661,0.619541086578868,0.3500071105862616,0.06058592272056405,0.5163442220127089,0.3317258656217889,0.7351122088441508,0.09938383379779331,0.5862694438712301,-0.4170633237444881,0.25597590779206236,0.5332051704129953,0.08587106396280662,0.23955959286885709,0.6106086801328631,0.4938200986334579,-0.6099669769714341,-0.5544362190516986,0.5850000177867526,0.21776175504092124,0.2601248589246156,0.6783963667393558,0.4769025354906399,-0.15096911246433642,-0.4066909269971641,0.7411330470197308,-0.47180134643324784,0.06971820120434448,0.7363466871438885,-0.4346081504479332,-0.42299765874855244,0.10135025964067274,0.47435018053087186,-0.2636638764699902,-0.03675802685479377,0.7321692500330537,0.566405666465429,0.5316471639491562,0.040847893865590415,0.3086800893397657,-0.12112476809527074,0.23476255879260585,0.45751401406944714,0.08369577209189064,0.18556832505797446,0.5739201249982061,0.7346263532057953,-0.026566458012402917,0.5155408813856565,-0.053870510789711876,0.45746864098719053,0.16985620022902886,-0.27237270407911385,-0.3556978892179914,0.20728645356287204,0.743598976173719,-0.2443517101600381,0.585229285469179,0.5790120307733351,0.4762955156941473,-0.3996313333583919,0.49959319000217783,-0.23910901869182613,0.32704299484933863,-0.3650950849131864,0.6295126218618488,0.29954751688500736,-0.4219778462398775,0.771118728476518,0.5600013096978464,0.44095712367536755,0.3930284054381832,0.1909001835960101
VTA_R,0.5087443318693977,0.37365044485021126,0.4783640409417928,-0.04946899676476872,-0.18948067050696782,-0.35247657717054776,-0.13043824590403647,0.2682135184824664,-0.36193539466556524,1.0,0.18903841544770655,-0.13422981432253578,-0.30652942445717607,0.2109560157138477,0.11491641523431224,-0.11095467934145264,0.23482115030360703,-0.15257330027123622,0.35025019791726525,-0.48643058679826195,-0.2501483923117333,-0.26126258485747483,-0.27328797046440867,0.21045578062097578,-0.12977671154037398,0.0706305677756513,-0.14750423434111853,0.29846748616145047,-0.22706059767557313,-0.18990161130279393,0.24954179810229263,-0.1206603235249673,-0.02697929350629205,-0.3518955717534456,0.0530506837173071,-0.2997924433212419,0.42155066135115454,-0.28422811011835003,-0.14517036093560812,0.09886900022480762,0.01225514076986176,-0.26825678184727114,-0.24155801539207356,0.45563085481615906,0.5228031469066131,-0.2705235527864886,-0.07354126416744848,0.028732857048887412,-0.2748773345093726,-0.03809343485205068,0.39894434594280237,0.34242820953647257,-0.31436960425481314,0.36890859183949776,0.16115037830459703,-0.32988325801772117,0.3986316706046829,0.37988485883577716,0.0016444653606936576,-0.21592366736888527,0.15971041049402795,0.06554269105332412,-0.2955481596907974,-0.15387891917921115,-0.33117197224775047,-0.1300577661928084,-0.0671001322428654,0.4105986540452362,-0.06465151142865348,-0.2597481132978795,0.18456869903111245,0.18165020847911142,-0.2373821370620655,-0.39523618912771274,-0.012555214221270948,-0.2116829098936324,0.1563059763118857,-0.21999092809975632,0.1061322577904669,0.3064480341508548,0.3930595442946048,0.09521099283426383,-0.36191866448502524,0.39830991257766507,-0.25728213499782876,-0.40057375162677356,-0.19100021796740604,0.3827391929646253,-0.1031533462509822,0.36985672268823405,-0.18570553552426988,0.3690100558832402,-0.21070994941930615,0.13007827085535206,0.3208267676392295,-0.4012313582736146,-0.3469645534074031,-0.22574648343368084,-0.07882364628199669,0.07403285430028195
