,Frontal_Inf_Oper_L,ACC_sub_R,Temporal_Mid_R,Caudate_R,Frontal_Inf_Orb_2_R,Parietal_Sup_R,Parietal_Inf_L,Thal_IL_R,Vermis_9,Temporal_Inf_L,Vermis_7,Temporal_Mid_L,Precuneus_R,Cerebellum_3_L,Lingual_L,Temporal_Pole_Sup_L,Rectus_R,Thal_VL_L,OFCpost_L,Thal_VA_R,SN_pr_R,Frontal_Med_Orb_R,Frontal_Inf_Oper_R,Paracentral_Lobule_R,ACC_sub_L,Parietal_Inf_R,Cerebellum_6_L,Angular_L,Olfactory_L,Thal_Re_L,Vermis_6,Thal_MGN_R,Thal_PuI_R,Cerebellum_3_R,Heschl_L,Olfactory_R,Cingulate_Post_L,ParaHippocampal_R,Raphe_D,Lingual_R,Caudate_L,Supp_Motor_Area_L,Thal_MDm_L,VTA_L,Frontal_Sup_2_R,Occipital_Mid_L,Cerebellum_4_5_R,Calcarine_R,Rolandic_Oper_R,Temporal_Pole_Sup_R,Cerebellum_4_5_L,Thal_MDl_R,Thal_MDm_R,Thal_LGN_R,Cerebellum_Crus2_R,Temporal_Sup_L,OFCmed_R,Vermis_8,Occipital_Sup_R,Postcentral_L,Vermis_3,Putamen_L,Occipital_Inf_R,Thal_PuI_L,Frontal_Sup_Medial_R,Cerebellum_8_L,Frontal_Sup_2_L,Thal_PuM_L,Frontal_Mid_2_L,ACC_pre_R,Thal_LP_R,Occipital_Sup_L,Cuneus_R,ACC_sup_L,Calcarine_L,Pallidum_R,N_Acc_L,Frontal_Sup_Medial_L,Hippocampus_L,Supp_Motor_Area_R,Rectus_L,Cerebellum_Crus1_R,Precentral_L,Amygdala_L,SN_pc_L,Temporal_Sup_R,Occipital_Mid_R,Frontal_Inf_Tri_R,Thal_VA_L,Thal_VL_R,Angular_R,Temporal_Pole_Mid_R,Heschl_R,Cingulate_Mid_L,Cingulate_Post_R
Frontal_Inf_Oper_L,1.0,0.009777900077078487,0.03139709601812496,0.41544235070312924,0.2513270232191881,0.15457472680557652,0.4166691585591137,0.1859324132917491,0.06915766727799373,0.6819799883913009,0.15576155520876211,0.5081464459270493,0.35027803517244566,0.6195109572817848,0.14589722355096102,0.2230065639865731,0.1909001835960101,0.3676990816605728,0.4769179982859279,0.11450523708587136,0.4029978348104202,0.0785319846050511,0.46308540519107283,0.4077308952494294,0.006231508416637798,0.2527521237573773,0.28625581894721314,0.3154328940503036,0.3075884217696029,0.15811276946556374,0.3141379072238036,0.3524400817946223,0.17075765376866278,0.6542834738654874,0.577051353138207,0.2626377935510406,0.4579919157505973,0.43227073740681526,0.1876196854069049,0.23912784330056794,0.33942815578567986,0.5347533388871701,0.41884975819827897,-0.17940683844581257,0.404471723557457,0.24972217598085966,0.6316483833721712,0.2451409001537532,0.4938547361465012,0.2440673482941139,0.5296333626839377,0.08998109195805196,0.2245741000415138,0.0801350339898118,0.11172053648525757,0.6876823991828368,0.17574487745220468,-0.0033708863354209363,0.4128730458889697,0.3194111287494058,0.6336284467344006,0.6795375152941033,-0.03806518803162557,-0.15720958125482892,0.5131824572659015,0.5288615457741919,0.5009213501110201,0.5158618856614938,0.7109051540459577,0.2619146856712926,0.17984614347804193,0.20643472274504976,0.2965460523612934,0.49645632613054624,0.16640084407968128,0.3308800873854601,0.5063580532181481,0.5457123578988999,0.4745541563010047,0.5874415135880507,0.3398126313861371,0.07698659477284844,0.42299420376309704,0.1828543756157341,0.32127611625147584,0.34299334216461635,0.14915833674222229,0.4570056448926923,0.13323784721739187,0.27376570152306334,0.19426982265776824,0.007010411245028635,0.3977839306079899,0.39462209298990264,0.5309893179633728
ACC_sub_R,0.009777900077078487,1.0,0.0017621279802224256,0.25768095818710496,0.24805841717657556,0.1666958599763511,0.03225814613766841,0.09748505491800136,-0.12262124542355422,-0.10144720110253157,-0.3260678942919501,-0.3065682838233648,0.22060953648914883,0.2944685971838059,-0.16368141599513228,-0.2570108279855412,0.3994239129299297,0.2653729204749823,-0.22274714413987157,0.5329617301693914,0.16584330607165484,-0.3301647125568608,0.192622155755318,0.22302432177947148,0.574364581280111,0.05269779960806292,-0.18066600658553936,-0.14305134762823082,0.20050497144122478,-0.024149112561834395,0.08432741458112591,0.2967360584572027,-0.13898669535523378,0.1847810832132003,-0.0632961982674678,0.634936804774113,0.10332014335794308,0.25840710572282644,-0.2118229819576922,-0.08360169305342134,0.039302399269692506,0.20463442708312785,-0.11946357564908208,-0.12273345781777013,0.16485886447752954,-0.22728766470559544,0.11901615000268753,0.007897013053759578,0.2880653852443399,-0.17834060179520755,0.1762596872412851,0.23756075953825254,0.027229985441680784,0.17926882434061542,-0.07916140671753552,0.13204941366215933,0.1519879015016529,-0.2800433975132433,-0.06254953658120847,0.20260703170958594,0.31419262386826896,0.07041261295793326,-0.1667806146180986,-0.011362966196640964,0.05693772080819639,-0.01889418574740114,0.2688695849273952,-0.04250994965790927,0.13113152003824893,0.38185225302054543,-0.12678572342814193,-0.16662784105285372,-0.16046212987538833,-0.07205419055680344,-0.09185751210834774,0.43415482434263764,0.4296425716502549,0.1520542920427228,0.09418134868795384,0.22220545346537016,0.4497666141361746,-0.29596658651273444,0.18451660561189737,0.34205645731749657,-0.24667659440641404,0.2599752408248097,-0.35226455467622664,0.3648444067491715,0.3124321112557385,0.2614640993332525,-0.04863585033953078,-0.2994297278525755,0.0736731120677582,0.22264747593444237,0.041039448309138
Temporal_Mid_R,0.03139709601812496,0.0017621279802224256,1.0,0.14556185277101877,-0.059380262333570424,0.07073140116255654,-0.08515167264694828,0.17217386165218532,0.4938084730986745,-0.12796193118872104,0.3715008948908656,0.16451210117475906,0.3264869817159229,0.001871840732787451,0.6652079458019229,0.3976272049409984,-0.14766936189682855,-0.1446247145995079,0.02376184185460646,0.021569321466454194,-0.14195286429649204,-0.3216856124044417,0.23370847355773422,0.2516637778070287,-0.16611881655142524,0.24461126764707736,0.4694461355829413,0.36276116145175286,-0.21161233360541196,-0.061713629751267526,0.6210983780823667,0.3550840050664247,0.018059863338181385,0.14010998127004956,0.14619470262892378,-0.003769606601513922,0.24529814693599036,0.16411093664655965,0.2863448162268598,0.7166037706138438,-0.17057244781765965,-0.04992037017089494,-0.058417848282793096,-0.0572213568970851,0.05407348774416319,0.4558416457313273,0.5403706082417616,0.7822829636226122,0.41589552836105986,0.4306902207334685,0.554993148837013,-0.051106840814969384,-0.040450195171662054,0.6122094490669855,0.4818282528697575,0.09323554371102336,-0.01974647867404457,0.4106231349674596,0.19709863698238173,-0.2026930090273875,0.2840097614258364,0.15953379146454172,0.621275905706622,0.39769453707031593,-0.093702397646486,0.44552340332369567,-0.12109347864711789,0.5025072188800129,-0.16663086361322604,0.1032828913044129,-0.1538781792012221,0.6413657372586765,0.540918151672969,-0.127308984062839,0.7393432566173327,-0.06305409390373946,0.14802786955805194,-0.13171574374202205,0.11566954415524461,-0.022573780128857336,0.06625181967357083,0.4514718463262654,-0.14873787589362056,-0.3575538963333913,0.4852792875984738,0.6207360767769802,0.6224445023940369,0.054384604378076296,-0.029632539180993397,-0.014345075069225463,0.5882577650197193,0.25839901900974965,0.4252469283624916,-0.013110382013835943,0.3764156186800349
Caudate_R,0.41544235070312924,0.25768095818710496,0.14556185277101877,1.0,0.5138253670694265,0.372909133025046,0.35210498513953564,0.6212005717517528,-0.2104031096172887,0.29509210521739127,-0.11924081044756805,-0.13862320042755535,0.4565340913349423,0.41476837001461364,-0.03551894627220015,-0.11697572614385568,0.30762296941454315,0.533517237071104,0.12165832297843751,0.4147687763686631,0.550397492905655,-0.009682958062540619,0.6279195706936981,0.44071123596197076,0.1378907999255679,0.38184098900291624,-0.14888289401691987,0.06952014128623717,0.5501223199023841,0.12316107431158996,-0.006204726791504063,0.3592339819996445,0.2526996086863215,0.4626127504210749,0.08971077892167881,0.419457419661945,0.39064492051131006,0.41650694088819495,-0.02238385327513291,0.14345287826474368,0.5126874501239597,0.4116353814683111,0.5242921993683666,0.009063244786907685,0.5090056599974867,-0.0752128526026914,0.3714481444086372,0.15901381316369992,0.48919265982364046,0.03846782137584349,0.36065022525744894,0.7181189466942512,0.7387057077778539,0.3723501442314764,-0.1798131516278726,0.16036191827530533,0.3269306577224566,-0.11583798610835794,0.34074668754015314,0.4004404689208394,0.5415256188014589,0.5223850753415947,-0.19436633519986485,0.18724620626710875,0.5516194877893471,0.15817747902836654,0.504133300373389,0.14041833354718528,0.535303783768728,0.35941425180950504,-0.04000979316421226,-0.1105065490023622,0.23482274251818355,0.24287291980488232,0.09141025083605264,0.5225449454546749,0.45068863411731286,0.4977375918001278,0.47101837813140385,0.44790587868307274,0.23463782475174694,-0.18333795478270168,0.4151845458349024,0.3459778820891304,-0.012252887178457952,0.4582791734278914,0.01874142813336679,0.6381055417533,0.6040923135891526,0.7435304893597482,0.2828603764219156,-0.224721672227531,0.4229190712576222,0.4321969183446349,0.28356883617368744
Frontal_Inf_Orb_2_R,0.2513270232191881,0.24805841717657556,-0.059380262333570424,0.5138253670694265,1.0,0.39532361936703236,0.3582986420177894,-0.07050905605743353,-0.7278106072086344,0.3934358721072519,-0.36232667228410703,-0.42471684219060346,0.4234246183283869,0.6104753929565111,-0.4551203465723528,-0.5777802914311897,0.743598976173719,0.7855375186202489,0.13154219798873135,0.5022870808171946,0.5657073970194803,0.024395214479497274,0.5906581459227791,0.48043873990691643,0.4758656737997273,0.2649987084898784,-0.5856435620875935,-0.2787202254376336,0.82212468409696,-0.024786474204184963,-0.4404097346123394,0.059481462792405675,-0.0309164759147674,0.6297993635847371,0.13937961032463672,0.5377589126192468,0.4376062957965929,0.6693821375838397,-0.40575924167186667,-0.19859875877547623,0.6192715270971807,0.6525931143083532,0.20175760206113566,-0.18982084961096257,0.8494366917180046,-0.5037005220061761,0.17002430661849932,-0.1563010041907268,0.5005000723389306,-0.024586274475468385,0.07596449623082391,0.1814613732520261,0.37090178179354505,0.08220802969405873,-0.5922749974671669,-0.06202638296096066,0.15502619486817126,-0.3674478275699702,0.31568049526009384,0.6138140264644444,0.24784495324495748,0.6405440573161821,-0.6835754683853918,0.007965492917071996,0.759179899196837,-0.21678629625745685,0.8141260399718651,-0.12032421643823553,0.6333475588898969,0.45939186537458515,0.1047484239178899,-0.47556000222553285,0.11367490812500353,0.47914988894236316,-0.29813196914508194,0.4397839323890039,0.5874276567597935,0.7834644315563152,0.6219684039645319,0.6658192239926084,0.42222081928951466,-0.5975071075975129,0.6040605283138648,0.7588569724100576,-0.2064849789865482,0.6054121702992192,-0.23750624284663815,0.7353632483740931,0.353598828989301,0.3610199862221209,0.04990322253335132,-0.6777054210550163,0.35988762326086293,0.5177624073896119,0.18473606326747335
Parietal_Sup_R,0.15457472680557652,0.1666958599763511,0.07073140116255654,0.372909133025046,0.39532361936703236,1.0,0.6780175805108803,0.1362386106350114,-0.32519894894638857,0.29029912750098724,-0.2848707732038174,-0.2210583547312332,0.8619909083327277,0.1623740570508725,-0.0658328978455606,-0.36334549203623445,0.3751618490571941,0.38079695058583296,-0.24230341236039615,0.32649934302751504,0.3820015351225009,0.048533201724664875,0.5588154824798613,0.6701711649167409,0.0750236573364388,0.8068342605744253,-0.39102208369067737,0.3172791271837272,0.36059091980411323,0.09033564054097618,-0.11706503942505811,-0.14850706089136578,0.10578124435429821,0.10729173370040578,-0.16199929986041728,0.2309685291368801,0.2613890142190006,0.396024036276716,-0.2024373357423958,0.1258900988741237,0.4836351390809044,0.22185069118129938,0.2360337186442022,-0.010858027295129882,0.4227182583712816,-0.03156262536590503,0.24354023858580728,0.29818342010059923,0.35347202734031613,-0.303198989894841,0.301714261406873,0.296565072495578,0.3819464098085423,0.12415522134134067,-0.4417152777461112,0.09612775053524199,0.14339646109464832,-0.09328530044734766,0.7147470804173421,0.7449467759788783,0.16168324782654314,0.36384621204485196,-0.2977346858280605,0.43596229866211383,0.3270408108796291,-0.1351086459950148,0.4066406536681231,-0.13305781502368266,0.31026865475430704,-0.031975288587362656,-0.2612191509143155,-0.032257427937003355,0.49112912827375693,-0.13535900232940173,0.2617557151860413,0.4807661235834046,0.0491849952441235,0.49868316559206544,0.4590371969961897,0.5206449622985836,0.2137743541507908,-0.42552796328195874,0.6010577513385053,0.5044990653446366,-0.2733667479127167,0.28177432295307697,0.11669818771453903,0.4417943831038033,0.49824347913702,0.4738884586346199,0.62325962772736,-0.4265923652011217,0.43049284293676005,0.6738057695771511,0.15687714258906216
Parietal_Inf_L,0.4166691585591137,0.03225814613766841,-0.08515167264694828,0.35210498513953564,0.3582986420177894,0.6780175805108803,1.0,0.15382323505181147,-0.22536545111424425,0.45501418813132916,-0.0929039030994384,0.10804384968022922,0.6702419713218659,0.2942995082148517,-0.10542476480825821,-0.17527082421264872,0.2933649203431771,0.34790570681287325,-0.12050014992285116,0.10316952158455145,0.4258517151528978,0.10721135824227941,0.4954542250230997,0.5171398281592035,-0.08888483348549815,0.6166645248424822,-0.17641492584876878,0.5714528049690084,0.30334726319625005,0.1611323230074968,-0.0158148711101054,-0.05157936966934127,0.15267516805807615,0.2835576831394487,0.021235370217948055,0.19715513825002687,0.3236116642713051,0.35825183671709243,-0.019633573535522683,0.07675571218643576,0.49810748127508464,0.2753109409524611,0.3582812304564705,-0.07769623938938505,0.36293204799789675,0.19354808762003728,0.3929141795891534,0.22304690213446168,0.38671227979742395,-0.03127654767815527,0.279363945186275,0.27834660398970357,0.3652155548968896,-0.11057311527387458,-0.21236047909015773,0.3827279166798765,0.04265671102758972,-0.010326665676345496,0.8019662254562938,0.7801520392946301,0.27332491527580927,0.4746906727754507,-0.22328191408704612,0.15530288833922362,0.4196196176616244,0.11607612437015713,0.3876148788996742,-0.022238606827909776,0.4047654267387231,-0.13472216438807008,-0.07394611837455574,0.042041462070019714,0.5217436463053947,0.07577408045208948,0.17990291748605383,0.4076324464494596,0.08624064239735241,0.5423154369846461,0.42437374449204224,0.5754738415528727,0.2488729798104708,-0.2326411615998913,0.6916214701752553,0.4256489970524971,-0.1354681436673251,0.2811267377802208,0.24169438793757447,0.341624425444721,0.41252822189825655,0.4247328349466601,0.530586687185241,-0.22848534710898363,0.4801781370920326,0.708505316059814,0.33255345446419593
Thal_IL_R,0.1859324132917491,0.09748505491800136,0.17217386165218532,0.6212005717517528,-0.07050905605743353,0.1362386106350114,0.15382323505181147,1.0,0.27206822443584555,0.1110834437917347,0.19940829218024297,0.16758792804503495,0.1787163150895891,-0.058459524393529715,0.30750980674057665,0.2628838128558704,-0.23621970503018522,-0.03516299862436046,0.08621389091239831,-0.020950111553457253,0.13033621043705337,0.03601343435632799,0.2172853861851199,0.07044639262019785,-0.17266553353327282,0.19318254458137651,0.22776768711683898,0.2884730564929515,0.1658848689281068,0.0434232731307923,0.21051290214268803,0.5131964368905158,0.06808003191729546,-0.009150900823282085,0.007794161825044456,-0.07787822439595377,0.06202635019507348,0.11466197980907976,0.09145555827862364,0.28357745030783316,0.07132350231121673,-0.08566120108642282,0.3537462782507654,0.40253167019469105,-0.11972835102044659,0.32966749082973623,0.2295448839205381,0.23362630679422078,0.09307229297846077,0.08459170928989447,0.1987377457947117,0.7125247681051383,0.4767622921585697,0.29118237917255657,0.16908008655622384,0.1540727829711666,0.35869716698755527,0.18512336934782272,0.13827671177004155,-0.016293162390734386,0.3146004145736165,0.11803718402335923,0.24255318227936803,0.20242795382101808,-0.008276595956307928,0.21437899651456552,-0.07234156606906264,0.1730410804894659,0.060377111423155,0.021213480104984663,0.012677577993533178,0.2306828568620873,0.21216825409479514,-0.0669948290969173,0.2690553324555293,0.2831026374719347,0.0213404370037068,-0.05865704493315176,0.12380369323120305,-0.08846476548922999,-0.18537069245744547,0.28142148915476595,-0.03214647354579928,-0.21603115647238919,0.07680727116066001,0.015374089709458994,0.22369092219785378,0.11227768513591808,0.40798594391344023,0.5878767345721337,0.2565714683859827,0.27274492050563964,0.19410142988537135,0.07567382587188955,0.09159990732583145
Vermis_9,0.06915766727799373,-0.12262124542355422,0.4938084730986745,-0.2104031096172887,-0.7278106072086344,-0.32519894894638857,-0.22536545111424425,0.27206822443584555,1.0,-0.18541822989934595,0.6585476475750406,0.6133624018547845,-0.16914594891119095,-0.4093683402017521,0.8016145641638712,0.7996229710874189,-0.6467818927785313,-0.6435766884116362,0.08909513792657953,-0.4659152273361924,-0.43471657671906644,-0.22499756364258386,-0.34071937295424326,-0.1973615416052424,-0.35173674220478873,-0.11418839511822293,0.8735978981393911,0.48541925114211426,-0.6559713890761245,0.015556385132633247,0.7770948694470122,0.2512691821155603,0.12903645693911192,-0.3194892423996853,0.18447134029551351,-0.3649927633936284,-0.10133715727622625,-0.37192467122927636,0.5319213928110661,0.6120659297063159,-0.5503498874341922,-0.4196738972544175,-0.03707988279799348,0.1420165779616261,-0.5711744079485108,0.7164059147604652,0.29665966272144834,0.5396094039246155,-0.13762503500028342,0.4407439350650534,0.3102017569908038,-0.13325596610466636,-0.24740653223293074,0.18572913721332376,0.8733067181707346,0.24162649537348385,-0.19280946529302084,0.686925390596119,-0.0816889658480468,-0.5717722880456042,0.04909396991916526,-0.28524308655648023,0.9143571380912369,0.018336864207665834,-0.5167085862528875,0.6591638177720871,-0.603153861704257,0.4890001653374595,-0.40320985647754065,-0.21848333948802268,0.024824441208878105,0.7521396821946897,0.25782969165111697,-0.24278855788871226,0.6145810407188753,-0.38597504399710575,-0.2670590954829614,-0.6155703485532216,-0.3486218012121552,-0.4306432685467653,-0.34000735160578777,0.8745181204924595,-0.5127025290753103,-0.8439673050852887,0.5666660586395051,-0.10392178664772037,0.5691129269171031,-0.4850797928759532,-0.27567212195575713,-0.22620806190099538,0.23921334369122113,0.8501155406823762,-0.020350513973277355,-0.4050268220435537,0.17550992103205512
Temporal_Inf_L,0.6819799883913009,-0.10144720110253157,-0.12796193118872104,0.29509210521739127,0.3934358721072519,0.29029912750098724,0.45501418813132916,0.1110834437917347,-0.18541822989934595,1.0,0.07435772069875118,0.3659921812199151,0.3459350024612041,0.507502924802032,0.04350928562658417,-0.05036031732210779,0.23476255879260585,0.45175270943955226,0.38841876779222745,0.06252282773207311,0.4015371916869581,0.24481181976310173,0.41963255405513045,0.332517596416524,0.08410514080151264,0.30115789912417573,0.04307793321483864,0.20088211040200057,0.5037462745165812,0.061587981501937006,0.013894911715521648,0.18052494276742434,0.07119898193699385,0.4963782922816238,0.4179542437391681,0.12094575364686404,0.2940784970471912,0.5484013235021209,0.0034817629197507953,0.16938664642549872,0.494538160131609,0.5625925618847561,0.3547981673072805,0.014999731056181752,0.43183671707459004,0.07511493986765637,0.5100399426709815,0.13852375374360376,0.34094509635085557,0.1231029597243372,0.31588546828942177,0.009901495841365024,0.11263679589917205,-0.1160604204897537,-0.2000485137732523,0.48254415390313604,0.14542485506858285,0.028563233613749538,0.48335358819967345,0.4426244357273531,0.4488133072873706,0.7084241287323291,-0.3083581773510695,-0.0860588246935852,0.45249119031438867,0.2922838188892152,0.6131588960953573,0.31930201641184397,0.6306404753995055,0.048878604075274106,0.32514771603633474,-0.006316797998677321,0.3518528319789242,0.4528171606348225,0.048803754374757743,0.30547419325792874,0.3021402136123057,0.5403103747091631,0.6449311971132937,0.5218286441043524,0.21401791657686794,-0.07668398185537668,0.46783675626932547,0.3388820126032185,0.1304830430021891,0.2233547793947287,0.143951962234766,0.4092153098941331,0.07579729374371916,0.15167423043745987,0.16834047706694308,-0.07789309792672895,0.3438505963245733,0.397099461535838,0.2678417652285019
