,Rolandic_Oper_R,Thal_PuA_L,Precentral_L,Paracentral_Lobule_R,Amygdala_R,Rectus_L,Temporal_Mid_R,Frontal_Mid_2_R,Cerebellum_6_R,Thal_PuL_L,Thal_LP_R,Cerebellum_4_5_R,Temporal_Mid_L,Thal_PuL_R,Precentral_R,Thal_MDl_L,ParaHippocampal_L,Raphe_D,OFCpost_R,Occipital_Mid_L,Cingulate_Mid_L,Temporal_Pole_Mid_R,Angular_L,Thal_PuM_L,Red_N_R,Postcentral_L,Cerebellum_3_L,Occipital_Sup_L,Vermis_6,Temporal_Pole_Sup_R,SN_pc_R,Cerebellum_Crus1_R,Fusiform_L,Heschl_R,Vermis_8,ACC_pre_L,Thal_MGN_L,Postcentral_R,Thal_IL_L,OFCant_R,Cingulate_Mid_R,Fusiform_R,Thal_Re_L,Frontal_Sup_Medial_R,Parietal_Inf_L,ACC_sub_L,Thal_VA_L,Angular_R,Frontal_Inf_Orb_2_R,Vermis_10,Olfactory_L,Frontal_Sup_2_R,Frontal_Inf_Oper_R,ParaHippocampal_R,Cerebellum_10_R,Cerebellum_10_L,Frontal_Sup_2_L,Supp_Motor_Area_R,Cerebellum_6_L,VTA_R,Cingulate_Post_R,Thal_VA_R,Cerebellum_Crus2_L,Cuneus_R,N_Acc_R,Frontal_Sup_Medial_L,OFClat_R,Parietal_Sup_R,Red_N_L,SupraMarginal_L,Precuneus_L,Thal_MDm_R,VTA_L,Frontal_Inf_Tri_L,Parietal_Sup_L,Thal_PuA_R,Amygdala_L,Thal_VL_R,Thal_MDl_R,Lingual_R,Thal_MGN_R,Cerebellum_Crus1_L,Thal_VL_L,Frontal_Med_Orb_L,OFClat_L,Frontal_Inf_Orb_2_L,Thal_LGN_L,Insula_R,OFCmed_L,Thal_IL_R,Thal_PuI_L,Putamen_L,Cerebellum_8_R,Caudate_R,SN_pr_R,ACC_sub_R,SN_pc_L,Thal_PuI_R,Cerebellum_8_L,Thal_MDm_L,Thal_LGN_R,Lingual_L,Occipital_Inf_R,Putamen_R,Thal_PuM_R,Paracentral_Lobule_L,ACC_sup_R,Thal_LP_L,OFCmed_R,Heschl_L,Supp_Motor_Area_L,Thal_VPL_R,Hippocampus_R,Thal_VPL_L,Pallidum_L,Cerebellum_9_R,Precuneus_R,Temporal_Inf_L,ACC_sup_L,Cingulate_Post_L,Temporal_Pole_Mid_L,Rectus_R,Thal_AV_R,Temporal_Pole_Sup_L,Cerebellum_4_5_L,Occipital_Mid_R,Frontal_Inf_Oper_L,Calcarine_R,Olfactory_R,N_Acc_L,Occipital_Sup_R,Vermis_7,Caudate_L,Cerebellum_Crus2_R,Rolandic_Oper_L
Rolandic_Oper_R,1.0,0.4656360201496622,0.594061508100704,0.6184866427987264,0.5720170603504414,0.478683308220185,0.41589552836105986,0.6364823058242242,-0.0536031126175764,0.39616690174736696,-0.25456662799292085,0.7279720600434588,-0.04932277395272857,-0.10796388986823031,0.7601370199017415,0.09139632746229225,0.4523927442502836,-0.0028615271906323727,0.5302199659199514,-0.03315705415955568,0.6839885889920453,-0.3073080902910912,0.19285648898255417,0.3933961907133268,-0.06792442274530956,0.5056105020481174,0.62178581580426,0.09649936346696736,0.1966523833619773,-0.044773082729540024,0.1449078683182399,-0.18969941196413237,0.3169908352689175,0.7994018910054679,-0.20861417160432366,0.17646731468693763,0.5561441206822302,0.6943537582043985,0.15569595784378742,0.4537628401229645,0.610088947437984,0.7004227131234895,0.1822378440126762,0.41503658616661915,0.38671227979742395,0.056442874601954275,0.4643649028048027,0.35151880290380383,0.5005000723389306,0.5979175082858457,0.3367706857379834,0.6130470660322908,0.8420790058467302,0.6170922461726287,0.660684705902544,0.37097121409618133,0.572365887512319,0.6802550938609195,-0.0651194629408759,-0.12257112424497593,0.6027390125155119,0.5330280253405908,-0.1874036833850637,0.2948782261833876,0.32429762560038816,0.6063498858746392,0.46379042426479633,0.35347202734031613,0.5543134622578625,0.2483563533239918,0.5878566738430202,0.29968470972998407,-0.1351893682098556,0.6487493474550313,0.41400167379160885,0.4237564202340547,0.447612405093536,0.45920099736115555,0.16143604105746062,0.3173336951548716,0.2840506317495995,-0.08993051057391493,0.5924401016449159,0.22389488210746705,0.044909128069441785,0.1857878677068471,0.35487849689764156,0.8867697554522622,0.02752038070262803,0.09307229297846077,0.21944201617917114,0.7465327758016669,0.11543956433747819,0.48919265982364046,0.41262382753042937,0.2880653852443399,0.1261070257094379,0.009664601517493576,0.2237264787948898,0.2620591090165492,0.4729867147109203,0.08318229576302467,-0.09720691812749196,0.7564102644802945,0.49856883393890217,0.6102445358686305,0.33726546109065475,0.2587965980620529,0.18689458226849492,0.2544026683316126,0.5387528239057557,0.23074176175305516,0.7142391419312639,0.5129904421960646,0.6702745604703569,0.13005531162737866,0.6337346411468743,0.34094509635085557,0.07284117129500609,0.6038688088014065,-0.17801112276908465,0.44617214507571784,0.15595149640727526,-0.1762487682169329,0.7184982678179099,0.04018474057257243,0.4938547361465012,0.4321025454453216,0.4404579522457702,0.501593638147068,0.40997027898541344,-0.11620889948660534,0.5622638674329052,-0.12623081333795438,0.700187134779889
Thal_PuA_L,0.4656360201496622,1.0,0.05714067738616131,0.37682592339757204,0.01919873044222869,0.39048607811547925,0.5848642487621601,0.15321588430538244,0.22179526560624352,0.3722320758253535,-0.14507026752656638,0.518204660387243,0.18761693221719958,-0.0846797730294902,0.32738516438139,0.4364786324356988,0.37050912854868207,0.1891371295989633,0.24744854905503572,0.3105543984388791,0.09910418216884298,0.03587688483243692,0.2500817458534826,0.5863029705852995,0.06935400739013785,-0.028045759805700565,0.35749129827227477,0.3777341799550081,0.4992307814268771,0.3400179195091818,0.02880279405437124,0.15852110119424365,0.20408210446049949,0.3487646991929242,0.024667450826763287,-0.08505614917455473,0.31651056253587756,0.23186071026748445,0.598071163649489,0.18749842745048478,0.3028631678044886,0.5914699177638557,0.1276633345089888,0.2533593592699208,0.04057713756167977,-0.02419473417729372,0.03164076357094757,0.396735914543087,0.07621250795626594,0.2091172198071883,-0.1118884404163844,0.29615227692005003,0.2858787378611983,0.23217483660585156,0.4186392756536265,0.43959575429009473,0.17467919852945013,0.28753803727989746,0.3341408518892309,0.18783987033383617,0.46668568163466,0.1832213238540088,0.03785698715592958,0.291707098514572,0.21538143572898344,0.17735003464056665,0.07893837148765659,0.06296771313647623,0.5609022210556929,0.15564616402507456,0.24683176862719033,0.1326958747860707,-0.3371171096032268,0.23884753101647768,0.012518165058624301,0.25200872033383953,-0.02264332224115429,0.09719549691386145,0.015637866766386864,0.39861991627354615,0.37715487812858983,-0.19415562293405456,0.19063505367185699,-0.019084797218460983,0.42570922408820183,0.13391453977458181,0.6239396996715543,0.48280356162345006,0.01573544012784429,0.07656019171494137,0.1826202043768113,0.4076868439528782,0.44068315320845947,0.29704844523878493,0.15898853331433196,0.17940388674386124,0.42124134742364466,0.24798000759939523,0.43713480892370704,0.2363095583968068,0.5469460595284545,0.29240647097627687,0.2951671647856678,0.5296398310688529,0.1114961965195884,0.1242687287888899,0.2107799480131445,-0.11401772783036272,-0.04624105906892761,0.3376932462625101,0.24320684322548347,0.25066683705319254,0.2921372837380385,0.6637132326743094,0.36487193512444493,0.37021511419769854,0.29047964832648654,0.04364138309905392,0.11254412909842575,0.33470353724866253,-0.07830400219025647,0.1147322433804389,-0.019981292228534998,0.24823706610848784,0.5450619084344138,0.29121281562561646,0.3678855107623723,0.47033260904088386,0.4021739642854023,0.4175656943370312,0.20662249649741965,0.08310586588097446,-0.006511457078412918,0.3894010637083464,0.24580030792764707
Precentral_L,0.594061508100704,0.05714067738616131,1.0,0.6402970966228798,0.7242742031882345,0.4323562861246573,-0.14873787589362056,0.770247505517816,-0.3632280431134342,0.2539554932816148,-0.11682667993801794,0.4210968986074425,-0.19673491862220122,0.05401868307828707,0.77033964933832,-0.20872710724354748,0.4013867889059127,-0.1975164837868577,0.5219638514802891,-0.30818825650595427,0.8222471885734,-0.5370159226985435,0.06512401806615772,-0.07702156867566529,-0.2776408547843258,0.9283846800756913,0.5068397451196631,-0.31504820545947027,-0.23293165932481255,-0.3358429321391045,-0.025089285089906727,-0.5404451305640718,0.2507448842525517,0.5355898721557305,-0.3532613573735546,0.38705277392306636,0.4239019574322911,0.8747571912484747,0.008092594268840335,0.4328485407268124,0.6855686067988144,0.3604458215210266,0.04200936613829996,0.5620771515469994,0.6916214701752553,0.07620380888554515,0.48463323570040706,0.21160152363138657,0.6040605283138648,0.7544228800206133,0.48129556229881965,0.6483431638490876,0.7230460796017142,0.5481786542676617,0.4246268867838331,0.009775146529458925,0.6825488817995985,0.843912170226721,-0.4800293363449931,-0.2373821370620655,0.3394277097372169,0.43165158429209904,-0.43218711848222197,0.24609185602798417,0.13979256864251727,0.7468210972619221,0.5761049322189502,0.6010577513385053,0.22334905875411348,0.3880554177130613,0.7211300583541573,0.3970513499642773,-0.1434324987249131,0.6383937315492685,0.7166785600170062,0.3026730179782056,0.7689032094817875,0.508390560833354,0.26777953036267443,-0.04300780811756727,-0.0795735439665089,0.034511325394720196,0.6868755712804948,0.0988202000330931,-0.4194610098235597,0.02428235268690834,-0.16190697637507548,0.6752848346728583,0.13521540413320687,-0.03214647354579928,0.20950454176082017,0.6431383130950452,-0.30833667138423204,0.4151845458349024,0.5618352120297215,0.18451660561189737,-0.2808449270494667,0.0516814660428702,-0.093072585154167,0.30924921707238373,-0.006797037993516382,-0.3337359830287882,-0.527248511743557,0.49221337956371464,0.5756776973038332,0.8942188709368672,0.2428916023196937,0.5156260224208631,0.20281447751590767,0.016294851240942293,0.6406843330553472,0.031081949573464017,0.7344171931101646,0.11281300527139625,0.6511738686788545,-0.37852761392871925,0.6733715551537913,0.46783675626932547,0.20674195284956076,0.4739343701497201,-0.3465003374479836,0.5739201249982061,0.1710002581215315,-0.5041734955521712,0.38258103818234324,-0.17472609976695003,0.42299420376309704,0.06617647986754002,0.3958865752677221,0.25560815167313466,0.5891717900639999,-0.35059524307055284,0.7780511540271559,-0.5333595814055205,0.7015028649805912
Paracentral_Lobule_R,0.6184866427987264,0.37682592339757204,0.6402970966228798,1.0,0.504358726486843,0.3113612366244932,0.2516637778070287,0.630434042787512,-0.08702283863840651,0.26158892155551994,-0.06403899828829297,0.4968937508993953,-0.11893311450175251,0.040190592043074236,0.6829629448115028,-0.0396703691372469,0.3626944193512031,-0.1381055536117457,0.4995152741631225,-0.015831309419734946,0.7102050128834332,-0.3282504814284813,0.2004157125075877,0.17998421337116388,-0.1648966642088687,0.5977210679693924,0.4275546723195151,0.013930277824285072,0.08315004397772399,-0.13846095897996927,-0.012168032736084545,-0.20551720929029832,0.2498544972638118,0.6225201531643647,-0.13924505776993407,0.2025210288241764,0.3187808308642244,0.8376262184189485,0.1331171804378016,0.4220186564789422,0.7447693664982147,0.4874308695042843,0.056520937604680965,0.524191148950929,0.5171398281592035,0.09538100385146868,0.41852707514360976,0.606710174866378,0.48043873990691643,0.5892298131279438,0.342207714450622,0.6881700069212873,0.6302765658404014,0.49868161009681244,0.3907109403637493,0.21080443230992554,0.5287243573226835,0.7792607589096276,-0.13925390266132504,-0.05552202378503604,0.42559820075592025,0.38966063982730115,-0.2601560549668869,0.41666004365201353,0.14941885613239422,0.6405402457852782,0.448401759421336,0.6701711649167409,0.3663694208909758,0.21290037314460186,0.8012254665901003,0.32663009577021734,-0.12301658844092836,0.4807678812299263,0.6545177228591359,0.2561060259940753,0.4289017983555322,0.4594732199489243,0.19924910505456067,0.2177747065856966,0.004131066693411199,0.04823379101998641,0.5293507120972739,0.1269498178333144,-0.0615099549110843,0.2082628784814105,0.10357508425075176,0.630205105599267,-0.008930972229272964,0.07044639262019785,0.257475502093577,0.5885758586861382,-0.01585363582472247,0.44071123596197076,0.35647921230617513,0.22302432177947148,0.016414322054234338,0.22506953296121424,0.15228540658612644,0.32057044109072697,0.2751996987717135,0.00422129294140532,-0.22263102961385836,0.5466671273539943,0.5350406201919272,0.7430753690012335,0.33246290560721686,0.291736583246235,0.06302293721779734,0.14276535172639973,0.5669557889788628,0.3042441233513417,0.6060377058284127,0.3597107900113655,0.5231931387098783,-0.055066641630779796,0.7894153232950815,0.332517596416524,0.17058374480146224,0.6121312847542865,-0.18698934937506742,0.4274675796629458,0.08116379692019021,-0.17766474090450332,0.4844469610347133,0.09306944820322685,0.4077308952494294,0.2739871924145584,0.3522290738503152,0.26521506217400276,0.5542879173737941,-0.13250312153464783,0.4919399591873799,-0.18475562848059604,0.4883141626028604
Amygdala_R,0.5720170603504414,0.01919873044222869,0.7242742031882345,0.504358726486843,1.0,0.45343330689439837,-0.15107052292163406,0.8143138779396623,-0.6376136873438865,0.1673182850553505,-0.24834433974512288,0.22636893818073967,-0.5066565788498244,-0.05345855533258639,0.6577388373233306,-0.32321050230824533,0.36922063933882093,-0.36051459279406767,0.5985030844614391,-0.530103018153214,0.7117485183855488,-0.7229233889986145,-0.20334539988531844,-0.21412337527217565,-0.41528391824833666,0.7492503262521696,0.5525489169756213,-0.47985749579636733,-0.36867291896232834,-0.4628471126870519,0.08252889482994615,-0.7320763163491336,0.020572415425027177,0.4272499772195679,-0.573844791553193,0.49841468829502045,0.605186564608526,0.7405914090352829,-0.09908812424448304,0.6774858613195323,0.44380126849074675,0.211294393373497,0.13865483277930712,0.45300544086310107,0.42551891235366895,0.2264180061368357,0.5902964390614078,0.06685991074062203,0.7257374964390504,0.6357672444351161,0.7230036744517784,0.6246204030766038,0.7543201107424797,0.7071204492564621,0.22162878920178172,-0.19393049704404025,0.6774499043347589,0.628615904026881,-0.6656660981140293,-0.48643058679826195,0.20213702157013913,0.6583987591454775,-0.5619893935727975,0.009259659230599392,0.47241061329257356,0.7298690700006223,0.7156994330701364,0.5662204164190214,0.2741633876387768,0.056238031294418414,0.6546254237958679,0.3804765035554676,-0.08168063508209802,0.6667622974698336,0.5962368334848044,0.3248161427177383,0.8713175051587433,0.5063213590585515,0.30780837973878705,-0.21779719194859132,0.048892290394690015,-0.06817998115815638,0.7609076387067074,0.29805964550667247,-0.542714878903957,0.049720676834653095,-0.0904538794873389,0.6056683240779487,0.24961340994969267,0.022762536653417514,0.27281581475923583,0.5364270337200895,-0.5455741785146753,0.4938269279726305,0.6041068853278406,0.3446659816084108,-0.42671789687506917,-0.1459837622495028,-0.3852565110929477,0.15240017397277153,0.09511732692732718,-0.49101464477510753,-0.658625536654364,0.5837648063044905,0.5708354565769852,0.7359144248551648,0.2800096257775835,0.5759603121454485,0.42874112191371766,-0.09949799562427072,0.5125439494010142,-0.14234263362538013,0.843535560233036,0.15211608149094882,0.7056559888843553,-0.4933324442490717,0.5966970587871333,0.3242797262000767,0.06629158725068851,0.40320393742641075,-0.4788360218836668,0.6956321550955376,0.15269866779870395,-0.68575739211543,0.26119001839206374,-0.41492134958267407,0.25235973570598885,-0.08828535538773245,0.49603651472941096,0.40626771350836394,0.3149591218548584,-0.5742651103291012,0.6744115209248758,-0.712741907701365,0.5767540320683004
Rectus_L,0.478683308220185,0.39048607811547925,0.4323562861246573,0.3113612366244932,0.45343330689439837,1.0,0.06625181967357083,0.5154760710106523,-0.2813817711199992,0.37585416196383875,-0.1923673691127937,0.3486381546663034,-0.08883542754075117,0.03185074387900363,0.5835944339064931,-0.11960368525712212,0.42692298146768637,-0.04593152103731312,0.6107985670360565,-0.137763996964902,0.3619406187208248,-0.547531180326606,-0.046288396090478634,0.10667338104382157,-0.34203139836581375,0.422385541328742,0.7177405874478383,-0.07764766341193706,0.12082114166081259,0.06008649425846508,-0.12370098635699918,-0.4548228421693492,0.0907037256066126,0.23944785121518106,-0.42260126801962655,0.380605250007275,0.6867868508972681,0.47429701941035995,0.3422478824364413,0.5538510326033009,0.33527213541683576,0.3824246689012195,-0.10744659935203871,0.4468243537810733,0.2488729798104708,0.24218965400195153,0.06749457797191533,0.029927392356473886,0.42222081928951466,0.5144201422665702,0.207830599458882,0.4941721173524509,0.35963390717614696,0.3815291566878983,0.3516459450161593,0.006345478157819108,0.5453880487890458,0.5570578803661026,-0.17689863150009302,-0.33117197224775047,0.19652184629648534,0.5966927077467521,-0.3558528084393345,0.022650197605238117,0.25665260229542175,0.550858745545761,0.47903360739289647,0.2137743541507908,0.5018853577446922,0.2291133349051493,0.31726057764099297,0.0762376974761646,-0.48527659467360706,0.5330397678714872,0.26216454586902693,0.42633761205234344,0.5729781546138967,0.20319214966403357,0.10329973894736444,-0.1464161253337918,0.28401775850755706,-0.5064695237466349,0.4653800512902794,0.11070157373874438,-0.026069523739499098,-0.03656836378702829,0.40392287682905176,0.5230565840726363,0.32033814865774984,-0.18537069245744547,-0.03137774543936214,0.42640746084686326,-0.025384812896906826,0.23463782475174694,0.43121723581689536,0.4497666141361746,-0.04549794507258504,-0.186353492685554,0.09163456915432266,-0.08960500103454903,0.10288944325026456,-0.3452733872743152,-0.3009018866838754,0.6869439542656598,0.08064789980829032,0.47259035425070517,0.2997388267553133,0.23901045021460385,0.33936468614674525,0.16609194566708327,0.48447175839286566,-0.2672728397964874,0.5758646133223051,0.33482270770729383,0.6924690404867437,-0.1043953675068363,0.29880716966632787,0.21401791657686794,0.26460418752515763,0.09043714304277095,-0.4479216483027085,0.5316471639491562,0.052385849402287056,-0.2665585030243577,0.3631691709963525,-0.2052620764187296,0.3398126313861371,0.04366515980088574,0.6027121771580914,0.66190455553651,0.2289375465417877,-0.3712041188043846,0.2253149936978255,-0.21775347947630658,0.5171286553521388
Temporal_Mid_R,0.41589552836105986,0.5848642487621601,-0.14873787589362056,0.2516637778070287,-0.15107052292163406,0.06625181967357083,1.0,-0.013337701329665098,0.42672302337341833,-0.013073362893567258,-0.1538781792012221,0.5403706082417616,0.16451210117475906,-0.2707365733083732,0.12951705661096538,0.3931249749664229,0.022235384522685146,0.2863448162268598,0.01802201639248176,0.4558416457313273,-0.013110382013835943,0.25839901900974965,0.36276116145175286,0.5025072188800129,0.33677901348695954,-0.2026930090273875,0.001871840732787451,0.6413657372586765,0.6210983780823667,0.4306902207334685,0.07940234170663062,0.4514718463262654,0.15826504380414294,0.4252469283624916,0.4106231349674596,-0.3844438457960143,0.06966995091992191,0.11496227245659676,0.22753780624376393,-0.02120838905459842,0.03915728861640295,0.6590131776031811,-0.061713629751267526,-0.093702397646486,-0.08515167264694828,-0.16611881655142524,-0.029632539180993397,0.5882577650197193,-0.059380262333570424,-0.0058246665559047095,-0.21161233360541196,0.05407348774416319,0.23370847355773422,0.16411093664655965,0.30166643949796473,0.4452157501058226,-0.12109347864711789,-0.022573780128857336,0.4694461355829413,0.21045578062097578,0.3764156186800349,0.021569321466454194,0.2494801961840487,0.540918151672969,0.10163837350676923,-0.13171574374202205,-0.06027871950608521,0.07073140116255654,0.3668246301934467,-0.08818612141094838,0.2526556958941358,-0.040450195171662054,-0.0572213568970851,-0.06226970126391229,0.016029999954040145,0.22459363430508963,-0.3575538963333913,-0.014345075069225463,-0.051106840814969384,0.7166037706138438,0.3550840050664247,-0.006480647739423481,-0.1446247145995079,0.14288325156671675,0.40421403395626043,-0.019508306600575065,0.49251841799256524,0.33667522076790296,-0.30070154626718065,0.17217386165218532,0.39769453707031593,0.15953379146454172,0.5918797146633297,0.14556185277101877,-0.14195286429649204,0.0017621279802224256,0.4852792875984738,0.018059863338181385,0.44552340332369567,-0.058417848282793096,0.6122094490669855,0.6652079458019229,0.621275905706622,0.3381904905540596,0.0068777266293045085,-0.11327371679271563,0.05502147125877085,-0.4243088569246907,-0.01974647867404457,0.14619470262892378,-0.04992037017089494,0.44074564300898667,0.08346702347410753,0.4525106918316774,0.024991290840928233,0.5021923523139492,0.3264869817159229,-0.12796193118872104,-0.127308984062839,0.24529814693599036,0.257467286116436,-0.14766936189682855,-0.06961703108051841,0.3976272049409984,0.554993148837013,0.6224445023940369,0.03139709601812496,0.7822829636226122,-0.003769606601513922,0.14802786955805194,0.19709863698238173,0.3715008948908656,-0.17057244781765965,0.4818282528697575,-0.04393188023927359
Frontal_Mid_2_R,0.6364823058242242,0.15321588430538244,0.770247505517816,0.630434042787512,0.8143138779396623,0.5154760710106523,-0.013337701329665098,1.0,-0.4805576105780248,0.4068429624089028,-0.04454889055349119,0.3014325252702761,-0.3837172866087911,0.149826353638704,0.8569589847568602,-0.3610099208154756,0.4933746304910818,-0.3795717512444143,0.7820237226523427,-0.47842192686755314,0.7029522988126516,-0.7468378409795283,-0.21601278001138993,-0.02899171956125868,-0.4534182542038658,0.7472175007196576,0.6625274205138567,-0.3960119004139909,-0.3510526771049851,-0.22174777091159528,0.0032267149197009112,-0.6569965941129189,0.19445937531282023,0.4881882632729988,-0.42948561240806304,0.6710444557527089,0.4972376193613432,0.833333184115588,0.01454819663891487,0.7887822477985051,0.5388354877614667,0.3601305590169426,0.07278191803206505,0.7623758980410134,0.41601999004332896,0.33445351766083775,0.43571461404301504,0.13317938643249772,0.8881947206274655,0.7712172366594997,0.705652022405184,0.8985335816979059,0.754917326657969,0.6931128466161649,0.39208695768102103,-0.13356107555237304,0.8455923904826185,0.8330943430685971,-0.5792951226981728,-0.3518955717534456,0.3097971391645694,0.613885122237305,-0.6539928355634509,0.17020315962039376,0.34681901063289566,0.8695232947630215,0.8561251366952571,0.5304880227606018,0.3617680865072678,0.09474571308631619,0.7106095722179989,0.39792842037218673,-0.20857808570847133,0.6425580339447566,0.596700785546445,0.12582659530432996,0.8385717799899318,0.44309506269995946,0.21129140935767965,-0.13570932309128741,0.012482883519114477,0.03780112241693584,0.8091345971631914,0.1585252614087798,-0.48631926927993435,0.20330529743957498,-0.07491109908025113,0.7234990747636846,0.363675899171447,-0.11481427362395231,0.1425359165144184,0.7078544357598041,-0.44863361023272297,0.5213149664218004,0.617508772410954,0.23605865812992652,-0.24940312044981883,0.005350735110258324,-0.22220013393337,0.2156684248302689,0.18169948298513847,-0.43712017441848655,-0.664055628362651,0.6284071813630177,0.4510587966769401,0.8050938406439677,0.4808520214273705,0.6747073142153862,0.20619287187751942,0.12408551860948222,0.73538208066829,-0.025252429263281088,0.9221627031949164,0.3137191968292809,0.7873221726757869,-0.3467132769409853,0.6125611397341992,0.41389331613774955,0.4038535479218178,0.5014321525739953,-0.4721456965355286,0.7351122088441508,0.10630377733682701,-0.6164683422471503,0.27352056827713783,-0.23023794470137113,0.341080010079661,-0.03700586301818583,0.5696300935778895,0.5423159656488225,0.43037809783007924,-0.41388328716227135,0.7271877389058535,-0.628924767823441,0.6358312135525293
Cerebellum_6_R,-0.0536031126175764,0.22179526560624352,-0.3632280431134342,-0.08702283863840651,-0.6376136873438865,-0.2813817711199992,0.42672302337341833,-0.4805576105780248,1.0,0.19936876916634563,0.41389948499967716,0.40940467965250227,0.7692251166630706,0.23268148768926286,-0.22225704707249705,0.46872713673484795,0.0831429402582239,0.393250746902407,-0.38327027783071776,0.7111027908765388,-0.30266023727584046,0.7371700082681141,0.513960275127405,0.6078134933451896,0.4848933228765423,-0.4474955036171935,-0.1361297321946464,0.7317029367155483,0.6855491550335989,0.6110345971756609,0.04613568960650504,0.8642027239421664,0.5253995481772327,0.03870778290562799,0.6825655129438671,-0.3594982895162519,-0.44994854373090415,-0.2843742168262027,0.25127254722290077,-0.534546149728127,-0.051474461476532875,0.3405758570085674,0.059280406005751234,-0.24037792429524235,-0.0396065772182994,-0.2585066479122014,-0.32066351484960176,0.27448458493799965,-0.44199701509105693,-0.19757459262914207,-0.35432960503170563,-0.3362024696234469,-0.24626388296362786,-0.09637585789519094,0.27823782692895077,0.568173117296062,-0.3294983233451259,-0.22672063290204142,0.8957787097801265,0.49909197608531486,0.2954608929703546,-0.5427699707807936,0.5814152565110938,0.40132314577855954,-0.0785866518393708,-0.3778717162823881,-0.45626286031636715,-0.3299042255249088,0.10725239710198074,0.35111796729468037,-0.30490537598747863,-0.24838528237657748,0.10759229401315129,-0.264870498175428,-0.2992938714275852,-0.22690158740328212,-0.7176791850212824,-0.27936024730242054,-0.21301217698509556,0.6321664318842994,0.3086048654502706,0.15943853111146572,-0.46821994433606845,-0.0532032079801298,0.6083273364292965,0.2327532766648011,0.27989344466749916,-0.13703749070829982,-0.250796713861774,0.21402167738000585,-0.24469940317826736,-0.015358609430352093,0.8105937522860482,-0.12085556501151554,-0.2721995407318045,-0.2274616780459126,0.5914777060525654,0.20564969113265216,0.7291268262568567,0.09539218441527623,0.14700887340414587,0.7404259263986481,0.7010884720864545,-0.19537130242526451,-0.22503802494279607,-0.3604728766758623,-0.12689344678473805,-0.3642939432183568,-0.30381458616681645,0.45691272526470433,-0.15516476858195458,0.4840110683455206,-0.46242816117202773,0.289904805389235,-0.3895790739587288,0.8368594230791686,-0.160522059691736,0.15510337291725443,0.10739071513866871,0.0748700093748896,0.44639927287280967,-0.5130377299314094,-0.243071422702418,0.7396901453465592,0.20085968658887784,0.6905651544211053,0.24819169338905236,0.46461534594621806,-0.25415873540808914,-0.10776256159317765,0.08177167278369062,0.7698111524442696,-0.3560394218757141,0.7907446732181962,-0.11155433324427554
Thal_PuL_L,0.39616690174736696,0.3722320758253535,0.2539554932816148,0.26158892155551994,0.1673182850553505,0.37585416196383875,-0.013073362893567258,0.4068429624089028,0.19936876916634563,1.0,0.4342380682484045,0.3580515624461086,0.3524678500628161,0.46712194406988194,0.5481196963497734,0.012442534839197042,0.6564016535258576,-0.08216964118094326,0.41202878703845147,-0.007117374002436634,0.2574337495692759,-0.11054380588557358,-0.04542399901580137,0.6363066319113477,-0.15229316159197764,0.12563991390551785,0.6677694670883797,0.025909871147564413,0.022647385332667722,0.27280037980965194,-0.0048165473249279995,-0.024763557457797344,0.5633411916301739,0.2914642952429133,-0.15755058399324295,0.5121943817874635,0.18154670695939565,0.2769566153003218,0.3053117613468798,0.3184199351664643,0.41235395893086274,0.29566455091974314,0.20573271787660893,0.5518271717118882,0.0847367135244174,0.1973216374891029,-0.04140715384418321,-0.011092905463557868,0.38965774380267426,0.48207611889822866,0.3484363786166108,0.5436327819439902,0.320343445157152,0.4109564539684281,0.5292806373996918,0.30298631596229897,0.6254021314512777,0.5157821279031358,0.1476579945905516,0.13007827085535206,0.4831078546739834,0.17974757353697154,-0.1445715856128684,0.1138825544017513,0.2765337558621334,0.5320559576654572,0.36330985868219057,-0.11331697101609928,0.4025963548312709,0.40685382079090116,0.059816414657945745,0.07817949270628943,-0.21451040643257635,0.3462646147436545,-0.04801910893415078,-0.32473293047614155,0.23353469050488365,0.05110820146216228,-0.08296932798869351,0.07444122230186674,0.24072740013979574,-0.029321320147370246,0.4465211098993054,0.020319068745770788,0.19192537067965817,0.49614705887308685,0.2380945422201884,0.4332174504946736,0.4622610837848557,-0.09374034924145415,-0.45294012371239295,0.6509342800135527,0.14381544734324805,0.23328162122276147,0.2969297310268177,0.07968868210391845,0.206303090845289,0.11470558395232792,0.3634313587744413,0.2635552537446805,0.17745707991633428,-0.05144117412408024,-0.24396168661039244,0.30872176277841795,-0.011673480794745008,0.2935630102450798,0.4121076004345494,0.5637807514169905,-0.05110782410486682,0.6652889236384918,0.6845265572738316,0.12036876919627743,0.40065739284797386,0.7016832372994026,0.41421191330394547,0.41196196500073023,0.08759449103658441,0.5109157625387357,0.6376719129270192,0.49611317852053877,-0.32489305235907423,0.29954751688500736,-0.11657347757999949,-0.01609866153492482,0.20128021879332123,0.06307544650748599,0.5674163656375104,0.002152959763185277,0.41426603812823354,0.5321945025422685,0.23499164314937837,0.07950194121331727,0.2888399369717126,0.06068150416727937,0.481146234865964
