,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,0.052110504591036846,0.04540841267620955,0.07862805049559918,0.01998536286241621,0.14614895670668532,-0.041380970345426024,0.09051386715048627,0.04643110620542644,0.04421364378523906
Thal_MDl_L,0.052110504591036846,1.0,-0.3694684210940368,0.013792491352531333,0.5436978408807142,0.1843979146631423,0.3676983295861745,0.5677961693517118,0.20871995826309026,0.3680277144500941
OFCpost_R,0.04540841267620955,-0.3694684210940368,1.0,0.6114559427300696,-0.2433024851282668,0.36293971867159697,-0.1463841327861521,-0.5035593907367278,0.0872543672267804,-0.4651366701806167
Temporal_Sup_R,0.07862805049559918,0.013792491352531333,0.6114559427300696,1.0,0.029748886967160056,0.6950037738481502,0.21454203625661,-0.009916039750634256,0.6793304258443345,-0.03238615276392382
OFClat_L,0.01998536286241621,0.5436978408807142,-0.2433024851282668,0.029748886967160056,1.0,0.025644161747778973,0.13236072895225406,0.6462262107039122,0.2932913798643235,0.38663651435729124
Heschl_R,0.14614895670668532,0.1843979146631423,0.36293971867159697,0.6950037738481502,0.025644161747778973,1.0,0.4222312046568342,0.027496187788770526,0.40807875659041165,-0.03513957230331324
Cuneus_L,-0.041380970345426024,0.3676983295861745,-0.1463841327861521,0.21454203625661,0.13236072895225406,0.4222312046568342,1.0,0.3682891896558849,0.27989933996616795,0.5431111999504619
Occipital_Inf_R,0.09051386715048627,0.5677961693517118,-0.5035593907367278,-0.009916039750634256,0.6462262107039122,0.027496187788770526,0.3682891896558849,1.0,0.3932305424357988,0.635273046906199
Temporal_Inf_R,0.04643110620542644,0.20871995826309026,0.0872543672267804,0.6793304258443345,0.2932913798643235,0.40807875659041165,0.27989933996616795,0.3932305424357988,1.0,0.40878848199333806
Vermis_8,0.04421364378523906,0.3680277144500941,-0.4651366701806167,-0.03238615276392382,0.38663651435729124,-0.03513957230331324,0.5431111999504619,0.635273046906199,0.40878848199333806,1.0
