,Lingual_L,Vermis_9,Cuneus_R,Precuneus_R,Temporal_Pole_Sup_L,Rectus_R,Supp_Motor_Area_R,Insula_L,Rolandic_Oper_L,Fusiform_L,Frontal_Inf_Orb_2_R,Vermis_4_5,Cerebellum_4_5_L,Postcentral_L,ACC_sup_R,Temporal_Mid_R,Hippocampus_L,Thal_VL_R,Frontal_Inf_Tri_L,Supp_Motor_Area_L,Cerebellum_4_5_R,ACC_sup_L,Temporal_Pole_Sup_R,Cerebellum_10_L,Cerebellum_9_L,Vermis_6,Cerebellum_6_L,Cerebellum_7b_R,Temporal_Pole_Mid_R,Cerebellum_3_L,Occipital_Inf_L,Cuneus_L,Thal_PuL_R,ParaHippocampal_R,Pallidum_R,Insula_R,Rectus_L,Thal_MDl_R,Parietal_Inf_R,Precuneus_L,Thal_AV_R,Putamen_R,Thal_AV_L,SupraMarginal_L,Rolandic_Oper_R,Thal_LP_L,Angular_R,Thal_IL_R,Vermis_1_2,Thal_PuL_L,OFCmed_L,Cerebellum_Crus1_L,Thal_VA_R,Thal_PuI_R,Precentral_R,Cerebellum_Crus2_R,Frontal_Inf_Orb_2_L,OFClat_L,N_Acc_R,Frontal_Med_Orb_L,SN_pc_L,Frontal_Sup_2_L,Parietal_Sup_L,SupraMarginal_R,Frontal_Sup_Medial_L,Cingulate_Post_L,Thal_VA_L,Caudate_R,Occipital_Sup_R,Temporal_Inf_R,Thal_LGN_L,Thal_LGN_R,Thal_MDm_R,Putamen_L,Temporal_Pole_Mid_L,Pallidum_L,N_Acc_L,Temporal_Sup_R,Thal_VPL_L,Cingulate_Post_R,Postcentral_R,Amygdala_L,Parietal_Sup_R,Amygdala_R,SN_pr_L,Thal_PuA_L,Cerebellum_7b_L,Caudate_L,Angular_L,ACC_sub_R,SN_pc_R,Thal_LP_R,Red_N_R,OFCpost_R,OFCmed_R,Occipital_Inf_R,Frontal_Sup_2_R,Cerebellum_3_R,Thal_MDl_L,Olfactory_L,SN_pr_R,Frontal_Mid_2_L,Occipital_Sup_L,Thal_MGN_R,Vermis_7,Thal_VL_L,Temporal_Inf_L,Vermis_8,Cerebellum_9_R,Frontal_Inf_Oper_L,Raphe_D,Paracentral_Lobule_L,Thal_MDm_L,Thal_PuM_L,Occipital_Mid_L,Cerebellum_Crus2_L,VTA_L,Heschl_L,Thal_IL_L,Vermis_3
Lingual_L,1.0,0.8016145641638712,0.5337687580827888,0.12492964223006224,0.6808105641842561,-0.47046387807144113,-0.2717558209489221,0.39030939002126114,-0.12708817174537568,0.41362043039003793,-0.4551203465723528,0.6326210906323543,0.46964282777770067,-0.3893409650717494,-0.14508482558084568,0.6652079458019229,-0.020087839404520896,-0.10309033239502619,-0.19503017136238446,-0.23486640792023006,0.48137123900390894,-0.19992841018598598,0.40110874157401927,0.5896803119605494,0.6368086309196195,0.6621882293462817,0.7385150500526766,0.55674549907015,0.6835994793237763,-0.30561773891004684,0.5752296462146963,0.48436633968790294,-0.15134225658501868,-0.09110850354887913,-0.2470947369873352,-0.04842785099215578,-0.3452733872743152,-0.10656056076948366,0.11320913068258695,-0.05449017356955247,-0.06852850065565107,-0.10858540847089211,-0.4285619268553107,0.18296284223766335,0.08318229576302467,-0.49380981918303807,0.46613359223026324,0.30750980674057665,-0.47329812030364604,-0.05144117412408024,-0.34600808116166654,0.1897434150111368,-0.3826330871499212,0.17898951663049437,-0.24636534340793698,0.6640054227641001,0.12120895275213293,0.5884684498099735,-0.06420960906360165,0.11219502349277168,0.5552809753312177,-0.3559419722830091,-0.18536924803878127,-0.008102638925928548,-0.44791452423131295,0.1453648904587899,-0.11288179456485264,-0.03551894627220015,0.12930899486421008,0.5737519642854698,0.33034129162824016,0.4199134312985824,-0.13521339114287004,-0.015099637905438012,0.513795784262306,-0.3753076702333047,-0.18973639796394154,0.12185618765046889,0.3243489516221456,0.34634133781354187,-0.17678223453045414,-0.6862272591536129,-0.0658328978455606,-0.49101464477510753,0.0334253065887064,0.29240647097627687,0.5465661401236609,-0.2609319317870149,0.5346351515138462,-0.16368141599513228,0.14508253696331616,0.053558127217850235,0.5432959153640164,-0.4002899745747011,-0.2013261476008787,0.8014396876900829,-0.34313107111607155,-0.19274525212220212,0.5671968548067362,-0.37429814939805506,-0.30235148655776145,-0.2305977586189593,0.7316189069323887,0.2253633961917078,0.6216276296238359,-0.4141438428401905,0.04350928562658417,0.6745501453748199,0.6268337643467093,0.14589722355096102,0.43580026673335487,-0.3056704320287113,0.11470892825034908,0.5947752645895461,0.6308278479727276,0.6414364376533029,0.19977633950482077,0.2630358197849412,0.11714052495665978,0.07874537731980455
Vermis_9,0.8016145641638712,1.0,0.25782969165111697,-0.16914594891119095,0.7996229710874189,-0.6467818927785313,-0.4306432685467653,0.4815459662975079,-0.28550094825269345,0.15560953624646578,-0.7278106072086344,0.39976686151339963,0.3102017569908038,-0.5717722880456042,-0.2329127617606711,0.4938084730986745,-0.3486218012121552,-0.22620806190099538,-0.2864258971947747,-0.4196738972544175,0.29665966272144834,-0.24278855788871226,0.4407439350650534,0.6351968815026738,0.715318090211591,0.7770948694470122,0.8735978981393911,0.7584881215768623,0.8501155406823762,-0.4093683402017521,0.5615781285794623,0.30386690857075627,-0.18094121729782778,-0.37192467122927636,-0.38597504399710575,-0.2266510437637326,-0.34000735160578777,-0.13325596610466636,-0.11418839511822293,-0.3498015210093731,-0.12005791940787751,-0.23064019996750268,-0.6667142928233315,0.17400383187083832,-0.13762503500028342,-0.678172035522269,0.23921334369122113,0.27206822443584555,-0.6669701451903827,-0.15421906286878814,-0.4196081991915385,0.04848619369725516,-0.4659152273361924,0.12903645693911192,-0.4449195883508657,0.8733067181707346,-0.02623508210422729,0.701792685972416,-0.1622713575401614,-0.07901488801808543,0.5666660586395051,-0.603153861704257,-0.4177168146628013,-0.21817491321154914,-0.6155703485532216,-0.10133715727622625,-0.27567212195575713,-0.2104031096172887,-0.0816889658480468,0.33488668216552947,0.42608601746493396,0.18572913721332376,-0.24740653223293074,-0.28524308655648023,0.5309597349375252,-0.509952050058978,-0.2670590954829614,-0.10392178664772037,0.131732425082785,0.17550992103205512,-0.42455312820557206,-0.8439673050852887,-0.32519894894638857,-0.7048333949833739,0.02279454732192267,0.2735748844452174,0.6628759344458635,-0.5503498874341922,0.48541925114211426,-0.12262124542355422,0.12642316536522685,0.024824441208878105,0.6037283275728141,-0.5526252343059684,-0.19280946529302084,0.9143571380912369,-0.5711744079485108,-0.3194892423996853,0.5786263367794664,-0.6559713890761245,-0.43471657671906644,-0.40320985647754065,0.7521396821946897,0.2512691821155603,0.6585476475750406,-0.6435766884116362,-0.18541822989934595,0.686925390596119,0.6737770323017073,0.06915766727799373,0.5319213928110661,-0.5035836179204353,-0.03707988279799348,0.4890001653374595,0.7164059147604652,0.8053003188701952,0.1420165779616261,0.18447134029551351,0.13124039835048237,0.04909396991916526
Cuneus_R,0.5337687580827888,0.25782969165111697,1.0,0.6125563045438784,0.19886311115046196,-0.053870510789711876,0.2650121582193307,0.17066528544373374,0.15044439203869733,0.519914864489874,0.11367490812500353,0.574733736742992,0.412442079265017,0.25264311140901363,0.023517604875400944,0.540918151672969,0.36386236774282166,0.10194939570962087,0.021914375914469854,0.12384211318935362,0.5150681932946359,0.11397875572651457,0.30604754926592925,0.3148205770245527,0.2848063439363126,0.3403837149066171,0.2857512113445011,0.23006951859146316,0.18409855752929824,0.019125961074160126,0.38265653495982965,0.7963112297582728,0.07377558347315925,0.32061512979665374,0.08165129435296446,0.2915843750759718,0.022650197605238117,0.04421735210667552,0.5766570066032579,0.5555730976594012,-0.17930471582456256,0.16012991878784735,-0.02320216187486489,0.4350995927892059,0.2948782261833876,-0.0933718577395119,0.7969142452626373,0.21216825409479514,0.03410819482348166,0.1138825544017513,-0.14593041442266758,0.32833219303705974,-0.20816859702545998,0.1835802168221545,0.17008769324694586,0.20345193606711198,0.0870850022167007,0.12350493785480085,0.04407986244598668,0.13920109698819044,0.2621188516672819,0.1335182207217508,0.48289442283181744,0.4837097664548399,0.14363022179135043,0.3252172631209752,0.09163935561845826,0.23482274251818355,0.7756158902989113,0.5166085430006677,0.02570486792824242,0.23683642621191178,0.06501149554968372,0.38705168847452015,0.12335856357075305,0.016479059263389537,-0.03974681978371617,0.3788688117149249,0.3047428616975417,0.44547016466751393,0.40930762091437556,-0.10456892568045281,0.49112912827375693,0.009259659230599392,0.07944606824832438,0.291707098514572,0.27377893605622566,0.17138714582433134,0.6498731729046336,-0.16046212987538833,-0.1613019060798654,0.16597672221780965,0.2777862990422819,-0.032639259080170645,-0.03893101431169573,0.2905926693362888,0.19570506318824366,0.1387864415477259,0.34672237155536473,0.05315561043205801,0.12476149000888785,0.14840498351332207,0.5213214785928229,0.1518160373643322,0.31384450548446186,0.01570794526671406,0.3518528319789242,0.5219804697897653,0.2536087240733573,0.2965460523612934,0.11103610528149556,0.28403489492481554,0.29449477298577575,0.4458182595693932,0.49656518673739763,0.1642675700502259,0.07932108982861769,0.20126852914916848,0.18134322542576448,0.194193802790042
Precuneus_R,0.12492964223006224,-0.16914594891119095,0.6125563045438784,1.0,-0.2545638693148696,0.3966827470834235,0.6574751840840025,-0.06739468302579099,0.5172912918187793,0.27712712018927493,0.4234246183283869,0.6185823760239181,0.6102128965999166,0.7088864220806762,0.16328805873951355,0.3264869817159229,0.6205499576272911,0.5312724929614109,0.5131093095632854,0.3702848368913901,0.565180893108939,-0.03644989981116543,-0.22070876441872062,0.17560516752972813,-0.14637839278035694,0.12346836142982676,-0.2033524534491342,-0.07994314234414927,-0.3538042133448156,0.31947835346484893,-0.0011738067485679475,0.48156903513228877,-0.1634094397548545,0.5372677744023048,0.6144752931107255,0.6202525826451272,0.29880716966632787,0.31534907452922867,0.7750442690985301,0.9360774909244995,0.17205283820169223,0.5701228610856569,0.5241425335364809,0.3049279213747241,0.6337346411468743,0.20154168284684595,0.7009182351980954,0.1787163150895891,0.34470364960770233,0.08759449103658441,-0.10580304417130626,0.09504812181182244,0.4266489083606101,0.06535126039880249,0.5429403039758376,-0.2740011887901786,0.03313709493716701,-0.1926272863813264,0.2312542400832359,0.18750731728872785,-0.10061515635810686,0.4643891999502819,0.8173834138704215,0.5896596836751752,0.5777014046127608,0.5501274449841149,0.5338864107012388,0.4565340913349423,0.7373064281655195,0.30960135250822673,0.10854909409952018,0.3560728919961077,0.3643259558420251,0.5745421920051427,-0.18797487151952977,0.5103440232124576,0.20182555292951898,0.5552908490974415,0.28430825801686493,0.5372435350126844,0.8418669155251709,0.462925690180782,0.8619909083327277,0.5966970587871333,0.20447392377251927,0.29047964832648654,-0.08293844737008378,0.5327804902077993,0.41960450349587386,0.22060953648914883,-0.0018796512384805838,-0.25492782036731176,-0.07139576319479324,0.42633022543963006,0.18624160274668114,-0.1245491260267066,0.5198732586762763,0.34788114381997665,0.031650127644402795,0.33630281344023705,0.3699355106118493,0.4279007825960535,0.1224943620912192,0.03502431772659331,-0.17452818387493088,0.4761575656670736,0.3459350024612041,-0.06805407990428561,-0.17925940806871885,0.35027803517244566,-0.10827050825573795,0.7461695496123417,0.256348337577569,0.18034897798054053,0.06876805168709434,-0.2230643781142761,-0.06435751161342528,0.001763376603732748,0.042607497228027,0.4366645611214366
Temporal_Pole_Sup_L,0.6808105641842561,0.7996229710874189,0.19886311115046196,-0.2545638693148696,1.0,-0.5479663129948181,-0.34828024996639867,0.576844722922264,-0.22217549182966825,0.18066507765472212,-0.5777802914311897,0.21669288689788696,0.1593524294710917,-0.5415992738671563,-0.04577446422038983,0.3976272049409984,-0.3861719010224454,-0.2223713640681526,-0.20645567374288923,-0.30136573800726,0.22995985246199122,0.012468351254981977,0.5821137838834146,0.5746027541804787,0.7236287044627809,0.6480029463831927,0.8430748589824065,0.6546632793752872,0.7357083122133421,-0.22468154585060582,0.4892972384524974,0.31795085843190685,-0.046163621933959446,-0.3356914928043821,-0.4907172432444578,-0.24877624221310565,-0.2665585030243577,-0.1372428511956518,-0.10945657316989674,-0.36660072916689435,-0.19210038191354076,-0.21220416480680965,-0.608886110421177,0.2556621131318804,-0.1762487682169329,-0.594196563672022,0.21423995635535498,0.2628838128558704,-0.5734549530253049,-0.01609866153492482,-0.16775525580164227,-0.10088583623707333,-0.47652876266667404,0.17637105537761547,-0.37736086488959536,0.7716913785461514,0.22818329502364706,0.7928492202914629,-0.04463029161606871,-0.024110210562355947,0.615120368972815,-0.4537713086217824,-0.3808653185306611,-0.11276460566730571,-0.44897932282957,-0.08494837333131924,-0.34872940732775287,-0.11697572614385568,-0.08656477859617265,0.3045798692844244,0.4125444638567594,0.0813391930023296,-0.1554547813496284,-0.20261460346830532,0.46533169238073174,-0.44538974412037446,-0.10896531191409313,-0.07401011445696055,0.1949685581037996,0.09945431647779909,-0.40224503562038016,-0.8262948957396173,-0.36334549203623445,-0.68575739211543,0.06229672812811801,0.24823706610848784,0.4361612990838331,-0.5516571862587218,0.40589924132412547,-0.2570108279855412,0.08557108802454766,0.14074415853769343,0.566291397042478,-0.4218081465408236,-0.18543732119674913,0.7629603716559417,-0.423779215434903,-0.18393086828013205,0.6036095972053145,-0.49604159163055456,-0.37931750690450006,-0.21393909955847495,0.6731681229751862,0.2538198163642015,0.6325181477321492,-0.5989031485714521,-0.05036031732210779,0.621305889735368,0.6788918119140097,0.2230065639865731,0.5427130726371878,-0.47285842909136105,0.011808622552993227,0.4786267631273218,0.6738437401191306,0.6291809483607993,0.020370760172114092,0.31117822406350865,0.19471861997264064,0.018906968436436404
Rectus_R,-0.47046387807144113,-0.6467818927785313,-0.053870510789711876,0.3966827470834235,-0.5479663129948181,1.0,0.6217787456842572,-0.18786468555358976,0.45978773163555603,0.06971820120434448,0.743598976173719,0.06406038129870906,0.155458481431682,0.5951728697703552,0.48275589310206246,-0.14766936189682855,0.45848216949231924,0.32704299484933863,0.5202308118243861,0.5358700102424053,0.16985620022902886,0.23955959286885709,-0.241051889655377,-0.23910901869182613,-0.3556978892179914,-0.31623619333304637,-0.5484993422793943,-0.5053552499961956,-0.7004515290808412,0.5945580189392506,-0.3898706586396661,-0.20902997860549657,0.10135025964067274,0.4938200986334579,0.4736253849107119,0.49959319000217783,0.5316471639491562,0.040847893865590415,0.1667983350157796,0.47435018053087186,0.2601248589246156,0.5582522832928644,0.7411330470197308,0.015666836830689163,0.44617214507571784,0.5693535230688596,-0.04573880240881698,-0.23621970503018522,0.5462996493371874,0.29954751688500736,0.4547030645551666,-0.20710056934082893,0.5829535110474938,-0.06646311055675182,0.6439885991307861,-0.5544362190516986,0.08689602466524085,-0.42299765874855244,0.30037540283235054,0.25597590779206236,-0.27237270407911385,0.7133211696502434,0.45751401406944714,0.32246386004165195,0.6807331305505799,0.37211290721545154,0.4241810060754943,0.30762296941454315,0.1641522321700937,0.03989429322956086,-0.03675802685479377,0.0932330482283405,0.2605410135210001,0.4769025354906399,-0.42473964402799586,0.7321692500330537,0.585229285469179,0.46801661978357073,0.17577789326763762,0.18556832505797446,0.5850000177867526,0.7626822624586458,0.3751618490571941,0.6956321550955376,0.3086800893397657,0.1147322433804389,-0.47180134643324784,0.4885847449709509,-0.2458227859188423,0.3994239129299297,0.06058592272056405,-0.11347498752227761,-0.5048593294630507,0.6783963667393558,0.0404557509914142,-0.6099669769714341,0.6295126218618488,0.5155408813856565,-0.3650950849131864,0.5790120307733351,0.4573586158578616,0.5163442220127089,-0.4219778462398775,-0.05344000775656372,-0.4461178129396196,0.659645149474933,0.23476255879260585,-0.4346081504479332,-0.37064536476845317,0.1909001835960101,-0.346426247046805,0.6260299053256487,0.09659360562459937,-0.12112476809527074,-0.5162155306248152,-0.5455803113938176,-0.2636638764699902,0.08369577209189064,-0.1091964718032612,0.21776175504092124
Supp_Motor_Area_R,-0.2717558209489221,-0.4306432685467653,0.2650121582193307,0.6574751840840025,-0.34828024996639867,0.6217787456842572,1.0,0.0829688674470128,0.7459460216850589,0.36511766295112347,0.6658192239926084,0.28469978524179385,0.43862020231698784,0.7723661478221527,0.46711110288473695,-0.022573780128857336,0.6726980413908649,0.4562374351083609,0.7024183502418919,0.8308940021628559,0.49562210360352454,0.43340131986781877,-0.11804861829535054,0.1672952689301035,-0.0729865027926692,-0.09325646789699764,-0.2789576556188097,-0.27150537730668667,-0.5174771237509689,0.7192146647834095,-0.23331911074734685,0.08159139051688938,0.18076174191613795,0.5902294045892512,0.5365226358287002,0.7519754359514698,0.5570578803661026,0.17004590159361022,0.5131329620543987,0.6943290893446378,0.12271029968927866,0.6007954441818617,0.6848633813301443,0.44398691962610426,0.6802550938609195,0.5156683265168353,0.25556341827699425,-0.08846476548922999,0.6020274197500526,0.5157821279031358,0.3072425192255508,-0.03698538211691969,0.4890197384478585,0.13282620517698207,0.889737715970034,-0.3577406532478078,0.24500254340002628,-0.20010807442874232,0.20324512513664833,0.09739331139002327,-0.08472613302304811,0.7889701772953623,0.5954879678065498,0.6556177939951041,0.854458061433038,0.54629148571479,0.36462610340939633,0.44790587868307274,0.5749676132588166,0.1779020030241563,0.0902107630523992,0.12212222443597245,0.3528979520457076,0.760688353569402,-0.3948368515566967,0.7291773968879838,0.5037558058233614,0.601726108471452,0.38386512656227056,0.44921030473880963,0.8877612302868368,0.6854136087500832,0.5206449622985836,0.628615904026881,0.3918452401557858,0.28753803727989746,-0.2646071692000944,0.6525038873933228,0.0561878861423009,0.22220545346537016,-0.02344799153386718,-0.01766065590160009,-0.30369691392844406,0.6846679123213514,0.10251387947425743,-0.4701522240296656,0.8394860748747436,0.7107271778979213,-0.15755397347379527,0.5029871565456309,0.570603153579125,0.8181050359689378,-0.16022589199940612,0.03050721477961626,-0.2200035316820925,0.6801465039032659,0.5218286441043524,-0.3118104249111291,-0.1134774697714807,0.5874415135880507,-0.17663698950220066,0.8932795518906177,0.30117180643176034,0.1856372736697523,-0.19197402773172909,-0.4284170046986264,-0.26787580625272234,0.2795073748319361,0.14249147853305436,0.48760713927137067
Insula_L,0.39030939002126114,0.4815459662975079,0.17066528544373374,-0.06739468302579099,0.576844722922264,-0.18786468555358976,0.0829688674470128,1.0,0.2972784239599431,0.43919883796359216,-0.17912372778586894,0.28633827063782896,0.3760102590641094,-0.3408972106723572,0.1859253972653981,0.35710580683638243,-0.015395033431776376,-0.14853017435711907,0.25821294484812324,0.18896860499843035,0.4465429214653811,0.3759466086110508,0.5855875435664726,0.5920913291607821,0.7625489719599626,0.6176645239253917,0.6801967574387912,0.2848007829756807,0.31979755741327626,0.3901835648185432,0.23769359025742415,0.0886390160702976,0.16807505149897795,0.1185267991086757,-0.07499926067928026,0.16101804273853726,0.259209995063488,-0.1275587491809377,-0.06589691795647466,-0.20744693644380915,-0.2657789656296264,0.26013364071235373,-0.34312702184005484,0.4566935101933905,0.20150800349916392,-0.2165341609582475,0.09887076598894178,0.15078525799182557,-0.30904737614910677,0.4730159432407439,0.21022971638088922,-0.23720191099379262,-0.05363115054863392,0.05335143377083538,0.0515172659257528,0.5678194124473273,0.4623194965031545,0.7116717133865299,0.2794955505223748,0.025099959369411468,0.5761418431319819,0.11383553870354803,-0.34907628641689037,0.06422500753217918,0.037383349945685825,0.09252051101171022,-0.3050519105086559,0.0957942680174099,0.03800661375580177,0.2791982508018796,0.7267524554289485,0.23629726376332572,-0.13640933123086352,0.262468189915046,-0.03344335237690119,0.09560149601105541,0.4700775595343445,0.20438820689721623,0.6426375518704323,0.34786798137738373,-0.10347729422684769,-0.3413837596359929,-0.2712809321716017,-0.29064517078329394,0.5481032553433359,0.5677790530175438,0.2809830107697076,-0.29093374260724686,0.2446572722446875,0.002840080522740612,0.04566821079660482,0.1935205820416319,0.23316857468446248,0.01307056493923928,0.05700098502556488,0.4046275125838136,0.028939977212411327,0.36429466481812284,0.5323987305877116,-0.17142880295568624,-0.02006833814454232,0.2603782484112556,0.5396829986279118,0.5560247422584099,0.33273749609143866,-0.11714521706859603,0.26605223537789774,0.17695261220000558,0.681787329463917,0.5924646750305184,0.3173461994793763,-0.16147466002078414,0.06749014407673837,0.7230787616564536,0.49805708706862445,0.3041805473993531,-0.25574420154285016,0.689539816973001,0.505025785538479,0.4667961421960658
Rolandic_Oper_L,-0.12708817174537568,-0.28550094825269345,0.15044439203869733,0.5172912918187793,-0.22217549182966825,0.45978773163555603,0.7459460216850589,0.2972784239599431,1.0,0.49586228801483373,0.4911678020848001,0.3509019554099584,0.5702378031697132,0.6245152152219421,0.33826567402433877,-0.04393188023927359,0.6810514507395934,0.4361013419451479,0.8107737167399813,0.6669060600276138,0.6239428606825473,0.32808832946856864,-0.05361508241561157,0.26616702248612145,0.05898075136565465,0.06049831608394782,-0.12936530684011768,-0.18844621592240385,-0.3487689741483635,0.7200323166231943,-0.2244573708343407,0.02814436333678544,0.13173520955955792,0.5790674087853088,0.6095808895996014,0.7186546707950088,0.5171286553521388,0.19929526022461214,0.35139126512765223,0.45874991073849714,0.033075372664752384,0.6085376451922977,0.5667086697396306,0.5643763617361607,0.700187134779889,0.41938821333156473,0.11463044758701244,0.06350081147581259,0.47277871649221725,0.481146234865964,0.31791902749666956,-0.11056554774401123,0.4449939469288673,-0.00023588844523463054,0.7008723611237495,-0.28265103709970757,0.3889329152756388,-0.022775019883045977,0.30804412061013453,0.16777031504466164,0.034543232340267536,0.7309205907603377,0.38166550761794216,0.5258309204729906,0.7198372413684588,0.4586611585894624,0.3208479969157987,0.4336220405516895,0.4264539929288196,0.13914719938555786,0.2767096218352991,0.1315146125275032,0.3055313188831275,0.7479772420599652,-0.3148409430340168,0.6821281478507201,0.5444050258193914,0.4760551028532528,0.44849064433422714,0.48544233466507103,0.6711838986381091,0.5775954947294256,0.3457169475322899,0.5767540320683004,0.5297735682212379,0.24580030792764707,-0.26279446908117593,0.6394606318229921,0.09091658643793141,0.17780451109882234,0.03624910505367422,-0.0664585742984729,-0.18113325524891333,0.513958914047678,0.2522561877017209,-0.3434664603246402,0.5887103697329976,0.6848457572475478,0.041226714654286636,0.44835080825588136,0.5175133356327979,0.7942053141318903,-0.11016161825694948,0.21327894125184943,-0.22647657038385452,0.6612255392418993,0.6543106833097576,-0.34311701636780484,-0.01987931547524965,0.7385276424107581,-0.06780670055809775,0.6750076149290836,0.2997673720842051,0.2589151675110127,-0.09089451302357797,-0.2621348325090749,-0.22356665632063483,0.4483872602468316,0.2222992185281904,0.6723219385518586
Fusiform_L,0.41362043039003793,0.15560953624646578,0.519914864489874,0.27712712018927493,0.18066507765472212,0.06971820120434448,0.36511766295112347,0.43919883796359216,0.49586228801483373,1.0,0.1840437109713214,0.3788793943264543,0.4237304986746791,0.15785584915505826,0.1763055244470765,0.15826504380414294,0.556046559253151,0.04599355067971034,0.2440620743816492,0.46403161380005864,0.6366104450611039,0.39468004473304413,0.36347164606912125,0.41395765614132785,0.5260839316298771,0.26143738917032316,0.3776648760257161,0.054845444596051514,0.19801154704173743,0.39746544727966193,0.18679709759588406,0.26054379018766965,0.4229309788804933,0.4282390179901386,0.09820194589390438,0.3125213386323748,0.0907037256066126,-0.08877392130296763,0.29571901510812004,0.1831980748598322,-0.20745426633317798,0.14825088778618584,0.09765457264156746,0.6563543927145864,0.3169908352689175,0.21475671356970166,0.32042902662323236,0.15490640063034133,0.19262038836915304,0.5633411916301739,0.264031479587503,0.19551360969285322,-0.1675486832960516,0.14650306657116308,0.28553699420113315,0.16623681900020193,0.5150209438140259,0.21324793787852847,0.1392985273044636,0.21934015139223526,0.41332627930503696,0.43914385573199055,0.13366775589547542,0.41648793682122875,0.30278143882105696,0.38614145085460816,-0.04694662529472998,0.21857782770865125,0.4813301045846242,0.4407015985148377,0.14504841343934374,0.1602243587680727,0.03167684892669252,0.6192351273161915,0.0036174283372038597,0.1822377520335931,0.2591928730656272,0.25570804550563214,0.5655380659373436,0.4675709347865518,0.30990904612172243,0.01157608457853435,0.15093229143818035,0.020572415425027177,0.4013361771320678,0.20408210446049949,0.09382039733312943,0.3346076225124962,0.38460939603010813,-0.15533499840873502,-0.056103208023157,0.437029822025382,0.13888613059482344,0.06328554270829248,-0.08143229858495787,0.04849242189737411,0.26369071519039883,0.4103159108187849,0.30810287228204125,0.2838665530870539,0.25907517747104947,0.48867420782210436,0.3165869376431133,0.2552250367895627,0.2829877047215545,0.2374294978694978,0.7644448071807782,0.23138823155409924,0.460607752802989,0.6105238019914527,0.10904022386755026,0.26137252478792083,0.37355058835283256,0.5882202101814331,0.3374765531022363,0.10982631781964368,0.023247808093350766,0.6041706021041959,0.2777777313341842,0.355943412770785
