,Thal_PuA_L,Fusiform_R,Cingulate_Post_L,Cuneus_R,Heschl_L,Caudate_R,Frontal_Inf_Orb_2_R,Vermis_10,Rolandic_Oper_R,Cerebellum_6_L,Olfactory_R,Thal_PuI_L,Thal_MDm_L,Vermis_6,Temporal_Pole_Sup_R,Calcarine_R,Paracentral_Lobule_R,Cerebellum_Crus2_R,Frontal_Med_Orb_R,ACC_pre_L,Cerebellum_9_L,Rectus_L,Cerebellum_6_R,Amygdala_R,Thal_VPL_L,Thal_IL_R,Temporal_Inf_R,ACC_sub_R,Frontal_Inf_Tri_L,Angular_L,Putamen_R,Precentral_R,VTA_R,Frontal_Inf_Oper_L,Thal_VPL_R,Temporal_Sup_L,Postcentral_L,Temporal_Pole_Mid_R,Frontal_Sup_2_L,Thal_VL_R,OFCant_R,Vermis_9,Precuneus_L,Hippocampus_R,Supp_Motor_Area_R,Temporal_Pole_Sup_L,Thal_PuA_R,Raphe_D,N_Acc_R,Cuneus_L,Frontal_Inf_Oper_R,Cingulate_Mid_L,Precuneus_R,Putamen_L,Temporal_Sup_R,Thal_VL_L,Thal_PuL_R,N_Acc_L,Cerebellum_10_R,Heschl_R,Parietal_Inf_L,Parietal_Inf_R,Thal_PuM_L,OFCmed_L,Thal_VA_R,Cerebellum_Crus2_L,Cerebellum_8_R,Vermis_3,Vermis_7,ACC_sup_L,Occipital_Mid_L,Rectus_R,Red_N_L,Thal_MGN_L,SN_pc_L,Cerebellum_10_L,Occipital_Sup_R,Temporal_Mid_R,Thal_PuI_R,Pallidum_L,Thal_MDm_R,Amygdala_L,OFCpost_L,Thal_MGN_R,Cerebellum_4_5_R,Temporal_Pole_Mid_L,Cerebellum_7b_L,Thal_AV_R,Cerebellum_Crus1_L,Cerebellum_4_5_L,Frontal_Mid_2_R,Frontal_Mid_2_L,Thal_PuL_L,Occipital_Inf_L,Vermis_4_5,Lingual_R,Thal_PuM_R,Supp_Motor_Area_L,Angular_R,ParaHippocampal_R,Thal_LGN_L,Frontal_Inf_Tri_R,Temporal_Mid_L,Fusiform_L,Thal_IL_L,Frontal_Sup_Medial_R,Thal_LGN_R,Temporal_Inf_L,ACC_sub_L,ACC_pre_R,Cerebellum_3_R,ParaHippocampal_L,Cingulate_Mid_R,Thal_VA_L,SN_pr_L,Calcarine_L,Vermis_1_2,Parietal_Sup_R,Thal_MDl_R,Frontal_Inf_Orb_2_L,Insula_L,Lingual_L,Cerebellum_9_R,OFClat_L,SN_pc_R
Thal_PuA_L,1.0,0.5914699177638557,0.33470353724866253,0.291707098514572,0.3376932462625101,0.29704844523878493,0.07621250795626594,0.2091172198071883,0.4656360201496622,0.3341408518892309,0.4021739642854023,0.1826202043768113,0.2363095583968068,0.4992307814268771,0.3400179195091818,0.47033260904088386,0.37682592339757204,0.3894010637083464,-0.2090938340768069,-0.08505614917455473,0.37599594388113455,0.39048607811547925,0.22179526560624352,0.01919873044222869,0.6637132326743094,0.07656019171494137,0.3777960916526533,0.17940388674386124,0.23884753101647768,0.2500817458534826,0.5296398310688529,0.32738516438139,0.18783987033383617,0.3678855107623723,0.25066683705319254,0.30671787121263444,-0.028045759805700565,0.03587688483243692,0.17467919852945013,0.09719549691386145,0.18749842745048478,0.2735748844452174,0.24683176862719033,0.2921372837380385,0.28753803727989746,0.24823706610848784,0.25200872033383953,0.1891371295989633,0.21538143572898344,0.1459627827528775,0.2858787378611983,0.09910418216884298,0.29047964832648654,0.4076868439528782,0.5278267305029546,0.19063505367185699,-0.0846797730294902,0.4175656943370312,0.4186392756536265,0.3487646991929242,0.04057713756167977,0.23794459075644728,0.5863029705852995,0.01573544012784429,0.1832213238540088,0.03785698715592958,0.44068315320845947,0.4884490449180153,0.08310586588097446,0.11254412909842575,0.3105543984388791,0.1147322433804389,0.5609022210556929,0.31651056253587756,0.42124134742364466,0.43959575429009473,0.20662249649741965,0.5848642487621601,0.24798000759939523,0.36487193512444493,0.1326958747860707,-0.02264332224115429,0.1756285567500321,0.37715487812858983,0.518204660387243,-0.07830400219025647,0.277356185177948,-0.019981292228534998,-0.19415562293405456,0.5450619084344138,0.15321588430538244,0.17759854470194986,0.3722320758253535,0.16397306966697342,0.5395214807457113,0.39861991627354615,0.1114961965195884,0.24320684322548347,0.396735914543087,0.23217483660585156,0.6239396996715543,0.2938676672219217,0.18761693221719958,0.20408210446049949,0.598071163649489,0.2533593592699208,0.5469460595284545,0.04364138309905392,-0.02419473417729372,0.3051544976391815,0.42816081086720215,0.37050912854868207,0.3028631678044886,0.03164076357094757,0.4734358162620032,0.4025651795019514,-0.14511565963142475,0.06296771313647623,0.015637866766386864,0.13391453977458181,0.5677790530175438,0.29240647097627687,0.37021511419769854,0.42570922408820183,0.02880279405437124
Fusiform_R,0.5914699177638557,1.0,0.4523023016567978,0.48559568796302605,0.3814337801090559,0.32201393533830325,0.21442496448955295,0.5157655639742366,0.7004227131234895,0.35382073852779744,0.2476500874833182,0.2838934072523773,0.06919372712825271,0.6292644606080333,0.24045734822943668,0.7216101705542636,0.4874308695042843,0.22048154245624502,-0.14150167597959679,-0.057610336502112225,0.4027790958600663,0.3824246689012195,0.3405758570085674,0.211294393373497,0.6293184853656378,0.11368490655254337,0.6978420120293373,0.08510843141987366,0.4680480169450284,0.3731253389037398,0.6011890075342635,0.5469089273629185,0.09521099283426383,0.5074597016886266,0.2974165481369351,0.5259204346844949,0.25467488699047885,-0.0513832264392248,0.3054500757660545,0.25856257073944666,0.1401297861908149,0.2434987090384733,0.4448596186315424,0.46468764504468374,0.4775226091003146,0.18161718800405988,0.37024163050479264,0.25257927552464615,0.2145909080930915,0.2817737542814114,0.5490621600057437,0.3676721306353065,0.5683343201689127,0.5613266092949042,0.7090522083630144,0.26717783105879167,-0.04471762459181082,0.43438755911767507,0.6097158992639315,0.5797312989520341,0.263505071630635,0.3272886006880537,0.5217585813306724,-0.04100977340060339,0.28906700848335265,0.06257007294486733,0.4478627326885924,0.635885130972443,0.18222083673215073,0.11883519758723443,0.27571201341754975,0.20728645356287204,0.5780676970760505,0.4523430922096443,0.3768522262661567,0.5394838466674052,0.3881097086449563,0.6590131776031811,0.013717696902942713,0.44705318922242315,0.15988026544372977,0.10425221572622693,0.05410365053833262,0.3378419079100397,0.876608853288532,-0.007375774997110229,0.1242840397020269,0.03188575798522552,-0.12204731042076733,0.8509841055185365,0.3601305590169426,0.369667763606283,0.29566455091974314,0.19765359442491062,0.8456060778360358,0.6826205058323067,0.34381652048923894,0.3660826386768311,0.4446007314213172,0.43507742916485337,0.6006616920471494,0.4104009301911444,0.2738162125077468,0.49456941442279,0.3331302489525683,0.25904082865129857,0.5304951708478747,0.3211477750903226,-0.13560577606846735,0.20884515688022207,0.5511220952951631,0.4576314577131004,0.37035868419255435,0.1504897983853944,0.5220459432759655,0.5545869993173147,0.07280558444056144,0.24064183505692616,0.03683366032500171,0.18249560709393517,0.41423741860453234,0.45495792179287303,0.39111477943085204,0.2654341866654611,0.04246126728325255
Cingulate_Post_L,0.33470353724866253,0.4523023016567978,1.0,0.3252172631209752,0.3251434843503592,0.39064492051131006,0.4376062957965929,0.4675057620241116,0.6038688088014065,-0.029933503141024,0.26632951573939495,0.05604812864607375,0.4382435644550671,0.03364179444095236,-0.006443678499368229,0.3003544271382884,0.6121312847542865,-0.04941529204239567,-0.12267749039332432,0.232890669243188,0.12713949810890668,0.09043714304277095,0.0748700093748896,0.40320393742641075,0.5057098418751691,0.06202635019507348,0.4293337962372336,0.10332014335794308,0.3904880852048464,0.17922338131859947,0.4217028679712784,0.5844159316483797,0.06107034734662229,0.4579919157505973,0.44013409559290095,0.10287905998273292,0.342282281014734,-0.12759447531972198,0.4704589508960551,0.3620140692941207,0.3713060067435271,-0.10133715727622625,0.500488419066736,0.5395426364054776,0.54629148571479,-0.08494837333131924,-0.05518401487989311,-0.08275153701177386,0.24471204581833714,0.15961542241956558,0.6312808449773921,0.5991714813704676,0.5501274449841149,0.6408843246281603,0.5761253365664182,0.5181025095809099,0.2207279885716468,0.2860219822466172,0.47104922936217763,0.6184443462269099,0.3236116642713051,0.4182968828275641,0.4285102992500693,0.044933131461120386,0.21325172435971848,-0.1520723590411578,0.07332368453188286,0.31325541274266633,-0.024324803370418438,0.2095623449176441,-0.011033128805601807,0.37211290721545154,0.3139221167772342,0.18201206128291222,0.1384155992431873,0.3483786915182757,0.37616832871245787,0.24529814693599036,0.21547477610222251,0.456530474165883,0.28540501387840145,0.2587793407796399,0.08206229311948984,0.0730606984758675,0.5211824737599049,-0.09209105931267007,-0.04229430455136355,0.10817599672018964,0.11885766682440345,0.43608208032643736,0.5014321525739953,0.4653097660765604,0.49611317852053877,0.020444464571811722,0.3982087298386558,0.32779807657014076,0.4805714401167083,0.46924426152103504,0.40653158659219135,0.5071393312943292,0.08755606289360772,0.527777820049881,0.034312476590503516,0.38614145085460816,0.08419216801404693,0.43159936064172,0.413970246592071,0.2940784970471912,0.09837414679471677,0.05769935416133995,0.48871117673339415,0.43300130246038915,0.6344815819561165,0.4076252960444202,0.28374480244025996,0.16790053773142388,0.26431167910941367,0.2613890142190006,0.07067431229202807,0.3826721824398242,0.09252051101171022,0.1453648904587899,0.16372578368827087,-0.04319078461505702,0.16125732051326128
Cuneus_R,0.291707098514572,0.48559568796302605,0.3252172631209752,1.0,0.20126852914916848,0.23482274251818355,0.11367490812500353,0.28811646605643115,0.2948782261833876,0.2857512113445011,-0.044140948941251264,0.30532495752268396,0.29449477298577575,0.3403837149066171,0.30604754926592925,0.7106420232313158,0.41666004365201353,0.20345193606711198,-0.08645706116390924,-0.10856859435235498,0.2848063439363126,0.022650197605238117,0.40132314577855954,0.009259659230599392,0.3047428616975417,0.21216825409479514,0.5166085430006677,-0.16046212987538833,0.021914375914469854,0.6498731729046336,0.16012991878784735,0.17008769324694586,0.1563059763118857,0.2965460523612934,0.6445983257930354,0.17135745963970675,0.25264311140901363,0.18409855752929824,0.1335182207217508,0.10194939570962087,-0.07559358301769355,0.25782969165111697,0.5555730976594012,0.14444187939378342,0.2650121582193307,0.19886311115046196,0.08818862235096596,0.11103610528149556,0.04407986244598668,0.7963112297582728,0.3712828076545736,0.28808877494408724,0.6125563045438784,0.38705168847452015,0.3788688117149249,0.01570794526671406,0.07377558347315925,-0.03974681978371617,0.30319240213883464,0.4253397595957948,0.5217436463053947,0.5766570066032579,0.4458182595693932,-0.14593041442266758,-0.20816859702545998,0.1642675700502259,0.33104599021912356,0.194193802790042,0.31384450548446186,0.11397875572651457,0.49656518673739763,-0.053870510789711876,0.10029273033736165,-0.17596473100592336,0.2621188516672819,0.3148205770245527,0.7756158902989113,0.540918151672969,0.1835802168221545,0.016479059263389537,0.06501149554968372,-0.10456892568045281,0.04696018757929861,0.1518160373643322,0.5150681932946359,0.12335856357075305,0.27377893605622566,-0.17930471582456256,0.32833219303705974,0.412442079265017,0.17020315962039376,0.14840498351332207,0.1138825544017513,0.38265653495982965,0.574733736742992,0.6573320199026801,0.2244784580658293,0.12384211318935362,0.7969142452626373,0.32061512979665374,0.02570486792824242,0.1413040973655297,0.3432802300630631,0.519914864489874,0.18134322542576448,0.18224814447457788,0.23683642621191178,0.3518528319789242,-0.21800381119859233,-0.23247227006109308,0.1387864415477259,0.17152522152558458,0.3659922471367431,0.09163935561845826,0.07944606824832438,0.6733324927995219,0.03410819482348166,0.49112912827375693,0.04421735210667552,0.0870850022167007,0.17066528544373374,0.5337687580827888,0.2536087240733573,0.12350493785480085,-0.1613019060798654
Heschl_L,0.3376932462625101,0.3814337801090559,0.3251434843503592,0.20126852914916848,1.0,0.08971077892167881,0.13937961032463672,0.20358424610286965,0.2544026683316126,0.44682149970123447,0.17825940194620188,-0.48678211666662075,0.1411613784771093,0.31119878383520777,0.4621445997994909,0.1945795855109589,0.14276535172639973,0.29601577570279375,0.04896951158779899,0.3209688495304074,0.5917560227659495,0.16609194566708327,0.45691272526470433,-0.09949799562427072,0.6001931914714731,0.007794161825044456,0.39363985176788346,-0.0632961982674678,0.28403635482141254,0.060552004375594444,0.14962833105491558,0.27810148241538474,0.18456869903111245,0.577051353138207,0.17500938216262057,0.5245132199600314,-0.0948141074959897,0.13035564963760393,0.3896671481365197,-0.06868858712765645,0.09154581115783568,0.18447134029551351,-0.08737118663535608,0.11164689089492821,0.2795073748319361,0.31117822406350865,-0.32550829802565057,0.08738617134514204,0.24186869636106328,-0.020979571643151142,0.1276530941979752,-0.003448134742490087,0.001763376603732748,0.38667339218990343,0.2807378735023728,0.10245424211130347,0.3290967704209109,0.47120465268055683,0.42790873826774883,0.1585714393411361,0.021235370217948055,-0.016724584812680916,0.6125249577810252,0.3607483777847082,-0.023485512355771225,0.0576104494122614,0.39484374974353553,0.2611541035729849,0.26307335445795416,0.5443091629342329,0.2347694873939216,0.08369577209189064,0.4272273805990341,0.056086514608948694,0.46678809787084324,0.4092502982463964,0.14668210177948948,0.14619470262892378,0.06795569655921362,0.17414108169059728,-0.00871533559556305,-0.12307379913762717,0.6523944694008867,0.28862844401843474,0.4152400396683528,-0.08695781470078287,0.02315252012475384,-0.14648806763035072,-0.08248616621614539,0.24023546227596207,0.12408551860948222,0.49190416024863576,0.6652889236384918,0.11436165158897847,0.19171606941173144,0.28507353724440715,-0.016952039878618035,0.37527636175737583,0.022711552944668253,0.25479517496067267,0.38418189975991507,0.13594892444543782,0.5634842785659113,0.6041706021041959,0.27009216626811566,0.34865513601829434,0.11816740298851934,0.4179542437391681,0.11970154928096459,0.34197783585938846,0.40656062294201006,0.5154023199352282,0.1502292540249713,-0.1841924277501467,0.4451671402213373,0.058950254613121866,-0.07423580648455812,-0.16199929986041728,-0.21298736829778617,0.6165909655373008,0.689539816973001,0.2630358197849412,0.552045798227502,0.4413746336997136,0.03918960498162915
Caudate_R,0.29704844523878493,0.32201393533830325,0.39064492051131006,0.23482274251818355,0.08971077892167881,1.0,0.5138253670694265,0.304236390608637,0.48919265982364046,-0.14888289401691987,0.419457419661945,0.18724620626710875,0.5242921993683666,-0.006204726791504063,0.03846782137584349,0.15901381316369992,0.44071123596197076,-0.1798131516278726,-0.009682958062540619,0.34008193185058044,-0.07403219706503247,0.23463782475174694,-0.12085556501151554,0.4938269279726305,0.418243914007031,0.6212005717517528,0.20894880118793357,0.25768095818710496,0.5851646204066233,0.06952014128623717,0.6073501772223302,0.4760246888197846,-0.08217718443314703,0.41544235070312924,0.32538440342469227,0.16036191827530533,0.4004404689208394,-0.224721672227531,0.504133300373389,0.7435304893597482,0.42074630716290273,-0.2104031096172887,0.4663658626039554,0.5144092149706516,0.44790587868307274,-0.11697572614385568,0.18145783136386703,-0.02238385327513291,0.6260775586369677,0.14347662024323324,0.6279195706936981,0.4321969183446349,0.4565340913349423,0.5223850753415947,0.4582791734278914,0.533517237071104,0.07413304242070543,0.45068863411731286,0.2909834542571912,0.4229190712576222,0.35210498513953564,0.38184098900291624,0.14041833354718528,0.1318639801189982,0.4147687763686631,-0.20853239774459498,-0.027555335703361803,0.5415256188014589,-0.11924081044756805,0.24287291980488232,-0.0752128526026914,0.30762296941454315,0.3094455551909852,0.2871676186205653,-0.012252887178457952,0.11358237478760583,0.34074668754015314,0.14556185277101877,0.2526996086863215,0.5706344062325208,0.7387057077778539,0.3459778820891304,0.12165832297843751,0.3592339819996445,0.3714481444086372,-0.19630689243226815,-0.06738286289540295,-0.08663930678044804,0.07386899269753194,0.36065022525744894,0.5213149664218004,0.535303783768728,0.23328162122276147,-0.0986284999821753,0.2630230768430697,0.14345287826474368,0.6427598091037244,0.4116353814683111,0.2828603764219156,0.41650694088819495,0.1287791942203366,0.6381055417533,-0.13862320042755535,0.21857782770865125,0.1256763852352437,0.5516194877893471,0.3723501442314764,0.29509210521739127,0.1378907999255679,0.35941425180950504,0.4626127504210749,0.10949533085576911,0.46916699618384294,0.6040923135891526,0.38395720356426005,0.09141025083605264,0.34193493488894733,0.372909133025046,0.7181189466942512,0.23899414747935213,0.0957942680174099,-0.03551894627220015,-0.0836128629497221,-0.09440280707281608,0.08844296164157243
Frontal_Inf_Orb_2_R,0.07621250795626594,0.21442496448955295,0.4376062957965929,0.11367490812500353,0.13937961032463672,0.5138253670694265,1.0,0.6844533755564186,0.5005000723389306,-0.5856435620875935,0.5377589126192468,0.007965492917071996,0.20175760206113566,-0.4404097346123394,-0.024586274475468385,-0.1563010041907268,0.48043873990691643,-0.5922749974671669,0.024395214479497274,0.7719504821917829,-0.36400027240548327,0.42222081928951466,-0.44199701509105693,0.7257374964390504,0.28735336002187956,-0.07050905605743353,0.1610537947924327,0.24805841717657556,0.48857408807443586,-0.2787202254376336,0.563162795152442,0.7441048028565068,-0.36191866448502524,0.2513270232191881,-0.008763034879603485,-0.06202638296096066,0.6138140264644444,-0.6777054210550163,0.8141260399718651,0.3610199862221209,0.8681895126840118,-0.7278106072086344,0.550960507513244,0.8238060888889895,0.6658192239926084,-0.5777802914311897,-0.07009189176879067,-0.40575924167186667,0.4314176502560393,-0.06056220366689916,0.5906581459227791,0.5177624073896119,0.4234246183283869,0.6405440573161821,0.6054121702992192,0.7855375186202489,0.3190726795537991,0.5874276567597935,0.3064778772003978,0.35988762326086293,0.3582986420177894,0.2649987084898784,-0.12032421643823553,0.46634912573238074,0.5022870808171946,-0.6406861889435824,-0.4343928186491534,0.24784495324495748,-0.36232667228410703,0.47914988894236316,-0.5037005220061761,0.743598976173719,0.31062344646474394,0.34366939176285616,-0.2064849789865482,-0.20361983624551672,0.31568049526009384,-0.059380262333570424,-0.0309164759147674,0.744611738797312,0.37090178179354505,0.7588569724100576,0.13154219798873135,0.059481462792405675,0.17002430661849932,-0.4628332685528143,-0.457746087916719,-0.03204535968291096,0.08147617040915402,0.07596449623082391,0.8881947206274655,0.6333475588898969,0.38965774380267426,-0.3913269198752541,0.02405555607333601,-0.19859875877547623,0.3842662026870186,0.6525931143083532,0.04990322253335132,0.6693821375838397,-0.1869632501653989,0.7353632483740931,-0.42471684219060346,0.1840437109713214,-0.0015092898069838274,0.759179899196837,0.08220802969405873,0.3934358721072519,0.4758656737997273,0.45939186537458515,0.6297993635847371,0.46689919990428574,0.36946479609640076,0.353598828989301,0.3004684793107757,-0.29813196914508194,0.6743614819208459,0.39532361936703236,0.1814613732520261,0.2898209354424438,-0.17912372778586894,-0.4551203465723528,-0.31226617949495866,-0.49469814309781546,-0.0925879436402886
Vermis_10,0.2091172198071883,0.5157655639742366,0.4675057620241116,0.28811646605643115,0.20358424610286965,0.304236390608637,0.6844533755564186,1.0,0.5979175082858457,-0.3366168355049746,0.50170627185843,0.10156239857943523,0.1697890571081125,-0.11174401955591323,-0.12323393309281201,0.12019081097376143,0.5892298131279438,-0.43607008747633186,0.015745463155543597,0.5012733262879163,-0.152724800666771,0.5144201422665702,-0.19757459262914207,0.6357672444351161,0.3781013915335468,-0.2055915583501046,0.21805664006452305,0.1969895241163723,0.5353643444539609,-0.005952196486362873,0.5167946098932753,0.7639054330569176,-0.22706059767557313,0.4625372684825359,0.0237810024465905,0.2688144281322273,0.6924266161276723,-0.5511177244984676,0.7599653328659657,0.2204091241329551,0.5241640194602644,-0.5001086211749233,0.5904368528329526,0.7756318503518874,0.771506929458837,-0.43278198088690495,0.1620807331229784,-0.18556016089742605,0.17933008930964597,0.02605603787852014,0.6325451543018366,0.6247995869266688,0.5718550459406557,0.7194700989462108,0.5429748553618868,0.7264025369087059,0.30051287879377037,0.4475801287094852,0.44567387679351456,0.4443423128662719,0.49937156798544624,0.4065605183308154,0.11802936260976293,0.32306548197719354,0.3927456744145531,-0.4712072506721573,-0.23712036515130483,0.4696992230209965,-0.27847179525309296,0.3863203172436088,-0.30277311688995623,0.619541086578868,0.39578630617270255,0.4259905880373078,-0.09470016228530545,0.042735057707196565,0.47494882812704114,-0.0058246665559047095,-0.002056279654857399,0.6555399195007203,0.14562047173907763,0.716950386255167,-0.005714833146286788,0.007405817382476074,0.5081628036542203,-0.44855926951275366,-0.2981371624773186,-0.0005672520861362919,-0.012256682313068546,0.4104902494247363,0.7712172366594997,0.6642829479780681,0.48207611889822866,-0.252721077108045,0.3711173693482063,0.08068896197568498,0.361056388997398,0.7121842943303376,0.2086308860668464,0.6563437047535425,0.016554300146365514,0.6578447697150058,-0.12473744564407296,0.4411381927520949,0.2556038609482204,0.6027288116063717,0.10373295018723416,0.5958742488208548,0.20963775707422042,0.17064957262180294,0.6731572713569839,0.6566338950628628,0.5206839950261252,0.209971728735211,0.2995537235718846,-0.058517899059812584,0.6853504923904943,0.4532683733210899,-0.00788141193366778,0.19942728265564647,-0.02389884789101497,-0.23063604854080522,-0.15314510317287455,-0.2334037045437987,-0.12189266461830826
Rolandic_Oper_R,0.4656360201496622,0.7004227131234895,0.6038688088014065,0.2948782261833876,0.2544026683316126,0.48919265982364046,0.5005000723389306,0.5979175082858457,1.0,-0.0651194629408759,0.4404579522457702,0.21944201617917114,0.2620591090165492,0.1966523833619773,-0.044773082729540024,0.4321025454453216,0.6184866427987264,-0.12623081333795438,-0.11309124705729096,0.17646731468693763,0.10688177042869264,0.478683308220185,-0.0536031126175764,0.5720170603504414,0.5129904421960646,0.09307229297846077,0.4556695768594979,0.2880653852443399,0.6487493474550313,0.19285648898255417,0.7564102644802945,0.7601370199017415,-0.12257112424497593,0.4938547361465012,0.23074176175305516,0.3795180806758607,0.5056105020481174,-0.3073080902910912,0.572365887512319,0.45920099736115555,0.4537628401229645,-0.13762503500028342,0.5878566738430202,0.7142391419312639,0.6802550938609195,-0.1762487682169329,0.4237564202340547,-0.0028615271906323727,0.32429762560038816,0.13887881836788166,0.8420790058467302,0.6839885889920453,0.6337346411468743,0.7465327758016669,0.7984850975194278,0.5924401016449159,-0.10796388986823031,0.501593638147068,0.660684705902544,0.7994018910054679,0.38671227979742395,0.3828958084318889,0.3933961907133268,0.02752038070262803,0.5330280253405908,-0.1874036833850637,0.11543956433747819,0.6485242146934428,-0.11620889948660534,0.07284117129500609,-0.03315705415955568,0.44617214507571784,0.5543134622578625,0.5561441206822302,0.1261070257094379,0.37097121409618133,0.40997027898541344,0.41589552836105986,0.009664601517493576,0.6702745604703569,0.29968470972998407,0.447612405093536,-0.053658427331104736,0.2840506317495995,0.7279720600434588,-0.17801112276908465,-0.09235210077493344,0.15595149640727526,-0.08993051057391493,0.7184982678179099,0.6364823058242242,0.5148472131954469,0.39616690174736696,-0.05313404221328492,0.5817258372479681,0.3173336951548716,0.49856883393890217,0.5387528239057557,0.35151880290380383,0.6170922461726287,0.35487849689764156,0.7115854815037014,-0.04932277395272857,0.3169908352689175,0.15569595784378742,0.41503658616661915,0.4729867147109203,0.34094509635085557,0.056442874601954275,0.2813858356221126,0.6795726465790766,0.4523927442502836,0.610088947437984,0.4643649028048027,0.5231777094943899,0.2856417320332004,0.3123772141312073,0.35347202734031613,0.16143604105746062,0.1857878677068471,0.20150800349916392,0.08318229576302467,0.13005531162737866,0.044909128069441785,0.1449078683182399
Cerebellum_6_L,0.3341408518892309,0.35382073852779744,-0.029933503141024,0.2857512113445011,0.44682149970123447,-0.14888289401691987,-0.5856435620875935,-0.3366168355049746,-0.0651194629408759,1.0,-0.2901169728988317,-0.23124579999508704,-0.04927977579322946,0.819972351043134,0.5737026018596396,0.47355389652412205,-0.13925390266132504,0.8698009544140053,-0.1460427528018212,-0.43735149806950196,0.8925711816044475,-0.17689863150009302,0.8957787097801265,-0.6656660981140293,0.3563067475198812,0.22776768711683898,0.4694968953066641,-0.18066600658553936,-0.16659444247605895,0.4829710948008375,-0.14019751642249426,-0.3007499870632915,0.4344683680412945,0.28625581894721314,0.34187042516041827,0.40682934568985213,-0.5625299484337207,0.7549033438126423,-0.4138917671064373,-0.26232625015570427,-0.5587624649202001,0.8735978981393911,-0.37096103896245686,-0.529900611141365,-0.2789576556188097,0.8430748589824065,-0.08948311123278564,0.5088318189450404,-0.040724188191332375,0.23040321703962496,-0.29201978165981535,-0.3817141319714308,-0.2033524534491342,-0.10408440761116991,0.010052543150086978,-0.5477844798871264,0.06324168577324045,-0.026996626985712046,0.20734462850066518,-0.023543371312148377,-0.17641492584876878,-0.1092384173110873,0.6353238159120762,-0.22183531208425933,-0.43780038432793406,0.6795299151633614,0.882386771170873,0.15143276591810517,0.7167429725593962,0.04093611617855241,0.7578257515247164,-0.5484993422793943,0.2009672137299192,-0.27293254070689116,0.6545744395628802,0.6527843967468456,-0.02076143658439152,0.4694461355829413,0.11330551852891979,-0.39429233569947475,-0.2515575049274434,-0.7790519928443416,0.3841530879436648,0.3862219075678585,0.3841610977133372,0.438945250527845,0.5367272066302009,-0.22920504173694262,-0.0849829623569593,0.2945055087761965,-0.5792951226981728,-0.19019989078238525,0.1476579945905516,0.4733254388373845,0.33165914146846726,0.5871711953561474,-0.2380749725289766,-0.23071878462752374,0.22281964307416216,-0.2222027042693173,0.5485745035652502,-0.40720610809696656,0.7947025553917632,0.3776648760257161,0.2754626085640341,-0.3069897540535541,0.15988603917672373,0.04307793321483864,-0.2947887343663348,-0.09228053468035716,-0.04550183560119902,0.04418280818794041,-0.10928637423994336,-0.3885800317597141,0.19007728671004934,0.4827786965319564,-0.5743277333747351,-0.39102208369067737,-0.1904458138129926,0.22516012255611548,0.6801967574387912,0.7385150500526766,0.85325535973122,0.7738012992299959,0.019198265891526803
