,Calcarine_R,ACC_pre_L,Cerebellum_3_L,Temporal_Sup_R,Cuneus_L,Amygdala_R,Precentral_L,Cerebellum_Crus2_R,Cingulate_Mid_R,N_Acc_L,Vermis_8,Thal_VPL_L,Vermis_10,Cerebellum_3_R,OFClat_L,Temporal_Inf_L,Thal_LP_R,Cerebellum_4_5_L,Raphe_D,ACC_pre_R,Frontal_Mid_2_L,Occipital_Sup_L,Olfactory_L,Cuneus_R,VTA_R,Putamen_R,Thal_AV_L,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_L,Hippocampus_R,Fusiform_R,Frontal_Inf_Oper_L,Thal_LGN_L,Frontal_Med_Orb_R,Rectus_L,Thal_PuI_R,Vermis_1_2,Temporal_Mid_L,Vermis_9,Amygdala_L
Thal_LP_R,-0.22201186495148134,0.3361152797802264,0.00602472119816347,-0.09171503648643678,-0.002451265206411898,-0.24834433974512288,-0.11682667993801794,0.16840281422079653,-0.03006148184793323,0.017007040008367755,0.24119738509570873,0.12910413522854552,0.11087774212605114,0.06897688815030881,0.04671832708305531,0.32514771603633474,1.0,-0.3321582145248773,-0.18613002444196317,-0.12607669602939844,0.17282846570629642,-0.059208405949925616,0.20238398679926878,0.16597672221780965,0.2109560157138477,-0.24799413976766022,-0.11562312588325747,0.3485088426405216,0.40800810001043564,-0.1427948506581901,-0.17046472318638473,0.17984614347804193,-0.3291331817024051,0.11709232660704867,-0.1923673691127937,0.1323462568779565,0.15906794461888352,0.2900577634765623,0.024824441208878105,-0.19990759612505124
Cerebellum_4_5_L,0.7350164322222843,-0.1430989994085803,0.3853541461162308,0.5740928652433372,0.28309635608550904,0.26119001839206374,0.38258103818234324,0.19749589927920774,0.44874584725926514,0.33611170986933,0.06546664999360537,0.5628277389743126,0.4104902494247363,0.471905061676899,0.2997113948815792,0.31588546828942177,-0.3321582145248773,1.0,0.3448215653736686,0.1516580169038308,0.3441903525278156,0.37025281440482183,-0.024474761127458146,0.412442079265017,0.0654382463771653,0.5771148989280148,0.22388951619003375,0.07529119080602091,0.10351862461293265,0.41141064759515744,0.8509841055185365,0.5296333626839377,0.6106464479557566,-0.14518613347478232,0.3631691709963525,0.016691890292367072,0.033520136856180056,0.22665433138661314,0.3102017569908038,0.11756903577125323
Raphe_D,0.34807257642749406,-0.340521888452531,-0.07662875921504005,0.022311371792372327,0.22224640698404388,-0.36051459279406767,-0.1975164837868577,0.48314916194644836,-0.14333762213263423,0.028047970201695843,0.3716502812003231,0.2066897043967292,-0.18556016089742605,-0.030088359940976816,0.5202455477538772,0.0034817629197507953,-0.18613002444196317,0.3448215653736686,1.0,0.03139655518414773,-0.10653891446276217,0.4394513400324968,-0.4109880760710738,0.11103610528149556,0.2568142022987024,-0.0936225788804638,-0.35443801531842667,0.3640247146352824,-0.05733421769885125,-0.31230424513663957,0.25257927552464615,0.1876196854069049,0.44163376928739184,-0.10373261669138428,-0.04593152103731312,0.09227178311185105,-0.34022205330154254,0.39830584526180285,0.5319213928110661,-0.41849535060756277
ACC_pre_R,-0.10798907829851728,0.5528395360869213,0.5608471256043683,0.4179125323370887,-0.2822722596250013,0.25176828871652185,0.016193695513966735,-0.10616297776512827,-0.014199605372508627,0.790319486961305,-0.2462134347652923,0.4217503116091743,0.17064957262180294,0.4568648235146878,0.12366527928841801,0.048878604075274106,-0.12607669602939844,0.1516580169038308,0.03139655518414773,1.0,0.3754981772500983,-0.10649007895043551,0.3113636453317588,-0.23247227006109308,-0.22574648343368084,0.5818748364386425,0.24067779269491837,0.27946530136559233,0.25061118060409626,0.3761261506200473,0.20884515688022207,0.2619146856712926,0.4881880164514287,-0.09141520051802958,0.5372594889172343,-0.18710351986530827,0.06219369438304243,-0.13079600779926978,-0.21848333948802268,0.2620153271460468
Frontal_Mid_2_L,-0.032487578432593714,0.6757440919965538,0.7172571390664703,0.42210219953512146,0.00024547208061207317,0.5241633312767088,0.6842758293882917,-0.3405394635771889,0.5537079501415205,0.5981848677876772,-0.2919940500721495,0.500127340718075,0.6642829479780681,0.6889834820184988,-0.06003348999338306,0.6306404753995055,0.17282846570629642,0.3441903525278156,-0.10653891446276217,0.3754981772500983,1.0,-0.2193496324031198,0.5969308791130749,0.14840498351332207,-0.1206603235249673,0.4642016437127097,0.5948159296349225,-0.0181428828560443,0.5346686886233618,0.6463164991369956,0.369667763606283,0.7109051540459577,0.13041279738514375,0.07168203931227017,0.44570101765200854,0.14988446070021572,0.5556072141407661,0.08351901676025093,-0.40320985647754065,0.5641160530378447
Occipital_Sup_L,0.6713333067687279,-0.5101853246357703,-0.07395016508479169,0.16988335577883115,0.5179715130979252,-0.47985749579636733,-0.31504820545947027,0.7235847592459719,0.01879626464387928,-0.042337663653157685,0.5904776655320462,0.3151626779416119,-0.25227010566368957,-0.05766005428721157,0.6079184199713782,-0.006316797998677321,-0.059208405949925616,0.37025281440482183,0.4394513400324968,-0.10649007895043551,-0.2193496324031198,1.0,-0.43910900428627336,0.5213214785928229,0.3208267676392295,0.004521545115140445,-0.5348354326065922,0.4440833995498179,0.06008409482362332,-0.34167470531658756,0.45229113381238967,0.20643472274504976,0.5414502679088452,-0.15164530923726532,-0.07764766341193706,0.06834385137422885,-0.546912461340008,0.6926372713054672,0.7521396821946897,-0.6248986153868378
Olfactory_L,-0.22134940965413102,0.7359836450273577,0.5211839847634097,0.3637911669263868,-0.1257846681013606,0.7230036744517784,0.48129556229881965,-0.5772401631049536,0.2659932604028742,0.4843757955992134,-0.33306294654779206,0.271043176280677,0.5552276301007106,0.5233622997851559,-0.4379660569331578,0.5037462745165812,0.20238398679926878,-0.024474761127458146,-0.4109880760710738,0.3113636453317588,0.5969308791130749,-0.43910900428627336,1.0,0.05315561043205801,-0.40057375162677356,0.39564351539168735,0.6228249393692247,-0.11895981840498986,0.39931357538143225,0.6579315034732386,0.06786295274438603,0.3075884217696029,-0.23252533674195913,0.1437756161001171,0.207830599458882,-0.075902415699312,0.6292165590094829,-0.2904665623142947,-0.6559713890761245,0.6425590968728864
Cuneus_R,0.7106420232313158,-0.10856859435235498,0.019125961074160126,0.3788688117149249,0.7963112297582728,0.009259659230599392,0.24609185602798417,0.20345193606711198,0.3659922471367431,-0.03974681978371617,0.5219804697897653,0.3047428616975417,0.28811646605643115,0.1387864415477259,0.12350493785480085,0.3518528319789242,0.16597672221780965,0.412442079265017,0.11103610528149556,-0.23247227006109308,0.14840498351332207,0.5213214785928229,0.05315561043205801,1.0,0.1563059763118857,0.16012991878784735,-0.02320216187486489,0.30604754926592925,0.0870850022167007,0.14444187939378342,0.48559568796302605,0.2965460523612934,0.02570486792824242,-0.08645706116390924,0.022650197605238117,0.1835802168221545,0.03410819482348166,0.3432802300630631,0.25782969165111697,-0.10456892568045281
VTA_R,0.2952944348051363,-0.2997924433212419,-0.30652942445717607,-0.11021948296261046,0.18903841544770655,-0.48643058679826195,-0.2373821370620655,0.5228031469066131,-0.02697929350629205,-0.25728213499782876,0.3986316706046829,0.15090346860962775,-0.22706059767557313,-0.2116829098936324,0.37988485883577716,-0.06465151142865348,0.2109560157138477,0.0654382463771653,0.2568142022987024,-0.22574648343368084,-0.1206603235249673,0.3208267676392295,-0.40057375162677356,0.1563059763118857,1.0,-0.2203567805074662,-0.31436960425481314,0.2650228694667444,0.14001786483360548,-0.32988325801772117,0.09521099283426383,0.07403285430028195,0.06554269105332412,-0.15382971770253218,-0.33117197224775047,0.3871886705180923,-0.27328797046440867,0.3827391929646253,0.500362051686487,-0.49915518873422937
Putamen_R,0.28511613967513605,0.2975464123202855,0.6767280381875705,0.7164927024550654,0.0030152642575554133,0.5837648063044905,0.49221337956371464,-0.15374227248642844,0.5090564046754051,0.7141212326134974,-0.3117312479502428,0.4948396272587715,0.5167946098932753,0.6817218048215749,-0.04491293711970675,0.250384358963676,-0.24799413976766022,0.5771148989280148,-0.0936225788804638,0.5818748364386425,0.4642016437127097,0.004521545115140445,0.39564351539168735,0.16012991878784735,-0.2203567805074662,1.0,0.5581263484780481,0.036750041687904314,0.15497521344916618,0.7375146387327483,0.6011890075342635,0.43586110218665325,0.45310936300146243,-0.12696153747598765,0.6869439542656598,-0.12481109631301358,0.31635769176891393,-0.1537475821571344,-0.23064019996750268,0.5214428975935526
Thal_AV_L,-0.11380194825082537,0.5277572673079632,0.4999452405106986,0.4013628954405632,-0.14410831638494626,0.7888099359010745,0.7681299477278865,-0.6643837307471394,0.521603189678459,0.38508152564817083,-0.4883984977117028,0.12269969713760889,0.6239103545451374,0.47665007383372204,-0.5013229259298783,0.3048666101762004,-0.11562312588325747,0.22388951619003375,-0.35443801531842667,0.24067779269491837,0.5948159296349225,-0.5348354326065922,0.6228249393692247,-0.02320216187486489,-0.31436960425481314,0.5581263484780481,1.0,-0.43380481095371737,0.07540620207347087,0.7775580956545677,0.16583897525716715,0.23922595129881769,-0.20918867094923008,0.03996614008456478,0.4125801919111509,0.05154139945665995,0.6809991023220555,-0.47978141881034236,-0.6667142928233315,0.813864648051041
Temporal_Pole_Sup_R,0.2743194756317651,0.03006796553331137,0.10827807687486275,0.2605967332029718,0.2706984122623573,-0.4628471126870519,-0.3358429321391045,0.6105045946176653,-0.16212602372892482,0.2745037526442671,0.4662053749305871,0.3709275541862165,-0.12323393309281201,0.16970728487614872,0.4824154955679074,0.1231029597243372,0.3485088426405216,0.07529119080602091,0.3640247146352824,0.27946530136559233,-0.0181428828560443,0.4440833995498179,-0.11895981840498986,0.30604754926592925,0.2650228694667444,0.036750041687904314,-0.43380481095371737,1.0,0.2428995554494578,-0.22345528906376103,0.24045734822943668,0.2440673482941139,0.3057886863933193,-0.08170340487220984,0.06008649425846508,0.14088784716378353,-0.29769697742727685,0.519480996739254,0.4407439350650534,-0.4648936737312615
Frontal_Inf_Orb_2_L,-0.04919753681823977,0.42219444309107923,0.3396820726004512,0.18412152250260003,0.04383645195661737,0.049720676834653095,0.02428235268690834,0.057450793404100586,0.17898252506832749,0.3617733729454002,-0.000737915897620579,0.49509545418475087,0.19942728265564647,0.40427529765213166,0.23126583875532783,0.4830908676397429,0.40800810001043564,0.10351862461293265,-0.05733421769885125,0.25061118060409626,0.5346686886233618,0.06008409482362332,0.39931357538143225,0.0870850022167007,0.14001786483360548,0.15497521344916618,0.07540620207347087,0.2428995554494578,1.0,0.19212874525815948,0.18249560709393517,0.5621901787159032,0.14723776779248673,0.02341176051261905,-0.03656836378702829,0.0848605373750826,0.21282628539222045,0.3095792672673617,-0.02623508210422729,-0.03875515710461305
Hippocampus_R,0.0714996935932048,0.5671725093388559,0.7043355242721568,0.6557681706300571,-0.044038033359276876,0.843535560233036,0.7344171931101646,-0.5634519114722196,0.5072056891611856,0.5767016554278266,-0.5164660898400022,0.42721628313241744,0.7756318503518874,0.7285330060503622,-0.4233599819516942,0.3967185398356809,-0.1427948506581901,0.41141064759515744,-0.31230424513663957,0.3761261506200473,0.6463164991369956,-0.34167470531658756,0.6579315034732386,0.14444187939378342,-0.32988325801772117,0.7375146387327483,0.7775580956545677,-0.22345528906376103,0.19212874525815948,1.0,0.46468764504468374,0.35855095760987576,0.07408043211286125,0.057088041638893396,0.5758646133223051,-0.06564141060852123,0.6390874004442434,-0.3729645465776483,-0.635988325596297,0.8335058031204894
Fusiform_R,0.7216101705542636,-0.057610336502112225,0.4684664641004686,0.7090522083630144,0.2817737542814114,0.211294393373497,0.3604458215210266,0.22048154245624502,0.37035868419255435,0.43438755911767507,0.11942682519624793,0.6293184853656378,0.5157655639742366,0.5511220952951631,0.2654341866654611,0.3211477750903226,-0.17046472318638473,0.8509841055185365,0.25257927552464615,0.20884515688022207,0.369667763606283,0.45229113381238967,0.06786295274438603,0.48559568796302605,0.09521099283426383,0.6011890075342635,0.16583897525716715,0.24045734822943668,0.18249560709393517,0.46468764504468374,1.0,0.5074597016886266,0.6006616920471494,-0.14150167597959679,0.3824246689012195,0.013717696902942713,0.07280558444056144,0.2738162125077468,0.2434987090384733,0.10425221572622693
Frontal_Inf_Oper_L,0.2451409001537532,0.37495904939739383,0.6195109572817848,0.34299334216461635,0.1871241493649457,0.25235973570598885,0.42299420376309704,0.11172053648525757,0.48793849476518797,0.5063580532181481,-0.0033708863354209363,0.620575389676212,0.4625372684825359,0.6542834738654874,0.3101244842468108,0.6819799883913009,0.17984614347804193,0.5296333626839377,0.1876196854069049,0.2619146856712926,0.7109051540459577,0.20643472274504976,0.3075884217696029,0.2965460523612934,0.07403285430028195,0.43586110218665325,0.23922595129881769,0.2440673482941139,0.5621901787159032,0.35855095760987576,0.5074597016886266,1.0,0.42784397038404043,0.0785319846050511,0.3398126313861371,0.17075765376866278,0.25300860622135435,0.5081464459270493,0.06915766727799373,0.1828543756157341
Thal_LGN_L,0.43202224958859164,-0.1535835229223659,0.4257059257301142,0.3364920295581437,-0.03219928495770644,-0.0904538794873389,-0.16190697637507548,0.4544621045712303,0.07370866092136785,0.5114330063745336,-0.006933624236737151,0.621499575253207,0.016554300146365514,0.37584332981660284,0.6214676799317651,0.0006589189201764558,-0.3291331817024051,0.6106464479557566,0.44163376928739184,0.4881880164514287,0.13041279738514375,0.5414502679088452,-0.23252533674195913,0.02570486792824242,0.06554269105332412,0.45310936300146243,-0.20918867094923008,0.3057886863933193,0.14723776779248673,0.07408043211286125,0.6006616920471494,0.42784397038404043,1.0,-0.15303253072479286,0.40392287682905176,-0.09146541649145372,-0.37461339450832554,0.3973764742003744,0.42608601746493396,-0.1774052793916968
Frontal_Med_Orb_R,-0.2571003841659166,0.15296254281769975,0.0752143903161566,-0.26520738877546923,-0.11865981006739094,0.10904377150770313,0.10341205287761036,-0.2616582162260093,-0.04532734132524854,-0.030176310847961744,-0.1674606765422802,-0.05252120642785477,0.015745463155543597,-0.008515087718557458,-0.300102985332982,0.24481181976310173,0.11709232660704867,-0.14518613347478232,-0.10373261669138428,-0.09141520051802958,0.07168203931227017,-0.15164530923726532,0.1437756161001171,-0.08645706116390924,-0.15382971770253218,-0.12696153747598765,0.03996614008456478,-0.08170340487220984,0.02341176051261905,0.057088041638893396,-0.14150167597959679,0.0785319846050511,-0.15303253072479286,1.0,-0.02575281196397317,-0.1081374785759519,0.1338370859378502,0.15194175261573425,-0.22499756364258386,0.1628543287295476
Rectus_L,0.04366515980088574,0.380605250007275,0.7177405874478383,0.4444883725166338,-0.14925789639439224,0.45343330689439837,0.4323562861246573,-0.21775347947630658,0.33527213541683576,0.66190455553651,-0.42260126801962655,0.33482270770729383,0.5144201422665702,0.6081249659267164,-0.026069523739499098,0.21401791657686794,-0.1923673691127937,0.3631691709963525,-0.04593152103731312,0.5372594889172343,0.44570101765200854,-0.07764766341193706,0.207830599458882,0.022650197605238117,-0.33117197224775047,0.6869439542656598,0.4125801919111509,0.06008649425846508,-0.03656836378702829,0.5758646133223051,0.3824246689012195,0.3398126313861371,0.40392287682905176,-0.02575281196397317,1.0,-0.186353492685554,0.2694970719069232,-0.08883542754075117,-0.34000735160578777,0.5729781546138967
