,Calcarine_R,ACC_pre_L,Cerebellum_3_L,Temporal_Sup_R,Cuneus_L,Amygdala_R,Precentral_L,Cerebellum_Crus2_R,Cingulate_Mid_R,N_Acc_L,Vermis_8,Thal_VPL_L,Vermis_10,Cerebellum_3_R,OFClat_L,Temporal_Inf_L,Thal_LP_R,Cerebellum_4_5_L,Raphe_D,ACC_pre_R,Frontal_Mid_2_L,Occipital_Sup_L,Olfactory_L,Cuneus_R,VTA_R,Putamen_R,Thal_AV_L,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_L,Hippocampus_R,Fusiform_R,Frontal_Inf_Oper_L,Thal_LGN_L,Frontal_Med_Orb_R,Rectus_L,Thal_PuI_R,Vermis_1_2,Temporal_Mid_L,Vermis_9,Amygdala_L
Calcarine_R,1.0,-0.43455225730386343,-0.022578847603698805,0.43723791441157633,0.6018599754699493,-0.08828535538773245,0.06617647986754002,0.4137869733665196,0.20919774125385177,0.02535099546483971,0.4687224623809325,0.41103675623339336,0.12019081097376143,0.05982814683337378,0.3773480230626393,0.13852375374360376,-0.22201186495148134,0.7350164322222843,0.34807257642749406,-0.10798907829851728,-0.032487578432593714,0.6713333067687279,-0.22134940965413102,0.7106420232313158,0.2952944348051363,0.28511613967513605,-0.11380194825082537,0.2743194756317651,-0.04919753681823977,0.0714996935932048,0.7216101705542636,0.2451409001537532,0.43202224958859164,-0.2571003841659166,0.04366515980088574,0.09535102620073005,-0.25992019587561777,0.3579765690227785,0.5396094039246155,-0.26509617409779807
ACC_pre_L,-0.43455225730386343,1.0,0.5917962564203229,0.246131767886228,-0.2677030376714505,0.49841468829502045,0.38705277392306636,-0.5168629116802984,0.15792443330062722,0.6016247100159305,-0.3437920790053849,0.29765273077221954,0.5012733262879163,0.5580009391404458,-0.31271357464106775,0.469031002143545,0.3361152797802264,-0.1430989994085803,-0.340521888452531,0.5528395360869213,0.6757440919965538,-0.5101853246357703,0.7359836450273577,-0.10856859435235498,-0.2997924433212419,0.2975464123202855,0.5277572673079632,0.03006796553331137,0.42219444309107923,0.5671725093388559,-0.057610336502112225,0.37495904939739383,-0.1535835229223659,0.15296254281769975,0.380605250007275,-0.08697143098479472,0.5691379935028112,-0.18477659277597114,-0.643578740040674,0.6047270015359846
Cerebellum_3_L,-0.022578847603698805,0.5917962564203229,1.0,0.5831703946259885,-0.2080531293032012,0.5525489169756213,0.5068397451196631,-0.2303067283963866,0.4636880454839605,0.8076339368522315,-0.4734571082916903,0.5989550067588524,0.655220529467966,0.896327049666979,-0.0009396246246662844,0.507502924802032,0.00602472119816347,0.3853541461162308,-0.07662875921504005,0.5608471256043683,0.7172571390664703,-0.07395016508479169,0.5211839847634097,0.019125961074160126,-0.30652942445717607,0.6767280381875705,0.4999452405106986,0.10827807687486275,0.3396820726004512,0.7043355242721568,0.4684664641004686,0.6195109572817848,0.4257059257301142,0.0752143903161566,0.7177405874478383,-0.09101013347851117,0.42379786685656967,0.09892068132122503,-0.4093683402017521,0.591922269863542
Temporal_Sup_R,0.43723791441157633,0.246131767886228,0.5831703946259885,1.0,0.21454203625661,0.4434923736444101,0.4256501997202623,-0.00432669905162433,0.4483301494277578,0.5917561536488118,-0.03238615276392382,0.5451891398567135,0.5429748553618868,0.6740128514422199,0.029748886967160056,0.2233547793947287,-0.09171503648643678,0.5740928652433372,0.022311371792372327,0.4179125323370887,0.42210219953512146,0.16988335577883115,0.3637911669263868,0.3788688117149249,-0.11021948296261046,0.7164927024550654,0.4013628954405632,0.2605967332029718,0.18412152250260003,0.6557681706300571,0.7090522083630144,0.34299334216461635,0.3364920295581437,-0.26520738877546923,0.4444883725166338,0.042074559586719414,0.24733437435423805,-0.08977715899939302,-0.10392178664772037,0.31346036385457005
Cuneus_L,0.6018599754699493,-0.2677030376714505,-0.2080531293032012,0.21454203625661,1.0,-0.09168563481779435,0.1266364973203888,0.23506603737674092,0.2093096409415926,-0.22157431939920366,0.5431111999504619,0.04133590395056983,0.02605603787852014,-0.09105489776544187,0.13236072895225406,0.15870168116003094,-0.002451265206411898,0.28309635608550904,0.22224640698404388,-0.2822722596250013,0.00024547208061207317,0.5179715130979252,-0.1257846681013606,0.7963112297582728,0.18903841544770655,0.0030152642575554133,-0.14410831638494626,0.2706984122623573,0.04383645195661737,-0.044038033359276876,0.2817737542814114,0.1871241493649457,-0.03219928495770644,-0.11865981006739094,-0.14925789639439224,0.2621515772736541,-0.07055003592095964,0.26108917025411,0.30386690857075627,-0.24246435722791948
Amygdala_R,-0.08828535538773245,0.49841468829502045,0.5525489169756213,0.4434923736444101,-0.09168563481779435,1.0,0.7242742031882345,-0.712741907701365,0.44380126849074675,0.40626771350836394,-0.573844791553193,0.15211608149094882,0.6357672444351161,0.5256292009941891,-0.542714878903957,0.3242797262000767,-0.24834433974512288,0.26119001839206374,-0.36051459279406767,0.25176828871652185,0.5241633312767088,-0.47985749579636733,0.7230036744517784,0.009259659230599392,-0.48643058679826195,0.5837648063044905,0.7888099359010745,-0.4628471126870519,0.049720676834653095,0.843535560233036,0.211294393373497,0.25235973570598885,-0.0904538794873389,0.10904377150770313,0.45343330689439837,-0.1459837622495028,0.6277301803507904,-0.5066565788498244,-0.7048333949833739,0.8713175051587433
Precentral_L,0.06617647986754002,0.38705277392306636,0.5068397451196631,0.4256501997202623,0.1266364973203888,0.7242742031882345,1.0,-0.5333595814055205,0.6855686067988144,0.25560815167313466,-0.3532613573735546,0.11281300527139625,0.7544228800206133,0.5135838039330323,-0.4194610098235597,0.46783675626932547,-0.11682667993801794,0.38258103818234324,-0.1975164837868577,0.016193695513966735,0.6842758293882917,-0.31504820545947027,0.48129556229881965,0.24609185602798417,-0.2373821370620655,0.49221337956371464,0.7681299477278865,-0.3358429321391045,0.02428235268690834,0.7344171931101646,0.3604458215210266,0.42299420376309704,-0.16190697637507548,0.10341205287761036,0.4323562861246573,0.0516814660428702,0.6601632359058012,-0.19673491862220122,-0.5127025290753103,0.7689032094817875
Cerebellum_Crus2_R,0.4137869733665196,-0.5168629116802984,-0.2303067283963866,-0.00432669905162433,0.23506603737674092,-0.712741907701365,-0.5333595814055205,1.0,-0.12801074612161256,-0.10354209688261906,0.5770287119528117,0.22485892861769693,-0.43607008747633186,-0.1488361283956909,0.6851530031821571,-0.2000485137732523,0.16840281422079653,0.19749589927920774,0.48314916194644836,-0.10616297776512827,-0.3405394635771889,0.7235847592459719,-0.5772401631049536,0.20345193606711198,0.5228031469066131,-0.15374227248642844,-0.6643837307471394,0.6105045946176653,0.057450793404100586,-0.5634519114722196,0.22048154245624502,0.11172053648525757,0.4544621045712303,-0.2616582162260093,-0.21775347947630658,0.17738379257800496,-0.6123656691628714,0.626792919116201,0.8733067181707346,-0.7835784708363677
Cingulate_Mid_R,0.20919774125385177,0.15792443330062722,0.4636880454839605,0.4483301494277578,0.2093096409415926,0.44380126849074675,0.6855686067988144,-0.12801074612161256,1.0,0.2168450945070551,-0.23367038157480577,0.29145529378979784,0.5206839950261252,0.49011016664311924,-0.10743935372361575,0.36206909798912096,-0.03006148184793323,0.44874584725926514,-0.14333762213263423,-0.014199605372508627,0.5537079501415205,0.01879626464387928,0.2659932604028742,0.3659922471367431,-0.02697929350629205,0.5090564046754051,0.521603189678459,-0.16212602372892482,0.17898252506832749,0.5072056891611856,0.37035868419255435,0.48793849476518797,0.07370866092136785,-0.04532734132524854,0.33527213541683576,0.22353335223919132,0.4018520062544342,0.060361933225572095,-0.19404472477341148,0.43603179015735904
N_Acc_L,0.02535099546483971,0.6016247100159305,0.8076339368522315,0.5917561536488118,-0.22157431939920366,0.40626771350836394,0.25560815167313466,-0.10354209688261906,0.2168450945070551,1.0,-0.3093413413866809,0.6105451589237241,0.4475801287094852,0.7297426637419011,0.10391234853434017,0.3021402136123057,0.017007040008367755,0.33611170986933,0.028047970201695843,0.790319486961305,0.5981848677876772,-0.042337663653157685,0.4843757955992134,-0.03974681978371617,-0.25728213499782876,0.7141212326134974,0.38508152564817083,0.2745037526442671,0.3617733729454002,0.5767016554278266,0.43438755911767507,0.5063580532181481,0.5114330063745336,-0.030176310847961744,0.66190455553651,-0.13680175427683822,0.23683770720503794,0.032627322622087,-0.2670590954829614,0.42020759327877233
Vermis_8,0.4687224623809325,-0.3437920790053849,-0.4734571082916903,-0.03238615276392382,0.5431111999504619,-0.573844791553193,-0.3532613573735546,0.5770287119528117,-0.23367038157480577,-0.3093413413866809,1.0,0.004178082703263126,-0.2920509864045802,-0.3522582922437628,0.38663651435729124,0.028563233613749538,0.24119738509570873,0.06546664999360537,0.3716502812003231,-0.2462134347652923,-0.2919940500721495,0.5904776655320462,-0.33306294654779206,0.5219804697897653,0.3986316706046829,-0.3117312479502428,-0.4883984977117028,0.4662053749305871,-0.000737915897620579,-0.5164660898400022,0.11942682519624793,-0.0033708863354209363,-0.006933624236737151,-0.1674606765422802,-0.42260126801962655,0.19703508655599236,-0.35535884366421894,0.45592167086173974,0.686925390596119,-0.6851532728613111
Thal_VPL_L,0.41103675623339336,0.29765273077221954,0.5989550067588524,0.5451891398567135,0.04133590395056983,0.15211608149094882,0.11281300527139625,0.22485892861769693,0.29145529378979784,0.6105451589237241,0.004178082703263126,1.0,0.3781013915335468,0.657992472570851,0.4118207996958841,0.42504639228600866,0.12910413522854552,0.5628277389743126,0.2066897043967292,0.4217503116091743,0.500127340718075,0.3151626779416119,0.271043176280677,0.3047428616975417,0.15090346860962775,0.4948396272587715,0.12269969713760889,0.3709275541862165,0.49509545418475087,0.42721628313241744,0.6293184853656378,0.620575389676212,0.621499575253207,-0.05252120642785477,0.33482270770729383,0.054657894328525004,0.025202589047628232,0.36064512970097984,0.131732425082785,0.0540598048030216
Vermis_10,0.12019081097376143,0.5012733262879163,0.655220529467966,0.5429748553618868,0.02605603787852014,0.6357672444351161,0.7544228800206133,-0.43607008747633186,0.5206839950261252,0.4475801287094852,-0.2920509864045802,0.3781013915335468,1.0,0.6731572713569839,-0.2334037045437987,0.5958742488208548,0.11087774212605114,0.4104902494247363,-0.18556016089742605,0.17064957262180294,0.6642829479780681,-0.25227010566368957,0.5552276301007106,0.28811646605643115,-0.22706059767557313,0.5167946098932753,0.6239103545451374,-0.12323393309281201,0.19942728265564647,0.7756318503518874,0.5157655639742366,0.4625372684825359,0.016554300146365514,0.015745463155543597,0.5144201422665702,-0.002056279654857399,0.6853504923904943,-0.12473744564407296,-0.5001086211749233,0.716950386255167
Cerebellum_3_R,0.05982814683337378,0.5580009391404458,0.896327049666979,0.6740128514422199,-0.09105489776544187,0.5256292009941891,0.5135838039330323,-0.1488361283956909,0.49011016664311924,0.7297426637419011,-0.3522582922437628,0.657992472570851,0.6731572713569839,1.0,-0.0027743127698132836,0.4963782922816238,0.06897688815030881,0.471905061676899,-0.030088359940976816,0.4568648235146878,0.6889834820184988,-0.05766005428721157,0.5233622997851559,0.1387864415477259,-0.2116829098936324,0.6817218048215749,0.47665007383372204,0.16970728487614872,0.40427529765213166,0.7285330060503622,0.5511220952951631,0.6542834738654874,0.37584332981660284,-0.008515087718557458,0.6081249659267164,-0.06470678411213415,0.5147160561425072,0.07313992070760873,-0.3194892423996853,0.5188626703528139
OFClat_L,0.3773480230626393,-0.31271357464106775,-0.0009396246246662844,0.029748886967160056,0.13236072895225406,-0.542714878903957,-0.4194610098235597,0.6851530031821571,-0.10743935372361575,0.10391234853434017,0.38663651435729124,0.4118207996958841,-0.2334037045437987,-0.0027743127698132836,1.0,0.028375327517993643,0.04671832708305531,0.2997113948815792,0.5202455477538772,0.12366527928841801,-0.06003348999338306,0.6079184199713782,-0.4379660569331578,0.12350493785480085,0.37988485883577716,-0.04491293711970675,-0.5013229259298783,0.4824154955679074,0.23126583875532783,-0.4233599819516942,0.2654341866654611,0.3101244842468108,0.6214676799317651,-0.300102985332982,-0.026069523739499098,0.1549430693799659,-0.5185253561744354,0.5797461580947503,0.701792685972416,-0.6288649256601955
Temporal_Inf_L,0.13852375374360376,0.469031002143545,0.507502924802032,0.2233547793947287,0.15870168116003094,0.3242797262000767,0.46783675626932547,-0.2000485137732523,0.36206909798912096,0.3021402136123057,0.028563233613749538,0.42504639228600866,0.5958742488208548,0.4963782922816238,0.028375327517993643,1.0,0.32514771603633474,0.31588546828942177,0.0034817629197507953,0.048878604075274106,0.6306404753995055,-0.006316797998677321,0.5037462745165812,0.3518528319789242,-0.06465151142865348,0.250384358963676,0.3048666101762004,0.1231029597243372,0.4830908676397429,0.3967185398356809,0.3211477750903226,0.6819799883913009,0.0006589189201764558,0.24481181976310173,0.21401791657686794,0.07119898193699385,0.47492600089391884,0.3659921812199151,-0.18541822989934595,0.3388820126032185
