,Fusiform_L,Vermis_10,Vermis_4_5,Paracentral_Lobule_R,Olfactory_R,ACC_sup_R,Thal_Re_L,Frontal_Inf_Oper_R,Temporal_Inf_L,Precuneus_R,Occipital_Sup_R,Occipital_Mid_L,Vermis_9,Thal_PuA_L,Cingulate_Mid_L,Occipital_Inf_L,Thal_MGN_R,Frontal_Sup_2_R,Supp_Motor_Area_L,Thal_MDm_R,Frontal_Sup_2_L,Putamen_L,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,OFCpost_L,OFClat_L,Vermis_1_2,Thal_PuL_R,N_Acc_L,OFCmed_R,ParaHippocampal_R,Calcarine_R,Cerebellum_10_R,Insula_R,Cerebellum_Crus1_L,Temporal_Pole_Sup_R,Cerebellum_6_R,Thal_VL_R,Cingulate_Post_L,Pallidum_L,Hippocampus_R,Thal_LP_R,Lingual_L,Precentral_R,Vermis_6,Cerebellum_7b_R,Cerebellum_10_L,Temporal_Sup_R,Angular_R,Thal_PuA_R,Postcentral_L,Caudate_L,Cerebellum_4_5_R,SupraMarginal_L,Hippocampus_L,Thal_AV_R,Calcarine_L,Cerebellum_3_L,Parietal_Inf_L,Thal_MDm_L,SupraMarginal_R,Thal_MGN_L,Frontal_Med_Orb_R,Cerebellum_Crus2_L,Vermis_7,Rectus_L,Cerebellum_9_L,Thal_VPL_L,Occipital_Inf_R,Thal_IL_R,Frontal_Inf_Tri_L,Red_N_R,Thal_PuI_R,Precuneus_L,Rolandic_Oper_L,Paracentral_Lobule_L,Frontal_Inf_Tri_R,Cerebellum_7b_L,ACC_sub_R,Thal_LP_L,Putamen_R,Frontal_Med_Orb_L,Thal_IL_L,Cerebellum_Crus2_R,Thal_LGN_L,Lingual_R,Cerebellum_8_L,Frontal_Sup_Medial_R,Postcentral_R,Parietal_Sup_L,Cerebellum_Crus1_R,Thal_PuM_L,Cingulate_Mid_R,Temporal_Inf_R,Angular_L,Pallidum_R,SN_pc_R,Temporal_Mid_R,Raphe_D,Thal_VL_L,Frontal_Inf_Orb_2_L,OFCpost_R,Cuneus_R,Red_N_L,Cerebellum_9_R,Parietal_Sup_R,OFCant_R,Olfactory_L,Thal_MDl_R,Frontal_Sup_Medial_L,Cuneus_L,Frontal_Mid_2_R,SN_pr_R,Rectus_R,Frontal_Mid_2_L
Fusiform_L,1.0,0.4411381927520949,0.3788793943264543,0.2498544972638118,0.05441791636883593,0.1763055244470765,0.061797662840399364,0.319578121189701,0.7644448071807782,0.27712712018927493,0.4813301045846242,0.3374765531022363,0.15560953624646578,0.20408210446049949,0.21117001733205534,0.18679709759588406,0.2552250367895627,0.26369071519039883,0.46403161380005864,0.03167684892669252,0.43914385573199055,0.6192351273161915,0.1840437109713214,0.4237304986746791,0.46654241766307825,0.21324793787852847,0.19262038836915304,0.4229309788804933,0.2591928730656272,-0.08143229858495787,0.4282390179901386,0.3961413956336938,0.5370339843787564,0.3125213386323748,0.19551360969285322,0.36347164606912125,0.5253995481772327,0.04599355067971034,0.38614145085460816,0.1822377520335931,0.2292524049407032,0.437029822025382,0.41362043039003793,0.28553699420113315,0.26143738917032316,0.054845444596051514,0.41395765614132785,0.25570804550563214,0.32042902662323236,-0.12708099141180404,0.15785584915505826,0.3346076225124962,0.6366104450611039,0.6563543927145864,0.556046559253151,-0.20745426633317798,0.30081569441219386,0.39746544727966193,0.3229242941704506,0.37355058835283256,0.41648793682122875,-0.061855902076482026,0.2117783786006663,0.10982631781964368,0.2829877047215545,0.0907037256066126,0.5260839316298771,0.5655380659373436,0.04849242189737411,0.15490640063034133,0.2440620743816492,0.13888613059482344,0.14650306657116308,0.1831980748598322,0.49586228801483373,0.26137252478792083,0.19603634559247554,0.09382039733312943,-0.15533499840873502,0.21475671356970166,0.14825088778618584,0.21934015139223526,0.2777777313341842,0.16623681900020193,0.14504841343934374,0.5081441107741625,0.5078224222755587,0.30356565509222666,0.30990904612172243,0.13366775589547542,0.24755906750947804,0.5882202101814331,0.2953865296648048,0.4407015985148377,0.38460939603010813,0.09820194589390438,-0.056103208023157,0.15826504380414294,0.10904022386755026,0.2374294978694978,0.5150209438140259,0.06328554270829248,0.519914864489874,0.2141059992529075,0.460607752802989,0.15093229143818035,-0.07560760127052599,0.2838665530870539,-0.08877392130296763,0.30278143882105696,0.26054379018766965,0.19445937531282023,0.25907517747104947,0.06971820120434448,0.48867420782210436
Vermis_10,0.4411381927520949,1.0,0.3711173693482063,0.5892298131279438,0.50170627185843,0.2526254372297968,0.08842938209061674,0.6325451543018366,0.5958742488208548,0.5718550459406557,0.47494882812704114,-0.30277311688995623,-0.5001086211749233,0.2091172198071883,0.6247995869266688,-0.252721077108045,0.007405817382476074,0.7136183841502475,0.7121842943303376,0.14562047173907763,0.7599653328659657,0.7194700989462108,0.6844533755564186,0.4104902494247363,-0.005714833146286788,-0.2334037045437987,0.6853504923904943,0.30051287879377037,0.4475801287094852,0.11237799275140167,0.6563437047535425,0.12019081097376143,0.44567387679351456,0.6838529015733426,-0.012256682313068546,-0.12323393309281201,-0.19757459262914207,0.2204091241329551,0.4675057620241116,0.6555399195007203,0.7756318503518874,0.11087774212605114,-0.23063604854080522,0.7639054330569176,-0.11174401955591323,-0.45377423260088057,0.042735057707196565,0.5429748553618868,0.2086308860668464,0.1620807331229784,0.6924266161276723,0.6376328605851467,0.5081628036542203,0.3384819503192241,0.7459980824117665,-0.0005672520861362919,-0.058517899059812584,0.655220529467966,0.49937156798544624,0.1697890571081125,0.5866304796033928,0.4259905880373078,0.015745463155543597,-0.4712072506721573,-0.27847179525309296,0.5144201422665702,-0.152724800666771,0.3781013915335468,-0.4941624280312354,-0.2055915583501046,0.5353643444539609,-0.2710135418164363,-0.002056279654857399,0.5904368528329526,0.6716972023949138,0.7059650647802724,0.6578447697150058,-0.2981371624773186,0.1969895241163723,0.5324883003118783,0.5167946098932753,0.13143847694257257,0.2556038609482204,-0.43607008747633186,0.016554300146365514,0.08068896197568498,0.022541926854170852,0.6027288116063717,0.7391944413483708,0.5363296908773639,-0.48250955133405865,0.11802936260976293,0.5206839950261252,0.21805664006452305,-0.005952196486362873,0.49449828922700934,-0.12189266461830826,-0.0058246665559047095,-0.18556016089742605,0.7264025369087059,0.19942728265564647,0.5980677782006711,0.28811646605643115,0.39578630617270255,-0.15314510317287455,0.4532683733210899,0.5241640194602644,0.5552276301007106,-0.00788141193366778,0.735130703176048,0.02605603787852014,0.7712172366594997,0.5653076352013844,0.619541086578868,0.6642829479780681
Vermis_4_5,0.3788793943264543,0.3711173693482063,1.0,0.45102235504608323,0.15319269695611318,0.04602130517810421,0.05953175425261335,0.46398282613083125,0.2049441726666786,0.6185823760239181,0.3688219692469406,0.2981629017129796,0.39976686151339963,0.5395214807457113,0.300199616708181,0.3276883692402817,0.24723658937329074,0.15696091270800747,0.1567264417619732,0.10805109283339875,0.12031717782005179,0.37636689360199793,0.02405555607333601,0.8542812251983636,-0.15842567352826165,0.29247810891288356,-0.031146325599634782,-0.1967280022391061,0.1762211265729756,0.05112010833071648,0.2987863298340246,0.8563820019681633,0.39949573676817157,0.5362550906079334,-0.010187395382416633,0.11555825218231155,0.3235733735097078,0.23131313898540842,0.3982087298386558,0.2371626054926702,0.28605302524598225,-0.21354592158988905,0.6326210906323543,0.32664193144755616,0.6446138420232155,0.24920935671231825,0.5307270718685464,0.5480606650978109,0.5516541953204538,0.4713088602420606,0.18791971754720307,0.1718460114263611,0.8143332296371436,0.24412192165818253,0.4282146761337462,0.07547554907334654,0.7646916740882176,0.13135678276959334,0.23772098065968383,0.11645334337296412,0.3179384830411787,0.3163928421600208,-0.28148681120542757,0.2281773246783653,0.18954011700958528,0.1984418222879732,0.2829615073606384,0.47026682109984647,0.42668207838157907,0.16731519182444274,0.3225681723919262,0.2688790850362831,0.07444397903813452,0.46004716492780084,0.3509019554099584,0.2489869792147231,0.28229799598376876,0.2692075766762832,0.1492165344759673,-0.22070562631058352,0.45133659652453134,0.14608004875634503,0.23925449927576123,0.26356374992967274,0.45348571991999,0.816273163993102,0.44625017178358045,0.0061133612628495185,0.41478413144533427,0.25612577638382683,0.20874398252321383,0.47264571677385175,0.2951348353668825,0.5887271573958537,0.43097249877313004,0.3012850999780437,0.11444990495687175,0.6819436473698802,0.2768459765471017,0.15205453495897292,0.02574152912717063,0.10257055295929768,0.574733736742992,0.38098285328605974,0.25356048208096343,0.33937185697808675,-0.03453035618903538,-0.08202522300464138,0.06570989619249024,0.09483798855838141,0.4331432680067355,0.18053678222793623,0.10352991692369938,0.06406038129870906,0.1507949675418239
Paracentral_Lobule_R,0.2498544972638118,0.5892298131279438,0.45102235504608323,1.0,0.3522290738503152,0.33246290560721686,0.056520937604680965,0.6302765658404014,0.332517596416524,0.7894153232950815,0.5542879173737941,-0.015831309419734946,-0.1973615416052424,0.37682592339757204,0.7102050128834332,-0.14712725010364092,0.004131066693411199,0.6881700069212873,0.5669557889788628,0.32663009577021734,0.5287243573226835,0.5885758586861382,0.48043873990691643,0.4844469610347133,-0.070819148386778,-0.0615099549110843,0.4104960944766378,0.040190592043074236,0.26521506217400276,0.06302293721779734,0.49868161009681244,0.2739871924145584,0.3907109403637493,0.630205105599267,0.04823379101998641,-0.13846095897996927,-0.08702283863840651,0.4594732199489243,0.6121312847542865,0.5231931387098783,0.6060377058284127,-0.06403899828829297,0.00422129294140532,0.6829629448115028,0.08315004397772399,-0.0812100834718336,0.21080443230992554,0.6044633197476261,0.606710174866378,0.2561060259940753,0.5977210679693924,0.4919399591873799,0.4968937508993953,0.21290037314460186,0.5879798113268839,0.08116379692019021,0.16471887489379533,0.4275546723195151,0.5171398281592035,0.32057044109072697,0.7004170606277771,0.3187808308642244,-0.1768725022280772,-0.2601560549668869,-0.13250312153464783,0.3113612366244932,-0.07148218631519959,0.3597107900113655,-0.22263102961385836,0.07044639262019785,0.4807678812299263,-0.1648966642088687,0.22506953296121424,0.8012254665901003,0.4883141626028604,0.7430753690012335,0.5903408699517596,-0.04901968926685843,0.22302432177947148,0.291736583246235,0.5466671273539943,0.1269498178333144,0.1331171804378016,-0.18475562848059604,0.10357508425075176,0.2177747065856966,0.15228540658612644,0.524191148950929,0.8376262184189485,0.6545177228591359,-0.20551720929029832,0.17998421337116388,0.7447693664982147,0.32397171610701536,0.2004157125075877,0.5028503382317542,-0.012168032736084545,0.2516637778070287,-0.1381055536117457,0.5293507120972739,0.2082628784814105,0.4995152741631225,0.41666004365201353,0.3663694208909758,-0.055066641630779796,0.6701711649167409,0.4220186564789422,0.342207714450622,0.19924910505456067,0.6405402457852782,0.24101165175282846,0.630434042787512,0.35647921230617513,0.4274675796629458,0.50606914143882
Olfactory_R,0.05441791636883593,0.50170627185843,0.15319269695611318,0.3522290738503152,1.0,0.23181065752221405,0.20404830469905655,0.407572936566278,0.12094575364686404,0.3171437005176818,0.1491859892331629,-0.28008646467206777,-0.3649927633936284,0.4021739642854023,0.35234232794765563,-0.280638104636433,0.206378885839215,0.5302074530511318,0.5034814584337596,0.19544374533365716,0.5760216607339592,0.39053710204152325,0.5377589126192468,0.20999880023413292,1.5582126486528114e-05,-0.10803337388754373,0.32678452137058966,0.08955780643430884,0.6410276349146962,0.08062672383822542,0.4628984724509932,-0.03629869119758185,0.28838237243556947,0.4581840521837242,-0.22153758926460487,-0.014498310215555112,-0.25415873540808914,0.2037067419752639,0.26632951573939495,0.7028228683132813,0.6098485922640307,-0.0010139178582104114,-0.31934363692945517,0.5900601227339408,-0.030653884086086096,-0.3418324636880377,-0.010755480844283204,0.4612554216140488,-0.017209638594224985,0.16471098781462,0.3800174490881889,0.29051292328500955,0.23004229258706324,0.01363044751458266,0.3283588172124256,0.1862211994527791,-0.1852023729908341,0.5945617956520006,0.19715513825002687,0.14714803491268982,0.2629172622019261,0.5306784072463613,-0.14871644437684978,-0.4724394336689604,-0.34761221218249483,0.6027121771580914,-0.11809881792383058,0.3138472630383703,-0.36146210347681146,-0.07787822439595377,0.4932749497416034,-0.48571908293841326,0.09705714881854433,0.3146459860864606,0.4182978830752907,0.46040927332787607,0.6120003707979919,-0.17078991735092408,0.634936804774113,0.5003046479966436,0.6190192534334046,-0.15334387724296705,0.3165359549202086,-0.19787340673491804,0.21165377145023864,-0.12090795591358874,-0.015256993494086142,0.49375679835391123,0.44564545402571726,0.28070182336366445,-0.4655498608665601,0.11643355449643329,0.33553779463731576,0.010050263524982058,-0.15702574390214616,0.4496005735392059,0.17686647700843194,-0.003769606601513922,-0.19732442605107894,0.5291412590964539,0.03277074726248565,0.7584859875765284,-0.044140948941251264,0.4215069574648889,-0.12770683307353195,0.2309685291368801,0.655080283895471,0.36151599623177466,0.19002123799324383,0.48770695559046207,-0.21370601763306704,0.5696300935778895,0.4108202853083815,0.5600129812527691,0.46079480673427203
ACC_sup_R,0.1763055244470765,0.2526254372297968,0.04602130517810421,0.33246290560721686,0.23181065752221405,1.0,0.0449503517647218,0.28983677140191666,0.21357145227220753,0.16328805873951355,0.08854416198021031,-0.20328409720477464,-0.2329127617606711,0.2107799480131445,0.1732290596776296,-0.08905433305243851,0.15669171352326508,0.6182808440566422,0.4597463656110653,0.5541920432044195,0.589577079113308,0.3989703321657125,0.563993157708954,0.16496822932677388,0.4400958538963138,0.016686466530039006,0.17757458019352457,0.19887765638793628,0.6159840376663258,0.07324575084367949,0.1943032252394078,-0.044397049666003406,0.277861273542657,0.41906779872789107,-0.08159660144762804,0.23913470079405194,-0.12689344678473805,0.4757760015114689,0.3130682411971477,0.5095561982116175,0.38357172813562374,-0.03758501767692734,-0.14508482558084568,0.49500136960382185,-0.07045890348355478,-0.0782724958258378,0.09367984466105314,0.44220781707043555,-0.030030934655388457,-0.1603334120782212,0.22614287745398365,0.17141445859370028,0.1894523056375521,0.14240357839030543,0.20585745094733818,-0.08700613463970781,-0.13033229286361833,0.5079165177749717,0.08807379220841988,0.12789249904094957,0.2873595042281387,0.32363867412312564,-0.0019436474027670324,-0.2023932459460013,0.0059805675461257115,0.2997388267553133,0.06910299101030504,0.47124403076574656,-0.25385631763374955,0.12179858390260223,0.46404877426670144,-0.02206048219822097,0.07516296363703787,0.22909931008715903,0.33826567402433877,0.3691838213430265,0.37802873828791483,-0.238804912328095,0.08785257472637209,0.2694947359623068,0.41548208743463577,0.31322887205206695,-0.05624782759395875,-0.1400119022708095,0.24471762960039822,-0.058070199115406,0.214254538627151,0.6918880109056145,0.3685131160511279,0.12170151481771332,-0.17400027886553976,0.09832642514748431,0.23156449347809915,0.28357854041173247,-0.17271931510010247,0.07382973572193564,-0.06136381541572597,0.05502147125877085,-0.0180147040607518,0.40822530385079453,0.34310252221484855,0.447869074664647,0.023517604875400944,0.3800923915353608,0.05070486460628095,0.10900716188269982,0.5242447416435405,0.5055866823376854,0.24055502204122503,0.5600301372699258,-0.11164653819598662,0.4808520214273705,0.4142945494154311,0.48275589310206246,0.5617146183703393
Thal_Re_L,0.061797662840399364,0.08842938209061674,0.05953175425261335,0.056520937604680965,0.20404830469905655,0.0449503517647218,1.0,0.18297548941092456,0.061587981501937006,0.12798722912144547,0.08936868928945713,0.019591266628415278,0.015556385132633247,0.1276633345089888,0.18403898733634338,0.12110386502069687,-0.15087981011893842,0.03426162660048631,0.011168382743873431,0.25782904101578974,0.07242411095090637,0.09630832253093458,-0.024786474204184963,0.11505828363468219,0.0296752203301659,0.11228626846881169,-0.0764551578347206,-0.1679657010724377,0.12088659987615377,-0.16090165778366922,0.06204973509621158,0.07396301596583016,0.10724991049063334,0.1378320795771907,0.07387364570120274,-0.06123356599888185,0.059280406005751234,0.09426417606654591,0.19930814636269584,0.09136265835484204,0.06107621610629778,-0.17448059062774157,0.03329505043751859,0.05116357052190835,0.06205583299177675,-0.028675909630050393,0.04828596203637974,0.0885249432991568,0.005428049354800888,-0.04606203896470645,0.1220551607018172,0.024121838968619094,0.11548272140198357,0.16065295854589268,0.017106438291624292,0.28034907294926537,0.061018555364338145,0.15331208338954014,0.1611323230074968,0.15949018264310327,0.06030967792347933,0.15625403710193198,0.008320360497436055,-0.012795969053094595,0.07884472031684911,-0.10744659935203871,0.09259768329534034,0.1296084422879002,0.030104217415362493,0.0434232731307923,0.21488910289541036,0.24728027398311536,0.2170958468817256,0.08632000236660808,0.1468457843160122,0.11945131720755392,0.1501141318729738,-0.04043130459542305,-0.024149112561834395,0.08702031955145961,0.010139773025596216,-0.16627945160718852,-0.040614907363309645,0.013224271689707388,0.15542577400415766,0.034975311677483224,0.06301065785506464,0.09945961896438611,0.04919112461524231,0.10069092874354085,-0.03495731903369912,0.20628738839223923,0.1526448911020473,0.1033096379236771,0.12656694732946686,0.06181817973605961,0.22728369606193496,-0.061713629751267526,0.17914074045858586,0.02394930639722868,0.048355227547974694,0.06017368830206619,-0.01680703954631281,0.2459551885620943,0.09892520159033931,0.09033564054097618,0.009513264562808892,0.018619911143446976,-0.02274621544301331,0.1389879043596607,0.006659242977352439,0.07278191803206505,0.08008232864968574,0.08587106396280662,0.10662226852009861
Frontal_Inf_Oper_R,0.319578121189701,0.6325451543018366,0.46398282613083125,0.6302765658404014,0.407572936566278,0.28983677140191666,0.18297548941092456,1.0,0.41963255405513045,0.741645120366832,0.5593388243518681,-0.13893970812621861,-0.34071937295424326,0.2858787378611983,0.7700483749200204,-0.12639717771959247,0.19775322096997922,0.6508574322006973,0.5284660036421043,0.4443195577290746,0.6368676956236387,0.7593859695649221,0.5906581459227791,0.5769609281699246,-0.10184308899349817,-0.21033771614697933,0.4833111806257245,-0.08828799065904924,0.39294767337528475,0.30721452886006817,0.7117272043927966,0.3286288225684027,0.4813242945983828,0.7940367572986055,0.04675308923732617,-0.22959552129619537,-0.24626388296362786,0.573632769993707,0.6312808449773921,0.6602943050037585,0.79643849487598,-0.20853740547233018,-0.04976405571801425,0.7281494506351057,-0.05406965673427349,-0.2584941145382836,0.18139895550656202,0.6580865123509125,0.396554402420909,0.3334368521284992,0.6647847140300451,0.7290972040872495,0.5875170656241597,0.2525932176611168,0.7754406476069965,0.1479297298669489,0.18729022542538712,0.5654790383324307,0.4954542250230997,0.3877943344711668,0.6250925029253406,0.4776291338022736,-0.008168728040659426,-0.32244635455204623,-0.2724316828750274,0.35963390717614696,-0.11576132116079574,0.4315631685573167,-0.31143960823860717,0.2172853861851199,0.6952579747517267,-0.12347428362953722,0.047955326741472265,0.7350099981489836,0.6832418796984707,0.7167122938598705,0.8246069640665926,-0.20471086450752632,0.192622155755318,0.4157113704454573,0.6546318337717631,0.2811969275808919,0.0712009006545984,-0.3755697574405003,0.11918050877949476,0.23834104030209383,0.006690698089915338,0.4783483376106778,0.8031458878742187,0.5795995578614629,-0.3576710948284211,0.22165919321798708,0.6375301016229494,0.3357650948120606,0.14263828943868503,0.7119234681388321,0.11638481470289982,0.23370847355773422,-0.11609239592647574,0.6906111013555217,0.17623672167010718,0.4926199419235916,0.3712828076545736,0.39745510844098286,-0.109759557396844,0.5588154824798613,0.44901068284535123,0.5350050168939402,0.3122618922096211,0.680200447181851,0.2220021013488902,0.754917326657969,0.5480846070713561,0.45746864098719053,0.5991017014604169
Temporal_Inf_L,0.7644448071807782,0.5958742488208548,0.2049441726666786,0.332517596416524,0.12094575364686404,0.21357145227220753,0.061587981501937006,0.41963255405513045,1.0,0.3459350024612041,0.48335358819967345,0.07511493986765637,-0.18541822989934595,0.04364138309905392,0.397099461535838,-0.10866509239899134,0.18052494276742434,0.43183671707459004,0.5625925618847561,0.11263679589917205,0.6131588960953573,0.7084241287323291,0.3934358721072519,0.31588546828942177,0.38841876779222745,0.028375327517993643,0.47492600089391884,0.40856276191097857,0.3021402136123057,0.14542485506858285,0.5484013235021209,0.13852375374360376,0.4694642646150343,0.4329971813907579,0.1412375939421332,0.1231029597243372,0.15510337291725443,0.15167423043745987,0.2940784970471912,0.3551005113685208,0.3967185398356809,0.32514771603633474,0.04350928562658417,0.4030973903435102,0.013894911715521648,-0.1494933135965076,0.24418645671057762,0.2233547793947287,0.16834047706694308,0.004796117244784385,0.4426244357273531,0.494538160131609,0.5100399426709815,0.6622117072675955,0.6449311971132937,-0.2286094937586234,0.048803754374757743,0.507502924802032,0.45501418813132916,0.3547981673072805,0.4223602750334296,0.08692370993792467,0.24481181976310173,-0.09040337854988013,0.07435772069875118,0.21401791657686794,0.21586232034211067,0.42504639228600866,-0.3083581773510695,0.1110834437917347,0.4839435643348713,0.005269335662586611,0.07119898193699385,0.32151823564853277,0.6543106833097576,0.49662961617465634,0.4092153098941331,-0.106803878612071,-0.10144720110253157,0.39604463636215526,0.250384358963676,0.24468100280103222,0.18559164117721869,-0.2000485137732523,0.0006589189201764558,0.16938664642549872,0.2922838188892152,0.45249119031438867,0.48565871054586246,0.315674344484058,-0.07668398185537668,0.31930201641184397,0.36206909798912096,0.19969670806124754,0.20088211040200057,0.30547419325792874,-0.11553570988993744,-0.12796193118872104,0.0034817629197507953,0.45175270943955226,0.4830908676397429,0.23682259070209552,0.3518528319789242,0.24493579059047163,0.1345656390147178,0.29029912750098724,0.13675060658431357,0.5037462745165812,0.009901495841365024,0.5403103747091631,0.15870168116003094,0.41389331613774955,0.4015371916869581,0.23476255879260585,0.6306404753995055
Precuneus_R,0.27712712018927493,0.5718550459406557,0.6185823760239181,0.7894153232950815,0.3171437005176818,0.16328805873951355,0.12798722912144547,0.741645120366832,0.3459350024612041,1.0,0.7373064281655195,0.06876805168709434,-0.16914594891119095,0.29047964832648654,0.7901269211306063,-0.0011738067485679475,0.03502431772659331,0.5198732586762763,0.3702848368913901,0.3643259558420251,0.4643891999502819,0.5745421920051427,0.4234246183283869,0.6102128965999166,-0.22715354845659624,-0.1926272863813264,0.34470364960770233,-0.1634094397548545,0.20182555292951898,0.18624160274668114,0.5372677744023048,0.5412674504121435,0.36589813124145476,0.6202525826451272,0.09504812181182244,-0.22070876441872062,-0.160522059691736,0.5312724929614109,0.5501274449841149,0.5103440232124576,0.6324414198658083,-0.25492782036731176,0.12492964223006224,0.5429403039758376,0.12346836142982676,-0.07994314234414927,0.17560516752972813,0.5552908490974415,0.7009182351980954,0.4613526686355759,0.7088864220806762,0.5327804902077993,0.565180893108939,0.3049279213747241,0.6205499576272911,0.17205283820169223,0.4454385286206897,0.31947835346484893,0.6702419713218659,0.256348337577569,0.5896596836751752,0.4253583870649641,-0.08520109562007168,-0.2230643781142761,-0.17452818387493088,0.29880716966632787,-0.14637839278035694,0.28430825801686493,-0.1245491260267066,0.1787163150895891,0.5131093095632854,-0.07139576319479324,0.06535126039880249,0.9360774909244995,0.5172912918187793,0.7461695496123417,0.5901541180199535,-0.08293844737008378,0.22060953648914883,0.20154168284684595,0.5701228610856569,0.18750731728872785,0.042607497228027,-0.2740011887901786,0.10854909409952018,0.37657478201570793,0.04971482827807135,0.3791848541091372,0.8418669155251709,0.8173834138704215,-0.2793184521287969,0.18034897798054053,0.6868969734043385,0.30960135250822673,0.41960450349587386,0.6144752931107255,-0.0018796512384805838,0.3264869817159229,-0.10827050825573795,0.4761575656670736,0.03313709493716701,0.42633022543963006,0.6125563045438784,0.25260006955721176,-0.17925940806871885,0.8619909083327277,0.3453772630658177,0.33630281344023705,0.31534907452922867,0.5777014046127608,0.48156903513228877,0.6125611397341992,0.3699355106118493,0.3966827470834235,0.4279007825960535
