,Pallidum_R,Temporal_Sup_R,Cerebellum_Crus2_R,Cingulate_Mid_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_R,Cuneus_R,Precuneus_R,Supp_Motor_Area_L,OFCant_R,Cerebellum_3_L,Cingulate_Post_L,Thal_LP_R,Frontal_Med_Orb_L,Thal_PuA_R,Thal_VA_L,Temporal_Sup_L,SN_pr_L,Postcentral_L,Cerebellum_9_R,Heschl_R,Frontal_Mid_2_L,Cerebellum_7b_L,Insula_L,Thal_IL_R,SN_pc_R,Supp_Motor_Area_R,Thal_MDm_R,Thal_Re_L,Raphe_D,Pallidum_L,Vermis_6,OFCpost_L,Thal_PuI_L,Vermis_1_2,Frontal_Inf_Oper_L,Cingulate_Mid_R,Cerebellum_4_5_L,Thal_VL_R,Rolandic_Oper_L,Occipital_Sup_L,Thal_PuL_R,ACC_pre_L,Temporal_Pole_Mid_L,N_Acc_L,N_Acc_R,SupraMarginal_L,Thal_VPL_R,Cingulate_Post_R,Thal_LP_L,Vermis_4_5,Precuneus_L,Thal_VA_R,Hippocampus_L,Thal_VL_L,Lingual_L,ACC_sup_R,Cerebellum_Crus1_L,Thal_IL_L,Olfactory_R,Caudate_L,Putamen_L,Cerebellum_7b_R,ACC_sup_L,ACC_pre_R,Hippocampus_R,Cerebellum_Crus2_L,Occipital_Inf_R,Cerebellum_6_L,Fusiform_L
Pallidum_R,1.0,0.33953402881616457,-0.4465098036498706,0.6966485034334284,0.7119234681388321,0.7097528251355089,0.08165129435296446,0.6144752931107255,0.40516191691685016,0.43271967222647534,0.46168119638356686,0.38606457298487074,-0.22726610588578047,0.23182389632451011,0.5915800391905326,0.6198718178466363,0.22871901459011176,0.2911020899607952,0.5928758268637071,-0.3091431302206553,0.5064945106480703,0.4065187905181584,-0.19533257188598793,-0.07499926067928026,0.2831026374719347,0.1316150217736709,0.5365226358287002,0.28570449614547033,0.06181817973605961,-0.3079627111549675,0.6531816708151751,-0.09556324397636579,-0.30370085139011543,0.3532363643703831,0.4815387189687342,0.3308800873854601,0.5715546906622109,0.4443731396957846,0.5958147356151299,0.6095808895996014,-0.2674980600806767,-0.042106734816369416,0.24269824877210538,-0.31014648994480903,0.32230186131334987,0.43678339112288594,0.16880655311594747,0.12026923313161042,0.35022611643045004,0.47038913434626334,0.3012850999780437,0.5549396578440287,0.6192617547305151,0.6551826736856037,0.671323869533556,-0.2470947369873352,0.07382973572193564,-0.03162910435964284,0.043860158398230605,0.4496005735392059,0.6466638848757761,0.5730330507702974,-0.26889098209780915,-0.034200527464754105,0.15680412656642267,0.7043054875016607,-0.272518265567652,-0.4011043316674708,-0.3962955023734655,0.09820194589390438
Temporal_Sup_R,0.33953402881616457,1.0,-0.00432669905162433,0.4992392701481606,0.6580865123509125,0.6428206984479201,0.3788688117149249,0.5552908490974415,0.5085932734464224,0.590364307674597,0.5831703946259885,0.5761253365664182,-0.09171503648643678,0.2452856513193896,0.1963894524009988,0.3195143911276916,0.21939075551191078,0.4683251876735683,0.38346308667862816,0.2308868347252369,0.6950037738481502,0.42210219953512146,-0.05630615055587294,0.20438820689721623,0.015374089709458994,0.07862805049559918,0.601726108471452,0.23521981396890318,0.0885249432991568,0.022311371792372327,0.6155141807175892,0.2539069373782441,0.06368076953045383,0.16396654273445288,0.24733437435423805,0.34299334216461635,0.4483301494277578,0.5740928652433372,0.2841424271134975,0.4760551028532528,0.16988335577883115,-0.019711902646801723,0.246131767886228,-0.16089959494159864,0.5917561536488118,0.3663743051339045,0.07667144556245396,0.2596092626827993,0.49713065492317465,0.18557903678838633,0.5480606650978109,0.5636504460811776,0.44998536511576165,0.5209754229479926,0.4751962431481388,0.12185618765046889,0.44220781707043555,-0.08122443122861872,0.16433991045972193,0.4612554216140488,0.3391784805135358,0.6279821978487059,-0.1538315726452407,0.20840881637966097,0.4179125323370887,0.6557681706300571,-0.2305243030351685,-0.009916039750634256,0.010052543150086978,0.25570804550563214
Cerebellum_Crus2_R,-0.4465098036498706,-0.00432669905162433,1.0,-0.4247291860114693,-0.3755697574405003,-0.46286365788806055,0.20345193606711198,-0.2740011887901786,-0.2932801355621333,-0.5015957074717569,-0.2303067283963866,-0.04941529204239567,0.16840281422079653,-0.17391923975342577,-0.12302822775039071,-0.3684403487621083,0.22118404180678752,0.08502594572439404,-0.6126996410192113,0.7750629299726095,-0.03703403147815316,-0.3405394635771889,0.665887798109231,0.5678194124473273,0.16908008655622384,0.09403905990362015,-0.3577406532478078,-0.28188890561314806,0.013224271689707388,0.48314916194644836,-0.38361464511231985,0.7215831301251754,0.22759846963413036,-0.13542652033142122,-0.6123656691628714,0.11172053648525757,-0.12801074612161256,0.19749589927920774,-0.31965124751613305,-0.28265103709970757,0.7235847592459719,-0.0260489754464139,-0.5168629116802984,0.32178280474743964,-0.10354209688261906,-0.11938876594788618,0.1509562452518233,0.31464715326264936,0.20430069294521744,-0.5565531046726817,0.26356374992967274,-0.4005254873981043,-0.43620153849304866,-0.370147604281379,-0.5969758234076555,0.6640054227641001,-0.1400119022708095,-0.022304246225549825,0.3047090484116039,-0.19787340673491804,-0.5613256351052973,-0.20007787452437198,0.6568401113938416,-0.03524213627654128,-0.10616297776512827,-0.5634519114722196,0.6327014097282583,0.8135897338653062,0.8698009544140053,0.16623681900020193
Cingulate_Mid_L,0.6966485034334284,0.4992392701481606,-0.4247291860114693,1.0,0.7700483749200204,0.6616932117785099,0.28808877494408724,0.7901269211306063,0.5340776083507011,0.4282972942078127,0.46378231137485637,0.5991714813704676,-0.18095783602690163,0.10044142466107175,0.3771772618507032,0.5910293136841703,0.25403979552529227,0.20408912557845477,0.8261524374692801,-0.25668252720617446,0.757477732061821,0.559295080926089,-0.2643214153703215,-0.1842777759512843,0.07567382587188955,0.056615944043808236,0.7692192569720848,0.3954534059259638,0.18403898733634338,-0.22024387636563159,0.6080596208076341,-0.12972177919356004,-0.23468653262556446,0.2647436819574219,0.5049189021002145,0.39462209298990264,0.8433664928985377,0.43608838231851366,0.5809145917152064,0.6627408359172309,-0.14778137523735152,-0.07049789663639988,0.22682197851483085,-0.32126515228757496,0.19403499090517637,0.17485339013995466,0.3468282310171655,0.14890504747949707,0.43788696804027893,0.43747116343613396,0.300199616708181,0.7947107646693189,0.5154777397183334,0.6573023929181244,0.6204129923073421,-0.21602229941902654,0.1732290596776296,0.03116465617315075,-0.02802555106437346,0.35234232794765563,0.7190191833176082,0.6651830368183421,-0.22394678546635133,0.016631525896177547,0.010298758973174798,0.6824182957198249,-0.36392614379754273,-0.396270090785765,-0.3817141319714308,0.21117001733205534
Frontal_Inf_Oper_R,0.7119234681388321,0.6580865123509125,-0.3755697574405003,0.7700483749200204,1.0,0.8246069640665926,0.3712828076545736,0.741645120366832,0.5284660036421043,0.44901068284535123,0.5654790383324307,0.6312808449773921,-0.20853740547233018,0.2811969275808919,0.3334368521284992,0.594864714478062,0.2500819824175479,0.4207867108926721,0.6647847140300451,-0.109759557396844,0.7170939755933766,0.5991017014604169,-0.20471086450752632,-0.00048729928333034715,0.2172853861851199,0.11638481470289982,0.6999959933341686,0.4443195577290746,0.18297548941092456,-0.11609239592647574,0.6602943050037585,-0.05406965673427349,-0.10184308899349817,0.33359385928232216,0.4833111806257245,0.46308540519107283,0.6375301016229494,0.5769609281699246,0.573632769993707,0.6832418796984707,-0.07037193416352565,-0.08828799065904924,0.2895007941112162,-0.2715698459794164,0.39294767337528475,0.41966278487733677,0.2525932176611168,0.2498863975668709,0.5465128852023436,0.4157113704454573,0.46398282613083125,0.7350099981489836,0.48878273036381015,0.7754406476069965,0.6906111013555217,-0.04976405571801425,0.28983677140191666,0.04675308923732617,0.0712009006545984,0.407572936566278,0.7290972040872495,0.7593859695649221,-0.2584941145382836,0.060884449379084785,0.13645798726993358,0.79643849487598,-0.32244635455204623,-0.31143960823860717,-0.29201978165981535,0.319578121189701
Frontal_Inf_Tri_R,0.7097528251355089,0.6428206984479201,-0.46286365788806055,0.6616932117785099,0.8246069640665926,1.0,0.1413040973655297,0.5901541180199535,0.680982315765898,0.661112368980564,0.6621001944851075,0.527777820049881,-0.07296973763322907,0.21420915210018776,0.2564252211256534,0.5363242646311311,0.1755157300239114,0.37496144039893137,0.6569308856248363,-0.17861545019532132,0.5346946472713281,0.7041572150802233,-0.2871195282036916,0.0542577150777377,0.11227768513591808,0.15554264158577344,0.7569517726712022,0.38008997409712975,0.1501141318729738,-0.28728746690186807,0.7578653220248049,-0.17749397439549217,-0.03549204445995223,0.1761085428179828,0.5990647532408454,0.4570056448926923,0.5352485526082428,0.3912020972705031,0.4781465956658646,0.6827055055536362,-0.29124887956871875,0.045867228626313115,0.5489429204382411,-0.38496588137845833,0.544148743484013,0.5367889888917944,0.14841256724282195,0.09248673606921938,0.3772377831288754,0.5996576612818949,0.28229799598376876,0.6225773090529776,0.5820828980227832,0.7097787515841584,0.7626197459185922,-0.29651088213995624,0.37802873828791483,0.030069071001830157,0.0709221367234896,0.6120003707979919,0.6814195003082931,0.708087147986084,-0.35051320363761523,0.2640070050728441,0.3547714859175742,0.8492056445220564,-0.41328125293076584,-0.5048629700752743,-0.40720610809696656,0.19603634559247554
Cuneus_R,0.08165129435296446,0.3788688117149249,0.20345193606711198,0.28808877494408724,0.3712828076545736,0.1413040973655297,1.0,0.6125563045438784,0.12384211318935362,-0.07559358301769355,0.019125961074160126,0.3252172631209752,0.16597672221780965,0.13920109698819044,0.08818862235096596,0.09163935561845826,0.17135745963970675,0.07944606824832438,0.25264311140901363,0.2536087240733573,0.4253397595957948,0.14840498351332207,0.27377893605622566,0.17066528544373374,0.21216825409479514,-0.1613019060798654,0.2650121582193307,0.06501149554968372,-0.01680703954631281,0.11103610528149556,0.016479059263389537,0.3403837149066171,0.04696018757929861,0.30532495752268396,0.03410819482348166,0.2965460523612934,0.3659922471367431,0.412442079265017,0.10194939570962087,0.15044439203869733,0.5213214785928229,0.07377558347315925,-0.10856859435235498,0.12335856357075305,-0.03974681978371617,0.04407986244598668,0.4350995927892059,0.6445983257930354,0.44547016466751393,-0.0933718577395119,0.574733736742992,0.5555730976594012,-0.20816859702545998,0.36386236774282166,0.01570794526671406,0.5337687580827888,0.023517604875400944,0.32833219303705974,0.18134322542576448,-0.044140948941251264,0.17138714582433134,0.38705168847452015,0.23006951859146316,0.11397875572651457,-0.23247227006109308,0.14444187939378342,0.1642675700502259,0.2905926693362888,0.2857512113445011,0.519914864489874
Precuneus_R,0.6144752931107255,0.5552908490974415,-0.2740011887901786,0.7901269211306063,0.741645120366832,0.5901541180199535,0.6125563045438784,1.0,0.3702848368913901,0.3453772630658177,0.31947835346484893,0.5501274449841149,-0.25492782036731176,0.18750731728872785,0.4613526686355759,0.5338864107012388,0.2431889089346223,0.20447392377251927,0.7088864220806762,-0.17925940806871885,0.6699193856020739,0.4279007825960535,-0.08293844737008378,-0.06739468302579099,0.1787163150895891,-0.0018796512384805838,0.6574751840840025,0.3643259558420251,0.12798722912144547,-0.10827050825573795,0.5103440232124576,0.12346836142982676,-0.22715354845659624,0.4868359030668842,0.34470364960770233,0.35027803517244566,0.6868969734043385,0.6102128965999166,0.5312724929614109,0.5172912918187793,0.1224943620912192,-0.1634094397548545,0.0793554289078148,-0.18797487151952977,0.20182555292951898,0.2312542400832359,0.3049279213747241,0.338799495988153,0.5372435350126844,0.20154168284684595,0.6185823760239181,0.9360774909244995,0.4266489083606101,0.6205499576272911,0.4761575656670736,0.12492964223006224,0.16328805873951355,0.09504812181182244,0.042607497228027,0.3171437005176818,0.5327804902077993,0.5745421920051427,-0.07994314234414927,-0.03644989981116543,0.028459835147002267,0.6324414198658083,-0.2230643781142761,-0.1245491260267066,-0.2033524534491342,0.27712712018927493
Supp_Motor_Area_L,0.40516191691685016,0.5085932734464224,-0.2932801355621333,0.5340776083507011,0.5284660036421043,0.680982315765898,0.12384211318935362,0.3702848368913901,1.0,0.5317263719963856,0.6936934073870002,0.46924426152103504,0.2481794385583613,0.14354560627204513,-0.03653018851397265,0.1926438013006423,0.28267543209647666,0.36116757800312604,0.5139229167179019,0.007585503241175818,0.4467754280944775,0.8157851901739218,-0.2127979428376409,0.18896860499843035,-0.08566120108642282,-0.0032529048721240145,0.8308940021628559,0.21402425135320116,0.011168382743873431,-0.21358238536222074,0.6338753963422716,-0.15944511279294252,0.25480768975124685,-0.07378545902520034,0.5734907381864685,0.5347533388871701,0.5181635860566345,0.3236030333360453,0.2895068709284807,0.6669060600276138,-0.2869465474512917,0.3376978091261319,0.6208416032765541,-0.3989903803620145,0.5322027652795175,0.2567668010414127,0.3329646101211039,0.09582438152753686,0.31161434327383636,0.6214002757295648,0.1567264417619732,0.39901542639117443,0.4070884525232043,0.6550779533090159,0.6607850276330979,-0.23486640792023006,0.4597463656110653,0.0500920489721103,0.16331183256651777,0.5034814584337596,0.5860888857124498,0.7272785085691238,-0.330309223979417,0.592494589972549,0.31527516300245606,0.6807405537685375,-0.35430649735954783,-0.46857076400793135,-0.23071878462752374,0.46403161380005864
OFCant_R,0.43271967222647534,0.590364307674597,-0.5015957074717569,0.4282972942078127,0.44901068284535123,0.661112368980564,-0.07559358301769355,0.3453772630658177,0.5317263719963856,1.0,0.5990482948835177,0.3713060067435271,-0.042699324685890105,0.16470746686822077,0.04390749338699423,0.3157709725214511,-0.0765405596438042,0.30815037626648467,0.46299067162931523,-0.3274889316003046,0.2781214805345028,0.4983877841033587,-0.4535201725267534,-0.08544250492059206,-0.14971606573368146,-0.027453629634159833,0.5715006577412884,0.2895105650427553,0.009513264562808892,-0.40173171630547283,0.7594937958599748,-0.3553161810014508,0.12355900790769306,-0.012786145569952223,0.5049445420048315,0.1519804315244159,0.30468605254252756,0.032858801230601635,0.3160038183368488,0.3916313625075148,-0.4440616665231518,0.18827750914344124,0.6946009497600958,-0.5077493328741128,0.681943904672039,0.43752835890563785,-0.15919850603313235,-0.17330707797455094,0.1486384134168053,0.5666481690496213,-0.03453035618903538,0.45452431114492686,0.6408089207787934,0.3940120456023677,0.6838397777379256,-0.5239855802579754,0.5242447416435405,-0.17989673086085964,0.05043441841580556,0.655080283895471,0.40742556291985055,0.47141007908015065,-0.49517931762809053,0.38938750500392966,0.6232905583409437,0.7638149445811344,-0.6702285340744883,-0.6065017970712491,-0.5587624649202001,-0.07560760127052599
