,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,0.4452922722472927,0.15975138817653328,0.3507895481068546,0.10912635324762678,0.3883578909955445,0.03686657229044192,-0.015186405001875321,0.26231461267447975,0.14809256156539202
Thal_MDl_L,0.4452922722472927,1.0,0.17811587165997364,0.5270215387220313,-0.10721290368132803,0.35779544806434366,-0.25695991578271143,-0.06784074806976957,0.3088038226200263,-0.09160927621429263
OFCpost_R,0.15975138817653328,0.17811587165997364,1.0,0.11305807069756571,0.08417287166191892,0.3407819154918797,-0.06056904458368224,0.00250641249550935,0.4372783360381761,0.023131901998018043
Temporal_Sup_R,0.3507895481068546,0.5270215387220313,0.11305807069756571,1.0,-0.17566275034135584,-0.01946266027993578,-0.19267164747117269,0.14324511331543158,0.5649355155899818,-0.2764389215871648
OFClat_L,0.10912635324762678,-0.10721290368132803,0.08417287166191892,-0.17566275034135584,1.0,0.049747041038296275,-0.04518782715181572,-0.15956720317998002,-0.2042561063870844,0.12399139990535925
Heschl_R,0.3883578909955445,0.35779544806434366,0.3407819154918797,-0.01946266027993578,0.049747041038296275,1.0,0.042134666722523584,-0.08249022212571822,0.42225533134885185,0.419118524653332
Cuneus_L,0.03686657229044192,-0.25695991578271143,-0.06056904458368224,-0.19267164747117269,-0.04518782715181572,0.042134666722523584,1.0,-0.0780656678345768,-0.17995153550609616,0.0808782574088209
Occipital_Inf_R,-0.015186405001875321,-0.06784074806976957,0.00250641249550935,0.14324511331543158,-0.15956720317998002,-0.08249022212571822,-0.0780656678345768,1.0,0.24933740308954486,-0.012767969361919887
Temporal_Inf_R,0.26231461267447975,0.3088038226200263,0.4372783360381761,0.5649355155899818,-0.2042561063870844,0.42225533134885185,-0.17995153550609616,0.24933740308954486,1.0,-0.08800358387887215
Vermis_8,0.14809256156539202,-0.09160927621429263,0.023131901998018043,-0.2764389215871648,0.12399139990535925,0.419118524653332,0.0808782574088209,-0.012767969361919887,-0.08800358387887215,1.0
