,OFCant_L,SN_pr_L,ParaHippocampal_L,Putamen_R,VTA_L,Cuneus_R,Amygdala_R,Paracentral_Lobule_L,Occipital_Mid_R,Occipital_Inf_L,Thal_PuA_L,Putamen_L,Temporal_Inf_R,Frontal_Mid_2_R,Angular_R,Pallidum_R,Vermis_7,Rolandic_Oper_R,Caudate_L,Olfactory_R,Frontal_Inf_Oper_R,Frontal_Sup_Medial_L,Vermis_9,Cerebellum_Crus2_R,Frontal_Sup_2_L,Supp_Motor_Area_L,Precuneus_L,Temporal_Sup_L,Angular_L,Calcarine_L,Insula_R,Precentral_L,Temporal_Pole_Mid_L,OFCant_R,Cingulate_Mid_R,Thal_IL_L,Cerebellum_9_L,Thal_VPL_L,ACC_sup_L,Cerebellum_Crus1_L,ACC_sub_R,Cerebellum_8_L,Supp_Motor_Area_R,Raphe_D,Frontal_Inf_Oper_L,Cerebellum_Crus1_R,Thal_MDm_R,OFCmed_L,Thal_PuA_R,Caudate_R,Occipital_Mid_L,Frontal_Inf_Tri_L,Vermis_6,Thal_VPL_R,Vermis_3,Thal_PuM_R,Temporal_Sup_R,Thal_PuL_L,Thal_PuL_R,Frontal_Inf_Orb_2_R,Vermis_10,Hippocampus_R,Vermis_1_2,Temporal_Pole_Sup_L,Cerebellum_10_R,Temporal_Mid_L,Cingulate_Post_L,N_Acc_R,Thal_MDl_R,Cerebellum_10_L,Thal_VL_L,Parietal_Sup_L,Cerebellum_3_L,Parietal_Inf_L,Occipital_Inf_R,Cerebellum_7b_L,Thal_LP_L,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Heschl_R,Rectus_R,Precuneus_R,OFCpost_L,Thal_MGN_R,Pallidum_L,Temporal_Inf_L,Cingulate_Post_R,Precentral_R,Paracentral_Lobule_R,OFCpost_R,Insula_L,Lingual_L,Frontal_Med_Orb_R,Hippocampus_L,Cerebellum_7b_R,Thal_VL_R,Vermis_8,Red_N_R,Cerebellum_6_L,Thal_MGN_L,Thal_LGN_R,Thal_IL_R,Thal_MDm_L,Postcentral_R,Frontal_Sup_2_R,Frontal_Inf_Tri_R,SupraMarginal_L,Cerebellum_8_R,Occipital_Sup_R
OFCant_L,1.0,0.18065871929119853,0.10250611692847442,0.15264034617414574,0.11784740333265259,-0.028430614593219848,0.09477359468390369,-0.0958004318274828,0.030995952517635334,-0.0009096945377413207,-0.14813786850420285,0.25216451669334494,-0.16775254815024723,0.22650832102131857,-0.06483309243579065,0.013295874309998828,0.0,0.03907450045338845,0.15262827224120484,0.27233960593022105,0.2467348244835951,0.30839154911733935,-0.18201047700213152,-0.2784306865104489,0.3505732440126215,-0.1425144165129209,-0.33777124683707654,-0.02767080969806191,-0.3916789938119008,-0.2712429274923707,0.1880532199070466,0.0939835783054646,0.14477447148321615,-0.179558073118248,-0.050144753109777875,-0.13028124849649686,0.05681900560430548,0.028758803684703294,0.08865749130166847,-0.38698737561530844,0.523808725609849,0.19213695392403896,0.02767936812919853,0.0008211411642825364,0.15038849854900277,-0.29681838939991706,-0.04116868637733173,0.09759242880997406,0.030105321116737586,0.16754477709572196,0.0976103710424856,0.1794120784392986,-0.15845203378851874,-0.008829483566997358,-0.1260313249850299,-0.10185291052220383,-0.07561198007475146,0.296671831796557,0.047933897972043414,0.3826830871006146,-0.028423334935644265,-0.010984598767117318,-0.20524390652442268,0.49042432818732656,-0.19580683559902254,0.2879978246254658,-0.1995654061526688,0.2528863731958027,0.21955304004127754,0.032741050775839296,-0.20438043414868484,-0.05959412914068234,-0.06537073356968684,-0.323961618102897,-0.08457678972175309,0.07395966626824634,0.0017866122467285292,-0.1910139124392385,0.29564856395443934,-0.1452612282642536,-0.30744304900289726,0.14346278130037055,-0.3028426181947719,-0.025940140179634363,-0.2650583357903068,0.0227022374235102,0.23078242704946292,-0.2158146946948272,0.09683611311956415,-0.254482374524589,0.004552294385727537,0.28840371302600176,-0.30913284678692526,-0.2742217430416022,-0.06453955104197588,-0.2540335929370512,-0.031988873763826975,-0.32410314073019375,0.10817410335414565,-0.008424807738035424,-0.15233287742441096,0.00044464307774099256,0.14762305461166775,-0.11154221111120902,-0.17059207213777286,0.23944910887338433,0.14380904888589163,-0.30117710620410526,-0.1274046040167808,-0.09986668180340454
SN_pr_L,0.18065871929119853,1.0,0.7272288034412341,0.7550355821042788,0.6744963146079276,0.19067578592688067,0.776847217123525,0.4766726250083563,-0.06611220499162042,0.024063502666268673,0.0017899202393429636,0.8366394810447942,0.16697298562956228,0.7632282991873706,0.04119525630650783,0.7017626450889826,0.0,0.7231253895503825,0.7034741557945848,0.6471464042750179,0.6119832034168723,0.660689455656815,-0.336689854963483,-0.10081659865400867,0.6924717641953557,0.35974799436482596,-0.010630048398493729,0.30229561705105207,-0.2120696589172579,-0.28318502011694163,0.7653866288572887,0.6106297109964056,-0.19521817775256445,0.14145928900571927,0.6185795114410491,0.5799416351210872,0.06676334648880988,0.41145578464942256,0.7693715695666923,-0.2085177194133762,0.4607217363385041,0.17517442838718733,0.5583706058473134,0.4183790036821705,0.4308163419222787,-0.28437285608975027,0.5156090907283831,0.5265467442076093,0.2014497256896716,0.7061122827575986,-0.015496210855918381,0.2683716315556774,-0.10108888866184425,0.21627389571380504,-0.08953264160231039,0.31849731651486096,0.3345480797415655,0.5084286718522517,0.13125153611804738,0.17841318257177774,0.18291539102993554,0.6391813990175383,0.057586134250190886,0.6417209501936139,0.2402493037844316,0.22060379957277995,0.23466826830680365,0.6512432548115012,0.5036997375214323,0.10361682492300618,0.23966147273436553,-0.05541779368229485,0.09010165858494139,0.06009518887041147,0.011506438285991849,-0.024979412425570738,0.10070897995506732,-0.012259114949970746,0.6537726565239748,-0.0251205496133886,0.11545009123562128,0.5261888845774948,-0.030950064463837464,0.43256660846030376,-0.016084711785127177,0.7210521199961771,0.17600690314138773,-0.01997166904169976,0.633559981674798,0.1945699473366363,0.3894201037881109,0.7807899326081076,-0.05353999024043608,0.22956858496344473,0.6938338830905958,0.20925313125621364,0.545474561004195,-0.07333388262687492,0.6492045161703064,0.07209414095414413,0.3338089409974564,0.26873794249190214,0.675205425907907,0.4110100194044473,0.4695680294396774,0.7059315639811758,0.40656762955280445,-0.03946268523134989,0.02787971584988855,-0.13201987130803194
ParaHippocampal_L,0.10250611692847442,0.7272288034412341,1.0,0.7815472907699222,0.4492227574832751,0.3564506693796637,0.6804264293944642,0.5280048213944998,0.08978318407669632,0.06817240531062532,-0.17878800221350594,0.7776487940373218,0.28502782510054314,0.6289087634705638,-0.19945135131218647,0.7167541970795569,0.0,0.6285341616852593,0.6715556314480731,0.4420677087046759,0.6438475138118004,0.49897187938873344,0.01442076394323176,-0.21116275336575982,0.5016880163622884,0.29990285968901825,0.17494396103354595,0.7343026181090974,0.08792518656394324,0.17111764401718033,0.6508502498434288,0.5884256777551493,-0.20047591239591991,0.10403951748785542,0.6897480531139156,0.6156276793121788,0.17815517137962616,0.5133676478395112,0.6950284811913409,-0.011342406091973527,0.4233723895030108,0.1428308017787622,0.5615987537627691,0.5238888251171988,0.594463956938731,-0.10386642087615358,0.4873607106506599,0.3461147439679342,0.41305352709726006,0.7093428120553449,-0.12409615719736074,0.41468129657024383,-0.20565260991267323,0.4319945528253306,0.38653973035774297,0.48231974575911907,0.628044045831509,0.11649545851200677,0.29797425415258744,0.29799564359866054,-0.2970888520270139,0.8376443390890288,0.33443029689264053,0.545100524086366,-0.07721864506333963,0.4813402936625836,0.47914585096584816,0.42723448590513374,0.3833579811901534,-0.27507537531080567,0.4802593373034672,0.3555194229777611,0.4848813871651593,0.08840315489602432,0.059445620065849865,-0.11759915606891626,0.4079079272486807,0.010896923633464896,0.41376365386785613,0.47561429151025597,0.06304807073818192,0.29454435118382627,0.20115701557677623,0.3701039789634992,0.2634762276510807,0.710507356835109,0.22287062338200947,0.08236143891506041,0.5937593930321051,0.31693373952421977,0.19303560631174077,0.5886600609902776,0.4325852460056487,0.32509730456192304,0.7321134647257846,0.027289601886836504,0.564301302856844,-0.15652781350138092,0.8457582857072783,-0.0778786902939723,0.23376069417699513,0.5413329346803234,0.7895968118188376,0.49357203503959013,0.43984528721127447,0.46365922621059547,0.5791481571035464,0.15406543407187195,0.19867678819199994,-0.13082971057556214
Putamen_R,0.15264034617414574,0.7550355821042788,0.7815472907699222,1.0,0.5258839486745814,0.3250348037770116,0.8508716597880498,0.6079552654156187,0.09520704667174837,-0.03087701079042602,-0.05976843456117714,0.8831276007018692,0.5025257830897315,0.755544990187418,-0.20586904201798895,0.8469179522882077,0.0,0.8436986633959181,0.8428143421038277,0.7609556577228069,0.7621153249390632,0.5308498412511018,-0.04592944523584741,-0.24385376949865326,0.5955279095227438,0.432365358079798,0.164598508530614,0.3971794102713187,-0.039234200858459745,0.0415369616507193,0.8808898480422319,0.6516191618342534,-0.13866180593196767,0.2482911078477126,0.7281790828827536,0.6851977909452681,0.17147071076928222,0.6063827167161275,0.7600892364606394,-0.05897142771675437,0.33126602889468465,0.12701557872247995,0.6519102544451476,0.5439924487095608,0.4614113935626005,-0.18271944010623356,0.5557270677293832,0.4986719122529405,0.44672476541509826,0.8636767182099016,-0.0064112004914371155,0.1657142520511922,-0.12899694607931247,0.43650342396232095,0.11332592453786408,0.6133385868871617,0.643456849145264,0.264722016812911,0.40455211848508443,0.21742091510240966,-0.12143603591496673,0.8553263787446072,0.29789659936238616,0.43446672553483623,-0.006511368040723508,0.2661065471564415,0.4690877809428853,0.7394004741648244,0.46320486118294824,-0.05378906824054269,0.49877851967085524,0.24218342782782884,0.38640174829528134,0.06904813909074442,0.10731833293201772,0.05329712953692388,0.40123281002278327,-0.10777785185201712,0.499681209316503,0.2746197335372166,0.22868938172194433,0.5440488664354153,0.14210516793362554,0.3504110663547166,0.2524791178786847,0.8286356138163955,-0.04855014598585037,0.03599313421111018,0.6993421468618659,0.33252595107480676,0.44539221713468596,0.6580760049563763,0.27567536706660545,0.4415691951881573,0.6838550977019563,-0.016017055192464522,0.6847542443482043,-0.19222196814858297,0.801489225121867,-0.06465660376295604,0.23432033528878676,0.5476572556468672,0.8068372704455335,0.5269033525311819,0.537548985934046,0.5943542455000661,0.6090250026508154,0.041108042872558447,0.11078394946531496,-0.11045918906356873
VTA_L,0.11784740333265259,0.6744963146079276,0.4492227574832751,0.5258839486745814,1.0,-0.17005688114764875,0.5537882018600847,0.47110663003071024,-0.22148180498661563,0.08185472654983401,0.23685193097548768,0.5409335460283757,0.0884034747610857,0.5983887114546774,0.22219102416059536,0.49015816248817096,0.0,0.5392839038576749,0.523476182918029,0.42980547292347887,0.3098128047797169,0.5876881935697953,-0.2942956962577203,0.00585870837608994,0.6223584857698174,0.46173034457248413,0.19754104349552687,0.07491745902263137,-0.18501147801944784,-0.24294338076503855,0.5334536736683494,0.5159116413181744,-0.061776787094281006,0.03210511711310056,0.5110051615124069,0.4809661522650301,0.20209627795654453,0.2671264249988995,0.5594765295758087,-0.08436238346913637,0.2445740964978194,0.15220478386722341,0.47767869341340846,0.272475842662154,0.27516564996984727,-0.24165640239450376,0.5499200170232845,0.39588206141760257,0.09413584778956026,0.4705262707112562,0.014061792563318715,0.21580019608581474,0.09746949498929924,0.1307717262871934,-0.18104802774365425,0.2301810651126483,0.09395733529563159,0.48384968259274014,0.04853368406517597,0.12939983720441273,0.3911672568249033,0.4557294591085173,-0.10254386542834869,0.2929471031744386,0.4490592235896098,-0.0626208851150758,0.24600724850988215,0.4220672907974398,0.5008219747730092,0.3839241597215467,0.17713515759066809,-0.22480437828735825,-0.10535459284612451,0.24796594344691728,-0.10322025555915615,0.06823842303112578,-0.04063037793361439,-0.06056516600177167,0.5661822514349466,-0.24207834229411976,0.2976738206481078,0.4062097461045567,0.16455113117608258,0.3819129297442688,-0.030306590821462885,0.5996904058797748,0.09654328259870872,0.12650467366423865,0.4890367799103094,0.34924284898233676,0.3018239478006951,0.6180838359674907,0.009354965196680068,0.0475706906688935,0.6079955690952549,0.1282183817555133,0.46566650465094483,0.11170535692849748,0.34817461748204565,0.23912015733932337,0.41527490555948343,0.17122790301083896,0.4110227149078561,0.3904542840623894,0.5586949043146721,0.6519975055212741,0.2586146960382056,0.11437807604061584,-0.10687613631228338,0.13327773837797263
Cuneus_R,-0.028430614593219848,0.19067578592688067,0.3564506693796637,0.3250348037770116,-0.17005688114764875,1.0,0.21910730255488772,0.07664371871102872,0.4453455445713119,0.0918764879444436,-0.38925701446652017,0.2535736393695287,0.17282804983330746,0.12530257898568933,-0.5552556828856957,0.19020737100890384,0.0,0.21477874006711697,0.23134070894992734,0.1966042884218062,0.46907375373276383,-0.0813789358985226,0.35001010159710516,-0.3424774375495206,-0.027202741327389982,-0.10881104778944797,-0.3952653020691827,0.40123363927791433,0.20964358219536944,0.1716916666229806,0.2290442258964983,0.18034818319001283,-0.22264996658677513,0.18130670607149482,0.039667437664088645,0.07406613038593633,-0.2498931057018193,0.443475967581346,0.16645379271104915,0.017128314291792658,0.17457257674149085,-0.1588292277191887,0.15994141604273485,0.38635031622506827,0.25166465239493785,0.05612149508835005,-0.0932632298516302,0.07021228923150566,0.35642938960770526,0.39395998385679304,-0.20839183435219139,0.048805109886055756,-0.3123016738422886,0.3436306760881211,0.33427695511975186,0.26375978187259325,0.6221980455529508,-0.0823426392158479,0.2597304190425538,0.10207948434184573,-0.4789998749347657,0.3363232338619154,0.3493780088837206,0.2581565336724553,-0.5911054055277732,0.532981316406266,0.1091792218220882,0.10290778241702242,0.05623062640264828,-0.6416896225692371,0.21886580566261513,0.3363795375496847,0.5579498032507647,-0.4997323737374456,0.24710812005813715,-0.31774490663143296,0.4427074173441499,0.20861514751556348,-0.07321496843630447,0.5846190382167037,-0.4658340620391817,-0.04056510281844572,-0.2695224702462331,-0.17852441773658997,0.29626994657691447,0.028469096639505986,0.011669596604114985,-0.28186483717913025,0.29046243655927706,-0.20434102746778948,-0.09473163455420001,-0.0621401393480866,0.14219523122635086,0.12115220907006725,0.030135817622614875,-0.0916996620248595,0.1261897621691423,-0.3694774979296976,0.45810405099373547,-0.3136333281320494,-0.4432608233372583,0.39796116145667393,0.4673574682990696,-0.019865447007814733,-0.3020811670489488,-0.1204939543802044,0.38708434438516737,-0.34306653730019215,0.2957065522966482,-0.5326273507337007
Amygdala_R,0.09477359468390369,0.776847217123525,0.6804264293944642,0.8508716597880498,0.5537882018600847,0.21910730255488772,1.0,0.5518171207408342,-0.03035951516912903,0.010567563203968292,-0.048851739310385674,0.8300672231330162,0.49924178671556607,0.7564144107548396,-0.036336839837719515,0.8468017768552429,0.0,0.8541712130485074,0.803295465864789,0.7363412395150558,0.7282419409074536,0.5983493799576444,-0.17483929325640063,-0.072280256557825,0.6491422589574523,0.4458762682828828,0.14012306117495493,0.25632489604386743,-0.09185975515151579,-0.10492642349146646,0.8779715627430349,0.6501475857537592,-0.177770902566018,0.12136865613933556,0.7011992539215789,0.6641484262479699,0.09594857538139731,0.45941797219842145,0.7670912230697517,-0.02188911339532171,0.3213983635389084,0.10101784408248389,0.6384982143309276,0.4613111598175941,0.4320043964972571,-0.09356182825134703,0.5361175650650537,0.588174548491688,0.3282240121741109,0.7755928840469758,0.026065444443381398,0.16340691842091976,-0.022014430268279015,0.28558259723347923,0.004162616296817669,0.557795973417622,0.46093682177259204,0.2695352010863136,0.3528500785588413,0.12566609756532446,0.03528175557806571,0.7218793526658636,0.33450466646842436,0.45372602259604994,0.2041620534272234,0.11518373037903701,0.2969092630597981,0.7642782991028763,0.5311356426908405,0.036373769555045364,0.39448809108968164,0.12636102319125095,0.26432535500906357,0.14251516246229462,0.10538128450714848,-0.028863228444574743,0.2203973539794626,-0.038772168742831535,0.5923639587834201,0.12739022887368576,0.32363122593175414,0.6848735833539443,0.06282550157336292,0.4723270299836455,0.08236257354927656,0.7807600891654823,0.07842739691751309,0.008038588802832631,0.6719806035493124,0.24802801787209117,0.5228876383439073,0.7194416751565799,0.11392516431318588,0.37309251273609206,0.6561524929626944,0.2305648944276125,0.6781333581058968,-0.05826533063548523,0.6785254895190135,-0.047919703127427236,0.3635290057089879,0.3255433704290751,0.6613962870643145,0.47496739502609914,0.554895389191478,0.6719840576164055,0.4923254118981614,0.06508038032547296,0.1322617476336314,-0.07826438075543758
Paracentral_Lobule_L,-0.0958004318274828,0.4766726250083563,0.5280048213944998,0.6079552654156187,0.47110663003071024,0.07664371871102872,0.5518171207408342,1.0,0.12350854303276027,0.03827152143610135,0.23641293737164684,0.5027174095492475,0.3712381598022824,0.6494304491705086,0.014836830963750585,0.5766689572402447,0.0,0.6406674127639934,0.675731129742128,0.3299083303411459,0.482442702449134,0.4340799554970515,0.11661401722175184,0.06621090914044928,0.5380441967466967,0.8306678854697782,0.4838536296875402,0.45168651087761497,0.05239197456078386,0.1631690669845756,0.4882246315009569,0.8355093498091396,0.047985949548131256,0.19219216196376596,0.8056057894885098,0.6556077561272199,0.2802863762630464,0.5935811352815327,0.6434210918764248,0.0777093857552405,0.04002862492676685,0.11573383592903023,0.876773755365916,0.5811706171693084,0.5211764131371461,0.08463726680912936,0.6461291270442518,0.12273202651135495,0.43238201180118957,0.6825333248860637,-0.007006461122153218,0.3085007730720928,0.038671912446669905,0.5633553199839006,0.260526691512247,0.5755842259451357,0.5170308581094782,0.21296559351193786,0.35823759463620103,0.13132126016448326,0.008808345083954765,0.6520900506940644,0.18918287555637142,0.08008230908406033,0.2629732590183628,0.15408966666883153,0.6541941467904236,0.2752918255045133,0.5049651822910509,0.12650235386496064,0.6796177959495152,0.20136404985592396,0.20495402312585803,0.4567749208985658,-0.05314060802653099,0.03974943716103298,0.4961391367612519,-0.057942840251769316,0.44837823446273173,0.17807742866226622,0.3597141184867558,0.341237282147046,0.47171445487843583,0.28090494167170316,0.3007930037933941,0.6905955409216938,-0.07231482198363236,0.3970416826842766,0.8151961138811086,0.77681238293897,0.24566691187302864,0.36869301925567877,0.3752614971083297,0.23787509210800095,0.5520575332376934,0.06994734940939279,0.7047682923308575,-0.013531559620790064,0.5191252685244572,0.0946826253344528,0.16561929510053475,0.4992317993772466,0.5701070131667832,0.6323147616112228,0.8203667062841139,0.5902627449503093,0.44631381374684964,0.3702585775899723,0.180886527540012,0.09203330898286187
Occipital_Mid_R,0.030995952517635334,-0.06611220499162042,0.08978318407669632,0.09520704667174837,-0.22148180498661563,0.4453455445713119,-0.03035951516912903,0.12350854303276027,1.0,-0.06280098842758225,-0.15663053813981578,-0.018207728302351324,0.25610403813180216,-0.0036296118360285416,-0.4617385192853383,0.039697610430846124,0.0,0.03233540336083878,0.0875679808129812,-0.021379836616722155,0.28740093613073425,-0.15583786524331794,0.4252353138488641,-0.06156210239916472,-0.04438788229554398,0.03576373248296402,-0.09868717949434565,0.2371715926361,0.17003476517879973,0.32047267988169825,0.03718099062392334,0.1186339138827565,0.12005941991341766,0.07710912107933861,0.05668044951253064,0.0187895549242671,-0.13582469059611801,0.344408180489416,0.015433491784482712,-0.02679078406173648,0.07659282974898676,-0.15022876202576027,0.18155988972426618,0.27765793101671926,0.12244555351368035,0.3472259019684809,-0.07154430109572837,-0.18883534816354292,0.34473199477917693,0.20981148419241075,-0.07240589074504054,0.008728009626585927,-0.16997577076452267,0.34645044181793294,0.42244814775796774,0.2930334221583969,0.4781623904612704,-0.13667263267805488,0.29411893499086456,0.224607380119788,-0.352356737335026,0.15977012328680149,0.24782426153679588,-0.021969784948425348,-0.3722093168029853,0.2730842486921993,0.2595566164180538,-0.0843451046586089,0.027184398206758498,-0.376926106568795,0.30943134318696025,0.23651882005195993,0.37895037566290607,-0.29090461181028165,0.12523701176754104,-0.18778626876053214,0.45414917433916796,0.12072720442678386,-0.14926541427229875,0.4881976639408869,-0.22138714665611967,-0.09120651983074088,-0.020809718774155578,-0.20857512075850773,0.34445586173168125,-0.038052097574042265,-0.02575037288112419,-0.006804933011431733,0.21311876157843226,-0.009889063783838978,-0.18181906691923327,-0.24116355421991134,0.23574419861846166,0.14025111988489525,-0.05592892172119927,-0.0905814763361255,0.10964178238573632,-0.27963472401875966,0.2345101730373333,-0.16437539990845765,-0.302121050713903,0.3409003967981214,0.2001544806494965,0.09956789025053178,-0.1689604719273718,-0.12460116802425034,0.31995521245410435,-0.18225516477171094,0.3260912977042688,-0.2928077952344242
Occipital_Inf_L,-0.0009096945377413207,0.024063502666268673,0.06817240531062532,-0.03087701079042602,0.08185472654983401,0.0918764879444436,0.010567563203968292,0.03827152143610135,-0.06280098842758225,1.0,-0.038445854659771184,-0.004770085633650357,-0.15020101029509167,0.014882839105200557,0.12391620475423155,-0.0469987347926212,0.0,0.01716712271108965,-0.021541010771182936,-0.039861539935675705,-0.020297709699061448,0.07752899207852225,0.0738977720457997,-0.12068446884843466,0.003024327656905739,-0.009606113484331982,-0.11177612318816384,0.052967208686779,0.19515724817264182,-0.004670133426420803,-0.033077306856067856,0.08135920898974773,-0.0348135827165443,-0.07331955201641752,-0.020921093033405665,-0.05247305805544827,0.0489343333510649,0.0034905100878752657,0.023408496016077016,0.1715581053221776,-0.06224035727669063,0.05231395799112842,0.015393184627166056,0.04384448337660918,0.03629246040990095,-0.20438970259427444,0.028047853997888124,0.007186768801137094,-0.10981560193448967,-0.015548653894295173,-0.11640134858174321,0.06979742772030366,-0.08025314863489627,-0.07459565832531496,-0.012734160870666778,-0.10109220919978272,-0.04504072075624634,0.03547268390234475,-0.07181958528093459,-0.021548047254985585,-0.09719347046523434,-0.014768794384451675,-0.007789164118834109,0.04130560368573663,-0.03361346197668301,0.10609527497560411,-0.05486791257063298,-0.07265416977670064,0.08011480414054699,-0.108725161884212,-0.09264181335483815,-0.02872123610098348,-0.037126685018696974,-0.02296620909734661,0.006908607014891715,-0.06321471940737464,-0.08073260236587812,0.18423968116281142,0.11443696655617049,-0.0006242712841447431,-0.11954157830639163,0.009242411588760633,-0.09554780500448554,-0.009896917046258474,-0.05546670761512118,0.02587707492808774,0.0786641479069561,-0.04958555735568614,0.05806553418123817,-0.06802178183686758,-0.012890303438399931,0.047064373830697316,-0.0018719845881833737,-0.13455386875565695,0.05934242309416189,-0.06056707967873564,0.0031420916760626595,0.1319094772921698,0.058915502792274865,-0.10685650264136896,-0.012361789947948124,-0.08762331255697291,0.03959601387016904,-0.053027341878897134,-0.06064310065282959,0.030906545305208973,-0.03348548309716616,0.029536693462584314,-0.08411409043639585,-0.0082336534972571
