,Temporal_Sup_L,Thal_VL_R,Parietal_Sup_R,Thal_VL_L,Precentral_R,SN_pc_R,Temporal_Inf_L,Thal_MGN_L,ACC_pre_L,Temporal_Mid_R,Thal_PuI_R,Thal_VA_R,Cingulate_Mid_L,Occipital_Mid_R,Cingulate_Mid_R,Temporal_Pole_Mid_L,Thal_PuM_R,Fusiform_L,Cerebellum_Crus1_R,Olfactory_R,ParaHippocampal_R,Fusiform_R,Red_N_R,Thal_VA_L,Amygdala_R,Supp_Motor_Area_R,Hippocampus_L,Caudate_L,Precuneus_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Paracentral_Lobule_R,Thal_PuL_L,Cuneus_L,Cerebellum_7b_R,Temporal_Pole_Sup_R,Vermis_9,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,ACC_sub_L,Thal_LP_L,Precentral_L,Parietal_Inf_R,Supp_Motor_Area_L,Parietal_Sup_L,Thal_MDl_L,Precuneus_R,Cerebellum_8_L,Frontal_Inf_Orb_2_R,Heschl_R,Thal_MDl_R,Thal_IL_L,Cerebellum_8_R,Cerebellum_6_R,Vermis_6,VTA_R,Cingulate_Post_L,OFClat_R,Vermis_7,OFCant_L,Pallidum_L,Thal_Re_L,Frontal_Inf_Tri_R,Thal_MDm_R,Occipital_Inf_L,Thal_AV_R,Cerebellum_6_L,Vermis_10,Insula_R,Thal_AV_L,Occipital_Inf_R,Thal_MDm_L,Thal_LGN_R,N_Acc_L,SN_pr_L,N_Acc_R,Heschl_L,VTA_L,OFCmed_L,Thal_VPL_R,Vermis_1_2,ACC_sup_L,Cerebellum_7b_L,Thal_PuA_L,Parietal_Inf_L,Cerebellum_4_5_L,ParaHippocampal_L,Calcarine_R,ACC_sub_R,Thal_LGN_L,Cerebellum_3_R,Hippocampus_R,ACC_sup_R,Frontal_Med_Orb_R,Amygdala_L
Temporal_Sup_L,1.0,0.4084123902966867,-0.2758054275694475,0.5983996804819767,0.4572762045032164,0.2637392321044099,0.2904460990984089,-0.003613161160456493,0.105700159744305,0.39817739556066234,0.11821840255802046,0.4799305908943155,0.43202346376421463,0.2371715926361,0.521111257009258,-0.09410846253136693,0.42167460338117924,0.7699177391435117,0.11694444789535284,-0.05149648246753,0.6319109667818795,0.5394127691706886,0.6196297808241287,0.5284250735077098,0.25632489604386743,0.45483994015130064,0.37315290914470384,0.4117897909070755,0.1358165195282081,0.24433492705550316,-0.02314297253863998,0.3113248988681085,-0.13088914028742887,-0.053164277908884,-0.13669930007067438,0.06756672836905538,0.35477412469930714,0.6526439900440953,0.3483716362805653,0.181083099655297,0.5580945400889702,0.48522147856417125,0.011280197400124889,0.2617415997600339,0.4576709664150463,0.49663361744688045,0.22260500548289536,0.089892271047205,0.2236179938573449,-0.03968578081750596,0.2024706696805187,0.4865845742395969,0.332545183094772,0.11465823701555192,-0.19161220505707055,-0.21397418065448084,0.43989542906397955,0.2958355099409073,0.0,-0.02767080969806191,0.40628231726752745,0.5841190289683962,0.4834539108357321,0.3175211751023979,0.052967208686779,0.11460702939805222,-0.21542066102300803,-0.5222824536680432,0.185908623626579,0.19127683668148185,-0.0172330115577384,0.46693419323350677,0.5694540606653052,0.03313312194426751,0.30229561705105207,-0.08366498044177301,0.4909052189289555,0.07491745902263137,0.024281736113616104,0.5887430047230445,0.27815254513057946,0.4501883542281227,-0.17548648406824427,-0.10961461319559031,0.09783240478729506,0.566089846809782,0.7343026181090974,0.47024201219425005,0.20327676280875523,0.4209245353675982,0.7218137822463527,0.5671745699796561,0.23213770853500526,0.11817364492423237,0.47768697540860805
Thal_VL_R,0.4084123902966867,1.0,0.05000335270088023,0.7072613930933045,0.7282767438022605,0.6928599539325019,0.1231581662402902,0.41480689935031584,0.2262554753997863,0.39294471256107977,0.43866006834601334,0.8331417927774671,0.820799974786809,0.10964178238573632,0.8342287157963622,0.08718847348260333,0.6992775427394684,0.30251468528959835,0.09049821880432957,0.4647271636377053,0.5705264875801944,0.36421505876761073,0.6805428012088818,0.8098989229604984,0.6781333581058968,0.7214911391498375,0.7137196018421119,0.8315598555112299,0.34601559707874596,0.5050421315313149,0.13136624272615893,0.5379827237106282,0.23457880954856555,-0.030426729040130305,0.007855594812609631,0.46998525712729916,0.12845705557963494,0.2615581486624952,-0.053101606821573714,0.07509313822285496,0.40806374666025064,0.6904274410979406,0.219062464063237,0.6814503996998178,0.16549728778956732,0.7630548139881059,0.3654773869089789,0.09281446191346383,0.13750039058940142,0.4971408953565264,0.7652734220911744,0.7764648176405166,0.15485018450775517,-0.008210110823920409,-0.0145689643174593,0.3622461497288137,0.5870831169802218,-0.05619084240733337,0.0,-0.031988873763826975,0.8134868845483711,0.495497272216283,0.5336081048078645,0.8290937969859193,0.0031420916760626595,0.657419636573401,-0.02275002682634921,-0.06417441434596703,0.6742643311416914,0.7527374504123028,-0.0014707135477416706,0.8699513281978897,0.5380878327456109,0.4485992908438637,0.545474561004195,0.3919582791574107,0.7279096339782903,0.46566650465094483,0.3250965244261384,0.5962034571210953,0.2768167907603705,0.7725875637986251,0.023163581421737127,0.237295020594469,0.3234675437551876,0.2291225979539667,0.564301302856844,0.3422126775925721,0.10916973953395652,0.6585014728241241,0.19239341721648853,0.7585807949446,0.7329183678721388,0.34720730502685443,0.5795816209797374
Parietal_Sup_R,-0.2758054275694475,0.05000335270088023,1.0,-0.21101852132434262,-0.025761238005852987,0.20700171379406931,0.04645488101601416,0.5192079146020051,0.20915343372204534,-0.6453827863741324,-0.05500577902584051,0.10908718523892336,0.23507854582711407,-0.4919532050893401,0.1486933463157974,-0.044573858777893056,-0.2382504677487576,-0.3365798146298837,-0.1805825043232141,0.08041491137247875,-0.4907087729488696,-0.5821213452111275,-0.3077976669879658,0.019671138103463583,0.10680146917207621,0.05870788121192645,0.23045378399264901,0.0016383292469890516,0.4611715312033492,0.24836061632484616,-0.05977793628204616,0.27321080878502496,0.3381827162047507,0.5308989900402039,0.4231697988895392,-0.12847377731432227,-0.47703547243104033,0.02066629987532834,0.032536339747108824,-0.19464585718163274,-0.46735598737586254,0.0802449414232148,0.5362568737581563,0.1991518550339411,-0.4008206423745821,-0.1293458473116822,0.3586816084370085,0.31911120617513544,-0.26618598751851025,0.33702600422686885,0.166193187147065,0.16314489022922457,-0.3217136368158577,0.3711854109380958,0.36079112697556687,0.49540958271961727,0.013880375022227493,-0.2810515132881137,0.0,-0.11131522719499067,0.21450120491276214,-0.3235298227875323,-0.2954504507665367,0.3195256003486072,0.07121867415606288,0.12273143625131328,0.49401314529807916,0.48700255479165944,0.023819259483710324,0.3643410336506185,-0.1530735279289105,0.14855803379612686,-0.2835991260059969,-0.015966189006125876,0.1644048733956069,0.13721405489501198,-0.1698390267345282,0.41618712843697003,0.19100258754512703,-0.29076869672168715,-0.39717264062750124,0.18250051833394595,0.1915283368137995,0.5049726792675088,0.6522249750286333,-0.56352225078017,-0.08496296249794287,-0.5394667144328733,-0.11841368706939127,-0.0015851992320742834,-0.5363172920723119,-0.17502793842620942,0.2725470740573634,-0.10413724453543667,0.07131771814192103
Thal_VL_L,0.5983996804819767,0.7072613930933045,-0.21101852132434262,1.0,0.5654174271865144,0.4524003821388942,0.011498584578281885,0.17175011422159642,0.006616247339987249,0.5392947210856665,0.5382428673028239,0.6684841621429697,0.6942345274087348,0.30943134318696025,0.7163738109177918,0.05012784884163737,0.7829121894500713,0.410765832871816,0.2877413652969511,0.08165478499263443,0.648666160257554,0.5791187567028061,0.584743422113529,0.790228191164899,0.39448809108968164,0.6588573474710453,0.42039294859506865,0.5685052379304744,0.3879596412632259,0.1892031849994345,0.07308307468161912,0.6436353022041291,-0.09279968561526901,-0.12913264954675607,-0.14901795881828464,0.2038232659299081,0.3535792858774901,0.34359086245159426,0.1446757763577061,-0.08049808166193449,0.7832731159484481,0.5739538119261759,0.31376078774459754,0.6299441165603984,0.340606708876355,0.786680874557959,0.43656636039996766,-0.09585841279122038,0.24515721273709745,0.45918114062753795,0.3050419190640989,0.6463878374716532,0.25618220667156943,-0.09696790137085592,-0.08963467966270944,0.1960636802272783,0.6678938302358537,-0.1137993628945454,0.0,-0.20438043414868484,0.5606934445737856,0.5380170523438,0.581980453464971,0.5316311994183953,-0.09264181335483815,0.4794449256689334,-0.11293922598116002,-0.2586911631922218,0.3734426638692262,0.5009856606874517,-0.021333461414544553,0.7612986031871307,0.6519321121678247,0.1944968801766002,0.23966147273436553,0.03277719137291543,0.7948194956694804,0.17713515759066809,0.0017283546787103892,0.8287211814401314,0.37454627724498196,0.4390937224048403,-0.05397872752097075,0.15703939003156028,0.26849969329867873,0.45776432672762785,0.4802593373034672,0.5503216493795081,-0.03835512050127312,0.7127750244824186,0.40523451598762783,0.6815064667369523,0.3110930871305164,0.2777601759057975,0.2748740473118207
Precentral_R,0.4572762045032164,0.7282767438022605,-0.025761238005852987,0.5654174271865144,1.0,0.674460521900609,0.10443075981533707,0.09376521963461476,0.47345953871001795,0.4194329269787938,0.11562696713086747,0.7282774163662885,0.7469076323091192,0.21311876157843226,0.7750014086170602,-0.02742827462301275,0.5923640921765867,0.39156890799202065,0.016653026862741994,0.44281692524681865,0.5993645474819681,0.3394300983135408,0.6716945998819085,0.6904515160125133,0.6719806035493124,0.9107091501471902,0.546343862576767,0.7646886316851206,0.0812172680406905,0.6818636597631537,0.22705088270254228,0.37290442747847447,0.3855899671295434,-0.10797580100664536,0.012257593047311876,0.483253303995727,0.09931939700016007,0.4644008288263055,-0.030372685479841652,0.3416296103742138,0.4399161772104525,0.9561284682547566,-0.053686480263624804,0.745075618001905,0.2450079597968285,0.6969430159521105,0.09914868131706447,0.17800975782961168,0.3228305683036433,0.13714507778139254,0.6648573220855069,0.662496381888165,0.2671931759325534,0.021922041045909432,-0.07857394777640075,0.08545913190025874,0.43006672364347487,0.269233108320953,0.0,0.09683611311956415,0.7053944322337324,0.35989300782908107,0.6986244856323296,0.6467308888519511,0.05806553418123817,0.44984941552446256,0.03507438539565565,-0.08307339455415866,0.6597879573143485,0.5237460311362047,0.06541731359575485,0.5821073438815892,0.538932385165798,0.41571067942784934,0.633559981674798,0.389289228810317,0.6685966362592215,0.4890367799103094,0.2588197449219831,0.5650544820671765,0.2308638854543728,0.7794935718836189,-0.0713727480134133,0.12883922037750375,0.1383706715284854,0.23729647853994532,0.5937593930321051,0.2511464775343297,0.27965467327682775,0.47261881366862896,0.2812586324450078,0.6671804925904266,0.7264624347951791,0.19162741927227897,0.7060808562841573
SN_pc_R,0.2637392321044099,0.6928599539325019,0.20700171379406931,0.4524003821388942,0.674460521900609,1.0,0.1360408137128574,0.4139352788101542,0.3925617441395071,0.20403361916701332,0.31781252692090556,0.7082252657636475,0.7207361447278344,-0.06822075489702784,0.7310065350512639,0.13408182642841343,0.40918444027743234,0.18906942056367423,-0.002300504170498035,0.32529283051567687,0.4005591090287572,0.18436721715081714,0.5926301635640865,0.5642556858392345,0.562644297342248,0.6711363998991543,0.7267873536671353,0.6002615982611409,0.3804158700715057,0.6141672491219351,0.046126842190447936,0.4666263272969841,0.3610218204977998,0.03686657229044192,-0.02475823664519547,0.25840374030049773,-0.010084138380862041,0.3535813111542557,0.13173529483788785,0.10654276550101327,0.20496403648419273,0.6747154200140142,0.27205316599995943,0.6738907629733297,0.06545198167701814,0.4452922722472927,0.39339273282930937,0.2120715718395774,0.3784476911997832,0.3883578909955445,0.5905661115835387,0.6386834593176901,0.15105225613736514,0.16217757932641075,0.0374338062413234,0.4579245055797826,0.5522047142315633,-0.040662343811621496,0.0,0.05626210066537635,0.7116907867047493,0.19865144665508563,0.5269438782375163,0.7998682093102022,0.06851755577434097,0.4557266336267302,0.1990317038778229,0.09306666522367497,0.5310567871054572,0.6010367285231951,-0.015186405001875321,0.626214185247245,0.43959662176847747,0.26632124098126225,0.6047305451265736,0.2429642821894027,0.5796517178516647,0.6846588103790492,0.13246682711917654,0.36243368417385174,0.12982021842388855,0.6740469355861581,0.08484728641055396,0.2898368191007594,0.39723403986473266,0.11193430118702015,0.5286752670844674,0.16008499171547713,0.0992618710136753,0.5461054303416883,0.06708966312823998,0.6378713410324752,0.6996788474242888,0.20633181893729716,0.6534583848589585
Temporal_Inf_L,0.2904460990984089,0.1231581662402902,0.04645488101601416,0.011498584578281885,0.10443075981533707,0.1360408137128574,1.0,0.2645525164477834,0.12525429598405421,-0.2309524910670875,-0.18539223827570084,0.1757769301120914,0.07736152773397084,-0.02575037288112419,0.12120563086327904,-0.03819278138914031,-0.06550807054500771,0.30538391513996826,0.18076771287754576,-0.15324630013837304,-0.03453375190807357,-0.0696481945096597,0.1525639569769839,0.0575564802383732,0.07842739691751309,0.08924499197580305,0.17502883566466987,0.039725955600795636,-0.058106055427393444,0.3053989455018031,-0.31382922930530316,-0.21647272237018797,0.1976817836116085,-0.008465544812836177,0.11916368734080367,-0.07022580323471801,-0.03651183250812368,0.45079181934082174,0.3724291429049226,0.13302622379246978,-0.06985660791502754,0.16328480033492027,-0.12804641214593504,-0.0021262952468939634,0.14219069914778268,0.056192985232377576,-0.039888131368724246,0.1813445709024504,0.09932059099425358,-0.04570426235932034,0.32654861521156175,0.1929063174405079,0.13386514919448994,0.40510800915278616,-0.002201889143511852,-0.028044798915825616,-0.08705620938916604,0.18792915911207472,0.0,0.23078242704946292,0.12688336551266813,0.05525070503803313,0.1354232546588999,0.22664028286763716,0.0786641479069561,-0.0007126019794392607,0.20991679865191215,-0.1360890570318298,-0.0005677027303975771,0.15696064223429698,0.04582069362300653,0.19404754334541843,0.06315299668409964,-0.22552080627967996,0.17600690314138773,-0.1396485879027879,0.014294445863257397,0.09654328259870872,-0.02234382220527168,0.054331260446031114,-0.04482572683496084,0.24976310487984277,-0.17358716043450634,0.0746524800632383,0.04688672447555428,0.09895664128106348,0.22287062338200947,-0.061937050996642116,0.2875617873014851,-0.12409322591414264,0.18735716784385062,-0.01726597334300633,0.12836823271534997,-0.12032252823942012,0.3227159280651056
Thal_MGN_L,-0.003613161160456493,0.41480689935031584,0.5192079146020051,0.17175011422159642,0.09376521963461476,0.4139352788101542,0.2645525164477834,1.0,0.2274643136376843,-0.1918765607876579,0.39532242152086167,0.42651441267806345,0.4543397073051742,-0.302121050713903,0.4214049365905585,-0.0034088845485983825,0.21039412624343257,0.01764976670251102,0.003953088749124393,0.1501480653352904,-0.00920429919642745,-0.10668263224311618,0.1858387480860846,0.15825607303606407,0.3635290057089879,0.16260566871023632,0.5585786375527154,0.31353141623218905,0.47460889223963626,0.4159755409985566,-0.17111684002127128,0.30573742600011067,0.16342888910042222,0.08458485154610722,0.2676375905692262,0.18269023816673116,-0.31883466548302436,0.1319505120760614,0.15790812214828473,-0.2075980111726881,-0.18010603662170035,0.16495990617265605,0.48512508807580007,0.26426278127276853,-0.06940059781623618,0.18388912184107148,0.39056606600260707,0.1353753910346402,0.00045943816011316253,0.6142251511559187,0.310489520932483,0.5109947843815087,-0.10680924559272773,0.2146161956936597,0.1814779430585493,0.4497410431589569,0.2136537042674686,-0.3886784012946755,0.0,-0.15233287742441096,0.4966565539199404,0.0652357194206427,0.08008836965667208,0.4740820707688765,-0.012361789947948124,0.4124033554351657,0.159541700088414,0.2503355218036547,0.32676681150673614,0.455884776817754,-0.08577823814648255,0.48090318781069447,0.04023434371017764,0.1986294293882119,0.3338089409974564,0.23478773882044393,0.2861846597814549,0.41527490555948343,0.2996475640711061,-0.011541508197695336,0.04543750961689547,0.39534452061757086,0.1024524014628508,0.37486986616041673,0.5259637242426447,-0.1372164626444333,0.23376069417699513,-0.10207796378158847,0.028658421785359323,0.3926784453476326,-0.1735653234806652,0.2785294200679288,0.49077690130479557,0.1879440785006873,0.28233719701454696
ACC_pre_L,0.105700159744305,0.2262554753997863,0.20915343372204534,0.006616247339987249,0.47345953871001795,0.3925617441395071,0.12525429598405421,0.2274643136376843,1.0,0.017902872633568708,-0.04263707427561514,0.3806075645554657,0.2880970714500783,-0.16055520768645454,0.3496687906521115,-0.29188680437425757,0.12932500768666746,0.22620409251041165,-0.2797619269409428,0.41162667129208447,0.17924302001900877,-0.1448702734198603,0.3278197658134539,0.09436952242635441,0.4792057251656803,0.385050097228678,0.29706316481357875,0.521241468188709,-0.20981907885958528,0.7539784580885269,0.3164584342729586,-0.0815627236830252,0.4146346140370037,-0.26174554914068393,0.21067936058537906,0.443259246749859,-0.3306106948816311,0.5014995218170629,0.0812466719278932,0.523369936935666,-0.007346936113837902,0.5247817081376457,-0.13667635166726838,0.2241810600459779,-0.20908155491182934,0.3021740985862222,-0.2776317085811454,0.3104931640066636,0.38074164428770824,0.02014985580486722,0.37417207031268385,0.35462938049468107,0.04587528168789468,0.28981464461582807,0.026634638287686252,-0.045466029703199226,-0.12446763882493236,0.28711022942978676,0.0,0.3250681363159124,0.3832120962680214,0.07765738884913202,0.4136880815318138,0.2922028100536444,-0.0029128500011919405,0.3852091899644042,0.15590367226728938,0.2186257701336815,0.5520621735486079,0.1594576457084377,-0.011674147747985746,0.1720554289000284,0.08924601032530366,0.3125823579740145,0.5933523516099589,0.477659386067758,0.2797562034925055,0.463126409964953,0.39594809418183824,0.07511961085168116,-0.059491385713402116,0.5308896857441264,-0.06291268511769495,0.025542088331978522,-0.05609235539256364,-0.20007028963439658,0.3898381853201329,-0.28906942510766526,0.41882494118903313,0.12121098565655193,-0.07692793374674813,0.25352844907573213,0.5370506649374291,-0.02904934911208899,0.5602000554399333
Temporal_Mid_R,0.39817739556066234,0.39294471256107977,-0.6453827863741324,0.5392947210856665,0.4194329269787938,0.20403361916701332,-0.2309524910670875,-0.1918765607876579,0.017902872633568708,1.0,0.30511615528128766,0.40260941826789604,0.33882698051271326,0.5021991381555428,0.3831420318423973,-0.03727520974163327,0.6115759756254072,0.5186094714645317,0.1733760167443992,0.2727479018885528,0.8852429435657202,0.8855229946909198,0.7158854707196259,0.32923928020061,0.37221855079290717,0.3736334940005511,0.23651555223643958,0.43713846562899333,0.007678563312787235,0.03069392547743631,0.22797243608019238,0.19882987041239078,-0.29776226739094613,-0.33595721799436246,-0.22562856920632657,0.5244411068114709,0.414265368493313,-0.010894741147228083,-0.18913999362168202,0.1947996763972853,0.6461978071930874,0.30614458486417734,-0.16472983184122003,0.16558847342776065,0.41506581220018735,0.38372791464967665,0.057658628000647194,-0.26178982238912724,0.43703171347715036,-0.08092940954268903,0.12814300532715872,0.2910398035577743,0.3087365178804666,-0.4805755559620434,-0.30384793989913694,-0.32355547422039965,0.4330223125124685,0.18509361117905504,0.0,-0.017932261183417675,0.26453196640690135,0.5790246583544563,0.6637418948089443,0.09398087069636941,-0.07196360645730486,0.26432027445400214,-0.4090749281969492,-0.5257142179477635,0.4539763561849866,-0.015675041832426777,0.1906248008813444,0.21813517968901996,0.5510445344911669,0.3834316686565169,0.19728981042786986,0.208813928495432,0.57980412113423,-0.030298628421482527,0.05449516288749779,0.48750213751032245,0.6285671931367705,0.22909709551225985,-0.1690948699063537,-0.4225479472505223,-0.25688616746110315,0.7269125250074395,0.4765408096706447,0.7595743632371621,0.10395485940967222,0.46379595264637713,0.6420021904237692,0.66518434140175,0.1949814648429391,0.40179906861813836,0.2623531529870282
