,Fusiform_R,Vermis_3,Thal_MDm_R,Cerebellum_3_L,Temporal_Mid_R,Vermis_9,VTA_R,Insula_R,Cingulate_Mid_L,Cerebellum_8_L,Paracentral_Lobule_L,Cuneus_L,Pallidum_R,Cerebellum_10_R,Thal_MDl_R,Rolandic_Oper_L,Cerebellum_Crus1_R,Frontal_Sup_2_R,Thal_VL_L,Calcarine_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_R,ACC_pre_R,Thal_VPL_R,ACC_sub_L,Heschl_L,VTA_L,Thal_LP_R,Thal_LGN_L,Vermis_6,Cerebellum_6_L,Cerebellum_7b_L,Thal_PuM_L,Cingulate_Post_R,Putamen_R,OFCmed_L,Cingulate_Mid_R,ParaHippocampal_R,Frontal_Sup_2_L,Frontal_Mid_2_R,SupraMarginal_R,Thal_MGN_R,Vermis_1_2,Parietal_Inf_R,Hippocampus_R,Angular_R,Frontal_Inf_Orb_2_L,Precentral_R,Amygdala_L,OFCmed_R,Thal_LP_L,Insula_L,Thal_VPL_L,Vermis_4_5,Amygdala_R,Thal_Re_L,Temporal_Pole_Mid_R,Frontal_Inf_Tri_L,ParaHippocampal_L,OFCpost_L,Thal_VL_R,Cerebellum_4_5_R,Frontal_Med_Orb_L,ACC_sup_R,Temporal_Mid_L,Thal_MGN_L,Thal_PuL_L,Parietal_Inf_L,Occipital_Inf_R,Cerebellum_Crus1_L,Occipital_Sup_R,ACC_pre_L,Pallidum_L,Cerebellum_9_L,SN_pc_L,Thal_MDl_L,Raphe_D,Thal_PuI_L,Temporal_Pole_Sup_L,Lingual_R,Heschl_R,OFCant_R,Thal_PuM_R,Thal_VA_R,Caudate_R,Thal_PuA_R,Frontal_Sup_Medial_R,Vermis_7,Rectus_R,Cerebellum_4_5_L,Thal_AV_L,Occipital_Inf_L,Cerebellum_10_L,Angular_L,SN_pr_R,SN_pr_L,Temporal_Sup_R,Calcarine_L,ACC_sub_R,Putamen_L,Thal_LGN_R,N_Acc_R,Olfactory_R,SN_pc_R,OFClat_L,Vermis_8,Fusiform_L,Thal_MDm_L,OFClat_R,Cerebellum_3_R,Caudate_L,Frontal_Inf_Oper_R,Thal_IL_R,Temporal_Inf_R,OFCpost_R,Cerebellum_7b_R,Postcentral_L,Cerebellum_Crus2_L,Supp_Motor_Area_R,Supp_Motor_Area_L,Occipital_Sup_L,Cingulate_Post_L,Frontal_Sup_Medial_L,Precentral_L,Frontal_Mid_2_L
Fusiform_R,1.0,0.7102372507325411,0.15545745891430068,0.8010288590759091,0.8855229946909198,0.5496676960611493,-0.2581419287823351,0.27096191223097826,0.3521124326689032,-0.13369369844967974,0.28839567991684795,-0.13473640068341525,0.39100742861955445,-0.48435921708825963,0.07564799626968396,0.36506354405146496,0.41317234919990053,-0.09544995675912171,0.5791187567028061,0.8773334158717843,0.3569647922908616,-0.14069123144250328,-0.02698395570724452,0.45871455000044353,-0.03475795452410799,0.518879751235166,-0.13921029317135858,0.2427276951506577,0.4622728162336955,-0.16590313788793581,-0.3202674185869086,-0.17322073127951526,0.3954943441536711,0.12439574469080106,0.4010331715608751,-0.0667049311412887,0.37973773854669585,0.834879467495857,-0.0489349990004319,0.07569132809999744,0.571603791215742,0.5862778538429444,0.6548341501555974,-0.055226362940813796,0.626454901343441,-0.6222835395961072,-0.010973667218940856,0.3394300983135408,0.2657285171226816,0.09351942120589501,0.5915731913415948,-0.1514498704600145,0.390984054504147,0.8858969827536815,0.3002856425712183,0.5953756435079527,0.23939671018242728,0.042560478704745025,0.5103213480882811,-0.04876101689538841,0.36421505876761073,0.9215958003519404,0.10882893588692436,0.12123457505311526,0.3380915787680445,-0.10668263224311618,-0.4196717838292395,-0.08744013111118787,0.20140850478694275,0.1587237964921632,-0.26079584017698476,-0.1448702734198603,0.26605355185597546,0.033834884215277965,0.5107920587518064,0.32009543257070594,0.5909328376568226,0.07443192551489056,-0.07477989670587819,0.8226377472155761,-0.012533689806505053,0.00901826323759619,0.5528215384529716,0.41673538014251277,0.38637331088357096,0.46634643648200924,-0.14524167676735603,0.0,-0.014962874532213597,0.8651197778804277,0.027005090102037877,-0.04650213486176444,-0.5429727250195547,0.3776847314691867,0.3671841279155089,0.06860390284232708,0.862849365391087,0.6312917553951684,-0.009673739015054774,0.14702979126451637,0.573503356565274,-0.005357170602133619,0.058420858381003436,0.18436721715081714,-0.21771842723567789,-0.19253313317836346,0.6329532090273032,0.28245007805837724,0.07051567026094448,0.7757324292678296,0.2968148615127556,0.5000277606909354,0.4499277229291802,0.6196087234448296,0.0067668994025616,-0.11294311263360078,0.10669311136186713,0.06426982241785643,0.3142784539329305,0.1358961990339436,0.44410577062930984,0.5097955648497597,-0.07585211982628387,0.2428398231158551,0.047605796482746474
Vermis_3,0.7102372507325411,1.0,0.21555704216345595,0.5020688515984613,0.49045135041280546,0.5030334373380714,-0.07698544736334505,-0.06523789303039358,0.2728044368055937,0.001939544580099354,0.260526691512247,0.07521299093971341,0.15133117864659718,-0.40952434999361687,0.10563568281504469,0.27688955774203766,0.4539686724841332,-0.15401212535474662,0.5039026650351477,0.7258511563510884,0.2749830257563878,-0.08202369808149196,-0.16316581451702653,0.416649724797233,-0.12412180423953555,0.3498190815839416,-0.18104802774365425,0.39031249573619553,0.38632861038619537,-0.11795050041317433,-0.06077713279208559,-0.14009652390321167,0.28726218995262703,0.3649376372547971,0.11332592453786408,-0.3442508924580842,0.2655008444179714,0.5295978867051734,-0.15425923342410475,-0.025285842059127286,0.5016147057984336,0.6033864924179015,0.3707548760555955,0.10972652882118239,0.4156862301916964,-0.3676680109159306,0.21213332237963184,0.1865752382174872,0.12064961769774629,-0.04152015319272252,0.5204037817282932,-0.2515924728688063,0.3197619369686231,0.7454055637370594,0.004162616296817669,0.41495936816917633,0.10472301701383435,0.13663079663392677,0.38653973035774297,-0.14313454915132645,0.2593351874977541,0.7959984736868688,-0.16710893303552532,-0.04993079054160712,0.3987315260925923,-0.04134458097974598,-0.3447302292431736,0.13473639517619537,0.10966293225429967,0.21408419857152708,-0.05077634773451452,-0.321503446601263,0.17673482923562903,0.16666820707982202,0.18878125800136028,0.1863911393525435,0.4721960001731632,0.0034640176911200455,-0.16242584867670992,0.7759551947558839,-0.031926398457453264,0.010894692428918044,0.33542635292736256,0.30676532735708917,0.15760362088148844,0.3901991614244143,-0.2255525807554476,0.0,-0.1377256141372678,0.7305749763377648,0.07534280715904457,-0.012734160870666778,-0.3863021299979732,0.2884485831691855,0.05041185030707044,-0.08953264160231039,0.6160143288997283,0.7513372634711818,-0.0653528665869614,-0.013208334993572246,0.5416977691891638,-0.3116555201213923,-0.19824525306368934,0.14204378002777016,-0.1291396447402797,-0.12767949197624007,0.5341145040074272,0.34222022547452813,0.06752272232251931,0.7293993416783737,0.08326500510521227,0.1679739619524904,0.33426664360580705,0.21405648158762935,-0.24553651316339412,-0.16229887907296053,0.20538588129673374,0.0864639667281934,0.21052618411482182,0.07841729701311904,0.30431139381265365,0.5728901409687651,-0.16296576259132997,0.14486519867024847,-0.02536007240983699
Thal_MDm_R,0.15545745891430068,0.21555704216345595,1.0,0.031639725080638594,0.09398087069636941,0.10200912975695584,0.5538040528812154,0.46623470037339343,0.7519888461980501,0.42548670442201014,0.6461291270442518,0.23963989804028968,0.6770561591849884,0.34919670484701315,0.7168799048170483,0.5824041371098769,0.09101191052081455,0.6334492534293542,0.5316311994183953,0.18579106748730742,0.13022419254042325,0.1179923585199383,0.3274400448890752,0.4229475987480864,-0.009682019800114105,0.5341481485362397,0.5499200170232845,0.614109852217326,0.5147359246088975,0.09553005598381342,0.3524398499429971,0.14212886125076138,0.4780779424195729,0.5339218024711049,0.5557270677293832,0.1381030442843402,0.7496960249456482,0.312837345416402,0.5081565903237574,0.668839777675705,0.6106574759419019,0.41030138546683403,0.0023017438614861777,0.3563097597680559,0.5977678777297156,0.17916675510883615,0.07068671737834006,0.6467308888519511,0.6066119869220398,0.28067963483197766,0.1602563167674436,0.5069998887161107,0.4772411349068492,0.2014091677271519,0.5361175650650537,0.306448271222693,0.008984805750351033,0.321707809118286,0.4873607106506599,0.19065008611275436,0.8290937969859193,0.07623904555348282,0.09325266861386612,0.717240999325547,0.15240917324605818,0.4740820707688765,0.42628399855834115,0.5555776221728788,-0.07483349059325717,0.13654795056435384,0.21680445114931482,0.2922028100536444,0.7841818793436633,0.5192494812847703,0.3337424532395296,0.5423336734629873,0.43612908957923713,0.4964133149194737,0.052896497039092674,0.3181409571590553,0.47456541244273337,0.16774614016984213,0.38363834740778224,0.7467995968076009,0.5476001420171751,0.2616514901319536,0.5730392535406306,0.0,0.27963025633827554,0.0903071731933558,0.8047009760910703,0.028047853997888124,0.35176553834838376,0.07381639232794432,0.37270644410361803,0.5156090907283831,0.34234486117372503,0.2527648279771882,-0.009870149232235994,0.5049947732819283,0.4581277415072919,0.17600124418656612,0.29406418234971055,0.7998682093102022,0.04610008291488103,0.11065275789643438,0.1389195020419141,0.8464410767033569,-0.042991433088391186,0.07785342933179124,0.6149237530156294,0.3729500791494943,0.6549377868903337,0.18318499149740522,0.12029901468828663,0.06981048819798218,0.7112917827230747,0.015710522079328028,0.6171990920766972,0.6451267819287101,-0.04291306679854662,0.5927382116745601,0.49886316511351847,0.6369675066612408,0.6410299026745653
Cerebellum_3_L,0.8010288590759091,0.5020688515984613,0.031639725080638594,1.0,0.8002595348891791,0.43412409592042833,-0.4099880077550446,0.28834945288853375,0.24759990774535504,-0.16025845861678573,0.20495402312585803,-0.24316729287022112,0.33672081922690217,-0.47499286464445845,0.14433265976558363,0.34224219631210534,0.13417877347949966,-0.08884836584881008,0.4151911648052251,0.7028221666086091,0.18226596502613457,-0.2743245052676818,-0.05540695815080394,0.37458012837274746,0.12712600791012588,0.4400667055077286,-0.10535459284612451,0.04055540045024964,0.3442211626490832,-0.2859699157962945,-0.42957343311739365,-0.1640368369034103,0.2837658963892456,-0.15633377958902223,0.38640174829528134,0.15370726743642105,0.3038877404195769,0.7447589939903614,-0.014372850831235028,0.10275928800756273,0.3675879726333461,0.3388644183711123,0.5634944575296639,-0.16341061770460774,0.5375439780380203,-0.5961440272659418,-0.0073164715247985655,0.2862110627084093,0.2181015605384248,0.12186902823815478,0.48272777517409093,-0.05586282280918834,0.28917146583946174,0.7657600583253992,0.26432535500906357,0.5745517792678979,0.12138682970851832,0.12620971493148947,0.4848813871651593,0.12478107251384267,0.2978990549008648,0.7572619020041104,0.11626790768738665,0.11889156416088674,0.4081679570550358,-0.14094038281424653,-0.42219851019912996,-0.20604098852909344,0.16096921906753012,0.08224572653279026,-0.2915455679350589,-0.07151500218912815,0.20361760672004228,-0.08626626172151163,0.5186080019469883,0.26834358354365784,0.3979350771825612,0.07734168698692852,0.0804850955111962,0.5942760410591316,-0.0842046574071141,-0.09010726000233825,0.48314643478961533,0.3102385855810795,0.4247823050922101,0.39112512890587364,-0.1013679230520334,0.0,-0.059930343447602334,0.80466507400689,-0.09049498695560021,-0.037126685018696974,-0.6265772994534733,0.2941705597784923,0.3726844776077724,0.09010165858494139,0.7293008146554077,0.41811797951553,0.06627052203281068,0.16099391105640698,0.4397728366364595,0.09429239740035467,0.1145167712699402,0.016112798028102615,-0.07230197189409313,-0.21710976089123382,0.6123206713524633,0.18069773942364056,0.1017159271756457,0.6796593326045524,0.34316626052816457,0.49820355251439313,0.4197094216785112,0.5252117298649929,0.15769071703359255,-0.24234463865522465,-0.001544085388457524,0.015152233556928544,0.2348808842264656,0.04235451630154444,0.4210771380482175,0.3059926324974917,-0.005416921526969605,0.1980792729080977,0.022574127144811378
Temporal_Mid_R,0.8855229946909198,0.49045135041280546,0.09398087069636941,0.8002595348891791,1.0,0.414265368493313,-0.32355547422039965,0.4539763561849866,0.33882698051271326,-0.26178982238912724,0.32413379126239206,-0.33595721799436246,0.4295649687818605,-0.5255536365626537,0.12814300532715872,0.40813376760063874,0.1733760167443992,-0.0025442196047042137,0.5392947210856665,0.7595743632371621,0.43703171347715036,-0.3133876467874385,0.1107823129640097,0.48750213751032245,0.1947996763972853,0.57980412113423,-0.030298628421482527,0.1545454435053541,0.46379595264637713,-0.30384793989913694,-0.4090749281969492,-0.1690948699063537,0.3529195849154829,-0.05818139446870271,0.5258666154269367,0.05449516288749779,0.3831420318423973,0.8852429435657202,0.10488475815476202,0.1688168070572918,0.47416120043240967,0.45629241743855736,0.6285671931367705,-0.16472983184122003,0.66518434140175,-0.68686896510431,-0.18913999362168202,0.4194329269787938,0.2623531529870282,0.2799956818887545,0.6461978071930874,-0.0655039557549708,0.457988135510716,0.7675864985280452,0.37221855079290717,0.5790246583544563,0.2213022305454599,-0.010894741147228083,0.4765408096706447,0.025753374335488407,0.39294471256107977,0.7517386570646473,0.22797243608019238,0.1949814648429391,0.2593793705098217,-0.1918765607876579,-0.29776226739094613,-0.25688616746110315,0.1906248008813444,-0.014505793812050994,-0.3921683770713124,0.017902872633568708,0.26453196640690135,-0.14542926941687365,0.6295221382486141,0.38372791464967665,0.6609358875976257,0.10801333624843201,0.07776500635993774,0.6500015113666009,-0.08092940954268903,-0.06595046128699548,0.6115759756254072,0.40260941826789604,0.5490657288871409,0.5285383195369086,-0.06665207217401657,0.0,0.1236988697197184,0.7269125250074395,-0.015675041832426777,-0.07196360645730486,-0.5237097889840051,0.17385555006553244,0.4867674034869361,0.19728981042786986,0.9026849986423063,0.3634428331168574,0.10395485940967222,0.26178668655318416,0.5510445344911669,0.208813928495432,0.2727479018885528,0.20403361916701332,-0.11855369534901133,-0.2965143383925701,0.5186094714645317,0.21813517968901996,0.18509361117905504,0.6420021904237692,0.43713846562899333,0.6484478797690696,0.4941751665108851,0.7013789864657675,0.20093142213253612,-0.22562856920632657,0.047428052044096,-0.01623107884873278,0.3736334940005511,0.16558847342776065,0.4251830942124294,0.4330223125124685,0.03069392547743631,0.30614458486417734,0.12135296843736261
Vermis_9,0.5496676960611493,0.5030334373380714,0.10200912975695584,0.43412409592042833,0.414265368493313,1.0,-0.13695880928718845,-0.245709445506221,-0.009552567354009566,0.11244951187100852,0.11661401722175184,0.06875546895364551,-0.05144910742920651,-0.34460560550693786,-0.08105055280837149,0.08251161410031349,0.4648280761353344,-0.29482196045023407,0.3535792858774901,0.6620338224257363,0.026979212134971235,0.058726326827681634,-0.36083612423325206,0.3415710004583285,-0.22363827906492964,0.16868017985909253,-0.2942956962577203,0.2838604230035977,0.11001521783774189,-0.057332852206423326,-0.09634168687534124,0.03504071626115285,0.020161547992103714,0.1557208372460943,-0.04592944523584741,-0.4546150233057783,0.028329847035181575,0.3121840119445749,-0.2984669308819824,-0.16520474345152214,0.34363664736661265,0.6027408160609586,0.2076112557965262,-0.006251675703871286,0.17349658350565952,-0.504918682452385,0.11961998998136682,0.09931939700016007,-0.06389576801477972,-0.2654197737537939,0.31736500101841497,-0.4517496739594783,0.21613508542252555,0.6678011558904888,-0.17483929325640063,0.245072049276946,0.3349132468395302,0.09150851144238263,0.01442076394323176,-0.3942870665123346,0.12845705557963494,0.609045130555646,0.15127540880910564,-0.15534943443392332,0.40556593995704543,-0.31883466548302436,-0.3176897331307133,-0.06943674376539724,-0.008696934611151643,0.20454170159967253,-0.1480293931668509,-0.3306106948816311,-0.05662656953949548,0.295418348383739,0.008271137641008428,0.13368449188267678,0.30577399730877236,-0.039293894673216576,-0.3849319451359619,0.619635755703019,-0.04863324896611281,0.16001754591708664,0.15027109758319632,0.05155571469414055,-0.021850952159761128,0.20939650549077155,-0.2698364529886184,0.0,-0.3361330050778315,0.5882791102126432,0.027475953218656368,0.0738977720457997,-0.29930939403494217,0.5457590674452326,-0.22384382674845119,-0.336689854963483,0.4599705046290145,0.6856820284992018,-0.2860615068538201,-0.2970904500359864,0.3976192540709123,-0.47142300148528044,-0.3205226064778791,-0.010084138380862041,-0.14596807523128905,-0.13072111581937784,0.22493902223506915,0.16825784923702666,0.025366724360642117,0.42411673406626355,-0.09083391374299768,0.018348506978109514,0.11736567027428474,0.19314793559044321,-0.3649573059716682,-0.321331487487721,-0.06557245905449975,0.15665327735845302,0.08790781040372106,0.10771764626839994,0.4822871136348654,0.3173841253860593,-0.320317460545117,0.06861872480665454,-0.07825176581916035
VTA_R,-0.2581419287823351,-0.07698544736334505,0.5538040528812154,-0.4099880077550446,-0.32355547422039965,-0.13695880928718845,1.0,0.08997960443339022,0.3735098741737488,0.2303189904655607,0.3238204384581752,0.2672707084993524,0.18258540072516355,0.6423499550837495,0.2374265398296241,0.09423492663081806,0.08566916537774545,0.30999911674712793,0.1960636802272783,-0.1852720333816342,-0.12201001311224732,0.3625426073225745,0.14154792036079258,-0.026252284490335984,-0.3403559299696593,0.17902073447753727,0.37979925645940804,0.3192142491221167,0.26364900823543164,0.26167869598246896,0.4239452977346385,0.31409464515439606,0.24616410333585215,0.5313438578759696,0.08729138399536049,-0.03405584809184889,0.3125709708992779,-0.23225688545694234,0.15592310449833185,0.16696963388108088,0.28726401422723985,0.14106227761186863,-0.1933755987389573,0.5888442234936887,0.14867282972013396,0.4116376154259565,0.04031282897898437,0.08545913190025874,0.012545090340336509,0.12107469046137605,-0.12505337177094922,0.16623724899214903,-0.07585711295075302,-0.2810764028382708,0.15810479935367516,-0.16456322072025284,-0.009763902045351977,-0.10259786654312048,-0.04620678518680605,0.18287714507867792,0.3622461497288137,-0.39170921063939323,-0.062070779684775965,0.26409902903870147,-0.39046090280165735,0.4497410431589569,0.2291723515126146,0.5824410051221665,-0.07806810762044761,-0.009601034556244519,0.38808144851656956,-0.045466029703199226,0.3950156256209408,0.4163738129828559,-0.22701626700418595,0.09635126885577754,0.02334164314547932,5.922348101850723e-05,-0.3492790289035945,0.036806071217274056,0.707683406284785,0.09300665008132393,0.0782449069921134,0.28234942507987243,0.04347522477080662,-0.09813428385113555,0.1631658014654489,0.0,0.3048892850617619,-0.28943363158552504,0.5087413760940975,-0.11700437658196368,0.7427750350013044,-0.19506061913782194,0.14724331256268058,0.1446496885233619,-0.18475979177673024,0.07037536543106013,-0.16996709707756438,0.04463661803962315,-0.04130728736526032,0.05134600957111792,0.06637840069645914,0.4579245055797826,0.11448982309029795,0.3592560262793473,-0.38948015742183495,0.4531989755959755,-0.492947115148034,-0.4632889359812641,0.12124983481716838,-0.21986143917642278,-0.03239457871918116,0.13269140427912507,0.13455273931963257,0.09236753198890785,0.5460872720678668,-0.17649557413839045,0.1817273040697661,0.4249567575570471,-0.299725841174063,0.34006946583969716,0.12460749393681894,0.11271007945104225,0.2039404643035359
Insula_R,0.27096191223097826,-0.06523789303039358,0.46623470037339343,0.28834945288853375,0.4539763561849866,-0.245709445506221,0.08997960443339022,1.0,0.6624689012768811,0.002819110493175298,0.4882246315009569,-0.26668024461358497,0.8591320667578515,0.08827614593327533,0.4979522324788972,0.6235226327732023,-0.23437019877360635,0.6983495132243417,0.3734426638692262,0.13932721480320565,0.22866207652749246,-0.24532114175284334,0.6949315667191964,0.29995639070805036,0.36470762527017103,0.631637217055125,0.5334536736683494,0.1194999297912585,0.49543111374253995,-0.09339755059451492,-0.13681744363824128,-0.07241740290282074,0.5745359853086962,-0.10152300817275922,0.8808898480422319,0.5939692770024901,0.6788043261865669,0.6260177198807074,0.7057393099600262,0.7661887414011814,0.3292387192770331,0.025708235362290464,0.34070534956572973,-0.09690093555208674,0.7288660642237035,-0.09751940356317715,-0.3519982577988905,0.6597879573143485,0.6845514270896735,0.6976508388576836,0.28150019297371986,0.7681946105816755,0.49007338568064285,0.11348718804949104,0.8779715627430349,0.4580243549207459,-0.1290873762595109,0.12052068637194552,0.6508502498434288,0.5347349527313633,0.6742643311416914,0.0896781204804926,0.37567983888191203,0.7214765025149042,0.09216835002342598,0.32676681150673614,0.28268903505938475,-0.020100925638945777,0.1282097210945452,-0.10207260860708968,-0.16333633537488026,0.5520621735486079,0.766978991114511,-0.040141309393658474,0.7911944648435565,0.5619910065376581,0.4917747892586733,0.4839429955879639,0.5379977589808329,0.0639468642628675,0.27771187436596323,0.06795909868408137,0.6218713666282604,0.728043844537406,0.8113112571139453,0.3870240034433855,0.5836037422992758,0.0,0.6732955521716457,0.143001512156685,0.4199317735515529,-0.033077306856067856,-0.013354881709316847,-0.20027136704571985,0.8460127377706301,0.7653866288572887,0.48227843744524207,-0.21525934168068894,0.38885810632699697,0.8488142883331188,0.33373136665881264,0.856899664705032,0.8041899401625047,0.5310567871054572,0.0333151993014493,-0.11468411364379331,0.3855280755921485,0.45473236787548404,0.13532032776952355,0.15592876447615678,0.8152485900721879,0.8165612843698243,0.6231911144883505,0.5355834895339462,0.6205029423395776,0.08248889829087441,0.33554071483700654,-0.1134790702802397,0.6100596695498244,0.3945879947742173,0.004965209734526532,0.25746277483698493,0.6257071633858333,0.6012243264622207,0.6109577112593965
Cingulate_Mid_L,0.3521124326689032,0.2728044368055937,0.7519888461980501,0.24759990774535504,0.33882698051271326,-0.009552567354009566,0.3735098741737488,0.6624689012768811,1.0,0.057287689978129046,0.8265499703161615,0.0905108994817103,0.7999031817653925,0.2687975976037859,0.5636702056529693,0.7580929845623355,0.0965662568235513,0.7061890539759174,0.6942345274087348,0.30876761405469266,0.1756084418522822,0.024193000508330727,0.42139769478118383,0.5119618310954417,-0.017004916109250905,0.7874559667487492,0.5004416170930014,0.5349702633135324,0.7072805466009094,0.035198919658727054,0.0671799378825729,0.010909946448330278,0.7372841147763358,0.4714639549708087,0.7079673387671905,0.2899460353354081,0.9698256538456207,0.5326926903745881,0.6130975874130966,0.7245932434310465,0.7661920471376007,0.31261941344223093,0.32729568319473956,0.4131139172209758,0.7578898704337571,0.039934177368432126,-0.001437094578077527,0.7469076323091192,0.5881906931488196,0.3869423251322207,0.4098811087770137,0.5664571259132096,0.5311578326346598,0.3303056559540338,0.6876375331359075,0.42905888242427465,-0.07083586430054069,0.3022063313807868,0.6245184420109534,0.4261277087034243,0.820799974786809,0.2216913677085051,0.12761667844558902,0.7275799901812273,0.08270457564792913,0.4543397073051742,0.1709906702528851,0.5495807296682481,-0.006758554772125433,0.09649336624863063,0.12403538283217258,0.2880970714500783,0.8377671344025309,0.2177715409095541,0.5343322156075457,0.630578394335586,0.5769639229307858,0.4970184827001896,0.13816612543730958,0.43667162451618696,0.5296498632061603,0.10531951535619938,0.6804213720215562,0.8590562387887031,0.7027607833401164,0.4514165848719367,0.5410789862509464,0.0,0.4383329439045117,0.2532868648600475,0.6558921327024935,-0.03492648689325279,0.12381834298293831,0.04981520001522556,0.6560122976156063,0.5658231412857505,0.5108530812616545,0.2052015661472515,0.0726589840770828,0.6079549437475998,0.5397181297704222,0.4229313528176777,0.4284911459782493,0.7207361447278344,-0.03050693490402356,0.07416521887364937,0.37487362580915956,0.750105751043055,-0.17452466998122276,0.18424511320862688,0.7483271296262795,0.5730668497471658,0.6086231597931614,0.459254628734399,0.36561914202694545,0.09154951401597343,0.8258342309706589,-0.09082005618647652,0.8495897422427042,0.810122888160161,0.03848195658831849,0.6824348693946671,0.5648260793425659,0.7726087709387561,0.7037358648627084
Cerebellum_8_L,-0.13369369844967974,0.001939544580099354,0.42548670442201014,-0.16025845861678573,-0.26178982238912724,0.11244951187100852,0.2303189904655607,0.002819110493175298,0.057287689978129046,1.0,0.11573383592903023,0.3342234690412921,0.11578238985650784,0.15165868000490465,0.20753217937001242,0.033771688239515936,-0.021046787277850604,0.23970847312878887,-0.09585841279122038,-0.07290912834027344,-0.014723673424924968,0.14951396536817585,0.08766889024698231,-0.06640430754631657,0.06772264395400461,-0.12574018789106917,0.15220478386722341,0.16714990078768371,-0.11222867133284783,0.1832010765167955,0.39785871679986984,0.22620480075913593,-0.158232099304115,0.16832880573826672,0.12701557872247995,-0.06590827686120099,0.08684296108845978,-0.0831973739595442,0.12362640111338696,0.27799015878469224,0.10576452264185428,0.12791129305003796,-0.34086453071570305,0.13331614807445238,0.019582369598475532,0.2624881265754383,0.03427385818959363,0.17800975782961168,0.357537671947293,-0.00834322241130512,-0.24861968110047306,0.20139694489797944,0.04508419289862206,-0.029680137742550648,0.10101784408248389,0.02148836461720057,0.08647785193952758,0.23965515037898757,0.1428308017787622,-0.10290566876892394,0.09281446191346383,-0.0781439328117451,0.11931155748305096,0.2811989118712229,0.2767233209834555,0.1353753910346402,0.3341558100106115,0.3204806769114699,-0.08268704814099068,-0.029452741207222383,0.2930979439838287,0.3104931640066636,0.2525337920167252,0.8038648808574897,-0.034335032845024246,-0.03850368454922493,-0.14441626176356062,0.13224047847487913,0.07188757281369938,-0.06259129687141314,-0.016981632321924008,0.2371528829543567,-0.2869786183389844,0.09259472740883042,-0.010370251829691434,-0.18206785158760752,0.3269182314843622,0.0,-0.019655747369431452,-0.061381689427700045,0.191511377672696,0.05231395799112842,0.27903180618392714,0.006955027953205834,-0.15617410511582072,0.17517442838718733,-0.08973570160873971,0.13085028215223002,0.013245785526663159,0.1761752885210763,0.04975833524139857,-0.03846604800573678,0.06564245169136655,0.2120715718395774,0.1463867257754074,-0.05860417549634457,-0.0074033706187220626,0.19890792478426705,0.23342606243519526,-0.006361671698090234,0.05243947212191774,0.003367893062848784,0.25384152447704994,-0.2636875226151565,-0.120417617961058,0.1372548096232253,0.21397431528250033,-0.07249207564608981,0.047922678984120594,0.013082452413856256,-0.12450259078518786,0.03067898393222356,0.20720900930574404,0.18388492907504703,0.2575685336574464
