,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,VTA_R,Postcentral_R,Cerebellum_8_L,Lingual_L,Raphe_D,ACC_sup_R,Red_N_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_PuI_L,Olfactory_L,ACC_sup_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_MGN_R,Temporal_Mid_L,Thal_LP_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,ACC_pre_L,Thal_MDl_R,Hippocampus_L,Thal_PuL_L,Cerebellum_9_R,Cuneus_R,Thal_IL_R,OFCmed_R,N_Acc_L,Heschl_L,Thal_LGN_L,Calcarine_L,Occipital_Mid_L,Cerebellum_4_5_R,ParaHippocampal_R,Thal_PuM_R,Supp_Motor_Area_R,Parietal_Sup_R,Thal_VPL_R,Cerebellum_Crus2_L,Temporal_Pole_Sup_L,Occipital_Mid_R,Cerebellum_Crus1_L,Vermis_3,Cingulate_Mid_L,Frontal_Inf_Tri_L
SN_pc_R,1.0,0.4452922722472927,0.15975138817653328,0.3507895481068546,0.10912635324762678,0.3883578909955445,0.03686657229044192,-0.015186405001875321,0.26231461267447975,0.6047305451265736,0.14809256156539202,0.6010367285231951,0.43959662176847747,0.4666263272969841,-0.010084138380862041,0.562644297342248,0.2637392321044099,0.47292068260231435,0.19865144665508563,0.6747154200140142,0.5926301635640865,0.3784476911997832,0.5384483113156228,0.6403847806715595,0.0,0.6378713410324752,0.27471287579120146,0.06545198167701814,0.3804158700715057,0.4877537796963093,0.0374338062413234,0.2610419309915988,0.08345398732831022,0.5286752670844674,0.6738907629733297,0.016112798028102615,0.05867669859522037,-0.002300504170498035,0.4557266336267302,0.6534583848589585,0.6649090961109309,0.6164263596571168,0.5642556858392345,0.1360408137128574,0.12982021842388855,0.5974081103137597,0.0060237617880205836,0.20496403648419273,0.6002615982611409,0.27205316599995943,0.4207178531957329,0.09306666522367497,0.6141672491219351,0.6846588103790492,0.20633181893729716,0.7116907867047493,0.27876391437610243,0.16217757932641075,0.4579245055797826,0.6510095524603038,0.2120715718395774,0.3489959655294766,0.6027232747292282,0.6996788474242888,0.6506850897790925,0.32720201949656663,0.4228860709805595,0.18906942056367423,0.4064282135616664,0.33077867049875587,0.6740469355861581,0.6102482044285562,0.13246682711917654,0.30422878775087137,0.09149653668384006,0.422762783558795,0.5522047142315633,0.25840374030049773,0.616809671062924,0.3925617441395071,0.5905661115835387,0.7267873536671353,0.3610218204977998,0.20967384155471755,-0.08102366027260637,0.5718610251564912,0.3152755030895989,0.26632124098126225,0.5796517178516647,0.5461054303416883,0.14490085389918206,0.011013416519553544,0.10352518294328278,0.4005591090287572,0.40918444027743234,0.6711363998991543,0.20700171379406931,0.36243368417385174,-0.058027420915266636,0.1244933493033712,-0.06822075489702784,0.03888588625743302,0.14204378002777016,0.7207361447278344,0.3535813111542557
Thal_MDl_L,0.4452922722472927,1.0,0.17811587165997364,0.5270215387220313,-0.10721290368132803,0.35779544806434366,-0.25695991578271143,-0.06784074806976957,0.3088038226200263,0.4295006717620412,-0.09160927621429263,0.5610118810996059,0.5372965862081351,0.4154783862483205,0.13368449188267678,0.5061687095920298,0.49663361744688045,0.3780432506588635,0.4418798146766173,0.683061781267295,0.5358273244252755,0.15930258866895705,0.4772608654163053,0.43394543271601355,0.0,0.6080999497550827,0.08762603483157598,0.14851276566299543,0.055022785474732515,0.46813319984417906,-0.04351372797980958,0.6556796981845261,-0.30370918619243453,0.46521929723594435,0.6112349754853571,0.26834358354365784,0.17963143200648182,0.09420261980642512,0.5687378510690014,0.4189618411467753,0.6145372755772556,0.5330920853201763,0.7699366335429455,0.056192985232377576,0.25372109298509643,0.7291098982047448,0.20606215134646705,0.5917479296065103,0.7141807355869011,0.03396549172740929,0.7128490407056847,-0.057471691510330616,0.418704476234068,0.32139365014510035,0.21654142425729403,0.6111533405826929,0.16439911539061872,-0.013422148194226786,0.09635126885577754,0.46782197769797995,-0.03850368454922493,0.2303341328418801,0.5404854082577593,0.4813509432932846,0.4756752794248955,0.17543972321752943,0.6682666913667393,0.38481070357394914,0.5501233573038744,0.30086600975355976,0.6063146480196278,0.3889461003323354,0.2667665139513445,0.2458416843991998,0.24564964893014227,0.5355933196682579,0.3523563517536802,0.39293173921123176,0.632618912817651,0.3021740985862222,0.5085147313147077,0.40264258260467745,0.18952976734340346,0.015336843601426493,0.2662201487326896,0.5460184455246507,0.208467824726196,0.3231465015748096,0.6929806163916109,0.5907296181007319,0.006056039519271576,-0.04509533341515691,0.23426343750516054,0.5410375997327602,0.7534178990300369,0.6799951770139466,-0.1293458473116822,0.7604740442934437,0.0328933919789416,0.2710852877075269,0.2039821903027709,-0.003793370540583305,0.1863911393525435,0.630578394335586,0.39742005397314134
OFCpost_R,0.15975138817653328,0.17811587165997364,1.0,0.11305807069756571,0.08417287166191892,0.3407819154918797,-0.06056904458368224,0.00250641249550935,0.4372783360381761,0.3894201037881109,0.023131901998018043,0.19709470122476688,-0.05778764477069446,0.22560975470597264,-0.3649573059716682,0.5228876383439073,-0.15662277243539088,0.3557100894886453,0.20438744271590392,0.1572002696061663,0.24352893816885773,-0.06916322225397652,0.40858639395904645,0.27898959086517144,0.0,0.33033253188123257,0.20423910041013382,-0.2530299199185193,0.18180973766512176,0.16973471725513667,0.03013006622858198,0.018211528630267083,0.11471596702485454,0.19303560631174077,0.17258759977764415,0.15769071703359255,-0.1537651809631857,-0.2811585646285039,0.5175594417685065,0.20737892811415415,0.28108531208046034,0.28209886866850403,0.04625137911333303,-0.28143630739320963,0.23541148813190357,0.46426061545794156,-0.25161798315210476,-0.06848295807346064,0.4682258425138708,0.18479371277331244,0.042869312449132675,0.18571875156476006,0.29998741147140673,0.3018239478006951,0.30510995791515855,0.41090526191013155,0.6395332625395002,-0.30667620475039375,0.13455273931963257,0.40503083713033755,-0.120417617961058,-0.147629724582536,0.1460018560347699,0.494813233362054,0.4999175807572411,0.6670099269970664,0.31555545850740935,0.04026190443552329,0.2448224312568581,0.5364016570312508,0.31426088529202645,0.25584680217284833,0.5421797977068218,-0.20771317650809304,-0.3147162961567574,-0.17442040569858447,0.060120780878069914,0.6768552898679708,0.24566691187302864,0.21626212416100093,0.2107210646370507,0.26635566892603807,-0.027041708542514226,-0.08807768058922202,-0.09473163455420001,0.09506281815201356,0.6063457059743275,0.6561744664493986,0.29817178499842373,0.30915137344151633,-0.24648055462753063,0.03964017528344701,-0.16605691868780667,0.21487621747056035,0.3176751056651848,0.20839342065005384,0.2064862856866759,-0.08447399068809842,-0.2995276709897249,0.18724202052965788,-0.18181906691923327,-0.09984659116699782,-0.24553651316339412,0.36561914202694545,-0.2448027544981528
Temporal_Sup_R,0.3507895481068546,0.5270215387220313,0.11305807069756571,1.0,-0.17566275034135584,-0.01946266027993578,-0.19267164747117269,0.14324511331543158,0.5649355155899818,0.3345480797415655,-0.2764389215871648,0.19187333496840048,0.7323373707163942,0.3507623774711048,0.4599705046290145,0.46093682177259204,0.5842355091712044,0.07401786079064622,0.6778035695214368,0.46716069730323195,0.7975949828014757,0.37238727624643414,0.02968977631239116,0.24018834110591628,0.0,0.797558632761612,-0.45238244824640517,0.4826180621280318,0.16085518793784473,0.6498231053347453,-0.28019952385257224,0.6149997153979995,-0.33251455790787676,0.628044045831509,0.2944840896291804,0.7293008146554077,0.09946684997628631,0.2015127179154468,0.3083758121512569,0.43138535815075124,0.33910652392092433,0.17893436154770223,0.6023465221239735,-0.1143326270910636,0.5408473985478679,0.4966346487942166,0.39932910676656114,0.6998858334021573,0.5368678768644912,-0.09405705412756231,0.6534111735560635,-0.5325913914163614,0.0955583577689633,0.09395733529563159,0.41887582308480314,0.47392266988854936,0.08153897649518908,-0.3418120962058494,-0.18475979177673024,0.25476494673441974,-0.08973570160873971,0.5774150261990115,0.727763980778437,0.3244543593556151,0.39011863265344815,0.14675606078182984,0.664729069673126,0.5491092712359951,0.2570439617009863,0.4519429277178914,0.4088612770632719,0.05342113703962773,0.054070236416470394,0.6208880567596465,0.3947947759898514,0.43364270002131217,0.6292124493785657,0.455300699587225,0.5170308581094782,0.012990514781078811,0.2544721379001148,0.4322519615523853,-0.11028203302782497,-0.30153578452999436,0.6221980455529508,0.6948342117045342,0.2796375014968109,0.3486545610385023,0.6527804099780546,0.5722989125306717,0.48925728190965245,-0.13558370985361407,0.7806755156978733,0.9216831675275545,0.6586328668722224,0.5247677755660602,-0.5076077550455006,0.647015253544699,0.012160550686571908,0.087876433652942,0.4781623904612704,0.05573814202608955,0.6160143288997283,0.5108530812616545,0.09693266141805211
OFClat_L,0.10912635324762678,-0.10721290368132803,0.08417287166191892,-0.17566275034135584,1.0,0.049747041038296275,-0.04518782715181572,-0.15956720317998002,-0.2042561063870844,-0.03374748244126995,0.12399139990535925,-0.12547304557879177,-0.024149043628837533,-0.05111189753687424,-0.14596807523128905,-0.09016351366774482,-0.09543594816745074,0.007096787283715201,-0.12366893938592947,-0.03252499518792148,0.017128671454857802,0.28329609446817217,0.16226785153115567,0.02616368342018166,0.0,-0.03305477060391678,-0.05158859690907201,0.009331051877329305,0.009936531771762932,-0.1839702977213648,-0.16695291786180175,-0.04287416119733087,0.1850064368409605,-0.039220717409905355,-0.05401679148209031,-0.07230197189409313,-0.1976829916899181,-0.4734692984242298,-0.043307775340809235,0.02156757906165315,0.011636023266810513,0.08667046973905616,-0.07971662280979783,0.01886542935524854,-0.20770660620348666,-0.03818506463115226,-0.10127701353468938,-0.10004864625797305,-0.05207429949551905,0.07868970308682191,-0.1277980392499012,-0.05491297858788583,0.19930213059623672,0.09757631804007179,-0.10768815108309979,0.12406428694407436,0.025984192001000415,0.11990524298517827,0.11448982309029795,0.008455048777928484,0.1463867257754074,-0.06853459984362295,-0.11437409659667272,0.07873418738291026,0.051147471464218545,-0.021814186729397427,-0.01743190059429105,-0.1354352598672101,-0.07244300107146165,0.01687440875463767,-0.08587366902175857,0.14274579173666804,-0.0017418387717855876,-0.08275484200441431,0.062076836148933306,-0.1691125536754311,-0.10148048163158391,-0.017908495657580917,-0.09416368001300592,0.12809208847882939,0.016380254863082186,0.058747629161515706,0.09517278997768565,-0.023102405572280195,-0.35432467735472356,-0.08487531704565826,0.037623015403309014,-0.01579645403591535,-0.023041026297797945,0.03074813200828035,-0.011058371834218093,0.08097908434711813,-0.16669281940986447,-0.11592201119305147,-0.05373759661127361,-0.07721407596415618,0.05839737571237708,-0.05094399353196277,-0.36049525237325436,0.06165203210318774,-0.20562516423463595,-0.09110248714318064,-0.1291396447402797,-0.03050693490402356,0.10866506469611029
Heschl_R,0.3883578909955445,0.35779544806434366,0.3407819154918797,-0.01946266027993578,0.049747041038296275,1.0,0.042134666722523584,-0.08249022212571822,0.42225533134885185,0.11545009123562128,0.419118524653332,0.5288317323938393,0.07465056061565062,0.5565948786472633,-0.04863324896611281,0.32363122593175414,-0.03968578081750596,0.22394240359213466,0.080259286236724,0.2033315451432333,0.08833977982083956,-0.17328806494442367,0.2832597077637349,0.6089453117611924,0.0,0.31241430865220543,0.6075461921642367,-0.027083566317377936,0.575658768768684,0.40257544467970385,0.2464338053286953,0.1846343454814048,0.2807112055205447,0.06304807073818192,0.5207332239576576,-0.0842046574071141,-0.014662270590464547,0.11701672504376151,0.6188933875478311,0.011587675564554117,0.19047862660975565,0.18882045905709385,0.31767772643337705,-0.04570426235932034,0.1704858620402428,0.4384485271965994,-0.2021570750867837,0.04813949637454141,0.29915608491401924,0.6354390986242775,0.027343783372041543,0.3251776468755611,0.16939667663859878,0.2976738206481078,0.31626652433023017,0.4904644105039109,0.0717602380826558,0.048000806816522745,0.707683406284785,0.6303185924724526,-0.016981632321924008,0.25189017588349855,0.107669016260045,0.3037373150985732,0.5788077318475866,0.29472556619459706,0.003051549798663792,-0.10342464612368586,0.17708570503082352,0.14066614754897747,0.2342099843831728,0.11341864625199798,0.14950910074937523,0.14599438427975212,-0.42712832803683526,0.23005340742609,0.3069412549197095,0.1394238358382688,0.3597141184867558,0.02014985580486722,0.18350236286045524,0.3820903134920153,-0.11493285266467308,0.2793741638011151,-0.4658340620391817,-0.025960843039990418,0.09588494471806336,0.21175020269649059,0.5032014552857326,0.51905925502921,0.08363682377307233,0.04657027969337045,-0.17697743248963205,-0.004185333470566735,0.454859225929884,0.2624012744166987,0.33702600422686885,0.1599440376701626,-0.12451628248511833,-0.29253968602021563,-0.22138714665611967,0.1379823287188784,-0.031926398457453264,0.5296498632061603,-0.009291610558474923
Cuneus_L,0.03686657229044192,-0.25695991578271143,-0.06056904458368224,-0.19267164747117269,-0.04518782715181572,0.042134666722523584,1.0,-0.0780656678345768,-0.17995153550609616,-0.17931474717992057,0.0808782574088209,0.18728801256969405,-0.04037006593782696,0.22801188259478034,0.06875546895364551,-0.09721558848996084,-0.053164277908884,-0.30539022336692057,-0.1921832734042531,-0.07755619418226761,-0.2537605735538056,-0.28299365460896847,-0.17761675780253444,0.3195586395798071,0.0,-0.1666391700822656,0.24206450501159335,-0.05892018520342368,0.5590930718315285,0.2907649318359478,0.3204106762318722,-0.30721170761087735,0.6840116436010456,-0.1083420778214792,0.048689687163553694,-0.24316729287022112,0.19445916760982676,0.08554450896168268,-0.2232983083506477,-0.041317818694831566,-0.09707493623270481,-0.23922598609476273,0.0468638726437066,-0.008465544812836177,-0.23648487433530982,-0.1866741079321759,-0.24335282932553529,-0.28550840279311207,-0.1917971091399493,0.40691321766497657,-0.05750012898663434,-0.05968876916987332,-0.1820430598175795,0.02939661183097106,0.034783745438378325,0.0006847673960887201,-0.08978321258516446,0.08777904441498091,0.2672707084993524,0.2839266746348621,0.3342234690412921,0.298803629081894,-0.2322537984527264,0.04698900174455556,-0.10281698677229065,0.03254582883858669,-0.39290452025839534,-0.17877418913574616,0.07497603798036764,0.07220726017856077,-0.01546106201693633,-0.03220591726564206,-0.18725764439330245,0.15755264032606284,-0.06650622789338866,0.25126983380504075,0.26305790334997275,-0.40262503301689084,0.1398593367803599,-0.26174554914068393,0.022807828930720267,0.08824068478055191,0.04399768007521922,0.36838975538845087,-0.25125221615793025,-0.059780746468400314,-0.043747945912217534,-0.19723203960044997,-0.2549738645245444,-0.03427272949870001,0.36277084345437566,0.2102013657998465,-0.10017864462710119,-0.2861615111116092,-0.27496939010232424,-0.05872237708886207,0.5308989900402039,-0.18264070338175356,0.048217956417528914,-0.3304949984695725,-0.16455591858996005,0.29754201121989127,0.07521299093971341,0.0905108994817103,-0.13014685549378252
Occipital_Inf_R,-0.015186405001875321,-0.06784074806976957,0.00250641249550935,0.14324511331543158,-0.15956720317998002,-0.08249022212571822,-0.0780656678345768,1.0,0.24933740308954486,0.011506438285991849,-0.012767969361919887,-0.10407639660096725,-0.05464902789123179,-0.15339897864397362,-0.008696934611151643,0.10538128450714848,-0.0172330115577384,0.07053398679094987,0.06124907028852758,0.0021348395423979962,0.14995320483510902,-0.004457223335460623,-0.03364643279978083,-0.14671912319983685,0.0,0.08485894380360234,-0.06334259417468631,0.19595235353064971,-0.08060745217571626,-0.010562943206322629,-0.15557618283005042,0.0386951982719987,-0.18156104079725605,0.059445620065849865,-0.07856836579633746,0.16096921906753012,0.08723207790235843,0.1398058427874933,0.03627799399677274,-0.0031736738432360852,0.04723492961060801,-0.046007981999475166,-0.06590793805878141,0.04582069362300653,0.22610523137178729,0.050618861812594826,0.06408297470245798,0.12894086766272048,0.07746314989703104,-0.23755163383217842,-0.015805046914294456,-0.10816048903138888,-0.033893009682257974,-0.10322025555915615,0.05658310902321886,-0.05588268640721101,0.08987493322301279,-0.14860363551011138,-0.07806810762044761,-0.10953823177964803,-0.08268704814099068,0.041862928638809804,0.05441967524809885,-0.014881491787298744,0.07071883139800007,0.03908975301087997,0.14190485529175142,0.1075477603903801,-0.05865779110044931,0.0113643173604666,0.015078134126786494,-0.03530364515393221,-0.030171765966763842,0.09658635023795095,0.019414014156944357,-0.03684182942530836,0.03206702645803787,0.20436881384866418,-0.05314060802653099,-0.011674147747985746,0.003381786021876452,-0.0324330258021301,-0.12570966521487234,-0.21602349721402336,0.24710812005813715,0.10486199605847285,0.03948056939421583,0.1745617076123321,0.023890501183831823,-0.03180223079731793,0.042202491555387356,-0.0877678592343489,0.1646329559302323,0.1557364475763726,0.08025582791032404,0.005625912366044105,-0.1530735279289105,-0.04086864302099639,0.022845868784941548,-0.02922947167817143,0.12523701176754104,0.1288356186206388,0.10966293225429967,-0.006758554772125433,-0.07744696968346361
Temporal_Inf_R,0.26231461267447975,0.3088038226200263,0.4372783360381761,0.5649355155899818,-0.2042561063870844,0.42225533134885185,-0.17995153550609616,0.24933740308954486,1.0,0.16697298562956228,-0.08800358387887215,0.21048371749680786,0.24843721989104628,0.3673533151792769,0.19314793559044321,0.49924178671556607,0.04098486473946446,0.25442209354867357,0.39307183372411725,0.23018072737170914,0.49025997935345955,0.058812417357420974,0.04975727386016428,0.27655672580056984,0.0,0.5711602135413726,0.003108349421386215,0.2715071820833646,0.30040268503688283,0.525983435282128,-0.03308186134386217,0.34795996756785286,-0.033873699250362224,0.28502782510054314,0.3213268371147296,0.5252117298649929,-0.0015151994701225022,0.25784245088813007,0.5289122139150914,0.09454813287803132,0.1602115159103476,0.10223772923192818,0.2167837195021651,-0.3178855372833917,0.6011067836139306,0.4636793853556462,0.15237311315446211,0.38132414319525487,0.4233483743294062,0.20056904055796906,0.22492449367850362,-0.13872197164282707,-0.0046994326718198575,0.0884034747610857,0.5753011060550566,0.36432182506828603,0.26770661106883614,-0.4145501316893009,0.13269140427912507,0.3566011690131652,-0.2636875226151565,0.3218523890511343,0.49795279669726755,0.23725846580805546,0.4792692583061301,0.42919540172221116,0.4233235072255037,0.23876115571592074,0.06618160038310485,0.3583617070890571,0.23589931402025946,-0.07036914439230278,0.16162905375863176,0.29257038908117006,-0.21507685280394756,0.0776951094460853,0.39178651377566426,0.5799226417612061,0.3712381598022824,-0.023418511237945364,0.12358439487577935,0.279510415054489,-0.3241966339803171,-0.27342743432414124,0.17282804983330746,0.2677068712411009,0.38389726707645594,0.5123284587041208,0.5893562627170541,0.49763766796532555,0.1925353837396483,0.01576008653708271,0.3575168818113959,0.5872182312786116,0.6208770419104456,0.33054139346526684,-0.23740825110249994,0.23485331931677805,-0.052524109081631,-0.1429331706285286,0.25610403813180216,0.11644075097008551,0.21405648158762935,0.459254628734399,-0.24717328082312937
SN_pr_L,0.6047305451265736,0.4295006717620412,0.3894201037881109,0.3345480797415655,-0.03374748244126995,0.11545009123562128,-0.17931474717992057,0.011506438285991849,0.16697298562956228,1.0,-0.07333388262687492,0.453269108425316,0.26873794249190214,0.1945699473366363,-0.336689854963483,0.776847217123525,0.30229561705105207,0.5893126228022485,0.37542878875622426,0.6106297109964056,0.6492045161703064,0.17841318257177774,0.7807899326081076,0.390638322446937,0.0,0.6391813990175383,0.2402493037844316,-0.05541779368229485,-0.010630048398493729,0.21780498373933882,-0.10108888866184425,0.2014497256896716,-0.13201987130803194,0.7272288034412341,0.35974799436482596,0.09010165858494139,0.14145928900571927,-0.28437285608975027,0.5164014794705316,0.8041153874091139,0.7632282991873706,0.6924717641953557,0.42620816011851775,0.17600690314138773,0.057586134250190886,0.7231253895503825,-0.06333217316910203,0.10070897995506732,0.7034741557945848,-0.07399692666387879,0.41145578464942256,0.18291539102993554,0.660689455656815,0.6744963146079276,0.22956858496344473,0.7210521199961771,0.6662747212286347,0.18673865469145345,0.1446496885233619,0.4695680294396774,0.17517442838718733,-0.05353999024043608,0.4183790036821705,0.7267476793357528,0.6877925210623503,0.5261888845774948,0.6119832034168723,0.3150413395541071,0.4775167074453953,0.42735951872315114,0.7693715695666923,0.6537726565239748,0.5265467442076093,-0.016084711785127177,0.22060379957277995,0.1795062863198551,0.23466826830680365,0.6342560906232622,0.4766726250083563,0.5933523516099589,0.5036997375214323,0.6938338830905958,0.5084286718522517,0.1470713929221261,0.19067578592688067,0.675205425907907,0.5584980250703064,0.54529893305494,0.45893016423316435,0.3473248460574168,-0.28318502011694163,-0.015496210855918381,-0.0251205496133886,0.4720838883097505,0.31849731651486096,0.5583706058473134,0.1644048733956069,0.21627389571380504,-0.012259114949970746,0.6417209501936139,-0.06611220499162042,-0.2085177194133762,-0.08953264160231039,0.5658231412857505,0.2683716315556774
