,Postcentral_R,Fusiform_L,OFClat_R,Angular_R,ACC_pre_R,Parietal_Sup_L,ACC_sup_R,ParaHippocampal_L,Thal_MGN_R,Occipital_Sup_R,Frontal_Sup_2_L,Supp_Motor_Area_L,Thal_PuL_R,Frontal_Med_Orb_R,OFCmed_L,OFCpost_L,Frontal_Mid_2_L,OFCpost_R,Cerebellum_9_R,Cerebellum_10_R,Occipital_Inf_L,Temporal_Inf_R,Rectus_L,Thal_LP_L,Vermis_4_5,Cingulate_Mid_L,Insula_L,Frontal_Inf_Orb_2_L,Thal_MDm_L,Cerebellum_7b_L,OFCant_L,Cerebellum_8_R,Precentral_R,Parietal_Inf_R,Vermis_8,SupraMarginal_L,Calcarine_R,N_Acc_L,Occipital_Mid_R,Fusiform_R,Cingulate_Mid_R,Temporal_Pole_Sup_R,Rectus_R,SupraMarginal_R,Thal_PuL_L,Heschl_L,Cerebellum_4_5_L,Heschl_R,Putamen_R,Thal_PuA_L,Paracentral_Lobule_L,Hippocampus_R,Temporal_Inf_L,Frontal_Sup_Medial_L,Olfactory_R,Lingual_L,Parietal_Sup_R,Vermis_1_2,Thal_VA_L,Cingulate_Post_L,Frontal_Inf_Oper_R,Frontal_Mid_2_R,Thal_PuA_R,ACC_pre_L,Vermis_7,Thal_PuI_R,Pallidum_R,Temporal_Sup_R,Cerebellum_Crus1_R,Occipital_Sup_L,Cerebellum_7b_R,Thal_MGN_L,Temporal_Pole_Mid_R,Vermis_3,Cerebellum_6_R
Postcentral_R,1.0,0.12641076232185955,-0.33069086973453865,0.3298306844916964,0.3440807730853653,0.03264746844055747,0.6398615981379812,0.43984528721127447,0.19427296196709623,0.4047472562922728,0.4918132022602338,0.7355822115788616,0.20140852430201933,0.3160837239748275,0.20499453967320383,0.43543854838025986,0.6118398419351143,0.40503083713033755,0.3494888938769477,0.508799525616463,-0.06064310065282959,0.3566011690131652,0.3160690112215249,0.19391588066805177,0.08748594621393421,0.8463779860536913,0.46727044013692665,0.01665419355823676,0.6561842445688459,0.1791259683913693,-0.17059207213777286,0.009318269947465452,0.5800761530738039,0.7053787192320817,0.17105245432013133,0.55727166856686,0.08675779456477,0.3310696535175371,-0.1689604719273718,0.09498380810644744,0.800143968287749,0.28431610207959684,0.45116541658163745,0.7456490840325447,0.18621126998495618,0.5876385155179267,0.00976115476689853,0.6303185924724526,0.537548985934046,0.39068958891519684,0.8203667062841139,0.5569010479288333,-0.03532304360883819,0.44484697571520504,0.3397418723769212,0.38001791034542814,0.5284360046876684,0.13740629102391155,0.5837868368541295,0.5743333665003884,0.29568377980370647,0.5781136873378658,0.23388286838886999,0.2523424643389925,0.0,0.4101804239500487,0.6230655970147259,0.25476494673441974,0.03462701123367693,-0.26061203924194165,0.2100424085840959,0.5340419743450154,-0.13562953686422988,0.12404365666218806,0.11579023419965337
Fusiform_L,0.12641076232185955,1.0,0.20507175475802275,-0.3627264208939429,0.24317128200679775,0.449983029688886,0.23738028632327263,0.7113459238139636,0.1453360646824054,-0.27191098273787456,0.2448046093862363,0.0993076384441035,0.30529114350429826,0.2921338704622903,0.10339791902329934,0.3332532395858577,0.29073030936793104,0.04026190443552329,-0.19782701626155014,-0.3496017023464055,0.04149836392234502,0.23876115571592074,0.1468601482398483,0.46913868111008156,0.5692102434194368,0.37487362580915956,0.32161013396226684,0.2586970511832421,0.2361246559731221,-0.27331892816010006,0.006085415921149092,0.2543940392650705,0.39156890799202065,-0.14408894169191774,-0.14615104762735884,0.11883159548903079,0.49193033394263497,0.1508585234227294,0.26859280815217845,0.6329532090273032,0.4535386484535482,0.3703090706881942,-0.021802945283175564,0.3134731910245706,-0.29987967010166644,0.4620593972466029,0.6538711569019645,-0.10342464612368586,0.4428534165570133,-0.3848896319191725,0.27405773459683436,0.5317239949725303,0.30538391513996826,0.26554138460547777,0.10301358512530913,0.4349388099047237,-0.3365798146298837,0.5322336624555838,0.26759144565001747,0.2192264798447876,0.5606913588286117,0.3314771164215643,0.3691342917027365,0.22620409251041165,0.0,0.09129213966323879,0.5235109775224697,0.5491092712359951,0.12079631360446655,0.3318168336359106,-0.048022229202668,0.01764976670251102,-0.06628142807334518,0.5341145040074272,-0.09716349210214584
OFClat_R,-0.33069086973453865,0.20507175475802275,1.0,-0.2190857123694383,0.07074957402983809,0.07365142578959501,0.07090877637678383,0.3103628911459973,0.041949315881387436,-0.37442577810365574,0.23070169396887508,-0.2526081051510124,-0.018129874547492677,-0.29382758555604943,0.0451073107782638,-0.282872081189644,0.11048909587904218,-0.24403937759801156,-0.054564250527464345,-0.45394413110276455,0.11299841085641849,-0.3602605099099438,0.172740652836054,0.1644574640316727,0.1169830848076469,-0.17452466998122276,0.14932139276164935,-0.21248366633130755,-0.09766959005212261,-0.23581179845086728,0.49024854650413585,0.12687953617814873,0.269233108320953,-0.6275695609455665,-0.48867815741553916,-0.4388564992229426,0.008238756003855405,0.053155637519170074,0.2587794103454716,0.07051567026094448,-0.09549266052830904,0.1212325502488381,-0.07520810654487832,-0.22419850668170163,0.45724219859331294,-0.1310719466530476,0.03521469123518592,-0.739107893020236,0.19681667702831132,-0.15158150570479084,-0.038641982977701335,0.10036847531108585,0.18792915911207472,0.19594222792364982,0.2087821704598526,-0.19421532188750865,-0.2810515132881137,-0.20392213726022415,0.11130464325217777,-0.07881031413651636,0.3819972959966258,0.27051153015755997,0.15700891537992667,0.28711022942978676,0.0,-0.5760962719609674,-0.018181864131032836,0.2691680135560704,-0.24089866321241302,0.19786379357330186,-0.06081478113246637,-0.3886784012946755,-0.1772433587748021,0.06752272232251931,0.14567013938961615
Angular_R,0.3298306844916964,-0.3627264208939429,-0.2190857123694383,1.0,0.08980409959405465,-0.3961701066496384,0.10885725993881343,-0.19945135131218647,-0.29065900151964696,0.47138507094685195,0.13821718773274663,0.05860987403060447,-0.3451559591879447,-0.2747905896628159,0.09511448145057054,0.16224386695468088,0.09921568123990969,0.12671199212584194,0.439646766750291,0.5769091228336103,0.12391620475423155,-0.39756282199388887,0.0976969433174557,-0.45300187668244596,-0.5839978539124114,0.039934177368432126,0.2237256695329729,0.1417934404277461,0.020482700638102615,0.07986476097402143,-0.06483309243579065,-0.3801286308373578,-0.13119257612420046,0.3878521119811862,0.3567305852796652,0.29144595183359595,-0.5992682466333258,-0.07396590410068603,-0.4617385192853383,-0.6222835395961072,-0.01664816800721184,-0.18976768809510197,0.11799923823861294,-0.06818493816754967,0.26517272316562207,-0.2792581723460614,-0.59925886582004,0.2602946276048515,-0.20586904201798895,0.40263837240417805,0.014836830963750585,-0.31150301788892093,0.11359218807150412,0.19989938196665696,-0.020265246320003788,-0.23281795070598724,0.8207003200166874,-0.3722182766427693,-0.11107254519562643,-0.1323830433547385,-0.34968982838901436,0.06274548645699549,-0.360602456802833,0.14356532468920452,0.0,-0.17036923499953574,-0.0638412870700094,-0.5723173844923473,-0.2448081038983179,-0.5967324249294387,0.31956485237219184,0.4223352901515185,-0.1819715601168674,-0.3676680109159306,0.23517510139369757
ACC_pre_R,0.3440807730853653,0.24317128200679775,0.07074957402983809,0.08980409959405465,1.0,-0.044083876650764846,0.5904201134462687,0.36163750309891646,-0.25495337994106415,-0.20763520796245702,0.7900369282471682,0.35655118426041943,0.2235808508875713,0.07742104049120953,0.4267659601356988,0.464307315898617,0.6531327068083018,0.3557100894886453,0.09889998488445202,0.24443631817585557,-0.033062458660438464,0.25442209354867357,0.6568989418034438,0.08096734151788768,-0.22309720674306574,0.42139769478118383,0.7288020142993636,0.0208131061461114,0.22680025493807657,-0.08679215754894144,0.38507963737244966,0.014599429466322323,0.5387589037391407,-0.11922112351135995,0.03911100810412529,-0.1346910323679008,-0.17455396813075727,0.5202340402187497,-0.0838654690847269,-0.02698395570724452,0.45676003196343035,0.6326461958848933,0.5426105411202431,0.022682660160761033,0.310241584545096,0.392758962571706,-0.07850330151817407,0.22394240359213466,0.5096470935688494,-0.04814130844649352,0.29886686028891635,0.35972873209048667,0.2680219637741505,0.7381870378148033,0.5528257981903716,-0.2253831602731554,0.12136793686016395,0.18732694258282942,0.14521179592848282,-0.05792265929922078,0.6179826979990372,0.6729929727359734,0.19085330705302217,0.6579500537835169,0.0,0.10337180544786423,0.6155768593391149,0.07401786079064622,-0.10317277559424753,-0.08465070077730179,0.21679951371519585,0.34457533698186416,-0.05629980317833251,-0.16316581451702653,0.11759608574317124
Parietal_Sup_L,0.03264746844055747,0.449983029688886,0.07365142578959501,-0.3961701066496384,-0.044083876650764846,1.0,0.028352284902660823,0.3555194229777611,0.4129810633088616,-0.12406710895670091,-0.06691043310719558,0.10948712933878764,0.24607480687910901,0.2574515061934038,-0.15501109280326691,-0.1655840655392935,0.04083137929036499,-0.2530299199185193,-0.12071240506987328,-0.326959816736713,-0.02872123610098348,0.2715071820833646,-0.08914969453303394,0.35786030467878926,0.5301602554991365,0.20740509318242673,-0.062309650310474585,0.056578793568401946,0.15122689053997204,0.019854246852469216,-0.05959412914068234,0.35532295483189613,0.2450079597968285,-0.06562822361293905,-0.06222560033509363,0.2410884680573592,0.580973356408032,0.03918684341766681,0.23651882005195993,0.5899506151196138,0.23902505699904297,0.061446459412716425,-0.07758944603317103,0.3287680437900153,-0.19012010259056275,0.2659978837955491,0.6506845622065633,-0.027083566317377936,0.24218342782782884,-0.14110966268482744,0.20136404985592396,0.3504474577913418,0.14219069914778268,-0.036645316613196754,-0.10342796952516249,0.46154840884660525,-0.4008206423745821,0.31162172668352084,0.23856085974575317,0.27830538220692697,0.2472366922397872,0.08525490625141655,0.2634856843494796,-0.20908155491182934,0.0,0.09833882163420647,0.22703406335885531,0.4826180621280318,0.24313268288638754,0.3975645951698826,-0.2862784863914638,-0.06940059781623618,0.17423693995997286,0.5259741512739017,-0.09420554784441022
ACC_sup_R,0.6398615981379812,0.23738028632327263,0.07090877637678383,0.10885725993881343,0.5904201134462687,0.028352284902660823,1.0,0.5579927111984083,0.07468961614870748,0.048710061171853655,0.7174479825549033,0.5781008510015536,0.16292282709146166,0.28795851980603127,0.4835754611263999,0.4181881315031401,0.7075609572276672,0.494813233362054,0.28331923771942186,0.3131346185989423,0.03401950840120249,0.23725846580805546,0.5529284078019442,0.05013651955440987,0.058033498461100966,0.7275799901812273,0.7305469048148827,-0.07094190462181629,0.5813514165659573,0.1082368936658818,0.10040706548251103,0.15792644286592222,0.7264624347951791,0.14370615800349548,0.08892594682378585,0.2716876600966903,0.08199527651940919,0.5225395912811701,-0.09905110578918139,0.12123457505311526,0.7361678879097173,0.5250719041905894,0.5283642582781171,0.41862534032077164,0.4468863811960412,0.525158750273027,0.0037037164614107648,0.3037373150985732,0.7079243845339401,0.2430637854167351,0.5983628024409622,0.6124640805788886,0.12836823271534997,0.7847039973125479,0.6117981145569483,0.14199518941472822,0.2725470740573634,0.09876370587251589,0.5202542971577663,0.3551379497227536,0.59403165718898,0.8024263229842887,0.16042821026463341,0.5370506649374291,0.0,0.1934044564620147,0.7571343673298335,0.3244543593556151,-0.14699772069051145,-0.045950659792851116,0.14673249050156068,0.49077690130479557,-0.01257517421631381,-0.04993079054160712,0.1377469733411889
ParaHippocampal_L,0.43984528721127447,0.7113459238139636,0.3103628911459973,-0.19945135131218647,0.36163750309891646,0.3555194229777611,0.5579927111984083,1.0,0.2634762276510807,-0.13082971057556214,0.5016880163622884,0.29990285968901825,0.29797425415258744,0.32509730456192304,0.3461147439679342,0.3701039789634992,0.4819489866228098,0.19303560631174077,0.006908430365718968,-0.07721864506333963,0.06817240531062532,0.28502782510054314,0.4001458372430754,0.4079079272486807,0.43087816695676073,0.6245184420109534,0.5886600609902776,-0.021251830239030167,0.49357203503959013,-0.11759915606891626,0.10250611692847442,0.19867678819199994,0.5937593930321051,-0.003984473432434892,-0.15652781350138092,0.15406543407187195,0.37067850388041396,0.4481003791784152,0.08978318407669632,0.5103213480882811,0.6897480531139156,0.5296557239032479,0.29454435118382627,0.43111367988903454,0.11649545851200677,0.5911956874756294,0.47481676203700107,0.06304807073818192,0.7815472907699222,-0.17878800221350594,0.5280048213944998,0.8376443390890288,0.22287062338200947,0.49897187938873344,0.4420677087046759,0.4325852460056487,-0.08496296249794287,0.33443029689264053,0.5177172740719255,0.47914585096584816,0.6438475138118004,0.6289087634705638,0.41305352709726006,0.3898381853201329,0.0,0.10711290626447989,0.7167541970795569,0.628044045831509,-0.10386642087615358,0.1419535550714537,0.027289601886836504,0.23376069417699513,-0.18839015299453418,0.38653973035774297,0.08949797368828327
Thal_MGN_R,0.19427296196709623,0.1453360646824054,0.041949315881387436,-0.29065900151964696,-0.25495337994106415,0.4129810633088616,0.07468961614870748,0.2634762276510807,1.0,0.04832407772140413,-0.13946914473654243,0.22640275515789232,0.27304958346244973,0.2958761625131127,-0.31142702992986365,-0.2856377221897969,0.024570742038802978,-0.20771317650809304,0.09344628604556961,-0.23460111988178772,-0.05546670761512118,0.29257038908117006,-0.2644450750805864,0.4360860387032931,0.66363497076973,0.31261941344223093,-0.23592310729939853,-0.05860278432759211,0.48449939873009973,0.049595999877350416,-0.2650583357903068,0.4395700201744168,0.23196759580019685,0.1611403397084423,-0.13038077993712052,0.35771549353786763,0.7229560376809059,-0.09734719744467145,0.34445586173168125,0.5862778538429444,0.28960449688077494,-0.11073815468737386,-0.07929164037095603,0.5635373856221633,-0.0440590455667705,0.3653755565935315,0.5115855043981842,0.14599438427975212,0.2524791178786847,0.22473462247527462,0.3007930037933941,0.49009750579612876,0.00012201030884622109,-0.17229472073673083,-0.08106683661495041,0.7114672035630706,-0.23281928055427525,0.17136194475829977,0.5037262274441858,0.6986666908698372,0.10856390983080821,0.033196124654877805,0.44215273297011615,-0.23067706353132966,0.0,0.2679730465051226,0.21108885863523463,0.6208880567596465,0.3731621586889368,0.3803782265648676,-0.18234111758749863,0.04238267790345393,0.3235984145231883,0.6033864924179015,-0.05803530881417018
Occipital_Sup_R,0.4047472562922728,-0.27191098273787456,-0.37442577810365574,0.47138507094685195,-0.20763520796245702,-0.12406710895670091,0.048710061171853655,-0.13082971057556214,0.04832407772140413,1.0,-0.1705803415400104,0.050661692800736,-0.34637375775973117,0.10925248849856298,-0.05975578221056809,0.06695095792319143,-0.06792409956324065,0.11471596702485454,0.3921278603885012,0.4133039925542608,-0.0082336534972571,-0.033873699250362224,0.015636528587633012,-0.4128165615940235,-0.17318432880468845,0.12403538283217258,-0.02909729656384223,-0.05749597119979887,0.0913171313259671,0.34494012907907046,-0.09986668180340454,-0.20918534617038267,-0.21202161084384116,0.6264449475509841,0.1267061307384029,0.5511018409603985,-0.12298491094140936,-0.14171775583570154,-0.2928077952344242,-0.26079584017698476,0.02800584864876376,-0.2945599735253312,0.13215710631817368,0.23750275322457634,-0.014795796631262171,-0.17642505877541062,-0.24196098132259536,0.2807112055205447,-0.11045918906356873,0.38685014596614764,0.09203330898286187,-0.17108142358693565,-0.05962350077802913,-0.1307804329294927,-0.05201775670431615,0.2198144801288368,0.6506798908414885,-0.2769870208412162,-0.06678879392425728,0.1710613155381729,-0.42699335062472427,-0.10813817990721682,-0.3262464594434169,-0.15401853237408672,0.0,0.12114799307995357,-0.10240036880641584,-0.33251455790787676,-0.007369009131429529,-0.34198734715060114,0.13429187218317087,0.317457461142638,0.03440845315896364,-0.05077634773451452,0.1976613372642673
