,SupraMarginal_L,Hippocampus_L,Temporal_Pole_Mid_L,Postcentral_R,Thal_PuL_L,Paracentral_Lobule_L,Cerebellum_9_R,Cingulate_Mid_L,Putamen_R,Temporal_Mid_R,Temporal_Sup_R,Occipital_Sup_L,Lingual_R,Pallidum_L,Temporal_Pole_Sup_R,Cerebellum_9_L,Temporal_Inf_L,ACC_sup_L,ACC_pre_R,Cerebellum_3_R,ACC_pre_L,N_Acc_R,Cuneus_R,OFCpost_L,Frontal_Sup_Medial_L,Supp_Motor_Area_L,Cerebellum_7b_R,Lingual_L,Insula_L,Frontal_Inf_Tri_R,Thal_IL_L,Frontal_Mid_2_L,Olfactory_L,Thal_AV_R,ACC_sup_R,Cerebellum_10_L,Precentral_L,Caudate_R,Cerebellum_8_L,N_Acc_L,Parietal_Sup_L,Vermis_3,Red_N_R,Fusiform_L,Occipital_Inf_L
SupraMarginal_L,1.0,0.39016243407799045,0.23190772184686403,0.55727166856686,-0.11118105161868552,0.3702585775899723,0.48362429364266657,0.4723801174116059,0.041108042872558447,-0.18509754686072102,-0.007833490047651562,-0.04918269149193686,0.41436171970926805,0.3631277320788838,-0.35212815782454626,0.5700212399550978,0.22084167563930548,0.24132122354497776,-0.1346910323679008,0.023824852542006787,-0.10917565410619007,-0.26905981105632104,-0.34306653730019215,0.1259259073935096,0.12309392059991213,0.450709774783824,-0.01307341053640045,0.5911852627296166,0.08538187315650204,0.08802785887945648,0.44530851178823755,0.2369075756940024,-0.017207045015195346,0.09715225321490076,0.2716876600966903,0.24875661434053786,0.2435489941475666,-0.07330177305686332,0.3458161230642944,-0.2301397106116079,0.2410884680573592,0.3110576150428384,0.0795450565804992,0.11883159548903079,0.029536693462584314
Hippocampus_L,0.39016243407799045,1.0,-0.036503593479852894,0.6379633958493653,0.3067113120362136,0.5520575332376934,0.2722023754042366,0.7209487470943241,0.6838550977019563,0.23651555223643958,0.4322519615523853,-0.06193969003834358,0.3725420938772372,0.8126086734053626,0.37490513627749716,0.3924641682382229,0.17502883566466987,0.7073970141700239,0.3333911383806893,0.2641406687861816,0.29706316481357875,0.37565412110298774,0.030135817622614875,0.31517036747951455,0.5156508113599623,0.46923124291964674,0.09979502101630912,0.4502549631830757,0.5724491855981155,0.4570564816431738,0.6946776373680761,0.48425731558120666,0.5094234469635518,0.4884868400666285,0.7336664453756668,0.21909893950477582,0.5381332618769544,0.6099612169730179,0.2538045435802691,0.3701156238073334,0.1786025624899162,0.24127764389507594,0.6606699689754139,0.2717396527168555,0.05934242309416189
Temporal_Pole_Mid_L,0.23190772184686403,-0.036503593479852894,1.0,0.08430134397248847,-0.03075105025230788,0.047985949548131256,0.09169215075045407,0.02795790073968872,-0.13866180593196767,-0.03727520974163327,-0.005388299739805557,0.0688752635748221,0.1669558107656024,0.03701241089345044,-0.22087249759218627,0.23919021244197394,-0.03819278138914031,-0.1243789976795874,-0.07493016286841031,-0.1232074068385481,-0.29188680437425757,-0.1986447909563466,-0.22264996658677513,-0.29524478383547187,-0.14421657963988913,0.1322395657308905,-0.3074902351953791,0.12816873554700411,-0.20235438175049,-0.07232015981589371,-0.007434106929250363,-0.11184979218501484,0.06428198694923563,-0.07377631889268602,-0.0460011084642069,0.23209871121386288,-0.042604622149153136,-0.17834557066151696,0.12690294914102346,-0.13081621458962822,0.09709475100965882,0.16457212366228324,-0.003712746096960489,-0.18005224584167134,-0.0348135827165443
Postcentral_R,0.55727166856686,0.6379633958493653,0.08430134397248847,1.0,0.18621126998495618,0.8203667062841139,0.3494888938769477,0.8463779860536913,0.537548985934046,0.07099031348289322,0.25476494673441974,-0.26061203924194165,0.260361454339557,0.743063455922744,0.28431610207959684,0.3734364639050719,-0.03532304360883819,0.6123408490646172,0.3440807730853653,-0.0868059256877734,0.2523424643389925,0.34712086935312414,-0.3020811670489488,0.43543854838025986,0.44484697571520504,0.7355822115788616,0.2100424085840959,0.38001791034542814,0.46727044013692665,0.2822501910226027,0.7233821366127053,0.6118398419351143,0.34869616159986894,0.5579423623062514,0.6398615981379812,0.37642831415759814,0.6337387118445661,0.48885452620099457,0.2232651877295045,0.3310696535175371,0.03264746844055747,0.12404365666218806,0.3856255875319902,0.12641076232185955,-0.06064310065282959
Thal_PuL_L,-0.11118105161868552,0.3067113120362136,-0.03075105025230788,0.18621126998495618,1.0,0.21296559351193786,0.3651849258743682,0.1709906702528851,0.264722016812911,-0.29776226739094613,-0.11028203302782497,-0.16155191423471454,-0.3680289372026467,0.30551041119589034,0.09394312384731256,0.2142478740954783,0.1976817836116085,0.4161017378098144,0.310241584545096,-0.20351977495804408,0.4146346140370037,0.2639090783640774,-0.0823426392158479,-0.0450139844291726,0.4715799138173287,0.22815934131876656,0.1768313933443019,-0.31734326333169854,0.47634386787161276,0.13548910990434335,0.20029994661909056,0.4308927572356953,0.19356138015689567,0.07347918300751081,0.4468863811960412,0.45570884759253294,0.3688180585439099,0.2823330949471387,0.3341558100106115,0.14268027064235714,-0.19012010259056275,-0.3447302292431736,0.06823238072557535,-0.29987967010166644,0.03547268390234475
Paracentral_Lobule_L,0.3702585775899723,0.5520575332376934,0.047985949548131256,0.8203667062841139,0.21296559351193786,1.0,0.17232322901859765,0.8265499703161615,0.6079552654156187,0.32413379126239206,0.5170308581094782,0.03955972337923723,0.3735520877509388,0.6905955409216938,0.30579927848432886,0.2802863762630464,-0.07231482198363236,0.6434210918764248,0.29886686028891635,0.15655101444813915,0.22341750071446498,0.2752918255045133,0.07664371871102872,0.28090494167170316,0.4340799554970515,0.8306678854697782,0.06994734940939279,0.3752614971083297,0.36869301925567877,0.44631381374684964,0.6556077561272199,0.6704965264950639,0.4103678904940941,0.44200036408542515,0.5983628024409622,0.12650235386496064,0.8355093498091396,0.6825333248860637,0.11573383592903023,0.3215732794089537,0.20136404985592396,0.260526691512247,0.5191252685244572,0.27405773459683436,0.03827152143610135
Cerebellum_9_R,0.48362429364266657,0.2722023754042366,0.09169215075045407,0.3494888938769477,0.3651849258743682,0.17232322901859765,1.0,0.1312340543002358,0.006997527391799609,-0.4833184799057747,-0.30153578452999436,-0.1647396166304906,-0.0951971172611448,0.23211971834413392,-0.29791664185179867,0.746164423506796,0.20000447531783916,0.18817234102828231,0.09889998488445202,-0.2442975730299675,0.27852219609337747,-0.06044682937587144,-0.40031419699264653,0.029880764162378323,0.23574144184648377,0.20748579605467027,0.3833315010611871,0.09953369922045933,0.24221965142666824,-0.09743622205864688,0.23994194428160986,0.3066763080411028,-0.034823129481150066,0.03126109712351961,0.28331923771942186,0.60943488464734,0.18476511988958189,-0.07876145907822511,0.6971530284756335,-0.16111260817770157,-0.12071240506987328,-0.1366783956413631,-0.14358136639030936,-0.19782701626155014,-0.04284679385506238
Cingulate_Mid_L,0.4723801174116059,0.7209487470943241,0.02795790073968872,0.8463779860536913,0.1709906702528851,0.8265499703161615,0.1312340543002358,1.0,0.7079673387671905,0.33882698051271326,0.5108530812616545,0.03848195658831849,0.43667162451618696,0.8377671344025309,0.46543216834790885,0.2177715409095541,0.07736152773397084,0.771807398972216,0.42139769478118383,0.18424511320862688,0.2880970714500783,0.4229313528176777,-0.012222669112659502,0.4261277087034243,0.5648260793425659,0.810122888160161,0.09154951401597343,0.47347105317952565,0.5664571259132096,0.5438486664845756,0.7939357701428957,0.7037358648627084,0.443827431266585,0.6427305521886497,0.7275799901812273,0.12381834298293831,0.7726087709387561,0.7027607833401164,0.057287689978129046,0.46121210886885283,0.20740509318242673,0.2728044368055937,0.6382883932334915,0.37487362580915956,-0.03492648689325279
Putamen_R,0.041108042872558447,0.6838550977019563,-0.13866180593196767,0.537548985934046,0.264722016812911,0.6079552654156187,0.006997527391799609,0.7079673387671905,1.0,0.5258666154269367,0.643456849145264,0.13231710283944884,0.3027156532635566,0.8286356138163955,0.7411621806686902,0.17147071076928222,-0.04855014598585037,0.7600892364606394,0.5096470935688494,0.3575972926216942,0.4915928348860818,0.7394004741648244,0.3250348037770116,0.3504110663547166,0.5308498412511018,0.432365358079798,-0.016017055192464522,0.27567536706660545,0.6580760049563763,0.6090250026508154,0.6851977909452681,0.6130978498499463,0.5870730691764191,0.6333274166771764,0.7079243845339401,-0.05378906824054269,0.6516191618342534,0.8636767182099016,0.12701557872247995,0.7176059271546096,0.24218342782782884,0.11332592453786408,0.801489225121867,0.4428534165570133,-0.03087701079042602
Temporal_Mid_R,-0.18509754686072102,0.23651555223643958,-0.03727520974163327,0.07099031348289322,-0.29776226739094613,0.32413379126239206,-0.4833184799057747,0.33882698051271326,0.5258666154269367,1.0,0.9026849986423063,0.4251830942124294,0.6500015113666009,0.26453196640690135,0.5244411068114709,-0.14542926941687365,-0.2309524910670875,0.22909709551225985,0.1107823129640097,0.6420021904237692,0.017902872633568708,0.208813928495432,0.5956582314377395,0.025753374335488407,0.03069392547743631,0.16558847342776065,-0.22562856920632657,0.4262378140836928,-0.0655039557549708,0.6637418948089443,0.2910398035577743,0.12135296843736261,0.36922852981351423,0.26432027445400214,0.1949814648429391,-0.5237097889840051,0.30614458486417734,0.5490657288871409,-0.26178982238912724,0.3834316686565169,0.41506581220018735,0.49045135041280546,0.7158854707196259,0.5186094714645317,-0.07196360645730486
