,Frontal_Sup_2_L,Occipital_Mid_L,Thal_MDm_L,Cuneus_R,ACC_pre_L,Temporal_Mid_R,Parietal_Inf_L,Thal_Re_L,Cerebellum_9_R,Thal_AV_L,Red_N_L,Temporal_Pole_Mid_R,Precentral_L,Amygdala_L,Cerebellum_3_R,Raphe_D,Thal_VA_R,ACC_sub_R,ACC_sub_L,Frontal_Sup_Medial_R,Thal_PuL_L,N_Acc_R,OFCpost_R,Cerebellum_10_L,Vermis_7,Frontal_Inf_Tri_R,Temporal_Sup_L,Supp_Motor_Area_R,OFCmed_R,Thal_MDl_R,Frontal_Mid_2_R,Vermis_1_2,Thal_MGN_L,Frontal_Sup_2_R,Cerebellum_Crus2_L,Parietal_Sup_R,Parietal_Sup_L,Occipital_Mid_R,Frontal_Mid_2_L,Thal_LGN_L,Cerebellum_6_R,Paracentral_Lobule_R,Thal_VA_L,Precentral_R,Thal_LP_R,Thal_PuL_R,Frontal_Med_Orb_L,Cerebellum_7b_R,Vermis_10,Cerebellum_9_L,Heschl_L,Thal_LP_L,Rectus_R,Precuneus_R,Frontal_Inf_Orb_2_R,Hippocampus_L,Cerebellum_Crus1_R,Occipital_Inf_L,Supp_Motor_Area_L,Cerebellum_3_L,Frontal_Inf_Orb_2_L,Thal_LGN_R,Thal_PuI_R,Thal_IL_R,Thal_VL_R,Insula_R,Caudate_L,OFCmed_L,Postcentral_L,Pallidum_R,Thal_PuA_R,Rolandic_Oper_R,SN_pc_R,ParaHippocampal_L,SupraMarginal_L,Calcarine_L,Parietal_Inf_R,Vermis_3,Frontal_Med_Orb_R,Angular_R,OFCant_R,Paracentral_Lobule_L,ACC_sup_L,Temporal_Pole_Sup_L,Amygdala_R,Rectus_L,Pallidum_L,OFClat_L,Heschl_R,Olfactory_R,Thal_IL_L,Cerebellum_Crus2_R,Temporal_Pole_Mid_L,Vermis_6,Occipital_Sup_R,Thal_MDm_R,Thal_VL_L,OFClat_R,Cingulate_Mid_L,VTA_R,SN_pr_R,Temporal_Inf_L,Cerebellum_4_5_L,SupraMarginal_R,Frontal_Inf_Oper_R,Occipital_Inf_R,Thal_AV_R,Vermis_8,ACC_pre_R,Thal_PuA_L,Thal_PuI_L,Thal_MGN_R,Cerebellum_8_L,Lingual_L,Cerebellum_4_5_R,Thal_PuM_R,Cingulate_Mid_R,Vermis_9,Thal_PuM_L,Caudate_R,Putamen_R,Cerebellum_7b_L,Putamen_L,VTA_L,OFCpost_L,Temporal_Pole_Sup_R,Fusiform_R,ParaHippocampal_R,Fusiform_L,Thal_MDl_L,Vermis_4_5,Cerebellum_10_R,Cingulate_Post_R,Rolandic_Oper_L,Thal_VPL_L
Frontal_Sup_2_L,1.0,-0.053923694070559296,0.4359282258541885,-0.027202741327389982,0.748348522864635,0.10488475815476202,0.07148922480037262,0.14232472949022884,0.19726692172054133,0.4057943756402742,0.5314313245980274,-0.16017660249193294,0.7917703655885375,0.6543961226367762,-0.023274034632283905,0.34031289999028985,0.6033186347525731,0.4956076050450097,0.5080423176685975,0.863180080031744,0.5123243661001607,0.5473478094743092,0.28209886866850403,0.17867258713953968,0.0,0.5644461558110433,0.22851224229625322,0.7462914760412147,0.45665354746992076,0.6295130465870894,0.8897630930392567,0.05360165625827545,0.33127338282283847,0.9068330571138806,-0.011871153281403646,0.21135944983976765,-0.06691043310719558,-0.04438788229554398,0.886320124337961,0.3365653991157417,0.24001406072681075,0.18241434260480555,0.40559293056554613,0.7446081764321022,0.15864891885444066,0.2539923932633161,0.13107143032437774,0.1270046232111188,0.2546003057945905,0.05910733371988867,0.48644436681629566,0.20376467095720516,0.37452718947806474,-0.08703616045322726,0.4357932468044959,0.4956680133142074,-0.18746556744128257,0.003024327656905739,0.5898320325806847,-0.014372850831235028,0.09953473369550263,0.2568368408642508,0.06803372080277505,0.48579655705359037,0.5566743261175124,0.7057393099600262,0.7416446159925039,0.4658762457226624,0.4145579531566446,0.6628386100546738,0.2910876222467021,0.7076016819124683,0.6164263596571168,0.5016880163622884,-0.0022970335014779117,-0.37513868658296745,-0.020179026721830536,-0.15425923342410475,-0.04607974728514188,0.13821718773274663,-0.07151310547514018,0.5380441967466967,0.7553768941219144,0.5986375899594767,0.6491422589574523,0.5173940489258946,0.5963732122031333,0.08667046973905616,0.18882045905709385,0.5079228257084744,0.5076337645359932,-0.12816609645304314,-0.1668554929173962,0.025174383977553207,-0.1705803415400104,0.5081565903237574,0.30797010553138154,0.23070169396887508,0.6130975874130966,0.15592310449833185,0.5837367531939216,0.23218117598826515,-0.11675559911260353,0.18668251773633526,0.6990250482504676,-0.046007981999475166,0.4849902993965667,0.031577461260545586,0.7900369282471682,0.095148408301478,0.45603022214979494,-0.13946914473654243,0.12362640111338696,-0.11316346634396705,-0.12950313221538817,0.39264056325577407,0.6567480575175999,-0.2984669308819824,0.42850628628856935,0.6675977678299737,0.5955279095227438,-0.13742301626911588,0.6999951050481555,0.6223584857698174,0.48267202458442376,0.5295040025880854,-0.0489349990004319,0.32422093824578635,0.2448046093862363,0.5330920853201763,-0.14301344549575895,0.29002164456124896,0.026001089736749153,0.654629554706299,0.4220845543963372
Occipital_Mid_L,-0.053923694070559296,1.0,0.056334123748156606,-0.20839183435219139,0.0116279789058822,-0.18699431429534857,0.15501565933083747,-0.07782386723194101,0.2965940235454731,0.12300182619207722,0.027833397778913183,0.05571429495421192,-0.024855296229016288,-0.011996914872118503,-0.2189979618964945,-0.10297544870928424,0.01715410584793958,-0.13747789954860307,-0.10710131214855634,0.06328941274912343,0.12250441557521428,0.06799008559754931,0.03964017528344701,0.31055953931935265,0.0,-0.13130227062200303,-0.18842146975244922,-0.04442058852276128,0.099316012847261,0.11708177390896289,0.06319155746949218,-0.14798721650741006,0.015969075517332048,0.08293751512058578,-0.13276494673962813,0.2111595925741287,-0.06138683730734715,-0.07240589074504054,0.05849884752365751,-0.1677397069101176,0.22570271485369792,-0.08240537765378582,-0.016653819507787774,0.00803984010200145,-0.021254913813588072,-0.1860220820242256,0.1803704643396987,0.11941638606568132,0.032220914825053,0.26211903442581946,-0.17105951929482732,-0.3006521576843222,0.1536823740321047,0.04792242942544128,-0.2780449772364813,0.016225815947609582,0.12523278144914804,-0.11640134858174321,-0.011174309076202996,-0.15264892463254037,-0.22957145313392166,-0.15654924206186593,-0.0858347744046095,-0.04809779592042859,0.04080444655983273,0.0036395243362829675,-0.0611549356061392,0.041114441293674364,0.03631102217587264,0.017934885004826106,-0.1956037770614197,0.04424400892291541,0.011013416519553544,-0.12409615719736074,0.09690556067857713,0.03323468609671448,0.06729949951893854,-0.07429782130375284,0.2369382648577929,0.0450942092123617,0.24628552989620067,-0.007006461122153218,0.05581184608592518,-0.11528131743918438,0.026065444443381398,0.10958381830590791,0.11151867833878676,0.08097908434711813,0.04657027969337045,0.0900026341708306,0.05605781436699627,0.24117187910289728,0.183928966023955,0.1210943774717726,0.2981004830986433,0.14922991137736585,-0.16060558976237468,-0.06285364242303401,-0.0021407608056479405,0.20578303798393988,-0.048087988522148045,-0.033052235998575395,-0.10743667647397073,0.06572129648942977,-0.06702395436608401,-0.0877678592343489,0.0477829409708103,-0.11157252601851657,0.013505269083157426,0.25629577077861926,-0.06079376987577234,-0.007996777463339903,0.3343237270902621,0.009765768392934308,-0.15393425955737394,-0.14684171854120606,-0.020863825292029375,0.047741525874374226,-0.10572528337760803,-0.06989680334982687,-0.0064112004914371155,0.19851318378089666,-0.050584275092881686,0.014061792563318715,-0.07558199361325424,-0.0360699356757362,-0.13099371063133186,-0.21493107471077252,-0.20199807634182007,-0.04509533341515691,-0.07539284397489306,0.16155553995451508,-0.032287125584032114,-0.18548875572337703,-0.10937626823431297
Thal_MDm_L,0.4359282258541885,0.056334123748156606,1.0,-0.019865447007814733,0.1720554289000284,0.21813517968901996,0.4560428518311257,0.42803300750969253,0.2813028807858833,0.7586444440593534,0.6255840413997422,-0.13064375163783265,0.5863045079829258,0.4694232677120734,0.210645258208649,0.4386182784333951,0.751597637765736,0.01610429717139923,-0.0379761683216831,0.40263444461180603,0.24563557829951002,0.14172052828209478,0.13822792952774268,0.18747526896174124,0.0,0.46219565552992514,0.46693419323350677,0.5912803393936056,0.21738390582319286,0.6069267904469963,0.5648261148830971,0.1001406484283345,0.48090318781069447,0.4777976598052613,0.03141306534342529,0.14855803379612686,0.15122689053997204,0.09956789025053178,0.5727433203131181,0.65830527556105,0.17112655155658849,0.5838993895310408,0.838174439323244,0.5821073438815892,0.6883939345577472,0.3637495039213507,0.036621323111128125,0.004756160362883181,-0.07406128237571655,0.34487836516697024,0.6680031303904044,0.4023175300020017,0.212251069640596,0.5283698287437442,0.11414603385086915,0.6744094205940568,0.16903147988851983,-0.053027341878897134,0.6221786823636246,0.18069773942364056,0.08870221999458455,0.5742865746935194,0.45268669712587367,0.5884300050899227,0.8699513281978897,0.45473236787548404,0.6259749305817178,0.13994825811959577,0.663942987978366,0.6580214388678881,0.5387483760084092,0.6523468711915716,0.626214185247245,0.49357203503959013,0.46510598437914874,0.2942846027867821,0.3617372522076551,0.34222022547452813,0.28698334657670677,0.020482700638102615,0.1020811832056679,0.6323147616112228,0.6387875089617167,0.05308242159834632,0.47496739502609914,0.08210440814277928,0.7478325214748619,0.02413885607232374,0.5649397720854902,0.20621659042010387,0.8034345056305943,0.11973014795608279,0.08721431246074587,-0.0007911252452843235,0.0913171313259671,0.8464410767033569,0.7612986031871307,-0.09766959005212261,0.750105751043055,0.4531989755959755,0.4155605619294065,0.19404754334541843,0.1852733018100567,0.632122476890062,0.425666198462103,-0.07864867454776436,0.5464388068001209,0.03523004611999437,0.22680025493807657,0.47780688784804703,0.5255884563955797,0.48449939873009973,0.19890792478426705,0.48188423421176085,0.20446306488103647,0.6382179729495149,0.7595635099977364,0.16825784923702666,0.6823524591750094,0.586100078869256,0.5269033525311819,0.03594540696929954,0.4796714380044042,0.3904542840623894,0.2850586774134275,0.18906328057797522,0.28245007805837724,0.4227359564713024,0.2361246559731221,0.7434441657130763,0.30986731670071727,0.2864311052541078,0.543014038745686,0.6932487936938465,0.6257882502149683
Cuneus_R,-0.027202741327389982,-0.20839183435219139,-0.019865447007814733,1.0,-0.015002344212567631,0.5956582314377395,-0.4997323737374456,0.4697852805571641,-0.40031419699264653,-0.09664297589212875,-0.04438922879862073,0.06146181558408741,0.18034818319001283,0.2784037274777934,0.6386391485558376,0.38635031622506827,0.13433491655108637,0.17457257674149085,0.25463920576500104,-0.07321496843630447,-0.0823426392158479,0.10290778241702242,-0.09473163455420001,-0.6416896225692371,0.0,0.38708434438516737,0.40123363927791433,0.15994141604273485,0.1299167629995173,0.05623062640264828,0.12530257898568933,0.3493780088837206,-0.4432608233372583,-0.1204939543802044,0.20861514751556348,-0.6100633028089719,0.3363795375496847,0.4453455445713119,-0.006590005402173682,0.008229151222648183,-0.3203011396440505,-0.20434102746778948,0.22608624437862998,0.29046243655927706,0.14493069237536424,0.2597304190425538,0.26760781118926885,-0.0916996620248595,-0.4789998749347657,-0.2498931057018193,0.17499048430149133,0.4427074173441499,-0.04056510281844572,-0.2695224702462331,0.10207948434184573,0.030135817622614875,0.05612149508835005,0.0918764879444436,-0.10881104778944797,0.5579498032507647,-0.23938474015782105,0.39796116145667393,-0.20742315553588525,0.4673574682990696,0.1261897621691423,0.2290442258964983,0.23134070894992734,0.07021228923150566,-0.30920547450668245,0.19020737100890384,0.35642938960770526,0.21477874006711697,-0.08102366027260637,0.3564506693796637,-0.34306653730019215,0.1716916666229806,-0.6046113265529476,0.33427695511975186,0.12115220907006725,-0.5552556828856957,0.18130670607149482,0.07664371871102872,0.16645379271104915,0.2581565336724553,0.21910730255488772,0.04352311056908896,0.028469096639505986,-0.35432467735472356,-0.4658340620391817,0.1966042884218062,0.07406613038593633,-0.3424774375495206,-0.22264996658677513,-0.3123016738422886,-0.5326273507337007,-0.0932632298516302,0.21886580566261513,0.5138679495209748,-0.012222669112659502,-0.584504578014485,0.0820850596512571,0.011669596604114985,0.5072713457408008,0.09313638040758361,0.46907375373276383,0.24710812005813715,0.010873507924099211,-0.3694774979296976,-0.015228099410239903,-0.38925701446652017,0.15343962118953391,0.29626994657691447,-0.1588292277191887,0.14219523122635086,0.5846190382167037,0.26375978187259325,0.039667437664088645,0.35001010159710516,0.01903434397804248,0.39395998385679304,0.3250348037770116,-0.31774490663143296,0.2535736393695287,-0.17005688114764875,-0.17852441773658997,0.30523934805034564,0.5444263098906599,0.6029061285215362,0.4693177268686792,0.2662201487326896,0.5705867275439969,-0.5911054055277732,-0.28186483717913025,0.25976249579713634,0.443475967581346
ACC_pre_L,0.748348522864635,0.0116279789058822,0.1720554289000284,-0.015002344212567631,1.0,0.017902872633568708,-0.05609235539256364,0.07765738884913202,0.27852219609337747,0.1594576457084377,0.34449694071117964,0.036554628340443665,0.5247817081376457,0.5602000554399333,-0.07692793374674813,0.05758970690072598,0.3806075645554657,0.41882494118903313,0.523369936935666,0.6784540051626513,0.4146346140370037,0.477659386067758,0.21626212416100093,0.1223052177607105,0.0,0.4136880815318138,0.105700159744305,0.385050097228678,0.1945262440360265,0.37417207031268385,0.6829211859708993,-0.059491385713402116,0.2274643136376843,0.6593912278447694,-0.04623237492561323,0.20915343372204534,-0.20908155491182934,-0.16055520768645454,0.6910312621170568,0.12121098565655193,0.28981464461582807,-0.0815627236830252,0.09436952242635441,0.47345953871001795,-0.14580011919420832,0.06988298181039931,0.3164584342729586,0.21067936058537906,0.2186257701336815,0.12176173924561218,0.2797562034925055,-0.007346936113837902,0.11237037413501219,-0.2776317085811454,0.38074164428770824,0.29706316481357875,-0.2797619269409428,-0.0029128500011919405,0.2241810600459779,-0.07151500218912815,0.0812466719278932,0.08924601032530366,-0.04263707427561514,0.371238657163104,0.2262554753997863,0.5520621735486079,0.521241468188709,0.39594809418183824,0.18660413978408485,0.5123575013044929,0.1242942127431643,0.5275976417761896,0.3925617441395071,0.3898381853201329,-0.10917565410619007,-0.465863942470759,-0.13667635166726838,-0.321503446601263,-0.02904934911208899,0.14356532468920452,0.05872338127945794,0.22341750071446498,0.5308896857441264,0.6311790446426708,0.4792057251656803,0.3681210964847946,0.3832120962680214,0.12809208847882939,0.02014985580486722,0.41162667129208447,0.35462938049468107,-0.08010457463453081,-0.29188680437425757,0.026634638287686252,-0.15401853237408672,0.2922028100536444,0.006616247339987249,0.28711022942978676,0.2880970714500783,-0.045466029703199226,0.4487540500032727,0.12525429598405421,-0.20007028963439658,-0.07308808045236966,0.5550184771766047,-0.011674147747985746,0.3852091899644042,-0.028989726026855202,0.6579500537835169,0.025542088331978522,0.4000226456447031,-0.23067706353132966,0.3104931640066636,-0.21727927563798394,-0.19897168883673577,0.12932500768666746,0.3496687906521115,-0.3306106948816311,0.15423946084317777,0.4121295017732598,0.4915928348860818,-0.06291268511769495,0.594270214644499,0.463126409964953,0.3986372245693544,0.443259246749859,-0.1448702734198603,0.17924302001900877,0.22620409251041165,0.3021740985862222,-0.19988880183577157,0.20324589111213692,-0.24082952366261595,0.41214264738176454,0.20497661097125036
Temporal_Mid_R,0.10488475815476202,-0.18699431429534857,0.21813517968901996,0.5956582314377395,0.017902872633568708,1.0,-0.25688616746110315,0.5790246583544563,-0.4833184799057747,-0.015675041832426777,0.28516657301021336,0.2213022305454599,0.30614458486417734,0.2623531529870282,0.6420021904237692,0.6609358875976257,0.40260941826789604,0.10395485940967222,0.1947996763972853,-0.06665207217401657,-0.29776226739094613,0.208813928495432,0.20093142213253612,-0.5237097889840051,0.0,0.6637418948089443,0.39817739556066234,0.3736334940005511,0.2799956818887545,0.12814300532715872,0.1688168070572918,0.6285671931367705,-0.1918765607876579,-0.0025442196047042137,-0.01623107884873278,-0.6453827863741324,0.41506581220018735,0.5021991381555428,0.12135296843736261,0.46379595264637713,-0.4805755559620434,0.19882987041239078,0.32923928020061,0.4194329269787938,0.1545454435053541,0.5255570692040409,0.22797243608019238,-0.22562856920632657,-0.5257142179477635,-0.14542926941687365,0.57980412113423,0.6461978071930874,0.1236988697197184,0.057658628000647194,0.43703171347715036,0.23651555223643958,0.1733760167443992,-0.07196360645730486,0.16558847342776065,0.8002595348891791,-0.18913999362168202,0.5510445344911669,0.30511615528128766,0.4941751665108851,0.39294471256107977,0.4539763561849866,0.43713846562899333,0.05449516288749779,0.047428052044096,0.4295649687818605,0.5285383195369086,0.36686180210951874,0.20403361916701332,0.4765408096706447,-0.18509754686072102,0.3634428331168574,-0.16472983184122003,0.49045135041280546,0.40179906861813836,-0.68686896510431,-0.06595046128699548,0.32413379126239206,0.22909709551225985,0.07776500635993774,0.37221855079290717,0.08227278267345167,0.26453196640690135,-0.11855369534901133,-0.08092940954268903,0.2727479018885528,0.2910398035577743,-0.3133876467874385,-0.03727520974163327,-0.30384793989913694,-0.3921683770713124,0.09398087069636941,0.5392947210856665,0.18509361117905504,0.33882698051271326,-0.32355547422039965,0.4867674034869361,-0.2309524910670875,0.7269125250074395,0.47416120043240967,0.6484478797690696,0.1906248008813444,0.26432027445400214,-0.2965143383925701,0.1107823129640097,-0.4225479472505223,0.10801333624843201,0.45629241743855736,-0.26178982238912724,0.4262378140836928,0.7517386570646473,0.6115759756254072,0.3831420318423973,0.414265368493313,0.3529195849154829,0.5490657288871409,0.5258666154269367,-0.1690948699063537,0.26178668655318416,-0.030298628421482527,0.025753374335488407,0.5244411068114709,0.8855229946909198,0.8852429435657202,0.5186094714645317,0.38372791464967665,0.7675864985280452,-0.5255536365626537,-0.05818139446870271,0.40813376760063874,0.457988135510716
Parietal_Inf_L,0.07148922480037262,0.15501565933083747,0.4560428518311257,-0.4997323737374456,-0.05609235539256364,-0.25688616746110315,1.0,0.03446876444871658,0.4616836734434243,0.49976213455322804,0.30515688806755475,0.025838019986967473,0.23745483887232233,0.0921329220347765,-0.22711022946352255,0.029342924972247386,0.36811218457434486,-0.35532409935799675,-0.4539538783093016,0.16589434145646192,0.020435630802650262,-0.09146853389763006,0.1325842495112579,0.42128140797341257,0.0,-0.019190502582731524,0.09783240478729506,0.2787020607356031,-0.01718609991879823,0.17884268507734719,0.17148715073312198,-0.08573875969410698,0.5259637242426447,0.26421460527873675,-0.13104466114630114,0.6522249750286333,0.012683469649673837,-0.29090461181028165,0.25441240769870294,0.30685804627696867,0.15982591091762757,0.6424684334668388,0.3049580317687864,0.1383706715284854,0.40101774395411577,-0.151698916144333,-0.12980422397010277,0.1739841308823299,0.12259493298885954,0.4822687166560688,0.1914795673576742,-0.10173109236493033,0.14565647337698762,0.7592323394542109,-0.1363920097366593,0.40752636578092927,0.11479854226268925,-0.02296620909734661,0.4851239215428748,-0.20604098852909344,0.20975798575669138,0.06612408274789726,0.28933776777839176,0.06431007934129579,0.3234675437551876,-0.020100925638945777,0.1027256654020577,-0.05494712921863547,0.835092005892029,0.22759291763060385,-0.10150024283585439,0.12928979129171858,0.39723403986473266,0.08840315489602432,0.8486690725815639,0.3079548048778809,0.827347315160103,0.13473639517619537,0.16726659911673816,0.5068080204247902,0.023132241623951433,0.4567749208985658,0.2688903806682015,-0.329940663938488,0.14251516246229462,-0.046214762268712024,0.4021881348662654,0.057149265931268116,0.5582667606032952,-0.0793943961313203,0.4343949642897521,0.32644919764680025,0.21365998859107116,0.26166958482089586,0.6634944307385474,0.5555776221728788,0.26849969329867873,-0.48472142697336756,0.5495807296682481,0.5824410051221665,0.08603933760450172,0.04688672447555428,-0.09857044360307056,0.5989293699997812,-0.19062041733225482,-0.15413666663991954,0.21405161291999955,0.31447906473942117,-0.05089139005545188,0.5397491436973041,0.1958023034462418,0.20703656332309536,0.3204806769114699,0.4173964500807581,-0.12781196337439496,0.03274746706701585,0.4842510974698521,-0.06943674376539724,0.290217300779104,-0.025705263033328863,0.06904813909074442,0.2525002430925435,0.040208369584652084,0.24796594344691728,0.2084390441258777,-0.20734545280293895,-0.08744013111118787,-0.14441103619506002,-0.0878717041430456,0.060433724291821644,-0.017991050123415966,0.5155940484599009,0.6502766884191286,0.18065790804589918,-0.041469380897863804
Thal_Re_L,0.14232472949022884,-0.07782386723194101,0.42803300750969253,0.4697852805571641,0.07765738884913202,0.5790246583544563,0.03446876444871658,1.0,-0.15393208156245605,0.30075122524194514,0.4336920220360464,-0.08342070851139699,0.31365159887772986,0.4138581680896983,0.5433390981644644,0.4291622889713059,0.5725278407501035,0.07207767393787667,0.08627099048608293,0.08884480754934379,-0.1234256257023696,0.251300114204396,0.20438744271590392,-0.39138669700546797,0.0,0.49418457783379655,0.5841190289683962,0.34609342333763793,0.22642548751153374,0.18462236966544335,0.3194530405690462,0.3720971533634735,0.0652357194206427,0.11532200577113806,0.019260319934131395,-0.3235298227875323,0.4025495816205135,0.27900743419748764,0.2163905137469593,0.41639190568884216,-0.18150411211522485,0.21835122495628287,0.45869948975779673,0.35989300782908107,0.3272165452909434,0.35034850078320207,0.19886100274048651,-0.07337055434971877,-0.39534181278584496,0.0305029047596173,0.5005971473990615,0.4573826792829586,0.16123113306102993,0.12360934021730675,0.1172949182358383,0.4439031618009857,0.038418203721608445,0.023006940979703964,0.14501477236703206,0.5745517792678979,-0.1042004472819359,0.45796140953044223,0.17691174811149843,0.5892657602022935,0.495497272216283,0.4580243549207459,0.47678577559935076,0.24030662326783825,0.22883060571079084,0.5751901148347739,0.394869600247993,0.4793440704127433,0.19865144665508563,0.6439329878015703,0.09734726192945777,0.3123023574868867,-0.018300331293122567,0.41495936816917633,0.4026022534769339,-0.3634730372778225,0.005787348604886569,0.33945518066473795,0.4525327573119681,0.23243108129536252,0.4638777004892748,0.14784126719286378,0.5227008527170574,-0.12366893938592947,0.080259286236724,0.28762823538891136,0.5106985152293622,-0.19305057823906918,-0.14050062055935658,-0.18892606141802465,-0.2112451684346089,0.306448271222693,0.5380170523438,0.1597241141906342,0.42905888242427465,-0.16456322072025284,0.4394925460882889,0.05525070503803313,0.5210621194800686,0.4779627753326907,0.532461162856782,0.06124907028852758,0.41675244987285653,-0.12989449328003258,0.060621478358136874,-0.2321240472694428,0.2474625756876923,0.36232842188105396,0.02148836461720057,0.44203495809754256,0.5516542199272306,0.46524419160649655,0.4968328734814045,0.245072049276946,0.3989493717395002,0.5456074521757708,0.5697953535527591,-0.05998836228269393,0.47717726046367304,0.07496264663551626,0.19501390866261975,0.43952467048756266,0.5953756435079527,0.7071382764761017,0.5768892186019988,0.4418798146766173,0.5636396584197619,-0.23590271279552433,-0.0010285932331909682,0.5371336710965958,0.4042401656069818
Cerebellum_9_R,0.19726692172054133,0.2965940235454731,0.2813028807858833,-0.40031419699264653,0.27852219609337747,-0.4833184799057747,0.4616836734434243,-0.15393208156245605,1.0,0.3078395411836582,0.15840580081705088,0.009222034134052152,0.18476511988958189,0.22325762503919372,-0.2442975730299675,-0.2742707513304122,0.07516215550399774,-0.06732475515347519,-0.10458358205506932,0.3367373397084582,0.3651849258743682,-0.06044682937587144,-0.08807768058922202,0.60943488464734,0.0,-0.09743622205864688,-0.011669941717763525,0.10184280095835158,-0.06171252788161233,0.17330111122247197,0.243026599184685,-0.4745091029755184,0.36831667871305773,0.2889138059543488,-0.03373632387673355,0.5286989511425647,-0.12071240506987328,-0.22046677993658736,0.3066763080411028,-0.0056361373632567826,0.6387218512686896,0.15012033498514463,0.13747389477280977,0.10114196230082276,0.1842965222010417,-0.2637614454514142,0.06620133287684239,0.3833315010611871,0.24780917793067003,0.746164423506796,-0.07103216358046956,-0.3400369700813457,0.018791410163380644,0.32862195229052404,-0.11883385042789253,0.2722023754042366,0.18778577549112974,-0.04284679385506238,0.20748579605467027,-0.3900042373720495,0.1643970725291523,0.0169602891655211,0.019968308461855537,0.028645886263755575,0.1063963902250346,-0.08037912939405091,0.04716872795546638,0.002810447764446487,0.3432146149327085,0.0602691978932475,-0.19533886321558822,0.130525062095606,0.20967384155471755,0.006908430365718968,0.48362429364266657,0.049268923901589684,0.38264796665941947,-0.1366783956413631,-0.03689122216079484,0.439646766750291,0.251857405741597,0.17232322901859765,0.18817234102828231,-0.056982223792676694,0.09620699814141959,-0.0213923460433448,0.23211971834413392,-0.023102405572280195,0.2793741638011151,-0.008470419095573486,0.23994194428160986,0.5656060356430859,0.09169215075045407,0.40027205629402024,0.3921278603885012,0.41797124835347627,-0.0314118352492737,-0.054564250527464345,0.1312340543002358,0.4752996690600197,-0.15146482950056064,0.20000447531783916,-0.3330855243119231,0.12679807993583417,-0.1639042549314352,-0.21602349721402336,0.03126109712351961,0.08387290071138769,0.09889998488445202,0.5843155166191701,0.23632149471307917,0.09344628604556961,0.6971530284756335,0.09953369922045933,-0.26648948121207683,-0.2495920302228257,0.12417502913452166,0.035709427545547075,-0.007981331541115478,-0.07876145907822511,0.006997527391799609,0.283945352935062,0.0897173507902982,0.2717033810244679,0.029880764162378323,-0.29791664185179867,-0.3037790449500773,-0.29113447311479734,-0.19782701626155014,0.015336843601426493,-0.23542259421290984,0.5613257952154163,0.36790030795871576,0.056773003382393966,-0.005544557787658146
Thal_AV_L,0.4057943756402742,0.12300182619207722,0.7586444440593534,-0.09664297589212875,0.1594576457084377,-0.015675041832426777,0.49976213455322804,0.30075122524194514,0.3078395411836582,1.0,0.5817765232049109,-0.12305833852130003,0.5213660260832651,0.4375027273005323,-0.10474981004181698,0.41178783439086986,0.6968396833959403,-0.11811040310115756,-0.1591659409538393,0.44484093053642065,0.30228192770017565,0.1894907929062867,0.19709470122476688,0.2916836492188706,0.0,0.17521038517110657,0.19127683668148185,0.5346444482392034,0.2825315375295249,0.5666139805430213,0.5275434100987197,0.03350292255769408,0.455884776817754,0.5419460774632596,0.14514410223974142,0.3643410336506185,-0.02232612549623611,-0.08089391467585831,0.5072782807441953,0.4574082658654438,0.1268244976215972,0.52454565997582,0.7179679896964309,0.5237460311362047,0.5561156694490562,0.052195778100414404,0.08421921211070758,0.18032635606653705,0.1722885565932115,0.26522273930213464,0.47906171685383614,0.10684411323995557,0.36598585725843236,0.39340995410098184,-0.1265881890705221,0.60195049719058,0.06437419872066726,0.09398793854417781,0.6144734341480639,-0.09049498695560021,-0.01341865313813539,0.23926927600385034,0.2531116917411387,0.42280095200288936,0.7527374504123028,0.4199317735515529,0.5065336370751208,0.15117423977965538,0.650527275255248,0.5857931938585391,0.18782744434785067,0.5855249186974297,0.6010367285231951,0.3210869898710821,0.3933637480572434,0.06333180454646038,0.35707767931512885,0.07534280715904457,0.2720970937217131,0.24528408149221775,0.16043583267740946,0.5854929449075187,0.6285750169493306,0.030407550781230804,0.46660977470830184,0.20275798331797898,0.6757659684227797,-0.12547304557879177,0.5288317323938393,0.25305921302179346,0.6738637964373424,0.22480749598896707,0.050614003578102106,0.1726531967788248,0.19814409621696408,0.8047009760910703,0.5009856606874517,-0.17744465572347162,0.6558921327024935,0.5087413760940975,0.3319585596701483,0.15696064223429698,-0.08293729962926416,0.5171792072052543,0.24426694094986878,-0.10407639660096725,0.5796107695510427,0.20594823285856714,0.2898750441708217,0.42508688585079824,0.45935690724106765,0.2334169913707683,0.191511377672696,0.24649071776171624,-0.07955894033938703,0.3691940098098514,0.6486400159987076,0.027475953218656368,0.419764775414488,0.46931940469044214,0.40891956932508067,0.08318921172396025,0.4211553919649401,0.4724300230094264,0.26969214491530813,0.17365122823942816,0.027005090102037877,0.1600063232536565,0.08890178563644693,0.5610118810996059,0.0502312561373767,0.48920658764222125,0.4136440145104168,0.5116766550153287,0.4129712772756696
