,Occipital_Inf_R,Cerebellum_4_5_R,Fusiform_R,Calcarine_L,Angular_R,Cerebellum_7b_R,Frontal_Sup_2_R,Cerebellum_Crus2_R,Temporal_Sup_R,Cerebellum_10_R,Parietal_Inf_L,Temporal_Sup_L,Thal_MDm_L,Lingual_R,Insula_R,Heschl_R,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Frontal_Mid_2_L,Cerebellum_7b_L,Precentral_L,Occipital_Mid_R,Pallidum_L,Frontal_Inf_Orb_2_R,Thal_VA_R,OFCant_R,Paracentral_Lobule_R,Vermis_3,ACC_pre_L,Temporal_Inf_R,Precuneus_R,Thal_AV_R,OFCpost_R,Rectus_R,Vermis_7,Vermis_4_5,ACC_pre_R,Temporal_Inf_L,Amygdala_L,ACC_sub_L,Thal_PuM_L,ACC_sup_L,Thal_LGN_L,Parietal_Inf_R,Frontal_Inf_Orb_2_L,Temporal_Mid_L,Temporal_Pole_Sup_R,Cerebellum_8_L,Thal_LGN_R,Amygdala_R,Thal_MDl_L,Frontal_Inf_Oper_L,Vermis_6,Cerebellum_9_R,Thal_LP_R,Thal_PuA_L,Thal_PuM_R,Thal_VA_L,Parietal_Sup_L,Cingulate_Mid_R,Cingulate_Mid_L,Frontal_Med_Orb_R,Cerebellum_6_L,OFClat_R,Temporal_Mid_R,Cerebellum_10_L,Insula_L,ParaHippocampal_R,Cerebellum_Crus2_L,Rolandic_Oper_R,VTA_R,Thal_LP_L,Thal_IL_R,Supp_Motor_Area_L,Occipital_Inf_L,Frontal_Mid_2_R,Cingulate_Post_L,Rectus_L,ACC_sub_R,OFCmed_R,Thal_PuA_R,Thal_MGN_L,Calcarine_R,SN_pr_R,SupraMarginal_R,Angular_L,Vermis_10,Thal_VPL_R,Postcentral_R,Cerebellum_6_R,Thal_MDm_R,ParaHippocampal_L,Hippocampus_R,Raphe_D,Thal_Re_L,Pallidum_R,Postcentral_L,Cerebellum_3_R,SN_pc_L,Thal_PuL_L
OFCant_R,0.08723207790235843,0.051696570224669204,0.00901826323759619,0.1406099620481259,-0.11809195345602819,0.1325525321181422,0.04053422242828008,0.1856811362601033,0.09946684997628631,0.0657025401438693,0.023132241623951433,0.11068613760106819,0.1020811832056679,0.0694554717771863,0.06795909868408137,-0.014662270590464547,0.19219216196376596,-0.06455562128172032,0.11656594265114051,0.17686830861436525,0.13049413807143942,0.07710912107933861,0.17383144962989122,-0.3171397927604407,0.1342540760666242,1.0,0.03928399958899416,0.010894692428918044,0.05872338127945794,-0.0015151994701225022,0.08702589670198882,0.09244237762900634,-0.1537651809631857,0.05074673523314697,0.0,0.16364902388545577,-0.09110325793145957,-0.10511948883412943,0.16336374690052574,-0.1283550453672429,0.03811201524729068,0.14905767278029058,0.0895201413121158,-0.06135960808576671,-0.2890181778673522,0.23665514149872244,-0.04850620436616941,0.2371528829543567,0.18589023646687816,0.12136865613933556,0.17963143200648182,0.01633732065896272,0.16463719430204388,0.251857405741597,0.22180524472748045,0.21463904598192554,0.05637216781914444,0.24532108753396983,0.11038420657077501,0.07411885232312841,0.10531951535619938,0.27579579798065473,0.22659984438005012,0.09394705470872515,-0.06595046128699548,0.11517771334534636,0.06322557660386664,0.037916014069779264,-0.011522757344385725,0.18995995695695048,0.09300665008132393,0.018431084226805707,0.22864894224580345,0.10317323330434743,-0.07331955201641752,0.170831972804175,0.1343535256430329,0.07402547596541166,-0.07777370055182108,-0.06082822537826501,0.09138287908687132,-0.19307052181756243,0.13664770718733693,-0.08693843949221662,0.14043418094400623,0.041960946684129044,-0.051081190811530605,0.12098001862328263,0.11463762781156774,0.18038980402022578,0.16774614016984213,0.10403951748785542,0.12868317817537445,0.06567871320391389,0.005787348604886569,0.09931602211398849,0.07835540845674929,0.10108358328414352,0.011013180739764454,0.1871255224644988
Paracentral_Lobule_R,-0.15339897864397362,0.08105182083567353,0.20546229940161634,0.27014889303492917,0.13054343745642435,0.00935625833544623,0.21033218777259072,0.18531643272838602,0.3507623774711048,0.3545131108252205,0.6424684334668388,0.3113248988681085,0.5838993895310408,0.472812320123755,0.17875839941573599,0.5565948786472633,0.77681238293897,0.13579554338220798,0.30250529671220455,0.14721670335494502,0.4251391818037618,-0.009889063783838978,0.47400374401531686,0.031796313355424495,0.47451139174578305,0.03928399958899416,1.0,0.3165017531432317,-0.0815627236830252,0.3673533151792769,0.7492677154553262,0.333390945480161,0.22560975470597264,0.23487216116922585,0.0,0.25791325408430654,0.014902025575095863,-0.21647272237018797,0.10215205941100029,-0.24702298683080431,0.43973114983893863,0.3177394418882488,0.6878964329421761,0.7384689984310714,0.060080591466128805,-0.17782586205574935,0.035003661338950276,-0.006270218490569884,0.37988579914130516,0.24802801787209117,0.4154783862483205,0.25151773161141927,0.10002623020772826,0.15012033498514463,0.5865020706248768,0.28772711427014874,0.45172994913703335,0.6074446392461188,0.05460705451323613,0.626565959737736,0.6663655766741449,0.18875051013732438,0.12172757648277055,-0.3526533920139066,0.19882987041239078,0.2300261971711228,0.06258040074011499,0.28052634575053775,-0.1269792588853106,0.29152927858043487,0.5018869175186684,0.41987763344129,0.2920841840650486,0.6494523676180967,-0.06802178183686758,0.22438220832940098,0.7310711707624579,-0.01638631705559369,-0.1812239207234971,0.15804278697744756,0.3479689535749035,0.30573742600011067,0.22435577682294897,0.25189123986786327,0.726733174444097,-0.012226712441015695,0.1182576829842751,0.4588482224750834,0.8069077520688019,-0.04571447511820803,0.5268897628729649,0.31693373952421977,0.518506143355876,0.4210704650857041,0.21835122495628287,0.30597479872972544,0.8498687392598777,0.015194878802480574,0.0973689608016184,-0.05385869858072303
Vermis_3,0.10966293225429967,0.7959984736868688,0.7102372507325411,0.7513372634711818,-0.3676680109159306,-0.16229887907296053,-0.15401212535474662,-0.08202369808149196,0.6160143288997283,-0.40952434999361687,0.13473639517619537,0.6036680756882687,0.34222022547452813,0.7759551947558839,-0.06523789303039358,-0.031926398457453264,0.260526691512247,0.16457212366228324,-0.02536007240983699,-0.14009652390321167,0.14486519867024847,0.42244814775796774,0.17673482923562903,0.2749830257563878,0.30676532735708917,0.010894692428918044,0.3165017531432317,1.0,-0.321503446601263,0.21405648158762935,0.4757771845263352,-0.04020202055627531,-0.24553651316339412,-0.1377256141372678,0.0,0.7454055637370594,-0.16316581451702653,0.23394806037486435,0.12064961769774629,-0.12412180423953555,0.28726218995262703,0.11129811309491451,0.38632861038619537,0.10972652882118239,0.21213332237963184,0.3987315260925923,-0.09412585210623352,0.001939544580099354,0.5416977691891638,0.004162616296817669,0.1863911393525435,0.1940289229892026,-0.11795050041317433,-0.1366783956413631,0.39031249573619553,-0.08747344704115599,0.33542635292736256,0.38098892873912776,0.5259741512739017,0.2655008444179714,0.2728044368055937,0.26965471652458806,-0.06077713279208559,0.06752272232251931,0.49045135041280546,-0.3863021299979732,-0.2515924728688063,0.5295978867051734,0.0864639667281934,-0.003101258147631801,-0.07698544736334505,0.5204037817282932,0.33426664360580705,0.07841729701311904,-0.012734160870666778,-0.025285842059127286,0.5728901409687651,-0.2509539821298208,-0.0653528665869614,-0.04152015319272252,0.3901991614244143,-0.04134458097974598,0.7258511563510884,0.05041185030707044,0.5016147057984336,0.2884485831691855,-0.6836368363229952,0.416649724797233,0.12404365666218806,-0.12504841988700865,0.21555704216345595,0.38653973035774297,0.4156862301916964,0.4721960001731632,0.41495936816917633,0.15133117864659718,0.20538588129673374,0.7293993416783737,0.18878125800136028,-0.3447302292431736
ACC_pre_L,-0.011674147747985746,-0.19897168883673577,-0.1448702734198603,-0.465863942470759,0.14356532468920452,0.21067936058537906,0.6593912278447694,-0.08010457463453081,0.012990514781078811,0.20324589111213692,-0.05609235539256364,0.105700159744305,0.1720554289000284,-0.31330840188441383,0.5520621735486079,0.02014985580486722,0.22341750071446498,-0.29188680437425757,0.6910312621170568,-0.06291268511769495,0.5247817081376457,-0.16055520768645454,0.3832120962680214,0.38074164428770824,0.3806075645554657,0.05872338127945794,-0.0815627236830252,-0.321503446601263,1.0,-0.023418511237945364,-0.2776317085811454,0.3852091899644042,0.21626212416100093,0.11237037413501219,0.0,-0.19988880183577157,0.6579500537835169,0.12525429598405421,0.5602000554399333,0.523369936935666,0.15423946084317777,0.5308896857441264,0.12121098565655193,-0.13667635166726838,0.0812466719278932,0.15385402153850963,0.443259246749859,0.3104931640066636,0.08924601032530366,0.4792057251656803,0.3021740985862222,0.5219489097971104,0.026634638287686252,0.27852219609337747,-0.14580011919420832,0.025542088331978522,0.12932500768666746,0.09436952242635441,-0.20908155491182934,0.3496687906521115,0.2880970714500783,-0.02904934911208899,0.15590367226728938,0.28711022942978676,0.017902872633568708,0.1223052177607105,0.7143063471535629,0.17924302001900877,-0.04623237492561323,0.5275976417761896,-0.045466029703199226,-0.007346936113837902,0.371238657163104,0.2241810600459779,-0.0029128500011919405,0.6829211859708993,-0.12446763882493236,0.3681210964847946,0.41882494118903313,0.1945262440360265,0.1242942127431643,0.2274643136376843,-0.28906942510766526,0.4487540500032727,-0.07308808045236966,-0.2011865334934735,0.2186257701336815,0.07511961085168116,0.2523424643389925,0.28981464461582807,0.2922028100536444,0.3898381853201329,0.25352844907573213,0.05758970690072598,0.07765738884913202,0.5123575013044929,0.18660413978408485,-0.07692793374674813,0.44608957657082327,0.4146346140370037
Temporal_Inf_R,0.24933740308954486,0.3575168818113959,0.6196087234448296,0.1925353837396483,-0.39756282199388887,0.03590177360964582,0.09083883045935191,0.08582557460791085,0.5649355155899818,0.003108349421386215,0.06087525463115969,0.04098486473946446,0.2828754665791039,0.47547124401340973,0.5355834895339462,0.42225533134885185,0.3712381598022824,0.0188327699326313,0.14024871510001197,0.03245479360415134,0.23018072737170914,0.25610403813180216,0.36432182506828603,0.058812417357420974,0.49744152943652953,-0.0015151994701225022,0.3673533151792769,0.21405648158762935,-0.023418511237945364,1.0,0.21882822402540128,0.5289122139150914,0.4372783360381761,0.42919540172221116,0.0,0.4477057914552079,0.25442209354867357,-0.3178855372833917,0.09454813287803132,-0.19707091790537354,0.47656100214794495,0.23589931402025946,0.49763766796532555,0.20056904055796906,-0.29529383773173484,-0.21507685280394756,0.5799226417612061,-0.2636875226151565,0.24843721989104628,0.49924178671556607,0.3088038226200263,0.07840979138235016,-0.03308186134386217,-0.27342743432414124,0.0776951094460853,-0.2532045190526304,0.6208770419104456,0.2167837195021651,0.2715071820833646,0.4388893977109085,0.459254628734399,0.5753011060550566,-0.2038926636560526,-0.3602605099099438,0.7013789864657675,-0.15489524047967906,0.04975727386016428,0.5872182312786116,-0.052524109081631,0.4636793853556462,0.13269140427912507,0.38132414319525487,0.2677068712411009,0.3213268371147296,-0.15020101029509167,0.1602115159103476,0.39178651377566426,0.26770661106883614,-0.050990851330939134,0.38389726707645594,0.34795996756785286,0.15230519525560265,0.5124623411034172,0.6396916369305529,0.525983435282128,-0.003224499710176314,-0.13872197164282707,0.23485331931677805,0.3566011690131652,-0.4145501316893009,0.18318499149740522,0.28502782510054314,0.5711602135413726,0.49795279669726755,0.39307183372411725,0.5048150105659142,0.27655672580056984,0.15053145514461225,0.426320550898213,-0.3241966339803171
Precuneus_R,-0.09151981620013057,0.2250794556154507,0.2500253694412424,0.6265790977237864,0.2057276393131244,0.06205052749256138,0.04465556292283613,0.2670162759377236,0.24927673016562482,0.2334196724903336,0.7592323394542109,0.22260500548289536,0.5283698287437442,0.6524099256123036,-0.05595922379997178,0.45544329460948996,0.47171445487843583,0.25220806475011426,0.06602251551079989,0.22499238288907467,0.13766878900950066,-0.020809718774155578,0.35013801589103494,0.0031186073482230574,0.3121395105054942,0.08702589670198882,0.7492677154553262,0.4757771845263352,-0.2776317085811454,0.21882822402540128,1.0,0.07231987419186504,0.025771871858991643,0.10108783498088164,0.0,0.3461416943328758,-0.2183993006219858,-0.039888131368724246,0.056207268221808944,-0.4155642802350436,0.362887217970019,0.15984111941813847,0.5496439916971849,0.7384375357008278,0.08155762599364216,-0.12669522813756495,-0.246075697434455,0.18110215541903502,0.4415937003246545,0.06282550157336292,0.08902275072470626,-0.06711452857432446,0.20035783742185378,0.32862195229052404,0.546538935778376,0.46619731045857155,0.21762287373312386,0.4424169581870346,0.1649639102686762,0.42158902590974423,0.5231946209034588,0.2650777746370463,0.28434884181349196,-0.369122722367945,0.057658628000647194,0.28507328981052005,-0.11577089023133527,0.13621406455287968,-0.09345116234684923,0.05045897040164996,0.5241287741777555,0.1697595024458061,0.19208799677930966,0.402622671256337,-0.09554780500448554,0.023323158376302167,0.7866458331156673,-0.1550170890533435,-0.3244832236930282,0.014485860875061663,0.17212100664823396,0.39056606600260707,0.39381007420733494,0.014870825284957258,0.6933664636759629,0.13972437015723824,-0.11595408958515599,0.2859336639188982,0.633874509164176,0.05180644772508212,0.5298118152957835,0.20115701557677623,0.3690796633068342,0.19329180724460018,0.12360934021730675,0.1440109195734004,0.6966009586202954,0.15501475060516748,-0.128791087536893,-0.07336274249907469
Thal_AV_R,0.03627799399677274,-0.029296876197115473,0.16508581955122686,-0.12003259065410835,0.0373796631252078,0.05418893967854597,0.532927736618669,-0.02953239900349531,0.3083758121512569,0.29388817574809284,0.21405161291999955,0.11460702939805222,0.5464388068001209,0.09526295431199092,0.7346948699020021,0.6188933875478311,0.44200036408542515,-0.07377631889268602,0.5197065190629235,0.02499849170709337,0.45108295686223104,-0.04119280752840997,0.6856422873545498,-0.011273027343384043,0.7543403195352595,0.09244237762900634,0.333390945480161,-0.04020202055627531,0.3852091899644042,0.5289122139150914,0.07231987419186504,1.0,0.5175594417685065,0.4748614220647455,0.0,0.06932300822351443,0.5104652781052768,-0.0007126019794392607,0.3877485867491591,-0.020878376187510993,0.5741431986607008,0.5667651037403142,0.471104916974351,0.20993471027569338,-0.12626886773862986,-0.11042385376725153,0.6429202765247801,-0.014731961543468031,0.18816034656526656,0.6594342558890017,0.5687378510690014,0.3954633420980774,0.011261010490968068,0.03126109712351961,0.2004276912307493,0.011822444412583046,0.580673380625941,0.4248379418553564,0.0012860082816162435,0.656872232628098,0.6427305521886497,0.4346035615019688,-0.05730636820091333,-0.267573486151994,0.26432027445400214,0.10780252045092169,0.574838425975472,0.3835590509722657,-0.0646084095100499,0.7766954194537059,0.34898871158272743,0.23965703894497084,0.37155339482698996,0.4603120721898038,-0.06249506969419871,0.5481403986821249,0.24078714292657627,0.4157615440820017,0.04388095632951617,0.39045325337384884,0.32305495081789304,0.4124033554351657,0.1076802254737865,0.7477318066255709,0.4092047748600002,-0.07594149950730604,0.1523849330182207,0.2654271799995816,0.5579423623062514,-0.11252020463636012,0.5115633566611929,0.41130006192456675,0.5780191757741892,0.3930628745274341,0.41675244987285653,0.7923376764465375,0.45771050381108347,-0.09125851919736783,0.4893035497545134,0.07347918300751081
OFCpost_R,0.00250641249550935,-0.16605691868780667,0.0067668994025616,-0.24648055462753063,0.12671199212584194,0.11179740329590679,0.33099118178385667,-0.08814523804411738,0.11305807069756571,0.20423910041013382,0.1325842495112579,-0.15662277243539088,0.13822792952774268,-0.08054376989340456,0.6205029423395776,0.3407819154918797,0.24566691187302864,-0.10168407385691587,0.16418708819830707,0.03481619029113064,0.1572002696061663,-0.18181906691923327,0.41090526191013155,-0.06916322225397652,0.31466761457769005,-0.1537651809631857,0.22560975470597264,-0.24553651316339412,0.21626212416100093,0.4372783360381761,0.025771871858991643,0.5175594417685065,1.0,0.6670099269970664,0.0,-0.12367881100575823,0.3557100894886453,-0.28143630739320963,0.20737892811415415,0.11743826707563912,0.3422615455811791,0.31426088529202645,0.30915137344151633,0.18479371277331244,-0.34313979178008674,-0.3147162961567574,0.6768552898679708,-0.120417617961058,-0.05778764477069446,0.5228876383439073,0.17811587165997364,-0.01222996730183489,0.03013006622858198,-0.08807768058922202,-0.17442040569858447,-0.0966422839351236,0.3176751056651848,0.04625137911333303,-0.2530299199185193,0.3183776188776721,0.36561914202694545,0.30510995791515855,-0.3302054905490706,-0.24403937759801156,0.20093142213253612,0.1277513495172432,0.40858639395904645,0.21487621747056035,-0.2995276709897249,0.46426061545794156,0.13455273931963257,-0.06848295807346064,0.09506281815201356,0.17258759977764415,-0.012890303438399931,0.28108531208046034,0.060120780878069914,0.6395332625395002,0.026554598773520715,0.6063457059743275,0.018211528630267083,0.34210998537570503,-0.03767091880923924,0.6149648005522101,0.16973471725513667,-0.2720767205965466,0.18571875156476006,-0.08447399068809842,0.40503083713033755,-0.30667620475039375,0.12029901468828663,0.19303560631174077,0.33033253188123257,0.1460018560347699,0.20438744271590392,0.41436133684802057,0.27898959086517144,-0.18977082083737826,0.3039882205697518,-0.027041708542514226
Rectus_R,0.03908975301087997,-0.18328004740500423,-0.014962874532213597,-0.20137382042889734,0.11799923823861294,0.19674896947248136,0.4672179330106372,-0.022492694069629022,0.14675606078182984,0.27528225567154585,0.14565647337698762,-0.1732450810780666,0.212251069640596,-0.06491386416568182,0.6732955521716457,0.29472556619459706,0.341237282147046,0.1636715448864069,0.23652520730237894,0.09601033525691031,0.2839649635727254,-0.09120651983074088,0.5144214937798488,-0.10442209774247896,0.3994259309620237,0.05074673523314697,0.23487216116922585,-0.1377256141372678,0.11237037413501219,0.42919540172221116,0.10108783498088164,0.4748614220647455,0.6670099269970664,1.0,0.0,-0.1532903485274427,0.5426105411202431,-0.0850321062161624,0.37260699114723617,0.0740389051826726,0.3389842683210686,0.47973700181150725,0.31315897838348095,0.10071759450426497,-0.5325275236231494,-0.22769400618926713,0.6529353395609295,-0.019655747369431452,0.042354090303204896,0.6848735833539443,0.17543972321752943,-0.05284510916844966,0.03082415152423898,0.018791410163380644,0.04052887510569001,-0.0305729041248244,0.29862290059086793,0.1911173619746496,-0.07758944603317103,0.39143693735174256,0.4383329439045117,0.33344108360096153,-0.06392012880183376,-0.07520810654487832,0.1236988697197184,0.2526282989983254,0.47169640916377253,0.25552282452497804,-0.1555517277641545,0.5203586597026376,0.3048892850617619,-0.0353918808099804,0.2494961433900599,0.2680173550803756,0.009242411588760633,0.40955027331418836,0.190901942335612,0.8679832290414037,0.22296798780954544,0.9079499404139132,0.04508765847503868,0.34498652836555993,-0.02270925536056922,0.5584231105834192,0.22587433894450987,-0.32903966343255336,0.22261800095456455,-0.027162511805727155,0.45116541658163745,-0.150734410342243,0.27963025633827554,0.29454435118382627,0.4319527173530361,0.36337565159082974,0.16123113306102993,0.47735405590149427,0.30693983238556594,-0.15493237107857738,0.3940233175004321,0.22803455080522994
Vermis_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vermis_4_5,0.17799479552607206,0.9068677764295482,0.8858969827536815,0.7498919697963919,-0.5839978539124114,-0.20231783339546888,-0.15491698229869544,-0.14970785891174188,0.8315020542821816,-0.5177271120088173,-0.017991050123415966,0.6007821660184233,0.30986731670071727,0.8625493182120979,0.11348718804949104,-0.09051441341968612,0.3384065349146804,0.006820815958506157,0.054110970357732505,-0.10313964899863051,0.25794488532861365,0.4857348275059946,0.2162741131259934,0.20482641361081474,0.3612607038954054,0.16364902388545577,0.25791325408430654,0.7454055637370594,-0.19988880183577157,0.4477057914552079,0.3461416943328758,0.06932300822351443,-0.12367881100575823,-0.1532903485274427,0.0,1.0,-0.22309720674306574,-0.06485960641318751,0.2066280612964965,-0.06463586351707777,0.32059320792462914,0.1573197950287553,0.44811280265809267,-0.03198271973302451,-0.0030566231686337915,0.472152636047696,0.09524284216762394,-0.029680137742550648,0.6627823949912166,0.16259450899641645,0.2936591371520483,0.27398116240837195,-0.1937132384904444,-0.23542259421290984,0.39224973320419326,-0.2023764852554492,0.47193597828318373,0.4312546053471778,0.5301602554991365,0.3381334626940604,0.3303056559540338,0.3769150699771057,-0.2191262102073822,0.1169830848076469,0.7675864985280452,-0.5406666061396307,-0.2558827857489432,0.7387552761533808,0.08512759005728998,0.1868344964458992,-0.2810764028382708,0.6262340210578791,0.4812385255788924,0.17237059937186205,-0.011393262403416024,0.05900866191346631,0.6040037658620399,-0.24796950497022782,-0.155907483025599,-0.035581298654896884,0.47093414326598415,-0.23874817554497824,0.8958858182812712,0.14362780799267155,0.6181281494635027,0.45966492076391113,-0.7383919772850461,0.5344835393153167,0.08748594621393421,-0.30793941450144924,0.2014091677271519,0.43087816695676073,0.5499147871480592,0.5328088860504854,0.5636396584197619,0.28497336773805604,0.132226591035951,0.7775899114765003,0.38909826388844504,-0.3740557541621022
ACC_pre_R,0.07053398679094987,-0.1510393819742884,-0.02698395570724452,-0.436330563392972,0.08980409959405465,0.21679951371519585,0.7327392040343118,-0.08174418217262694,0.07401786079064622,0.24443631817585557,-0.05089139005545188,-0.011887966875387812,0.22680025493807657,-0.2310709758120647,0.6949315667191964,0.22394240359213466,0.29886686028891635,-0.07493016286841031,0.6531327068083018,-0.08679215754894144,0.5489469586034105,-0.0838654690847269,0.4631476187109769,0.34913927877583867,0.502758863530749,-0.09110325793145957,0.014902025575095863,-0.16316581451702653,0.6579500537835169,0.25442209354867357,-0.2183993006219858,0.5104652781052768,0.3557100894886453,0.5426105411202431,0.0,-0.22309720674306574,1.0,0.2680219637741505,0.5149258666934393,0.3735533904172011,0.3563620230447868,0.5944505955812868,0.22347335213079506,-0.11922112351135995,0.0208131061461114,-0.020258581573800855,0.6326461958848933,0.08766889024698231,0.054544258707930976,0.6645733312398211,0.3780432506588635,0.41448286268087886,0.06495806491647596,0.09889998488445202,-0.09102995667860198,-0.04814130844649352,0.3525707265157448,0.14521179592848282,-0.044083876650764846,0.45676003196343035,0.42139769478118383,0.07742104049120953,0.02020757259279184,0.07074957402983809,0.1107823129640097,0.1512103013930487,0.7288020142993636,0.27130855816949595,-0.08108188638075838,0.6207683395652843,0.14154792036079258,0.08096734151788768,0.3121764362923088,0.35655118426041943,-0.033062458660438464,0.6729929727359734,-0.05792265929922078,0.6568989418034438,0.48031905692301496,0.5634610036622156,0.19085330705302217,0.34457533698186416,-0.17455396813075727,0.660808969357333,0.022682660160761033,-0.34657532400301955,0.23851923028428432,0.09055066932522869,0.3440807730853653,0.11759608574317124,0.3274400448890752,0.36163750309891646,0.35972873209048667,0.3331653823687941,0.060621478358136874,0.6155768593391149,0.21940060286801308,-0.10247497735922226,0.5163253686983231,0.310241584545096
Temporal_Inf_L,0.04582069362300653,0.09429702317323421,-0.0696481945096597,0.029397461084763463,0.11359218807150412,0.11916368734080367,0.2687633335717059,0.056094564926661705,-0.1143326270910636,0.03880205728956071,0.04688672447555428,0.2904460990984089,0.19404754334541843,-0.08158439930931331,-0.0005677027303975771,-0.04570426235932034,-0.07231482198363236,-0.03819278138914031,0.2039544864222158,-0.17358716043450634,0.16328480033492027,-0.02575037288112419,0.12688336551266813,0.09932059099425358,0.1757769301120914,-0.10511948883412943,-0.21647272237018797,0.23394806037486435,0.12525429598405421,-0.3178855372833917,-0.039888131368724246,-0.0007126019794392607,-0.28143630739320963,-0.0850321062161624,0.0,-0.06485960641318751,0.2680219637741505,1.0,0.3227159280651056,0.13302622379246978,0.0438090434783908,0.24976310487984277,-0.12409322591414264,-0.12804641214593504,0.3724291429049226,0.3872006537268566,-0.07022580323471801,0.1813445709024504,0.06315299668409964,0.07842739691751309,0.056192985232377576,0.25931979711361786,-0.002201889143511852,0.20000447531783916,0.029244837626728762,0.0746524800632383,-0.06550807054500771,0.0575564802383732,0.14219069914778268,0.12120563086327904,0.07736152773397084,-0.12032252823942012,0.20991679865191215,0.18792915911207472,-0.2309524910670875,-0.051348337926817506,0.31971936066485146,-0.03453375190807357,0.20611687077248528,0.09971063909394576,-0.028044798915825616,-0.06985660791502754,0.17631939671021044,-0.0021262952468939634,0.0786641479069561,0.23481712285595974,-0.08705620938916604,0.031163397285617605,0.2875617873014851,-0.011874126448224194,0.02627688160562942,0.2645525164477834,-0.061937050996642116,0.03551395646240918,-0.10871613667201883,0.015113696526102137,-0.1360890570318298,0.054331260446031114,-0.03532304360883819,0.40510800915278616,0.22664028286763716,0.22287062338200947,-0.01726597334300633,0.0033628287589124004,0.05525070503803313,0.18035152179520525,-0.0037261143131735856,0.18735716784385062,0.13719214469712207,0.1976817836116085
Amygdala_L,-0.0031736738432360852,0.23933420301649935,0.2657285171226816,0.014372207916475038,-0.014872057100549462,0.13268519588740688,0.6918373238200981,-0.16486479909868304,0.43138535815075124,0.04795436923201959,0.0921329220347765,0.47768697540860805,0.4694232677120734,0.13404301059553791,0.6845514270896735,0.011587675564554117,0.4638331397001436,-0.12048649164419602,0.6200028841794445,-0.09366473916725965,0.6851673248355373,0.03220668954999158,0.7315239102477704,0.300412126774369,0.6334644626039384,0.16336374690052574,0.10215205941100029,0.12064961769774629,0.5602000554399333,0.09454813287803132,0.056207268221808944,0.3877485867491591,0.20737892811415415,0.37260699114723617,0.0,0.2066280612964965,0.5149258666934393,0.3227159280651056,1.0,0.389040730936569,0.34606318657394664,0.7699626435545,0.35854077533779155,-0.14777985281668016,-0.05515708270830927,0.4827193298546359,0.49694960057429793,0.357537671947293,0.45428910266138745,0.7355660343887475,0.4189618411467753,0.5337716729725457,-0.08131553685266986,0.22325762503919372,0.2432147237967355,0.05771065771557461,0.32363632456494273,0.49292429045849073,0.18932443891049053,0.6399299125036316,0.5881906931488196,0.21815681265406028,0.05523570046825157,0.4181971731024633,0.2623531529870282,-0.06123498678408505,0.7276084062019356,0.564810738248623,0.05159858869973312,0.7004763985361405,0.012545090340336509,0.15122350859428493,0.753400376714132,0.35714692922762004,0.1840888609954212,0.7749516851499951,0.3074056560728913,0.5091754276317546,0.3835650638862422,0.4584478123580093,0.2670845930938066,0.28233719701454696,0.16130949475889264,0.518913151971943,0.28606418694494384,0.047129634418365665,-0.12207202797722672,0.31630108492689835,0.4019447539812552,0.19064766387442786,0.6066119869220398,0.782780282773582,0.6610393176260724,0.46639685763802846,0.4138581680896983,0.7267377372885445,0.3640736855244097,0.3743908667441742,0.760768896016426,0.43928239045370826
