,Occipital_Inf_R,Cerebellum_4_5_R,Fusiform_R,Calcarine_L,Angular_R,Cerebellum_7b_R,Frontal_Sup_2_R,Cerebellum_Crus2_R,Temporal_Sup_R,Cerebellum_10_R,Parietal_Inf_L,Temporal_Sup_L,Thal_MDm_L,Lingual_R,Insula_R,Heschl_R,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Frontal_Mid_2_L,Cerebellum_7b_L,Precentral_L,Occipital_Mid_R,Pallidum_L,Frontal_Inf_Orb_2_R,Thal_VA_R,OFCant_R,Paracentral_Lobule_R,Vermis_3,ACC_pre_L,Temporal_Inf_R,Precuneus_R,Thal_AV_R,OFCpost_R,Rectus_R,Vermis_7,Vermis_4_5,ACC_pre_R,Temporal_Inf_L,Amygdala_L,ACC_sub_L,Thal_PuM_L,ACC_sup_L,Thal_LGN_L,Parietal_Inf_R,Frontal_Inf_Orb_2_L,Temporal_Mid_L,Temporal_Pole_Sup_R,Cerebellum_8_L,Thal_LGN_R,Amygdala_R,Thal_MDl_L,Frontal_Inf_Oper_L,Vermis_6,Cerebellum_9_R,Thal_LP_R,Thal_PuA_L,Thal_PuM_R,Thal_VA_L,Parietal_Sup_L,Cingulate_Mid_R,Cingulate_Mid_L,Frontal_Med_Orb_R,Cerebellum_6_L,OFClat_R,Temporal_Mid_R,Cerebellum_10_L,Insula_L,ParaHippocampal_R,Cerebellum_Crus2_L,Rolandic_Oper_R,VTA_R,Thal_LP_L,Thal_IL_R,Supp_Motor_Area_L,Occipital_Inf_L,Frontal_Mid_2_R,Cingulate_Post_L,Rectus_L,ACC_sub_R,OFCmed_R,Thal_PuA_R,Thal_MGN_L,Calcarine_R,SN_pr_R,SupraMarginal_R,Angular_L,Vermis_10,Thal_VPL_R,Postcentral_R,Cerebellum_6_R,Thal_MDm_R,ParaHippocampal_L,Hippocampus_R,Raphe_D,Thal_Re_L,Pallidum_R,Postcentral_L,Cerebellum_3_R,SN_pc_L,Thal_PuL_L
Occipital_Inf_R,1.0,0.1646329559302323,0.20140850478694275,0.042202491555387356,-0.14368655257084664,0.05156668633813331,-0.036552087509372305,-0.06068176135284274,0.14324511331543158,-0.06334259417468631,-0.15413666663991954,-0.0172330115577384,-0.07864867454776436,0.09642158763001182,0.1282097210945452,-0.08249022212571822,-0.05314060802653099,-0.14251182739226353,-0.06279441329813808,-0.11808187939503742,0.0021348395423979962,0.12523701176754104,-0.05588268640721101,-0.004457223335460623,0.08611930916878864,0.08723207790235843,-0.15339897864397362,0.10966293225429967,-0.011674147747985746,0.24933740308954486,-0.09151981620013057,0.03627799399677274,0.00250641249550935,0.03908975301087997,0.0,0.17799479552607206,0.07053398679094987,0.04582069362300653,-0.0031736738432360852,0.022183540457088466,0.02383631216144837,0.015078134126786494,-0.03180223079731793,-0.23755163383217842,-0.07433136978675357,0.019414014156944357,0.20436881384866418,-0.08268704814099068,-0.05464902789123179,0.10538128450714848,-0.06784074806976957,-0.034480479966423096,-0.15557618283005042,-0.21602349721402336,-0.03684182942530836,-0.2605909407246503,0.08025582791032404,-0.06590793805878141,0.19595235353064971,0.0007038649964074049,-0.006758554772125433,0.05658310902321886,-0.019895346216800048,0.01431315583931386,0.1906248008813444,-0.2142178648414649,-0.03364643279978083,0.1557364475763726,0.022845868784941548,0.050618861812594826,-0.07806810762044761,0.12894086766272048,0.10486199605847285,-0.07856836579633746,0.006908607014891715,0.04723492961060801,0.03206702645803787,0.08987493322301279,0.05947302170588138,0.03948056939421583,0.0386951982719987,-0.08577823814648255,0.1631397869393385,0.13380967284938644,-0.010562943206322629,0.04241812189637153,-0.10816048903138888,-0.04086864302099639,-0.10953823177964803,-0.14860363551011138,-0.07483349059325717,0.059445620065849865,0.08485894380360234,0.05441967524809885,0.06124907028852758,0.08619399393044068,-0.14671912319983685,0.1412554282460669,0.1530394800600615,-0.12570966521487234
Cerebellum_4_5_R,0.1646329559302323,1.0,0.9215958003519404,0.7287284670815956,-0.6192770980187485,-0.22170177133277816,-0.1764913931808393,-0.20925618325522533,0.7806755156978733,-0.6050588243731349,-0.12781196337439496,0.6481450262607561,0.20446306488103647,0.8150009516062598,0.0896781204804926,-0.17697743248963205,0.17807742866226622,0.013136094691889833,-0.002409934665929373,-0.16109649510083765,0.18243432310432442,0.4881976639408869,0.16447036353331185,0.3639769009326328,0.29455201713842555,0.051696570224669204,0.08105182083567353,0.7959984736868688,-0.19897168883673577,0.3575168818113959,0.2250794556154507,-0.029296876197115473,-0.16605691868780667,-0.18328004740500423,0.0,0.9068677764295482,-0.1510393819742884,0.09429702317323421,0.23933420301649935,0.0032742636460125754,0.3048643274658631,0.10551552261429786,0.36100937334326844,-0.12392783753761127,0.12324202403563884,0.5175649494146707,0.0992559108693676,-0.0781439328117451,0.6041542568687838,0.12739022887368576,0.23426343750516054,0.26846131538341234,-0.19667361883738868,-0.26648948121207683,0.22734170987051247,-0.3049305869775694,0.4118796361971936,0.29061157392839576,0.6349755356139369,0.2550182587188022,0.2216913677085051,0.3610723425030473,-0.3389790200739109,0.17613640119266033,0.7517386570646473,-0.6028811512118694,-0.20275580733609022,0.7452983162065072,0.09294614721484257,0.11516193488775237,-0.39170921063939323,0.5657576951277749,0.4104020951993113,0.030385818873036274,-0.0006242712841447431,0.006376417521122906,0.4516224656947534,-0.2008739084799459,-0.02805550888623659,-0.05349811305769429,0.41810565371556396,-0.1754418770740003,0.8877765387521052,0.18686933294734026,0.4691770392414145,0.4879111851562789,-0.8312966406292555,0.4475031812890661,-0.04519366872650517,-0.26041996284265195,0.07623904555348282,0.47561429151025597,0.5023479276627286,0.5244845454712158,0.5516542199272306,0.25628358575762406,0.00201961227131316,0.8791651424406621,0.40592921240316193,-0.4249237905447405
Fusiform_R,0.20140850478694275,0.9215958003519404,1.0,0.6312917553951684,-0.6222835395961072,-0.11294311263360078,-0.09544995675912171,-0.14069123144250328,0.862849365391087,-0.48435921708825963,-0.08744013111118787,0.5394127691706886,0.28245007805837724,0.8226377472155761,0.27096191223097826,-0.012533689806505053,0.28839567991684795,-0.01941627199410047,0.047605796482746474,-0.17322073127951526,0.2428398231158551,0.49316039194419636,0.26605355185597546,0.3569647922908616,0.41673538014251277,0.00901826323759619,0.20546229940161634,0.7102372507325411,-0.1448702734198603,0.6196087234448296,0.2500253694412424,0.16508581955122686,0.0067668994025616,-0.014962874532213597,0.0,0.8858969827536815,-0.02698395570724452,-0.0696481945096597,0.2657285171226816,-0.03475795452410799,0.3954943441536711,0.17952869193997031,0.4622728162336955,-0.055226362940813796,-0.010973667218940856,0.3380915787680445,0.2997317021967213,-0.13369369844967974,0.573503356565274,0.3002856425712183,0.32009543257070594,0.2603134570900165,-0.16590313788793581,-0.3037790449500773,0.2427276951506577,-0.31812890051828846,0.5528215384529716,0.34938553785346793,0.5899506151196138,0.37973773854669585,0.3521124326689032,0.4584217924700491,-0.3202674185869086,0.07051567026094448,0.8855229946909198,-0.5429727250195547,-0.1514498704600145,0.834879467495857,0.06426982241785643,0.26705760100907944,-0.2581419287823351,0.5915731913415948,0.4499277229291802,0.1358961990339436,-0.04650213486176444,0.07569132809999744,0.5097955648497597,-0.08854047540154425,-0.009673739015054774,0.09351942120589501,0.46634643648200924,-0.10668263224311618,0.8773334158717843,0.3671841279155089,0.571603791215742,0.3776847314691867,-0.6981594999519979,0.45871455000044353,0.09498380810644744,-0.3758072589526153,0.15545745891430068,0.5103213480882811,0.626454901343441,0.5909328376568226,0.5953756435079527,0.39100742861955445,0.10669311136186713,0.7757324292678296,0.5107920587518064,-0.4196717838292395
Calcarine_L,0.042202491555387356,0.7287284670815956,0.6312917553951684,1.0,-0.29229099064246106,-0.3030693635824825,-0.27006262435779904,-0.01759169019391257,0.48925728190965245,-0.31086376572905383,0.3079548048778809,0.42829603283645307,0.2942846027867821,0.8463784052883386,-0.21525934168068894,0.08363682377307233,0.1631690669845756,0.30923715026134524,-0.14690902646847986,0.13698240267893455,-0.017440310163046674,0.32047267988169825,0.13287568807110972,0.1112995396846239,0.16167215422853867,0.1406099620481259,0.27014889303492917,0.7513372634711818,-0.465863942470759,0.1925353837396483,0.6265790977237864,-0.12003259065410835,-0.24648055462753063,-0.20137382042889734,0.0,0.7498919697963919,-0.436330563392972,0.029397461084763463,0.014372207916475038,-0.3531731380222983,0.23404761642149366,-0.04844955770107841,0.3210329952197058,0.270262357394557,0.16757812922140258,0.30912383115804903,-0.3163237724372952,0.13085028215223002,0.4995748885855759,-0.10492642349146646,0.006056039519271576,-0.03587199147511027,-0.013971319483180929,0.049268923901589684,0.38797794186348566,0.11654850760356819,0.1788528622051258,0.29499865234913686,0.5295885379045346,0.17122326793835088,0.2052015661472515,0.33725914095308607,-0.027572184295800866,-0.136181717313475,0.3634428331168574,-0.18805256793894104,-0.40357770833519147,0.3487084317290724,-0.017729807913816606,-0.09078788847089592,0.07037536543106013,0.31370629719612503,0.17478530238020143,0.08840175762008158,-0.004670133426420803,-0.17565898987531925,0.614283655059692,-0.3938081970301598,-0.39161595652464276,-0.1816666097490809,0.16941415570250482,-0.041664974325093654,0.7838848581157911,-0.12495998929385523,0.5597084272070424,0.4990772729007942,-0.6585595037651858,0.28904270077711547,0.10456081773483174,-0.1195507814113274,0.2527648279771882,0.17111764401718033,0.2892887691405156,0.29464158768028337,0.3123023574868867,0.03262277847258304,0.19984094354300536,0.5515182399841013,-0.05224231691653111,-0.37203867095019155
Angular_R,-0.14368655257084664,-0.6192770980187485,-0.6222835395961072,-0.29229099064246106,1.0,0.31956485237219184,0.2523950834925938,0.1460423067295521,-0.5723173844923473,0.5769091228336103,0.5068080204247902,-0.31823129231538266,0.020482700638102615,-0.4304587068423666,-0.09751940356317715,0.2602946276048515,0.014836830963750585,-0.01834829516414578,0.09921568123990969,0.07986476097402143,-0.044157255667634336,-0.4617385192853383,0.047991881888821676,-0.16569538125732475,-0.05111161917051508,-0.11809195345602819,0.13054343745642435,-0.3676680109159306,0.14356532468920452,-0.39756282199388887,0.2057276393131244,0.0373796631252078,0.12671199212584194,0.11799923823861294,0.0,-0.5839978539124114,0.08980409959405465,0.11359218807150412,-0.014872057100549462,-0.08316463514227185,-0.10750046069062626,0.01353899287043762,-0.14979550288922838,0.3878521119811862,0.1417934404277461,-0.3927925294514606,-0.18976768809510197,0.2624881265754383,-0.37738548958396034,-0.036336839837719515,-0.23619012901025593,-0.13501291645149893,0.22711065115450388,0.439646766750291,-0.00012543192616580406,0.40263837240417805,-0.3251915208214519,-0.11107254519562643,-0.3961701066496384,-0.01664816800721184,0.039934177368432126,-0.2747905896628159,0.3763074401406372,-0.2190857123694383,-0.68686896510431,0.4760433288028568,0.2237256695329729,-0.5537568839432145,0.024187197352810753,-0.07260121221397534,0.4116376154259565,-0.45300187668244596,-0.24513748408711042,0.05860987403060447,0.12391620475423155,0.06274548645699549,-0.1323830433547385,0.0976969433174557,-0.05273591632787191,-0.015242483570150962,-0.360602456802833,0.4223352901515185,-0.5992682466333258,-0.14776132860388144,-0.06818493816754967,-0.16624062461813308,0.46582333254015396,-0.35604409152499195,0.3298306844916964,0.23517510139369757,0.17916675510883615,-0.19945135131218647,-0.31150301788892093,-0.42069875406008805,-0.3634730372778225,-0.0638412870700094,0.30655920204473347,-0.5351652066152917,-0.34543815267853173,0.26517272316562207
Cerebellum_7b_R,0.05156668633813331,-0.22170177133277816,-0.11294311263360078,-0.3030693635824825,0.31956485237219184,1.0,0.15776477523056512,0.6681075045838613,-0.17724396055502542,0.3971586908814503,0.1739841308823299,-0.13669930007067438,0.004756160362883181,-0.20538960345476007,0.08248889829087441,0.05040105067029616,0.06994734940939279,-0.3074902351953791,0.08844449526343214,-0.2061859103595034,0.05837936766338241,-0.0905814763361255,0.021187072047788878,-0.2601091850663567,0.09637577878406875,0.1325525321181422,0.00935625833544623,-0.16229887907296053,0.21067936058537906,0.03590177360964582,0.06205052749256138,0.05418893967854597,0.11179740329590679,0.19674896947248136,0.0,-0.20231783339546888,0.21679951371519585,0.11916368734080367,0.13268519588740688,-0.09673528369433708,-0.028215773094251512,0.18974156742136442,-0.08372317006078084,0.0908645494650638,-0.055524599648116256,-0.2569892783266113,0.0959298455344612,0.1372548096232253,-0.1968736417061934,0.2305648944276125,-0.026018868692436078,-0.05688791690614699,0.36612047627598876,0.3833315010611871,0.010464296865001103,0.1404876789424637,-0.13912408962835968,-0.04397947633429865,-0.2862784863914638,0.04010816010540883,0.09154951401597343,0.04334716298303699,0.29786865716363586,-0.06081478113246637,-0.22562856920632657,0.15922648045906707,0.1614981435245099,-0.1491476848215033,0.16230325419028982,0.09347837350339339,0.09236753198890785,-0.2889471712100359,0.019903993485910515,0.0023864885901344994,-0.06056707967873564,0.14843431092289586,-0.07366672807642448,0.21370393890728653,0.11414571334268271,0.09199433678293895,-0.17567698123127964,0.2676375905692262,-0.23888927433783158,0.022771085351387468,0.07223619354579888,-0.13001747330334898,0.30152617984599484,-0.20595162237049663,0.2100424085840959,0.16984843819409937,0.06981048819798218,0.027289601886836504,-0.09483220730560521,-0.18708639302791352,-0.07337055434971877,0.09434701664571055,0.1305953550611632,-0.17338392321657178,0.022102912197209452,0.1768313933443019
Frontal_Sup_2_R,-0.036552087509372305,-0.1764913931808393,-0.09544995675912171,-0.27006262435779904,0.2523950834925938,0.15776477523056512,1.0,-0.0601380334500878,0.12250345500325996,0.37562435902267133,0.26421460527873675,0.13400997681844962,0.4777976598052613,-0.13781829399030612,0.6983495132243417,0.2791258384382172,0.5902627449503093,-0.037561933172909595,0.8510525894527048,-0.0149546519344909,0.7901438240741481,-0.12460116802425034,0.704992636688756,0.2784658568194098,0.6670329573616712,0.04053422242828008,0.21033218777259072,-0.15401212535474662,0.6593912278447694,0.09083883045935191,0.04465556292283613,0.532927736618669,0.33099118178385667,0.4672179330106372,0.0,-0.15491698229869544,0.7327392040343118,0.2687633335717059,0.6918373238200981,0.326063513811906,0.4362889956323343,0.795059866547075,0.31074917695649473,0.0818811682145548,0.02839524114851607,0.11376196203577602,0.4974315897450117,0.23970847312878887,0.22326046438720823,0.6719840576164055,0.4546313770281777,0.47430685781474025,0.10065872005502406,0.2889138059543488,0.18370994564101523,0.22329740402402673,0.3393624623958694,0.42637232018987803,-0.038106969407248614,0.7093978705011497,0.7061890539759174,0.1176737921989386,0.21329242842913992,0.09905842690919409,-0.0025442196047042137,0.3220075772121138,0.8137173204086553,0.22696232671534278,-0.07909895110430451,0.7433991431942246,0.30999911674712793,0.05397333367281758,0.4640114012491049,0.6609040252763893,0.030906545305208973,0.9015107639965689,0.21802349767545712,0.5601571156827854,0.3481095335018026,0.47238407712382013,0.15349127287203335,0.40957573459437335,-0.16853551513636647,0.5791164975365559,0.27080423395137554,-0.15393949022222572,0.25257728530661633,0.18844008928015404,0.618599256764885,0.24253390592924126,0.6334492534293542,0.46365922621059547,0.45351568364594197,0.3382819565958588,0.11532200577113806,0.7035086126609811,0.5284902871528935,-0.10823742812916942,0.49123075349774786,0.5578905283967768
Cerebellum_Crus2_R,-0.06068176135284274,-0.20925618325522533,-0.14069123144250328,-0.01759169019391257,0.1460423067295521,0.6681075045838613,-0.0601380334500878,1.0,-0.29049140881041585,0.5543228686793571,0.32644919764680025,-0.15181553910430887,0.11973014795608279,-0.038527913985466976,-0.24532114175284334,0.3068142045121069,0.06621090914044928,-0.002610285891923371,-0.01535523744992178,0.16494088031108636,-0.06776195384797544,-0.06156210239916472,-0.0608794071817097,-0.3935439200762552,-0.0151108228837301,0.1856811362601033,0.18531643272838602,-0.08202369808149196,-0.08010457463453081,0.08582557460791085,0.2670162759377236,-0.02953239900349531,-0.08814523804411738,-0.022492694069629022,0.0,-0.14970785891174188,-0.08174418217262694,0.056094564926661705,-0.16486479909868304,-0.43532585274731966,-0.051520992021117464,-0.026816841267187506,-0.04645508556492353,0.411009538971235,0.12586567571384766,-0.30007265942517564,-0.3023122577967806,0.14951396536817585,-0.2139200832068703,-0.072280256557825,-0.037389074567715536,-0.15920675830140726,0.4308698168053609,0.5656060356430859,0.08536736816211793,0.30179249089472115,-0.17115687251401035,-0.009483404871144411,-0.18005194267706218,-0.011049159849015366,0.024193000508330727,0.12284795581271865,0.3458390625109896,-0.3980311074743481,-0.3133876467874385,0.39971447979928765,-0.10453058086957581,-0.3435783356206902,0.1170262763929633,-0.08527882583869349,0.3625426073225745,-0.30568854862391326,-0.2059912171721368,0.133268755500514,-0.12068446884843466,-0.10673267972305948,0.01920700976069997,-0.1554033667957128,-0.24143363136026774,-0.19061577791939502,-0.21544595324886284,0.25181686180758994,-0.11016374009224733,-0.15081185692946264,0.14162153937857844,0.0154830908916983,0.30724343867924214,-0.14552751649005624,0.20485406437028703,0.34534565584156385,0.1179923585199383,-0.21116275336575982,-0.19936194150521996,-0.20582067588223474,-0.19305057823906918,-0.10426567990385516,0.20250363551445544,-0.32419993760619853,-0.32011087361473933,-0.02158053066361095
Temporal_Sup_R,0.14324511331543158,0.7806755156978733,0.862849365391087,0.48925728190965245,-0.5723173844923473,-0.17724396055502542,0.12250345500325996,-0.29049140881041585,1.0,-0.45238244824640517,-0.08459873789410072,0.5842355091712044,0.4469366259167877,0.7464472341343347,0.48227843744524207,-0.01946266027993578,0.5170308581094782,-0.005388299739805557,0.2554285411036824,-0.14975902967078117,0.46716069730323195,0.4781623904612704,0.47392266988854936,0.37238727624643414,0.5606608615641145,0.09946684997628631,0.3507623774711048,0.6160143288997283,0.012990514781078811,0.5649355155899818,0.24927673016562482,0.3083758121512569,0.11305807069756571,0.14675606078182984,0.0,0.8315020542821816,0.07401786079064622,-0.1143326270910636,0.43138535815075124,0.1705464109042353,0.4538251377357281,0.4088612770632719,0.5722989125306717,-0.09405705412756231,-0.18363009556094131,0.3947947759898514,0.455300699587225,-0.08973570160873971,0.7323373707163942,0.46093682177259204,0.5270215387220313,0.39232762420921724,-0.28019952385257224,-0.30153578452999436,0.43364270002131217,-0.20090386070826802,0.6586328668722224,0.6023465221239735,0.4826180621280318,0.5436050192583248,0.5108530812616545,0.41887582308480314,-0.25458829783055303,0.2691680135560704,0.9026849986423063,-0.43158904770779727,0.02968977631239116,0.9216831675275545,0.012160550686571908,0.4966346487942166,-0.18475979177673024,0.6998858334021573,0.6948342117045342,0.2944840896291804,-0.04504072075624634,0.33910652392092433,0.6292124493785657,0.08153897649518908,0.11926128178015988,0.2796375014968109,0.6149997153979995,-0.11017166977810372,0.805052519253153,0.43202329582283516,0.6498231053347453,0.24393740686851337,-0.5325913914163614,0.647015253544699,0.25476494673441974,-0.3418120962058494,0.34234486117372503,0.628044045831509,0.797558632761612,0.727763980778437,0.6778035695214368,0.5447581868642382,0.24018834110591628,0.7369996603796918,0.6644338862739029,-0.11028203302782497
Cerebellum_10_R,-0.06334259417468631,-0.6050588243731349,-0.48435921708825963,-0.31086376572905383,0.5769091228336103,0.3971586908814503,0.37562435902267133,0.5543228686793571,-0.45238244824640517,1.0,0.5155940484599009,-0.22254002251796953,0.2864311052541078,-0.32464176775607206,0.08827614593327533,0.6075461921642367,0.2629732590183628,-0.025358723537370967,0.2999970366922674,0.21930493429470885,0.17900885833691907,-0.3722093168029853,0.2601581856470733,-0.31292538144664545,0.1842989874710205,0.0657025401438693,0.3545131108252205,-0.40952434999361687,0.20324589111213692,0.003108349421386215,0.2334196724903336,0.29388817574809284,0.20423910041013382,0.27528225567154585,0.0,-0.5177271120088173,0.24443631817585557,0.03880205728956071,0.04795436923201959,-0.2756845773807242,0.15643687261146244,0.2242269083354337,0.08516529868709939,0.5248375172033587,0.11853114626118129,-0.4448802438509779,-0.05936085262465136,0.15165868000490465,-0.3238948547673243,0.2041620534272234,0.08762603483157598,0.03248374726305979,0.36945441574503424,0.5613257952154163,0.09738156716454234,0.4244996825469489,-0.04026775219725548,0.09787072314563479,-0.326959816736713,0.24603399869779358,0.2687975976037859,-0.07826461692769068,0.3889813159628818,-0.45394413110276455,-0.5255536365626537,0.6453023962397726,0.3559109869304004,-0.4029191197178194,0.0013692276273966231,0.2138085017421647,0.6423499550837495,-0.352700113943585,-0.15682252376636616,0.40306772200981844,-0.03361346197668301,0.2386020447332164,0.0051759629486404736,0.1623466166225822,-0.10140770972284043,0.108131856226274,-0.21757506771027657,0.5295511124621086,-0.4940223146476707,0.13264457150176195,0.07696408513610482,-0.19526651653491173,0.6998396077873119,-0.15344260338164065,0.508799525616463,0.3540538268367616,0.34919670484701315,-0.07721864506333963,-0.0666452737073461,-0.1886685618168455,-0.23590271279552433,0.14628263354608548,0.4893613070865236,-0.6267090747099601,-0.19614006192433736,0.26786343841765525
