,Parietal_Sup_L,OFCmed_R,Rectus_L,Frontal_Sup_Medial_L,Rolandic_Oper_R,Frontal_Inf_Oper_L,Olfactory_L,Vermis_1_2,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_R,Occipital_Sup_L,Thal_PuM_R,Thal_PuM_L,Cerebellum_8_R,Fusiform_R,Cuneus_R,Cerebellum_4_5_R,Olfactory_R,Putamen_R,Thal_VA_L,Amygdala_R,Thal_PuI_R,Vermis_9,N_Acc_L,Insula_L,Vermis_7,Vermis_4_5,ACC_sub_R,Cingulate_Post_L,Thal_PuL_L,SN_pr_L,Thal_LP_L,Frontal_Inf_Tri_R,Thal_LP_R,Thal_IL_R
Occipital_Sup_L,0.3975645951698826,-0.10918371995479463,-0.17225220551641268,-0.07598398157084535,0.07567169389264435,0.20386887049654445,-0.0028501701556402836,0.1468874320735676,0.02719920183655184,0.25008173454177546,1.0,0.2470057962385949,0.0770082687881714,0.4250834720762171,0.44410577062930984,0.49205676980068,0.5196399953152839,-0.05873833427741174,0.13231710283944884,0.17810170296506897,-0.030051169634963192,0.0795477093121813,0.4822871136348654,-0.03702820753309856,-0.12297887889046241,0.0,0.5060964197034783,-0.006363139915553357,0.17380346840949096,-0.16155191423471454,-0.06333217316910203,0.3804611231730882,0.28958119094831686,0.1580110729058034,0.19961801085627917
Thal_PuM_R,0.2729574408711841,0.30700038836136245,0.23802128143243673,0.28046737985476305,0.6869920861594747,0.4946852472395925,0.3694570633954326,0.5340688801165507,-0.07167124690879709,0.12980225098758263,0.2470057962385949,1.0,0.8124652690483459,0.07057565683552927,0.5528215384529716,0.26375978187259325,0.4118796361971936,0.33998061355899123,0.6133385868871617,0.6001802238438994,0.557795973417622,0.5873109799989552,0.15027109758319632,0.4911788252540008,0.3393059217238767,0.0,0.47193597828318373,0.1286560991523514,0.4959024813410094,-0.10233634550237652,0.31849731651486096,0.6738559598867465,0.5627921183167587,0.40475528047615195,0.4728284534610416
Thal_PuM_L,0.27569238640952703,0.27689306484969844,0.26908639149497954,0.3818014151389753,0.6613035097873943,0.45109456074954885,0.35077675050176893,0.41489397930646577,0.04191447480877498,0.13611401606565926,0.0770082687881714,0.8124652690483459,1.0,0.03999260627624125,0.3954943441536711,0.01903434397804248,0.3048643274658631,0.2943311996313954,0.5638675678550589,0.5703443581805957,0.5728351753942639,0.6107928666854576,0.020161547992103714,0.48253232246459055,0.4549109520554759,0.0,0.32059320792462914,0.0374706170167187,0.4969662089147698,0.005389873354830733,0.32113977233830476,0.5128896031362785,0.4907318728010666,0.391090348711149,0.36534358687152146
Cerebellum_8_R,0.35532295483189613,-0.12527647942506817,-0.219417774794542,-0.009170438544381512,0.12605602461191542,0.18416492536846485,-0.011327855355936663,0.1691855231332809,0.17600924258751524,0.6363399780333536,0.4250834720762171,0.07057565683552927,0.03999260627624125,1.0,0.5023891265458166,0.2957065522966482,0.5079854808341576,-0.0946497456076762,0.11078394946531496,0.20613558207429633,0.1322617476336314,0.02906359220710324,0.5852871846886415,-0.12347084462972412,-0.13805869540731577,0.0,0.48778409565885017,0.001959289050276405,0.24394899232533962,-0.040178009693291605,0.02787971584988855,0.16234787076970225,0.3024562625340015,0.21910071803890957,0.2813010984787252
Fusiform_R,0.5899506151196138,0.09351942120589501,-0.08854047540154425,-0.07585211982628387,0.26705760100907944,0.2603134570900165,0.24352042664467308,0.6548341501555974,-0.010973667218940856,0.41317234919990053,0.44410577062930984,0.5528215384529716,0.3954943441536711,0.5023891265458166,1.0,0.5444263098906599,0.9215958003519404,0.058420858381003436,0.4010331715608751,0.34938553785346793,0.3002856425712183,0.3002384987959828,0.5496676960611493,0.20340005224463784,-0.1514498704600145,0.0,0.8858969827536815,-0.009673739015054774,0.5097955648497597,-0.4196717838292395,0.06860390284232708,0.5915731913415948,0.6241490523931142,0.2427276951506577,0.4499277229291802
Cuneus_R,0.3363795375496847,0.1299167629995173,0.04352311056908896,-0.0813789358985226,0.21477874006711697,0.25166465239493785,0.1814368274846534,0.3493780088837206,-0.23938474015782105,0.05612149508835005,0.49205676980068,0.26375978187259325,0.01903434397804248,0.2957065522966482,0.5444263098906599,1.0,0.5846190382167037,0.1966042884218062,0.3250348037770116,0.22608624437862998,0.21910730255488772,-0.20742315553588525,0.35001010159710516,0.15437441301130309,-0.0621401393480866,0.0,0.5705867275439969,0.17457257674149085,0.1091792218220882,-0.0823426392158479,0.19067578592688067,0.4427074173441499,0.38708434438516737,0.14493069237536424,0.4673574682990696
Cerebellum_4_5_R,0.6349755356139369,-0.05349811305769429,-0.2008739084799459,-0.12127840101173759,0.11516193488775237,0.26846131538341234,0.12894649914746575,0.5553445912118478,0.12324202403563884,0.3963188989771722,0.5196399953152839,0.4118796361971936,0.3048643274658631,0.5079854808341576,0.9215958003519404,0.5846190382167037,1.0,-0.08038065071812829,0.2746197335372166,0.29061157392839576,0.12739022887368576,0.19167467800583607,0.609045130555646,0.011000349227259029,-0.20275580733609022,0.0,0.9068677764295482,-0.02805550888623659,0.4516224656947534,-0.4249237905447405,-0.0251205496133886,0.5657576951277749,0.5849309797690535,0.22734170987051247,0.4104020951993113
Olfactory_R,-0.10342796952516249,0.8225895922003165,0.8279369123768818,0.4385016982745694,0.6324520295130043,0.11806304309012816,0.7632836554005061,0.1219941496109399,-0.576973809040076,-0.3113211793324763,-0.05873833427741174,0.33998061355899123,0.2943311996313954,-0.0946497456076762,0.058420858381003436,0.1966042884218062,-0.08038065071812829,1.0,0.7609556577228069,0.26004245753888483,0.7363412395150558,0.048384967742242414,-0.3205226064778791,0.7953752955100549,0.5809473902669555,0.0,0.00013719766908543252,0.3121194712442356,0.19665260408061833,0.3450139213305038,0.6471464042750179,0.08175764099770469,0.258252915540765,0.03182553412683485,0.48893938810117893
Putamen_R,0.24218342782782884,0.5717205938125913,0.5972716209524082,0.5308498412511018,0.8436986633959181,0.4614113935626005,0.5870730691764191,0.29789659936238616,-0.35768906935892686,-0.18271944010623356,0.13231710283944884,0.6133385868871617,0.5638675678550589,0.11078394946531496,0.4010331715608751,0.3250348037770116,0.2746197335372166,0.7609556577228069,1.0,0.5796222728259637,0.8508716597880498,0.2608123826096537,-0.04592944523584741,0.7176059271546096,0.6580760049563763,0.0,0.34986058906172324,0.33126602889468465,0.4690877809428853,0.264722016812911,0.7550355821042788,0.40123281002278327,0.6090250026508154,0.2683928854144406,0.8068372704455335
Thal_VA_L,0.23856085974575317,0.2284299885672485,0.06313454579962961,0.3051103941512664,0.6214846747408126,0.5107401611500357,0.4245679130455588,0.10538084688870322,-0.04412232672634487,0.13228451008572853,0.17810170296506897,0.6001802238438994,0.5703443581805957,0.20613558207429633,0.34938553785346793,0.22608624437862998,0.29061157392839576,0.26004245753888483,0.5796222728259637,1.0,0.4598957970579637,0.23942803022547612,0.25961577870425634,0.20190703622049014,0.3198922376095754,0.0,0.4312546053471778,0.013101130175167107,0.6769231313709099,0.28510389045452805,0.42620816011851775,0.5496403274702854,0.5084404674686533,0.7799537139344752,0.6674109736354941
Amygdala_R,0.12636102319125095,0.6850269143880224,0.710691999677128,0.5983493799576444,0.8541712130485074,0.4320043964972571,0.5612291617173265,0.33450466646842436,-0.2799692748196412,-0.09356182825134703,-0.030051169634963192,0.557795973417622,0.5728351753942639,0.1322617476336314,0.3002856425712183,0.21910730255488772,0.12739022887368576,0.7363412395150558,0.8508716597880498,0.4598957970579637,1.0,0.19154114373451786,-0.17483929325640063,0.7366968667637676,0.7194416751565799,0.0,0.16259450899641645,0.3213983635389084,0.2969092630597981,0.2695352010863136,0.776847217123525,0.2203973539794626,0.4923254118981614,0.1942361555507348,0.6613962870643145
Thal_PuI_R,0.09833882163420647,0.06502472628066891,-0.03020129412462833,0.06245994686924944,0.31433750796673043,0.1471800168516932,0.18726418368463285,0.3095618482627881,0.1040648136565665,0.12743315138522335,0.0795477093121813,0.5873109799989552,0.6107928666854576,0.02906359220710324,0.3002384987959828,-0.20742315553588525,0.19167467800583607,0.048384967742242414,0.2608123826096537,0.23942803022547612,0.19154114373451786,1.0,0.20514504623230048,0.2034233801768513,0.09025042582392889,0.0,0.22874002982048758,-0.20898936657233208,0.38356626993426807,-0.29490897314468917,-0.028838266216347063,0.31150998885013265,0.17101578588568764,0.14676154761862864,0.008435428980569069
Vermis_9,0.4372778767233572,-0.2654197737537939,-0.49958877597661056,-0.320317460545117,-0.027676295621911096,0.1283907848605306,-0.0057538333071013355,0.2076112557965262,0.11961998998136682,0.4648280761353344,0.4822871136348654,0.15027109758319632,0.020161547992103714,0.5852871846886415,0.5496676960611493,0.35001010159710516,0.609045130555646,-0.3205226064778791,-0.04592944523584741,0.25961577870425634,-0.17483929325640063,0.20514504623230048,1.0,-0.339312785457552,-0.4517496739594783,0.0,0.6678011558904888,-0.2860615068538201,0.3173841253860593,-0.3176897331307133,-0.336689854963483,0.31736500101841497,0.19751416788435724,0.2838604230035977,0.11736567027428474
N_Acc_L,0.03918684341766681,0.6642854794791687,0.7325082516770637,0.43303387517563047,0.6236519901986229,0.1920381970378373,0.6671500062539869,0.33552812081573935,-0.4436492509241729,-0.24770822920150737,-0.03702820753309856,0.4911788252540008,0.48253232246459055,-0.12347084462972412,0.20340005224463784,0.15437441301130309,0.011000349227259029,0.7953752955100549,0.7176059271546096,0.20190703622049014,0.7366968667637676,0.2034233801768513,-0.339312785457552,1.0,0.5510992204129096,0.0,0.03747648350579208,0.38234721457171006,0.15375616940741077,0.14268027064235714,0.54529893305494,0.15406644932518498,0.3306480848480994,-0.03975991337760966,0.4005122150807611
Insula_L,-0.062309650310474585,0.46222236359423124,0.6709079596980594,0.8244784530570681,0.7562896029850966,0.5450548522884961,0.28751137876812016,0.0006340474301452276,-0.017363665634700463,-0.34561022593850554,-0.12297887889046241,0.3393059217238767,0.4549109520554759,-0.13805869540731577,-0.1514498704600145,-0.0621401393480866,-0.20275580733609022,0.5809473902669555,0.6580760049563763,0.3198922376095754,0.7194416751565799,0.09025042582392889,-0.4517496739594783,0.5510992204129096,1.0,0.0,-0.2558827857489432,0.45856038881383687,0.013270910706957304,0.47634386787161276,0.7807899326081076,-0.02169179815404187,0.3354703950958577,0.048975016786005285,0.493555302162956
Vermis_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vermis_4_5,0.5301602554991365,-0.035581298654896884,-0.24796950497022782,-0.17574846113154519,0.1868344964458992,0.27398116240837195,0.21401825833795582,0.5203549942886867,-0.0030566231686337915,0.3934403128639731,0.5060964197034783,0.47193597828318373,0.32059320792462914,0.48778409565885017,0.8858969827536815,0.5705867275439969,0.9068677764295482,0.00013719766908543252,0.34986058906172324,0.4312546053471778,0.16259450899641645,0.22874002982048758,0.6678011558904888,0.03747648350579208,-0.2558827857489432,0.0,1.0,-0.155907483025599,0.6040037658620399,-0.3740557541621022,-0.02984690725313575,0.6262340210578791,0.5465419458408173,0.39224973320419326,0.4812385255788924
ACC_sub_R,0.03953349591209765,0.31444896878466205,0.4303564100967653,0.4427476248198019,0.27532231469827956,0.31029083083807346,0.11803948223135026,0.008118389671736552,-0.10657693784236998,-0.1922628920947549,-0.006363139915553357,0.1286560991523514,0.0374706170167187,0.001959289050276405,-0.009673739015054774,0.17457257674149085,-0.02805550888623659,0.3121194712442356,0.33126602889468465,0.013101130175167107,0.3213983635389084,-0.20898936657233208,-0.2860615068538201,0.38234721457171006,0.45856038881383687,0.0,-0.155907483025599,1.0,-0.11943569106286187,0.35023421081022243,0.4607217363385041,0.1208775362821432,0.2782114034532621,-0.11227738270778265,0.3622951538446095
Cingulate_Post_L,0.27830538220692697,0.20555667281838497,-0.004567425062978146,0.08942052450750129,0.3225707369055043,0.20699085805731654,0.45019558477882543,0.20284758781191423,-0.04385249153636018,0.27146038038860076,0.17380346840949096,0.4959024813410094,0.4969662089147698,0.24394899232533962,0.5097955648497597,0.1091792218220882,0.4516224656947534,0.19665260408061833,0.4690877809428853,0.6769231313709099,0.2969092630597981,0.38356626993426807,0.3173841253860593,0.15375616940741077,0.013270910706957304,0.0,0.6040037658620399,-0.11943569106286187,1.0,0.03173869223291093,0.23466826830680365,0.5461593168514344,0.4203528500046721,0.7052330072010562,0.5104693148991182
Thal_PuL_L,-0.19012010259056275,0.28846788833368914,0.330892641765547,0.4715799138173287,0.32782936201978147,0.11300347455830256,0.19356138015689567,-0.49406592415757405,-0.2492480290531304,-0.21931029666369362,-0.16155191423471454,-0.10233634550237652,0.005389873354830733,-0.040178009693291605,-0.4196717838292395,-0.0823426392158479,-0.4249237905447405,0.3450139213305038,0.264722016812911,0.28510389045452805,0.2695352010863136,-0.29490897314468917,-0.3176897331307133,0.14268027064235714,0.47634386787161276,0.0,-0.3740557541621022,0.35023421081022243,0.03173869223291093,1.0,0.5084286718522517,-0.1378010157379852,0.13548910990434335,0.2609388907924214,0.3441276435822785
SN_pr_L,-0.05541779368229485,0.5584980250703064,0.6662747212286347,0.660689455656815,0.7231253895503825,0.4308163419222787,0.42735951872315114,0.057586134250190886,-0.22351108945705214,-0.28437285608975027,-0.06333217316910203,0.31849731651486096,0.32113977233830476,0.02787971584988855,0.06860390284232708,0.19067578592688067,-0.0251205496133886,0.6471464042750179,0.7550355821042788,0.42620816011851775,0.776847217123525,-0.028838266216347063,-0.336689854963483,0.54529893305494,0.7807899326081076,0.0,-0.02984690725313575,0.4607217363385041,0.23466826830680365,0.5084286718522517,1.0,0.10070897995506732,0.40656762955280445,0.1795062863198551,0.675205425907907
Thal_LP_L,0.35786030467878926,0.07921136120955559,-0.06544467766736776,0.05934973120257229,0.31234724902220046,0.5561275205468137,0.18216909415477434,0.39914966737801105,0.07307692084005922,0.1591314965615768,0.3804611231730882,0.6738559598867465,0.5128896031362785,0.16234787076970225,0.5915731913415948,0.4427074173441499,0.5657576951277749,0.08175764099770469,0.40123281002278327,0.5496403274702854,0.2203973539794626,0.31150998885013265,0.31736500101841497,0.15406644932518498,-0.02169179815404187,0.0,0.6262340210578791,0.1208775362821432,0.5461593168514344,-0.1378010157379852,0.10070897995506732,1.0,0.56625108546935,0.5359284369851578,0.4284393663997408
Frontal_Inf_Tri_R,0.40350120619450136,0.2253171140062179,0.10033291265145161,0.5269305097277693,0.5569611463992966,0.5632098764899941,0.29076634116761624,0.3898551004029058,0.1075585166442379,0.07803571089948354,0.28958119094831686,0.5627921183167587,0.4907318728010666,0.3024562625340015,0.6241490523931142,0.38708434438516737,0.5849309797690535,0.258252915540765,0.6090250026508154,0.5084404674686533,0.4923254118981614,0.17101578588568764,0.19751416788435724,0.3306480848480994,0.3354703950958577,0.0,0.5465419458408173,0.2782114034532621,0.4203528500046721,0.13548910990434335,0.40656762955280445,0.56625108546935,1.0,0.30305939968738976,0.6603191074691245
Thal_LP_R,0.19046546619417581,0.044212650119527644,-0.11407232072876933,0.04145402348438312,0.31299299320318397,0.39207199032510726,0.27112797474408423,-0.03540238325486262,0.03360198235847239,0.26619762492590643,0.1580110729058034,0.40475528047615195,0.391090348711149,0.21910071803890957,0.2427276951506577,0.14493069237536424,0.22734170987051247,0.03182553412683485,0.2683928854144406,0.7799537139344752,0.1942361555507348,0.14676154761862864,0.2838604230035977,-0.03975991337760966,0.048975016786005285,0.0,0.39224973320419326,-0.11227738270778265,0.7052330072010562,0.2609388907924214,0.1795062863198551,0.5359284369851578,0.30305939968738976,1.0,0.46075594081865184
Thal_IL_R,0.27987766865000496,0.3794795025342174,0.3122672162405463,0.4324722680776728,0.6684092306923424,0.5123195732969836,0.41647792066697914,0.20238579344468643,-0.18420443853399526,-0.04047538894021971,0.19961801085627917,0.4728284534610416,0.36534358687152146,0.2813010984787252,0.4499277229291802,0.4673574682990696,0.4104020951993113,0.48893938810117893,0.8068372704455335,0.6674109736354941,0.6613962870643145,0.008435428980569069,0.11736567027428474,0.4005122150807611,0.493555302162956,0.0,0.4812385255788924,0.3622951538446095,0.5104693148991182,0.3441276435822785,0.675205425907907,0.4284393663997408,0.6603191074691245,0.46075594081865184,1.0
