,Rectus_L,Precuneus_L,Angular_L,Thal_MGN_R,Thal_VA_R,Occipital_Mid_R,Occipital_Mid_L,Thal_PuA_L,OFCpost_R,Hippocampus_L,Thal_PuL_L,Thal_MDl_L,Supp_Motor_Area_R,Lingual_L,Precentral_L,Thal_PuI_R,Cingulate_Mid_L,Red_N_R,Hippocampus_R,Parietal_Inf_R,Cuneus_L,Cerebellum_10_L,Rolandic_Oper_L,N_Acc_L,Thal_IL_R,SupraMarginal_L,Caudate_R,Temporal_Pole_Sup_L,ACC_pre_R,Frontal_Med_Orb_R,Amygdala_R,Vermis_1_2,Cerebellum_Crus1_L,Precuneus_R,OFClat_R,Cerebellum_4_5_R,ACC_sup_L,Paracentral_Lobule_L,Cerebellum_10_R,SN_pr_R,Cerebellum_7b_R,OFClat_L,Rectus_R,Occipital_Sup_L,Temporal_Sup_L,OFCmed_L,Frontal_Inf_Oper_L,Cerebellum_Crus2_R,Thal_PuL_R,Temporal_Pole_Mid_L,Vermis_4_5,Insula_L,Thal_VL_L,Thal_VPL_R,Vermis_6,Parietal_Inf_L,SupraMarginal_R,SN_pc_R,OFCmed_R,Postcentral_L,Frontal_Inf_Tri_L,Thal_PuM_R,Amygdala_L,Cerebellum_4_5_L,Frontal_Mid_2_L,VTA_R,ACC_pre_L,Cerebellum_8_L,Thal_MDm_L,ACC_sup_R,Cerebellum_3_R,N_Acc_R,Thal_MGN_L,Angular_R,Thal_MDl_R,Temporal_Inf_L,OFCant_R,Frontal_Sup_2_L,Thal_Re_L,Pallidum_L,Cerebellum_3_L,OFCpost_L,Occipital_Inf_L,Thal_PuA_R,Fusiform_R,Vermis_9,Cerebellum_9_R,VTA_L,SN_pr_L,Pallidum_R,Thal_LP_L,Temporal_Sup_R,Frontal_Sup_Medial_L,Vermis_8,Cerebellum_7b_L,Thal_MDm_R,Caudate_L,Cerebellum_6_R,ParaHippocampal_L,Vermis_10,Temporal_Mid_L,Frontal_Inf_Oper_R,Occipital_Sup_R,Thal_AV_R,Temporal_Pole_Mid_R
Rectus_L,1.0,-0.050791035535343136,-0.41390811726243815,-0.2644450750805864,0.36378641193227773,-0.12984598410731385,0.10958381830590791,-0.12585625291465602,0.6395332625395002,0.34832087345862567,0.330892641765547,0.16439911539061872,0.3266879268626604,-0.2833580394438287,0.311886307241855,-0.03020129412462833,0.358415782881229,0.3920979452913898,0.3727405920988832,-0.12924609254528133,-0.08978321258516446,0.12633264845070596,0.259219607570554,0.7325082516770637,0.3122672162405463,-0.2324917930063036,0.5193736528567712,0.5622154917991957,0.6568989418034438,0.27070499586534985,0.710691999677128,0.1086917345568056,-0.21446341274730282,-0.1550170890533435,0.172740652836054,-0.2008739084799459,0.5328370290925504,0.22746256005400034,0.1623466166225822,0.6018927038979469,0.21370393890728653,0.025984192001000415,0.8679832290414037,-0.17225220551641268,-0.09221843273975495,0.5555106032807118,0.0802034693326333,-0.1554033667957128,0.12408588959965527,-0.03649095712687828,-0.24796950497022782,0.6709079596980594,-0.07068248587497374,-0.07928134274049829,-0.014912075107497603,-0.046214762268712024,0.011854295271878503,0.27876391437610243,0.8143698554342511,0.15281145766405047,-0.13159203197563452,0.23802128143243673,0.5091754276317546,-0.18319520552548352,0.3195331420263561,0.07440553663209663,0.3681210964847946,0.006133850297625732,0.08210440814277928,0.5529284078019442,-0.06926292564397483,0.8854226933176482,0.2813258221055059,0.0976969433174557,0.2892493745438739,0.031163397285617605,0.07402547596541166,0.5173940489258946,0.14784126719286378,0.4915577993751856,-0.08410154240855937,0.438564166212617,-0.02218168330032269,0.043000883239868275,-0.08854047540154425,-0.49958877597661056,-0.0213923460433448,0.42079703416553166,0.6662747212286347,0.5117996965735129,-0.06544467766736776,0.08153897649518908,0.47666272507984825,-0.1826941139395072,-0.009370552602378774,0.15661358902172845,0.5229078828486559,-0.04842227616396824,0.4001458372430754,0.18347302230592605,-0.04064258434179587,0.4640302832591004,0.015636528587633012,0.4157615440820017,-0.2716641527670664
Precuneus_L,-0.050791035535343136,1.0,0.10271059578717803,0.42550341237307854,0.38671334400420215,-0.09868717949434565,0.10740055562173764,0.40896926186852584,0.18180973766512176,0.4470706520791865,-0.16042855635032632,0.055022785474732515,0.2592503547773134,0.6550774600205328,0.1326671650159612,0.45747119170408174,0.5668396384041319,0.1168568081306212,0.31281948958996464,0.8418775482876312,0.5590930718315285,0.33466595589226444,0.1745199862660831,-0.020149733830192577,0.09655115060199439,0.7527780384616382,0.04482417355170363,-0.4539241169814869,-0.1317455475912404,0.3753289667303297,0.14012306117495493,0.10670104380295979,0.28849933770954117,0.9206398833897325,-0.5496756735429943,0.13907525757638475,0.18212623892142585,0.4838536296875402,0.3360504386368626,0.15368927335734686,0.1128892600795287,0.009936531771762932,0.18468446735669464,-0.21111520801058245,0.1358165195282081,-0.14216635289802831,-0.09821869158318727,0.31149360879670906,0.0001570964572540337,0.2216549874551132,0.2505720196942171,-0.046188676340387924,0.3879596412632259,0.11132174830566752,0.2741062092023589,0.8402481535360478,0.7176048864527805,0.3804158700715057,0.038431181505868196,0.7638781012906054,-0.09329896536520944,0.21003556437123683,0.0229625871782132,0.16158372031375678,0.10983428809525488,0.5781671901171542,-0.20981907885958528,0.15265302364900313,0.47102263819083046,0.2488122520995405,0.008590161014368098,-0.05537190520866502,0.47460889223963626,0.2832660334411898,0.10068660991910708,-0.058106055427393444,0.06214431204288497,-0.0527942531578649,0.10969926622983474,0.40935522737027974,0.006612494787927591,0.15783098600493023,-0.11177612318816384,0.04515317275003592,0.1988039195502726,0.08961164379155809,0.31257361896869273,0.19754104349552687,-0.010630048398493729,0.23189977102329407,0.09695003486794601,0.16085518793784473,-0.03708765729800259,0.22198777677784348,0.2489833382604897,0.49543852278412054,0.12649129681445667,0.022483800187249516,0.17494396103354595,-0.05783362132528746,-0.2609363145208447,-0.16970895683934892,0.6525000643569342,0.207154065346268,0.10305217103241009
Angular_L,-0.41390811726243815,0.10271059578717803,1.0,0.3469196858049541,0.08649989830844211,0.17003476517879973,-0.17742750134706897,-0.045199447641999485,-0.2720767205965466,0.06917080365266427,-0.2767423853553565,0.05576278567316543,0.07660283026461193,0.46664319263489795,0.05127326960343934,0.08747553416427407,0.04981520001522556,0.0886181182284028,0.1007134075628998,0.03613124117468644,0.090599335424121,-0.30201719931752263,0.08694415684586346,-0.20927478981566228,0.06675277678173216,0.2726542955246451,-0.05296880502744756,-0.2871333637275593,-0.34657532400301955,0.1466493156652047,-0.09185975515151579,0.23211948941382826,0.37159930048130896,0.13972437015723824,-0.07490175712868764,0.4879111851562789,-0.031817670231117944,0.05239197456078386,-0.19526651653491173,-0.1413051982992496,-0.13001747330334898,-0.14617831464975112,-0.32903966343255336,0.23557025080181312,0.3236264989686724,-0.1597491578609491,0.09093375127752007,0.0154830908916983,0.07539720630269177,-0.04265695673490416,0.45966492076391113,-0.22826244313521862,0.23621120880241792,0.17251576992875334,-0.0014327205544166785,0.030833062516346876,0.24503184745637446,0.043967074077021995,-0.3163752709647307,-0.00922732690344294,0.16071107624782283,0.057130984631849895,0.047129634418365665,0.38453317369778967,-0.02099771851890642,-0.19506061913782194,-0.2011865334934735,0.006955027953205834,0.0966622923234293,-0.0618354390363253,0.3465669769838483,-0.3446080682450932,-0.08159673287430447,-0.16624062461813308,-0.09073815614191479,0.015113696526102137,0.041960946684129044,-0.19553112344997997,0.2717203444603362,0.012240752374291354,0.2941705597784923,-0.23999711751379604,0.19515724817264182,0.06188014680155355,0.3776847314691867,0.5457590674452326,0.0063242052744251695,-0.18501147801944784,-0.2120696589172579,0.01960719251247925,0.1507656588995774,0.24393740686851337,-0.13397815399668245,0.13486204795570741,-0.013613202863125664,0.07381639232794432,-0.04254539852502614,-0.08379951452041648,0.08792518656394324,-0.3871356920037124,0.23624238537531297,-0.03478916602807446,-0.05091213363460767,-0.07594149950730604,0.16292894342404043
Thal_MGN_R,-0.2644450750805864,0.42550341237307854,0.3469196858049541,1.0,0.2973146388891433,0.34445586173168125,-0.007996777463339903,0.22473462247527462,-0.20771317650809304,0.38617832303739524,-0.0440590455667705,0.2458416843991998,0.22230084850478693,0.7114672035630706,0.1721654942915288,0.2679730465051226,0.31261941344223093,0.40883629140673633,0.49009750579612876,0.1611403397084423,0.15755264032606284,-0.08634080112614882,0.23756481977137994,-0.09734719744467145,0.4017280498648124,0.35771549353786763,0.1856963757253707,-0.3605832482411237,-0.25495337994106415,0.2958761625131127,0.08236257354927656,0.17136194475829977,0.2611281404774354,0.5900958822817004,0.041949315881387436,0.5843459432163177,0.11802090827938486,0.3007930037933941,-0.23460111988178772,0.01154965018383413,-0.18234111758749863,-0.08275484200441431,-0.07929164037095603,0.3803782265648676,0.3498727496831398,-0.31142702992986365,0.08088268112070415,-0.035011291267155596,0.27304958346244973,0.2288135424717396,0.66363497076973,-0.23592310729939853,0.5432086498931532,0.5469893730321033,-0.11402976619555533,0.20703656332309536,0.5635373856221633,0.30422878775087137,-0.01879236998301418,0.24246849062283726,0.023818988081892516,0.34762226372155924,0.18583603834502818,0.5115855043981842,0.024570742038802978,0.14106227761186863,-0.23067706353132966,0.12791129305003796,0.48449939873009973,0.07468961614870748,0.5048953309330088,-0.24608206178465858,0.04238267790345393,-0.29065900151964696,0.06843051940683705,0.00012201030884622109,0.18473317946669446,-0.13946914473654243,0.36232842188105396,0.27246795395215767,0.3388644183711123,-0.2856377221897969,-0.05546670761512118,0.44215273297011615,0.5862778538429444,0.6027408160609586,0.09344628604556961,-0.030306590821462885,-0.016084711785127177,0.21108885863523463,0.4360860387032931,0.6208880567596465,-0.17229472073673083,-0.13038077993712052,0.049595999877350416,0.41030138546683403,0.09576698194167953,-0.05803530881417018,0.2634762276510807,-0.41191369720835713,0.2668404258524301,0.10856390983080821,0.04832407772140413,0.07161981727921009,0.3235984145231883
Thal_VA_R,0.36378641193227773,0.38671334400420215,0.08649989830844211,0.2973146388891433,1.0,0.08532834807560583,0.01715410584793958,0.06669209675751737,0.31466761457769005,0.6970467377115307,0.1393248829943802,0.6681175556470239,0.7514667547938867,0.43077878698141037,0.7239445564133711,0.3605611618398143,0.8590562387887031,0.7386351786165934,0.7716448801760013,0.2352731628142783,-0.0612395738840348,-0.029850051784753844,0.7719259119357129,0.4289493859952698,0.6744113130699769,0.33939095011107323,0.7232277824245806,0.24587341368376928,0.502758863530749,0.445623156026235,0.7403830693122153,0.3884843175250219,0.16907002953404648,0.3121395105054942,-0.08926533033494659,0.29455201713842555,0.821650838599686,0.6963046678586399,0.1842989874710205,0.7236913235435689,0.09637577878406875,-0.09863135240640179,0.3994259309620237,0.07874384526016275,0.4799305908943155,0.3028521779708238,0.5695265998005143,-0.0151108228837301,0.38140028876561094,-0.028200455061629586,0.3612607038954054,0.6093055517731463,0.6684841621429697,0.46131096157587065,-0.030172822757316007,0.36811218457434486,0.6743705703610827,0.7082252657636475,0.36406602873913596,0.6624293993359528,0.3524015006450093,0.665037006874084,0.6334644626039384,0.35024668685742305,0.7006528538838168,0.28234942507987243,0.3806075645554657,0.09259472740883042,0.751597637765736,0.6791648928631044,0.2581085858221804,0.4378705206048729,0.42651441267806345,-0.05111161917051508,0.5914753630034941,0.1757769301120914,0.1342540760666242,0.6033186347525731,0.5725278407501035,0.8551201219754867,0.3102385855810795,0.4596685091017573,-0.015512730039443458,0.4307049510146061,0.41673538014251277,0.05155571469414055,0.07516215550399774,0.47575684745811275,0.6259588511476033,0.9033080334212235,0.4015632463712775,0.5606608615641145,0.5546056342381366,0.06627650754209131,-0.009662749933278661,0.7467995968076009,0.7591210331212412,0.005611229765301255,0.691798793797405,-0.1299109833980109,0.16398180981935412,0.6651719093515831,-0.010147897090294124,0.7543403195352595,-0.09087478082117122
Occipital_Mid_R,-0.12984598410731385,-0.09868717949434565,0.17003476517879973,0.34445586173168125,0.08532834807560583,1.0,-0.07240589074504054,-0.15663053813981578,-0.18181906691923327,-0.05592892172119927,-0.13667263267805488,0.2039821903027709,0.18155988972426618,0.23574419861846166,0.1186339138827565,0.028257513758567082,0.042199447617888214,0.2345101730373333,0.15977012328680149,-0.2257242022583958,-0.16455591858996005,-0.376926106568795,0.11638269388810783,-0.01746721255033867,0.2001544806494965,-0.18225516477171094,0.20981148419241075,-0.021969784948425348,-0.0838654690847269,0.14025111988489525,-0.03035951516912903,0.24782426153679588,-0.02679078406173648,-0.020809718774155578,0.2587794103454716,0.4881976639408869,0.015433491784482712,0.12350854303276027,-0.3722093168029853,-0.014660273263138223,-0.0905814763361255,-0.20562516423463595,-0.09120651983074088,0.43574583870241246,0.2371715926361,-0.18883534816354292,0.12244555351368035,-0.06156210239916472,0.29411893499086456,0.12005941991341766,0.4857348275059946,-0.24116355421991134,0.30943134318696025,0.34645044181793294,-0.16997577076452267,-0.29090461181028165,0.19922940256427657,-0.06822075489702784,0.015446682568112876,-0.17149216054406688,0.008728009626585927,0.2930334221583969,0.03220668954999158,0.4142999990638682,0.009520222544153597,-0.29624604473215455,-0.16055520768645454,-0.15022876202576027,0.09956789025053178,-0.09905110578918139,0.4354477374670723,-0.0843451046586089,-0.302121050713903,-0.4617385192853383,0.027184398206758498,-0.02575037288112419,0.07710912107933861,-0.04438788229554398,0.27900743419748764,-0.038052097574042265,0.37895037566290607,-0.20857512075850773,-0.06280098842758225,0.34473199477917693,0.49316039194419636,0.4252353138488641,-0.22046677993658736,-0.22148180498661563,-0.06611220499162042,0.039697610430846124,0.45414917433916796,0.4781623904612704,-0.15583786524331794,-0.27963472401875966,-0.18778626876053214,-0.07154430109572837,0.0875679808129812,-0.21284335214573757,0.08978318407669632,-0.352356737335026,0.2730842486921993,0.28740093613073425,-0.2928077952344242,-0.04119280752840997,0.09833106851382192
Occipital_Mid_L,0.10958381830590791,0.10740055562173764,-0.17742750134706897,-0.007996777463339903,0.01715410584793958,-0.07240589074504054,1.0,0.25629577077861926,0.03964017528344701,0.016225815947609582,0.12250441557521428,-0.04509533341515691,-0.04442058852276128,0.009765768392934308,-0.024855296229016288,-0.0858347744046095,-0.0021407608056479405,-0.10756123904537544,-0.13959411727659282,0.06729949951893854,0.2102013657998465,0.31055953931935265,-0.18548875572337703,-0.06060127993296567,-0.04809779592042859,0.09690556067857713,-0.06989680334982687,-0.11528131743918438,0.013505269083157426,0.2369382648577929,0.026065444443381398,-0.14798721650741006,-0.07807082369822124,0.04792242942544128,-0.06285364242303401,-0.15393425955737394,0.05581184608592518,-0.007006461122153218,0.16155553995451508,-0.048087988522148045,0.11941638606568132,0.08097908434711813,0.1536823740321047,-0.010571569395525199,-0.18842146975244922,0.041114441293674364,-0.16848128572862167,0.24117187910289728,-0.1860220820242256,0.183928966023955,-0.07539284397489306,0.0301879732825603,-0.16060558976237468,-0.15584041620769046,0.1210943774717726,0.15501565933083747,0.06572129648942977,0.011013416519553544,0.099316012847261,0.03631102217587264,-0.1628527188581362,-0.14684171854120606,-0.011996914872118503,-0.10743667647397073,0.05849884752365751,0.20578303798393988,0.0116279789058822,0.3343237270902621,0.056334123748156606,0.088658767489077,-0.2189979618964945,0.06799008559754931,0.015969075517332048,0.0450942092123617,0.11708177390896289,-0.033052235998575395,0.24628552989620067,-0.053923694070559296,-0.07782386723194101,0.11151867833878676,-0.15264892463254037,-0.07558199361325424,-0.11640134858174321,-0.1956037770614197,-0.13099371063133186,0.047741525874374226,0.2965940235454731,0.014061792563318715,-0.015496210855918381,0.017934885004826106,-0.3006521576843222,-0.13558370985361407,-0.07342502756967771,-0.11157252601851657,0.19851318378089666,0.14922991137736585,-0.0611549356061392,0.22570271485369792,-0.12409615719736074,0.032220914825053,-0.007936827381334397,-0.06702395436608401,0.2981004830986433,0.0477829409708103,0.05571429495421192
Thal_PuA_L,-0.12585625291465602,0.40896926186852584,-0.045199447641999485,0.22473462247527462,0.06669209675751737,-0.15663053813981578,0.25629577077861926,1.0,-0.0966422839351236,0.1749345902214939,0.4376562199165078,0.20604166399946747,0.13262053915537939,0.13256807952191904,0.17049078778254487,0.16086236405410373,0.2318610584886344,-0.21589675369967132,-0.05873324144059915,0.39294987985759566,0.44701497444269117,0.5944057723119566,0.04051548015536327,-0.21348756167173338,0.012574075991710896,0.451798775073651,-0.10096081403859088,-0.2599086147998321,-0.04814130844649352,-0.0416710176505055,-0.048851739310385674,-0.3999825881947247,0.05946999319211149,0.46619731045857155,-0.15158150570479084,-0.3049305869775694,0.12257784158301917,0.23641293737164684,0.4244996825469489,-0.21507632855157677,0.1404876789424637,0.06328319164202974,-0.0305729041248244,-0.1779088860854013,-0.10961461319559031,-0.13214460109793186,-0.051831553973920294,0.30179249089472115,-0.09877876081464985,0.20610939906701703,-0.2023764852554492,0.09592878342015357,0.15703939003156028,0.2086340457858068,0.33116704507356726,0.5397491436973041,0.21980943058733765,0.2898368191007594,-0.12059474003257831,0.40718645479272564,0.06126697202893876,0.028411976951680743,0.05771065771557461,-0.38226131816645825,0.24734723228980304,0.5352442992348799,0.025542088331978522,0.39693929416915896,0.47780688784804703,0.2430637854167351,-0.2742778448998315,-0.18221819810434076,0.37486986616041673,0.40263837240417805,0.2038239092113366,0.0746524800632383,0.21463904598192554,0.095148408301478,-0.2321240472694428,0.21864029992593823,-0.48533681975962323,-0.08095414675544438,-0.038445854659771184,0.09334841750471469,-0.31812890051828846,0.0006039794614507039,0.5843155166191701,0.23685193097548768,0.0017899202393429636,0.017780172662662304,-0.14135538316120774,-0.20090386070826802,0.10013878798007482,0.14140331626363556,0.16290931737212075,0.4979267551281409,-0.023396410720450105,0.3569942719754596,-0.17878800221350594,0.2567896979642216,-0.11027057466858355,-0.20169243093050085,0.38685014596614764,0.011822444412583046,0.036908275229735416
OFCpost_R,0.6395332625395002,0.18180973766512176,-0.2720767205965466,-0.20771317650809304,0.31466761457769005,-0.18181906691923327,0.03964017528344701,-0.0966422839351236,1.0,0.26635566892603807,-0.027041708542514226,0.17811587165997364,0.20839342065005384,-0.147629724582536,0.1572002696061663,0.2973956417764359,0.36561914202694545,0.24352893816885773,0.33033253188123257,0.18479371277331244,-0.06056904458368224,0.1277513495172432,0.18592655185210258,0.6561744664493986,0.09506281815201356,-0.06800907210733172,0.40491946464065376,0.18724202052965788,0.3557100894886453,0.30510995791515855,0.5228876383439073,0.23541148813190357,-0.09984659116699782,0.025771871858991643,-0.24403937759801156,-0.16605691868780667,0.31426088529202645,0.24566691187302864,0.20423910041013382,0.6149648005522101,0.11179740329590679,0.08417287166191892,0.6670099269970664,-0.25161798315210476,-0.15662277243539088,0.5421797977068218,-0.01222996730183489,-0.08814523804411738,0.20861041287311696,-0.10168407385691587,-0.12367881100575823,0.40858639395904645,0.02895437851361519,-0.08447399068809842,0.03013006622858198,0.1325842495112579,0.16973471725513667,0.15975138817653328,0.6063457059743275,0.27898959086517144,-0.2448027544981528,0.3176751056651848,0.20737892811415415,-0.11384628454115749,0.16418708819830707,0.13455273931963257,0.21626212416100093,-0.120417617961058,0.13822792952774268,0.494813233362054,-0.18977082083737826,0.7126911004132583,0.34210998537570503,0.12671199212584194,0.2107210646370507,-0.28143630739320963,-0.1537651809631857,0.28209886866850403,0.20438744271590392,0.41090526191013155,0.15769071703359255,0.6092777465331665,-0.012890303438399931,0.018211528630267083,0.0067668994025616,-0.3649573059716682,-0.08807768058922202,0.3018239478006951,0.3894201037881109,0.41436133684802057,-0.06848295807346064,0.11305807069756571,0.29998741147140673,0.023131901998018043,0.03481619029113064,0.12029901468828663,0.4682258425138708,-0.30667620475039375,0.19303560631174077,0.18571875156476006,-0.3147162961567574,0.31555545850740935,0.11471596702485454,0.5175594417685065,-0.11316957261028687
Hippocampus_L,0.34832087345862567,0.4470706520791865,0.06917080365266427,0.38617832303739524,0.6970467377115307,-0.05592892172119927,0.016225815947609582,0.1749345902214939,0.26635566892603807,1.0,0.3067113120362136,0.40264258260467745,0.5317138378115944,0.4502549631830757,0.5381332618769544,0.2418601802254368,0.7209487470943241,0.6606699689754139,0.7693131559570403,0.2751134532378364,0.08824068478055191,0.21909893950477582,0.5636286025405602,0.3701156238073334,0.665209171352032,0.39016243407799045,0.6099612169730179,0.19136892183281376,0.3333911383806893,0.36327156749674705,0.6561524929626944,0.1383900865010943,0.08124984178138658,0.48384719245357366,0.008042889746981596,0.19132262554834914,0.7073970141700239,0.5520575332376934,0.28355252066362946,0.543662819478436,0.09979502101630912,0.058747629161515706,0.4325132090699473,-0.06193969003834358,0.37315290914470384,0.37102514379675294,0.30465850688198287,0.030463553367110173,0.11806885242277262,-0.036503593479852894,0.22388140201510195,0.5724491855981155,0.42039294859506865,0.3061803230065613,-0.0025370552201307035,0.40752636578092927,0.514692114478452,0.7267873536671353,0.46016711381644393,0.6282676476913701,0.2171295698628509,0.3790511232702261,0.7311518929131662,0.19980388747977246,0.48425731558120666,0.38137772597691644,0.29706316481357875,0.2538045435802691,0.6744094205940568,0.7336664453756668,0.2641406687861816,0.37565412110298774,0.5585786375527154,0.06657855689659638,0.5763198122900778,0.17502883566466987,0.07011382524972044,0.4956680133142074,0.4439031618009857,0.8126086734053626,0.22627292477436609,0.31517036747951455,0.05934242309416189,0.2253341296786948,0.2857156723362382,-0.03954532167105742,0.2722023754042366,0.6079955690952549,0.6938338830905958,0.7035938747285158,0.10715704037972619,0.4322519615523853,0.5156508113599623,0.10225344781648983,0.0994778417657633,0.7666791433162087,0.6410084580298333,0.15681421132628348,0.7321134647257846,0.024404761114443802,0.14285797783188045,0.4131259393699418,0.15518589482096648,0.4884868400666285,0.02984047482025894
