,Frontal_Inf_Tri_L,Lingual_R,Postcentral_L,Cerebellum_8_L,ACC_sup_R,Thal_MDl_L,Vermis_9,Temporal_Mid_L,OFClat_R,ParaHippocampal_L,Cuneus_L,Rolandic_Oper_R,Temporal_Inf_R,Pallidum_L,Angular_L,Vermis_4_5,ParaHippocampal_R,Cerebellum_7b_L,Occipital_Inf_R,Parietal_Sup_R,Insula_L,Occipital_Mid_R,Frontal_Inf_Orb_2_L,Calcarine_L,Cerebellum_4_5_L,Cerebellum_10_L,Parietal_Inf_R,OFClat_L,Occipital_Mid_L,Supp_Motor_Area_L,Precentral_L,Frontal_Sup_2_L,Cingulate_Mid_R,Thal_MDm_L,Precuneus_L,Hippocampus_R,Thal_MGN_R,Raphe_D,Red_N_R,ACC_sup_L,Cerebellum_6_L,Precentral_R,Temporal_Pole_Sup_L,Thal_LP_L,Thal_PuI_L,Thal_PuM_R,Olfactory_R,Thal_PuM_L,Caudate_R,Frontal_Mid_2_R,Thal_MGN_L,Fusiform_R,Thal_LGN_R,Thal_VA_L,Frontal_Inf_Oper_L,Occipital_Sup_L,Red_N_L,ACC_pre_R,Frontal_Med_Orb_L,Cerebellum_10_R,Frontal_Sup_Medial_R,Frontal_Inf_Tri_R,OFCmed_L,Vermis_8,Paracentral_Lobule_L,Angular_R,Cerebellum_9_R,Cerebellum_6_R,Thal_VL_L,Thal_VL_R,VTA_R,Calcarine_R,Temporal_Sup_R,Temporal_Inf_L,Temporal_Pole_Mid_R,SN_pr_R,Cerebellum_9_L,Cerebellum_8_R,Thal_AV_R,VTA_L
Frontal_Inf_Tri_L,1.0,0.043565744096148114,0.2785061559308363,0.23965515037898757,0.2828523135526259,0.39742005397314134,0.09150851144238263,0.5458971839243162,0.26922409811215514,0.41468129657024383,-0.13014685549378252,0.2955704453162494,-0.24717328082312937,0.24193651332361432,0.16071107624782283,0.10181281524144038,0.22746347328108177,-0.18520841546850475,-0.07744696968346361,0.02066629987532834,0.45249163205736487,0.008728009626585927,0.6470624123418534,-0.005060640092652785,0.13401694398880257,-0.19843456847430616,0.0008135672244003692,0.10866506469611029,-0.1628527188581362,0.36141555887661453,0.5804306076825001,0.5680095084802722,0.4152904871317007,0.34613903876339225,-0.09329896536520944,0.20728282182735433,0.023818988081892516,0.19245366095123345,0.31987295085667533,0.42679027029752725,0.042481995671794615,0.4644008288263055,0.4351398122001771,0.2982377632754967,0.29825057320115833,0.16855605769179716,-0.16265142214485157,0.23819233787434446,0.24754510788481013,0.5310234412379743,0.1319505120760614,0.042560478704745025,0.25646985649130977,0.2868378359748649,0.8586615791148624,0.16526220106598122,0.13097806363075365,0.2840618129756667,-0.12746202655793737,0.0809457580238575,0.5091373190597911,0.4553258918187419,0.0617257284622049,-0.012962137943357786,0.3085007730720928,0.037979395957292876,0.23660148753787053,0.3929924600847702,0.34359086245159426,0.2615581486624952,-0.10259786654312048,-0.04275510032812462,0.09693266141805211,0.45079181934082174,-0.11378820551618976,0.142519747164497,0.14926547551568323,0.18983923651011228,0.10732940965433417,0.21580019608581474
Lingual_R,0.043565744096148114,1.0,0.32666695829528636,-0.06259129687141314,0.09290350108120442,0.27752189586455567,0.619635755703019,0.2513820244131179,-0.1318376387416834,0.4106588317679605,0.12132051094563669,0.1508023837640657,0.47547124401340973,0.28393298673082706,0.42793105336634174,0.8625493182120979,0.6592342937730427,0.0028245430212709903,0.09642158763001182,-0.3410197781493989,-0.2507083471014207,0.37734962655861104,0.08959387490609089,0.8463784052883386,0.7535418236947883,-0.29391292826137516,0.26820089901890626,-0.15428487942659672,-0.12274397177711564,0.2776163488496829,0.18988158047406703,-0.15022752156281444,0.40972646036219657,0.4361730584196417,0.541973406802661,0.6177184960092768,0.7764328180277941,0.5203573748204722,0.522071799830237,0.14017424334132125,-0.1357208714259459,0.22884629264498543,-0.35062791227430606,0.5740329578477784,0.11123880171526093,0.5058686045905418,-0.06039535513937455,0.4702499273249715,0.26730191225990857,-0.005848048591241342,0.05381224844250915,0.8226377472155761,0.7037066239012137,0.4588444891718878,0.1655874348852732,0.36259011048062334,0.2360233829484824,-0.2310709758120647,0.043256639424884745,-0.32464176775607206,-0.21679070686276614,0.47977218944534283,-0.22272726163036777,-0.09779737777843714,0.3735520877509388,-0.4304587068423666,-0.0951971172611448,-0.23886427959061965,0.6523253748671525,0.3978299203767772,0.036806071217274056,0.8880881848055031,0.7464472341343347,-0.08158439930931331,0.26729812111828344,0.17163687402154534,0.2608515735001671,0.44586337827097877,0.09526295431199092,-0.0762544702832438
Postcentral_L,0.2785061559308363,0.32666695829528636,1.0,0.21397431528250033,0.57314409665734,0.43394543271601355,-0.06557245905449975,-0.11080359760034834,-0.3401459778276853,0.4303903171917711,0.3195586395798071,0.47820975818605677,0.27655672580056984,0.6805255178718395,-0.00922732690344294,0.132226591035951,0.22576753073131045,0.17157975396406794,-0.14671912319983685,0.49295149152151213,0.38708262257188497,-0.17149216054406688,0.13620380462427867,0.19984094354300536,0.043203150089453614,0.3246918056663985,0.7413527909702857,0.02616368342018166,0.03631102217587264,0.7588757743544295,0.6203603657758189,0.4145579531566446,0.7931426706559059,0.663942987978366,0.7638781012906054,0.5234924991950579,0.24246849062283726,0.36894210165935576,0.351466324739132,0.5749883053680017,0.2415787102739569,0.5354204517328589,-0.06208597441270136,0.20921384198823959,0.35404844272527475,0.3940027668426294,0.17842645080848385,0.5181491259003487,0.4114954829049171,0.5064245960656426,0.5079733215190748,0.10669311136186713,0.3201052245508074,0.5887825060931451,0.3645959449703514,-0.2170469814438758,0.5618580248526313,0.21940060286801308,-0.010052214453683369,0.4893613070865236,0.3900828459650318,0.2608970041837856,0.1039573490000804,0.2269652320957005,0.8016589995638211,0.30655920204473347,0.3432146149327085,0.11648068218137322,0.5535614157204342,0.6206848990415281,0.5460872720678668,0.107280948858974,0.24018834110591628,-0.0037261143131735856,-0.08437994048268116,0.3983992202249676,0.40226632313561006,0.04090027006015959,0.45771050381108347,0.49480308801445166
Cerebellum_8_L,0.23965515037898757,-0.06259129687141314,0.21397431528250033,1.0,0.2811989118712229,-0.03850368454922493,0.11244951187100852,0.2767233209834555,0.23342606243519526,0.1428308017787622,0.3342234690412921,0.12808416396013597,-0.2636875226151565,0.2525337920167252,0.006955027953205834,-0.029680137742550648,-0.0831973739595442,0.22620480075913593,-0.08268704814099068,0.31911120617513544,0.20139694489797944,-0.15022876202576027,0.03427385818959363,0.13085028215223002,-0.061381689427700045,0.27903180618392714,0.13331614807445238,0.1463867257754074,0.3343237270902621,0.013082452413856256,0.18388492907504703,0.12362640111338696,0.08684296108845978,0.19890792478426705,0.15265302364900313,0.019582369598475532,0.12791129305003796,-0.14441626176356062,0.07394915411591617,0.19909875699152105,0.39785871679986984,0.17800975782961168,0.07188757281369938,-0.24861968110047306,0.13224047847487913,-0.2869786183389844,0.06564245169136655,-0.158232099304115,-0.010370251829691434,0.27799015878469224,0.1353753910346402,-0.13369369844967974,0.04975833524139857,0.12299311990085961,0.10854765909855697,-0.12450259078518786,0.11238723637193757,0.08766889024698231,0.11931155748305096,0.15165868000490465,0.3269182314843622,0.08609124819078365,-0.06590827686120099,-0.05860417549634457,0.11573383592903023,0.2624881265754383,0.6971530284756335,0.48433281761526875,-0.09585841279122038,0.09281446191346383,0.2303189904655607,-0.07290912834027344,-0.08973570160873971,0.1813445709024504,0.08647785193952758,-0.15617410511582072,0.8038648808574897,0.34416122300359475,-0.014731961543468031,0.15220478386722341
ACC_sup_R,0.2828523135526259,0.09290350108120442,0.57314409665734,0.2811989118712229,1.0,0.4813509432932846,-0.15534943443392332,0.1423927995630749,0.07090877637678383,0.5579927111984083,0.04698900174455556,0.7611704390339785,0.23725846580805546,0.7891626444566276,-0.0618354390363253,0.058033498461100966,0.4016813593890065,0.1082368936658818,-0.014881491787298744,0.2725470740573634,0.7305469048148827,-0.09905110578918139,-0.07094190462181629,-0.049430580338346,0.0037037164614107648,0.26660651751419423,0.14370615800349548,0.07873418738291026,0.088658767489077,0.5781008510015536,0.7153904006053048,0.7174479825549033,0.7361678879097173,0.5813514165659573,0.2488122520995405,0.6124640805788886,0.07468961614870748,0.4078144612465128,0.580951674428681,0.8320198454998258,0.046833795024422344,0.7264624347951791,0.35289133327008493,0.05013651955440987,0.5515823631699407,0.39837023076143563,0.6117981145569483,0.4840034404158326,0.6856729903719966,0.8024263229842887,0.49077690130479557,0.12123457505311526,0.3425923325053042,0.5202542971577663,0.3876839801902819,-0.045950659792851116,0.6884361374830928,0.5904201134462687,0.15767513187671536,0.3131346185989423,0.8176515355202674,0.4998151874406172,0.4835754611263999,0.08892594682378585,0.5983628024409622,0.10885725993881343,0.28331923771942186,0.1377469733411889,0.3110930871305164,0.7329183678721388,0.26409902903870147,0.08199527651940919,0.3244543593556151,0.12836823271534997,-0.01257517421631381,0.6069110119812382,0.3063882866932261,0.15792644286592222,0.4921006624657375,0.6194561694185351
Thal_MDl_L,0.39742005397314134,0.27752189586455567,0.43394543271601355,-0.03850368454922493,0.4813509432932846,1.0,0.13368449188267678,0.24564964893014227,0.055018905178022874,0.46521929723594435,-0.25695991578271143,0.7291098982047448,0.3088038226200263,0.6111533405826929,0.05576278567316543,0.2936591371520483,0.5410375997327602,-0.11776696677771106,-0.06784074806976957,-0.1293458473116822,0.4772608654163053,0.2039821903027709,0.048949909115277364,0.006056039519271576,0.19251629153211836,-0.052353496437736693,0.03396549172740929,-0.10721290368132803,-0.04509533341515691,0.6112349754853571,0.683061781267295,0.5330920853201763,0.6696380165197818,0.7434441657130763,0.055022785474732515,0.6080999497550827,0.2458416843991998,0.5404854082577593,0.5358273244252755,0.6063146480196278,-0.14704830381376888,0.6969430159521105,0.2710852877075269,0.5917479296065103,0.5501233573038744,0.7534178990300369,0.2925277282503049,0.6784878192107834,0.7112932018820131,0.6145372755772556,0.18388912184107148,0.32009543257070594,0.5372965862081351,0.7699366335429455,0.6898053028510089,0.20606215134646705,0.4756752794248955,0.3780432506588635,0.20733201121498568,0.08762603483157598,0.3889461003323354,0.5283325704190142,0.2667665139513445,-0.09160927621429263,0.632618912817651,-0.23619012901025593,0.015336843601426493,-0.013422148194226786,0.786680874557959,0.7630548139881059,0.09635126885577754,0.2699279219160249,0.5270215387220313,0.056192985232377576,-0.18456702384041818,0.4776510877297222,-0.013734521683422691,0.15448635056644971,0.5687378510690014,0.32139365014510035
Vermis_9,0.09150851144238263,0.619635755703019,-0.06557245905449975,0.11244951187100852,-0.15534943443392332,0.13368449188267678,1.0,0.40556593995704543,0.025366724360642117,0.01442076394323176,0.06875546895364551,-0.027676295621911096,0.19314793559044321,-0.05662656953949548,0.5457590674452326,0.6678011558904888,0.3121840119445749,0.03504071626115285,-0.008696934611151643,-0.47703547243104033,-0.4517496739594783,0.4252353138488641,0.11961998998136682,0.6856820284992018,0.5882791102126432,-0.29930939403494217,-0.006251675703871286,-0.14596807523128905,0.047741525874374226,0.10771764626839994,0.06861872480665454,-0.2984669308819824,0.028329847035181575,0.16825784923702666,0.08961164379155809,0.17349658350565952,0.6027408160609586,0.30577399730877236,0.17635382228970242,-0.1104348739169595,-0.09634168687534124,0.09931939700016007,-0.3849319451359619,0.31736500101841497,-0.039293894673216576,0.15027109758319632,-0.3205226064778791,0.020161547992103714,-0.021850952159761128,-0.16520474345152214,-0.31883466548302436,0.5496676960611493,0.3976192540709123,0.25961577870425634,0.1283907848605306,0.4822871136348654,-0.14464830418290525,-0.36083612423325206,0.15127540880910564,-0.34460560550693786,-0.2698364529886184,0.19751416788435724,-0.4546150233057783,-0.13072111581937784,0.11661401722175184,-0.504918682452385,0.035709427545547075,-0.04205719124850398,0.3535792858774901,0.12845705557963494,-0.13695880928718845,0.6620338224257363,0.4599705046290145,-0.03651183250812368,0.3349132468395302,-0.22384382674845119,0.295418348383739,0.5852871846886415,-0.09040876568425535,-0.2942956962577203
Temporal_Mid_L,0.5458971839243162,0.2513820244131179,-0.11080359760034834,0.2767233209834555,0.1423927995630749,0.24564964893014227,0.40556593995704543,1.0,0.6399974346291449,0.4813402936625836,-0.06650622789338866,0.19609748662234067,-0.21507685280394756,0.17843852484922082,0.23624238537531297,0.472152636047696,0.4482800304692791,-0.12959224893293853,0.019414014156944357,-0.3909498035667058,0.18455607648139166,0.2730842486921993,0.11979370650505078,0.30912383115804903,0.42589310699132743,-0.46311939685307096,-0.4334976474156681,0.062076836148933306,-0.007936827381334397,0.009082761422568818,0.3574231292226481,0.1664533234977491,0.1666081617751987,0.1650383945514533,-0.2609363145208447,0.292046570693396,0.2668404258524301,0.27418545383200255,0.4539232146322984,0.28563082096308573,-0.08912399725795876,0.39478166980516366,0.4280450754828254,0.31931907120129954,0.1965177201643961,0.13263316955078,0.02734328784699643,0.030832569417361524,0.2892585951004144,0.333219987909,-0.3152287261986049,0.3380915787680445,0.49129986292660593,0.29441719763448,0.5308150614382638,0.5139416996836849,-0.07089079937934645,-0.020258581573800855,0.11003636247340803,-0.4448802438509779,0.2306500198432056,0.4035797311658596,-0.05055448535472321,-0.3748664606781977,0.15408966666883153,-0.3927925294514606,0.011074865606449963,0.21106416855901353,0.20261091807740722,0.1565818627027404,-0.39046090280165735,0.34634103956071166,0.3947947759898514,0.3872006537268566,-0.04963411657801889,-0.05720114935395727,0.17865886964763653,0.35861233693230354,-0.11042385376725153,-0.0626208851150758
OFClat_R,0.26922409811215514,-0.1318376387416834,-0.3401459778276853,0.23342606243519526,0.07090877637678383,0.055018905178022874,0.025366724360642117,0.6399974346291449,1.0,0.3103628911459973,-0.15489485565671696,0.05009662379328721,-0.3602605099099438,-0.025673123203314448,-0.07490175712868764,0.1169830848076469,0.29728866382173563,-0.23581179845086728,0.01431315583931386,-0.2810515132881137,0.14932139276164935,0.2587794103454716,-0.21248366633130755,-0.136181717313475,0.03521469123518592,-0.3231575506069447,-0.6275695609455665,0.03045857295437899,-0.06285364242303401,-0.2526081051510124,0.19752398854893657,0.23070169396887508,-0.09549266052830904,-0.09766959005212261,-0.5496756735429943,0.10036847531108585,0.041949315881387436,0.10270104013157821,0.28426578884062476,0.18520022921522689,0.025606268348763662,0.269233108320953,0.6049314732105515,0.1644574640316727,0.14444158472454893,-0.1334148681073978,0.2087821704598526,-0.2720699109887745,0.2787854607448984,0.27051153015755997,-0.3886784012946755,0.07051567026094448,0.2638634872824176,0.11130464325217777,0.283166256787556,0.19786379357330186,-0.1695186345730894,0.07074957402983809,0.08885080535342513,-0.45394413110276455,0.25661484722654654,0.34173843032580903,0.0451073107782638,-0.48867815741553916,-0.038641982977701335,-0.2190857123694383,-0.054564250527464345,0.14567013938961615,-0.1137993628945454,-0.05619084240733337,-0.492947115148034,0.008238756003855405,0.2691680135560704,0.18792915911207472,-0.1772433587748021,-0.17590343714163958,0.008445084964165543,0.12687953617814873,-0.267573486151994,0.02874183643004178
ParaHippocampal_L,0.41468129657024383,0.4106588317679605,0.4303903171917711,0.1428308017787622,0.5579927111984083,0.46521929723594435,0.01442076394323176,0.4813402936625836,0.3103628911459973,1.0,-0.1083420778214792,0.6285341616852593,0.28502782510054314,0.710507356835109,0.08792518656394324,0.43087816695676073,0.7689085913238757,-0.11759915606891626,0.059445620065849865,-0.08496296249794287,0.5886600609902776,0.08978318407669632,-0.021251830239030167,0.17111764401718033,0.47481676203700107,-0.27507537531080567,-0.003984473432434892,-0.039220717409905355,-0.12409615719736074,0.29990285968901825,0.5884256777551493,0.5016880163622884,0.6897480531139156,0.49357203503959013,0.17494396103354595,0.8376443390890288,0.2634762276510807,0.5238888251171988,0.8457582857072783,0.6950284811913409,-0.0778786902939723,0.5937593930321051,0.545100524086366,0.4079079272486807,0.3885974439657197,0.48231974575911907,0.4420677087046759,0.46077179220827436,0.7093428120553449,0.6289087634705638,0.23376069417699513,0.5103213480882811,0.5413329346803234,0.5177172740719255,0.594463956938731,0.1419535550714537,0.6332660192578045,0.36163750309891646,0.15469207303201313,-0.07721864506333963,0.41376365386785613,0.5791481571035464,0.3461147439679342,-0.15652781350138092,0.5280048213944998,-0.19945135131218647,0.006908430365718968,0.08949797368828327,0.4802593373034672,0.564301302856844,-0.04620678518680605,0.37067850388041396,0.628044045831509,0.22287062338200947,-0.18839015299453418,0.5888891603626062,0.17815517137962616,0.19867678819199994,0.41130006192456675,0.4492227574832751
