,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pr_L,1.0,0.021675538246309908,0.1556774083712561,0.36120857156987213,-0.07530278973413296,0.5528864364379825,-0.005386412174601853,-0.07636860449153385,0.0770665520258754,-0.19071107975631577,0.2104843838511334,0.014486034835343152,0.3722852988370964,-0.19922800320069045,0.5069011716722923
Thal_MDl_R,0.021675538246309908,1.0,0.23596552952130162,0.19428995694180917,0.11602200975714064,-0.05957630986011692,-0.05176010364858542,-0.09133804001348704,0.158394870763773,0.09632201808471247,0.03169676472474978,0.3058610771069179,0.008934702284904929,-0.0889825672806567,0.24959731871920968
OFCpost_R,0.1556774083712561,0.23596552952130162,1.0,0.15428709397445253,-0.054012605885416815,0.15259321016244864,0.029162811405334152,-0.0031741714375409847,0.11722360699170158,0.15914341446592858,0.16860859447500498,0.054674820552725795,-0.15501480016917754,-0.12064401092121929,0.2847479502195496
Temporal_Sup_R,0.36120857156987213,0.19428995694180917,0.15428709397445253,1.0,-0.008533183273162246,0.4012693264604832,-0.09235921007050833,-0.04456916305057631,0.23046390685187848,-0.002577825398877029,0.4332584946255905,-0.052179245032037795,0.33353656917365326,0.08317547486620164,0.11246532066106779
OFClat_L,-0.07530278973413296,0.11602200975714064,-0.054012605885416815,-0.008533183273162246,1.0,-0.19428687458750418,0.21739339236500702,0.184584145005402,-0.10714306678650529,0.26307190956556475,-0.17546664408600832,0.2277396667590067,-0.22950874595221257,0.24985259166012677,-0.11588830484665305
Heschl_R,0.5528864364379825,-0.05957630986011692,0.15259321016244864,0.4012693264604832,-0.19428687458750418,1.0,0.1012480233076678,-0.1322655060715567,0.418076140168672,-0.15028959804594344,-0.06494584977268442,0.08399371366527086,0.24985240173902024,-0.3450795831026517,0.6167916515676116
Cuneus_L,-0.005386412174601853,-0.05176010364858542,0.029162811405334152,-0.09235921007050833,0.21739339236500702,0.1012480233076678,1.0,0.19485874006373285,0.023438038747306374,0.09833172658691364,-0.2997672650371403,0.15176307488336493,-0.03842466862879477,-0.12659493846643577,0.03313789483963861
Occipital_Inf_R,-0.07636860449153385,-0.09133804001348704,-0.0031741714375409847,-0.04456916305057631,0.184584145005402,-0.1322655060715567,0.19485874006373285,1.0,-0.07946014278470531,0.2980857022673697,0.043759844468119855,-0.1700998581696717,-0.06915139620405089,0.12749702521560533,-0.1433229916237685
Temporal_Inf_R,0.0770665520258754,0.158394870763773,0.11722360699170158,0.23046390685187848,-0.10714306678650529,0.418076140168672,0.023438038747306374,-0.07946014278470531,1.0,0.06431347536359658,-0.08234441686451932,0.07030704522399737,-0.026498233716503092,-0.2184992002777364,0.5499892101406073
Vermis_8,-0.19071107975631577,0.09632201808471247,0.15914341446592858,-0.002577825398877029,0.26307190956556475,-0.15028959804594344,0.09833172658691364,0.2980857022673697,0.06431347536359658,1.0,0.14693292133344574,-0.02334564992124181,-0.13243041072092382,0.06949133098609099,-0.09375797283136073
Thal_AV_L,0.2104843838511334,0.03169676472474978,0.16860859447500498,0.4332584946255905,-0.17546664408600832,-0.06494584977268442,-0.2997672650371403,0.043759844468119855,-0.08234441686451932,0.14693292133344574,1.0,-0.2226018811530997,0.3464834220521768,0.3245323493203257,-0.20820139410198987
Thal_MGN_L,0.014486034835343152,0.3058610771069179,0.054674820552725795,-0.052179245032037795,0.2277396667590067,0.08399371366527086,0.15176307488336493,-0.1700998581696717,0.07030704522399737,-0.02334564992124181,-0.2226018811530997,1.0,-0.1427792362014162,-0.20424421606576115,0.14812865535426983
Paracentral_Lobule_R,0.3722852988370964,0.008934702284904929,-0.15501480016917754,0.33353656917365326,-0.22950874595221257,0.24985240173902024,-0.03842466862879477,-0.06915139620405089,-0.026498233716503092,-0.13243041072092382,0.3464834220521768,-0.1427792362014162,1.0,-0.1080976186552906,0.10894628401058662
Vermis_9,-0.19922800320069045,-0.0889825672806567,-0.12064401092121929,0.08317547486620164,0.24985259166012677,-0.3450795831026517,-0.12659493846643577,0.12749702521560533,-0.2184992002777364,0.06949133098609099,0.3245323493203257,-0.20424421606576115,-0.1080976186552906,1.0,-0.41432666704549576
Amygdala_R,0.5069011716722923,0.24959731871920968,0.2847479502195496,0.11246532066106779,-0.11588830484665305,0.6167916515676116,0.03313789483963861,-0.1433229916237685,0.5499892101406073,-0.09375797283136073,-0.20820139410198987,0.14812865535426983,0.10894628401058662,-0.41432666704549576,1.0
