,Insula_L,VTA_L,Temporal_Inf_R,Parietal_Inf_L,Pallidum_R,SN_pr_L,Thal_LP_R,Frontal_Mid_2_L,Cerebellum_6_R,Calcarine_R,Frontal_Inf_Oper_L,Occipital_Inf_R,ACC_pre_R,SN_pc_R,ACC_sub_L,Thal_AV_L,SN_pc_L,Pallidum_L,Lingual_L,Thal_MDm_R,Putamen_R,Thal_PuA_L,Temporal_Inf_L,Cerebellum_8_L,Calcarine_L,Temporal_Pole_Mid_L,Cerebellum_3_R,Thal_LGN_L,Cuneus_R,Cingulate_Mid_R,Lingual_R,Temporal_Mid_L,Cerebellum_9_R,Thal_PuA_R,Thal_AV_R,Fusiform_L,Cerebellum_3_L,Vermis_4_5,ParaHippocampal_R,Thal_IL_L,Frontal_Sup_2_L,Frontal_Sup_Medial_L,OFCpost_L,Vermis_3,Thal_VPL_R,Cerebellum_Crus1_R,Thal_LP_L,Cerebellum_8_R,OFCmed_R,OFClat_R,Cingulate_Post_L,Frontal_Inf_Tri_L,Thal_PuL_L,Occipital_Sup_R,Thal_MGN_L,Parietal_Sup_R,SupraMarginal_L,Fusiform_R,Precuneus_R,Frontal_Inf_Orb_2_L,Cingulate_Mid_L,Temporal_Pole_Sup_L,Cerebellum_9_L,Insula_R,Paracentral_Lobule_R,OFCant_L,Thal_LGN_R,Thal_PuI_L,Parietal_Sup_L,LC_L,Olfactory_R,Temporal_Sup_L,Occipital_Inf_L,Amygdala_L,Rectus_L,Cerebellum_10_R,Temporal_Mid_R,Supp_Motor_Area_R,Occipital_Mid_R,Thal_IL_R,Rolandic_Oper_R,Rolandic_Oper_L,Rectus_R,Red_N_R,SN_pr_R,OFCmed_L,Amygdala_R,Cerebellum_Crus2_L,Thal_VPL_L,Occipital_Sup_L,Heschl_L,Cingulate_Post_R,Olfactory_L,Paracentral_Lobule_L,Cerebellum_4_5_R,Cerebellum_Crus2_R,ACC_pre_L,Vermis_1_2,Heschl_R,Precuneus_L,Cerebellum_4_5_L,Cerebellum_7b_R,Vermis_8,Thal_MGN_R,N_Acc_L,ParaHippocampal_L,Frontal_Inf_Orb_2_R,Raphe_M,Hippocampus_L,Vermis_7,Frontal_Sup_Medial_R,SupraMarginal_R,Thal_PuI_R,Temporal_Pole_Sup_R,OFClat_L,Precentral_R,Hippocampus_R,Cerebellum_6_L,Frontal_Mid_2_R,Postcentral_R,Thal_VA_R,OFCant_R,Cerebellum_Crus1_L,Caudate_R,Thal_MDl_R,N_Acc_R,Caudate_L,Frontal_Inf_Tri_R,Red_N_L,Frontal_Med_Orb_R,Vermis_6,Parietal_Inf_R,ACC_sup_R,Thal_MDl_L,Temporal_Pole_Mid_R
Insula_L,1.0,0.27854981854998784,0.34979223268702575,-0.10631702872956938,0.13406288728122406,0.495512287079646,0.30255121512267846,0.29596329570854724,0.12262457475425247,-0.0776525688634031,0.2450110377128572,-0.058742107188903374,0.1552053608665407,0.3226464038693329,0.16370341867987956,-0.043554874310293035,0.5244546898198245,0.3752644451288995,0.12528352400316445,0.27715455755665713,0.4315174905227695,0.2412744016567091,0.3637767798688561,0.008665094160661148,-0.034240048983396804,0.10542496103351363,0.5487565856160894,0.3194086453318462,-0.06954004040874708,0.11123989352091133,0.22121266985428578,-0.06110038404964617,0.09059611197740586,0.046102019700993736,0.29987249924968945,0.37247313231910717,0.1532604846283418,0.23917736069111656,0.6783046424767981,0.12551799054523563,0.5041728526946274,0.33372578333380837,0.41124042234869224,0.4638361757958092,0.26625835731786246,-0.047753625068978636,0.3743379379841605,0.1047657725302466,0.15953678163240598,0.2673857191585259,-0.026659016051844914,0.43934907595589245,0.31472934548905224,-0.0008303908646479379,0.15915087608838016,0.012428289975031611,0.0793276628033922,0.5075869195393935,0.1643173491085649,0.48415599547328664,0.09834779560387585,0.04927395471566654,-0.04515650994621926,0.723048791703559,0.22432756746060667,0.1668033795007667,0.28706271585385557,0.11896184319255981,-0.12353772992295965,0.08166732710105794,0.4334969782466938,0.3227675175414173,-6.991370359469523e-05,0.47601713102560367,0.17977369918553637,-0.26961043769860965,0.4215669861945867,0.07206679367876657,-0.05031126007496929,0.007275613041641197,0.5263502994768525,0.1919478558483825,0.17187036085710103,0.269473398340022,0.12593307563627198,0.22327592929546558,0.44820886418321865,0.009579713048852039,0.31017813026442126,0.006262320949300759,0.2481575583042189,0.3338582211080713,0.34105521354116036,-0.06569839314142507,0.42671220782140484,-0.21420243826472674,0.22225124252106226,0.3033277741239666,0.5225889694942651,0.09508749708589938,0.3538444221890121,-0.055076359353909955,-0.05132923881364433,0.35539075827326455,0.2638440974328376,0.5502573241379974,0.709872053328564,0.28778199275529404,0.6412036002448325,0.04103293500579378,0.35505571112171447,0.1771420925810771,0.3284669563497406,0.5348191755249633,0.20960849857429426,0.013673319653687113,0.5621981565687969,-0.06163652129980653,0.6224942725334695,0.07267119632546004,0.1136218190984973,0.20700447524236143,-0.049757254235891876,0.4845428060142582,0.15928738797052372,0.3243321857806379,0.5287811939596931,0.720986525222434,0.4030736028191943,0.3455959587327351,-0.17460079991797225,-0.0024271472391607777,0.3286527514390857,0.0719479290508094,0.28129321446844524
VTA_L,0.27854981854998784,1.0,0.08868269027696819,0.3168593444207345,0.10891685845475443,0.4714984109620434,0.4813924696871658,0.04225406598850162,0.36176642042927754,0.22496607378888211,0.21045602297402152,-0.013598232215580985,-0.19722322794710268,-0.12600122387643103,-0.252467958268857,0.28323738771898044,0.4555187168397029,-0.1413783574293336,0.45960655554611074,0.18748900889711972,0.3219242564863854,0.11290875836608624,0.1421634118189489,0.2684766802504417,0.3645151138685808,-0.3718422485937629,0.3054908206674892,0.2409809809735264,0.08729994604069743,-0.0021462242839850824,0.4493694587901694,-0.03203137885600499,-0.04499474743789544,0.029121869112451255,-0.14526360555823617,0.393390429932355,-0.06583380902678744,0.4562704631506007,0.4052612046995929,0.25320766404694717,0.12181912084082036,0.18991983072830143,0.46219621610803624,0.45067966791394665,0.10413311676800736,0.2993436002667193,-0.0064456634985620735,-0.07761903309303787,-0.1480284252341076,0.3622162433245964,0.19414636647484618,-0.00230855137701977,0.05725481147221635,0.15964751074413366,-0.33469529179085195,-0.18073706938434578,0.010921959991274032,0.22380252188075572,0.20838926012439746,0.024172738772148213,0.20853724454098516,0.0705340330091784,-0.23527971431819827,0.3580054094681321,0.18215330839817864,0.37374542947940176,0.311847648884205,0.16583075678580889,0.03998134952595527,-0.022486949197813185,0.01234407982516594,0.1383544507853873,-0.07767127282095293,0.22254323449512514,-0.1954516363335839,0.025467911282942447,0.28038276760469566,-0.05821819006826645,-0.14629826992576658,-0.17137652518455293,0.12437464132834032,0.23182547703689846,-0.18664279129492645,0.13592590255212672,0.2788293046985949,-0.26700389943211694,0.23785321941301152,0.13483843273696003,-0.09416598221845665,0.2657812945326755,0.12539500392312358,0.11171556486362788,0.3810040333601149,0.08803333275897851,0.4652772335718686,0.031467411723486584,0.13732694387256056,0.2571978424255567,0.3101071786252262,0.2777771492435635,0.3607163940053192,-0.2660943973658793,-0.13046395225096558,0.17231338215651995,0.3136513695213083,0.25855044136251526,0.20784682361510487,0.34882755281275857,0.35637825583023786,0.11496526138005986,-0.13780504072424848,0.01772519922712662,0.13604684260182554,0.07699830608427365,-0.03115887096942943,-0.24575389759572214,0.5004425515831619,0.23528311843708113,0.18847629325411355,-0.013487782769701747,-0.2497937204018615,0.26432070981942246,-0.10974500564720811,0.22017157056537892,-0.1069241061869679,-0.007988972436353742,0.01466384590136925,0.25555915572355536,0.028009215221657658,-0.07562751227200333,0.24500443838026595,0.24010156789592524,-0.10419859145361896,0.25852603404373764,-0.35587209364608413
Temporal_Inf_R,0.34979223268702575,0.08868269027696819,1.0,-0.08018496256964143,0.06661753239125058,0.0770665520258754,0.04642437927209171,0.08565380211002863,0.3145060128620266,0.029253922810618314,-0.14526730037678315,-0.07946014278470531,0.20372019067136038,0.4875704287743364,0.2249037594000504,-0.08234441686451932,0.1959776998610168,0.21437300276046675,0.22032005637839647,0.04996026914672945,0.12587306843288357,0.0920228443304162,0.291697833362528,-0.11287128210421402,0.05485123498000127,0.11760170283651397,0.4165991809166648,0.030446011307296152,0.01218735552342758,0.1946114193747138,0.23539926344569595,-0.14681120362272987,0.044432466403644365,0.05744914861516148,0.06925557262883138,0.4155704059720389,0.1686475011090717,0.21093739560494726,0.47921839087385965,0.1569193488075592,0.2559869748982858,0.12391154088772731,0.28616582095310533,0.23273935205004342,0.1201093776124742,0.08795869191258687,0.5373331819837419,0.07627058405585635,0.27930966454881156,0.2757227472217429,0.1386878988358016,-0.09149153467220476,0.0871846515828876,-0.07343858961035932,0.07030704522399737,0.034631651680798965,-0.025852565847179734,0.6351871687569078,0.10442554841669206,0.006385598035136819,0.23655183251922887,-0.06549040659160252,0.2126687243192768,0.2036317555978676,-0.026498233716503092,0.10325660087716365,0.2841134941833675,-0.06541318327393736,-0.005207674379557362,0.05698758981163169,0.25151781789046485,-0.20646091436233727,0.10980406364631734,0.39183448557670025,0.3613734642112601,-0.19423176754286756,0.7068809964229822,0.16660116661662763,-0.06562096765446132,0.016604279579451042,0.4225105208457035,0.005963992975551391,0.3132501487226664,0.12054194012365076,0.12488349745064369,0.23287525800796674,0.5499892101406073,-0.08101573808984766,0.12237434602045183,0.019229964391870562,0.10990021594429522,0.33506869587285926,0.2714110284254824,-0.046289960577741304,0.5150421432894119,-0.021727829407918363,0.06744098414911068,0.3164212130453327,0.418076140168672,0.08683510617824561,0.345515005990425,0.17121595110578774,0.06431347536359658,0.21008467562978209,0.16696581356793483,0.5924423432568416,0.2045776784953618,0.3726079685669087,0.5956941500846211,-0.004053364611055895,0.1149374478652559,0.21436078897315933,0.1838540933483348,0.6028817830200904,-0.10714306678650529,0.097392707029069,0.38683574346399613,0.050402496848074345,0.4055751393148239,0.1439358325852444,0.14619070256050454,0.15566137433486624,-0.025540445979225213,0.3278701828771577,0.158394870763773,0.2767631094029462,0.21107601469212867,0.3601869105568462,0.2601802103359484,0.11046418735487853,0.05264599997334544,0.07305968358579354,0.19188518437399,0.02761525097675213,0.2071834959149132
Parietal_Inf_L,-0.10631702872956938,0.3168593444207345,-0.08018496256964143,1.0,0.05076933497321342,0.206665187742325,0.26113487414782643,-0.23961089881355027,0.07024377696115508,0.05863534281587825,0.2821816703112333,-0.08801297803822418,0.14512077686493044,-0.24355753598977228,-0.2344942476366809,0.45818018900599206,-0.03858968470477282,-0.30140317908870407,0.033147635093995056,-0.0661621777253294,0.24878305535477574,0.19124160302352275,-0.2996683146903144,0.0351148371685213,0.35969892266831904,-0.4035379438506987,-0.04755456460670767,0.294555397240153,0.3431323433384513,-0.10233703549535662,-0.02696560256772643,-0.30997869317172794,-0.39423680105164477,0.016276287049263174,-0.49788102951239405,-0.165222624700848,0.1349687456464209,0.023376645107083704,-0.06317602516638618,0.41651736937143835,-0.09705731518987339,-0.09459628736462695,0.2605169893864124,-0.25117219128067786,-0.1938681517667533,0.5465944236096583,-0.18408399297871458,-0.09797497518003072,-0.23323129005037022,0.23491857328591967,-0.11551907160294989,-0.148866726255143,-0.1500848346117451,0.5308918518072074,-0.2145949275395601,-0.4668082797057477,0.12959361863994626,0.002975617085336217,-0.22194232395392738,-0.06184308457098145,-0.046441756075528105,-0.3485783078674759,-0.2141134181513973,-0.0860455047172304,0.13029535275344714,0.14797592299955728,-0.012364093609844523,0.0016360199207801872,-0.05844159694660134,-0.2449554687829878,-0.17827374604773955,-0.2369268105267584,0.00024855688482267247,-0.37206791574373954,-0.09828431986506356,0.1016106214995601,-0.022917274100054015,-0.1307357168321324,-0.2641167775253405,-0.03977642435830543,-0.19275119438014748,0.0664904661822873,-0.1578326739991791,0.10860221462715208,-0.10343146939896325,-0.4549304039110598,-0.10479950320439764,0.17867447261813577,-0.2355354558720038,0.5312185929397095,0.07296743726064497,-0.19979807692936258,0.032342030393498325,0.20194581527442423,-0.06074179683643273,0.41185008430299586,-0.20055103739102,-0.37119083440119244,-0.03733983051502627,-0.027256409818058915,-0.2011126008737745,0.07546296693803414,-0.23059895514054446,-0.24749285487430203,0.0016557270382685449,-0.18837760332340384,-0.0947629988763436,0.11401386645285007,-0.12013787610943383,0.589272953089063,-0.09212734045561481,-0.05514006935542624,-0.039557760495204895,-0.17101249541838703,-0.3559356800195584,-0.15808338638738867,-0.058474810905941255,-0.011887075365269414,-0.16605079141930756,0.01972528273931599,-0.23448280895499143,0.0339049743577644,-0.1501741515479301,-0.03506425940141033,-0.16581236107854191,-0.07028214592738942,-0.06979525043304281,-0.06368126530638736,-0.4384479445748304,-0.2446432871442347,0.3078117387795485,0.5858617525635906,0.1364899603566154,0.22491643722139024,-0.3902330978001231
Pallidum_R,0.13406288728122406,0.10891685845475443,0.06661753239125058,0.05076933497321342,1.0,0.12808549343584852,0.260204355604391,-0.04880827220816351,0.3181604983999307,0.37895375273359944,0.0762367265543684,0.10216016031025885,0.15001008134577312,-0.13106669585726166,0.027657880345622325,0.3414587623892144,-0.0746923381332339,0.3895030557851038,0.3281451608517105,0.34082668662374327,0.3400661874718188,0.15344579897791338,0.07901052764915428,0.2851645751351642,0.4625633548360214,-0.0012400852249923788,0.07577954571261024,0.0752527453230729,0.03181823157393738,0.3185199689914455,0.2540782844416864,0.42168930780573216,0.11912880127675406,0.003919185685194126,0.07224074899816811,0.32383427626273753,0.5300306603102388,0.2539603343258966,0.283985648463169,0.1696307931148822,-0.022860915537250438,0.2800376123539268,0.42339800080410145,0.09193625621927487,0.10131936179121771,0.22371259780633623,-0.014633865994047578,0.18725764063756462,0.1757813137415974,0.19779356226435776,0.16944557023828802,-0.03475421765838105,0.05306987781484116,0.035784965113709266,0.20066433781856596,0.16990468324681482,0.13852997524605093,0.41680324280915904,0.2393888455672044,0.13332210755391866,0.2549715444136055,0.2453743404790781,0.18289326110212958,0.3236935952179461,-0.07376508863602402,0.06257230638043818,-0.00021120926942495445,0.1970739935761729,0.039598449495996606,0.0037857824110161635,0.12936400552568,0.301888200119346,-0.05322851206481013,0.19706223611555465,0.15962635784126877,0.11738996932259033,0.08321876264477496,-0.027208828157476564,0.07034610161138594,0.1512811038344199,-0.015513259651629165,0.1142212009488317,0.15946484820469037,0.08361177160891493,0.31071627882737196,0.10081273080812891,0.1339451370729701,0.2228676469912258,0.10284799055387488,0.23033949819792288,-0.040198428807242115,-0.13849747472083673,0.1534141668344468,0.32190048127577114,0.3053983455782817,0.05576694042102995,0.4557065440101484,0.0654766241578224,0.08955243830659598,0.4055493524453642,0.43176853764436,0.056859320759990166,0.11737179987000046,0.16727316256845154,0.2939228552419286,0.2243915774890397,0.042913857351398174,0.04166386610795519,0.1744303281854761,0.026608725632420657,-0.18442567007462846,0.014635832298396677,0.18171083972673324,0.06455689153662363,0.18355965029893584,-0.1137545212506289,0.05568988087886237,0.42235874024465203,0.05897308730154172,0.045106096778019716,0.2183127478035769,0.11693915960481205,0.2676955309211345,0.3668642962127379,0.2123373286765771,0.3443933339133678,0.3641632257116565,-0.0044237700471111,0.0768397097129651,-0.08078539945902252,0.13824285788117222,0.14615063148009277,0.31256513786079193,0.48229580631064073,-0.1640153823121876
SN_pr_L,0.495512287079646,0.4714984109620434,0.0770665520258754,0.206665187742325,0.12808549343584852,1.0,0.3344085547486116,0.22457802588673453,0.14293235105490168,0.15888744258139764,0.3968129615780886,-0.07636860449153385,0.053010559155466305,0.15345321255415176,-0.07646144273740645,0.2104843838511334,0.6065501340068816,0.04471099096755383,0.33294507844425086,0.21599501493235562,0.24388738753851824,0.22197036344361226,0.32276814193168396,0.08589593055218693,0.2973234314369121,-0.10742856026630235,0.5534186393303062,0.3125681752360433,0.016402926240131614,0.26544341199747384,0.40506038574410663,-0.24549726358129503,-0.07814402382562473,0.016587572475227425,-0.04058231643904989,0.2796416844703856,0.21642151255407222,0.4657224703088946,0.6345799099385002,0.21158542480763393,0.3844274616379328,0.045936613508682576,0.3166698972920762,0.5795859816300746,0.15681622424915537,0.04495347395909834,0.26030550265964847,-0.0860998027787021,-0.11526210179598913,0.21537358752208588,0.31155180913509484,0.24281891945643552,-0.02195972767628256,0.013735008352512701,0.014486034835343152,-0.19357238684469777,0.2018883790567476,0.436446647043876,0.25404196234225235,0.2862997105351424,0.3320473666765499,-0.25409789461506654,-0.34747769142534124,0.5139567998204472,0.3722852988370964,0.06999157074575851,0.3275565845319694,0.13194249001113206,0.000792939837714798,-0.06715318709845505,0.2897063625676781,0.2003556006989078,-0.0021969096926617885,0.3409552933002015,-0.12746841931172223,-0.12821069687195635,0.229076807632723,0.27792889597654813,0.04592643159244404,0.017307621975934242,0.3475427163236331,0.46003363697091776,-0.08251195177891157,0.3329722893369309,0.25963890008046303,-0.11175417988661131,0.5069011716722923,0.22194645418024334,-0.051599270278302106,0.06370984591780496,0.12504288914492567,0.29066917766360395,0.19025766556243612,0.3812399396782818,0.48030402109387943,-0.15568294834050303,0.0716525352529729,0.34272689158503156,0.5528864364379825,0.34411137486427945,0.3670702272926202,-0.30861362919358104,-0.19071107975631577,0.13226243661557366,0.28874445048828384,0.45449600297635123,0.406328542498699,0.37429713967809414,0.4860659137864986,0.19021848527849794,0.0904120652099311,0.2737517828139555,0.35033761582360357,0.0932310434258236,-0.07530278973413296,0.0875245643017397,0.5257690370374332,-0.09921713196372424,0.5007307888927214,0.20362329304723012,-0.04053769608657356,0.055472647211540535,-0.13052081672583998,0.27771258578119823,0.021675538246309908,0.11032540793275802,0.2693608074578933,0.4932643335147346,0.28923768836588826,-0.012620022356575859,-0.20440267789932062,0.2520102112111232,0.26425270170595955,0.10005494711514894,0.0245814184742151
Thal_LP_R,0.30255121512267846,0.4813924696871658,0.04642437927209171,0.26113487414782643,0.260204355604391,0.3344085547486116,1.0,-0.13254349779326458,0.41911485591014996,0.4037455372754565,0.14109164645204048,0.02140419952628072,-0.09019733898023505,-0.15280594447586632,-0.23088722379309073,0.4761440954181894,0.1653047740338989,-0.031046737550528652,0.3599004316395931,0.3905311051323928,0.26405425891066053,0.25596204496171526,-0.08089781916350404,0.3768591196284888,0.4649088351742972,-0.4674300849303207,0.06411369705041853,0.2694037996871972,0.19702949022460023,0.1245798011428555,0.3675976531152399,0.018264721721892745,-0.2172684520309524,0.21396119583287165,-0.039728941513780286,0.2814777981426657,0.17066429162704055,0.4521056048458939,0.31861536383073813,0.23700712604219432,-0.029134988805987933,0.15590782880570872,0.576035184286249,0.1975859645957685,0.2140473066125909,0.3698524484164838,-0.23026845482593797,0.052282026490639774,-0.20343492376552688,0.1497365528139927,0.21639625858505868,-0.08017233778935244,0.16974395782432639,0.07891044592703343,-0.21854220195419377,-0.24938798257580003,0.03680349298274004,0.2748935978153716,0.2210076675968572,0.11246528192124969,0.2076311038828268,0.045281328976819614,-0.1506377863817472,0.32383539616703,0.10617373004440304,0.1260789810190903,0.07591708280277404,0.13826791864296636,-0.05540603354259904,-0.027720616641877957,-0.09647642125861564,0.22449854568122551,-0.006785710588316229,0.0410298256384401,-0.2947064921306314,0.1573368042820543,0.2801005191414402,-0.03375314674165132,-0.0850227487370004,0.2184426166850597,-0.00505247528819507,0.15702657666671774,-0.27394742888173235,0.08394517115438195,0.4177018221708648,-0.20956692123832155,0.08769875012265194,0.22115888566219796,0.11186332692568132,0.3222443670442893,0.2771053521115626,-0.021440000184402338,0.0783897296374277,0.1729479710836278,0.2104729697243897,0.0587791612787789,0.08755512907981797,-0.10396179597186084,0.12810430108726326,0.306801567227001,0.3473333733455077,-0.15813643301636207,0.11690385265428611,0.2710802485568301,0.12653160688579843,0.07211753466615065,0.17198897770093893,0.11783025823785236,0.16957753473582501,0.2728150070063517,-0.16330910891977315,0.033557366176577876,0.3702536077454132,0.039047526453396056,0.01874284820331791,-0.0028147969327102463,0.18176307444777529,0.3678691245437709,0.08641147793914432,0.1385184851491206,-0.09432214420513696,-0.01240547420720054,-0.03542283131532474,0.18467129009445007,0.22205795629592215,0.10546690611237307,0.06250015842090736,0.1421387818319487,-0.15749574822516987,-0.16059261262542118,0.330219887336069,0.31637990876989414,0.012521226737147494,0.3271208228658343,-0.45750294381949
Frontal_Mid_2_L,0.29596329570854724,0.04225406598850162,0.08565380211002863,-0.23961089881355027,-0.04880827220816351,0.22457802588673453,-0.13254349779326458,1.0,-0.19239796232867074,-0.14464890273368722,0.3831573010972165,-0.09631950497044124,0.19902451504206212,0.18042983623978925,0.09442377295279013,-0.3344255501732129,0.24661735441920907,0.11136277212708476,0.15414602008612632,-0.16652092388054232,-0.06848109993329513,-0.13105972450678885,0.5566630499447339,-0.19513778845805288,-0.11848855502422274,0.17929003522563214,0.30638999922378607,-0.025708317224713655,-0.24361702884892686,0.26592272418997126,0.15685034296348999,-0.05463951181858691,0.2117291498347046,-0.2491894006337705,0.035040651447776426,0.27734492324558335,-0.12808362187796365,0.03941498580486873,0.21411693467760168,-0.11419841581810994,0.6679856625277689,0.14365835723885062,-0.13647675585936495,0.3220703614087026,-0.29948331506703746,-0.3387869867586108,0.49552475372609167,-0.11129343204603226,0.17230811980067415,-0.06979421964516659,0.34565050979518974,0.5099359461047085,-0.26564582975699436,-0.13632477790908654,0.008801018594784738,0.14264547921194934,0.18824135718848392,0.07971835510816432,0.1069714708187722,0.11356345267187513,0.4027341337395929,-0.055065466179624094,-0.217760160344592,0.2607050329569546,0.19730688552648526,0.02803516839959667,0.024627452921737954,-0.03629724917817556,0.1884727820962153,-0.08566538075762786,0.28545340477862424,0.1607495569926698,0.10539201103041851,0.5229326482209207,0.14523340634604065,-0.29733933597500545,-0.15737098956167556,0.3425561627089681,0.08792784039198284,-0.292773107748314,0.2903026708887843,0.4162630099328404,0.14958120885512197,0.12839757495850188,-0.03315400039278681,0.024546456938224902,0.3298613385799239,-0.009670832316092701,-0.24665870923013564,-0.21496748354078576,-0.08066909894267163,0.204405080555185,0.2928254187252519,0.10704391902068314,0.2592541001115773,-0.2938140383218368,0.1319726159699993,0.40802203153589706,0.2880050630889907,0.020506765025247224,0.15409856772390942,-0.20388575560781344,-0.028255587220145744,-0.1649118824119321,0.2750818296369582,0.42007594636352885,0.24494003739179487,0.19010051540717884,0.4169658735307997,-0.255282351968473,0.30246270577780787,-0.06272253067193204,-0.18521429359849106,0.032953103357923244,-0.09400227166347004,0.14091452297484858,0.2645869560268801,-0.20297421803859508,0.382005987969832,-0.07872219996126154,-0.19293096665377088,0.17941071114437984,-0.019760246766108956,0.07055217589810003,-0.19479444040327257,0.05143516204608981,0.2377482634229881,0.39137396039815653,0.2722707077960994,0.20994539971045453,-0.3876926899723052,-0.14839167846529205,0.13599674012904397,-0.15677381830579198,0.24682976158312406
Cerebellum_6_R,0.12262457475425247,0.36176642042927754,0.3145060128620266,0.07024377696115508,0.3181604983999307,0.14293235105490168,0.41911485591014996,-0.19239796232867074,1.0,0.5212691803584747,-0.10042473135745869,0.07132015298075127,-0.04362794587328951,-0.14459019675517276,-0.18616234785661553,0.2696137351778546,0.07623386973758291,-0.06381836631065475,0.5666544732106341,0.21853718753395165,0.04440194542411005,0.001909561594541135,0.09083258696840348,0.4698158645044725,0.4399732298266755,-0.3559138965992353,0.15406062450774247,0.0285305062312635,0.05940238330213005,0.021609036746781156,0.565235434665758,0.19038661413643818,0.004455346745219101,0.15768942706774314,0.001391379752962118,0.405242573740446,0.22854851629435505,0.7301937964034563,0.339862488862549,0.06704530147426412,-0.13202966857360948,0.12724596954840428,0.40131901520645885,0.3480210502688373,0.21413684744997805,0.5083391990198229,-0.07298518319520185,0.3341326005435138,-0.10102975131595233,0.12362995509390302,0.292765888179043,-0.26208279476333207,0.18834535144349598,-0.08396385382791337,-0.19694204616882308,0.082559694409309,-0.04410509768323068,0.5390921698182346,0.367521362539714,-0.11078132471304018,0.15812059969702535,0.24089406968603377,0.2140983808271086,0.16104959060253957,-0.06475598931262645,0.11034349373212445,0.10421883145603542,0.09459502303184841,0.07659656478430701,0.1789895986816744,-0.14628685303702885,0.2176381326028217,0.005719323599169798,0.09323204920068073,-0.09592756949756787,0.33276651151200215,0.5266009025451552,-0.10796456194588026,0.047519855113281335,0.1126472059262638,0.06912930303053366,0.13502534021653106,-0.11393184317781978,-0.04470803492983325,0.48301357993879374,-0.005136624622267194,0.18423269161293507,0.17167184354366427,0.15131809943740743,0.16729723693413293,0.182978172326293,-0.02131440106974684,0.11499056116886268,0.08961142313265971,0.5232610090809785,0.2073971406294617,0.19608647190752754,0.22913479116959584,0.1869730222666015,0.469919376567687,0.6754977337607889,-0.012054073607782568,0.3303438841652805,0.31383136506682713,0.17115585484374848,0.25163896419571113,0.16729148017970644,0.10171453278832589,0.18350817839479827,0.02496536800685709,-0.21143105177812715,0.08908907338329766,0.21111822261961866,0.28098467777361974,0.014059674199079192,-0.26230655479899045,0.22283068625572783,0.6374848404403743,0.075115095374154,0.003671143562947441,0.07580931707548273,0.028775782176751034,0.18941583278678337,0.22874621108220436,0.09911174015676384,0.18062061879356195,-0.0176163239367047,0.05033606512801631,0.007022193470470188,-0.13268513588532105,0.483574532210856,0.11021696904970153,-0.05863842001583089,0.1778046343774796,-0.32017731732138993
Calcarine_R,-0.0776525688634031,0.22496607378888211,0.029253922810618314,0.05863534281587825,0.37895375273359944,0.15888744258139764,0.4037455372754565,-0.14464890273368722,0.5212691803584747,1.0,-0.09647300272935508,0.23311382325207433,-0.14062590608659498,-0.20904534674755806,-0.3916001607611429,0.6584078842143458,-0.030353160708974876,-0.07506522754701495,0.6455185164626124,0.09296085589182944,-0.16540409009560514,0.004433504492416471,0.0022029819602486954,0.49912824107696646,0.743767314015825,-0.3625168416200704,-0.1331656053646866,-0.23638555215701398,-0.15494926494039563,0.4748066677900961,0.728952135726218,0.311405868301483,0.03914276584363512,-0.13262248633974244,-0.19281049613741205,0.26650905652825924,0.4506410299954339,0.6982814218656904,0.06897739242913385,-0.2536608604003213,-0.15762352549035782,-0.06180081051642511,0.13928555977845128,0.08680013460859341,0.11359568596449633,0.25033935006664654,-0.21725727073367238,0.22113864864506644,-0.2040577846893259,-0.08220127931318003,0.6253734033375334,-0.17710495628260056,0.09738135899003364,-0.2761489862139042,-0.21603594742598692,0.16196887345030161,0.17202553434067697,0.22376620882867074,0.7788078044899864,0.050869714299207815,0.5098155241459833,0.032517007500407605,-0.035498023798569034,-0.05155247236837144,0.28041543931446894,-0.1335931686550259,-0.06877933525490457,-0.08700563308841322,0.036301172705609494,0.20097156394709498,-0.3741818585499945,0.4278940034221562,-0.05185297258444416,-0.012702176714752583,-0.37559147898398226,0.08257121451378376,0.3067838102271677,0.35876986374561487,0.38736060603250794,0.05063887863155705,-0.005630193556313394,0.4147227885117675,-0.43113260626983685,-0.15320112667225125,0.5376808836079334,-0.4095629118271525,-0.14948922051693903,0.3184141528587531,0.02969180633931252,0.08437879479186283,0.18311420644931725,0.09083700387955071,-0.14476926362567896,0.5529082609661947,0.2056836277201437,-0.16047921140519592,-0.05007866291832079,0.022825065062166406,-0.01595258521590263,0.8181646040697039,0.5323511028150899,-0.17225373847150094,0.36228456588199315,0.09867969530919216,0.06245121118704072,-0.08572912486937906,0.05461991555423135,0.004664946730427705,-0.033650843478732304,0.10200862583864782,-0.4517234860760027,0.42691103099885047,0.3030154433667537,-0.15911712460352337,-0.034571867719612154,0.14541834956260952,-0.04393019129318233,0.6763415919846696,0.026832110516037486,0.4541924017432776,-0.10663603342937163,-0.23931333785016815,0.040530888507250604,-0.12833687883762912,-0.0009144600789850303,0.01974578345288346,-0.26715554570907035,-0.11229361246059383,-0.07624204665046552,-0.4417427127031546,0.30145045505414514,0.0975429290248364,-0.05815695870911481,0.2529146383260272,-0.5404343408034954
