,Thal_VPL_L,VTA_L,Red_N_R,ACC_pre_L,Postcentral_R,Vermis_10,Temporal_Pole_Mid_L,OFCmed_R,Thal_VA_R,Temporal_Pole_Sup_R,Cingulate_Post_L,Temporal_Inf_R,Pallidum_R,Lingual_L,Insula_R,Thal_PuA_L,Thal_PuA_R,Postcentral_L,Insula_L,Thal_VA_L,Thal_VPL_R,Cerebellum_3_R,Cerebellum_Crus1_L,Frontal_Med_Orb_R,Putamen_R,Temporal_Pole_Mid_R,OFClat_L,Thal_AV_L,Temporal_Mid_L,Cerebellum_Crus1_R,Rectus_L,Temporal_Sup_R,Frontal_Inf_Orb_2_R,Thal_MGN_L,Cerebellum_9_L,Caudate_R,SN_pc_L,Occipital_Inf_R,LC_L,Olfactory_R,Frontal_Med_Orb_L,Precuneus_R,Cuneus_L,OFCmed_L,Cingulate_Mid_L,OFClat_R,Frontal_Mid_2_L,Cerebellum_10_R,Amygdala_R,Cerebellum_9_R,Thal_MDm_L,Cerebellum_10_L,Temporal_Sup_L,Frontal_Inf_Tri_L,Angular_R,Cerebellum_6_L,Raphe_D,ACC_sup_R,Cingulate_Post_R,N_Acc_R,Cingulate_Mid_R,Frontal_Sup_2_R,Thal_PuL_L,Thal_PuL_R,Frontal_Inf_Oper_L,Occipital_Sup_R,Cerebellum_7b_R,Heschl_L,Frontal_Inf_Oper_R,Precentral_R,Caudate_L,Lingual_R,Precuneus_L,Temporal_Mid_R,Thal_MDl_R,Frontal_Inf_Tri_R,Amygdala_L,SN_pc_R,SN_pr_L,Cerebellum_4_5_R,Red_N_L,LC_R,Temporal_Pole_Sup_L,Frontal_Sup_Medial_R,Thal_MDm_R,Frontal_Sup_2_L,Raphe_M,Calcarine_L,Cuneus_R,Cerebellum_8_R,SupraMarginal_R,Vermis_8,Cerebellum_8_L,Thal_IL_R,Thal_LGN_L,ACC_sup_L,Thal_PuM_R,Rolandic_Oper_L,Thal_LP_R,ParaHippocampal_L,SN_pr_R,Paracentral_Lobule_R,Vermis_3,Frontal_Mid_2_R,Thal_PuI_R,Cerebellum_4_5_L,Hippocampus_L,Occipital_Inf_L,Temporal_Inf_L,Vermis_9,Thal_MDl_L,Thal_PuI_L,Vermis_1_2,Heschl_R,Frontal_Inf_Orb_2_L,ACC_sub_R,Thal_VL_R,Parietal_Sup_L,Supp_Motor_Area_R,Putamen_L
Thal_VPL_L,1.0,-0.09416598221845665,0.10504703188656844,0.12428146026817538,-0.11694992142343263,0.31191303418524974,0.195455666673487,0.21902656552328872,0.326189159025697,0.3116366851613108,-0.1881563323613554,0.12237434602045183,0.10284799055387488,-0.1026107713223373,0.27695879377987137,0.15987365866473421,0.2810712591578495,-0.10680873592575597,0.31017813026442126,0.03980796834944543,0.38655939358637675,0.04312295925050435,0.03943089130115513,0.26211417622600997,0.25157954056294124,0.2597395967691225,0.45320497476277277,0.013165364729187693,0.2725434880119294,0.006563644545852089,0.10223639266691012,0.16464308987396964,0.28884279032027327,0.29542869762651314,0.38811768687221965,0.2273037256336979,0.13422601688381078,0.07473579368508639,0.2581190316294283,0.13764882254914856,0.13895788433185427,0.04388577400845934,0.05909534857929719,0.2840677536295217,-0.2482430286501189,-0.004965990562983033,-0.24665870923013564,0.016353539612368677,-0.012974973899206599,0.04365439108451958,0.34311722304442155,-0.022990704085940925,0.30541874385552237,0.13210223925457507,-0.05507672476180117,0.19914836955080314,-0.0061653207727358226,0.010835810761509693,-0.08023043210321283,0.08601724931639004,-0.15981820150724693,-0.14654220848096872,0.3614352172331326,0.13488881842549216,-0.19335281472520904,-0.1181008400055089,0.1740276993442457,0.17193399316729904,0.12258231585070768,-0.12198332439824518,0.22080146651440957,0.005068387074544095,-0.020068495806143716,0.16046854029346003,0.35952800049986083,0.12225664367350542,0.10137519463367232,0.2618964786576224,-0.051599270278302106,0.10478550594226213,0.22574712685365142,0.14031538556277245,0.3838647620474865,0.15968443991667478,0.3385027574336702,-0.014832633469296648,-0.07992066679378286,-0.1696936290360424,-0.031776738968740885,0.31057142204724175,-0.05018763678996274,0.36923845454956433,0.057642360869596995,0.3855846926699363,-0.058285050584635414,-0.013894458054996502,0.3681924421048819,-0.2555959247757882,0.11186332692568132,0.08739981684184257,-0.10989937960895071,-0.14441456971814035,0.08079079041115465,-0.008123272067804077,0.19062022974158746,0.2207455615288675,0.06357306537897495,-0.07198270966124509,-0.08837968458520888,0.10675449937286069,0.07723933046058605,-0.0023812963364038707,0.11036355467312442,-0.04666729381599662,0.4038245802240839,-0.005552146198430705,0.4556534716703788,-0.23243794774867885,-0.2802348279469862,0.318538495568542
VTA_L,-0.09416598221845665,1.0,0.13592590255212672,0.13732694387256056,-0.013487782769701747,0.1578608665428925,-0.3718422485937629,-0.1480284252341076,-0.2497937204018615,0.07699830608427365,0.19414636647484618,0.08868269027696819,0.10891685845475443,0.45960655554611074,0.3580054094681321,0.11290875836608624,0.029121869112451255,0.28768036808699404,0.27854981854998784,0.12163095398464616,0.10413311676800736,0.3054908206674892,-0.10974500564720811,-0.07562751227200333,0.3219242564863854,-0.35587209364608413,-0.03115887096942943,0.28323738771898044,-0.03203137885600499,0.2993436002667193,-0.1954516363335839,0.24765686002608953,0.20784682361510487,-0.33469529179085195,-0.23527971431819827,0.22017157056537892,0.4555187168397029,-0.013598232215580985,-0.022486949197813185,0.01234407982516594,-0.11509431762206698,0.20838926012439746,-0.06542175628315569,-0.26700389943211694,0.20853724454098516,0.3622162433245964,0.04225406598850162,0.025467911282942447,0.23785321941301152,-0.04499474743789544,-0.0667880788569619,0.09956364479555407,0.1383544507853873,-0.00230855137701977,0.1024082422721384,0.23528311843708113,-0.1515247637098204,-0.10419859145361896,0.11171556486362788,-0.007988972436353742,-0.0021462242839850824,0.20065650490709186,0.05725481147221635,0.2217766166267721,0.21045602297402152,0.15964751074413366,-0.2660943973658793,0.12539500392312358,0.12525297855332737,-0.24575389759572214,0.01466384590136925,0.4493694587901694,0.2777771492435635,0.28038276760469566,-0.1069241061869679,0.25555915572355536,0.22254323449512514,-0.12600122387643103,0.4714984109620434,0.4652772335718686,0.028009215221657658,0.180925682817647,0.0705340330091784,-0.13780504072424848,0.18748900889711972,0.12181912084082036,0.34882755281275857,0.3645151138685808,0.08729994604069743,-0.07761903309303787,0.01772519922712662,-0.13046395225096558,0.2684766802504417,-0.17137652518455293,0.2409809809735264,0.24425162184262064,0.1289914498183031,0.23182547703689846,0.4813924696871658,0.25855044136251526,0.2788293046985949,0.18215330839817864,0.45067966791394665,0.18847629325411355,0.13604684260182554,0.3607163940053192,0.35637825583023786,-0.07767127282095293,0.1421634118189489,0.2190950331619669,0.25852603404373764,0.16583075678580889,0.2571978424255567,0.3101071786252262,0.024172738772148213,0.4032678604284151,-0.14070946944707471,0.03998134952595527,-0.05821819006826645,0.350382795996801
Red_N_R,0.10504703188656844,0.13592590255212672,1.0,0.10935482965653937,-0.3699340676127014,0.11310060468931737,0.05053809666720869,0.3353069078968544,0.007222880232694372,0.3879603599374649,-0.04506163356581834,0.12054194012365076,0.08361177160891493,-0.018889732860377272,0.3982648182408831,0.19770776820379532,0.40388011429726095,0.2942103131172039,0.269473398340022,0.11684235053629988,0.2392447422565692,0.33934676909755174,-0.11613799337659272,0.3892629159361794,0.3240294375907167,0.2333350729375139,0.03167847872830306,-0.006792455162252025,-0.08320738851791658,0.17330806132552545,0.16068462575280826,-0.07775610813937874,0.4061232389888536,0.2190431584495268,0.14701747356421715,0.1138225100938059,0.471696062975263,-0.21888762098401307,-0.14464971098029283,0.32633106089704217,0.21420179240407194,-0.184780079481635,-0.13825822321351391,0.04582224470700621,-0.13255288541455731,0.23935079072899376,0.12839757495850188,-0.13500790135473206,0.3774759159081058,-0.016468139967111294,0.19104952544740036,0.03161259050259227,0.04980313830204078,0.28703062067476165,0.014151595912404816,-0.16886122745626964,0.11279365832686568,0.2586503836873487,-0.1175422260442069,-0.06142140540461595,-0.08947712542481734,-0.044527612955171436,-0.08743827824078297,0.08264508105720855,0.30601157889942804,0.2509182217983518,0.16585860843519465,-0.22648927762549187,0.231984796771001,-0.2310619080489828,0.17849703186094956,0.017286214511627377,-0.022229769435457333,0.18761106093215038,0.3091276156228524,0.25331865168644196,0.12186493134420398,0.3532415516891199,0.3329722893369309,0.28003143870143105,0.47077431826701804,0.22536256617113887,-0.010603839695870665,0.2367187884835093,0.3192979254059308,0.4598152779753961,0.22067771785687057,0.05534703274274632,0.10138631687812885,-0.06531857289126783,-0.3624997429898103,-0.06972978794067339,-0.3225068371503042,0.36747864125220076,0.3057268786725404,0.06957141998374912,0.3614001093041902,-0.05001706120207421,0.08394517115438195,0.22632241618571655,-0.22540102273303828,0.1501895763803759,0.16922401057756237,0.015320219130888962,-0.015528006124471909,0.07848863505084935,0.3214309433466085,0.00985210073083102,0.21214282469302548,-0.09100815445168976,0.11665884906932322,0.06867522758680075,0.2086836202722048,0.07067725996345368,0.4238037354838296,-0.10686980410978297,0.24507157558765036,0.21308518944721494,-0.21390845845807063,0.307178796008529
ACC_pre_L,0.12428146026817538,0.13732694387256056,0.10935482965653937,1.0,-0.2620991009714947,0.27916648652373394,0.08725813837077696,0.24678728537159703,0.25754647898663413,0.19175571041499817,0.005489410494960223,0.06744098414911068,0.4557065440101484,0.1804512177839256,0.45995957955536326,0.07765183564007849,0.1644407767134901,-0.052117711257974715,0.22225124252106226,0.21048569904506567,0.22677268857942154,0.22317703473557302,0.24238624850081095,0.2551231308399776,0.31288470398871365,0.18780403496031953,0.28332819876145937,-0.06720803988570996,0.30196124914809247,-0.04496775420907724,0.2602044689640429,-0.04853911148203996,0.1202171949442797,0.26590369561042954,0.12494988155372488,0.48924424451074616,0.0157940006153567,-0.007195488809828806,-0.0012062854912731956,0.3529951447913459,0.2024379971043657,-0.009291978283709592,0.2091519698291539,0.3590728977896428,0.08176375234564252,0.11988162833254906,0.1319726159699993,0.10851321396186286,0.3137712720900771,0.2372092388510445,0.48291450144343334,-0.03973563612579984,0.17490737161173506,0.11405584162842103,-0.12305059128804362,0.09636719528785655,-0.11080051211273409,0.21983097072058458,-0.034992763261115015,0.38018737975833966,0.10804894211288425,0.2676789513214263,0.252022402120785,0.00504399591862681,0.12864934560379665,0.028867273557085307,0.054589719016227514,0.030985933570637548,0.2108372486131467,-0.3046670106317098,0.5288813521812542,0.03424618403312077,0.05978224796654274,-0.016352405734340297,0.296989981577288,0.1272003039171315,0.40433688983937655,0.014405403412287103,0.0716525352529729,0.34794219917626557,0.27142073963039653,0.07476366880742237,0.3309851168198452,0.19307774056826188,0.40672253347155485,0.23138119470255483,-0.03348071423257152,0.08403272283200415,0.024237024121996707,0.08912832628594176,-0.2510144997939845,0.017632452492443378,0.14285807545618295,0.18456657215621178,0.1655968732496619,0.5723870533230891,0.23734007571312757,0.03149492633870894,0.08755512907981797,0.415761807245088,0.2586812933224065,-0.06300049284907193,0.3185284455458709,0.17198948210850282,0.09650671250728143,0.3398208015427161,0.2830762956237258,-0.02025349168757291,0.1993970095994,-0.050433186528635085,0.22634597713593516,0.2595176561141241,0.19519737825059366,0.20970719925732942,0.14958694657119462,0.0741359768062428,0.2690187650564497,0.035668998894850486,-0.14544549620948932,0.2232842421855792
Postcentral_R,-0.11694992142343263,-0.013487782769701747,-0.3699340676127014,-0.2620991009714947,1.0,-0.1686300966975254,-0.10465906689948705,-0.27626325229016446,-0.09921911570463145,-0.28086746635226084,0.43334625233308044,0.1439358325852444,0.045106096778019716,0.3062456670950689,-0.17847362703265324,0.07459483464829109,-0.3953032694874287,-0.14992837669347314,0.07267119632546004,0.18388310634327826,-0.030874035978053556,0.015569558855388622,-0.08392156834997809,-0.4889159384356028,-0.22970752690646812,-0.2986472154371381,-0.24294668218767967,0.45318528714922196,-0.09069951387245954,-0.15435832750399356,-0.207291478868697,0.5308799795513652,0.04367657866151755,-0.18581506171829987,-0.3677314869187304,-0.031046242505563332,-0.05245590632898969,0.13190720532860703,0.1066369881507448,-0.2354882366272762,-0.30082321720846655,0.5091968408181338,-0.08170174272376957,-0.2443618363695744,0.5229517405216609,-0.08705947292337825,-0.07872219996126154,-0.06679774932478752,-0.030549766857192236,0.0285551503155739,0.08897867510670689,0.3732580572098141,-0.015982068951137574,-0.20559660596019752,0.09652700121361,0.11241233359654684,0.45513545710466863,0.0609964376432879,0.5360661561951183,0.177985954156805,0.5744338847968217,0.36251508367826973,-0.019289478448189158,0.20778692297977983,-0.22984080447801575,-0.3293391295051886,-0.22466603513206582,0.20322456485894003,-0.0713666267560315,0.692807068520159,-0.0697178480055893,0.2893522677257268,0.44791237092176683,0.16251246306379333,-0.14899570027411085,0.02485446053144863,0.03389369879140146,-0.006475677460449019,0.20362329304723012,-0.04182211618397515,-0.13041914045623182,0.22677338170739625,-0.37636142207622963,-0.23462428677019073,-0.187562680857989,-0.16663849244766954,0.13269301324730906,0.39794792429724607,-0.20446719073412917,0.028418174814606654,0.8355812297483803,0.0982606717252712,0.22258839196654662,-0.15107578193609558,-0.06304006043700879,-0.12554957798916191,-0.24287563118911598,0.3345579585149764,0.1385184851491206,0.03717212283109189,0.493278504861199,0.35686546273271524,-0.021207014487054966,0.39337178580898413,0.4174754353882329,0.1578292550263958,0.043789057559118064,0.053872177108143474,-0.09811212848549766,-0.1919663119361245,0.12153547093857982,-0.17682196870158534,-0.11422532044641419,0.22161678269798776,-0.08498133464782355,0.07987236032348297,-0.20645560796793425,-0.08090030110805832,0.7322995456605229,0.041337713031925266
Vermis_10,0.31191303418524974,0.1578608665428925,0.11310060468931737,0.27916648652373394,-0.1686300966975254,1.0,0.1851198463569072,0.3502420813610768,0.16131235204713903,0.43833712275466036,0.07697372219010051,0.4168099505598153,0.2014307347646505,0.26315413947244265,0.2024126690267433,-0.1421244253674576,0.12646421162819232,-0.4520814449152167,0.1909430405071423,-0.12562135845826775,0.25980075615987064,0.22323724542088452,0.26796928422875516,0.23456339394847273,0.027423542957736913,0.2300515405305463,0.40681594509726193,-0.20268852481607288,0.3980803376350277,-0.02545973095526544,0.24299340277331336,0.056746307830506895,0.2752232821412327,0.1342537943115043,0.4627778511183788,0.23368416245084614,0.20676818666794217,0.022021998190039287,0.22035616338294658,0.17695065149496503,-0.013753234121281176,0.24626418523573815,0.41092730500659014,0.39485928892050787,-0.05815853572291431,0.2059667080176266,0.008662562319766188,-0.05593083097792302,0.23194519234358646,0.3311316773760783,0.27603080622052933,0.036013483087652745,0.25015618357345,-0.09108158568468017,0.010813829978634384,0.34915054759892233,-0.12240012656944295,-0.0942493545523601,0.06625463807057641,0.15291933411971506,-0.08673421430553092,-0.07958128273522157,0.17738092726598598,-0.1570503409680034,-0.3881159332369576,-0.35125836407537203,-0.017679604425809976,-0.065248141766241,-0.10480161937644507,-0.2278762041803785,0.08279047893393296,0.3508087413236186,0.20145960039824162,0.4462057797383057,0.17170035609178672,0.0359265628628208,0.42519611540628055,0.2659731499233541,-0.05627732747177565,0.5816944460920392,0.4405236229390935,0.07438507088714408,0.5505547995351638,-0.129923439110533,0.14561629777737228,0.030927128774969104,0.16800244385468008,-0.036616255735259146,-0.19940552548790028,0.22860477657423445,-0.022626837738621803,0.2854052490047173,0.14323650738943164,0.07240241570292066,-0.18881665344073523,0.11248679846042282,0.10321648858278401,-0.17233245151967752,-0.008145274510899594,0.40542357439130683,0.17743702929059796,-0.22360317440258626,0.4421444244535534,0.08207895165987043,-0.0009566274450638881,0.5980989090197514,0.32330056829712933,-0.0024918976193323405,0.3072024177258202,-0.013206018728984172,0.06783539029421473,0.07106927215935693,0.5297660858930973,0.12140272517885552,0.11062306408742006,0.10198902317820349,0.1671746216487468,0.09787750586269627,-0.1477251176678563,0.01726337515673327
Temporal_Pole_Mid_L,0.195455666673487,-0.3718422485937629,0.05053809666720869,0.08725813837077696,-0.10465906689948705,0.1851198463569072,1.0,0.4335736114091316,0.32418334768869195,0.22668140850895802,-0.2088785973717996,0.11760170283651397,-0.0012400852249923788,-0.28343911887995377,0.035550932293689864,-0.2187181920101607,-0.07428259417568558,-0.3824287775444672,0.10542496103351363,-0.07071058901016508,0.0009986233831018748,0.12665722617957745,0.04621098312614572,0.39360109771832036,-0.06488299883075986,0.6683129031539412,0.2465220252547153,-0.5286391020482232,0.1448347608304661,-0.5798916052164559,0.48576301013469275,-0.2442419462379067,0.07319875029426244,0.42029502688080955,0.23370520320031624,0.15069964023282456,0.03492889334595318,0.11065000076063405,0.1319174637945669,0.4271878251474398,0.3148348376359792,-0.13660234376698638,0.2121968174439232,0.64625158197176,-0.07429359977403571,-0.01895196738849652,0.17929003522563214,-0.40270131748968147,0.18424888224961006,0.22556882338028084,0.31184479448010693,-0.41521785657733135,0.08348885538136688,0.20646094280194038,-0.05479228656094187,-0.28626863226612226,0.08453482096336354,0.13577739089062305,0.09967800179009279,0.037669275428384656,-0.05424732754477615,0.12385665593764471,-0.07325854830265212,-0.31496673522417257,-0.19550918350324878,-0.21133564999255253,0.18304543544001176,-0.06893074478028749,0.04344546058164753,0.08130927975908361,0.2948469236388489,-0.24124989842144895,-0.2689794958161703,-0.08820997430141933,-0.026877474434279625,0.12681633483076035,0.4253511061663589,0.4249960072370412,-0.10742856026630235,0.02862146192241719,0.3934035116167466,-0.117337482026793,0.21106975476578863,0.3344887678718249,-0.14427289760802545,0.19118724640076865,0.024814959826171847,-0.5282172533231799,-0.16133421773657183,0.01329824878586067,0.018232377388711005,0.11025334170834697,-0.445292475112395,-0.03778256839372554,-0.24794136672076386,0.0021544905469563554,-0.15171887551631408,-0.16282476988360245,-0.4674300849303207,0.30179899949568656,-0.35893406418664286,-0.2794158202380079,0.11049309536260243,0.24683004570457792,-0.09975192524912016,-0.041165175205646554,0.1891684023150742,0.03305564579622582,0.36181777893561123,-0.4748535939839223,-0.31770537379279895,0.007265343342321568,0.3489263158594759,0.05938940109883031,0.1935390756070708,-0.3025807328356577,0.08720967333472869,-0.16081749105742768,0.03462852422935535,-0.18886924084534418
OFCmed_R,0.21902656552328872,-0.1480284252341076,0.3353069078968544,0.24678728537159703,-0.27626325229016446,0.3502420813610768,0.4335736114091316,1.0,0.24883494278755502,0.42877838620760605,-0.1993693702936342,0.27930966454881156,0.1757813137415974,-0.08925617540110443,0.26650535944233256,0.013207934304089865,0.31898801872384447,-0.2339490057609434,0.15953678163240598,-0.08958640960446985,0.3177580662382302,0.10639544291363405,0.11851749395698996,0.6000813607586389,0.26177358498901987,0.4334362882175091,0.3050884703521813,-0.27148362012136684,0.07452981340581366,-0.2934453356782617,0.7203818721895718,-0.23912045842104349,0.31967994079528045,0.32600346653087503,0.3007684022608711,0.28775811632769244,0.11110042727543087,0.06784619428620735,-0.052068728683602704,0.5550116443496361,0.3559915629196582,-0.1236452396556224,0.11769089853327365,0.4100210225982945,-0.16250047400699516,0.4084410339068791,0.17230811980067415,-0.430620100418247,0.2119383447491715,0.24142950960819032,0.3235336768304847,-0.027092408763531545,0.13095730160452743,0.10401246588344706,-0.05992699818692075,-0.10614734960740727,0.08658549384529768,0.20248765361334964,-0.050279930834834834,0.167887685674187,-0.09960083174287472,0.02844970596843076,-0.08031709175416758,-0.15934139367501432,-0.19985618949236073,-0.10650438198483159,0.2296494897848268,-0.19890309755629343,0.00038501573085160965,-0.13074692644784713,0.2873960475466447,0.028658771154342073,-0.14863675139837457,0.07726298474309741,0.3132653855417865,0.07673661791247306,0.43894928972416813,0.3524632155755372,-0.11526210179598913,0.27736665331675076,0.4513719410606086,-0.05821397904376854,0.2212668830635993,0.25682456615591603,0.08897024557850731,0.42513121971035117,-0.0089270506576364,-0.24732092606680756,-0.0894533582106322,0.0670075215382518,-0.32755877272313544,0.19043818967295634,-0.24764472366465853,0.31415600628181317,-0.09541824762261998,0.17760922882321137,0.25172894386407246,-0.30037857046684346,-0.20343492376552688,0.2744287256347404,-0.1835890850272448,-0.17844638430047235,0.09969245458433071,-0.014791181645234684,-0.005829903703679663,0.10504644919028776,0.295216819301735,0.03396414230468386,0.3316127016823351,-0.2686714707473281,-0.026548648311542463,0.1126066476600526,0.22061442682507093,-0.11260066501816628,0.35885949239437714,-0.020983016268184024,0.319297274430971,-0.028138698159668518,-0.05252582525578469,0.036366765142381914
Thal_VA_R,0.326189159025697,-0.2497937204018615,0.007222880232694372,0.25754647898663413,-0.09921911570463145,0.16131235204713903,0.32418334768869195,0.24883494278755502,1.0,0.26921813081698637,-0.18615490395653628,0.14619070256050454,0.2183127478035769,-0.28012725708407205,0.11755920071247856,0.007202977291444642,0.32251598250826274,-0.11534742767640588,0.1136218190984973,-0.028028342859778236,0.5321773219377828,0.03020151156817938,0.25451749708622445,0.2077517760682825,0.08382712028096734,0.4215557181889685,0.11930231747554933,-0.1839533112936187,-0.0554516492133263,-0.15767063314275243,0.4098232952886619,0.17899670158660203,-0.05281905201654363,0.3390609635636777,0.27158031490833445,0.5473165726401329,-0.008566774008449124,0.11340411570282523,-0.044820688167142846,0.36438387690421437,0.22961350314523987,-0.02048072977914973,0.05285399531996032,0.48905184542412783,-0.16082306615353323,0.009778252111080219,-0.19293096665377088,0.0861014618734281,0.1769268104317934,0.1447081216691758,0.40977996371305314,0.0035237753580666486,0.0053726330580746665,-0.05185057016452071,-0.11682925907712742,-0.05414237436273905,0.1370256839215783,0.18258380671869587,0.10765425256567494,0.42116374048918453,0.015014626298702849,0.11171499855260218,0.29897893768164496,0.2746851212064518,-0.13576441503177042,-0.10635915067788566,0.2890963708329286,0.13760523299142335,0.06150507482710448,-0.04923585747651812,0.3163106697140213,-0.12603122282737972,-0.17516486766514291,0.09431494927438955,0.52595892395862,-0.0014572430185648307,0.09447234520591895,0.32398379480275363,-0.04053769608657356,0.14963637872576882,0.33852817495814247,0.07479623533538333,0.007710938088553303,0.2242564192362224,0.4418693586400735,0.053903841058806884,-0.05004239951650905,-0.27975981474745437,0.08126597968635431,0.19299014484936583,0.01658446948356973,0.15536655254486673,-0.11035990577530339,0.5449465882782164,-0.02152725539184091,-0.09246011012524091,0.4614928180194762,-0.19422216866331332,-0.09432214420513696,0.12563575677280986,0.06587039243748075,-0.22391546237226156,0.0872807112961268,0.03426642205381319,0.3845040980915945,0.018306439591848658,-0.030963457534885323,0.01342301303715095,0.0950125488635564,-0.18663642240734268,-0.08200838606779001,0.10869091705023139,0.12850997279053838,0.07189055313833478,0.03982124856450253,-0.3012023755167948,0.7451064323919384,-0.09556123260883671,-0.002539436408109673,0.016252786657305607
Temporal_Pole_Sup_R,0.3116366851613108,0.07699830608427365,0.3879603599374649,0.19175571041499817,-0.28086746635226084,0.43833712275466036,0.22668140850895802,0.42877838620760605,0.26921813081698637,1.0,-0.12811929062865737,0.6028817830200904,0.06455689153662363,0.027633932529470412,0.5237992605982479,0.1759088564542157,0.28234235310540184,-0.06234555864553313,0.5348191755249633,-0.07355395162686028,0.3057825418716667,0.4216232532828977,0.09576831178984045,0.538552902017911,0.2904449713108938,0.4575503576201295,0.10278702047524048,-0.2667145675862895,-0.07045430906320524,0.05451143041545424,0.38778923062101917,0.20859676029175794,0.4620291458842925,0.3172652094485907,0.28089465371303823,0.38026393187221863,0.2673128954160507,-0.00788093946348873,0.05767351709708016,0.42253275413406427,0.3173527849347116,-0.05629220704595232,0.14232318973233626,0.4621596704267161,-0.12849802610479227,0.297288734486877,0.032953103357923244,-0.17370018096044437,0.5050869453819085,0.055199207274287024,0.3215113045333566,-0.10607465025800189,0.041958243115955925,0.19200357965121828,-0.05537361753893466,-0.056980892995650956,0.06771883254196462,0.18736198560889294,0.11829779811902393,0.1679075297906947,-0.09958990700083253,0.2288422512942468,0.28083642193289465,0.1673120589564532,0.009305495051043732,0.06168643569287012,0.2999620074135702,0.07853256959757461,0.3640484313249426,-0.28556841146222295,0.3162490740810125,0.07845699408977158,-0.026697989347662397,0.6544328418022357,0.31295550706631475,0.5137720365687859,0.3753416552193567,0.409084109729607,0.0932310434258236,0.46025052160090474,0.4376974495649205,0.22519965845176557,0.13453305180561836,0.36237027473821853,0.2590360706839926,0.3992172846345052,0.21476835273791733,-0.1279703613289249,-0.02655450760037884,0.1477078489401647,-0.14481840309027239,0.06967696001172892,-0.12634924733298858,0.12407141000858368,0.1569575355924798,0.10304946942871866,0.3257473583454543,-0.08765312498507896,0.039047526453396056,0.4956428374264954,-0.07261144830561483,-0.09158989822011339,0.3402331898428774,0.36479985191573133,0.13163213853730568,0.25801583460521577,0.5774052143891487,-0.021758657396285522,0.3540128183445576,-0.12007117213616773,-0.07086768836402496,0.06365439516937657,0.3681407568093309,0.3563777695563776,0.2517403267264142,-0.10751338376393042,0.2727075094600834,0.04738680912404051,-0.2024590191888133,0.33673333532431127
