,ACC_sub_R,Thal_LGN_R,Cerebellum_10_L,ACC_sup_R,Temporal_Sup_R,Fusiform_L,Caudate_R,Thal_PuM_L,Temporal_Mid_R,Cerebellum_Crus1_R,Amygdala_R,Thal_PuA_L,Frontal_Sup_Medial_L,Cerebellum_8_R,Insula_R,Rolandic_Oper_L,Occipital_Inf_L,Paracentral_Lobule_L,Cerebellum_4_5_R,OFCmed_L,Rolandic_Oper_R,Precuneus_R,Thal_IL_L,Occipital_Inf_R,Frontal_Sup_Medial_R,Thal_LP_L,OFClat_R,ACC_sup_L,Angular_L,N_Acc_R,Thal_PuM_R,OFCant_L,OFCpost_R,Putamen_L,Cuneus_R,Postcentral_R,Frontal_Inf_Orb_2_L,Calcarine_R,Frontal_Inf_Orb_2_R,Raphe_M,Paracentral_Lobule_R,Frontal_Sup_2_R,ACC_pre_L,Thal_MDm_R,Supp_Motor_Area_L,Thal_MDl_R,SN_pr_L,Cerebellum_9_L,Caudate_L,Heschl_L,Thal_AV_L,Vermis_9,Thal_MGN_L,Thal_PuL_R,OFCmed_R,Temporal_Sup_L,VTA_L,N_Acc_L,Occipital_Mid_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_R,ParaHippocampal_L,SN_pc_R,Cerebellum_10_R,Thal_IL_R,Rectus_L,Hippocampus_L,Thal_MDl_L,Vermis_4_5,Precentral_L,Frontal_Inf_Tri_L,SupraMarginal_R,Frontal_Sup_2_L,Temporal_Pole_Sup_R,Vermis_7,Frontal_Inf_Oper_L,Thal_VA_R,Occipital_Mid_L,Cerebellum_6_L,Amygdala_L,Thal_PuI_R,Temporal_Mid_L,Vermis_8,Thal_LGN_L,Parietal_Inf_L,SN_pr_R,Thal_VL_R,Thal_PuL_L,Temporal_Inf_R,Cingulate_Post_L,Cuneus_L,Vermis_3,Cerebellum_Crus2_R,Thal_AV_R,Parietal_Sup_L,VTA_R,Lingual_L,Putamen_R,Thal_MDm_L,Cerebellum_9_R,Cerebellum_4_5_L,Raphe_D,OFCant_R,Fusiform_R,Thal_VL_L,OFClat_L,Insula_L,Vermis_1_2,Frontal_Mid_2_R,Temporal_Pole_Mid_R
ACC_sub_R,1.0,-0.02046985710259471,0.30809679352359254,-0.23390278665424827,0.07301345946074843,0.30375181493961484,-0.08761591971695132,-0.16058207738821337,0.14591876769793025,0.13902173050050903,-0.15331469022299127,-0.10126832310148694,0.14582858528517376,0.17836463682418566,0.079096447796382,0.2064401501556469,-0.05739036761183255,0.16472912965342634,0.19608256667594048,-0.25777724007877395,-0.158784639098736,0.444832430088012,-0.20241645199237673,0.2768694670975121,-0.33025657757606963,-0.28595741748595777,0.0910633622553303,0.15539091388239626,-0.22672918398699132,-0.09515192829320643,0.07638602323154527,0.2103848046228014,0.12604667046052853,0.16741723713572548,-0.03899325899482304,0.07987236032348297,-0.003584287676795708,0.5768104865275185,0.07423544340720878,-0.012444255949333436,0.0673045445882009,-0.017712606785690074,0.0741359768062428,0.05257207861149163,0.10181554678545891,-0.12846100439213665,0.11360502879946675,-0.12441959276612327,-0.19701670332289586,0.06532529118550388,0.4057353218458259,0.28822712592023014,-0.2983791943078521,0.02574183636270433,-0.020983016268184024,0.3676392805277687,0.4032678604284151,0.34156655208767084,0.1880307494373881,-0.21100000992620205,-0.0935737488119559,-0.09058823698142651,-0.27992989269630675,-0.02089999819321791,-0.03283700170976724,-0.3016160950684876,0.06765931565347968,0.1525245244054812,0.4143348866452885,0.06549484128708119,-0.040753884453002556,0.0613517073654432,-0.0682719206371419,-0.10751338376393042,-0.05129650592031222,-0.04691051639709873,-0.3012023755167948,-0.10780730979367016,0.5104658755953715,0.15058056785024396,0.051373692127696935,0.3684676530600681,0.2345320168803669,-0.17936638812964434,-0.002207465990105195,0.33228306722133294,-0.161966897597864,0.002679698979029396,-0.11973002261249696,0.38973823042098615,0.10942275673363865,0.14024286244833867,-0.2239728199325795,-0.262373479563166,0.0017463449872091403,0.22712593157421324,0.5570964509071368,0.1333425958309939,-0.10971890010455182,-0.021540022345952686,0.3939220156094983,-0.00868973922969225,0.12425017204615234,-0.01708483291445355,0.14285720885414652,0.1919937799317192,-0.03133717892739726,0.05619783748442417,-0.037040021868043525,-0.4438725043110906
Thal_LGN_R,-0.02046985710259471,1.0,0.07288385186899903,0.03959457367807393,0.28120496782667753,0.1909630023003331,0.45102860321891397,0.33874405816629327,0.312580838028944,-0.11514392401040734,0.4609476731109979,0.05375831450495731,0.08078493664678449,0.04338922453342541,0.332240212892158,0.16077532336365555,-0.03887252952204585,0.05313160954997923,0.340075259489678,0.11586046460305142,0.25297611015448823,0.1077086350906523,0.24613719887387664,-0.020363381539960455,0.18272366898486964,0.3378839346571938,0.12384108569884031,0.0832659936893932,0.12134906128535944,0.13301061887096502,0.38410879894680694,0.05662677697465869,0.048078707974674485,0.2107504841064189,0.11687690146266141,0.0460405089446573,0.1907073866393437,-0.06877933525490457,0.2810975985683393,0.20552692290404778,0.2122456386965494,0.2853267581480429,0.15578284989229277,0.1998664644834732,0.10238148649037954,0.15246018099637676,0.3275565845319694,-0.14496054358473326,0.20866137089229517,0.29115185878289834,0.011488345727447316,-0.2774372443083851,-0.03746269703075399,0.4347769215373055,0.11760696685038512,0.011466754281423786,0.311847648884205,0.277338989854217,-0.054553774664384526,0.14416072113067618,0.0339065727505214,0.4210130408893958,0.20309264459325066,-0.13996018592284476,0.1210538490627061,0.08096657812068564,0.4931206389880653,-0.10203888096900478,0.21560775685687303,0.09597867832614478,0.04662859625264535,0.0896901909632171,0.3209307063446864,0.3084872683725331,0.04485187213577235,0.03399174076256583,0.14794403162250505,0.17337567664188272,-0.0654968604201453,0.3343578282569664,0.3738716223434969,-0.22152727208868994,-0.10879097352677738,0.19491658061364572,-0.012364093609844523,0.2786973549071821,0.19562688042266949,0.13197970639430825,0.2841134941833675,0.1983362230215594,0.07618516266345267,0.3572899172396386,-0.17127409354245685,0.10597816882499266,0.0512097599721233,0.22399922680477125,0.33663081223325075,0.26484328410753816,0.3250497617423378,-0.04554784478462123,0.16628862111283554,-0.019922522665768706,0.08873342750606049,0.2327311560064727,0.025619036786559895,-0.05805346978532103,0.28706271585385557,0.24512184668054787,0.35392756681312976,0.09299365013049024
Cerebellum_10_L,0.30809679352359254,0.07288385186899903,1.0,-0.012856675650235863,0.3151888087069077,0.029631289287677814,-0.0019263376270232486,-0.3531158654655558,0.2480443392204834,0.2506673918047201,-0.07169405550287242,0.12623703022629462,-0.10048189635109613,0.14656045062145953,-0.09709620632906184,0.24813962045110902,0.08749424807188338,0.49103451745598375,0.10721162063765227,-0.4110271882394201,-0.19394073101663312,0.47176914262315994,-0.00029180689112794946,0.09567469385118885,-0.28417969793203757,-0.23850669273822278,-0.10872879339781902,-0.08487146251861374,0.007907291837478693,0.006994736145574803,0.2812816889004954,-0.2418330660225761,0.21556718312073211,0.007358856159134454,-0.07179722707999103,0.3732580572098141,0.027525366368164224,0.6582012682540092,-0.013308492282331635,-0.003207319964816183,0.26812547632203,0.07427656111921356,-0.03973563612579984,0.1485377533999407,0.321006298009787,0.2390166987548607,0.0386359407276058,-0.026650739912837177,-0.23351720551061103,0.17521628217681062,0.6690132129835747,0.0977002677627003,-0.18095808590820003,0.2881661591338312,-0.027092408763531545,0.11411477563346029,0.09956364479555407,0.04603368223298387,0.1050738176079579,-0.2555326691321149,-0.17234605812321924,-0.15191562562723812,-0.008392679346567693,0.0879324370831453,0.323749076643061,-0.22494884124353667,-0.10248332151097639,0.3267660709959936,0.4505626559302427,0.21421054970828063,-0.21887406738502704,0.1675460437746126,-0.08218469072579276,-0.10607465025800189,0.20537605270837725,-0.05388752040716732,0.0035237753580666486,0.07813299605514297,0.42007007205064567,-0.15314127942422665,0.33887213904811414,0.06463053063077541,0.3549317900932649,-0.1545930036398914,0.1645179087435058,0.4769778171880284,0.11995487606943371,-0.035838251033232335,0.14063618517429524,0.4420611808382905,-0.1610463248884095,-0.049761032646856405,-0.11647126110098394,-0.1811201653986385,0.10147723289363164,-0.06956317553025385,0.427235119736119,-0.06406548747781902,0.04486843291205612,-0.037393519695911745,0.25010958917437215,0.3877163335353466,-0.2426502975921051,0.10890816674227606,0.22155613884567185,-0.21131870283754767,-0.17867442029890232,-0.12847777903851762,-0.09530623424944956,-0.5280367466602531
ACC_sup_R,-0.23390278665424827,0.03959457367807393,-0.012856675650235863,1.0,0.07029152222075163,-0.04158764137572804,0.3061837622100807,0.27940245204238323,0.026297819204854727,0.005061947658375287,0.30680992118597106,0.32665110459693153,0.1409785810221211,-0.11273850099160192,0.21117943965458544,0.1135208451186735,0.0010012724727390264,0.27289747835581846,0.1621023637484888,0.07237466926034036,0.05363953377690662,-0.05865810429078722,0.29724129011065975,-0.24988691077211286,0.26448983665434045,0.3141508993817225,0.24489506877768896,0.34004600803914165,0.12136421791685541,0.3948816261095499,-0.036979340712137036,-0.13022463603719192,0.22557780252674542,0.1473595428412461,0.018396397729757756,0.0609964376432879,0.32551168249184925,-0.05815695870911481,0.2196298871236575,0.15007708633715613,0.10916813476484488,0.3537502498914545,0.21983097072058458,0.2286732422517985,0.17175164399005186,0.15848382777271933,0.26425270170595955,0.11329468742298779,0.49136117194171974,0.04373280569807606,0.13940847346919152,-0.2941550777320602,0.4450797499793282,-0.017676189719813783,0.20248765361334964,0.07210062633755791,-0.10419859145361896,0.14929502489675767,0.03280477885395607,0.09927988962585486,0.1331958279665679,0.32228978712623135,0.19535009228622285,-0.11319342821620756,0.04352050833489,0.39597667005521875,0.2902804754559151,0.19167176745767625,-0.013526618945055345,0.28786702549183446,0.07773619483087334,0.08916366876318733,0.35487246989068977,0.18736198560889294,0.31001150852875375,0.2188085472451254,0.18258380671869587,-0.057498855701153866,-0.2053467849587858,0.11788874666092994,0.15586937980778506,-0.18798161219198684,-0.18876759620939568,0.32023157461346446,0.1364899603566154,-0.09720055969887231,0.07691760261965215,-0.006680689785933639,0.19188518437399,-0.10880684554857273,-0.01878971435718141,-0.04453001090560553,0.11121169980687227,0.147795558946591,-0.029329770944704674,-0.046175802243091646,-0.06246339050206952,0.1568353688904307,0.3465809562582847,0.09672413695383691,0.01563951375490291,0.37154102939593603,-0.028721233600809342,0.42788458978780025,0.40834059661553923,-0.06744338782588304,0.3286527514390857,-0.0028049116886861287,0.27942436978420343,0.18210280509053414
Temporal_Sup_R,0.07301345946074843,0.28120496782667753,0.3151888087069077,0.07029152222075163,1.0,0.07487627580759386,0.30271877344241604,0.029951308336848014,0.5299176768645338,0.12613530958032965,0.11246532066106779,0.1842931897705662,-0.04833185744543495,0.13588552944779766,0.2606215934697915,0.14572073631339472,-0.04517125320886626,0.2590608875309907,0.2127481891823165,-0.17419210298086915,0.3659049359810829,0.47107650074659835,0.017996049871396094,-0.04456916305057631,-0.12724424050577185,-0.017242732140374962,0.12443024116923691,-0.0795347524798227,-0.036620840993832594,0.18036293088119235,0.2906238992042858,-0.0574692500492032,0.15428709397445253,0.45315487175622454,-0.07104117289775574,0.5308799795513652,0.19730370575456843,0.35765383558577246,0.32013693256175474,0.24763864204584876,0.33353656917365326,0.26373022189407663,-0.04853911148203996,0.33375563874837194,0.07035544477177753,0.19428995694180917,0.36120857156987213,-0.20318674632927183,0.024195214672722225,0.4598745583994102,0.4332584946255905,0.08317547486620164,-0.052179245032037795,0.5737089977793678,-0.23912045842104349,0.11329957345413265,0.24765686002608953,-0.04415219810214754,0.013968185679341364,-0.18069923880936217,0.0559324665825288,0.06670472521079042,0.04703514999697386,-0.03521450618864119,0.1061879714532219,-0.1848978062760728,0.1728387853252746,0.22766935633975077,0.4627563627967442,-0.040798216994574976,-0.13514043820611898,0.6200149283191727,-0.05618579606448794,0.20859676029175794,0.1432081429889766,-0.1347536417623856,0.17899670158660203,0.1395031438002541,0.11614242526433964,-0.011656147823542356,0.6499559111529165,-0.07836355724695489,-0.002577825398877029,0.12742333831129285,0.05194278457581747,0.39788355557978666,0.28799527223271726,0.410375779159815,0.23046390685187848,0.11890133579502644,-0.09235921007050833,0.19016280107696287,-0.16337618107821067,0.16035554096968543,-0.040911977303332576,0.2120554578370899,0.19260380865075977,0.21783162287792718,0.28394486488877935,0.016102525635207757,0.24625904773465723,0.24331652990193875,-0.1575127056507051,0.31958891001913725,0.32677014542689925,-0.008533183273162246,0.4223497687656664,-0.012790461032477687,0.37726840044615545,-0.13727417145442178
Fusiform_L,0.30375181493961484,0.1909630023003331,0.029631289287677814,-0.04158764137572804,0.07487627580759386,1.0,0.20387964371775646,0.43521759224411655,0.4385091242132116,0.10721660172554272,0.4119123902608656,0.016415343042131936,0.4547342356189084,0.12230222236410579,0.4610288504050441,0.3412976546817082,-0.02429114303000333,-0.006331219450638853,0.5030004802373396,0.20403330524205723,0.4861862733794308,0.36157189396714373,-0.031091534432675403,0.08416338946104356,-0.03463788787236333,0.39951457281950997,0.05585314895969726,0.40527290690626344,-0.2356279477298802,0.09869789489723454,-0.024257786534051917,0.0966450626068132,0.25087389790457404,0.21303457714957166,-0.05972233324167462,0.08635312107939165,-0.05958815982199426,0.26650905652825924,0.15113923348377326,0.2293561101779471,0.05852798756642195,0.30532969382520586,0.28504332949945416,0.08748924883168806,0.008854682722136712,-0.034025407153860834,0.2796416844703856,0.06137665419134542,0.2664338704995664,0.11539391017673979,-0.008131527144333956,-0.043852671175281716,-0.07040649155474134,-0.04494636198764845,-0.0044673248560993225,0.2734523690697431,0.393390429932355,0.1376301065552801,-0.019818732435467962,-0.11446790637347229,0.353729973686266,0.6526791112277746,-0.02095062937781732,0.09375205470029084,-0.2780385267137669,-0.09072819537650537,0.6388415787386855,0.079337628326656,0.41461554783837506,0.05748329025521905,0.11394631499169505,0.1766845496037239,0.14288847944269767,0.2702206130322888,-0.1739665717147731,0.13403038752787927,-0.11595612443339413,-0.028103330407441198,0.44930676888078247,0.5697237812020012,0.054113777518111805,0.36010873920536934,0.14651173285045888,0.015104944612950368,-0.165222624700848,0.41070526109403643,-0.19783924128379346,0.10580538708166207,0.4155704059720389,0.5214003431737083,0.25741132464233224,0.5139464545969216,-0.05838037703369531,0.059020724108579996,0.009163251106541367,0.17596725245177355,0.641680585314411,0.10991544332762852,0.18443369465721213,0.09480433084387194,0.7070668999484769,0.0027331931075509903,0.10331865043550773,0.4746211388095752,0.3304696136536521,0.12884930421973453,0.37247313231910717,0.4973850627572235,0.5043509940816892,-0.08406091766256439
Caudate_R,-0.08761591971695132,0.45102860321891397,-0.0019263376270232486,0.3061837622100807,0.30271877344241604,0.20387964371775646,1.0,0.38957568281772925,0.2091249760084593,-0.06460832487110588,0.4503479112108735,0.10852311186077604,0.3411076731970649,0.02642245001292336,0.5042884376761084,-0.06726484094873074,-0.007979962243994007,0.025765943536682448,0.5168520456022044,0.38388892836672367,0.26423731013969326,0.04750094735308728,0.31300747247913885,-0.01350383859733965,0.324553165383798,0.2681033747714074,0.3677567643178134,0.28281712067256626,0.04165399453017029,0.5970745253964932,0.41835969732742306,0.23226627431281258,0.3628945262142313,0.36594481464220574,0.07233308734454308,-0.031046242505563332,0.16476563557037274,-0.12833687883762912,0.2953725791486663,0.29124151589316966,-0.10395940856501702,0.42831960823397136,0.48924424451074616,0.46692455011977907,0.027264483466332295,0.39206349726301515,0.27771258578119823,0.045567592291845586,0.6615927812193755,0.19865510584189333,0.018297494377342335,-0.21995753047249514,0.15908445007139824,0.3895511348733041,0.28775811632769244,0.04604762722112813,0.22017157056537892,0.33664131448257634,-0.15764930680110573,0.19536883182431486,0.2757787507906453,0.5011952230385631,0.30157255267467786,-0.1258097096932354,0.30187970962454663,0.4828723420093752,0.39574540884170456,0.20812689213148183,0.2042022224006265,0.028806997417631403,0.016265117641047808,0.02501178031593171,0.29876657372064713,0.38026393187221863,0.00622875150381344,0.039397629935766065,0.5473165726401329,0.19564743798495812,-0.03444560827442461,0.39208477005621173,0.49867971704142305,-0.05275092190819693,-0.0025839859493399136,0.19972821656826734,-0.03506425940141033,0.25261537725668537,0.4656685080903341,0.1804532846902418,0.3278701828771577,-0.08051026153486128,0.08192760468935598,0.346670419393117,0.02400018788173758,0.4273985258487245,-0.083925549162641,0.043807908683159064,0.06994499561466003,0.5279067001837155,0.47359583204799693,0.14499010605734136,0.2888304121711832,0.1180830690679628,0.31533280201964997,0.5258013987389628,0.3893152062833958,0.0668860102426857,0.4845428060142582,0.25007520808188305,0.39260065532896127,0.23099230950346333
Thal_PuM_L,-0.16058207738821337,0.33874405816629327,-0.3531158654655558,0.27940245204238323,0.029951308336848014,0.43521759224411655,0.38957568281772925,1.0,0.17540434449343428,-0.09833904681288919,0.5037916071708047,0.3511229809112003,0.35556998871351464,-0.059167633166457685,0.5760725346283396,0.10251172445364522,0.05641230859445073,-0.13252293177471314,0.3049886973661447,0.3698031620271508,0.5380128186503127,-0.13709958528324184,0.26232472343134045,-0.15048850905230904,0.30350638479644043,0.6143456236289087,0.17185201221912813,0.3852816982373452,-0.01453700060031947,0.2403525920700185,0.08855323319916865,0.09958116373051093,0.10143694885537624,0.332433652410148,0.029267638271608012,-0.08738775089044261,0.21793226570342109,-0.3231199414643161,0.2933372843562201,0.22916698344423583,0.07044492569996887,0.30805121233284455,0.36703407531292687,0.21125786460547535,-0.06347785893433977,0.12281975051437408,0.27780351351919996,0.010220912862988592,0.5634032306751,0.042871311703639524,-0.2579780998011782,-0.30237399604891696,0.2208602405479748,0.014551969205755756,0.19070712362936904,-0.001770421208899435,0.14790660948361833,0.1270044607739624,-0.20050354315560684,0.18642155361419355,0.5047852913487878,0.6418528238848734,0.19069875399521652,-0.07517091998050111,-0.07071454977078799,0.2308516119253856,0.6546616346271915,0.04439864527124178,-0.05853055547135203,0.05928828476691761,0.3308901430984896,-0.02979715929280379,0.4050467440085036,0.4023470862007207,-0.11003455813483229,0.2504524200670938,0.10270467599957527,-0.03710388561253987,-0.1902112350833265,0.511777222006383,0.06411459521825491,-0.03808397666192156,-0.13055229032167026,0.27185618270861894,-0.18383384801169467,-0.03637228907220352,0.06814384315107003,0.1758309530762688,0.3072045054156826,0.031042342331232875,0.18715103950698211,0.38187000251929926,0.032143931572560534,0.2868649635279665,-0.007530004899075747,0.1653281770655956,0.04933305853881556,0.2749734169189746,0.4166629721271065,0.09937540427261221,0.24746688948106638,-0.04021115288617467,0.1649022775720976,0.4267360702551801,0.3461685296790881,0.07537884857374047,0.53203839992548,0.35091245478607563,0.4927297686581578,0.41148179545232005
Temporal_Mid_R,0.14591876769793025,0.312580838028944,0.2480443392204834,0.026297819204854727,0.5299176768645338,0.4385091242132116,0.2091249760084593,0.17540434449343428,1.0,0.25434449778704854,0.39119957761367896,0.09769440837862205,0.1284503388037704,0.2907084024793743,0.2797417213846715,0.1022796876515101,-0.024256433068505553,-0.04923649455492377,0.5502984941045937,0.11435239845125604,0.38712807556139467,0.316156901284483,0.04445536644667879,0.07440408278937517,-0.08503194349229419,0.20638357229074675,0.2865649149111778,-0.12108269170254476,0.03769560214654749,0.12596415985658568,0.2237705000930444,0.16132297027227138,0.11833967989947156,0.28345334722605825,-0.0024509677910286376,0.16251246306379333,0.09572280100406376,0.3067838102271677,0.3305544743143615,0.3527382550697748,0.06622743037271757,0.15563343869673127,-0.016352405734340297,0.11619521410968287,-0.1241459242042567,0.11214258168567634,0.229076807632723,0.1679540226317656,-0.01583108978768994,0.1401554967454017,0.14341908146870325,0.06292425624481594,-0.015660446290332895,0.23530174735481177,0.07726298474309741,0.06336236890046915,0.28038276760469566,0.16415716938347008,0.0003308504338613202,-0.035794301375565,0.1772393512188461,0.39013590172326273,0.2825005117234973,-0.027803668133023318,0.022854418856776387,0.08397087608964253,0.521380614819347,0.015604949874415132,0.504102280551277,-0.07632152640908796,-0.08143232975306598,0.33720691997568775,0.09988721310818831,0.6544328418022357,0.032537740156348895,-0.11958441439010901,0.09431494927438955,0.032993707015989235,0.2798508788901239,0.23915557249076558,0.28393891561043294,-0.021367387820347715,0.1593197562877994,0.05668580097682926,-0.022917274100054015,0.2939744262723068,0.09248205406763156,0.214229913886047,0.7068809964229822,0.2279622604666133,0.07860740407254192,0.33429174306984255,-0.033364406684272076,-0.003947789985299336,-0.01317918398588768,0.2507907132314429,0.39283962099163966,0.14447442342551134,0.13262708243110824,-0.07598691295334915,0.4820446095034013,0.23066121572755113,0.1298527590502148,0.5444866362238998,0.20884296044547515,0.02442799676609272,0.4215669861945867,0.2985942590163696,0.4284317411808057,0.04902966871665555
Cerebellum_Crus1_R,0.13902173050050903,-0.11514392401040734,0.2506673918047201,0.005061947658375287,0.12613530958032965,0.10721660172554272,-0.06460832487110588,-0.09833904681288919,0.25434449778704854,1.0,-0.017276185200813254,0.17692819543690944,0.030806512184814873,0.01577572276560554,0.02774746262445225,-0.054379083699142246,-0.00627535265547274,-0.02559838081642327,0.08885986076496101,-0.3555855438089367,-0.11557208784118253,-0.07411218461959776,0.39484472626641215,-0.13002548877777956,-0.24100534296173798,-0.185538252721733,0.1580389111217537,-0.05935920693495548,0.23883435695829316,-0.07757581926093081,0.22423101539052825,0.12584560049509882,-0.018821713988501174,0.19710445517893646,0.3259021010927664,-0.15435832750399356,-0.1354418029191164,0.25033935006664654,-0.09608230769464031,0.062765945584895,0.015007686690578262,-0.17025321129527032,-0.04496775420907724,0.22168616635695687,-0.21905556089648937,0.060331761731100185,0.04495347395909834,0.17880753166493552,-0.13755165983716966,-0.06304543194185634,0.4088370684812023,0.5863536459586016,-0.2160790389568838,0.16983507947378185,-0.2934453356782617,-0.1266056763174001,0.2993436002667193,-0.11747439065699877,-0.2821217890110091,-0.21702536107822284,0.07586478828181924,-0.1236818400787352,-0.32068947043917356,0.4378185789553698,0.06280655450395818,-0.23433217331520223,-0.09661278147991641,0.3717088336207639,0.26627174133124576,0.12735307948013092,-0.18379275078460672,-0.1419203822432357,-0.2512352426917299,0.05451143041545424,0.34731901062100595,0.2510876231513179,-0.15767063314275243,-0.06955219307087855,0.42246938875172285,-0.4294513040776122,-0.01314355129126567,0.04716495264328095,-0.03178676940145483,0.2652872817302417,0.5465944236096583,0.02876764481089372,-0.03869165953376066,0.08499703742367914,0.08795869191258687,-0.030517455557648867,-0.36347466708740594,-0.1345768264161603,0.5593061528638988,-0.22804611588338458,0.06432827519221529,0.0834108589070923,0.1748718139242287,0.19151092690558863,-0.3743927789407868,-0.22219096345581002,0.18069734394799541,0.009642313541615417,-0.016453306849572722,0.1996823366881966,0.2824513546311989,-0.1281036427348037,-0.047753625068978636,-0.22210066659593086,-0.22950724633330635,-0.47443014977715386
