,SN_pr_R,Cerebellum_7b_R,OFCant_L,LC_R,Thal_MDl_R,Temporal_Inf_R,Precentral_R,Pallidum_L,Occipital_Mid_L,ACC_sub_L,Hippocampus_R,Frontal_Sup_2_L,Cerebellum_3_L,Cerebellum_9_L,Thal_MDm_L,Parietal_Inf_R,Vermis_6,Thal_VA_L,Thal_LP_R,Frontal_Inf_Tri_R,ACC_pre_L,SN_pc_L,Parietal_Sup_R,Paracentral_Lobule_L,Thal_LGN_L,Temporal_Mid_R,Cerebellum_Crus2_L,Thal_MGN_L,Thal_LGN_R,Precentral_L,Occipital_Sup_R,Thal_MGN_R,VTA_L,OFClat_R,Parietal_Sup_L,Occipital_Inf_L,Thal_PuM_L,Frontal_Sup_Medial_L,Vermis_4_5,Precuneus_L
Hippocampus_R,-0.05918274648243481,-0.11496247676794481,0.5382028746670964,0.2710073059776782,0.07128024921087253,0.38683574346399613,-0.17809036803558523,0.2491976886078422,-0.017118446356450642,0.03234744265546889,1.0,0.5005908599239755,-0.05679555376844679,0.07067901498228008,0.18181293940879784,0.024095555886192083,-0.031355081950359624,0.0801826894534683,0.18176307444777529,0.5250048075512619,0.14639759447662323,0.6779439443601648,-0.034687440036728294,-0.2203597451397684,0.12971286496529813,0.48850029107838555,-0.14347392295573405,0.05099736128297758,0.39326691406958114,-0.03259513345444087,-0.051743225616515,0.29251629220766173,0.5004425515831619,0.49739584947293886,0.0007242453877935894,-0.05391955090018763,0.42749822253318015,0.2561464552838456,0.32579297225596365,0.11592021180379837
Frontal_Sup_2_L,-0.0785794498379606,0.016957252933016115,0.1496392888946896,0.16707564485099888,0.1912721662863826,0.2559869748982858,-0.0653479372456895,0.3459464763581892,0.07505955486641662,0.2229445708168409,0.5005908599239755,1.0,0.06002257286682842,-0.12864877677175926,0.3545141177584355,0.044403806123261655,-0.4388519593707182,0.3207733924351557,-0.029134988805987933,0.5059394997323158,0.23138119470255483,0.44876505151224294,0.045014808784055935,0.09855537039486946,0.1586340874859694,0.09988721310818831,-0.1083661692085312,0.21061301899836773,0.3209307063446864,0.3641788891031431,-0.023315995962220944,0.1648453226941608,0.12181912084082036,0.18919961116269404,0.1370751320453694,0.06873042388687779,0.4050467440085036,0.2946127868773364,0.06631930715836404,0.01824192365311377
Cerebellum_3_L,0.16708587106056907,0.22859258006986694,-0.21844779853433002,0.16376051453334337,0.1712069158932015,0.1686475011090717,0.038276635846151603,0.22001753352908743,-0.005589883071941962,0.08991721633744353,-0.05679555376844679,0.06002257286682842,1.0,0.13699720153941425,0.39655017028956613,0.14861829909873125,0.013961377108321937,0.24441049574500304,0.17066429162704055,0.011146964833081696,0.17457984979038288,-0.12771216773741312,0.1099658542945991,0.5036793940591331,0.022209632312614167,0.17559125893459207,0.25417571247525084,0.27511679509738346,-0.029641481086566106,0.2388570107612872,0.02266788783266882,0.05191693987058448,-0.06583380902678744,0.13342776003637616,-0.017816747455204604,-0.0823439260863499,0.07500355698238743,0.1451665768659357,0.2833511902287379,0.4501574440828264
Cerebellum_9_L,-0.2490081402098541,0.4589965921044412,0.013066174039889732,-0.16990002856401124,0.18334310192507194,0.2126687243192768,-0.19886237573255638,0.20276257101653522,-0.10794589427894563,0.2146596174719324,0.07067901498228008,-0.12864877677175926,0.13699720153941425,1.0,0.04440570210557743,-0.12963234156431813,0.44423643301495475,-0.3970732391767652,-0.1506377863817472,-0.20336645071454218,0.12494988155372488,-0.10965479619962962,0.1623893439593334,-0.44969239549334816,-0.1954528147855994,0.1679540226317656,-0.14628707391573703,0.3286045734103319,-0.14496054358473326,-0.4404649719485791,0.06889734601441887,0.0957495973814532,-0.23527971431819827,0.058676801671681704,-0.11906738103304687,-0.11546170564056302,0.010220912862988592,0.21576122407699636,-0.07112695226420138,-0.11856953760687569
Thal_MDm_L,0.24763695291891114,0.0014471770369499394,-0.16357762331852466,0.21097926594549232,0.43521375096538994,0.12472768738612365,-0.000715706330344482,0.5991980062203917,0.1292447152727425,0.28209410286656766,0.18181293940879784,0.3545141177584355,0.39655017028956613,0.04440570210557743,1.0,-0.2768649730422486,-0.43450675527760213,0.4957964801028391,-0.02687444862093743,0.2522609999545929,0.48291450144343334,0.17296728356222288,0.3202992449082394,0.17602196769180137,0.05530485712258644,0.13262708243110824,0.10378403311478385,0.428893098796996,0.3250497617423378,0.0687117923675901,-0.2780939907903541,0.4287400687319936,-0.0667880788569619,0.05716988949182038,0.03517667379398104,-0.11181576057227356,0.4166629721271065,0.2893353308887291,0.14163695562973472,0.22979180468552088
Parietal_Inf_R,0.0014923519757656023,0.0717028525672447,0.10778986280115017,0.12117252137340496,-0.02524359803541198,0.07305968358579354,-0.11535108193129699,-0.10839928800203351,0.004073559576146232,-0.030492743247228875,0.024095555886192083,0.044403806123261655,0.14861829909873125,-0.12963234156431813,-0.2768649730422486,1.0,0.26125445898044364,-0.006606099470479285,0.31637990876989414,0.10691178118272474,-0.08675987176816975,0.017845412125658468,-0.4783323679904338,0.18405093706037234,0.2929679530479402,0.09493321626346203,-0.021883779933153706,-0.0836306838190912,0.03660313919887728,0.4165833836378399,0.39513239023933355,-0.09201799511976726,0.24010156789592524,0.17234538737929875,-0.14287700160658998,0.07410569930522559,-0.0046175831380816665,0.0057794502973917946,0.048067939653183824,0.04197818215443994
Vermis_6,-0.046366582606721767,0.23612527795953636,0.13293825155601335,-0.19118939958882597,-0.06594049355239595,0.05264599997334544,-0.21677292523771746,-0.2989173376360048,-0.2020802765685916,-0.33593731963604456,-0.031355081950359624,-0.4388519593707182,0.013961377108321937,0.44423643301495475,-0.43450675527760213,0.26125445898044364,1.0,-0.38419339880934755,0.330219887336069,-0.2229017455516161,-0.09335078792844194,-0.12752335466220066,-0.1754072254144829,-0.2438507348415054,-0.026092212542548805,0.19077365098971524,0.11136782064714251,-0.24940108565791916,-0.1905627615238374,-0.15480381665155596,0.3514006009906414,-0.0010802797183421997,0.24500443838026595,0.11913504507007183,-0.01740768368609404,-0.13249342335637074,-0.2438876043996421,-0.028908445949103915,0.2160182575763042,0.0964405599363391
Thal_VA_L,0.2532049049493836,-0.25500820326441026,-0.23977636229045757,0.21379157929158443,0.07559393133945808,-0.18739310820365768,0.008996751570395728,0.2924823270048443,0.11298212524162861,-0.2271078289258052,0.0801826894534683,0.3207733924351557,0.24441049574500304,-0.3970732391767652,0.4957964801028391,-0.006606099470479285,-0.38419339880934755,1.0,0.08022249716433942,0.3028746089739442,0.21048569904506567,0.19723608564578393,0.1161438855349158,0.4853635734510511,0.030447184401763437,-0.11071574660852171,0.21829712592246797,0.07073644469887624,0.19037680943386778,0.4660428977030794,-0.17894883397328976,0.07038817390307381,0.12163095398464616,-0.1764637874606355,0.1717400081832288,0.03540643677185945,0.17419786461328993,-0.03396863127019198,0.259526474517681,0.4167176991650117
Thal_LP_R,0.4177018221708648,-0.15813643301636207,0.1260789810190903,0.2417453863003424,0.22205795629592215,0.04642437927209171,-0.0028147969327102463,-0.031046737550528652,-0.032236847763290034,-0.23088722379309073,0.18176307444777529,-0.029134988805987933,0.17066429162704055,-0.1506377863817472,-0.02687444862093743,0.31637990876989414,0.330219887336069,0.08022249716433942,1.0,0.1421387818319487,0.08755512907981797,0.1653047740338989,-0.24938798257580003,0.1729479710836278,0.2694037996871972,0.2801005191414402,0.22115888566219796,-0.21854220195419377,0.07591708280277404,0.1760413723223467,0.07891044592703343,0.2710802485568301,0.4813924696871658,0.1497365528139927,-0.05540603354259904,-0.006785710588316229,0.015486919723637735,0.15590782880570872,0.4521056048458939,0.306801567227001
Frontal_Inf_Tri_R,0.05825815442104378,-0.03554176287336114,0.06654491093684194,0.18368684232478727,-0.008283109746886789,0.3601869105568462,0.08626903008944707,0.23232530411311753,0.04190583644271447,0.09677158077799096,0.5250048075512619,0.5059394997323158,0.011146964833081696,-0.20336645071454218,0.2522609999545929,0.10691178118272474,-0.2229017455516161,0.3028746089739442,0.1421387818319487,1.0,0.1272003039171315,0.4491357649623223,-0.12028125245642968,-0.02270649865059327,0.23893876605782088,0.37226843482675775,-0.030845898186327454,0.04783499106042944,0.2502401237204219,0.3020508222755557,0.023741066778234156,0.22496613155134035,0.25555915572355536,0.02802746347248818,-0.010698602519436945,0.03176069729821692,0.5336860678565375,0.2447729185426081,0.19713410832218278,0.07253675994253349
ACC_pre_L,0.2586812933224065,0.054589719016227514,0.10072640318591854,0.07476366880742237,0.296989981577288,0.06744098414911068,-0.3046670106317098,0.373996283513882,0.26034642209590914,0.2339683361640011,0.14639759447662323,0.23138119470255483,0.17457984979038288,0.12494988155372488,0.48291450144343334,-0.08675987176816975,-0.09335078792844194,0.21048569904506567,0.08755512907981797,0.1272003039171315,1.0,0.0157940006153567,0.057137655206965225,0.01706783168155443,0.1655968732496619,-0.016352405734340297,0.13272810598262128,0.26590369561042954,0.15578284989229277,0.04122413344773191,0.028867273557085307,0.24877638923777592,0.13732694387256056,0.11988162833254906,0.035668998894850486,-0.02025349168757291,0.36703407531292687,0.6095172002542945,0.1344873348561732,0.05978224796654274
SN_pc_L,0.051090418826084213,-0.306901797616465,0.1600905265798925,0.243729581384116,0.026684588068130236,0.1959776998610168,-0.06250979956581836,0.08527278003560705,0.10660477306072676,-0.06673660276293494,0.6779439443601648,0.44876505151224294,-0.12771216773741312,-0.10965479619962962,0.17296728356222288,0.017845412125658468,-0.12752335466220066,0.19723608564578393,0.1653047740338989,0.4491357649623223,0.0157940006153567,1.0,-0.11844305018330054,-0.05774588837782605,0.16741903824263699,0.29518984791049085,-0.06817751458536461,-0.018875379234750276,0.48888689725173706,0.07040345092863728,-0.07112116370010067,0.28413652684388846,0.4555187168397029,0.13440655555097097,-0.013475285534893994,0.007838580257509975,0.2830282149895945,0.07434333025884717,0.31681646697052734,0.11745457067869176
Parietal_Sup_R,0.11125097657800605,-0.026848476694187457,-0.11461955969785174,-0.031145641510501296,0.08566474883072159,0.034631651680798965,0.028836591553094162,0.16445371322587377,-0.03046600400989158,0.13758956909811654,-0.034687440036728294,0.045014808784055935,0.1099658542945991,0.1623893439593334,0.3202992449082394,-0.4783323679904338,-0.1754072254144829,0.1161438855349158,-0.24938798257580003,-0.12028125245642968,0.057137655206965225,-0.11844305018330054,1.0,-0.023405297373248424,-0.285372447746023,0.08989230352444513,0.021916130865402103,0.10275681682821741,-0.04053163677664932,-0.24924865010218034,-0.4322182448726452,0.06753361747656822,-0.18073706938434578,-0.1081584579865348,0.1920862921257802,-0.1512826780926169,-0.010405086474027091,0.11220836774471361,0.07219723346132878,0.21654360504967163
Paracentral_Lobule_L,0.47652087343850896,-0.16200315727529863,-0.3005056242636959,0.18173050702795293,-0.02272621420455949,-0.046289960577741304,0.30418808105096207,-0.007116885374485089,0.1582367936857876,-0.11625520432219762,-0.2203597451397684,0.09855537039486946,0.5036793940591331,-0.44969239549334816,0.17602196769180137,0.18405093706037234,-0.2438507348415054,0.4853635734510511,0.1729479710836278,-0.02270649865059327,0.01706783168155443,-0.05774588837782605,-0.023405297373248424,1.0,0.07178365051575457,-0.04923649455492377,0.3525467925188181,-0.05781421156644049,0.05313160954997923,0.6379318892749541,-0.1336445089538815,-0.11805206157348525,0.08803333275897851,-0.07032074325534494,0.1529794082401664,0.12780264109684245,-0.13252293177471314,-0.19633607846693968,0.3758614165009375,0.560270829765843
Thal_LGN_L,0.0847468524962802,-0.03740643754467946,0.13518028662913428,0.22672897076354903,0.16239246749684633,0.030446011307296152,-0.1757512111210675,0.0533930360115198,0.08149605702461597,0.1117486896835507,0.12971286496529813,0.1586340874859694,0.022209632312614167,-0.1954528147855994,0.05530485712258644,0.2929679530479402,-0.026092212542548805,0.030447184401763437,0.2694037996871972,0.23893876605782088,0.1655968732496619,0.16741903824263699,-0.285372447746023,0.07178365051575457,1.0,0.05668580097682926,0.13750739668055767,0.06964626269539702,0.19491658061364572,0.2687245099888874,0.3783558570419848,0.021831048901517085,0.2409809809735264,0.23103576280888097,0.10249540682217294,0.07149623829154297,0.27185618270861894,0.0757215195312838,-0.013665748746929473,-0.11156313527602368
Temporal_Mid_R,0.2939744262723068,0.0970064599523996,0.16132297027227138,0.28552419085199987,0.11214258168567634,0.7068809964229822,-0.0109642819352068,0.10976279050503011,0.032993707015989235,-0.014601822405646283,0.48850029107838555,0.09988721310818831,0.17559125893459207,0.1679540226317656,0.13262708243110824,0.09493321626346203,0.19077365098971524,-0.11071574660852171,0.2801005191414402,0.37226843482675775,-0.016352405734340297,0.29518984791049085,0.08989230352444513,-0.04923649455492377,0.05668580097682926,1.0,-0.04174187394374071,-0.015660446290332895,0.312580838028944,-0.07632152640908796,-0.14099183279805755,0.29870961131396506,0.28038276760469566,0.2865649149111778,-0.01317918398588768,-0.024256433068505553,0.17540434449343428,0.1284503388037704,0.504102280551277,0.36094314688733753
Cerebellum_Crus2_L,0.2187084894889559,-0.09246634938194198,-0.18075966092444135,0.0031371502944911324,0.11876655439866839,-0.08101573808984766,0.05447112936828477,-0.06405193626066323,0.11101524938571082,-0.16506738286641123,-0.14347392295573405,-0.1083661692085312,0.25417571247525084,-0.14628707391573703,0.10378403311478385,-0.021883779933153706,0.11136782064714251,0.21829712592246797,0.22115888566219796,-0.030845898186327454,0.13272810598262128,-0.06817751458536461,0.021916130865402103,0.3525467925188181,0.13750739668055767,-0.04174187394374071,1.0,0.02345365481707213,-0.041682736902975914,0.31918153864976817,0.14200158407275731,0.007440289292054281,0.13483843273696003,-0.02582751856667817,0.19949993147067424,-0.05595701572274882,-0.0880456587284177,-0.00969414459479671,0.2742712189226111,0.24295865728453014
Thal_MGN_L,-0.243608685233014,0.31398718425313554,-0.1613328800283284,0.04138378998010154,0.3058610771069179,0.07030704522399737,-0.08670492343808579,0.28001054391258756,0.04176848275315393,0.37873111620848765,0.05099736128297758,0.21061301899836773,0.27511679509738346,0.3286045734103319,0.428893098796996,-0.0836306838190912,-0.24940108565791916,0.07073644469887624,-0.21854220195419377,0.04783499106042944,0.26590369561042954,-0.018875379234750276,0.10275681682821741,-0.05781421156644049,0.06964626269539702,-0.015660446290332895,0.02345365481707213,1.0,-0.03746269703075399,-0.10758405210228485,0.01008023452359443,0.031466754256022335,-0.33469529179085195,0.017910846048093464,0.01834473073633122,-0.06186491294907119,0.2208602405479748,0.30199605186405615,-0.1811112632499037,-0.13933433634404818
Thal_LGN_R,0.2786973549071821,-0.1141144871294828,0.05662677697465869,0.22986887073807374,0.15246018099637676,0.2841134941833675,-0.07781009519902941,0.1318739258426543,0.17337567664188272,-0.058020263669548086,0.39326691406958114,0.3209307063446864,-0.029641481086566106,-0.14496054358473326,0.3250497617423378,0.03660313919887728,-0.1905627615238374,0.19037680943386778,0.07591708280277404,0.2502401237204219,0.15578284989229277,0.48888689725173706,-0.04053163677664932,0.05313160954997923,0.19491658061364572,0.312580838028944,-0.041682736902975914,-0.03746269703075399,1.0,0.09597867832614478,-0.06507854090108285,0.5336064263424034,0.311847648884205,0.12384108569884031,0.0512097599721233,-0.03887252952204585,0.33874405816629327,0.08078493664678449,0.21560775685687303,0.21197093265246342
Precentral_L,0.21723172588665696,-0.07326949332258528,-0.19410051526764988,0.07601081548738622,-0.09066118388378923,-0.03091003172837412,0.08096232519001183,-0.02923776076386403,0.03534192109291605,-0.08243137833079246,-0.03259513345444087,0.3641788891031431,0.2388570107612872,-0.4404649719485791,0.0687117923675901,0.4165833836378399,-0.15480381665155596,0.4660428977030794,0.1760413723223467,0.3020508222755557,0.04122413344773191,0.07040345092863728,-0.24924865010218034,0.6379318892749541,0.2687245099888874,-0.07632152640908796,0.31918153864976817,-0.10758405210228485,0.09597867832614478,1.0,0.21361369682699666,-0.2018838528638987,0.2250114247774985,-0.05985466271697637,0.1863476073883021,0.053951657504179074,0.05928828476691761,-0.0708691305672685,0.2083143686281537,0.27321598980600487
Occipital_Sup_R,-0.33870025738386944,0.28457444569012424,0.09120812563615692,0.05971788558925835,-0.022798497068007156,-0.07343858961035932,-0.32315064406324423,-0.13571938065558609,-0.022471770827948746,0.027969903587154798,-0.051743225616515,-0.023315995962220944,0.02266788783266882,0.06889734601441887,-0.2780939907903541,0.39513239023933355,0.3514006009906414,-0.17894883397328976,0.07891044592703343,0.023741066778234156,0.028867273557085307,-0.07112116370010067,-0.4322182448726452,-0.1336445089538815,0.3783558570419848,-0.14099183279805755,0.14200158407275731,0.01008023452359443,-0.06507854090108285,0.21361369682699666,1.0,-0.17772490190007437,0.15964751074413366,0.1859822027127084,0.05485498103503608,-0.05712142403331699,0.03987336307271045,0.06509207426141833,-0.2520751151935364,-0.3186193217597967
Thal_MGN_R,0.31577102790491507,0.0157668349861022,0.09098867713026618,0.08279673252289516,0.49508756991967867,0.21008467562978209,-0.0963341262684026,0.313537001762672,0.18416928341455838,0.002301137479896732,0.29251629220766173,0.1648453226941608,0.05191693987058448,0.0957495973814532,0.4287400687319936,-0.09201799511976726,-0.0010802797183421997,0.07038817390307381,0.2710802485568301,0.22496613155134035,0.24877638923777592,0.28413652684388846,0.06753361747656822,-0.11805206157348525,0.021831048901517085,0.29870961131396506,0.007440289292054281,0.031466754256022335,0.5336064263424034,-0.2018838528638987,-0.17772490190007437,1.0,0.17231338215651995,0.09385002996721707,-0.07991750228377595,-0.2083104313017391,0.14034434529038609,0.1531042221675229,0.2755474038857004,0.14484383333060277
VTA_L,0.2788293046985949,-0.2660943973658793,0.37374542947940176,0.180925682817647,-0.1069241061869679,0.08868269027696819,-0.24575389759572214,-0.1413783574293336,0.015044374231224825,-0.252467958268857,0.5004425515831619,0.12181912084082036,-0.06583380902678744,-0.23527971431819827,-0.0667880788569619,0.24010156789592524,0.24500443838026595,0.12163095398464616,0.4813924696871658,0.25555915572355536,0.13732694387256056,0.4555187168397029,-0.18073706938434578,0.08803333275897851,0.2409809809735264,0.28038276760469566,0.13483843273696003,-0.33469529179085195,0.311847648884205,0.2250114247774985,0.15964751074413366,0.17231338215651995,1.0,0.3622162433245964,0.03998134952595527,-0.07767127282095293,0.14790660948361833,0.18991983072830143,0.4562704631506007,0.2777771492435635
OFClat_R,-0.09622859981103873,0.10242800208343467,0.7419268004045053,0.10663159341433079,0.06658651557107559,0.2757227472217429,-0.19376568191262158,0.13140868052934887,-0.08909102543792662,0.1040053706059417,0.49739584947293886,0.18919961116269404,0.13342776003637616,0.058676801671681704,0.05716988949182038,0.17234538737929875,0.11913504507007183,-0.1764637874606355,0.1497365528139927,0.02802746347248818,0.11988162833254906,0.13440655555097097,-0.1081584579865348,-0.07032074325534494,0.23103576280888097,0.2865649149111778,-0.02582751856667817,0.017910846048093464,0.12384108569884031,-0.05985466271697637,0.1859822027127084,0.09385002996721707,0.3622162433245964,1.0,0.002623694026991842,-0.010601941854475952,0.17185201221912813,0.06623836750597092,0.07007425585820506,-0.041615228299404686
Parietal_Sup_L,0.10889025251131369,-0.04193599608608695,-0.07943172380313199,0.0178246883119011,0.09088426687555688,-0.005207674379557362,-0.05108505076438909,-0.02678683483385405,0.052460934697601706,-0.048181664469156,0.0007242453877935894,0.1370751320453694,-0.017816747455204604,-0.11906738103304687,0.03517667379398104,-0.14287700160658998,-0.01740768368609404,0.1717400081832288,-0.05540603354259904,-0.010698602519436945,0.035668998894850486,-0.013475285534893994,0.1920862921257802,0.1529794082401664,0.10249540682217294,-0.01317918398588768,0.19949993147067424,0.01834473073633122,0.0512097599721233,0.1863476073883021,0.05485498103503608,-0.07991750228377595,0.03998134952595527,0.002623694026991842,1.0,0.04129193239314606,-0.007530004899075747,0.006003618940393696,0.08301481349352308,0.11874714599792295
