,Temporal_Mid_L,Cerebellum_Crus2_L,Angular_L,Precentral_L,Thal_MGN_R,Cerebellum_3_L,ParaHippocampal_L,Frontal_Mid_2_R,Temporal_Pole_Sup_L,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Vermis_10,N_Acc_R,Parietal_Inf_L,Cerebellum_7b_R,Putamen_R,Supp_Motor_Area_L,Hippocampus_L,Cerebellum_3_R,Thal_PuL_R,N_Acc_L,LC_R,Thal_VPL_L,Heschl_L,OFClat_R,Thal_VPL_R,ACC_sup_L,Thal_LP_L,Occipital_Inf_R,Insula_L,OFCant_L,SupraMarginal_R,Vermis_8,Thal_PuM_R,ACC_pre_L,Olfactory_R,Amygdala_L,Frontal_Med_Orb_R,Thal_LGN_L,Calcarine_L,Thal_MDl_L,Frontal_Inf_Tri_L,SN_pc_L,Frontal_Inf_Oper_L,Rectus_R,OFCmed_R,Calcarine_R,Caudate_R,Precuneus_L,Thal_PuI_R,Rolandic_Oper_R,Thal_VA_R,Occipital_Mid_R,Rectus_L,Occipital_Inf_L,Frontal_Mid_2_L,Temporal_Pole_Mid_R,Cuneus_L,Paracentral_Lobule_R,Cerebellum_Crus1_L
Temporal_Sup_L,0.415162326125085,-0.029699844899303673,-0.4042651306755714,0.006132591577124766,0.20157659372781633,0.26127068929155106,0.041014003328453494,0.13499480381018233,0.3889317509743743,0.403863684810625,1.0,0.25015618357345,-0.09998100353422786,-0.2369268105267584,-0.17225451148262683,0.10574714788736528,0.01157627678870598,0.10510758617285819,-0.02186444222981888,0.06553902019213405,0.1856750011087636,-0.11637609789217047,0.30541874385552237,0.18361453780733997,-0.02143125466270139,0.24271256282038556,0.20516028487935797,-0.10613050916789331,0.15826132171700363,0.3227675175414173,0.014698407042445655,0.12400468809913474,0.3487617471185292,0.13103219029281646,0.17490737161173506,0.02364205225676639,0.25169271540515537,0.15597396516756928,-0.12565179266977372,0.18286845342811067,0.033030582475438525,0.3705862681690761,0.28688965939523253,0.05332350499766047,-0.07373669348191135,0.13095730160452743,0.4278940034221562,0.04604762722112813,0.4942072157301621,0.12089144170034088,0.07266819479644666,0.0053726330580746665,0.2602595113580547,-0.11285262331280203,-0.10068578712438929,0.1607495569926698,-0.008509067310162759,0.24234195637551217,0.18616928255453277,0.06803070137949609
Vermis_10,0.3980803376350277,-0.06680378327355772,-0.36600143979213057,-0.4163629479652218,0.2764430538438454,0.05417825441292702,0.40542357439130683,0.08207895165987043,0.5505547995351638,0.2752232821412327,0.25015618357345,1.0,0.15291933411971506,-0.42461337499034296,-0.017679604425809976,0.027423542957736913,-0.33418803590934154,0.32330056829712933,0.22323724542088452,-0.1570503409680034,0.2622581126977854,0.07438507088714408,0.31191303418524974,-0.065248141766241,0.2059667080176266,0.25980075615987064,0.11248679846042282,0.14938135890319926,0.022021998190039287,0.1909430405071423,0.20573159163142987,-0.022626837738621803,0.2854052490047173,0.10321648858278401,0.27916648652373394,0.17695065149496503,0.42519611540628055,0.23456339394847273,-0.18881665344073523,-0.036616255735259146,0.06783539029421473,-0.09108158568468017,0.20676818666794217,-0.3881159332369576,0.25232310921740797,0.3502420813610768,0.15900396066677533,0.23368416245084614,0.20145960039824162,-0.0009566274450638881,0.1410534300816155,0.16131235204713903,0.07753637970314854,0.24299340277331336,-0.0024918976193323405,0.008662562319766188,0.2300515405305463,0.41092730500659014,-0.22360317440258626,0.26796928422875516
N_Acc_R,0.00945968810499218,0.06414848529202674,0.09383537468584868,0.02220265767516216,0.2948286289796287,0.28331118097184516,0.37092731163043974,0.3087299003791534,-0.03912627842261232,0.10020110056079137,-0.09998100353422786,0.15291933411971506,1.0,-0.07028214592738942,0.17677039905932074,0.1902498144814844,0.06766794695430059,0.2478417138593586,0.30073718626915286,0.12847489647398133,0.2557920679603791,0.194223279047496,0.08601724931639004,0.08835748758756677,0.27712184306377863,0.19704553815246575,0.14243643067922654,0.22199860282066444,0.028510424813720504,0.3243321857806379,0.08577521385328239,0.16830695447519328,-0.02154565584217463,0.12411123809138598,0.38018737975833966,0.3978865891600639,0.2363067544908816,0.04635449468160033,0.22221317767574095,0.080303775506076,0.14738545914837367,-0.15917168653837144,-0.03723825508886501,-0.10784989838392924,0.3679951381914351,0.167887685674187,0.01974578345288346,0.5970745253964932,0.04971079825657732,0.357244723489336,0.11730179345143295,0.42116374048918453,0.0829852383710563,0.4267326284123205,-0.029341168489436152,0.05143516204608981,0.07886511075220176,0.1450539961625837,-0.1351558914756405,0.2614709243660403
Parietal_Inf_L,-0.30997869317172794,0.17867447261813577,0.5314839057225068,0.32304495067457534,-0.24749285487430203,0.1349687456464209,-0.18837760332340384,-0.16605079141930756,-0.3485783078674759,-0.0947629988763436,-0.2369268105267584,-0.42461337499034296,-0.07028214592738942,1.0,0.07546296693803414,0.24878305535477574,0.13890485068254207,-0.12013787610943383,-0.04755456460670767,0.17030302870219832,0.0016557270382685449,0.08602179605437896,-0.2355354558720038,0.07296743726064497,0.23491857328591967,-0.1938681517667533,-0.1243786304453708,-0.18408399297871458,-0.08801297803822418,-0.10631702872956938,0.14797592299955728,-0.05514006935542624,-0.23059895514054446,0.05122998961425745,-0.20055103739102,-0.17827374604773955,-0.37206791574373954,-0.2446432871442347,0.294555397240153,0.35969892266831904,0.22491643722139024,-0.148866726255143,-0.03858968470477282,0.2821816703112333,-0.1578326739991791,-0.23323129005037022,0.05863534281587825,-0.03506425940141033,-0.027256409818058915,-0.039557760495204895,-0.19275119438014748,-0.23448280895499143,-0.2641167775253405,-0.09828431986506356,0.00024855688482267247,-0.23961089881355027,-0.3902330978001231,-0.4409074664852078,0.13029535275344714,-0.1501741515479301
Cerebellum_7b_R,-0.04187334382284775,-0.09246634938194198,0.24909386141876005,-0.07326949332258528,0.0157668349861022,0.22859258006986694,-0.05421117277064821,-0.07188644249186067,-0.09245423306078096,-0.11180662916751007,-0.17225451148262683,-0.017679604425809976,0.17677039905932074,0.07546296693803414,1.0,0.022824253394446322,-0.25247398075157007,-0.07052030660249177,-0.010900921175473664,-0.07161359674181704,-0.07535998052855389,-0.16260339522789471,0.1740276993442457,-0.09713702906697227,0.10242800208343467,-0.03747084591364868,-0.21688302390788036,0.04039796789368236,-0.07810401027836308,-0.055076359353909955,-0.04206928186491055,-0.1581989494890319,0.09796134923862336,0.12006114295320489,0.054589719016227514,0.028337036924255234,-0.17171674783914595,0.07366866894138274,-0.03740643754467946,-0.0808954005048089,-0.026922586849607324,0.06131001811539842,-0.306901797616465,0.03257657114211708,0.23080973298189872,0.2296494897848268,-0.17225373847150094,0.06597763628992201,-0.23281379395525634,-0.026361151402981467,-0.046394639605951894,0.2890963708329286,-0.13702126350879762,0.3270177592532365,-0.05577596911123824,-0.20388575560781344,0.21105490100819385,-0.1531851872968807,-0.1840865960209428,0.07429907765078184
Putamen_R,0.08021288708547536,0.060036088320162356,0.03999459756569962,-0.05625313950185828,0.26430802062112807,0.08469746818248217,0.16098632525633283,0.11086201110257762,0.1782216935748116,0.337226444693744,0.10574714788736528,0.027423542957736913,0.1902498144814844,0.24878305535477574,0.022824253394446322,1.0,-0.18914556015055659,0.27760042579207284,0.29077669400724665,0.2346344271522784,0.40914534633236554,0.2647991882871556,0.25157954056294124,0.08774955022686803,0.48709533331507443,0.3168323328115166,0.3230706669582829,-0.02819111342522765,-0.016765629733810725,0.4315174905227695,0.48016456132390856,-0.18597379915710952,-0.13812942747313953,0.3644040202170718,0.31288470398871365,0.41168992539765165,0.178871479148075,0.40351573623324183,0.2742366922101524,0.06908970674917092,0.3681094570138756,0.11214815696633082,0.2791123320726991,0.13866064752645205,0.27074403422665577,0.26177358498901987,-0.16540409009560514,0.5279067001837155,-0.08228453965428438,0.1318981996455669,0.035615580489413295,0.08382712028096734,-0.23461301503335857,0.23446471688858306,-0.09041356518334925,-0.06848109993329513,0.0731083140933983,-0.10645985031773564,0.011610294075806393,-0.06894897864267412
Supp_Motor_Area_L,-0.31856308933071403,0.2651902358598123,0.011335048225878535,0.7668973858930529,-0.16677968180691036,0.19254730302370895,0.14565967924776427,0.30263868439654323,-0.5837388977957008,-0.03067417473346672,0.01157627678870598,-0.33418803590934154,0.06766794695430059,0.13890485068254207,-0.25247398075157007,-0.18914556015055659,1.0,0.16015609314622295,0.11916072467812183,0.04828807561422025,0.1925355095527124,0.08662718148471532,-0.4555561949246074,0.08752514801486257,-0.10534469151454706,-0.17165165839311416,0.1320847771149526,0.2378190894481934,0.05162070627949374,-0.01298889613331655,-0.22758832977328422,0.35152489113779595,-0.041984535300928626,-0.2702808776363418,-0.06311980511695511,0.0071358510343652775,0.2188192826713952,-0.3811070505406703,-0.02951491996344194,0.3509331178383693,0.01147484097307826,0.1823909920964164,0.08932387914599191,0.33547251148879653,-0.13068647084023585,-0.13056517877241197,0.30609285049396373,0.027264483466332295,0.31584562657953696,0.187437737468967,0.1828260205200676,-0.1176584281095331,0.20519458311524066,-0.08330739355874851,0.07509114161364548,0.4885487261478873,-0.14164905971511052,-0.007994227400390987,0.4389678841069989,-0.0710743703294029
Hippocampus_L,-0.07135120817657999,-0.025063212521235542,-0.013224957255872319,0.21551423816603035,0.19557696198166682,0.15823370760755076,0.8534145409549074,0.6370723804020707,0.05161391642607653,0.45866168562034404,0.10510758617285819,0.32330056829712933,0.2478417138593586,-0.12013787610943383,-0.07052030660249177,0.27760042579207284,0.16015609314622295,1.0,0.6490607583628145,0.04194516179415581,0.4349233425941054,0.360515146096388,0.06357306537897495,0.14424833566970957,0.34932275342870506,0.08095924791786055,0.42511895600779914,0.6575415534152725,-0.06337515479714957,0.6412036002448325,0.18639797375783473,0.1106077072791006,-0.09629936341796004,0.03380241486552046,0.2830762956237258,0.46153014799794595,0.756710878189717,0.311905969122861,0.23860515948417335,0.10539912839907654,0.032638789932297456,0.22894235381685288,0.4585370611497674,0.16206036367174737,0.2731719093219297,0.295216819301735,-0.033650843478732304,0.39574540884170456,0.2323452167353042,0.15268120725499862,0.5325399265844374,-0.030963457534885323,-0.0405819379441286,0.26632313770878807,0.04827950379546806,0.4169658735307997,0.2648709559984383,0.2597074781583834,0.21002778919126136,0.022859676731001477
Cerebellum_3_R,-0.16651988420356567,-0.01351179073206763,0.010814726683703191,0.16256431699256757,0.20353914070403328,0.14462523712562544,0.6668531523462945,0.6174326505442267,-0.11229232338729421,0.42187463238036665,-0.02186444222981888,0.22323724542088452,0.30073718626915286,-0.04755456460670767,-0.010900921175473664,0.29077669400724665,0.11916072467812183,0.6490607583628145,1.0,0.0959690303631302,0.31669645066050806,0.28655018985761577,0.04312295925050435,-0.029552204322377644,0.30056021863218746,0.06940121138310072,0.19702187739160648,0.5130303282839673,-0.18873939699317774,0.5487565856160894,0.14158964829346296,0.1575480307200689,-0.16414727754819988,-0.017897829126944296,0.22317703473557302,0.4168065262342494,0.44352948559898375,0.22217674301992293,0.2514491381623169,0.05013759627388565,-0.053833673810857546,0.23047135310814035,0.4611194141208091,0.23146064995238505,0.19312667293437463,0.10639544291363405,-0.1331656053646866,0.4444427153314188,0.10098956290794953,0.2557168022375101,0.4785907367059152,0.03020151156817938,-0.05641012007458377,0.23333806649514235,0.005620187502599676,0.30638999922378607,0.2632098893581133,0.033905840366909426,0.11125457757586313,-0.01195737108862941
Thal_PuL_R,-0.26640414640697113,0.2271876605602024,0.1352649464935149,0.14275315606519903,0.4893027087521839,0.02884216760963604,-0.001944435452903881,0.17708600138656622,-0.2420871783128024,0.22632503982230492,0.06553902019213405,-0.1570503409680034,0.12847489647398133,0.17030302870219832,-0.07161359674181704,0.2346344271522784,0.04828807561422025,0.04194516179415581,0.0959690303631302,1.0,-0.10007073809627264,0.20066225515341793,0.13488881842549216,0.48058167235618593,-0.019210872243302486,0.581605079676705,-0.05946278785255057,-0.05870580341347775,-0.044302075732712255,0.2707098958912417,-0.10384590414022833,0.1960253673941325,0.03590567164939384,0.5800794657251833,0.00504399591862681,-0.005469220174176194,-0.09084801427675414,-0.012123831899467386,0.28040244926955477,0.2336447498021443,0.05213556586107569,-0.008699374361747825,0.2434472548513817,0.12027123099443719,-0.14621862723047155,-0.15934139367501432,0.16930749658047684,0.3895511348733041,0.20818906798726955,0.6181508224380348,0.19240718978003082,0.2746851212064518,-0.10489632224134292,-0.17597749500856366,-0.04971633371880204,-0.23483234977944012,-0.18919960950996778,-0.23248415681972517,0.276850471970558,-0.1582999434035433
N_Acc_L,0.05380756437217451,-0.02220024373106369,-0.046636051618947426,0.10089918110407826,0.20885642164393511,0.04385150337520969,0.34826758395345486,0.13198412877295457,0.1484588633964464,0.43533192098272094,0.1856750011087636,0.2622581126977854,0.2557920679603791,0.0016557270382685449,-0.07535998052855389,0.40914534633236554,0.1925355095527124,0.4349233425941054,0.31669645066050806,-0.10007073809627264,1.0,0.0911725986635908,-0.05316892090178778,-0.12524287652100935,0.5777012747517369,0.18859923205164958,0.22484178173270178,0.0615342003392901,0.14617699535234874,0.2638440974328376,0.566203344148323,-0.11473998770191708,0.042796178277963566,0.09639005377558647,0.22521103776097934,0.5700327353056245,0.5091772118067901,0.3516881592009958,0.09429231637400108,0.06838429517284605,0.07585927249158826,0.049777566617604005,0.32178337997004164,-0.0453633327059107,0.419502833268642,0.542595750756606,0.06245121118704072,0.33664131448257634,0.14662145533916449,0.028752569062233613,-0.13461578998737248,-0.0007207088299384004,0.15854766285141328,0.4141555097680993,-0.011832750185600883,0.2750818296369582,0.09166665216578361,0.1317752454931601,0.004231768863942938,0.16053638019989097
LC_R,-0.14191925345337117,0.0031371502944911324,0.10549313885090977,0.07601081548738622,0.08279673252289516,0.16376051453334337,0.2493432913657122,0.16837763655901433,-0.08295217499166373,0.22264744365326422,-0.11637609789217047,0.07438507088714408,0.194223279047496,0.08602179605437896,-0.16260339522789471,0.2647991882871556,0.08662718148471532,0.360515146096388,0.28655018985761577,0.20066225515341793,0.0911725986635908,1.0,0.14031538556277245,0.21488266900126465,0.10663159341433079,0.14319883643321096,0.05817695942430383,0.1341005977824882,-0.021601687970582362,0.362774793915215,0.013900501890398364,0.1177616351122747,-0.128450773685095,0.14091159527857258,0.07476366880742237,0.166133741988517,0.18119217394826143,0.006257497561635071,0.22672897076354903,0.21107189529703188,0.3040797897402972,-0.00340577492233469,0.243729581384116,0.013612225386442864,0.0033440086001352,-0.05821397904376854,0.08086220516680612,0.19901444206997712,0.1334874763885019,0.2401675413048025,0.1765602079829306,0.07479623533538333,-0.013199169352553641,-0.036459920996333474,0.014867592853983631,-0.02474357544281561,0.02586558858779375,0.07482150664420494,0.22203206299222977,-0.013600409680314948
