,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Raphe_M,Temporal_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VPL_R,Temporal_Inf_L,Vermis_1_2,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R
Vermis_8,-0.19071107975631577,0.09632201808471247,0.15914341446592858,-0.002577825398877029,0.26307190956556475,-0.15028959804594344,0.09833172658691364,0.2980857022673697,0.06431347536359658,-0.06972978794067339,1.0,0.14693292133344574,-0.02334564992124181,-0.13243041072092382,0.06949133098609099,-0.09375797283136073,0.3487617471185292,0.042796178277963566,0.08969707646259036,-0.16945284282904308,0.13607573791511518,0.09467558702440643,-0.05132923881364433,-0.27206657972422005,-0.09155009214993516,0.023110471384776645,0.029684812451070915,-0.1602698523400182,0.24851685983758545,0.08843154961628868,0.17462263135720116,-0.08676176809073315,-0.3342784032279678,-0.07380840458290996,-0.041984535300928626,-0.08977461332000009,0.1593197562877994,0.010206162738428328,-0.07585258772103246,0.14776624148451106,0.04697186016254923,0.16841688815407868,0.11690385265428611,-0.03043348412130499,-0.17109030036349177,0.18313631784440354,-0.1362135435948945,-0.11847013059532936,-0.03178676940145483,0.15536655254486673
Thal_AV_L,0.2104843838511334,0.03169676472474978,0.16860859447500498,0.4332584946255905,-0.17546664408600832,-0.06494584977268442,-0.2997672650371403,0.043759844468119855,-0.08234441686451932,-0.006792455162252025,0.14693292133344574,1.0,-0.2226018811530997,0.3464834220521768,0.3245323493203257,-0.20820139410198987,0.16079637932147814,0.03136254407431458,-0.020526295583894127,0.26127062662809514,0.3922819558680315,0.035546182031473424,-0.043554874310293035,0.38481797552132707,0.4420220851405623,-0.12685694215931795,0.10496038289347454,-0.06697668966108565,0.527915661386208,0.2995000242259356,0.3245197782336243,-0.39257036066045903,0.13926252192928346,-0.265670493051846,0.25571721241865486,0.07604782736861891,0.14341908146870325,-0.08496955290024405,-0.19492964013461034,0.0958672120066965,-0.28547965543577236,-0.3241618894092075,0.4761440954181894,-0.18422519489825043,0.38676425398389874,-0.06302068036225307,-0.1400705105924455,0.35104725756392263,0.4088370684812023,-0.1839533112936187
Thal_MGN_L,0.014486034835343152,0.3058610771069179,0.054674820552725795,-0.052179245032037795,0.2277396667590067,0.08399371366527086,0.15176307488336493,-0.1700998581696717,0.07030704522399737,0.2190431584495268,-0.02334564992124181,-0.2226018811530997,1.0,-0.1427792362014162,-0.20424421606576115,0.14812865535426983,0.09692540755013991,-0.02458113226749029,0.428893098796996,-0.10758405210228485,0.15720558391575667,0.08884172047953834,0.15915087608838016,-0.11637389993999027,0.04298364837077424,0.05099736128297758,-0.10059021460546964,0.01834473073633122,-0.13933433634404818,-0.1059643961917052,-0.24940108565791916,0.37873111620848765,0.01008023452359443,0.17242928500107627,-0.16929934253947823,-0.09485962929325849,-0.015660446290332895,0.09455871583593357,0.21061301899836773,0.09466883503421572,0.10058740378107807,0.06199594911394876,-0.21854220195419377,0.06302394299683908,-0.1535816431948095,0.273061915231465,0.3548910547355095,-0.0836306838190912,-0.2160790389568838,0.3390609635636777
Paracentral_Lobule_R,0.3722852988370964,0.008934702284904929,-0.15501480016917754,0.33353656917365326,-0.22950874595221257,0.24985240173902024,-0.03842466862879477,-0.06915139620405089,-0.026498233716503092,0.1501895763803759,-0.13243041072092382,0.3464834220521768,-0.1427792362014162,1.0,-0.1080976186552906,0.10894628401058662,0.18616928255453277,0.004231768863942938,0.16017216735911316,0.44237955422872016,0.18138256593549024,0.33216436909388747,0.22432756746060667,0.12236674973426537,0.19400458612747956,0.08714571805153977,-0.05727815754294341,0.16164339679213494,0.3880173565967692,0.32659907174672925,-0.22824697449801895,-0.2713739045860642,-0.026087270242516666,0.06923765126528292,0.4389678841069989,-0.030747960925012092,0.06622743037271757,0.22298801062170678,0.37063089932483567,0.12028350117334341,0.14027466761661095,-0.0377318163292414,0.10617373004440304,0.258653948217834,0.07556032737835384,-0.07428306517527498,-0.014204567504034782,0.05333690996953233,0.015007686690578262,-0.22391546237226156
Vermis_9,-0.19922800320069045,-0.0889825672806567,-0.12064401092121929,0.08317547486620164,0.24985259166012677,-0.3450795831026517,-0.12659493846643577,0.12749702521560533,-0.2184992002777364,-0.09100815445168976,0.06949133098609099,0.3245323493203257,-0.20424421606576115,-0.1080976186552906,1.0,-0.41432666704549576,0.11342882213543212,-0.12544360099188331,-0.4021639058890368,-0.1887879644305165,-0.29151121391801477,-0.17138501994487962,-0.11552337859124664,0.2661149659317284,0.03975818324769327,-0.026841842941006975,0.3229732860699695,-0.06959722357823209,0.05785012300933603,-0.15785392470546716,0.6266763877514642,-0.34288521647311193,0.28106243169285855,-0.4878338218926336,-0.3633913352462726,-0.07118647095131017,0.06292425624481594,-0.40923516400043497,-0.4225978540414099,-0.12689932233988158,-0.5233508015839661,-0.30128502141660557,0.26914816508944184,-0.31252533990614495,0.2651762141134092,-0.07857022109294508,-0.3211863184081202,0.22490502302383464,0.5863536459586016,-0.18663642240734268
Amygdala_R,0.5069011716722923,0.24959731871920968,0.2847479502195496,0.11246532066106779,-0.11588830484665305,0.6167916515676116,0.03313789483963861,-0.1433229916237685,0.5499892101406073,0.3774759159081058,-0.09375797283136073,-0.20820139410198987,0.14812865535426983,0.10894628401058662,-0.41432666704549576,1.0,-0.1139944450555902,0.3081174194865818,0.351990521667964,0.28885664582343107,0.16312839093833628,0.28332052860091106,0.44820886418321865,-0.008486566240992638,0.072472486419729,0.5608010806457014,-0.1436738843871105,0.07547404928618859,0.08414990058894832,0.015853624971643138,-0.22291077698507616,0.35502217301812045,0.05166069798058974,0.8111690027127008,0.19613869726077987,0.4331061979687312,0.39119957761367896,0.5451003469631087,0.5117788351350091,0.15416423802934562,0.47988613477631026,0.534915496512905,0.08769875012265194,0.42957407253362295,-0.03034488554330501,0.1211743857071333,0.44061948041901444,0.040067854623692535,-0.017276185200813254,0.1769268104317934
Temporal_Sup_L,0.2003556006989078,0.007840865784589689,0.030474361752899342,0.11329957345413265,0.4685055393880692,0.022700304211550223,0.24234195637551217,0.15826132171700363,-0.20646091436233727,0.04980313830204078,0.3487617471185292,0.16079637932147814,0.09692540755013991,0.18616928255453277,0.11342882213543212,-0.1139944450555902,1.0,0.1856750011087636,0.3564723769083034,0.006132591577124766,0.06316148672908085,0.403863684810625,0.3227675175414173,-0.1441489543342527,-0.08739456522513753,0.23427370978291034,-0.13865954449227674,-0.05759171289986446,0.4942072157301621,0.12400468809913474,0.024393065322372974,-0.1544160754327326,-0.2814152488040613,0.041014003328453494,0.01157627678870598,-0.13847335457425358,0.06336236890046915,0.13499480381018233,0.18257187570298752,0.24271256282038556,0.28101603493132493,0.2234981241794375,0.22449854568122551,0.07266819479644666,-0.12240548271214034,0.13879720868474923,0.06028309217775062,-0.07906296099862278,-0.1266056763174001,0.0053726330580746665
N_Acc_L,0.28874445048828384,0.06865882394917207,0.08074233185294981,-0.04415219810214754,0.2707102320333497,0.09140019817309367,0.1317752454931601,0.14617699535234874,0.16696581356793483,0.2870073818404059,0.042796178277963566,0.03136254407431458,-0.02458113226749029,0.004231768863942938,-0.12544360099188331,0.3081174194865818,0.1856750011087636,1.0,0.12021244255002972,0.10089918110407826,0.06334715736094254,0.43533192098272094,0.2638440974328376,0.012269667877736267,-0.12244382691434308,0.5364655332705385,-0.4300311010843127,0.02743163856011311,0.14662145533916449,-0.11473998770191708,-0.07693191514642403,0.08993592311218183,-0.08435679308368972,0.34826758395345486,0.1925355095527124,0.26281872178748117,0.16415716938347008,0.13198412877295457,0.4439046276434404,0.18859923205164958,0.38211285959043495,0.3063390913805388,0.12653160688579843,-0.13461578998737248,0.015387903652910333,0.03541369381993069,0.2151112959169456,0.06787033150840574,-0.11747439065699877,-0.0007207088299384004
Thal_MDm_L,0.22573702344504182,0.43521375096538994,0.2994819701843363,0.28394486488877935,0.1670935244936898,0.3679717677561796,0.2723417480927879,-0.06225906330434343,0.12472768738612365,0.19104952544740036,0.08969707646259036,-0.020526295583894127,0.428893098796996,0.16017216735911316,-0.4021639058890368,0.351990521667964,0.3564723769083034,0.12021244255002972,1.0,0.0687117923675901,0.24598257762966574,0.34415870159881673,0.4316554330482806,-0.24018479631694026,-0.11910188721628905,0.18181293940879784,-0.19045462961858844,0.03517667379398104,0.22979180468552088,0.10298686804174921,-0.43450675527760213,0.28209410286656766,-0.2780939907903541,0.4212798933022548,0.09001322797982848,-0.014097687012711392,0.13262708243110824,0.3469708508632341,0.3545141177584355,0.4812820025542502,0.3012361169522029,0.2798399894890349,-0.02687444862093743,0.3407353605484513,-0.21601297800837174,0.45320312068481666,0.4858902898269275,-0.2768649730422486,-0.3743927789407868,0.40977996371305314
Precentral_L,0.43399229970752784,-0.09066118388378923,0.1347444409681048,-0.040798216994574976,-0.5469707056322637,0.3263693578469037,-0.1173826751536691,-0.07872795216301921,-0.03091003172837412,0.1497338567993645,-0.16945284282904308,0.26127062662809514,-0.10758405210228485,0.44237955422872016,-0.1887879644305165,0.28885664582343107,0.006132591577124766,0.10089918110407826,0.0687117923675901,1.0,0.3626101281836702,-0.045164917727683926,0.055889218545082,0.44946099570949344,0.32053355664633815,-0.03259513345444087,0.02906341594800803,0.1863476073883021,0.27321598980600487,0.08014348318673203,-0.15480381665155596,-0.08243137833079246,0.21361369682699666,0.17973204681942623,0.7668973858930529,0.04569171311364052,-0.07632152640908796,0.22528020740352767,0.3641788891031431,-0.2248131388718425,0.18009247325331593,-0.03312261133523324,0.1760413723223467,0.21604483300087088,0.28976200809334507,-0.18558105518550402,0.12868963844008594,0.4165833836378399,0.12735307948013092,-0.12788528691488185
Raphe_D,0.27604081316720747,0.14164953623962073,0.31129908548975294,0.24331652990193875,-0.301053349224986,0.15478573516719338,-0.09309702620000065,0.09652669422507378,0.20083468634197477,0.11279365832686568,0.13607573791511518,0.3922819558680315,0.15720558391575667,0.18138256593549024,-0.29151121391801477,0.16312839093833628,0.06316148672908085,0.06334715736094254,0.24598257762966574,0.3626101281836702,1.0,0.09103746984679288,0.09161791438674625,0.09488331594200922,0.3310215283659795,-0.06275428619301275,-0.12574402386352368,0.000622557451900277,0.3442645924265267,0.38991061320386194,-0.16409936374550105,0.05625040713004606,-0.10138714053930002,0.1431809277443777,0.38449151968686496,0.17464395589583004,0.23066121572755113,0.260434133618795,0.13646422367290698,0.04148718519196275,0.09069806985327312,0.0050915658679666275,0.1515637814700335,0.1451866394933524,0.07201946198159563,0.047122626170378205,0.09705389289126566,0.2714051133990176,0.009642313541615417,0.1370256839215783
Frontal_Inf_Orb_2_R,0.406328542498699,0.08803231069157927,-0.11211991584158194,0.32013693256175474,0.24247996787447818,0.2934121953778758,0.10715933613867161,-0.056498524617291955,0.2045776784953618,0.4061232389888536,0.09467558702440643,0.035546182031473424,0.08884172047953834,0.33216436909388747,-0.17138501994487962,0.28332052860091106,0.403863684810625,0.43533192098272094,0.34415870159881673,-0.045164917727683926,0.09103746984679288,1.0,0.709872053328564,-0.07188599454951787,0.013356312723140739,0.5625107073021592,-0.43251620701189214,-0.0640958767192668,0.21159468821491267,0.1303522379017379,-0.16648988352417401,0.06370131583814909,-0.1006154796403862,0.3776449369957563,-0.03067417473346672,0.189058044069825,0.3305544743143615,0.41388516468846287,0.5383053318656643,0.3505328756103798,0.3326305390884672,0.2896557116691797,0.17198897770093893,0.30552875892083914,-0.09079086917804559,0.15888926104907752,0.2553741513207908,-0.08253644988044155,-0.09608230769464031,-0.05281905201654363
Insula_L,0.495512287079646,0.15928738797052372,0.1281859677849922,0.4223497687656664,0.20960849857429426,0.5225889694942651,0.13776186264627657,-0.058742107188903374,0.34979223268702575,0.269473398340022,-0.05132923881364433,-0.043554874310293035,0.15915087608838016,0.22432756746060667,-0.11552337859124664,0.44820886418321865,0.3227675175414173,0.2638440974328376,0.4316554330482806,0.055889218545082,0.09161791438674625,0.709872053328564,1.0,0.01829532852760718,0.04103293500579378,0.5621981565687969,-0.26961043769860965,-0.12353772992295965,0.09508749708589938,0.1771420925810771,-0.17460079991797225,0.16370341867987956,-0.0008303908646479379,0.5502573241379974,-0.01298889613331655,0.28778199275529404,0.4215669861945867,0.6224942725334695,0.5041728526946274,0.26625835731786246,0.3637767798688561,0.3033277741239666,0.30255121512267846,0.5263502994768525,0.006262320949300759,0.18162440150115955,0.5287811939596931,-0.0024271472391607777,-0.047753625068978636,0.1136218190984973
Postcentral_L,0.2912117330600743,-0.02491233989591858,-0.019552800801057774,0.01574143182808797,-0.28660689032018566,0.08971653681288728,-0.361027619509845,-0.1192081998142156,-0.10180003999228845,0.2942103131172039,-0.27206657972422005,0.38481797552132707,-0.11637389993999027,0.12236674973426537,0.2661149659317284,-0.008486566240992638,-0.1441489543342527,0.012269667877736267,-0.24018479631694026,0.44946099570949344,0.09488331594200922,-0.07188599454951787,0.01829532852760718,1.0,0.5522805993735161,0.005357718388931633,0.17783044336619422,-0.05877841324955858,-0.014800576148999127,-0.16672719161975336,0.365721718775772,-0.16833400823599903,0.6160984436818856,-0.09170436262689427,0.07531873272653115,0.07602027799085023,0.010563931031140374,-0.058851458223473783,-0.03954614805364,-0.11011449168885575,-0.21228338828902635,-0.29789827225147636,0.343030888627741,-0.09810332473154536,0.5847237724549078,-0.05973508175523926,0.049832900697606264,0.6400387447165132,0.5577706809743661,-0.11534742767640588
Vermis_7,0.19021848527849794,0.032450235999270625,0.11456825860504166,0.1432081429889766,-0.4010618678470919,0.03740037356819137,-0.4045525567085381,-0.19662304820602602,-0.004053364611055895,0.2083960798926915,-0.09155009214993516,0.4420220851405623,0.04298364837077424,0.19400458612747956,0.03975818324769327,0.072472486419729,-0.08739456522513753,-0.12244382691434308,-0.11910188721628905,0.32053355664633815,0.3310215283659795,0.013356312723140739,0.04103293500579378,0.5522805993735161,1.0,-0.11555262266133562,0.02520278140105874,-0.06169520049653786,0.05481847102418834,0.03356690845089773,0.2767931466846892,-0.12673267577978004,0.46839591428168265,-0.09637250887016977,0.10976524847319401,0.06001221169718715,0.032537740156348895,0.008685561586884862,-0.043607758240463805,-0.029686982988092688,-0.21071962558211874,-0.3026553870579696,0.2728150070063517,-0.06876932748977055,0.42179607640931976,-0.03971304780935052,0.029360849822925396,0.49100193270758224,0.34731901062100595,-0.09541360504964345
Hippocampus_R,0.5257690370374332,0.07128024921087253,-0.1420328546877475,0.16514677378868262,0.281856396503994,0.3775901528170077,0.06633880970826499,0.0017179212591676167,0.38683574346399613,0.48104166845037843,0.023110471384776645,-0.12685694215931795,0.05099736128297758,0.08714571805153977,-0.026841842941006975,0.5608010806457014,0.23427370978291034,0.5364655332705385,0.18181293940879784,-0.03259513345444087,-0.06275428619301275,0.5625107073021592,0.5621981565687969,0.005357718388931633,-0.11555262266133562,1.0,-0.367519978810817,0.0007242453877935894,0.11592021180379837,-0.04625610938360471,-0.031355081950359624,0.03234744265546889,-0.051743225616515,0.5279323434144176,-0.08020660446355769,0.5049440441751272,0.48850029107838555,0.36045077415211185,0.5005908599239755,0.24783835222829634,0.46091734004386564,0.616078824706523,0.18176307444777529,0.30112698729657617,-0.08292442757803925,0.12097721483561456,0.2013565746732671,0.024095555886192083,0.05040928322950312,0.008778355345049877
Cerebellum_10_R,-0.12821069687195635,0.07151319377342655,0.2609015380070389,-0.03521450618864119,-0.1458138002930803,-0.07759353765731099,-0.06046366260733768,-0.021072716371904825,-0.19423176754286756,-0.13500790135473206,0.029684812451070915,0.10496038289347454,-0.10059021460546964,-0.05727815754294341,0.3229732860699695,-0.1436738843871105,-0.13865954449227674,-0.4300311010843127,-0.19045462961858844,0.02906341594800803,-0.12574402386352368,-0.43251620701189214,-0.26961043769860965,0.17783044336619422,0.02520278140105874,-0.367519978810817,1.0,0.06023014230036754,0.03937269841730181,-0.09754847742868726,0.3630013176164545,-0.17369611614412694,0.14190066135686735,-0.16307971024840962,-0.2648482283818491,-0.3171519510159961,-0.027803668133023318,-0.18932685035815078,-0.42495640367909554,-0.11458335227046049,-0.3337438784527187,-0.25497268116446103,0.1573368042820543,-0.10535297790702428,0.30205654817111444,0.022063909163888878,-0.04301666010047712,0.07414724936258042,0.4378185789553698,0.0861014618734281
