,Frontal_Mid_2_L,Red_N_L,Thal_MDm_R,Caudate_R,Heschl_L,Cerebellum_4_5_R,Thal_VPL_R,Caudate_L,Temporal_Sup_L,Vermis_4_5,Postcentral_L,Occipital_Sup_R,Rolandic_Oper_L,Thal_IL_L,Cerebellum_Crus1_L,Olfactory_L,Vermis_7,Calcarine_R,Raphe_D,Frontal_Inf_Orb_2_L,Thal_LGN_L,Thal_PuA_R,N_Acc_L,OFClat_R,Hippocampus_R,Hippocampus_L,Thal_MGN_R,Insula_R,Precentral_R,SN_pr_L,Raphe_M,Cingulate_Post_L,Cerebellum_10_R,Precentral_L,Putamen_L,Thal_MGN_L,Insula_L,Thal_MDm_L,Rolandic_Oper_R,Temporal_Pole_Sup_R,Parietal_Sup_R,Thal_VPL_L,Vermis_10,Cerebellum_10_L,Thal_VL_R
Cingulate_Post_L,0.34565050979518974,0.15433908997637807,-0.039425500223919524,-0.08051026153486128,0.1203215396521159,0.2733168663435971,-0.05787932824428089,-0.0827383299070342,0.22186904637305163,0.5771826904613189,-0.07095955879370247,-0.4149421032008418,0.6680354774610399,-0.2449960316583949,0.06524330549575963,-0.1260606374304781,-0.04840241998424232,0.6253734033375334,0.32086670241362797,-0.12568220764673235,-0.15556267398351506,-0.1356478202480178,0.08753774131852322,-0.24178007045934785,0.06651842890248522,0.32954221922207255,-0.014879737178706711,0.06900389283349016,0.3131615706069025,0.31155180913509484,0.09357941355121281,1.0,0.09481560776316374,0.4542149985213113,-0.08424126955101065,-0.21853345580251288,-0.026659016051844914,0.13548907616248276,0.2930349453592892,-0.12811929062865737,0.15490862088814003,-0.1881563323613554,0.07697372219010051,0.4420611808382905,-0.21398514247591424
Cerebellum_10_R,-0.29733933597500545,-0.2821920801860222,0.11352902394890214,-0.1258097096932354,0.03395384362089727,-0.22479648559539542,-0.11458335227046049,-0.04301666010047712,-0.13865954449227674,0.09146868181983288,0.17783044336619422,0.14190066135686735,0.015052961492703803,0.1447748888033993,0.22657229563035766,-0.4788515961637498,0.02520278140105874,0.08257121451378376,-0.12574402386352368,-0.4345101940917143,0.17869749093746778,0.0808688078706384,-0.4300311010843127,-0.35342755092057965,-0.367519978810817,-0.263028372526387,-0.10172369712543688,-0.12900456990636072,-0.14400444741501106,-0.12821069687195635,-0.3171519510159961,0.09481560776316374,1.0,0.02906341594800803,-0.08875768691373269,-0.10059021460546964,-0.26961043769860965,-0.19045462961858844,-0.10535297790702428,-0.17370018096044437,-0.08958978198185986,0.016353539612368677,-0.05593083097792302,0.0879324370831453,0.022063909163888878
Precentral_L,0.4117654483627174,-0.06991883149161078,0.03512023114904423,0.028806997417631403,-0.020855930884721544,0.08964384975716508,-0.2248131388718425,0.12868963844008594,0.006132591577124766,0.2083143686281537,0.44946099570949344,0.21361369682699666,0.7508822388798413,0.2608343854537357,-0.04904383658009634,-0.03741540680806719,0.32053355664633815,0.21771109738308245,0.3626101281836702,0.00519923135332671,0.2687245099888874,-0.18710509901528752,0.10089918110407826,-0.05985466271697637,-0.03259513345444087,0.21551423816603035,-0.2018838528638987,0.15909220616370096,0.08096232519001183,0.43399229970752784,0.04569171311364052,0.4542149985213113,0.02906341594800803,1.0,0.05123993552963406,-0.10758405210228485,0.055889218545082,0.0687117923675901,0.21604483300087088,-0.14165004029006767,-0.24924865010218034,-0.4545064882103275,-0.4163629479652218,0.21421054970828063,-0.18558105518550402
Putamen_L,-0.03844971323690429,0.15991491789256104,0.3948359922226529,0.36594481464220574,0.1583366463003409,0.26404134856433326,0.36274404926143444,0.3491603381118611,0.23456867325499065,0.22266728114182469,0.20802119098201063,0.15815331770190055,0.04507685870463106,0.23280346534775162,-0.13587226940100064,0.24153987503076987,0.18989295913869997,0.04481207024343535,-0.01567154199821136,0.38820994710449797,0.3999443942490546,0.26349007171878197,0.19251856564935527,0.2218261689018434,0.45819419317602866,0.3312382586106949,0.35258467262134935,0.7117153342282936,0.01124053783231141,0.4352568672031212,0.13523706359127735,-0.08424126955101065,-0.08875768691373269,0.05123993552963406,1.0,-0.01462873627962143,0.7276377355165242,0.27101035525146494,0.2687512999619083,0.33673333532431127,-0.1217564752816196,0.318538495568542,0.01726337515673327,0.007358856159134454,0.2760522474990765
Thal_MGN_L,0.008801018594784738,0.3300968658440717,0.22000611894447758,0.15908445007139824,-0.04593861408633423,0.019366609488879857,0.09466883503421572,0.3548910547355095,0.09692540755013991,-0.1811112632499037,-0.11637389993999027,0.01008023452359443,-0.12062836330986969,0.09331322578237836,0.15303685271385326,-0.031533419815812966,0.04298364837077424,-0.21603594742598692,0.15720558391575667,0.33463837344472075,0.06964626269539702,0.05384919823682778,-0.02458113226749029,0.017910846048093464,0.05099736128297758,0.13576331519121157,0.031466754256022335,0.1562511785133536,-0.08670492343808579,0.014486034835343152,-0.09485962929325849,-0.21853345580251288,-0.10059021460546964,-0.10758405210228485,-0.01462873627962143,1.0,0.15915087608838016,0.428893098796996,0.06302394299683908,0.3172652094485907,0.10275681682821741,0.29542869762651314,0.1342537943115043,-0.18095808590820003,0.273061915231465
Insula_L,0.29596329570854724,0.4030736028191943,0.27715455755665713,0.4845428060142582,0.2481575583042189,0.42671220782140484,0.26625835731786246,0.5287811939596931,0.3227675175414173,0.23917736069111656,0.01829532852760718,-0.0008303908646479379,0.1919478558483825,0.12551799054523563,-0.049757254235891876,0.34105521354116036,0.04103293500579378,-0.0776525688634031,0.09161791438674625,0.48415599547328664,0.3194086453318462,0.046102019700993736,0.2638440974328376,0.2673857191585259,0.5621981565687969,0.6412036002448325,0.35539075827326455,0.723048791703559,0.013673319653687113,0.495512287079646,0.28778199275529404,-0.026659016051844914,-0.26961043769860965,0.055889218545082,0.7276377355165242,0.15915087608838016,1.0,0.4316554330482806,0.5263502994768525,0.5348191755249633,0.012428289975031611,0.31017813026442126,0.1909430405071423,-0.17867442029890232,0.18162440150115955
Thal_MDm_L,0.1173292389760672,0.6070126776898555,0.4865249078424933,0.47359583204799693,0.11500437468993499,0.2362486406187787,0.4812820025542502,0.4858902898269275,0.3564723769083034,0.14163695562973472,-0.24018479631694026,-0.2780939907903541,0.1800087726748819,0.0009857980002615891,0.1654591595064579,0.07840368963124969,-0.11910188721628905,0.036596231591914954,0.24598257762966574,0.4706563455900423,0.05530485712258644,0.10894953949732947,0.12021244255002972,0.05716988949182038,0.18181293940879784,0.40953340136894456,0.4287400687319936,0.5135712801660529,-0.000715706330344482,0.22573702344504182,-0.014097687012711392,0.13548907616248276,-0.19045462961858844,0.0687117923675901,0.27101035525146494,0.428893098796996,0.4316554330482806,1.0,0.3407353605484513,0.3215113045333566,0.3202992449082394,0.34311722304442155,0.27603080622052933,0.04486843291205612,0.45320312068481666
Rolandic_Oper_R,0.2903026708887843,0.2604844713173769,0.01496001036218418,0.26423731013969326,0.15872036121799513,0.25998141373652,-0.029182436472745696,0.2820861509492324,0.07266819479644666,0.24971287928439964,-0.09810332473154536,-0.1952834173471805,0.5078222987187682,-0.012878142770543867,-0.15105815351219562,-0.025336366168371066,-0.06876932748977055,-0.005630193556313394,0.1451866394933524,0.1257121953721232,0.04167569313678403,-0.31046356292864125,-0.13461578998737248,-0.12077457330585238,0.30112698729657617,0.5325399265844374,0.13137338518584957,0.43482209252688797,0.09396701918564368,0.3475427163236331,0.206079774193366,0.2930349453592892,-0.10535297790702428,0.21604483300087088,0.2687512999619083,0.06302394299683908,0.5263502994768525,0.3407353605484513,1.0,0.37055803550844013,0.023899702271874924,0.10577126252030881,0.1410534300816155,-0.19394073101663312,-0.059739688582709644
Temporal_Pole_Sup_R,0.032953103357923244,0.4376974495649205,0.2590360706839926,0.38026393187221863,0.07853256959757461,0.46025052160090474,0.3057825418716667,0.3162490740810125,0.041958243115955925,0.13634433043142308,-0.06234555864553313,0.06168643569287012,-0.08765312498507896,0.1563443782608495,0.09576831178984045,0.34496696064664184,-0.034955901023771024,-0.15911712460352337,0.06771883254196462,0.2517403267264142,0.1569575355924798,0.28234235310540184,0.22370570590641847,0.297288734486877,0.5376244336313171,0.5774052143891487,0.3852916297093871,0.5237992605982479,-0.28556841146222295,0.0932310434258236,0.21476835273791733,-0.12811929062865737,-0.17370018096044437,-0.14165004029006767,0.33673333532431127,0.3172652094485907,0.5348191755249633,0.3215113045333566,0.37055803550844013,1.0,0.08786404140949328,0.3116366851613108,0.43833712275466036,-0.10607465025800189,0.2727075094600834
Parietal_Sup_R,0.14264547921194934,0.25535499167695896,0.0693514509584426,-0.025803291782143665,0.026884763638474106,0.09244496947601505,0.10991081138886517,-0.015810658269235993,0.18426567416557366,0.07219723346132878,-0.48937490865133304,-0.4322182448726452,-0.02147703892691333,-0.3499679697111005,0.26030904043159464,0.0062678917497059885,-0.39592592934126153,0.16196887345030161,-0.0015338542408624945,0.060458524269345365,-0.285372447746023,-0.11599766870586313,0.054956654817608995,-0.1081584579865348,-0.034687440036728294,0.08403201631055257,0.06753361747656822,0.03773952241675574,0.028836591553094162,-0.19357238684469777,0.01966124905630498,0.15490862088814003,-0.08958978198185986,-0.24924865010218034,-0.1217564752816196,0.10275681682821741,0.012428289975031611,0.3202992449082394,0.023899702271874924,0.08786404140949328,1.0,0.04128717564951055,0.41412320976265865,0.062361441233938934,0.019400996505987655
Thal_VPL_L,-0.24665870923013564,0.22574712685365142,0.3385027574336702,0.2273037256336979,0.17193399316729904,0.10478550594226213,0.38655939358637675,0.22080146651440957,0.30541874385552237,0.05670022854994495,-0.10680873592575597,-0.1181008400055089,-0.2555959247757882,0.021110610878008897,0.03943089130115513,0.02311796671134317,-0.05688139035687335,0.02969180633931252,-0.0061653207727358226,0.4038245802240839,-0.058285050584635414,0.2810712591578495,-0.05316892090178778,-0.004965990562983033,0.24909190436382803,0.06357306537897495,0.3157433817681997,0.27695879377987137,-0.12198332439824518,-0.051599270278302106,-0.07992066679378286,-0.1881563323613554,0.016353539612368677,-0.4545064882103275,0.318538495568542,0.29542869762651314,0.31017813026442126,0.34311722304442155,0.10577126252030881,0.3116366851613108,0.04128717564951055,1.0,0.31191303418524974,-0.022990704085940925,0.4556534716703788
Vermis_10,0.008662562319766188,0.4405236229390935,0.14561629777737228,0.23368416245084614,-0.065248141766241,0.5816944460920392,0.25980075615987064,0.08279047893393296,0.25015618357345,0.3700349079087757,-0.4520814449152167,-0.35125836407537203,-0.17233245151967752,-0.21504924663860708,0.26796928422875516,0.31150792818957224,-0.4203793748624412,0.15900396066677533,-0.12240012656944295,0.11062306408742006,-0.18881665344073523,0.12646421162819232,0.2622581126977854,0.2059667080176266,0.39617601196913077,0.32330056829712933,0.2764430538438454,0.2024126690267433,-0.2278762041803785,-0.05627732747177565,0.16800244385468008,0.07697372219010051,-0.05593083097792302,-0.4163629479652218,0.01726337515673327,0.1342537943115043,0.1909430405071423,0.27603080622052933,0.1410534300816155,0.43833712275466036,0.41412320976265865,0.31191303418524974,1.0,0.036013483087652745,0.1671746216487468
Cerebellum_10_L,-0.2044614265922203,-0.001010817269696627,0.1485377533999407,-0.0019263376270232486,0.17521628217681062,0.10721162063765227,0.24910588251587587,-0.23351720551061103,0.11411477563346029,0.4505626559302427,0.10702305072349098,-0.10584167774214095,0.24813962045110902,-0.00029180689112794946,-0.03130053192923791,-0.1851414228235226,0.20537605270837725,0.6582012682540092,0.3877163335353466,0.027525366368164224,-0.1545930036398914,0.18707994941390313,0.04603368223298387,-0.10872879339781902,-0.1757284030666489,-0.10248332151097639,0.1658785829020622,-0.09709620632906184,0.22400229220837445,0.0386359407276058,-0.003207319964816183,0.4420611808382905,0.0879324370831453,0.21421054970828063,0.007358856159134454,-0.18095808590820003,-0.17867442029890232,0.04486843291205612,-0.19394073101663312,-0.10607465025800189,0.062361441233938934,-0.022990704085940925,0.036013483087652745,1.0,0.11995487606943371
Thal_VL_R,-0.2790428975549354,0.37346236887147033,0.7035849750529666,0.4656685080903341,0.157328921253453,0.08766885055710064,0.8180431409819723,0.21593037308024848,0.13879720868474923,0.0424896467033087,-0.05973508175523926,-0.07737544842006114,-0.2903737512668988,0.09851738175726735,0.12730182866231637,0.06256064557174558,-0.03971304780935052,-0.054409970632527144,0.047122626170378205,0.26343686357654367,0.0706749809146962,0.6559643041893011,0.03541369381993069,0.0350856619668737,0.12097721483561456,-0.10142964075500271,0.6057926334443556,0.3140842074067791,-0.13763493386814332,0.018790994963834625,-0.13529715357088135,-0.21398514247591424,0.022063909163888878,-0.18558105518550402,0.2760522474990765,0.273061915231465,0.18162440150115955,0.45320312068481666,-0.059739688582709644,0.2727075094600834,0.019400996505987655,0.4556534716703788,0.1671746216487468,0.11995487606943371,1.0
