,Vermis_1_2,OFCmed_R,Frontal_Sup_2_R,Frontal_Med_Orb_L,Cerebellum_Crus1_R,Parietal_Inf_R,Cerebellum_Crus2_L,ACC_sub_L,SN_pr_R,Vermis_4_5,Lingual_R,Temporal_Sup_R,Occipital_Mid_R,Frontal_Sup_Medial_R,Thal_VPL_L,Cerebellum_10_R,SupraMarginal_L,Cerebellum_4_5_R,Vermis_6,Frontal_Inf_Orb_2_R,Thal_VA_R,Amygdala_L,N_Acc_R,Occipital_Mid_L,Rolandic_Oper_L,Thal_MDl_L,Supp_Motor_Area_L,Thal_VPL_R,Cuneus_R,Vermis_7,Temporal_Sup_L,Parietal_Inf_L,Cingulate_Mid_R,Precentral_R,Frontal_Inf_Tri_R,Rectus_L,Pallidum_L,ACC_sup_L,Postcentral_L,Thal_PuL_R,OFClat_R,Frontal_Inf_Oper_L,Thal_VA_L,Thal_PuM_L,Putamen_L,SN_pc_R,OFCpost_L,Supp_Motor_Area_R,Olfactory_L,Thal_MDm_R,Caudate_R,Paracentral_Lobule_L,Thal_PuL_L,Frontal_Sup_2_L,Temporal_Pole_Mid_L,Thal_LGN_L,Occipital_Sup_R,Raphe_M,Cerebellum_3_R,Caudate_L,Calcarine_R,Vermis_10,ACC_pre_R,Thal_MDm_L,Thal_LP_R,OFClat_L,SN_pr_L,Cerebellum_6_L,ACC_sub_R,Frontal_Inf_Tri_L,Thal_IL_L,Occipital_Sup_L,Thal_MDl_R,Angular_L,Lingual_L,Cerebellum_9_L,Temporal_Inf_L,VTA_R,Raphe_D,Temporal_Mid_R,ACC_pre_L,Precuneus_R,Temporal_Inf_R,LC_R,Pallidum_R,Thal_AV_L,Thal_MGN_R,Cerebellum_10_L,Frontal_Mid_2_L,Thal_PuI_L,Cerebellum_8_R,Amygdala_R,Cingulate_Mid_L,Heschl_R,SN_pc_L,Heschl_L,Frontal_Med_Orb_R,Thal_PuA_R,Red_N_R,SupraMarginal_R,Cerebellum_8_L,Cerebellum_7b_L,OFCant_R,OFCpost_R,Cerebellum_7b_R
Vermis_1_2,1.0,0.22061442682507093,0.22843207227741283,0.1038574566595608,-0.22210066659593086,-0.20823295608494494,-0.16796161604868579,0.17290202797621937,0.04164432732611745,0.3920875637236808,0.41211300297985504,-0.012790461032477687,0.09220261060316157,0.10933294010047179,0.11036355467312442,-0.25497268116446103,-0.08513726110809718,0.6630264762724255,-0.15940099828795593,0.2896557116691797,0.12850997279053838,0.5870823119243784,0.07037761385773376,-0.01570073046455305,0.19767253801118817,-0.2042135591666051,0.08310073133206185,0.08363018064599884,-0.14480393801758407,-0.3026553870579696,0.2234981241794375,-0.37119083440119244,0.058854993698133524,-0.04226561465437495,0.3591609550548279,0.17200048261144182,0.20581562412757348,0.12152431517744965,-0.29789827225147636,-0.10902045319809196,0.1095309150770947,-0.0044422819158951386,0.10193011638913747,0.35091245478607563,0.030345229223113935,0.3607250604755876,0.011851226970821176,0.1054713928021071,0.3445321491619117,0.0436032042254168,0.25007520808188305,-0.05808455018357122,-0.027840597924223696,0.3636151918733849,0.3489263158594759,-0.13174697193170132,-0.27784576057404625,0.48013607436023886,0.6260008772253933,0.17223616721752444,0.022825065062166406,0.5297660858930973,-0.0021950946087669473,0.2798399894890349,-0.10396179597186084,0.1674878033980284,0.34272689158503156,0.0875451189059109,0.05619783748442417,0.25021101060376566,-0.06985164538172171,-0.328671271257135,-0.010935451895035087,-0.22213118287290357,0.29640085410810346,0.14748891932806796,0.6018060552492587,0.28467029366958246,0.0050915658679666275,0.2985942590163696,0.19519737825059366,0.2569366962663547,0.3164212130453327,0.15460076623880636,0.0654766241578224,-0.3241618894092075,0.20629664566960595,-0.12847777903851762,0.40802203153589706,0.011857500103875923,0.06472237245812025,0.534915496512905,0.21762987563218994,0.45509828469248487,0.4323609749850364,-0.0519649503153718,0.2564759091996474,-0.0362756644698971,0.2086836202722048,0.06159990773507538,-0.06760820967606049,-0.14572222121578254,0.2404539906038535,-0.013699051473338908,-0.10552096326414899
OFCmed_R,0.22061442682507093,1.0,0.02844970596843076,0.3559915629196582,-0.2934453356782617,-0.08983566819440252,-0.27582212575507026,0.3295498206626794,-0.1835890850272448,-0.15075736509024595,0.028658771154342073,-0.23912045842104349,0.06313081893743527,0.25682456615591603,0.21902656552328872,-0.430620100418247,-0.16686956062423927,0.27736665331675076,-0.18328507729418808,0.31967994079528045,0.24883494278755502,0.43894928972416813,0.167887685674187,0.012823849435807534,-0.30037857046684346,-0.026548648311542463,-0.13056517877241197,0.3177580662382302,-0.0894533582106322,-0.13184758257175389,0.13095730160452743,-0.23323129005037022,-0.09960083174287472,-0.13074692644784713,0.07673661791247306,0.7203818721895718,0.4079788461696052,0.17760922882321137,-0.2339490057609434,-0.15934139367501432,0.4084410339068791,-0.19985618949236073,-0.08958640960446985,0.19070712362936904,0.036366765142381914,0.3524632155755372,0.1840948633169792,-0.05252582525578469,0.5477093652014733,0.08897024557850731,0.28775811632769244,-0.17615047047805774,-0.08031709175416758,0.42513121971035117,0.4335736114091316,-0.09541824762261998,-0.10650438198483159,-0.0089270506576364,0.10639544291363405,0.2873960475466447,-0.2040577846893259,0.3502420813610768,0.3836009989420257,0.3235336768304847,-0.20343492376552688,0.3050884703521813,-0.11526210179598913,-0.10614734960740727,-0.020983016268184024,0.10401246588344706,-0.058906336219334575,-0.18628449275562275,0.3132653855417865,-0.053178677437659236,-0.08925617540110443,0.3007684022608711,0.3316127016823351,0.050858019234334605,0.08658549384529768,0.07726298474309741,0.24678728537159703,-0.1236452396556224,0.27930966454881156,-0.05821397904376854,0.1757813137415974,-0.27148362012136684,0.2480209684107508,-0.027092408763531545,0.17230811980067415,0.1126066476600526,0.0670075215382518,0.2119383447491715,-0.16250047400699516,-0.11260066501816628,0.11110042727543087,-0.19890309755629343,0.6000813607586389,0.31898801872384447,0.3353069078968544,-0.32755877272313544,-0.24764472366465853,0.09857601791034538,0.5981085093272811,0.012161829082284848,0.2296494897848268
Frontal_Sup_2_R,0.22843207227741283,0.02844970596843076,1.0,0.21140804076870354,-0.17025321129527032,0.13171846473644244,0.11822535088096219,0.157194702576821,0.3307511750477728,0.28192406622309885,0.27443919056819566,0.26373022189407663,0.043525251031301684,0.4879015145255797,-0.14654220848096872,-0.21543472338738293,0.21591309563355449,0.30747405177661447,-0.3652066393274697,0.27605176956323263,0.11171499855260218,0.44896606017979335,0.35098728645446275,0.1305867930221703,0.4558700494242263,-0.0021091031827614993,0.508587542010674,0.11703799341075631,-0.03758425347148491,0.08371092535921598,0.08776357398711404,-0.015199349018785254,0.5035533199000919,0.2858179957612736,0.5649495849941526,0.0985611754738339,0.21805819071273894,0.3053748523155192,-0.014763224291259022,0.24635508872701897,0.012873690109644228,0.27593116747894786,0.3104220662949841,0.30805121233284455,0.335317461876585,0.18631296693185634,0.19177503807782473,0.5438115017967853,0.0708985894292472,0.11467374520491477,0.42831960823397136,0.3954666822103962,0.08916162799267127,0.47342912443945534,0.12385665593764471,0.1656521803861024,-0.04894863987438241,0.15085771700962122,0.3582761210000658,0.4067986913499684,0.09876708581512471,-0.07958128273522157,0.29701588837859055,0.3525729209567335,0.14009222759952664,-0.1718007100315217,0.46248051338292057,-0.04767602434439531,-0.017712606785690074,0.1993289390012675,0.13580638244362742,0.03297260280243345,0.052562376968412684,0.05148139540740698,0.3040254647028871,-0.2579564244826369,0.420840946922434,0.09145584425059998,0.2821307561570899,0.15563343869673127,0.2676789513214263,0.3300296506170574,0.29528482430612124,0.08764639944103435,0.18081668059228903,0.04027827943797542,0.26353445828770844,0.07427656111921356,0.32231152919646544,0.036245095613398226,-0.10993723525059065,0.5014763295386135,0.5425704812695481,0.5958218711015271,0.21846603671996262,0.29306247820442205,0.036361353436096,-0.10470235311724761,-0.044527612955171436,0.3536727749020986,-0.0187133212821964,-0.029705729996735243,-0.06723086261561369,0.2615372369578062,-0.06185282181437998
Frontal_Med_Orb_L,0.1038574566595608,0.3559915629196582,0.21140804076870354,1.0,-0.21702536107822284,-0.019531028565915126,-0.22652199625495475,0.19591798241117792,-0.2078686260864256,-0.150145806046953,-0.1337933045004574,-0.18069923880936217,0.001937218934030166,0.571439001536934,0.13895788433185427,-0.11634686139449603,-0.08851960688274019,0.07223925572156636,-0.22714677192171168,0.2615402443103138,0.22961350314523987,0.1363722535307361,0.048518052021003,0.18819345513625946,-0.18542053533353686,-0.22044168388378815,-0.18599679389124232,0.21255958481385734,0.1876697604860313,-0.027452346956263692,-0.024177286324065298,-0.07198629357141499,-0.16161979536713678,-0.09608702881098084,0.25073991745549673,0.2523576331946016,0.15235317023844128,0.03816690645508347,-0.05237599314643831,0.05566790840664652,-0.09393554490236256,0.00503850603444357,-0.11745564397304419,0.18642155361419355,0.15752860874835617,0.30054933493966957,-0.027983759680808525,-0.132607968958264,0.09523292827928742,0.020436413786348407,0.19536883182431486,-0.29513140125001686,0.03771409079584273,0.31440661885199395,0.3148348376359792,0.07067597330763503,0.12132630194049027,-0.033033201772899604,0.1057554878985826,0.2544408681100149,-0.41048063669731316,-0.013753234121281176,0.33446233238957274,0.028044282920844436,-0.1784233656150229,0.17679980116835325,0.07420005052385467,-0.30038363258796186,-0.21100000992620205,0.15763301307922184,0.09463863803989085,-0.08157196359392516,0.1845699863505982,0.16987685615337658,-0.2439035526531623,0.16488135549246813,0.22257094581594658,0.19851350304944293,-0.10651304985645621,-0.035794301375565,0.2024379971043657,-0.2149880809939531,0.0819300887382571,0.013143396218500325,-0.17745324207418375,-0.40167045577601973,0.18536649230312616,-0.2555326691321149,0.11032432376405323,0.15535948053303783,-0.00745707737959599,0.1494121409972367,-0.1856229887005576,-0.0040851258236511276,0.26374710956901426,0.10755705464052039,0.5651104946099267,0.33846040564061025,0.21420179240407194,-0.27259182531002174,-0.264206748785557,0.13641769461828634,0.13349291975964678,-0.08482384791800626,0.08916168870917492
Cerebellum_Crus1_R,-0.22210066659593086,-0.2934453356782617,-0.17025321129527032,-0.21702536107822284,1.0,0.40658099698237726,0.2288168337428923,-0.31980546274838706,0.02876764481089372,0.26627174133124576,0.09866380336468455,0.12613530958032965,-0.2821217890110091,-0.24100534296173798,0.006563644545852089,0.4378185789553698,0.07648955849819646,0.08885986076496101,0.7003528525490825,-0.09608230769464031,-0.15767063314275243,-0.4294513040776122,-0.07757581926093081,-0.06955219307087855,-0.054379083699142246,0.3717088336207639,-0.21905556089648937,-0.10256243857710066,0.3259021010927664,0.34731901062100595,-0.1266056763174001,0.5465944236096583,-0.11854004002822711,-0.34820044122752797,-0.04930451568826436,-0.23433217331520223,-0.2760410047483595,-0.05935920693495548,0.5577706809743661,0.16983507947378185,0.1580389111217537,0.2510876231513179,-0.16606734352269256,-0.09833904681288919,0.19710445517893646,-0.32068947043917356,0.39333064390290406,-0.4179106294732438,-0.018884289343378897,0.22168616635695687,-0.06460832487110588,-0.02559838081642327,0.08499703742367914,-0.2512352426917299,-0.5798916052164559,0.2652872817302417,0.4940227663013021,0.062765945584895,-0.018438105541217033,-0.13755165983716966,0.25033935006664654,-0.02545973095526544,-0.0117400578874515,-0.3743927789407868,0.3698524484164838,-0.1281036427348037,0.04495347395909834,0.42246938875172285,0.13902173050050903,-0.18379275078460672,0.39484472626641215,0.5046309326649868,0.060331761731100185,0.23883435695829316,0.1748718139242287,0.17880753166493552,-0.33033807230579076,0.0834108589070923,0.009642313541615417,0.25434449778704854,-0.04496775420907724,-0.07411218461959776,0.08795869191258687,0.07363504535164841,0.22371259780633623,0.4088370684812023,-0.07830751780170253,0.2506673918047201,-0.3387869867586108,-0.008864235806017402,0.01577572276560554,-0.017276185200813254,-0.06593878285256549,-0.03604965735831205,-0.09318301194830282,-0.06304543194185634,-0.25767331209848915,0.11360225203582562,0.17330806132552545,-0.1419203822432357,0.2672299050226356,-0.03476030507599645,-0.016453306849572722,-0.018821713988501174,0.21214063604945968
Parietal_Inf_R,-0.20823295608494494,-0.08983566819440252,0.13171846473644244,-0.019531028565915126,0.40658099698237726,1.0,-0.021883779933153706,-0.030492743247228875,0.0014923519757656023,0.048067939653183824,-0.007329616301223304,-0.05150251032188773,-0.14202428921176566,0.012977817528059883,-0.12367537265737624,0.07414724936258042,0.03640795639647837,-0.014833297512945468,0.26125445898044364,-0.08253644988044155,-0.06814922968881014,-0.13942497325663603,-0.048229329199379424,0.004073559576146232,0.1747426748997026,0.06396993598779957,0.16052100682770817,-0.09670442681086382,0.36938801528908766,0.49100193270758224,-0.07906296099862278,0.5858617525635906,0.01635845523678995,-0.11535108193129699,0.10691178118272474,-0.04533749838155615,-0.10839928800203351,-0.03161592821572664,0.6400387447165132,0.17738906882010652,0.17234538737929875,0.3860222600867418,-0.006606099470479285,-0.0046175831380816665,0.13155663446872223,-0.10846296961002098,0.3402571813225105,-0.1055114936835846,0.024212511729125093,0.02126709864121118,0.018239063613838136,0.18405093706037234,-0.06310841555865579,0.044403806123261655,-0.2461018846511546,0.2929679530479402,0.39513239023933355,0.09132293311455923,-0.033279995455717554,0.007398160309928028,0.0975429290248364,-0.3431541708465575,0.1413387961840268,-0.2768649730422486,0.31637990876989414,-0.2754824165093685,0.2520102112111232,0.04686224114203269,0.1218375260144198,0.010997793023350237,0.41254767210860643,0.4852682580326272,-0.02524359803541198,0.44206504922784773,0.08504493989167726,-0.12963234156431813,-0.1287420044419307,0.03388109485473053,0.2714051133990176,0.09493321626346203,-0.08675987176816975,-0.16708734878641687,0.07305968358579354,0.12117252137340496,0.14615063148009277,0.35104725756392263,-0.09201799511976726,0.15074060716675847,-0.14839167846529205,0.04431618791515236,-0.09219359779090082,0.040067854623692535,0.10133281915787382,0.04894203412475112,0.017845412125658468,0.11752768035667296,-0.13964551517893475,0.11790321532124974,0.13741719889390425,-0.08157047034980257,0.0440667391213974,0.12157050343597171,0.025990029637299978,0.07180549240979633,0.0717028525672447
Cerebellum_Crus2_L,-0.16796161604868579,-0.27582212575507026,0.11822535088096219,-0.22652199625495475,0.2288168337428923,-0.021883779933153706,1.0,-0.16506738286641123,0.2187084894889559,0.2742712189226111,0.17864940977457713,0.275105730031029,0.0009798630339537418,-0.22566614175169772,-0.11483199466530691,0.12347803800980375,0.3138854236673468,0.07956134232524989,0.11136782064714251,-0.08043212778327653,-0.016228883818812396,-0.07061610205284027,0.06414848529202674,0.11101524938571082,0.22219094082126098,0.3637051180384675,0.2651902358598123,0.028130956902659567,-0.0061994338396835725,0.22233270634444063,-0.029699844899303673,0.17867447261813577,0.28825235947456856,0.05447112936828477,-0.030845898186327454,-0.23923010755351198,-0.06405193626066323,0.2553936869126317,0.2216888569691109,0.2271876605602024,-0.02582751856667817,0.19178045398531227,0.21829712592246797,-0.0880456587284177,0.12162338381891306,-0.16294370547131332,0.1346801877355145,0.1394823474447236,-0.10750359723455717,0.2857157486148799,0.12843236287576595,0.3525467925188181,0.019181621861597584,-0.1083661692085312,-0.3154656492048307,0.13750739668055767,0.14200158407275731,0.0341478646060008,-0.01351179073206763,0.08348764871306585,0.3184141528587531,-0.06680378327355772,-0.0501496603712059,0.10378403311478385,0.22115888566219796,-0.2100305137577458,0.22194645418024334,0.1378050170568107,0.14125835604494477,-0.0996995601686055,0.14899825874946776,0.15043381609494236,0.11876655439866839,-0.0820080792692109,0.14742875818666365,-0.14628707391573703,-0.02635918750607831,0.0353204123476017,0.15302043736503596,-0.04174187394374071,0.13272810598262128,0.24789499557599584,-0.08101573808984766,0.0031371502944911324,0.2228676469912258,0.3832738967889007,0.007440289292054281,0.24047618678010935,-0.009670832316092701,0.0870522642474173,-0.06339885000825404,0.0009012622223907996,0.26420165020222913,0.12304121674113463,-0.06817751458536461,0.08506623191826072,-0.3609947549782715,-0.05560245428645015,-0.051710227651016794,0.10969268400432794,0.0981074536139324,-0.037627446876686496,-0.22227883479255311,0.21941529955794795,-0.09246634938194198
ACC_sub_L,0.17290202797621937,0.3295498206626794,0.157194702576821,0.19591798241117792,-0.31980546274838706,-0.030492743247228875,-0.16506738286641123,1.0,-0.14601448596144567,-0.3191787468377765,-0.35198923542733246,-0.17060402439589728,-0.03376044009904676,0.3035463101706454,0.10426031684343859,-0.17369611614412694,-0.03355027200715535,0.13048778763369306,-0.33593731963604456,0.06370131583814909,0.3784615529192317,0.3104124510301512,0.2609498224342084,0.08337605689288521,-0.16530980598696565,-0.14458216238699753,-0.07732735302071071,-0.017075960708030528,-0.04231778813746273,-0.12673267577978004,-0.1544160754327326,-0.2344942476366809,0.07094007322553636,-0.015660631473453413,0.09677158077799096,0.5038632194124449,0.33462989434662094,0.10665609306302477,-0.16833400823599903,-0.23182983926253864,0.1040053706059417,-0.03775180299671266,-0.2271078289258052,0.3047697266723273,-0.05593779979549885,0.31641317335919217,0.029659300498416082,-0.024210520577224087,0.07265801640948652,0.05621945826321863,0.28601926926880905,-0.11625520432219762,0.03372485307228721,0.2229445708168409,0.49253757682111016,0.1117486896835507,0.027969903587154798,0.14047845080186808,0.1993037400273877,0.4512289886560174,-0.3916001607611429,0.16096210950537626,0.2651681171097627,0.28209410286656766,-0.23088722379309073,0.10677302656272522,-0.07646144273740645,-0.35068145449030125,-0.3042819612852133,0.06875085871303462,0.11417189118373963,-0.08332786463743665,0.19566384804972622,0.09319044452852353,-0.3356303667935546,0.2146596174719324,0.08206945954131444,-0.21446597978395648,0.05625040713004606,-0.014601822405646283,0.2339683361640011,-0.32739063677472546,0.2249037594000504,0.07205771593388306,0.027657880345622325,-0.39257036066045903,0.002301137479896732,-0.31133975842919775,0.09442377295279013,0.09019565638338982,-0.12159373852914772,0.35502217301812045,-0.09809633700067082,0.07680803212231253,-0.06673660276293494,-0.10858777225147498,0.24502078148955322,0.0036501530394704653,0.04510800661348858,-0.10949020464026894,-0.4036920096006059,0.12193987316606505,0.11168886748599363,0.22932091503566387,0.2536199250384894
SN_pr_R,0.04164432732611745,-0.1835890850272448,0.3307511750477728,-0.2078686260864256,0.02876764481089372,0.0014923519757656023,0.2187084894889559,-0.14601448596144567,1.0,0.5861941645564762,0.5131015219692385,0.39788355557978666,0.21667430017024736,-0.24124579449536876,-0.10989937960895071,0.26388235971533625,0.19515530708154671,0.3095017500417493,-0.046366582606721767,0.046387783353961085,0.06587039243748075,0.21122441754517698,0.34589249226903573,0.300602453952682,0.38847602738894893,0.19891756732707053,0.3078114141656531,0.2722846395665193,-0.12669519797951465,-0.07883543243944996,0.1423226923102048,-0.10343146939896325,0.508246135038442,0.2592201897704367,0.05825815442104378,-0.2048483755851552,0.034584358854805305,0.18294375317503125,-0.09968443892929843,0.3499186512266451,-0.09622859981103873,-0.05491209989113067,0.2532049049493836,-0.03637228907220352,0.1783392382972484,-0.17118036422657126,0.24315601142306284,0.43098281607468536,-0.1188943405597966,0.22081849029089543,0.25261537725668537,0.47652087343850896,0.22535775447367265,-0.0785794498379606,-0.35893406418664286,0.0847468524962802,-0.33870025738386944,0.026432215620970968,0.08182277221710119,0.1105428598527312,0.5376808836079334,0.17743702929059796,-0.228037069679711,0.24763695291891114,0.4177018221708648,-0.1291422088137893,0.25963890008046303,0.38642533421917113,0.33228306722133294,-0.21980099092420216,-0.096323794954621,0.07733834601088531,0.20332369567310887,-0.08369177607266061,0.6109049930046566,-0.2490081402098541,0.1048729722473888,-0.0913101683233537,0.17626861434710273,0.2939744262723068,0.2586812933224065,0.5488292825796512,0.12488349745064369,0.31691515089090666,0.31071627882737196,0.3459051471151602,0.31577102790491507,0.4769778171880284,-0.03315400039278681,0.18518572984781623,0.16031204004066016,0.15451630058036198,0.5332676372088665,0.29018083814794216,0.051090418826084213,0.29235649304018513,-0.33089588790564567,0.056493450098750175,-0.22540102273303828,0.36702897780539556,0.529558418818756,0.12885765765858553,-0.20446445672468494,0.5271994327944988,-0.33980939207474753
Vermis_4_5,0.3920875637236808,-0.15075736509024595,0.28192406622309885,-0.150145806046953,0.26627174133124576,0.048067939653183824,0.2742712189226111,-0.3191787468377765,0.5861941645564762,1.0,0.8310468266806011,0.4627563627967442,0.24820379691957095,-0.21403095441411005,0.05670022854994495,0.09146868181983288,0.11750002322672239,0.6269400540159342,0.2160182575763042,0.30032091721425,0.0016144516792093609,0.18573483256192508,0.15252208152668087,0.07840905752663838,0.44457392080168284,0.1316932647447848,0.2396415456117164,0.2430095381254505,-0.07217814806838753,0.031415551549428274,0.39351357586003,0.023376645107083704,0.32490447075026424,0.0064545792005689185,0.19713410832218278,-0.2300858793959574,-0.06256247356543364,0.06929569283052789,0.014837276476302183,0.3275225181645821,0.07007425585820506,0.025266190048719113,0.259526474517681,-0.05853055547135203,0.22266728114182469,-0.02722423348006643,0.2612725495900358,0.25224097900905895,0.08880066013498451,0.19976372554109137,0.2042022224006265,0.3758614165009375,0.11887208582252828,0.06631930715836404,-0.3612744071491705,-0.013665748746929473,-0.2520751151935364,0.2583614181255893,0.35253765180908053,-0.03080537158901853,0.6982814218656904,0.3700349079087757,-0.07646284947161028,0.14163695562973472,0.4521056048458939,-0.022727249694331486,0.4657224703088946,0.5290948501114345,0.4143348866452885,-0.05164831612069217,-0.09290317012664229,0.007260872566138532,0.01945060526597286,-0.1535647882673355,0.66268633575129,-0.07112695226420138,0.25707467602816214,0.25161902885369347,0.26941046190164836,0.504102280551277,0.1344873348561732,0.6651916584354911,0.21093739560494726,0.1620267325079502,0.2539603343258966,0.38473354036269525,0.2755474038857004,0.4505626559302427,0.03941498580486873,-0.015673690398765847,0.22863498927389167,0.19603256272800323,0.43610668636348265,0.3928040937201873,0.31681646697052734,0.25279548030786103,-0.21339049161254944,-0.027225081831669388,0.029632190918624256,0.36968644949289997,0.4668071152553185,-0.027198598873128494,-0.052194310069720896,0.21628343556549973,-0.22552331177477034
