,Precentral_L,ACC_sub_R,Frontal_Med_Orb_L,N_Acc_R,Fusiform_L,Frontal_Med_Orb_R,ACC_pre_R,Red_N_L,Cingulate_Post_R,Insula_L,OFCmed_L,Frontal_Mid_2_L,Frontal_Inf_Tri_R,Raphe_M,ACC_sup_L,Cerebellum_Crus1_R,SN_pc_L,Thal_LP_R,Vermis_6,Cerebellum_6_R,Thal_IL_R,Cerebellum_10_R,Paracentral_Lobule_R,Heschl_R,Lingual_R,Temporal_Pole_Mid_R,Angular_R,Cerebellum_9_R,OFClat_L,SN_pr_R,Frontal_Sup_Medial_R,Cerebellum_3_R,Thal_LGN_R,N_Acc_L,Thal_MDl_R,Thal_IL_L,Occipital_Inf_L,Thal_VA_R,Rolandic_Oper_R,Temporal_Pole_Sup_L,Cuneus_R,Cerebellum_7b_R,Postcentral_R,Cerebellum_4_5_L,Cerebellum_8_R,Frontal_Inf_Orb_2_L,LC_R,Cerebellum_3_L,Red_N_R,OFCpost_L,LC_L,Temporal_Sup_L,Temporal_Inf_L,Insula_R,Temporal_Sup_R,Caudate_R,Olfactory_L,Cerebellum_Crus1_L,Cuneus_L,Heschl_L,Occipital_Inf_R,Cerebellum_8_L,Precentral_R,Frontal_Inf_Oper_L,Vermis_7,Occipital_Mid_L,Thal_VPL_L,Precuneus_R,Cerebellum_4_5_R,SN_pr_L,Fusiform_R,ACC_sub_L,Thal_MGN_L,Vermis_8,Thal_LGN_L,Thal_PuL_L,Vermis_1_2,Temporal_Pole_Mid_L,Olfactory_R,Thal_LP_L,OFCmed_R,OFCant_R,Cerebellum_10_L,Putamen_R,Calcarine_L,VTA_R,Thal_VA_L,Rolandic_Oper_L,ACC_sup_R,Precuneus_L,Amygdala_R,Frontal_Sup_Medial_L,Vermis_4_5,Pallidum_L,Parietal_Sup_R
Precentral_L,1.0,0.06549484128708119,-0.17979464213325586,0.02220265767516216,0.05748329025521905,-0.314455257338999,0.18012883624203607,-0.06991883149161078,0.03977740115113517,0.055889218545082,-0.35128403427866317,0.4117654483627174,0.3020508222755557,0.04569171311364052,0.23453293790909632,0.12735307948013092,0.07040345092863728,0.1760413723223467,-0.15480381665155596,-0.03013839089719152,-0.0725219262508647,0.02906341594800803,0.44237955422872016,0.3263693578469037,0.15132618359246808,-0.17023474883207193,0.1408200362110393,-0.1347721070234545,-0.5469707056322637,0.21723172588665696,-0.01180863788864722,0.16256431699256757,0.09597867832614478,0.10089918110407826,-0.09066118388378923,0.2608343854537357,0.053951657504179074,-0.12788528691488185,0.21604483300087088,-0.5829530417864385,0.028808500750318444,-0.07326949332258528,0.14900525838004447,0.02745432616625424,-0.18161015593042143,0.00519923135332671,0.07601081548738622,0.2388570107612872,0.1497338567993645,0.11259384851719995,-0.23772221929155835,0.006132591577124766,0.18009247325331593,0.15909220616370096,-0.040798216994574976,0.028806997417631403,-0.03741540680806719,-0.04904383658009634,-0.1173826751536691,-0.020855930884721544,-0.07872795216301921,0.0018756027815147586,0.08096232519001183,0.7357994763031164,0.32053355664633815,0.03534192109291605,-0.4545064882103275,0.09576134306356218,0.08964384975716508,0.43399229970752784,0.12380356352802856,-0.08243137833079246,-0.10758405210228485,-0.16945284282904308,0.2687245099888874,-0.21922594388128405,-0.03312261133523324,-0.28535762844681023,-0.006686832985804876,0.24363495900702453,-0.1894916705541755,-0.18613240410740423,0.21421054970828063,-0.05625313950185828,0.4242882291051859,0.06659469629485984,0.4660428977030794,0.7508822388798413,0.28786702549183446,0.27321598980600487,0.28885664582343107,-0.0708691305672685,0.2083143686281537,-0.02923776076386403,-0.24924865010218034
ACC_sub_R,0.06549484128708119,1.0,-0.21100000992620205,-0.09515192829320643,0.30375181493961484,-0.1087449268899734,-0.2563589814023285,-0.14220416711491501,-0.05465320631962852,-0.03133717892739726,-0.25777724007877395,0.006708323927138723,-0.04942674930955185,-0.012444255949333436,0.15539091388239626,0.13902173050050903,0.036320399703441725,0.4112855110895786,0.3106601084006762,0.3501704646401195,-0.03283700170976724,-0.02089999819321791,0.0673045445882009,-0.14105696563875472,0.5524754546259427,-0.4438725043110906,0.24341177545316464,-0.021540022345952686,0.1919937799317192,0.33228306722133294,-0.33025657757606963,-0.09406818757656255,-0.02046985710259471,0.34156655208767084,-0.12846100439213665,-0.20241645199237673,-0.05739036761183255,-0.3012023755167948,-0.158784639098736,0.3205657397694416,-0.03899325899482304,-0.3060310413468543,0.07987236032348297,0.3939220156094983,0.17836463682418566,-0.003584287676795708,0.02669581864945781,0.018559560463876836,-0.10686980410978297,0.2409141634531993,0.15206051849797153,0.3676392805277687,0.09126628809761701,0.079096447796382,0.07301345946074843,-0.08761591971695132,0.20240909047058359,0.09573869544448241,0.10942275673363865,0.06532529118550388,0.2768694670975121,0.4385369024938131,-0.03196966568541578,-0.04691051639709873,-0.05129650592031222,-0.10780730979367016,-0.005552146198430705,0.444832430088012,0.19608256667594048,0.11360502879946675,-0.01708483291445355,-0.3042819612852133,-0.2983791943078521,0.2345320168803669,-0.17936638812964434,0.002679698979029396,0.05619783748442417,-0.3025807328356577,-0.14909992825030785,-0.28595741748595777,-0.020983016268184024,0.12425017204615234,0.30809679352359254,0.1333425958309939,0.4590797532454197,0.22712593157421324,0.09415171120320733,0.2064401501556469,-0.23390278665424827,0.5060731438529905,-0.15331469022299127,0.14582858528517376,0.4143348866452885,-0.03693524010685343,0.12208882420196479
Frontal_Med_Orb_L,-0.17979464213325586,-0.21100000992620205,1.0,0.048518052021003,-0.11446790637347229,0.5651104946099267,0.33446233238957274,0.2784235686476055,0.01057214762548381,0.21481003702475757,0.4146860898177388,0.11032432376405323,0.25073991745549673,-0.033033201772899604,0.03816690645508347,-0.21702536107822284,0.26374710956901426,-0.1784233656150229,-0.22714677192171168,-0.1341581487617466,0.20876702243467593,-0.11634686139449603,-0.15133420507050432,-0.0040851258236511276,-0.1337933045004574,0.38405878045966324,-0.061476591575740154,-0.0816121712039864,0.17679980116835325,-0.2078686260864256,0.571439001536934,0.1057554878985826,0.14416072113067618,0.1311654308580869,0.1845699863505982,0.09463863803989085,0.0927201456368586,0.22961350314523987,-0.014904503945898573,0.027230731118216465,0.1876697604860313,0.08916168870917492,-0.30082321720846655,-0.16399621781136278,-0.00745707737959599,0.07675681799877804,0.013143396218500325,-0.19784693017261684,0.21420179240407194,-0.027983759680808525,-0.07370716140330208,-0.024177286324065298,0.22257094581594658,0.16631201240825863,-0.18069923880936217,0.19536883182431486,0.09523292827928742,-0.08226339503331138,0.06840892849827274,0.10755705464052039,0.10754288880575481,-0.264206748785557,-0.09608702881098084,0.00503850603444357,-0.027452346956263692,0.18819345513625946,0.13895788433185427,-0.2149880809939531,0.07223925572156636,0.07420005052385467,0.021713615148364156,0.19591798241117792,0.217620239063618,0.04527918981186791,0.07067597330763503,0.03771409079584273,0.1038574566595608,0.3148348376359792,0.34821737763040206,0.12873649694653855,0.3559915629196582,0.13349291975964678,-0.2555326691321149,0.15929175365996462,-0.4248640704280468,0.19851350304944293,-0.11745564397304419,-0.18542053533353686,0.09927988962585486,-0.364679770333399,0.1494121409972367,0.22023068167255727,-0.150145806046953,0.15235317023844128,-0.1898525673607713
N_Acc_R,0.02220265767516216,-0.09515192829320643,0.048518052021003,1.0,0.09869789489723454,0.04635449468160033,0.30839007711889255,0.16822153519291144,0.27466698916534477,0.3243321857806379,0.3090853074045194,0.05143516204608981,0.08707234898898769,0.23179921441681275,0.14243643067922654,-0.07757581926093081,-0.03723825508886501,0.10546690611237307,-0.11518236883637917,0.18062061879356195,0.15929456156259697,0.010697962190603122,-0.1351558914756405,0.30481715245275204,0.06102329036963928,0.07886511075220176,-0.05709060413381854,0.20351166609167598,0.0011886321095521575,0.34589249226903573,0.17916202182968344,0.30073718626915286,0.13301061887096502,0.2557920679603791,0.2495598348907667,0.16426913804526225,-0.029341168489436152,0.42116374048918453,0.11730179345143295,-0.03912627842261232,0.004913430010627893,0.17677039905932074,0.177985954156805,0.21711925372819701,0.11701094723851131,-0.01054985116045929,0.194223279047496,0.28331118097184516,-0.06142140540461595,0.30010838482037877,-0.03412487335355746,-0.09998100353422786,0.039417141017873185,0.1922320008471423,0.18036293088119235,0.5970745253964932,0.1941683632351938,0.2614709243660403,0.1450539961625837,0.08835748758756677,0.028510424813720504,0.062489209654561,0.11783758455870984,-0.10784989838392924,0.0021465462016737606,0.10606214795377752,0.08601724931639004,0.04318330463688153,0.33928003222172826,0.11032540793275802,0.46083944664904714,0.2609498224342084,0.1788251075741955,-0.02154565584217463,0.22221317767574095,0.12209774807052445,0.07037761385773376,0.037669275428384656,0.3978865891600639,0.22199860282066444,0.167887685674187,0.10457245691852753,0.006994736145574803,0.1902498144814844,0.080303775506076,-0.129435045006812,-0.1027347054834686,-0.07051678118765772,0.3948816261095499,0.04971079825657732,0.2801023192301312,0.30862673106987,0.15252208152668087,0.26629618775019265,0.027550327390501245
Fusiform_L,0.05748329025521905,0.30375181493961484,-0.11446790637347229,0.09869789489723454,1.0,0.016783649447620144,-0.10416998272804273,0.20985939781071122,0.17240216765623181,0.37247313231910717,0.20403330524205723,0.27734492324558335,0.42243920903640725,0.2293561101779471,0.40527290690626344,0.10721660172554272,0.2282570207539165,0.2814777981426657,0.10902725722815229,0.405242573740446,-0.2780385267137669,0.09375205470029084,0.05852798756642195,0.4803147773841633,0.45040112069315347,-0.08406091766256439,0.1890906537849636,0.09480433084387194,0.12884930421973453,0.41070526109403643,-0.03463788787236333,0.38212842529141355,0.1909630023003331,0.1376301065552801,-0.034025407153860834,-0.031091534432675403,-0.02429114303000333,-0.11595612443339413,0.4861862733794308,0.41468919128389425,-0.05972233324167462,-0.197440130263033,0.08635312107939165,0.7070668999484769,0.12230222236410579,-0.05958815982199426,0.1687723125283974,0.1443567982251496,-0.029788177023407053,0.3105160407597509,0.39896631509596225,0.2734523690697431,0.5319849961420782,0.4610288504050441,0.07487627580759386,0.20387964371775646,0.16372731211962352,0.08411274015550109,0.25741132464233224,0.11539391017673979,0.08416338946104356,0.26791882773812153,-0.005692704995319126,0.13403038752787927,-0.1739665717147731,-0.028103330407441198,0.10642009599204572,0.36157189396714373,0.5030004802373396,0.2796416844703856,0.4746211388095752,0.0141275438969226,-0.07040649155474134,0.14651173285045888,0.015104944612950368,0.10580538708166207,0.4973850627572235,0.07270328520702116,-0.009106958711393559,0.39951457281950997,-0.0044673248560993225,0.10331865043550773,0.029631289287677814,0.10991544332762852,0.269661689110556,0.17596725245177355,0.10440282934881173,0.3412976546817082,-0.04158764137572804,0.45414298311096957,0.4119123902608656,0.4547342356189084,0.41461554783837506,0.06698015353332118,0.17305329949271234
Frontal_Med_Orb_R,-0.314455257338999,-0.1087449268899734,0.5651104946099267,0.04635449468160033,0.016783649447620144,1.0,0.27353204548836957,0.44618825654810934,-0.048218184589480365,0.3455959587327351,0.492341761749882,0.20994539971045453,0.29354754491074103,-0.003927499592281632,0.14653757158092048,-0.25767331209848915,0.3258379417437748,-0.16059261262542118,-0.3031961946901729,-0.13268513588532105,0.16017874904958418,-0.27502880708053085,-0.08292738273849436,0.006679798315268328,-0.09992447933657418,0.5673786856601776,-0.12406974518306943,0.09663635047451621,0.39003545706605686,-0.33089588790564567,0.5227180397087843,0.22217674301992293,0.17708603629255676,0.3516881592009958,0.22741812439168882,-0.04688050607577531,0.08736308563329734,0.2077517760682825,0.0204035151185621,0.37921531822985477,0.04117373675653142,0.07366866894138274,-0.4889159384356028,0.03705315198181289,0.12484898102462907,0.32123026541759003,0.006257497561635071,-0.1887765475053658,0.3892629159361794,0.13758886956484245,0.029519504318241716,0.15597396516756928,0.36136102180826757,0.4434948991701007,-0.18539865024469276,0.25854571281711713,0.506147052540563,0.035681930728031434,0.14358242101810606,-0.021871801392838883,0.05925671520713694,-0.23283056594059356,-0.2817406993482118,-0.044688546229579594,-0.253066434308341,0.13828002609224668,0.26211417622600997,-0.24638103515767795,0.1720105309698921,-0.012620022356575859,0.13646380115869738,0.24502078148955322,0.2697963253782037,0.019862051488608187,0.08192280633570045,0.12259316043494807,0.2564759091996474,0.39360109771832036,0.5501310868938772,0.16213294125103947,0.6000813607586389,0.5635775064275205,-0.32882512370025957,0.40351573623324183,-0.4830399498012638,0.29362933648898976,-0.07525402577668532,-0.30931861818253265,-0.027251063039328074,-0.3307259882643107,0.1846934027872977,0.33570902467099883,-0.21339049161254944,0.3146991978250929,0.04097912855502781
ACC_pre_R,0.18012883624203607,-0.2563589814023285,0.33446233238957274,0.30839007711889255,-0.10416998272804273,0.27353204548836957,1.0,0.2383182073997403,-0.053804994113766186,0.1552053608665407,0.14919833421119988,0.19902451504206212,0.11065583021001225,0.026292849844527618,0.052098698928836444,-0.0117400578874515,0.06204831299298658,-0.09019733898023505,-0.12238112029396311,-0.04362794587328951,0.15907245843965614,-0.14093594977587384,-0.0406346272097129,0.12303966183196882,-0.07343424919139803,0.26650778736520264,0.0005705074377865179,-0.01090739840172458,-0.09942457126538573,-0.228037069679711,0.4959950432237993,0.1312815686806632,0.08147204095422851,0.15958146067833756,0.11428227003010212,0.24042149827121015,0.06505215996489322,0.18327272937232938,0.011018416279332376,-0.24881785752909902,0.14296018104668912,0.3049040154496697,-0.14116840721342286,-0.019681224216481788,0.03303939156386837,0.3340358832256461,-0.07483166543761827,0.3513784732788849,0.3631006303155906,0.09176227403637927,-0.24301573684303124,0.03287231902301112,0.17298669273219872,0.1331299387643188,-0.16331788021493326,0.25533178643482557,0.12636941529968737,0.027018494707822638,-0.0880755616378353,-0.03580646558597935,-0.0973999663551633,-0.3058786475596793,-0.11915328793064422,0.1769829040339066,0.2539568286708995,-0.0976876083711042,0.028863147199028712,-0.19010340529998998,0.09731479040294523,0.053010559155466305,0.2962288277925488,0.2651681171097627,0.34703739775769077,0.036008077188723876,0.17663154716756413,-0.13984645424784203,-0.0021950946087669473,0.22235967722127314,0.3628930233564776,0.3341356383357036,0.3836009989420257,0.07133362553270077,0.007227336497080339,0.2095286852323284,-0.025912736391486443,-0.11343789028317415,0.028595997227437428,0.03547295963903734,0.6005853038455499,-0.07475053766160994,0.2311047963928992,0.1476022532685853,-0.07646284947161028,0.20975098495955632,-0.042315038871907816
Red_N_L,-0.06991883149161078,-0.14220416711491501,0.2784235686476055,0.16822153519291144,0.20985939781071122,0.44618825654810934,0.2383182073997403,1.0,0.37645373088871115,0.4030736028191943,0.3724532892578253,0.2722707077960994,0.32073730020945995,0.1887133510671769,0.12704073519185136,-0.39258244388743224,0.5896260635766262,-0.15749574822516987,-0.3319716867860134,0.007022193470470188,0.2426308654749944,-0.2821920801860222,0.0818973276204569,0.35827407188817334,0.23776267091659484,0.4807333674036616,-0.10604524909114656,0.3220057700847216,0.25140891086005,0.0663347492170738,0.33965640896253724,0.46196597197785677,0.5765577275354503,0.30246484187036776,0.31059373967525666,-0.05184776139730401,-0.08355748501313898,0.33852817495814247,0.2604844713173769,0.1366634606583691,-0.207339734343356,0.003947010813914941,-0.13041914045623182,0.32620056444356815,0.13721271280402741,0.4741906784312931,0.09535573758238569,0.13542091738997394,0.47077431826701804,-0.0034748878553650018,0.0795069628593814,0.3372503936478946,0.5341258110013468,0.4208292169521869,0.08045498207762465,0.39277602404234346,0.24743750793582261,0.05069617287686723,0.24702286053475783,-0.005090661764601379,-0.013512595827437862,-0.21674197163835943,-0.031241188394663773,-0.014875838078254655,-0.1899242082961962,0.17240253659203392,0.22574712685365142,0.22563044476597935,0.42044903022109886,0.28923768836588826,0.3087595015079031,0.2360495432635374,0.3300968658440717,0.1262548656773072,-0.0750023226997905,0.10632770904998351,0.5764532692389487,0.3934035116167466,0.4491461073571269,0.3768293672182007,0.4513719410606086,0.13508698720770385,-0.001010817269696627,0.09831008861328405,-0.14828440757157763,0.2515386659625697,0.2022844561651844,0.06982760816725518,0.16716680211172288,0.14916938036442193,0.5184605396159132,0.22355990171745183,0.18358720007997403,0.3724996928572005,0.25535499167695896
Cingulate_Post_R,0.03977740115113517,-0.05465320631962852,0.01057214762548381,0.27466698916534477,0.17240216765623181,-0.048218184589480365,-0.053804994113766186,0.37645373088871115,1.0,0.3338582211080713,-0.01884038250680848,0.204405080555185,0.21856246830986845,0.31230934666952825,0.06189466095291302,-0.37270942005772567,0.31698844810635923,-0.021440000184402338,-0.3761694671903289,-0.02131440106974684,-0.13652505633342402,-0.30481239147307426,0.27641813723048214,0.5643834174489732,0.33310211277772045,0.04508427592128458,-0.08898645832700842,0.16027325263745937,-0.1376458793314484,0.3635419964753651,0.12159771551177033,0.3535764108355885,0.533823511513208,0.10180562319237454,0.002229696254627978,-0.1205470701181481,0.02565535973630327,0.10765425256567494,0.44223648309470115,-0.25098008363838925,-0.2427081174825751,-0.21364014689945002,0.5360661561951183,0.13612539776152763,0.035075470010147214,0.018191864834459136,0.2232162026992319,0.010534911955859608,-0.1175422260442069,-0.10366800428094018,0.03438616276589591,-0.014159444859300447,0.2972016873305477,0.05936721721268322,0.5222939762939425,0.3309957063422133,0.07393246207795988,-0.09691920749607934,0.1515692348815262,0.4271866565442699,-0.05800611972764881,-0.03981579583495685,0.3488061996463837,-0.21230401948048494,-0.04920380484358669,0.18083083293857466,-0.08023043210321283,0.44792934141452373,0.26555921081004547,0.29066917766360395,0.16976270500572016,-0.07075757913171252,-0.015721972270800407,-0.08016892053897309,-0.0603105646842699,0.10696016486696047,0.23509032463749704,0.09967800179009279,0.13410162078517734,0.3840330626826965,-0.050279930834834834,-0.10191595352104224,0.1340208378171517,-0.00825651445616013,0.06339734907054055,0.14709635162340895,0.20139729247874447,0.26961666463852596,0.08897595262838627,0.2522510682483508,0.25969641140493066,0.010253333997965323,0.3097583608481336,0.03602706214633089,0.16054258576637873
Insula_L,0.055889218545082,-0.03133717892739726,0.21481003702475757,0.3243321857806379,0.37247313231910717,0.3455959587327351,0.1552053608665407,0.4030736028191943,0.3338582211080713,1.0,0.22327592929546558,0.29596329570854724,0.720986525222434,0.28778199275529404,0.3426049601384187,-0.047753625068978636,0.5244546898198245,0.30255121512267846,-0.17460079991797225,0.12262457475425247,0.007275613041641197,-0.26961043769860965,0.22432756746060667,0.5225889694942651,0.22121266985428578,0.28129321446844524,0.006195702743937012,0.09059611197740586,0.20960849857429426,0.12593307563627198,0.35505571112171447,0.5487565856160894,0.28706271585385557,0.2638440974328376,0.15928738797052372,0.12551799054523563,-6.991370359469523e-05,0.1136218190984973,0.5263502994768525,0.04927395471566654,-0.06954004040874708,-0.055076359353909955,0.07267119632546004,0.3538444221890121,0.1047657725302466,0.48415599547328664,0.362774793915215,0.1532604846283418,0.269473398340022,0.41124042234869224,0.08166732710105794,0.3227675175414173,0.3637767798688561,0.723048791703559,0.4223497687656664,0.4845428060142582,0.34105521354116036,-0.049757254235891876,0.13776186264627657,0.2481575583042189,-0.058742107188903374,0.008665094160661148,0.013673319653687113,0.2450110377128572,0.04103293500579378,0.06897475266718078,0.31017813026442126,0.1643173491085649,0.42671220782140484,0.495512287079646,0.5075869195393935,0.16370341867987956,0.15915087608838016,-0.05132923881364433,0.3194086453318462,0.31472934548905224,0.3033277741239666,0.10542496103351363,0.4334969782466938,0.3743379379841605,0.15953678163240598,0.20700447524236143,-0.17867442029890232,0.4315174905227695,-0.034240048983396804,0.42866673544753103,0.23432275257175403,0.1919478558483825,0.3286527514390857,0.09508749708589938,0.44820886418321865,0.33372578333380837,0.23917736069111656,0.3752644451288995,0.012428289975031611
