,Cerebellum_Crus2_L,Red_N_R,Cerebellum_4_5_R,Paracentral_Lobule_L,Cerebellum_9_L,N_Acc_L,Angular_L,Cerebellum_10_L,Cerebellum_6_R,Pallidum_L,Caudate_R,Hippocampus_R,Thal_PuM_L,Frontal_Sup_Medial_L,LC_L,Temporal_Inf_L,Frontal_Med_Orb_R,Rolandic_Oper_R,Vermis_6,Cerebellum_3_L,Insula_L,Thal_VA_R,Temporal_Pole_Sup_R,Cuneus_R,Frontal_Mid_2_L,Temporal_Pole_Mid_L,Amygdala_L,Cerebellum_Crus2_R,Cerebellum_9_R,Temporal_Pole_Mid_R,Cuneus_L,Thal_MDm_R,Cingulate_Post_L,Thal_PuI_L,OFCmed_R,Thal_VA_L,Olfactory_R,Vermis_10,Hippocampus_L,Vermis_8,VTA_R,Frontal_Inf_Tri_R,ParaHippocampal_R,Thal_VPL_R,Occipital_Sup_L,Thal_MGN_R,Cerebellum_6_L,Cerebellum_7b_R,Pallidum_R,Thal_PuM_R
Caudate_R,0.12843236287576595,0.1138225100938059,0.5168520456022044,0.025765943536682448,0.045567592291845586,0.33664131448257634,0.04165399453017029,-0.0019263376270232486,0.22874621108220436,0.4163215655777954,1.0,0.3529429827009297,0.38957568281772925,0.3411076731970649,-0.12919533341943834,0.27707867828622795,0.25854571281711713,0.26423731013969326,-0.16066400610033008,0.1845785979593834,0.4845428060142582,0.5473165726401329,0.38026393187221863,0.07233308734454308,0.07055217589810003,0.15069964023282456,0.39208477005621173,0.02400018788173758,0.14499010605734136,0.23099230950346333,0.08192760468935598,0.46692455011977907,-0.08051026153486128,0.31672230005339075,0.28775811632769244,0.12163350754336043,0.5583624411998495,0.23368416245084614,0.39574540884170456,-0.0025839859493399136,0.043807908683159064,0.3284250298191857,0.559456308870936,0.49695411690619945,0.062312289670048635,0.5484628718467698,-0.03444560827442461,0.06597763628992201,0.3668642962127379,0.41835969732742306
Hippocampus_R,-0.14347392295573405,0.48104166845037843,0.6899561220353072,-0.2203597451397684,0.07067901498228008,0.5364655332705385,-0.07209700277086209,-0.1757284030666489,0.22283068625572783,0.2491976886078422,0.3529429827009297,1.0,0.42749822253318015,0.2561464552838456,0.06417705006289857,0.46091734004386564,0.4667904645805698,0.30112698729657617,-0.031355081950359624,-0.05679555376844679,0.5621981565687969,0.008778355345049877,0.5376244336313171,0.01809014408999849,0.2645869560268801,0.10554367403552214,0.5427171275609246,-0.18348965813952636,0.125962950933986,0.327640046815276,0.06633880970826499,0.19464566651879825,0.06651842890248522,0.21745652036053614,0.29082876954056053,0.0801826894534683,0.5135215078568482,0.39617601196913077,0.6262194304920651,0.023110471384776645,0.6267510971899459,0.5250048075512619,0.6813681472176611,0.24783835222829634,-0.08292442757803925,0.29251629220766173,0.024576931084293107,-0.11496247676794481,0.05568988087886237,0.17320337949096706
Thal_PuM_L,-0.0880456587284177,0.2787149033385868,0.3049886973661447,-0.13252293177471314,0.010220912862988592,0.1270044607739624,-0.01453700060031947,-0.3531158654655558,-0.06563464514952165,0.29079765424276977,0.38957568281772925,0.42749822253318015,1.0,0.35556998871351464,0.13200777991217413,0.3655367480423609,0.3023034749215006,0.5380128186503127,-0.2438876043996421,0.07500355698238743,0.53203839992548,0.10270467599957527,0.4023470862007207,0.029267638271608012,0.26574105044997554,0.294030499936867,0.511777222006383,0.032143931572560534,0.09937540427261221,0.41148179545232005,0.18715103950698211,0.21125786460547535,0.031042342331232875,0.1967855626288397,0.19070712362936904,0.17419786461328993,0.3954152364911819,0.17363822890305333,0.6546616346271915,-0.13055229032167026,0.1653281770655956,0.5336860678565375,0.5459551954866708,0.053066191714189026,0.11977625870973464,0.14034434529038609,-0.1902112350833265,0.0033919947707017344,0.13571707495942686,0.08855323319916865
Frontal_Sup_Medial_L,-0.00969414459479671,0.13088092565242235,0.28440777744457124,-0.19633607846693968,0.21576122407699636,0.1767460354524862,-0.03293176902883458,-0.10048189635109613,0.12724596954840428,0.2564205771719408,0.3411076731970649,0.2561464552838456,0.35556998871351464,1.0,0.18445101976157732,0.18487738430368297,0.33570902467099883,0.10492518489945042,-0.028908445949103915,0.1451665768659357,0.33372578333380837,0.049126354398152536,0.35824582246118125,-0.03019516455584321,0.14365835723885062,0.17959991411241283,0.356849341755857,0.11345153736126186,0.23366838351344146,0.14759170988362186,0.25957693325337616,0.23158082491653212,0.05080745095254173,0.31432575956998865,0.18450413608287522,-0.03396863127019198,0.19730891190826866,0.20417190525380977,0.3896947605808748,0.11900753137371617,0.05874350146808762,0.2447729185426081,0.3754593654342016,0.03521378969751473,0.07340534406154958,0.1531042221675229,0.11822234915167724,0.11419526009999245,0.2800376123539268,0.1695703478833105
LC_L,-0.12855851681173527,-0.14464971098029283,-0.013948138761262427,-0.13056221614960986,0.16638751976319435,-0.11182851203272856,-0.20603052681571526,-0.020100495950185718,0.1789895986816744,0.0593531730636291,-0.12919533341943834,0.06417705006289857,0.13200777991217413,0.18445101976157732,1.0,0.1115454791345418,0.029519504318241716,0.20801551989330808,0.09726263914491243,0.0456076623492203,0.08166732710105794,-0.044820688167142846,0.05767351709708016,-0.12607751114738705,-0.08566538075762786,0.1319174637945669,0.14338515435682794,-0.01649675077226622,-0.01702268746562068,-0.03360547584510203,0.19951137019202866,-0.10202299993163423,0.24517560809726277,0.009566799325420212,-0.052068728683602704,0.02554043226323012,-0.20337538788955128,0.22035616338294658,0.1235111109401917,0.3588696853477602,-0.057413192463998515,0.05326507190914031,0.02189132431718862,-0.054936208189567175,-0.03776962069419542,0.08169251598560974,0.3354745516252724,-0.05258222135335151,0.0037857824110161635,-0.06561612665672271
Temporal_Inf_L,-0.02635918750607831,0.21214282469302548,0.5042252982804344,0.0312546667334408,-0.060091490067609804,0.38211285959043495,-0.19190358727707185,-0.1046407610590765,0.09083258696840348,0.12993343310029828,0.27707867828622795,0.46091734004386564,0.3655367480423609,0.18487738430368297,0.1115454791345418,1.0,0.36136102180826757,0.3871638968818997,-0.33215902965832644,0.005072018682798381,0.3637767798688561,0.0950125488635564,0.3540128183445576,-0.10874590853705425,0.5566630499447339,0.36181777893561123,0.6785878540328373,-0.36076054283396486,0.16162033353274863,0.3103095302105582,0.28345263255987196,0.05487439705393932,0.4005950939438599,0.09818452995771539,0.3316127016823351,0.2694577045946945,0.3950536742692986,0.3072024177258202,0.5867902653851792,0.04697186016254923,0.22700875470039408,0.5129427337259873,0.37916857067406495,0.13760026471469652,-0.21921871165432905,0.2759443076217315,0.011775765489916703,-0.16544681643764128,0.07901052764915428,0.03041558249218522
Frontal_Med_Orb_R,-0.3609947549782715,0.3892629159361794,0.1720105309698921,-0.47871405951537266,0.1523882832693815,0.3516881592009958,-0.03878302487236822,-0.32882512370025957,-0.13268513588532105,0.3146991978250929,0.25854571281711713,0.4667904645805698,0.3023034749215006,0.33570902467099883,0.029519504318241716,0.36136102180826757,1.0,0.0204035151185621,-0.3031961946901729,-0.1887765475053658,0.3455959587327351,0.2077517760682825,0.538552902017911,0.04117373675653142,0.20994539971045453,0.39360109771832036,0.40215445495347807,-0.2101344540916766,0.09663635047451621,0.5673786856601776,0.14358242101810606,0.06926869113064979,-0.2855095437318547,0.19724098719754815,0.6000813607586389,-0.07525402577668532,0.5501310868938772,0.23456339394847273,0.311905969122861,0.019862051488608187,0.29362933648898976,0.29354754491074103,0.27999728279665625,0.29484566013590513,-0.19020060519096463,0.2637258194247682,-0.1983282046458752,0.07366866894138274,-0.08078539945902252,0.2651387378646188
Rolandic_Oper_R,0.03819301144940798,-0.058146536633762444,0.25998141373652,0.08434671989947377,-0.17835876297393619,-0.13461578998737248,-0.1316165158367018,-0.19394073101663312,0.06912930303053366,0.1426755036832624,0.26423731013969326,0.30112698729657617,0.5380128186503127,0.10492518489945042,0.20801551989330808,0.3871638968818997,0.0204035151185621,1.0,-0.3033446243571594,0.08642247964922854,0.5263502994768525,0.05845363924052162,0.37055803550844013,-0.16887688661151462,0.2903026708887843,0.1904044937337134,0.41781435304794245,-0.14063885511555252,0.022033642022092542,0.28512468172013117,0.15788492141290744,0.01496001036218418,0.2930349453592892,-0.1699883202387754,-0.12860043577681968,0.3310861090305569,0.08302185382646272,0.1410534300816155,0.5325399265844374,-0.03043348412130499,0.11711595532045396,0.7048660145065015,0.4731489619984642,-0.029182436472745696,-0.11894002690081659,0.13137338518584957,-0.052512554641570765,-0.046394639605951894,-0.015513259651629165,-0.12455514696769891
Vermis_6,0.11136782064714251,0.017741908301804648,0.0026358689710093345,-0.2438507348415054,0.44423643301495475,-0.07693191514642403,0.047248743762604475,0.24163880122031273,0.483574532210856,-0.2989173376360048,-0.16066400610033008,-0.031355081950359624,-0.2438876043996421,-0.028908445949103915,0.09726263914491243,-0.33215902965832644,-0.3031961946901729,-0.3033446243571594,1.0,0.013961377108321937,-0.17460079991797225,-0.16230029754927458,-0.0447895399074056,0.30943558586878916,-0.3876926899723052,-0.4342144837395515,-0.4286549801678137,0.4468284364236771,-0.2125088208759366,-0.512338178371812,-0.2340454446909468,0.0876289723206942,-0.08377103235759097,-0.0895510037998856,-0.18328507729418808,-0.38419339880934755,-0.3840707299761493,0.1354208679079404,-0.23619564546368066,0.17462263135720116,0.04782716938692748,-0.2229017455516161,-0.23969541468587116,-0.10989406036004372,0.3947439831825359,-0.0010802797183421997,0.5765600999178906,0.23612527795953636,0.13824285788117222,0.18020807942518552
Cerebellum_3_L,0.25417571247525084,0.11081352333766462,0.18092294851945,0.5036793940591331,0.13699720153941425,0.04385150337520969,0.01075828382115387,0.3689918592169964,0.22854851629435505,0.22001753352908743,0.1845785979593834,-0.05679555376844679,0.07500355698238743,0.1451665768659357,0.0456076623492203,0.005072018682798381,-0.1887765475053658,0.08642247964922854,0.013961377108321937,1.0,0.1532604846283418,0.16490864284054782,0.06836622368951611,-0.04293349601365701,-0.12808362187796365,0.053392737518896005,0.07163807784055393,0.029803235838912413,0.11728277887360766,-0.10543156664377228,-0.11459730009835205,0.24196009621939096,0.20860034332470992,-0.0388444880605612,0.08644351022551905,0.24441049574500304,0.013414099293576039,0.05417825441292702,0.15823370760755076,0.13561371506668643,-0.1679993511911694,0.011146964833081696,0.29084196531343637,0.09569956218203572,0.07717816949269511,0.05191693987058448,0.30521377901842955,0.22859258006986694,0.5300306603102388,0.09471072041295721
Insula_L,0.009579713048852039,0.269473398340022,0.42671220782140484,-0.06569839314142507,-0.04515650994621926,0.2638440974328376,-0.12056899452747878,-0.17867442029890232,0.12262457475425247,0.3752644451288995,0.4845428060142582,0.5621981565687969,0.53203839992548,0.33372578333380837,0.08166732710105794,0.3637767798688561,0.3455959587327351,0.5263502994768525,-0.17460079991797225,0.1532604846283418,1.0,0.1136218190984973,0.5348191755249633,-0.06954004040874708,0.29596329570854724,0.10542496103351363,0.47601713102560367,-0.21420243826472674,0.09059611197740586,0.28129321446844524,0.13776186264627657,0.27715455755665713,-0.026659016051844914,0.11896184319255981,0.15953678163240598,0.23432275257175403,0.4334969782466938,0.1909430405071423,0.6412036002448325,-0.05132923881364433,0.42866673544753103,0.720986525222434,0.6783046424767981,0.26625835731786246,0.006262320949300759,0.35539075827326455,-0.06163652129980653,-0.055076359353909955,0.13406288728122406,0.16297421773955797
Thal_VA_R,-0.016228883818812396,0.007222880232694372,0.14963637872576882,-0.01037780358626869,0.27158031490833445,-0.0007207088299384004,0.09621359135086172,0.0035237753580666486,0.07580931707548273,0.3631218812316364,0.5473165726401329,0.008778355345049877,0.10270467599957527,0.049126354398152536,-0.044820688167142846,0.0950125488635564,0.2077517760682825,0.05845363924052162,-0.16230029754927458,0.16490864284054782,0.1136218190984973,1.0,0.26921813081698637,0.08126597968635431,-0.19293096665377088,0.32418334768869195,0.09447234520591895,0.09783182327786137,0.1447081216691758,0.4215557181889685,0.05285399531996032,0.4418693586400735,-0.18615490395653628,0.10869091705023139,0.24883494278755502,-0.028028342859778236,0.36438387690421437,0.16131235204713903,-0.030963457534885323,0.15536655254486673,-0.21527136622988763,-0.0014572430185648307,0.1324617311660158,0.5321773219377828,-0.1046423105069327,0.5083716533829797,-0.05414237436273905,0.2890963708329286,0.2183127478035769,0.4614928180194762
Temporal_Pole_Sup_R,-0.14980595469542754,0.3879603599374649,0.46025052160090474,-0.33239543123186427,0.28089465371303823,0.22370570590641847,0.05150824823551793,-0.10607465025800189,0.28098467777361974,0.3672630973479763,0.38026393187221863,0.5376244336313171,0.4023470862007207,0.35824582246118125,0.05767351709708016,0.3540128183445576,0.538552902017911,0.37055803550844013,-0.0447895399074056,0.06836622368951611,0.5348191755249633,0.26921813081698637,1.0,-0.02655450760037884,0.032953103357923244,0.22668140850895802,0.3753416552193567,-0.042676139070932206,0.055199207274287024,0.4575503576201295,0.14232318973233626,0.2590360706839926,-0.12811929062865737,0.06365439516937657,0.42877838620760605,-0.07355395162686028,0.42253275413406427,0.43833712275466036,0.5774052143891487,0.06967696001172892,0.21735673604722208,0.5137720365687859,0.5245418379923891,0.3057825418716667,-0.004627603753932523,0.3852916297093871,-0.056980892995650956,0.2999620074135702,0.06455689153662363,0.3257473583454543
Cuneus_R,-0.0061994338396835725,0.10138631687812885,-0.03617401217635863,-0.17500845229392248,0.11585526995630137,0.024414188225255946,0.34071478739134875,-0.07179722707999103,0.05940238330213005,-0.0020321493775961944,0.07233308734454308,0.01809014408999849,0.029267638271608012,-0.03019516455584321,-0.12607751114738705,-0.10874590853705425,0.04117373675653142,-0.16887688661151462,0.30943558586878916,-0.04293349601365701,-0.06954004040874708,0.08126597968635431,-0.02655450760037884,1.0,-0.24361702884892686,-0.16133421773657183,-0.17654939316670779,0.4382221781531999,-0.2578192875990685,-0.15467094873766674,-0.26889701349147954,0.030409381703875426,-0.21919862303257726,0.13123472106722897,-0.0894533582106322,-0.22297012253470172,0.013100168915367154,-0.19940552548790028,-0.04045456674598143,-0.1664634090166027,0.002188717232257381,-0.04361713038996753,-0.04262256079283333,-0.009217729654289984,0.3275953106268486,0.03299734769998013,0.09325847143728545,0.11733081572616812,0.03181823157393738,0.18099655574368947
Frontal_Mid_2_L,-0.009670832316092701,0.12839757495850188,0.2592541001115773,0.10704391902068314,-0.217760160344592,0.2750818296369582,-0.20447723753393027,-0.2044614265922203,-0.19239796232867074,0.11136277212708476,0.07055217589810003,0.2645869560268801,0.26574105044997554,0.14365835723885062,-0.08566538075762786,0.5566630499447339,0.20994539971045453,0.2903026708887843,-0.3876926899723052,-0.12808362187796365,0.29596329570854724,-0.19293096665377088,0.032953103357923244,-0.24361702884892686,1.0,0.17929003522563214,0.5229326482209207,-0.2938140383218368,0.2117291498347046,0.24682976158312406,0.2478245227736857,-0.16652092388054232,0.34565050979518974,-0.03629724917817556,0.17230811980067415,0.27544806809593064,0.28545340477862424,0.008662562319766188,0.4169658735307997,-0.028255587220145744,0.22242017415712578,0.39137396039815653,0.21411693467760168,-0.29948331506703746,-0.21496748354078576,-0.1649118824119321,-0.20297421803859508,-0.20388575560781344,-0.04880827220816351,-0.3740933731675486
Temporal_Pole_Mid_L,-0.3154656492048307,0.05053809666720869,0.02862146192241719,-0.22253584151322134,0.23370520320031624,0.07083298950777885,-0.0886831120415719,-0.41521785657733135,-0.3559138965992353,0.3515976098585621,0.15069964023282456,0.10554367403552214,0.294030499936867,0.17959991411241283,0.1319174637945669,0.36181777893561123,0.39360109771832036,0.1904044937337134,-0.4342144837395515,0.053392737518896005,0.10542496103351363,0.32418334768869195,0.22668140850895802,-0.16133421773657183,0.17929003522563214,1.0,0.4253511061663589,-0.20192252275120712,0.22556882338028084,0.6683129031539412,0.2121968174439232,-0.14427289760802545,-0.2088785973717996,0.007265343342321568,0.4335736114091316,-0.07071058901016508,0.4271878251474398,0.1851198463569072,0.1891684023150742,0.11025334170834697,-0.14196920093953003,0.12681633483076035,0.11803094794111128,0.0009986233831018748,-0.3080104327482248,0.0793607111067711,-0.28626863226612226,0.18304543544001176,-0.0012400852249923788,-0.15171887551631408
Amygdala_L,-0.07061610205284027,0.12186493134420398,0.5607123361125569,0.08898747386434379,-0.09760198884203221,0.5091772118067901,-0.2523842475936091,-0.15314127942422665,0.09323204920068073,0.41982466613700903,0.39208477005621173,0.5427171275609246,0.511777222006383,0.356849341755857,0.14338515435682794,0.6785878540328373,0.40215445495347807,0.41781435304794245,-0.4286549801678137,0.07163807784055393,0.47601713102560367,0.09447234520591895,0.3753416552193567,-0.17654939316670779,0.5229326482209207,0.4253511061663589,1.0,-0.4397912876623522,0.29827713263415545,0.38709556354946645,0.38781077393113106,0.0746675219383107,0.3347098577743785,0.17104244157006057,0.43894928972416813,0.25213006846355895,0.5357379830937266,0.42519611540628055,0.756710878189717,0.08219056603712029,0.21441527632485502,0.4506021429272729,0.65393477038014,0.13974429075186343,-0.20950117168643606,0.263670533770054,-0.02776137482642536,-0.17171674783914595,0.19706223611555465,-0.05964809661649467
