,Insula_R,Thal_MDm_L,Thal_PuM_L,Cerebellum_4_5_R,SN_pc_R,Thal_AV_R,Cerebellum_7b_R,Thal_LP_L,Thal_LGN_L,VTA_L,Cerebellum_4_5_L,Heschl_R,Precuneus_L,Fusiform_L,SupraMarginal_L,Putamen_R,VTA_R,Cingulate_Mid_R,Angular_L,Temporal_Mid_R,Postcentral_R,Calcarine_R,Thal_PuA_L,ACC_sup_R,SupraMarginal_R,Thal_MGN_R,Precentral_L,Parietal_Inf_L,Vermis_6,Occipital_Mid_R,Occipital_Sup_R,Frontal_Mid_2_R,Frontal_Mid_2_L,Hippocampus_L,Temporal_Mid_L,Temporal_Sup_R,LC_R,N_Acc_R,Temporal_Inf_L,Thal_IL_R,Supp_Motor_Area_R,Frontal_Med_Orb_R,Vermis_9,Cerebellum_10_L,Vermis_4_5,SN_pr_R,Frontal_Inf_Tri_L,Pallidum_L,Cerebellum_7b_L,Frontal_Inf_Orb_2_L,ParaHippocampal_R,Amygdala_R,Cerebellum_8_L,Thal_PuI_R,Temporal_Pole_Sup_L
Thal_MGN_R,0.409575157826944,0.4287400687319936,0.14034434529038609,0.2587440376305845,0.21024516189821624,0.4771760862401363,0.0157668349861022,0.04117182585802709,0.021831048901517085,0.17231338215651995,0.2968763841177466,0.2344397156731226,0.14484383333060277,0.16801806823567023,-0.15565770573540139,0.26430802062112807,0.1114588894939424,-0.07202827551375394,-0.008433662276588849,0.29870961131396506,-0.05032998644433892,0.09867969530919216,0.001569864451773405,-0.014412156454933671,-0.01685646063794771,1.0,-0.2018838528638987,-0.24749285487430203,-0.0010802797183421997,0.036797344002917,-0.17772490190007437,0.192186525771413,-0.1649118824119321,0.19557696198166682,0.0337476410517079,0.34766697926787443,0.08279673252289516,0.2948286289796287,0.2759443076217315,0.45153063990063314,0.018921444038647373,0.2637258194247682,-0.1329334754224178,0.1658785829020622,0.2755474038857004,0.31577102790491507,-0.03095270737344548,0.313537001762672,-0.07224047701196096,0.20387775816840176,0.3077908455880397,0.2568110776138586,0.014691487683505868,0.5865452311146073,0.13645424916312904
Precentral_L,0.15909220616370096,0.0687117923675901,0.05928828476691761,0.08964384975716508,-0.12454787224000345,-0.2576734282392626,-0.07326949332258528,0.24363495900702453,0.2687245099888874,0.2250114247774985,0.02745432616625424,0.3263693578469037,0.27321598980600487,0.05748329025521905,0.436994426513325,-0.05625313950185828,0.06659469629485984,0.46641363496387994,0.20031414121121868,-0.07632152640908796,0.14900525838004447,0.21771109738308245,0.28784064654601255,0.28786702549183446,0.08014348318673203,-0.2018838528638987,1.0,0.32304495067457534,-0.15480381665155596,0.05502634842529859,0.21361369682699666,0.22528020740352767,0.4117654483627174,0.21551423816603035,-0.4028328316944763,-0.040798216994574976,0.07601081548738622,0.02220265767516216,0.18009247325331593,-0.0725219262508647,0.41358973945853283,-0.314455257338999,-0.1887879644305165,0.21421054970828063,0.2083143686281537,0.21723172588665696,0.33218962066637586,-0.02923776076386403,0.04740797366284398,0.00519923135332671,0.13373328175064322,0.28885664582343107,0.0018756027815147586,0.11649094401019805,-0.5829530417864385
Parietal_Inf_L,-0.0860455047172304,-0.4284242181984079,-0.18383384801169467,-0.06074179683643273,-0.24355753598977228,-0.49788102951239405,0.07546296693803414,-0.18408399297871458,0.294555397240153,0.3168593444207345,-0.2011126008737745,-0.03733983051502627,-0.027256409818058915,-0.165222624700848,0.12959361863994626,0.24878305535477574,0.09474025459996133,-0.10233703549535662,0.5314839057225068,-0.022917274100054015,0.01972528273931599,0.05863534281587825,0.19124160302352275,0.1364899603566154,-0.05514006935542624,-0.24749285487430203,0.32304495067457534,1.0,0.3078117387795485,-0.2641167775253405,0.5308918518072074,-0.16605079141930756,-0.23961089881355027,-0.12013787610943383,-0.30997869317172794,0.05194278457581747,0.08602179605437896,-0.07028214592738942,-0.2996683146903144,-0.03977642435830543,-0.1307357168321324,-0.2446432871442347,0.2782969981991228,0.1645179087435058,0.023376645107083704,-0.10343146939896325,-0.148866726255143,-0.30140317908870407,0.007873034572188011,-0.06184308457098145,-0.06317602516638618,-0.10479950320439764,0.0351148371685213,-0.039557760495204895,-0.3485783078674759
Vermis_6,-0.18641209553678384,-0.43450675527760213,-0.2438876043996421,0.0026358689710093345,-0.21073820763443787,-0.2460607767656641,0.23612527795953636,-0.34187134457117374,-0.026092212542548805,0.24500443838026595,0.10087279386841522,-0.26690430699725637,0.0964405599363391,0.10902725722815229,-0.2749780262560905,0.04145757291771439,0.04782716938692748,-0.1943437087684185,0.047248743762604475,0.19077365098971524,-0.2080139564976214,0.30145045505414514,-0.04335906691392004,-0.1495502351432646,-0.20506030930539504,-0.0010802797183421997,-0.15480381665155596,0.3078117387795485,1.0,-0.21919889878037138,0.3514006009906414,-0.32137698104234025,-0.3876926899723052,-0.23619564546368066,0.22500725524161327,-0.03595327000401561,-0.19118939958882597,-0.11518236883637917,-0.33215902965832644,0.09627875546512227,-0.4723176049467494,-0.3031961946901729,0.6266763877514642,0.24163880122031273,0.2160182575763042,-0.046366582606721767,-0.2158752883120623,-0.2989173376360048,0.09773460015076905,-0.14372441172111902,-0.23969541468587116,-0.22291077698507616,0.2725935542304555,-0.11032506705726415,0.23462002074945945
Occipital_Mid_R,-0.10428266075281205,0.11635948524962154,-0.20050354315560684,0.05511426345218443,0.034444824194758875,-0.03378779091882169,-0.13702126350879762,-0.09295077964174076,-0.2521455900879674,-0.14629826992576658,0.20496510816756053,-0.034825568087379466,0.38074756526491527,-0.019818732435467962,0.04070997400366886,-0.23461301503335857,-0.052283499573083154,0.28453106179724624,-0.28706280514166826,0.0003308504338613202,0.22307443631469426,0.38736060603250794,-0.17180028550573218,0.03280477885395607,0.2502591866187166,0.036797344002917,0.05502634842529859,-0.2641167775253405,-0.21919889878037138,1.0,-0.39233796259296155,0.031354139391160316,0.08792784039198284,-0.0405819379441286,0.15473089090286885,0.013968185679341364,-0.013199169352553641,0.0829852383710563,0.04114532129602016,-0.06391079322139723,0.2950689338987453,-0.07400103671892273,-0.09753920328361093,0.1050738176079579,0.24820379691957095,0.21667430017024736,-0.010615541067877954,0.11098727757086713,0.13644252425973732,0.035712609037761044,0.02448667211106427,-0.12997882233870525,0.15214090960582205,0.05212680215555069,0.039171306329308056
Occipital_Sup_R,0.065093064847503,-0.2780939907903541,0.03987336307271045,-0.11328726534304764,-0.1293739653297503,-0.22072796917649645,0.28457444569012424,-0.044201991254391136,0.3783558570419848,0.15964751074413366,-0.33732476342692536,-0.04553748335754784,-0.3186193217597967,-0.2002864764828513,0.10774587642907273,0.29973020055728866,0.1271112034633372,-0.22563335518160252,0.3967311900979437,-0.14099183279805755,-0.3293391295051886,-0.2761489862139042,0.2071810954387335,0.2246047743581524,-0.38660478318984404,-0.17772490190007437,0.21361369682699666,0.5308918518072074,0.3514006009906414,-0.39233796259296155,1.0,-0.17638999156233656,-0.13632477790908654,-0.08342138066342293,-0.24648361174229594,-0.12279944163487928,0.05971788558925835,-0.06695702128016141,-0.293445262674467,0.012168082239605374,-0.39698318654781733,-0.02953303876321616,0.28106243169285855,-0.10584167774214095,-0.2520751151935364,-0.33870025738386944,0.02194583108274257,-0.13571938065558609,-0.024328046803847488,0.03592573533648548,-0.04566315995558756,0.05166069798058974,-0.17341276124355284,-0.1408537185344341,-0.2139512971249455
Frontal_Mid_2_R,0.45283562032114294,0.3469708508632341,0.4927297686581578,0.41512525857032895,0.29547402291955877,0.020078341179179005,-0.07188644249186067,0.6069829292084185,0.09045574924605024,0.18847629325411355,0.4035969842895462,0.7879289009926532,0.27983639679395345,0.5043509940816892,0.059465665074277106,0.11086201110257762,0.18659445552855114,0.40561529668513857,-0.058248475815116496,0.4284317411808057,0.39337178580898413,0.026832110516037486,0.06600432552889124,0.27942436978420343,0.5271289158294961,0.192186525771413,0.22528020740352767,-0.16605079141930756,-0.32137698104234025,0.031354139391160316,-0.17638999156233656,1.0,0.382005987969832,0.6370723804020707,-0.10650010164486998,0.37726840044615545,0.16837763655901433,0.3087299003791534,0.5093525204343652,-0.25167895249984407,0.4044426960537968,0.08095291726961348,-0.40923516400043497,-0.09530623424944956,0.3219256547843316,0.25689756505349165,0.3202986165565222,0.22768774182193743,-0.05849032049018461,0.19562783171269293,0.5778005535717295,0.5451003469631087,0.035728413865432955,0.3280838258931225,-0.1683695323155346
Frontal_Mid_2_L,0.2607050329569546,0.1173292389760672,0.26574105044997554,0.2592541001115773,0.18042983623978925,0.035040651447776426,-0.20388575560781344,0.49552475372609167,-0.025708317224713655,0.04225406598850162,0.15409856772390942,0.2880050630889907,0.020506765025247224,0.27734492324558335,0.18824135718848392,-0.06848109993329513,0.22242017415712578,0.26592272418997126,-0.20447723753393027,-0.15737098956167556,-0.07872219996126154,-0.14464890273368722,-0.13105972450678885,0.13599674012904397,-0.06272253067193204,-0.1649118824119321,0.4117654483627174,-0.23961089881355027,-0.3876926899723052,0.08792784039198284,-0.13632477790908654,0.382005987969832,1.0,0.4169658735307997,-0.05463951181858691,-0.3039075591634003,-0.02474357544281561,0.05143516204608981,0.5566630499447339,-0.292773107748314,0.3425561627089681,0.20994539971045453,-0.3971874503013714,-0.2044614265922203,0.03941498580486873,-0.03315400039278681,0.5099359461047085,0.11136277212708476,-0.11949316153793667,0.11356345267187513,0.21411693467760168,0.3298613385799239,-0.19513778845805288,-0.18521429359849106,-0.055065466179624094
Hippocampus_L,0.6158854884323093,0.40953340136894456,0.6546616346271915,0.6272227647539123,0.30330610714619477,0.1169834181089072,-0.07052030660249177,0.6575415534152725,0.23860515948417335,0.35637825583023786,0.4869650639588696,0.6933294763479128,0.2323452167353042,0.6388415787386855,0.13133172077288946,0.27760042579207284,0.33405933289260953,0.22548133748549268,-0.013224957255872319,0.521380614819347,0.043789057559118064,-0.033650843478732304,0.28226317014131624,0.2902804754559151,0.1106077072791006,0.19557696198166682,0.21551423816603035,-0.12013787610943383,-0.23619564546368066,-0.0405819379441286,-0.08342138066342293,0.6370723804020707,0.4169658735307997,1.0,-0.07135120817657999,0.1728387853252746,0.360515146096388,0.2478417138593586,0.5867902653851792,-0.1546142011161587,0.14142242423179735,0.311905969122861,-0.36426312110378245,-0.10248332151097639,0.26460809204425567,0.20041744952221696,0.22894235381685288,0.2993203886502026,-0.20167771462232353,0.2701260044454998,0.7499642822382404,0.7280365029224707,-0.09794686073445542,0.15268120725499862,0.05161391642607653
Temporal_Mid_L,0.05598982732680585,0.13306077378769304,-0.03808397666192156,0.080347850536182,-0.17600191762600328,0.1251579018002584,-0.04187334382284775,-0.23716343029655768,-0.31149764387341145,-0.03203137885600499,0.4049718782061695,-0.23754544106843128,0.29646029658140516,0.36010873920536934,-0.09139347238527823,0.08021288708547536,-0.05077423656227389,0.059612186293685046,-0.41932328171561545,-0.021367387820347715,-0.09069951387245954,0.311405868301483,-0.26502505527187104,-0.18798161219198684,-0.06149805416550676,0.0337476410517079,-0.4028328316944763,-0.30997869317172794,0.22500725524161327,0.15473089090286885,-0.24648361174229594,-0.10650010164486998,-0.05463951181858691,-0.07135120817657999,1.0,-0.07836355724695489,-0.14191925345337117,0.00945968810499218,0.029753094166514015,-0.04723458008280239,-0.23711792201943654,0.057137556763801396,0.288147338554985,0.06463053063077541,0.1256260219365096,0.07648871902306723,-0.0533107299297561,0.1253254667214526,0.015186891108493238,0.09482249236816381,-0.0400651078601991,-0.22823555043965257,0.33055815475546746,-0.12830464575706788,0.7740391919290345
Temporal_Sup_R,0.2606215934697915,0.28394486488877935,0.029951308336848014,0.2127481891823165,0.04703514999697386,0.16035554096968543,-0.0930932700129736,-0.017242732140374962,0.12742333831129285,0.24765686002608953,0.24625904773465723,0.4012693264604832,0.36426455460497076,0.07487627580759386,0.15797902900527755,0.21783162287792718,0.2120554578370899,0.22830647909175264,-0.036620840993832594,0.5299176768645338,0.5308799795513652,0.35765383558577246,0.1842931897705662,0.07029152222075163,0.6200149283191727,0.34766697926787443,-0.040798216994574976,0.05194278457581747,-0.03595327000401561,0.013968185679341364,-0.12279944163487928,0.37726840044615545,-0.3039075591634003,0.1728387853252746,-0.07836355724695489,1.0,0.37576484751541483,0.18036293088119235,-0.07557284312636586,0.1061879714532219,0.29142040932867425,-0.18539865024469276,0.08317547486620164,0.3151888087069077,0.4627563627967442,0.39788355557978666,-0.13514043820611898,0.10407777727655385,-0.17596370657393337,0.19730370575456843,0.3679916953212483,0.11246532066106779,0.2472355783509002,0.6499559111529165,-0.1929390203903539
LC_R,0.3348475762463802,0.21097926594549232,0.28539894322916587,0.293951888642337,0.2036017335841805,0.03271612890711138,-0.16260339522789471,0.1341005977824882,0.22672897076354903,0.180925682817647,0.16656799277098056,0.24207840096297,0.1334874763885019,0.1687723125283974,0.2246607034485517,0.2647991882871556,0.2530694439074326,0.22828848224319095,0.10549313885090977,0.28552419085199987,0.22677338170739625,0.08086220516680612,0.28007562160669175,0.09097909902343487,0.1177616351122747,0.08279673252289516,0.07601081548738622,0.08602179605437896,-0.19118939958882597,-0.013199169352553641,0.05971788558925835,0.16837763655901433,-0.02474357544281561,0.360515146096388,-0.14191925345337117,0.37576484751541483,1.0,0.194223279047496,0.0012331468107060787,0.0815594306046341,0.14274215653615546,0.006257497561635071,0.03573967173200387,0.15852875963278748,0.1620267325079502,0.31691515089090666,-0.00340577492233469,0.19457030497779798,-0.050174505769889584,0.06132258251484521,0.47523792432718687,0.28046742883330483,0.09570566649866624,0.2401675413048025,-0.08295217499166373
N_Acc_R,0.1922320008471423,0.3366699061170721,0.2403525920700185,0.33928003222172826,0.1712308862912503,0.2779670347154366,0.17677039905932074,0.22199860282066444,0.22221317767574095,-0.007988972436353742,0.21711925372819701,0.30481715245275204,0.04971079825657732,0.09869789489723454,0.0204031434919146,0.1902498144814844,-0.129435045006812,0.29459407120351633,0.09383537468584868,0.12596415985658568,0.177985954156805,0.01974578345288346,0.1575012212957818,0.3948816261095499,0.16830695447519328,0.2948286289796287,0.02220265767516216,-0.07028214592738942,-0.11518236883637917,0.0829852383710563,-0.06695702128016141,0.3087299003791534,0.05143516204608981,0.2478417138593586,0.00945968810499218,0.18036293088119235,0.194223279047496,1.0,0.039417141017873185,0.15929456156259697,0.12680213529733317,0.04635449468160033,-0.13619447002800963,0.006994736145574803,0.15252208152668087,0.34589249226903573,-0.15917168653837144,0.26629618775019265,0.23741126733956364,-0.01054985116045929,0.36399448153766506,0.2801023192301312,0.062489209654561,0.357244723489336,-0.03912627842261232
Temporal_Inf_L,0.4159693484549114,0.3012361169522029,0.3655367480423609,0.5042252982804344,0.22551513147274405,0.18894117660351148,-0.16544681643764128,0.5371717936029118,-0.06953057037764596,0.1421634118189489,0.44079720894183677,0.4134986425082385,0.23154952247231259,0.5319849961420782,0.04323890072725886,0.05417217120848866,0.22700875470039408,0.14993815645906072,-0.19190358727707185,0.2698595337491014,-0.09811212848549766,0.0022029819602486954,-0.08761767277126867,0.10261098355520176,0.05954307403012001,0.2759443076217315,0.18009247325331593,-0.2996683146903144,-0.33215902965832644,0.04114532129602016,-0.293445262674467,0.5093525204343652,0.5566630499447339,0.5867902653851792,0.029753094166514015,-0.07557284312636586,0.0012331468107060787,0.039417141017873185,1.0,-0.07076170193194822,0.26538008208705083,0.36136102180826757,-0.5233508015839661,-0.1046407610590765,0.25707467602816214,0.1048729722473888,0.29972611999833315,0.12993343310029828,-0.24146991836844361,0.13219995582970423,0.37916857067406495,0.47988613477631026,-0.17112148981446318,0.08195569541396834,0.09342437098245715
Thal_IL_R,0.13809127045647776,0.2827087841850864,-0.07071454977078799,0.017797891750527373,0.24025029095297445,0.3457033974525468,0.13297390836189124,-0.2054059717114474,0.06995544749109384,-0.17137652518455293,0.03709649689510087,-0.2436052833149361,-0.03605751994861072,-0.2780385267137669,-0.06735074907488081,0.1601496719145859,-0.09446889304339441,-0.024531997676105408,0.1908236109123702,0.022854418856776387,-0.15107578193609558,0.05063887863155705,0.15084676368505118,0.04352050833489,-0.24051341399222617,0.45153063990063314,-0.0725219262508647,-0.03977642435830543,0.09627875546512227,-0.06391079322139723,0.012168082239605374,-0.25167895249984407,-0.292773107748314,-0.1546142011161587,-0.04723458008280239,0.1061879714532219,0.0815594306046341,0.15929456156259697,-0.07076170193194822,1.0,-0.06643287067522632,0.16017874904958418,-0.06122143531889348,0.323749076643061,0.04176557241314996,0.099429623348358,-0.058545725414778156,0.2532456985240647,0.11078561011367861,0.24903362741826157,0.06832928719386323,0.07355384458633746,-0.1135720398345935,0.4076001270504543,-0.0028639312113622013
Supp_Motor_Area_R,-0.056681303546325064,0.225109861599279,-0.08973300430965711,0.11588756924732334,0.2103774832857608,-0.07933525416362501,-0.27808813969555835,0.26108585249288346,-0.18733618444450306,-0.05821819006826645,0.1409137465753909,0.2329634203946646,0.37962385843194374,0.03092059949810955,0.29303858720999876,-0.29872465023262507,-0.04941793144176624,0.67882643209786,-0.1401457703149418,0.044065253595986016,0.7322995456605229,0.35876986374561487,-0.001810741913375846,0.11444738387119797,0.5868274025822098,0.018921444038647373,0.41358973945853283,-0.1307357168321324,-0.4723176049467494,0.2950689338987453,-0.39698318654781733,0.4044426960537968,0.3425561627089681,0.14142242423179735,-0.23711792201943654,0.29142040932867425,0.14274215653615546,0.12680213529733317,0.26538008208705083,-0.06643287067522632,1.0,-0.3081395253281151,-0.4749757894916774,0.391499544514295,0.25224097900905895,0.43098281607468536,0.03213401932900332,0.09651538389641709,-0.03969439321608745,-0.012488384868392974,0.1154384047039872,0.16917545361113262,-0.01580183435112766,0.35094162815911134,-0.48798294478865206
Frontal_Med_Orb_R,0.4434948991701007,0.21144777388112457,0.3023034749215006,0.1720105309698921,0.31447444714080053,0.23550238994485234,0.07366866894138274,0.16213294125103947,0.08192280633570045,-0.07562751227200333,0.03705315198181289,0.006679798315268328,-0.3307259882643107,0.016783649447620144,-0.16234806264050936,0.40351573623324183,0.29362933648898976,-0.3589455177971811,-0.03878302487236822,0.0840866580100618,-0.4889159384356028,-0.4417427127031546,-0.02976305919659181,-0.027251063039328074,-0.39661033038721555,0.2637258194247682,-0.314455257338999,-0.2446432871442347,-0.3031961946901729,-0.07400103671892273,-0.02953303876321616,0.08095291726961348,0.20994539971045453,0.311905969122861,0.057137556763801396,-0.18539865024469276,0.006257497561635071,0.04635449468160033,0.36136102180826757,0.16017874904958418,-0.3081395253281151,1.0,-0.18376022960687907,-0.32882512370025957,-0.21339049161254944,-0.33089588790564567,0.27708967552524594,0.3146991978250929,-0.06748669494852452,0.32123026541759003,0.27999728279665625,0.1846934027872977,-0.23283056594059356,-0.1482418249902038,0.37921531822985477
Vermis_9,-0.07998112474173899,-0.4021639058890368,-0.30237399604891696,-0.117841645350076,-0.3515197293885696,-0.22214215718878258,0.11419967228471042,-0.5676428696591259,-0.0005865642835517872,0.2190950331619669,-0.021116021164556038,-0.3450795831026517,0.05785012300933603,-0.043852671175281716,-0.15883934382300838,0.1643729568925662,0.13307065096293402,-0.17235758516108107,0.01782347259358967,0.06292425624481594,-0.1919663119361245,0.2293522882427858,-0.04023160344133447,-0.2941550777320602,-0.15785392470546716,-0.1329334754224178,-0.1887879644305165,0.2782969981991228,0.6266763877514642,-0.09753920328361093,0.28106243169285855,-0.40923516400043497,-0.3971874503013714,-0.36426312110378245,0.288147338554985,0.08317547486620164,0.03573967173200387,-0.13619447002800963,-0.5233508015839661,-0.06122143531889348,-0.4749757894916774,-0.18376022960687907,1.0,0.0977002677627003,0.08468572218936145,0.0035153216032092626,-0.07002689397783626,-0.1532284739939073,0.16661627423468392,-0.11408433516490737,-0.24435142248351452,-0.41432666704549576,0.4840644819145821,-0.20228020669836624,0.3345285496217198
Cerebellum_10_L,-0.09709620632906184,0.04486843291205612,-0.3531158654655558,0.10721162063765227,-0.008392679346567693,-0.1811201653986385,-0.049947723911988894,-0.23850669273822278,-0.1545930036398914,0.09956364479555407,0.25010958917437215,-0.11866827241778927,0.5214729638779705,0.029631289287677814,0.21227073122616572,-0.06406548747781902,-0.06956317553025385,0.4159451344010017,0.007907291837478693,0.2480443392204834,0.3732580572098141,0.6582012682540092,0.12623703022629462,-0.012856675650235863,0.1675460437746126,0.1658785829020622,0.21421054970828063,0.1645179087435058,0.24163880122031273,0.1050738176079579,-0.10584167774214095,-0.09530623424944956,-0.2044614265922203,-0.10248332151097639,0.06463053063077541,0.3151888087069077,0.15852875963278748,0.006994736145574803,-0.1046407610590765,0.323749076643061,0.391499544514295,-0.32882512370025957,0.0977002677627003,1.0,0.4505626559302427,0.4769778171880284,-0.21887406738502704,0.007485297421113456,0.1446019893552434,0.027525366368164224,-0.0015446706234540373,-0.07169405550287242,0.29143370895934784,0.33887213904811414,-0.1476689208896421
Vermis_4_5,0.22783121591167474,0.14163695562973472,-0.05853055547135203,0.6269400540159342,-0.02722423348006643,-0.04808657222120986,-0.22552331177477034,0.030133279420035672,-0.013665748746929473,0.4562704631506007,0.7072253256141559,0.3928040937201873,0.7004436914631039,0.41461554783837506,0.11750002322672239,0.018621228733990768,0.25161902885369347,0.32490447075026424,-0.1535647882673355,0.504102280551277,0.2564569687068634,0.6982814218656904,0.00795883847358571,-0.013526618945055345,0.36968644949289997,0.2755474038857004,0.2083143686281537,0.023376645107083704,0.2160182575763042,0.24820379691957095,-0.2520751151935364,0.3219256547843316,0.03941498580486873,0.26460809204425567,0.1256260219365096,0.4627563627967442,0.1620267325079502,0.15252208152668087,0.25707467602816214,0.04176557241314996,0.25224097900905895,-0.21339049161254944,0.08468572218936145,0.4505626559302427,1.0,0.5861941645564762,-0.05164831612069217,-0.06256247356543364,-0.027198598873128494,0.06536021961259421,0.4613101313080288,0.19603256272800323,0.4668071152553185,0.4307159423722978,0.026916707926400586
SN_pr_R,0.19122696283253976,0.24763695291891114,-0.03637228907220352,0.3095017500417493,-0.17118036422657126,0.05836169665424621,-0.33980939207474753,-0.012698993547692616,0.0847468524962802,0.2788293046985949,0.5049155382215713,0.29018083814794216,0.6082034702583081,0.41070526109403643,0.19515530708154671,-0.1071629755581025,-0.0913101683233537,0.508246135038442,-0.08369177607266061,0.2939744262723068,0.493278504861199,0.5376808836079334,0.06416497966381202,-0.09720055969887231,0.36702897780539556,0.31577102790491507,0.21723172588665696,-0.10343146939896325,-0.046366582606721767,0.21667430017024736,-0.33870025738386944,0.25689756505349165,-0.03315400039278681,0.20041744952221696,0.07648871902306723,0.39788355557978666,0.31691515089090666,0.34589249226903573,0.1048729722473888,0.099429623348358,0.43098281607468536,-0.33089588790564567,0.0035153216032092626,0.4769778171880284,0.5861941645564762,1.0,-0.21980099092420216,0.034584358854805305,0.12885765765858553,-0.23714471927129155,0.32480447362014975,0.15451630058036198,0.529558418818756,0.46262551950437325,0.012272538232102968
Frontal_Inf_Tri_L,0.4591422578990563,0.25024696485005327,0.3308901430984896,-0.013969822339633928,0.16160909960961467,0.03391369545866653,0.06131001811539842,0.2572061730355128,0.04340134672036415,-0.00230855137701977,0.03267781824932606,0.19006262530554532,-0.011961332002109535,0.11394631499169505,0.07247977939300972,0.11214815696633082,0.22882889927458244,0.06445168074045175,-0.14156394843703565,-0.08143232975306598,-0.20559660596019752,-0.17710495628260056,0.07128362289023704,0.07773619483087334,-0.09359258675291397,-0.03095270737344548,0.33218962066637586,-0.148866726255143,-0.2158752883120623,-0.010615541067877954,0.02194583108274257,0.3202986165565222,0.5099359461047085,0.22894235381685288,-0.0533107299297561,-0.13514043820611898,-0.00340577492233469,-0.15917168653837144,0.29972611999833315,-0.058545725414778156,0.03213401932900332,0.27708967552524594,-0.07002689397783626,-0.21887406738502704,-0.05164831612069217,-0.21980099092420216,1.0,0.2920854620154006,-0.11773413598115699,0.4668255497877067,0.18160822015528016,0.1872890627085362,-0.11341123396508414,-0.11702024306024593,-0.0025081199581230527
Pallidum_L,0.45344937645201855,0.5991980062203917,0.29079765424276977,0.22258810488725514,0.334851675984545,0.276387603557253,0.10187791215609716,0.12899818670512453,0.0533930360115198,-0.1413783574293336,0.15331023822085885,0.12758974196545464,-0.01945254494577294,0.06698015353332118,0.0410273627460758,0.3091013023577823,-0.054314088269268125,0.14562160079627978,-0.10957112111697909,0.10976279050503011,-0.04093881828085544,-0.07506522754701495,0.11756721867205357,0.2703058574768532,-0.04235496952465851,0.313537001762672,-0.02923776076386403,-0.30140317908870407,-0.2989173376360048,0.11098727757086713,-0.13571938065558609,0.22768774182193743,0.11136277212708476,0.2993203886502026,0.1253254667214526,0.10407777727655385,0.19457030497779798,0.26629618775019265,0.12993343310029828,0.2532456985240647,0.09651538389641709,0.3146991978250929,-0.1532284739939073,0.007485297421113456,-0.06256247356543364,0.034584358854805305,0.2920854620154006,1.0,0.19174448418945236,0.37747329318079115,0.41032267718998366,0.26446277959056363,-0.05175126164979671,0.14528906970303238,0.1456511905833358
Cerebellum_7b_L,-0.2250366347108709,-0.020808563563157814,-0.17012152777447903,-0.051169131131537766,-0.013688526331958412,-0.17367109839027392,0.1250438038358103,-0.2889216511561912,-0.09327115513966147,-0.15213261739409745,-0.12224784429408606,-0.17942264325787757,-0.10277488185266635,-0.17726534882863773,-0.18731350958742837,-0.02949002100656101,-0.2887558575639812,0.1519301170387377,0.05947566530993339,-0.07297820280776014,-0.022966919560580234,0.022923850161063176,-0.060906393404581524,0.10412515712123394,-0.13098372100834188,-0.07224047701196096,0.04740797366284398,0.007873034572188011,0.09773460015076905,0.13644252425973732,-0.024328046803847488,-0.05849032049018461,-0.11949316153793667,-0.20167771462232353,0.015186891108493238,-0.17596370657393337,-0.050174505769889584,0.23741126733956364,-0.24146991836844361,0.11078561011367861,-0.03969439321608745,-0.06748669494852452,0.16661627423468392,0.1446019893552434,-0.027198598873128494,0.12885765765858553,-0.11773413598115699,0.19174448418945236,1.0,-0.1378538204250089,-0.14672151302127578,-0.1326616916161837,0.24479682230251426,-0.05810316991181165,-0.007079718770761987
Frontal_Inf_Orb_2_L,0.46410339213078833,0.4706563455900423,0.21793226570342109,0.12470722777062479,0.21709789779381433,0.19381744752189886,0.06906520922521774,0.11042458265066832,0.06142106842808959,0.024172738772148213,0.1819691158741301,0.11564352243499432,0.13879274012212411,-0.05958815982199426,-0.003687598278476923,0.33095839431474383,0.2638411856768044,-0.0335371534771595,-0.11012225600332275,0.09572280100406376,-0.08498133464782355,0.050869714299207815,0.2097808595135545,0.32551168249184925,0.0049009861991443785,0.20387775816840176,0.00519923135332671,-0.06184308457098145,-0.14372441172111902,0.035712609037761044,0.03592573533648548,0.19562783171269293,0.11356345267187513,0.2701260044454998,0.09482249236816381,0.19730370575456843,0.06132258251484521,-0.01054985116045929,0.13219995582970423,0.24903362741826157,-0.012488384868392974,0.32123026541759003,-0.11408433516490737,0.027525366368164224,0.06536021961259421,-0.23714471927129155,0.4668255497877067,0.37747329318079115,-0.1378538204250089,1.0,0.33048276661265685,0.16932961715047493,-0.14159470235136623,0.20506149287256545,0.06075605451056224
